5ba5cd052cfe5c36b310a5b71d182625667717bdb1942172b6fd61bcf2780899,482de1e848a789d6bcbc73bfcd27ccd1a5d50f8848bd23b802b8d2c41ad40c2c,f5711d549cd558b6becd4a6187093c33f7678cc4d8f7813cc7e86ae4ad91392b,275277b7f8b5a94a29237e71cd22e17e8e66e64eb1cc88ffde4240a4fca086e2,5328206eacb24890d4415408ecadc7ab187ac29211ff59d240f347dd03425b9d,78d1b7141c30bdd01963dfe8b77e361456df69a958e8b54a0edbc9050f39ce53,6c961d24476bb8c42b0985fd378943a3924a7e0ada382a43e3a726ff0163f181
"924100102","924100104","924100100","2410001","924100101","924100105","924100103"
"924100202","924100204","924100200","2410002","924100201","924100205","924100203"
"924100302","924100304","924100300","2410003","924100301","924100305","924100303"
"0","0","924101100","2410004","924101101","0","0"
"0","0","924101200","2410005","924101201","0","0"
"0","0","924101300","2410006","924101301","0","0"
"0","0","924101400","2410007","924101401","0","0"
"0","0","924102100","2410008","924102101","0","0"
"0","0","924102200","2410009","924102201","0","0"
"0","0","924102300","2410010","924102301","0","0"
"0","0","924102400","2410011","924102401","0","0"
"0","0","924103100","2410012","924103101","0","0"
"0","0","924103200","2410013","924103201","0","0"
"0","0","924103300","2410014","924103301","0","0"
"0","0","924103400","2410015","924103401","0","0"
"924110102","924110104","924110100","2411001","924110101","924110105","924110103"
"924110202","924110204","924110200","2411002","924110201","924110205","924110203"
"924110302","924110304","924110300","2411003","924110301","924110305","924110303"
"0","0","924111100","2411004","924111101","0","0"
"0","0","924111200","2411005","924111201","0","0"
"0","0","924111300","2411006","924111301","0","0"
"0","0","924111400","2411007","924111401","0","0"
"0","0","924112100","2411008","924112101","0","0"
"0","0","924112200","2411009","924112201","0","0"
"0","0","924112300","2411010","924112301","0","0"
"0","0","924112400","2411011","924112401","0","0"
"0","0","924113100","2411012","924113101","0","0"
"0","0","924113200","2411013","924113201","0","0"
"0","0","924113300","2411014","924113301","0","0"
"0","0","924113400","2411015","924113401","0","0"
"924120102","924120104","924120100","2412001","924120101","924120105","924120103"
"924120202","924120204","924120200","2412002","924120201","924120205","924120203"
"924120302","924120304","924120300","2412003","924120301","924120305","924120303"
"0","0","924121100","2412004","924121101","0","0"
"0","0","924121200","2412005","924121201","0","0"
"0","0","924121300","2412006","924121301","0","0"
"0","0","924121400","2412007","924121401","0","0"
"0","0","924122100","2412008","924122101","0","0"
"0","0","924122200","2412009","924122201","0","0"
"0","0","924122300","2412010","924122301","0","0"
"0","0","924122400","2412011","924122401","0","0"
"0","0","924123100","2412012","924123101","0","0"
"0","0","924123200","2412013","924123201","0","0"
"0","0","924123300","2412014","924123301","0","0"
"0","0","924123400","2412015","924123401","0","0"
"924140102","924140104","924140100","2414001","924140101","924140105","924140103"
"924140202","924140204","924140200","2414002","924140201","924140205","924140203"
"924140302","924140304","924140300","2414003","924140301","924140305","924140303"
"0","0","924141100","2414004","924141101","0","0"
"0","0","924141200","2414005","924141201","0","0"
"0","0","924141300","2414006","924141301","0","0"
"0","0","924141400","2414007","924141401","0","0"
"0","0","924142100","2414008","924142101","0","0"
"0","0","924142200","2414009","924142201","0","0"
"0","0","924142300","2414010","924142301","0","0"
"0","0","924142400","2414011","924142401","0","0"
"0","0","924143100","2414012","924143101","0","0"
"0","0","924143200","2414013","924143201","0","0"
"0","0","924143300","2414014","924143301","0","0"
"0","0","924143400","2414015","924143401","0","0"
"924150102","924150104","924150100","2415001","924150101","924150105","924150103"
"924150202","924150204","924150200","2415002","924150201","924150205","924150203"
"924150302","924150304","924150300","2415003","924150301","924150305","924150303"
"0","0","924151100","2415004","924151101","0","0"
"0","0","924151200","2415005","924151201","0","0"
"0","0","924151300","2415006","924151301","0","0"
"0","0","924151400","2415007","924151401","0","0"
"0","0","924152100","2415008","924152101","0","0"
"0","0","924152200","2415009","924152201","0","0"
"0","0","924152300","2415010","924152301","0","0"
"0","0","924152400","2415011","924152401","0","0"
"0","0","924153100","2415012","924153101","0","0"
"0","0","924153200","2415013","924153201","0","0"
"0","0","924153300","2415014","924153301","0","0"
"0","0","924153400","2415015","924153401","0","0"
"924160102","924160104","924160100","2416001","924160101","924160105","924160103"
"924160202","924160204","924160200","2416002","924160201","924160205","924160203"
"924160302","924160304","924160300","2416003","924160301","924160305","924160303"
"0","0","924161100","2416004","924161101","0","0"
"0","0","924161200","2416005","924161201","0","0"
"0","0","924161300","2416006","924161301","0","0"
"0","0","924161400","2416007","924161401","0","0"
"0","0","924162100","2416008","924162101","0","0"
"0","0","924162200","2416009","924162201","0","0"
"0","0","924162300","2416010","924162301","0","0"
"0","0","924162400","2416011","924162401","0","0"
"0","0","924163100","2416012","924163101","0","0"
"0","0","924163200","2416013","924163201","0","0"
"0","0","924163300","2416014","924163301","0","0"
"0","0","924163400","2416015","924163401","0","0"
"924170102","924170104","924170100","2417001","924170101","924170105","924170103"
"924170202","924170204","924170200","2417002","924170201","924170205","924170203"
"924170302","924170304","924170300","2417003","924170301","924170305","924170303"
"0","0","924171100","2417004","924171101","0","0"
"0","0","924171200","2417005","924171201","0","0"
"0","0","924171300","2417006","924171301","0","0"
"0","0","924171400","2417007","924171401","0","0"
"0","0","924172100","2417008","924172101","0","0"
"0","0","924172200","2417009","924172201","0","0"
"0","0","924172300","2417010","924172301","0","0"
"0","0","924172400","2417011","924172401","0","0"
"0","0","924173100","2417012","924173101","0","0"
"0","0","924173200","2417013","924173201","0","0"
"0","0","924173300","2417014","924173301","0","0"
"0","0","924173400","2417015","924173401","0","0"
"924180102","924180104","924180100","2418001","924180101","924180105","924180103"
"924180202","924180204","924180200","2418002","924180201","924180205","924180203"
"924180302","924180304","924180300","2418003","924180301","924180305","924180303"
"0","0","924181100","2418004","924181101","0","0"
"0","0","924181200","2418005","924181201","0","0"
"0","0","924181300","2418006","924181301","0","0"
"0","0","924181400","2418007","924181401","0","0"
"0","0","924182100","2418008","924182101","0","0"
"0","0","924182200","2418009","924182201","0","0"
"0","0","924182300","2418010","924182301","0","0"
"0","0","924182400","2418011","924182401","0","0"
"0","0","924183100","2418012","924183101","0","0"
"0","0","924183200","2418013","924183201","0","0"
"0","0","924183300","2418014","924183301","0","0"
"0","0","924183400","2418015","924183401","0","0"
"924190102","924190104","924190100","2419001","924190101","924190105","924190103"
"924190202","924190204","924190200","2419002","924190201","924190205","924190203"
"924190302","924190304","924190300","2419003","924190301","924190305","924190303"
"0","0","924191100","2419004","924191101","0","0"
"0","0","924191200","2419005","924191201","0","0"
"0","0","924191300","2419006","924191301","0","0"
"0","0","924191400","2419007","924191401","0","0"
"0","0","924192100","2419008","924192101","0","0"
"0","0","924192200","2419009","924192201","0","0"
"0","0","924192300","2419010","924192301","0","0"
"0","0","924192400","2419011","924192401","0","0"
"0","0","924193100","2419012","924193101","0","0"
"0","0","924193200","2419013","924193201","0","0"
"0","0","924193300","2419014","924193301","0","0"
"0","0","924193400","2419015","924193401","0","0"
"924200102","924200104","924200100","2420001","924200101","924200105","924200103"
"924200202","924200204","924200200","2420002","924200201","924200205","924200203"
"924200302","924200304","924200300","2420003","924200301","924200305","924200303"
"0","0","924201100","2420004","924201101","0","0"
"0","0","924201200","2420005","924201201","0","0"
"0","0","924201300","2420006","924201301","0","0"
"0","0","924201400","2420007","924201401","0","0"
"0","0","924202100","2420008","924202101","0","0"
"0","0","924202200","2420009","924202201","0","0"
"0","0","924202300","2420010","924202301","0","0"
"0","0","924202400","2420011","924202401","0","0"
"0","0","924203100","2420012","924203101","0","0"
"0","0","924203200","2420013","924203201","0","0"
"0","0","924203300","2420014","924203301","0","0"
"0","0","924203400","2420015","924203401","0","0"
"925010102","925010104","925010100","2501001","925010101","925010105","925010103"
"925010202","925010204","925010200","2501002","925010201","925010205","925010203"
"925010302","925010304","925010300","2501003","925010301","925010305","925010303"
"0","0","925011100","2501004","925011101","0","0"
"0","0","925011200","2501005","925011201","0","0"
"0","0","925011300","2501006","925011301","0","0"
"0","0","925011400","2501007","925011401","0","0"
"0","0","925012100","2501008","925012101","0","0"
"0","0","925012200","2501009","925012201","0","0"
"0","0","925012300","2501010","925012301","0","0"
"0","0","925012400","2501011","925012401","0","0"
"0","0","925013100","2501012","925013101","0","0"
"0","0","925013200","2501013","925013201","0","0"
"0","0","925013300","2501014","925013301","0","0"
"0","0","925013400","2501015","925013401","0","0"
