856370618b5edc05341cc17cd1b7db6d9a155e6353243cd867a34478a15c5ae8,f05cd18153a2deee27055eb67f2b9ef8d041bfafacb61d9e266d7f7cc2b834a0,48a090cf69fc9cf30b6beaa363e4c5f02de7edc50291bccbeecb6966260cc210,7169bc9167cf9ae35e60bba8a78498686728dd211046220fa5a1af8d3d511e83,f95475c89cb630c6f3f1e7b460e930f10f822b4e294dbd461d3fd5b22325c984,088f8ec2565645a5b2cc953596fe380fa61d3322cdeee65fb680bbfeb04e78da,a96688a877d802a45d73f70bc7ddce97a35a191fe8a4771052a8ac2e60380a93,5e8b3b31bee866ed7a92aa3ddcfd9d29dd1a2918137b26916083dbaea4af00ab
"12.波諾尼亞砂丘","bgm_M94","12.波諾尼亞砂丘","2018/12/07 16:00:00","101","2030/12/17 14:59:59","bgm_M94","11012"
"13.朵羅西亞濕地","bgm_M118","13.朵羅西亞溼地","2019/01/03 16:00:00","101","2030/12/17 14:59:59","bgm_M118","11013"
"14.尤金尼亞熱地","bgm_M95","14.尤金尼亞熱地","2019/01/30 16:00:00","101","2030/12/17 14:59:59","bgm_M95","11014"
"15.塔利亞火山","bgm_M96","15.塔利亞火山","2019/02/18 16:00:00","101","2030/12/17 14:59:59","bgm_M96","11015"
"16.泰美斯銀嶺","bgm_M140","16.泰美斯銀嶺","2019/03/21 16:00:00","101","2030/12/17 14:59:59","bgm_M140","11016"
"17.菲得斯冰原","bgm_M141","17.菲得斯冰原","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M141","11017"
"18.法艾頓\n　　　　　草原‧北部","bgm_M179","18.法艾頓草原","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M179","11018"
"19.法艾頓\n　　　　　草原‧南部","bgm_M179","19.法艾頓草原‧南部","2019/06/17 16:00:00","102","2030/12/17 14:59:59","bgm_M179","11019"
"20.卡斯塔利亞\n　　　　　樹林‧西部","bgm_M180","20.卡斯塔利亞樹林‧西部","2019/08/15 16:00:00","102","2030/12/17 14:59:59","bgm_M180","11020"
"21.卡斯塔利亞\n　　　　　樹林‧東部","bgm_M180","21.卡斯塔利亞樹林‧東部","2019/08/15 16:00:00","102","2030/12/17 14:59:59","bgm_M180","11021"
"22.馬提爾德\n　　　　　岩峰‧南部","bgm_M232","22.馬提爾德岩峰‧南部","2019/09/17 16:00:00","102","2030/12/17 14:59:59","bgm_M232","11022"
"23.馬提爾德\n　　　　　岩峰‧北部","bgm_M232","23.馬提爾德岩峰‧北部","2019/09/17 16:00:00","102","2030/12/17 14:59:59","bgm_M232","11023"
"24.雷蒂烏斯\n　　　　　群峰‧西麓","bgm_M233","24.雷蒂烏斯群峰‧西麓","2019/10/15 16:00:00","102","2030/12/17 14:59:59","bgm_M233","11024"
"25.雷蒂烏斯\n　　　　　群峰‧東麓","bgm_M233","25.雷蒂烏斯群峰‧東麓","2019/11/15 16:00:00","102","2030/12/17 14:59:59","bgm_M233","11025"
"26.佩特羅大森林‧西部","bgm_M260","26.佩特羅大森林‧西部","2019/12/13 16:00:00","102","2030/12/17 14:59:59","bgm_M260","11026"
"27.佩特羅大森林‧東部","bgm_M260","27.佩特羅大森林‧東部","2020/01/10 16:00:00","102","2030/12/17 14:59:59","bgm_M260","11027"
"28.迪茲塔爾河\n　　　　　蝕岸‧北部","bgm_M278_E28","28.迪茲塔爾河蝕岸‧北部","2020/02/14 16:00:00","102","2030/12/17 14:59:59","bgm_M278","11028"
"29.迪茲塔爾河\n　　　　　蝕岸‧南部","bgm_M278_E29","29.迪茲塔爾河蝕岸‧南部","2020/03/13 16:00:00","102","2030/12/17 14:59:59","bgm_M278","11029"
"30.弗泰拉斷崖‧北部","bgm_M293","30.弗泰拉斷崖‧北部","2020/04/14 16:00:00","102","2030/12/17 14:59:59","bgm_M293","11030"
"31.弗泰拉斷崖‧南部","bgm_M293","31.弗泰拉斷崖‧南部","2020/05/15 16:00:00","102","2030/12/17 14:59:59","bgm_M293","11031"
"32.法斯奇亞\n　　　　　　森林‧南部","bgm_M339","32.法斯奇亞森林‧南部","2020/06/15 16:00:00","102","2030/12/17 14:59:59","bgm_M339","11032"
"33.法斯奇亞\n　　　　　　森林‧東部","bgm_M339","33.法斯奇亞森林‧東部","2020/07/13 16:00:00","102","2030/12/17 14:59:59","bgm_M339","11033"
"34.迪克斯提亞\n　　　　　岩崖‧西壁","bgm_M374","34.迪克斯提亞岩崖‧西壁","2020/08/17 16:00:00","102","2030/12/17 14:59:59","bgm_M374","11034"
"35.迪克斯提亞\n　　　　　岩崖‧東壁","bgm_M374","35.迪克斯提亞岩崖‧東壁","2020/09/14 16:00:00","102","2030/12/17 14:59:59","bgm_M374","11035"
"36.維娜\n　　　　　湖畔道‧南部","bgm_M392","36.維娜湖畔道‧南部","2020/11/13 16:00:00","102","2030/12/17 14:59:59","bgm_M392","11036"
"37.維娜\n　　　　　湖畔道‧北部","bgm_M392","37.維娜湖畔道‧北部","2020/12/14 16:00:00","102","2030/12/17 14:59:59","bgm_M392","11037"
"38.拉圖斯\n　　　　　斷崖‧南部","bgm_M411","38.拉圖斯斷崖‧南部","2021/01/15 16:00:00","102","2030/12/17 14:59:59","bgm_M411","11038"
"39.拉圖斯\n　　　　　斷崖‧北部","bgm_M411","39.拉圖斯斷崖‧北部","2021/02/09 16:00:00","102","2030/12/17 14:59:59","bgm_M411","11039"
"40.斯卡普\n　　　　　山系‧西麓","bgm_M411_E40","40.斯卡普山系‧西麓","2021/03/15 16:00:00","102","2030/12/17 14:59:59","bgm_M411","11040"
"41.斯卡普\n　　　　　山系‧東麓","bgm_M411_E40","41.斯卡普山系‧東麓","2021/04/16 16:00:00","102","2030/12/17 14:59:59","bgm_M411","11041"
"42.佩克托斯\n　　　　　冰峰‧西壁","bgm_M411_E40","42.佩克托斯冰峰‧西壁","2021/05/17 16:00:00","102","2030/12/17 14:59:59","bgm_M411","11042"
"43.佩克托斯\n　　　　　冰峰‧東壁","bgm_M411_E40","43.佩克托斯冰峰‧東壁","2021/06/16 16:00:00","102","2030/12/17 14:59:59","bgm_M411","11043"
"44.斯夸瑪\n　　　　　冰脈‧西壁","bgm_M411_E40","44.斯夸瑪冰脈‧西壁","2021/07/16 16:00:00","102","2030/12/17 14:59:59","bgm_M411","11044"
"45.斯夸瑪\n　　　　　冰脈‧東壁","bgm_M411_E40","45.斯夸瑪冰脈‧東壁","2021/08/17 16:00:00","102","2030/12/17 14:59:59","bgm_M411","11045"
"46.拉泰里\n　　　　　山脈‧崖上","bgm_M483_E46","46.拉泰里山脈‧崖上","2021/09/16 16:00:00","102","2030/12/17 14:59:59","bgm_M483","11046"
"47.拉泰里\n　　　　　山脈‧崖下","bgm_M483_E46","47.拉泰里山脈‧崖下","2021/10/15 16:00:00","102","2030/12/17 14:59:59","bgm_M483","11047"
"48.埃斯塔\n　　　　　荒野‧南部","bgm_M483_E46","48.埃斯塔荒野‧南部","2021/11/15 16:00:00","102","2030/12/17 14:59:59","bgm_M483","11048"
"49.埃斯塔\n　　　　　荒野‧北部","bgm_M483_E46","49.埃斯塔荒野‧北部","2021/12/15 16:00:00","102","2030/12/17 14:59:59","bgm_M483","11049"
"50.涅羅\n　　　　　礁岩‧西部","bgm_M483_E50","50.涅羅礁岩‧西部","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483","11050"
"51.涅羅\n　　　　　礁岩‧東部","bgm_M483_E50","51.涅羅礁岩‧東部","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483","11051"
"52.皮尼翁\n　　　　　沿岸堤‧西岸","bgm_M483_E50","52.皮尼翁沿岸堤‧西岸","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483","11052"
"53.皮尼翁\n　　　　　沿岸堤‧東岸","bgm_M483_E50","53.皮尼翁沿岸堤‧東岸","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483","11053"
"54.托塔提斯沙岸\n　　　　　西部","bgm_M483_E50","54.托塔提斯沙岸‧西部","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M483","11054"
"55.托塔提斯沙岸\n　　　　　東部","bgm_M483_E50","55.托塔提斯沙岸‧東部","2022/06/15 16:00:00","102","2030/12/17 14:59:59","bgm_M483","11055"
"56.歐呂克斯沙島\n　　　　　北部","bgm_M483_E50","56.歐呂克斯沙島‧北部","2022/07/15 16:00:00","102","2030/12/17 14:59:59","bgm_M483","11056"
"57.歐呂克斯沙島\n　　　　　南部","bgm_M571","57.歐呂克斯沙島‧南部","2022/08/15 16:00:00","102","2030/12/17 14:59:59","bgm_M571","11057"
"58.克魯斯\n　　　　　密林‧東部","bgm_M599A","58.克魯斯密林‧東部","2022/09/15 16:00:00","102","2030/12/17 14:59:59","bgm_M599A","11058"
"59.克魯斯\n　　　　　密林‧西部","bgm_M599A","59.克魯斯密林‧西部","2022/11/15 16:00:00","102","2030/12/17 14:59:59","bgm_M599A","11059"
"60.考達\n　　　　　海灘‧北部","bgm_M599A","60.考達海灘‧北部","2023/01/16 16:00:00","102","2030/12/17 14:59:59","bgm_M599A","11060"
"61.考達\n　　　　　海灘‧南部","bgm_M599A","61.考達海灘‧南部","2023/03/15 16:00:00","102","2030/12/17 14:59:59","bgm_M599A","11061"
"62.普洛庇那海角","bgm_M599A","62.普洛庇那海角","2023/05/15 16:00:00","102","2030/12/17 14:59:59","bgm_M599A","11062"
"63.阿帕雷尤\n　　　　　街道‧西側","bgm_MC001","63.阿帕雷尤街道‧西側","2023/07/14 16:00:00","103","2030/12/17 14:59:59","bgm_MC001","11063"
"64.阿帕雷尤\n　　　　　街道‧東側","bgm_MC001","64.阿帕雷尤街道‧東側","2023/09/15 16:00:00","103","2030/12/17 14:59:59","bgm_MC001","11064"
"65.芭菲之城\n　　　　　　城鎮","bgm_MC001","65.芭菲之城　城鎮","2023/11/15 16:00:00","103","2030/12/17 14:59:59","bgm_MC001","11065"
"66.拉摩利爾平原","bgm_MC001","66.拉摩利爾平原","2015/12/17 15:00:00","103","2030/12/17 14:59:59","bgm_MC001","11066"
"67.渦炎密林","bgm_MC079","67.渦炎密林","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079","11067"
"68.思索樹海","bgm_MC079","68.思索樹海","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079","11068"
"69.鬼的跟前","bgm_MC079","69.鬼的跟前","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079","11069"
"70.炎繩河","bgm_MC079","70.炎繩河","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079","11070"
"71.崩豹山巔","bgm_MC079","71.崩豹山巔","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079","11071"
"72.怒錐山岳","bgm_MC079","72.怒錐山岳","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079","11072"
"73.久遠冰河‧南端","bgm_MC201","73.久遠冰河‧南端","2015/12/17 15:00:00","105","2030/12/17 14:59:59","bgm_MC201","11073"
"74.幽魂濕地","bgm_MC201","74.幽魂濕地","2015/12/17 15:00:00","105","2030/12/17 14:59:59","bgm_MC201","11074"
"75.巨鯨城‧近郊","bgm_MC201","75.巨鯨城‧近郊","2015/12/17 15:00:00","105","2030/12/17 14:59:59","bgm_MC201","11075"
"76.被遺忘的城鎮","bgm_MC201","76.被遺忘的城鎮","2015/12/17 15:00:00","105","2030/12/17 14:59:59","bgm_MC201","11076"
"77.面對黑曜的山丘","bgm_MC201","77.面對黑曜的山丘","2015/12/17 15:00:00","105","2030/12/17 14:59:59","bgm_MC201","11077"
"1.朱諾平原","bgm_M61","1.朱諾平原","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M61","12001"
"2.帕拉斯高原","bgm_M61_02","2.帕拉斯高原","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M61","12002"
"3.赫柏丘陵","bgm_M61_03","3.赫柏丘陵","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M61","12003"
"4.維斯塔溪谷","bgm_M61_04","4.維斯塔溪谷","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M61","12004"
"5.刻瑞斯森林","bgm_M62_01","5.刻瑞斯森林","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M62","12005"
"6.佛洛拉湖畔","bgm_M62_02","6.佛洛拉湖畔","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M62","12006"
"7.墨提斯大瀑布","bgm_M62_03","7.墨提斯大瀑布","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M62","12007"
"8.伊麗絲樹海","bgm_M42_02","8.伊麗絲樹海","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M42","12008"
"9.弗麗嘉雪原","bgm_M58","9.弗麗嘉雪原","2015/12/17 15:00:00","101","2030/12/17 14:59:59","bgm_M58","12009"
"10.洛麗泰海岸","bgm_M101","10.洛麗泰海岸","2018/10/05 16:00:00","101","2030/12/17 14:59:59","bgm_M101","12010"
"11.蓋奴亞荒漠","bgm_M93","11.蓋奴亞荒漠","2018/11/07 16:00:00","101","2030/12/17 14:59:59","bgm_M93","12011"
"12.波諾尼亞砂丘","bgm_M94","12.波諾尼亞砂丘","2018/12/07 16:00:00","101","2030/12/17 14:59:59","bgm_M94","12012"
"13.朵羅西亞濕地","bgm_M118","13.朵羅西亞溼地","2019/01/03 16:00:00","101","2030/12/17 14:59:59","bgm_M118","12013"
"14.尤金尼亞熱地","bgm_M95","14.尤金尼亞熱地","2019/01/30 16:00:00","101","2030/12/17 14:59:59","bgm_M95","12014"
"15.塔利亞火山","bgm_M96","15.塔利亞火山","2019/02/18 16:00:00","101","2030/12/17 14:59:59","bgm_M96","12015"
"16.泰美斯銀嶺","bgm_M140","16.泰美斯銀嶺","2019/03/21 16:00:00","101","2030/12/17 14:59:59","bgm_M140","12016"
"17.菲得斯冰原","bgm_M141","17.菲得斯冰原","2019/04/19 16:00:00","101","2030/12/17 14:59:59","bgm_M141","12017"
"18.法艾頓\n　　　　　草原‧北部","bgm_M179","18.法艾頓草原","2019/05/21 16:00:00","102","2030/12/17 14:59:59","bgm_M179","12018"
"19.法艾頓\n　　　　　草原‧南部","bgm_M179","19.法艾頓草原‧南部","2019/06/17 16:00:00","102","2030/12/17 14:59:59","bgm_M179","12019"
"20.卡斯塔利亞\n　　　　　樹林‧西部","bgm_M180","20.卡斯塔利亞樹林‧西部","2019/08/15 16:00:00","102","2030/12/17 14:59:59","bgm_M180","12020"
"21.卡斯塔利亞\n　　　　　樹林‧東部","bgm_M180","21.卡斯塔利亞樹林‧東部","2019/08/15 16:00:00","102","2030/12/17 14:59:59","bgm_M180","12021"
"22.馬提爾德\n　　　　　岩峰‧南部","bgm_M232","22.馬提爾德岩峰‧南部","2019/09/17 16:00:00","102","2030/12/17 14:59:59","bgm_M232","12022"
"23.馬提爾德\n　　　　　岩峰‧北部","bgm_M232","23.馬提爾德岩峰‧北部","2019/09/17 16:00:00","102","2030/12/17 14:59:59","bgm_M232","12023"
"24.雷蒂烏斯\n　　　　　群峰‧西麓","bgm_M233","24.雷蒂烏斯群峰‧西麓","2019/10/15 16:00:00","102","2030/12/17 14:59:59","bgm_M233","12024"
"25.雷蒂烏斯\n　　　　　群峰‧東麓","bgm_M233","25.雷蒂烏斯群峰‧東麓","2019/11/15 16:00:00","102","2030/12/17 14:59:59","bgm_M233","12025"
"26.佩特羅大森林‧西部","bgm_M260","26.佩特羅大森林‧西部","2019/12/13 16:00:00","102","2030/12/17 14:59:59","bgm_M260","12026"
"27.佩特羅大森林‧東部","bgm_M260","27.佩特羅大森林‧東部","2020/01/10 16:00:00","102","2030/12/17 14:59:59","bgm_M260","12027"
"28.迪茲塔爾河\n　　　　　蝕岸‧北部","bgm_M278_E28","28.迪茲塔爾河蝕岸‧北部","2020/02/14 16:00:00","102","2030/12/17 14:59:59","bgm_M278","12028"
"29.迪茲塔爾河\n　　　　　蝕岸‧南部","bgm_M278_E29","29.迪茲塔爾河蝕岸‧南部","2020/03/13 16:00:00","102","2030/12/17 14:59:59","bgm_M278","12029"
"30.弗泰拉斷崖‧北部","bgm_M293","30.弗泰拉斷崖‧北部","2020/04/14 16:00:00","102","2030/12/17 14:59:59","bgm_M293","12030"
"31.弗泰拉斷崖‧南部","bgm_M293","31.弗泰拉斷崖‧南部","2020/05/15 16:00:00","102","2030/12/17 14:59:59","bgm_M293","12031"
"32.法斯奇亞\n　　　　　　森林‧南部","bgm_M339","32.法斯奇亞森林‧南部","2020/06/15 16:00:00","102","2030/12/17 14:59:59","bgm_M339","12032"
"33.法斯奇亞\n　　　　　　森林‧東部","bgm_M339","33.法斯奇亞森林‧東部","2020/07/13 16:00:00","102","2030/12/17 14:59:59","bgm_M339","12033"
"34.迪克斯提亞\n　　　　　岩崖‧西壁","bgm_M374","34.迪克斯提亞岩崖‧西壁","2020/08/17 16:00:00","102","2030/12/17 14:59:59","bgm_M374","12034"
"35.迪克斯提亞\n　　　　　岩崖‧東壁","bgm_M374","35.迪克斯提亞岩崖‧東壁","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M374","12035"
"36.維娜\n　　　　　湖畔道‧南部","bgm_M392","36.維娜湖畔道‧南部","2020/11/13 16:00:00","102","2030/12/17 14:59:59","bgm_M392","12036"
"37.維娜\n　　　　　湖畔道‧北部","bgm_M392","37.維娜湖畔道‧北部","2020/12/14 16:00:00","102","2030/12/17 14:59:59","bgm_M392","12037"
"38.拉圖斯\n　　　　　斷崖‧南部","bgm_M411","38.拉圖斯斷崖‧南部","2021/01/15 16:00:00","102","2030/12/17 14:59:59","bgm_M411","12038"
"39.拉圖斯\n　　　　　斷崖‧北部","bgm_M411","39.拉圖斯斷崖‧北部","2021/02/09 16:00:00","102","2030/12/17 14:59:59","bgm_M411","12039"
"40.斯卡普\n　　　　　山系‧西麓","bgm_M411_E40","40.斯卡普山系‧西麓","2021/03/15 16:00:00","102","2030/12/17 14:59:59","bgm_M411","12040"
"41.斯卡普\n　　　　　山系‧東麓","bgm_M411_E40","41.斯卡普山系‧東麓","2021/04/16 16:00:00","102","2030/12/17 14:59:59","bgm_M411","12041"
"42.佩克托斯\n　　　　　冰峰‧西壁","bgm_M411_E40","42.佩克托斯冰峰‧西壁","2021/05/17 16:00:00","102","2030/12/17 14:59:59","bgm_M411","12042"
"43.佩克托斯\n　　　　　冰峰‧東壁","bgm_M411_E40","43.佩克托斯冰峰‧東壁","2021/06/16 16:00:00","102","2030/12/17 14:59:59","bgm_M411","12043"
"44.斯夸瑪\n　　　　　冰脈‧西壁","bgm_M411_E40","44.斯夸瑪冰脈‧西壁","2021/07/16 16:00:00","102","2030/12/17 14:59:59","bgm_M411","12044"
"45.斯夸瑪\n　　　　　冰脈‧東壁","bgm_M411_E40","45.斯夸瑪冰脈‧東壁","2021/08/17 16:00:00","102","2030/12/17 14:59:59","bgm_M411","12045"
"46.拉泰里\n　　　　　山脈‧崖上","bgm_M483_E46","46.拉泰里山脈‧崖上","2021/09/16 16:00:00","102","2030/12/17 14:59:59","bgm_M483","12046"
"47.拉泰里\n　　　　　山脈‧崖下","bgm_M483_E46","47.拉泰里山脈‧崖下","2021/10/15 16:00:00","102","2030/12/17 14:59:59","bgm_M483","12047"
"48.埃斯塔\n　　　　　荒野‧南部","bgm_M483_E46","48.埃斯塔荒野‧南部","2021/11/15 16:00:00","102","2030/12/17 14:59:59","bgm_M483","12048"
"49.埃斯塔\n　　　　　荒野‧北部","bgm_M483_E46","49.埃斯塔荒野‧北部","2021/12/15 16:00:00","102","2030/12/17 14:59:59","bgm_M483","12049"
"50.涅羅\n　　　　　礁岩‧西部","bgm_M483_E50","50.涅羅礁岩‧西部","2022/01/17 16:00:00","102","2030/12/17 14:59:59","bgm_M483","12050"
"51.涅羅\n　　　　　礁岩‧東部","bgm_M483_E50","51.涅羅礁岩‧東部","2022/04/15 16:00:00","102","2030/12/17 14:59:59","bgm_M483","12051"
"52.皮尼翁\n　　　　　沿岸堤‧西岸","bgm_M483_E50","52.皮尼翁沿岸堤‧西岸","2022/06/15 16:00:00","102","2030/12/17 14:59:59","bgm_M483","12052"
"53.皮尼翁\n　　　　　沿岸堤‧東岸","bgm_M483_E50","53.皮尼翁沿岸堤‧東岸","2022/08/15 16:00:00","102","2030/12/17 14:59:59","bgm_M483","12053"
"54.托塔提斯沙岸\n　　　　　西部","bgm_M483_E50","54.托塔提斯沙岸‧西部","2022/10/14 16:00:00","102","2030/12/17 14:59:59","bgm_M483","12054"
"55.托塔提斯沙岸\n　　　　　東部","bgm_M483_E50","55.托塔提斯沙岸‧東部","2022/12/15 16:00:00","102","2030/12/17 14:59:59","bgm_M483","12055"
"56.歐呂克斯沙島\n　　　　　北部","bgm_M483_E50","56.歐呂克斯沙島‧北部","2023/02/15 16:00:00","102","2030/12/17 14:59:59","bgm_M483","12056"
"57.歐呂克斯沙島\n　　　　　南部","bgm_M571","57.歐呂克斯沙島‧南部","2023/04/14 16:00:00","102","2030/12/17 14:59:59","bgm_M571","12057"
"58.克魯斯\n　　　　　密林‧東部","bgm_M599A","58.克魯斯密林‧東部","2023/06/15 16:00:00","102","2030/12/17 14:59:59","bgm_M599A","12058"
"63.阿帕雷尤\n　　　　　街道‧西側","bgm_MC001","63.阿帕雷尤街道‧西側","2023/08/15 16:00:00","103","2030/12/17 14:59:59","bgm_MC001","12063"
"64.阿帕雷尤\n　　　　　街道‧東側","bgm_MC001","64.阿帕雷尤街道‧東側","2023/10/16 16:00:00","103","2030/12/17 14:59:59","bgm_MC001","12064"
"65.芭菲之城\n　　　　　　城鎮","bgm_MC001","65.芭菲之城　城鎮","2015/12/17 15:00:00","103","2030/12/17 14:59:59","bgm_MC001","12065"
"66.拉摩利爾平原","bgm_MC001","66.拉摩利爾平原","2015/12/17 15:00:00","103","2030/12/17 14:59:59","bgm_MC001","12066"
"67.渦炎密林","bgm_MC079","67.渦炎密林","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079","12067"
"68.思索樹海","bgm_MC079","68.思索樹海","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079","12068"
"69.鬼的跟前","bgm_MC079","69.鬼的跟前","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079","12069"
"70.炎繩河","bgm_MC079","70.炎繩河","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079","12070"
"71.崩豹山巔","bgm_MC079","71.崩豹山巔","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079","12071"
"72.怒錐山岳","bgm_MC079","72.怒錐山岳","2015/12/17 15:00:00","104","2030/12/17 14:59:59","bgm_MC079","12072"
"73.久遠冰河‧南端","bgm_MC201","73.久遠冰河‧南端","2015/12/17 15:00:00","105","2030/12/17 14:59:59","bgm_MC201","12073"
"74.幽魂濕地","bgm_MC201","74.幽魂濕地","2015/12/17 15:00:00","105","2030/12/17 14:59:59","bgm_MC201","12074"
"75.巨鯨城‧近郊","bgm_MC201","75.巨鯨城‧近郊","2015/12/17 15:00:00","105","2030/12/17 14:59:59","bgm_MC201","12075"
"76.被遺忘的城鎮","bgm_MC201","76.被遺忘的城鎮","2015/12/17 15:00:00","105","2030/12/17 14:59:59","bgm_MC201","12076"
"77.面對黑曜的山丘","bgm_MC201","77.面對黑曜的山丘","2015/12/17 15:00:00","105","2030/12/17 14:59:59","bgm_MC201","12077"
"18.法艾頓\n　　　　　草原‧北部","bgm_M179","18.法艾頓草原‧北部","2020/01/02 16:00:00","102","2030/12/17 14:59:00","bgm_M179","13018"
"19.法艾頓\n　　　　　草原‧南部","bgm_M179","19.法艾頓草原‧南部","2020/02/04 16:00:00","102","2030/12/17 14:59:59","bgm_M179","13019"
"20.卡斯塔利亞\n　　　　　樹林‧西部","bgm_M180","20.卡斯塔利亞樹林‧西部","2020/05/05 16:00:00","102","2030/12/17 14:59:59","bgm_M180","13020"
"21.卡斯塔利亞\n　　　　　樹林‧東部","bgm_M180","21.卡斯塔利亞樹林‧東部","2020/07/02 16:00:00","102","2030/12/17 14:59:59","bgm_M180","13021"
"22.馬提爾德\n　　　　　岩峰‧南部","bgm_M232","22.馬提爾德岩峰‧南部","2020/09/04 16:00:00","102","2030/12/17 14:59:59","bgm_M232","13022"
"23.馬提爾德\n　　　　　岩峰‧北部","bgm_M232","23.馬提爾德岩峰‧北部","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M232","13023"
"24.雷蒂烏斯\n　　　　　群峰‧西麓","bgm_M233","24.雷蒂烏斯群峰‧西麓","2021/02/09 16:00:00","102","2030/12/17 14:59:59","bgm_M233","13024"
"25.雷蒂烏斯\n　　　　　群峰‧東麓","bgm_M233","25.雷蒂烏斯群峰‧東麓","2021/05/11 16:00:00","102","2030/12/17 14:59:59","bgm_M233","13025"
"26.佩特羅大森林‧西部","bgm_M260","26.佩特羅大森林‧西部","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M260","13026"
"27.佩特羅大森林‧東部","bgm_M260","27.佩特羅大森林‧東部","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M260","13027"
"28.迪茲塔爾河\n　　　　　蝕岸‧北部","bgm_M278_E28","28.迪茲塔爾河蝕岸‧北部","2015/12/17 15:00:00","102","2030/12/17 14:59:59","bgm_M278","13028"
