cbff4b449a35a0cd7ff23497557d11206a26c9414336e0377533ae9cb05407ab,2d9fdc0d002ff8bc42ad294d6b39bf7fec7a56c96073c305138dce2f2a0f8bd6,997d7b8d875f5b323047f2496a3cf9f800e1c6479e93930eab0e936efd1fe91d,301b7c0f0df47e1e0da51249f247c505bb0983a0df556b7a2c201309dfcc7b5e,ea8c1bbb77387e0e62d61fe2936f19cc100d8bb28e49c36eb51c058059fa662e,8643209b94ae856064886883545052ed000780630f9b87d371f49e6fad3166f2,37a6b3a4a514717e72f248d31c79df65da492b374f7c155845c6a5fd45f0f86f,a92e47cdb2e91e22ce9c943dfb5e263f3a0be09b6ae10499033a9a6c92b60b0e,bfe688008c141f00a86c291335eb5de62fac868e963a3ea28116c42cbe30960d,bbcc0dd2194b8c82b7db91bcba1f9ccdd0a8a17cdf6dfb67b0a13d0b775a08f7,a607b440e7f1fbb3f89c5a50150733e704bb123bd1d98e7fdb04fa61d28e576f
"","","1","1","0","-103","-216","1055","2","2",""
"","","2","1","","","0","1056","93","",""
"","0","1","1","","1","top_luis_notice","1057","3","",""
"","","1","1","","","0","1058","93","",""
"","0.2","1","1","","1","top_luis_walk_jog","1059","3","",""
"","","1","1","0","-130","-100","1060","2","0.5",""
"","","0.5","1","","","0","1061","93","",""
"","","1","1","","","1","1062","4","",""
"","0.2","1","1","1","0","top_luis_sit_in","1063","3","top_luis_sit_idle","0"
"","","0.1","1","","","0","1064","93","",""
"","","1","1","0","-140","-57","1065","2","0.4",""
"","","1","1","","","0","1066","93","",""
"","0.2","1","1","","0","top_luis_experiment_success_in","1067","3","",""
"","","2.3","1","","","0","1068","93","",""
"","0.1","1","1","","0","top_luis_experiment_success_mix","1069","3","",""
"","","2.7","1","","","0","1070","93","",""
"","","14","1","","","1","1071","32","",""
"","0.1","1","1","","0","top_luis_experiment_success_burst","1072","3","",""
"","","2.7","1","","","0","1073","93","",""
"","0.1","1","1","","0","top_luis_experiment_success_out","1074","3","",""
"","","1.1","1","","","0","1075","93","",""
"","0.2","1","1","1","0","top_luis_sit_out","1076","3","idle_normal","0"
"","","1","1","0","-130","-100","1077","2","0.3",""
"","","1","1","","","0","1078","93","",""
"","0.2","1","1","","0","walk_normal","1079","3","",""
"","","1","1","0","-103","-216","1080","2","1",""
"","","1","1","","","0","1081","93","",""
"","0.1","1","1","","0","idle_normal","1082","3","",""
"","","0.8","1","","","0","1083","93","",""
"","","14","1","","","0","1084","32","",""
"","","1005","1","","0","","1085","101","0",""
"top_iroha_read","1.43","2","2","-130","100","2","2001","5","400","1"
"butterfly","1.4","11","2","130","101","11","2002","5","980","1"
"","0","11","2","1","400","11","2003","31","-130",""
"","","0","2","","","0","2004","91","",""
"","0.2","2","2","","1","top_iroha_read","2005","3","",""
"","","9","2","","","0","2006","93","",""
"","","11","2","","","1","2007","4","",""
"","","11","2","0","130","-980","2008","2","7",""
"","","2.5","2","","","0","2009","93","",""
"","0.2","2","2","","0","top_iroha_read_notice","2010","3","",""
"","","0.6","2","","","0","2011","93","",""
"","0","2","2","1","0","top_iroha_notice_to_run","2012","3","top_iroha_run","0"
"","","0.4","2","","","0","2013","93","",""
"","","11","2","","","1","2014","32","",""
"","","11","2","","","smokeR","2015","37","",""
"","","11","2","0","-130","-980","2016","33","4.2",""
"","","2","2","0","-130","-980","2017","2","4.2",""
"","","4.2","2","","","0","2018","93","",""
"","","11","2","","","0","2019","32","",""
"","","1","2","","","0","2020","93","",""
"","","11","2","","","0","2021","4","",""
"","","11","2","0","130","980","2022","2","7",""
"","","1.5","2","","","0","2023","93","",""
"","","11","2","","","1","2024","32","",""
"","","11","2","","","smokeL","2025","37","",""
"","","11","2","0","-130","980","2026","33","5.964",""
"","0","2","2","","1","top_iroha_run_joy","2027","3","",""
"","","2","2","","","0","2028","4","",""
"","","2","2","0","-130","980","2029","2","5.964",""
"","","5.964","2","","","0","2030","93","",""
"","","11","2","","","0","2031","32","",""
"","","2","2","","","0","2032","93","",""
"","0","2","2","","1","top_iroha_walk","2033","3","",""
"","","2","2","","","1","2034","4","",""
"","","2","2","0","-130","400","2035","2","3",""
"","","11","2","0","-130","400","2036","33","3",""
"","","3","2","","","0","2037","93","",""
"","0.2","2","2","1","0","top_iroha_walk_out","2038","3","idle_normal","0"
"","","0.4","2","","","0","2039","93","",""
"","0.2","2","2","","0","top_iroha_sit_in","2040","3","","0.2"
"","","4","2","","","0","2041","93","",""
"","","2005","2","","","","2042","101","",""
"top_sono_readPaper","1.38","3","3","-130","100","3","3001","5","350","1"
"","1","10","3","1","475","10","3002","31","-18",""
"","","0","3","","","0","3003","91","",""
"","0.2","3","3","","1","top_sono_readPaper","3004","3","",""
"","","13.6","3","","","0","3005","93","",""
"","0.2","3","3","1","0","top_sono_sit_out","3006","3","top_sono_stretch","0"
"","","3.5","3","","","0","3007","93","",""
"","0.2","3","3","","1","top_sono_drink","3008","3","",""
"","","10.5","3","","","","3009","93","",""
"","0.2","3","3","","0","top_sono_sit_in","3010","3","",""
"","","2.6","3","","","0","3011","93","",""
"","","3004","3","","","","3012","101","",""
"top_iroha_read","1.43","2","4","-130","101","2","4001","5","400","1"
"top_luis_thinking","1.4","1","4","-103","100","1","4002","5","-216","1"
"butterfly","1.4","11","4","130","102","11","4003","5","980","1"
"","0","11","4","1","400","11","4004","31","-130",""
"","","0","4","","","0","4005","91","",""
"","0.2","1","4","","1","top_luis_thinking","4006","3","",""
"","0.2","2","4","","1","top_iroha_read","4007","3","",""
"","","9","4","","","0","4008","93","",""
"","","11","4","","","1","4009","4","",""
"","","11","4","0","130","-980","4010","2","7",""
"","","2.5","4","","","0","4011","93","",""
"","0.2","2","4","","0","top_iroha_read_notice","4012","3","",""
"","","0.6","4","","","0","4013","93","",""
"","0","2","4","1","0","top_iroha_notice_to_run","4014","3","top_iroha_run","0"
"","","0.4","4","","","0","4015","93","",""
"","","11","4","","","1","4016","32","",""
"","","11","4","","","smokeR","4017","37","",""
"","","11","4","0","-130","-980","4018","33","4.2",""
"","","2","4","0","-130","-980","4019","2","4.2",""
"","","1.9","4","","","0","4020","93","",""
"","0.2","1","4","1","0","top_luis_surprise_in","4021","3","top_luis_surprise_idle","0"
"","","2.3","4","","","0","4022","93","",""
"","","11","4","","","0","4023","32","",""
"","","1","4","","","0","4024","93","",""
"","","11","4","","","0","4025","4","",""
"","","11","4","0","130","980","4026","2","7",""
"","","1.5","4","","","0","4027","93","",""
"","","11","4","","","1","4028","32","",""
"","","11","4","","","smokeL","4029","37","",""
"","","11","4","0","-130","980","4030","33","5.964",""
"","0","2","4","","1","top_iroha_run_joy","4031","3","",""
"","","2","4","","","0","4032","4","",""
"","","2","4","0","-130","980","4033","2","5.964",""
"","","2.2","4","","","0","4034","93","",""
"","0","1","4","","1","top_luis_surprise_look","4035","3","",""
"","","3.764","4","","","0","4036","93","",""
"","0.2","1","4","","1","top_luis_thinking","4037","3","",""
"","","11","4","","","0","4038","32","",""
"","","2","4","","","0","4039","93","",""
"","0","2","4","","1","top_iroha_walk","4040","3","",""
"","","2","4","","","1","4041","4","",""
"","","2","4","0","-130","400","4042","2","3",""
"","","11","4","0","-130","400","4043","33","3",""
"","","3","4","","","0","4044","93","",""
"","0.2","2","4","1","0","top_iroha_walk_out","4045","3","idle_normal","0"
"","","0.4","4","","","0","4046","93","",""
"","0.2","2","4","","0","top_iroha_sit_in","4047","3","","0.2"
"","","4","4","","","0","4048","93","",""
"","","4007","4","","","","4049","101","",""
"top_sono_readPaper","1.4","3","5","-130","100","3","5001","5","350","1"
"top_iroha_read_loop","1.4","2","5","-130","110","2","5002","5","452","1"
"","","0","5","","","0","5003","91","",""
"","0.2","2","5","","1","top_iroha_read_loop","5004","3","",""
"","0.2","3","5","","1","top_sono_readPaper","5005","3","",""
"","","13.6","5","","","0","5006","93","",""
"","0.2","3","5","1","0","top_sono_sit_out","5007","3","top_sono_stretch","0"
"","","3","5","0","-130","287","5008","2","0.3",""
"","","3.5","5","","","0","5009","93","",""
"","0.2","3","5","","1","top_sono_drink","5010","3","",""
"","","2.6","5","","","0","5011","93","",""
"","0.4","2","5","","0","top_iroha_read_look","5012","3","",""
"","","7.9","5","","","0","5013","93","",""
"","0.2","3","5","","0","top_sono_sit_in","5014","3","",""
"","","0.1","5","","","0","5015","93","",""
"","0.2","2","5","","1","top_iroha_read_loop","5016","3","",""
"","","3","5","0","-130","350","5017","2","0.3",""
"","","2.5","5","","","0","5018","93","",""
"","","5005","5","","","","5019","101","",""
"idle_normal","1.4","1","6","-103","100","1","6001","5","-216","1"
"top_sono_readPaper_loop","1.38","3","6","-130","101","3","6002","5","350","1"
"","1","10","6","1","475","10","6003","31","-18",""
"","0","13","6","1","56","13","6004","31","-140",""
"","0","14","6","1","56","14","6005","31","-140",""
"","","0","6","","","0","6006","91","",""
"","0.2","3","6","","1","top_sono_readPaper_loop","6007","3","",""
"","0.2","1","6","1","0","top_luis_arm_crossed_in","6008","3","top_luis_arm_crossed_idle","0"
"","","4","6","","","0","6009","93","",""
"","0.2","1","6","1","0","top_luis_approach_in","6010","3","top_luis_approach_idle","0"
"","","3.5","6","","","0","6011","93","",""
"","0.2","1","6","","1","top_luis_thinking","6012","3","",""
"","","3.5","6","","","0","6013","93","",""
"","0.2","1","6","","1","top_luis_walk_think","6014","3","",""
"","","1","6","0","-103","-495","6015","2","2",""
"","","2","6","","","0","6016","93","",""
"","","1","6","","","0","6017","4","",""
"","","1","6","0","-103","-216","6018","2","2",""
"","","2","6","","","0","6019","93","",""
"","0","1","6","","1","top_luis_notice","6020","3","",""
"","","1","6","","","0","6021","93","",""
"","0.2","1","6","","1","top_luis_walk_jog","6022","3","",""
"","","1","6","0","-130","-100","6023","2","0.5",""
"","","0.5","6","","","0","6024","93","",""
"","","1","6","","","1","6025","4","",""
"","0.2","1","6","1","0","top_luis_sit_in","6026","3","top_luis_sit_idle","0"
"","","0.1","6","","","0","6027","93","",""
"","","1","6","0","-140","-57","6028","2","0.4",""
"","","0.4","6","","","0","6029","93","",""
"","","1","6","0","-140","-16","6030","2","0",""
"","","1","6","","","0","6031","4","",""
"","","0.6","6","","","0","6032","93","",""
"","0.2","1","6","","0","top_luis_experiment_failer_in","6033","3","",""
"","","2.3","6","","","0","6034","93","",""
"","0.1","1","6","","0","top_luis_experiment_failer_mix","6035","3","",""
"","","2.7","6","","","0","6036","93","",""
"","0.2","3","6","1","0","top_sono_notice_in_surprise","6037","3","top_sono_notice_loop_surprise","0"
"","","13","6","","","1","6038","32","",""
"","0.1","1","6","","0","top_luis_experiment_failer_burst","6039","3","",""
"","","2.7","6","","","0","6040","93","",""
"","0.2","3","6","","1","top_sono_readPaper_loop","6041","3","",""
"","0.1","1","6","","0","top_luis_experiment_failer_out","6042","3","",""
"","","1.1","6","","","0","6043","93","",""
"","0.2","1","6","1","0","top_luis_sit_out","6044","3","idle_normal","0"
"","","1","6","","","1","6045","4","",""
"","","1","6","0","-140","-57","6046","2","0",""
"","","1","6","0","-130","-100","6047","2","0.3",""
"","","1","6","","","0","6048","93","",""
"","0.2","1","6","","0","walk_normal","6049","3","",""
"","","1","6","0","-103","-216","6050","2","1",""
"","","1","6","","","0","6051","93","",""
"","0.1","1","6","","0","idle_normal","6052","3","",""
"","","0.8","6","","","0","6053","93","",""
"","","13","6","","","0","6054","32","",""
"","0.2","1","6","1","0","top_luis_arm_crossed_in","6055","3","top_luis_arm_crossed_idle","0"
"","","4","6","","","0","6056","93","",""
"","0.2","1","6","1","0","top_luis_approach_in","6057","3","top_luis_approach_idle","0"
"","","3.5","6","","","0","6058","93","",""
"","0.2","1","6","","1","top_luis_thinking","6059","3","",""
"","","3.5","6","","","0","6060","93","",""
"","0.2","1","6","","1","top_luis_walk_think","6061","3","",""
"","","1","6","0","-103","-495","6062","2","2",""
"","","2","6","","","0","6063","93","",""
"","","1","6","","","0","6064","4","",""
"","","1","6","0","-103","-216","6065","2","2",""
"","","2","6","","","0","6066","93","",""
"","0","1","6","","1","top_luis_notice","6067","3","",""
"","","1","6","","","0","6068","93","",""
"","0.2","1","6","","1","top_luis_walk_jog","6069","3","",""
"","","1","6","0","-130","-100","6070","2","0.5",""
"","","0.5","6","","","0","6071","93","",""
"","","1","6","","","1","6072","4","",""
"","0.2","1","6","1","0","top_luis_sit_in","6073","3","top_luis_sit_idle","0"
"","","0.1","6","","","0","6074","93","",""
"","","1","6","0","-140","-57","6075","2","0.4",""
"","","0.4","6","","","0","6076","93","",""
"","","1","6","0","-140","-16","6077","2","0",""
"","","1","6","","","0","6078","4","",""
"","","0.6","6","","","0","6079","93","",""
"","0.2","1","6","","0","top_luis_experiment_success_in","6080","3","",""
"","","2.3","6","","","0","6081","93","",""
"","0.1","1","6","","0","top_luis_experiment_success_mix","6082","3","",""
"","","2.7","6","","","0","6083","93","",""
"","0.2","3","6","1","0","top_sono_notice_in_dere","6084","3","top_sono_notice_loop_dere","0"
"","","14","6","","","1","6085","32","",""
"","0.1","1","6","","0","top_luis_experiment_success_burst","6086","3","",""
"","","2.7","6","","","0","6087","93","",""
"","0.2","3","6","","1","top_sono_readPaper_loop","6088","3","",""
"","0.1","1","6","","0","top_luis_experiment_success_out","6089","3","",""
"","","1.1","6","","","0","6090","93","",""
"","0.2","1","6","1","0","top_luis_sit_out","6091","3","idle_normal","0"
"","","1","6","","","1","6092","4","",""
"","","1","6","0","-140","-57","6093","2","0",""
"","","1","6","0","-130","-100","6094","2","0.3",""
"","","1","6","","","0","6095","93","",""
"","0.2","1","6","","0","walk_normal","6096","3","",""
"","","1","6","0","-103","-216","6097","2","1",""
"","","1","6","","","0","6098","93","",""
"","0.1","1","6","","0","idle_normal","6099","3","",""
"","","0.8","6","","","0","6100","93","",""
"","","14","6","","","0","6101","32","",""
"","","6008","6","","0","","6102","101","0",""
"idle_normal","1.4","1","7","-103","100","1","7001","5","-216","1"
"top_iroha_read_loop","1.43","2","7","-130","110","2","7002","5","452","1"
"top_sono_readPaper_loop","1.38","3","7","-130","101","3","7003","5","350","1"
"butterfly","1.4","11","7","130","111","11","7004","5","980","1"
"","0","11","7","1","452","11","7005","31","-130",""
"","0","14","7","1","56","14","7006","31","-140",""
"","","0","7","","","0","7007","91","",""
"","0.2","2","7","","1","top_iroha_read_loop","7008","3","",""
"","0.2","3","7","","1","top_sono_readPaper_loop","7009","3","",""
"","0.2","1","7","1","0","top_luis_arm_crossed_in","7010","3","top_luis_arm_crossed_idle","0"
"","","4","7","","","0","7011","93","",""
"","0.2","1","7","1","0","top_luis_approach_in","7012","3","top_luis_approach_idle","0"
"","","3.5","7","","","0","7013","93","",""
"","0.2","1","7","","1","top_luis_thinking","7014","3","",""
"","","3.5","7","","","0","7015","93","",""
"","0.2","1","7","","1","top_luis_walk_think","7016","3","",""
"","","1","7","0","-103","-495","7017","2","2",""
"","","2","7","","","0","7018","93","",""
"","","1","7","","","0","7019","4","",""
"","","1","7","0","-103","-216","7020","2","2",""
"","","2","7","","","0","7021","93","",""
"","0","1","7","","1","top_luis_notice","7022","3","",""
"","","1","7","","","0","7023","93","",""
"","0.2","1","7","","1","top_luis_walk_jog","7024","3","",""
"","","1","7","0","-130","-100","7025","2","0.5",""
"","","0.5","7","","","0","7026","93","",""
"","","1","7","","","1","7027","4","",""
"","0.2","1","7","1","0","top_luis_sit_in","7028","3","top_luis_sit_idle","0"
"","","0.1","7","","","0","7029","93","",""
"","","1","7","0","-140","-57","7030","2","0.4",""
"","","0.4","7","","","0","7031","93","",""
"","","1","7","0","-140","-16","7032","2","0",""
"","","1","7","","","0","7033","4","",""
"","","0.6","7","","","0","7034","93","",""
"","0.2","1","7","","0","top_luis_experiment_success_in","7035","3","",""
"","","2.3","7","","","0","7036","93","",""
"","0.1","1","7","","0","top_luis_experiment_success_mix","7037","3","",""
"","","2.7","7","","","0","7038","93","",""
"","0.2","3","7","1","0","top_sono_notice_in_dere","7039","3","top_sono_notice_loop_dere","0"
"","0.2","2","7","","1","top_iroha_read_look_light","7040","3","",""
"","","14","7","","","1","7041","32","",""
"","0.1","1","7","","0","top_luis_experiment_success_burst","7042","3","",""
"","","2.7","7","","","0","7043","93","",""
"","0.2","3","7","","1","top_sono_readPaper_loop","7044","3","",""
"","0.2","2","7","","1","top_iroha_read","7045","3","",""
"","0.1","1","7","","0","top_luis_experiment_success_out","7046","3","",""
"","","1.1","7","","","0","7047","93","",""
"","0.2","1","7","1","0","top_luis_sit_out","7048","3","idle_normal","0"
"","","1","7","","","1","7049","4","",""
"","","1","7","0","-140","-57","7050","2","0",""
"","","1","7","0","-130","-100","7051","2","0.3",""
"","","1","7","","","0","7052","93","",""
"","0.2","1","7","","0","walk_normal","7053","3","",""
"","","1","7","0","-103","-216","7054","2","1",""
"","","1","7","","","0","7055","93","",""
"","0.1","1","7","","0","idle_normal","7056","3","",""
"","","0.8","7","","","0","7057","93","",""
"","","14","7","","","0","7058","32","",""
"","0.2","1","7","","1","top_luis_thinking","7059","3","",""
"","","5.1","7","","","0","7060","93","",""
"","","11","7","","","1","7061","4","",""
"","","11","7","0","130","-980","7062","2","7",""
"","","2.5","7","","","0","7063","93","",""
"","0.2","2","7","","0","top_iroha_read_notice","7064","3","",""
"","","0.6","7","","","0","7065","93","",""
"","0","2","7","1","0","top_iroha_notice_to_run","7066","3","top_iroha_run","0"
"","","0.4","7","","","0","7067","93","",""
"","","11","7","","","1","7068","32","",""
"","","11","7","","","smokeR","7069","37","",""
"","","11","7","0","-130","-980","7070","33","4.2",""
"","","2","7","0","-130","-980","7071","2","4.2",""
"","","0.2","7","","","0","7072","93","",""
"","0.2","3","7","1","0","top_sono_notice_in_surprise","7073","3","top_sono_notice_loop_surprise","0"
"","","1.7","7","","","0","7074","93","",""
"","0.2","1","7","1","0","top_luis_surprise_in","7075","3","top_luis_surprise_idle","0"
"","","2.5","7","","","0","7076","93","",""
"","","11","7","","","0","7077","32","",""
"","","1","7","","","0","7078","93","",""
"","","11","7","","","0","7079","4","",""
"","","11","7","0","130","980","7080","2","7",""
"","","1.5","7","","","0","7081","93","",""
"","","11","7","","","1","7082","32","",""
"","","11","7","","","smokeL","7083","37","",""
"","","11","7","0","-130","980","7084","33","5.964",""
"","0","2","7","","1","top_iroha_run_joy","7085","3","",""
"","","2","7","","","0","7086","4","",""
"","","2","7","0","-130","980","7087","2","5.964",""
"","","2.2","7","","","0","7088","93","",""
"","0","1","7","","1","top_luis_surprise_look","7089","3","",""
"","","1.8","7","","","0","7090","93","",""
"","0","3","7","","1","top_sono_notice_loop_look","7091","3","",""
"","","1.964","7","","","0","7092","93","",""
"","","11","7","","","0","7093","32","",""
"","","0.5","7","","","0","7094","93","",""
"","0.2","1","7","","1","top_luis_thinking","7095","3","",""
"","","1.5","7","","","0","7096","93","",""
"","0","2","7","","1","top_iroha_walk","7097","3","",""
"","","2","7","","","1","7098","4","",""
"","","2","7","0","-130","1032","7099","2","0",""
"","","11","7","0","-130","1032","7100","33","0",""
"","","2","7","0","-130","452","7101","2","3",""
"","","11","7","0","-130","452","7102","33","3",""
"","","3","7","","","0","7103","93","",""
"","0.2","2","7","1","0","top_iroha_walk_out","7104","3","idle_normal","0"
"","","0.4","7","","","0","7105","93","",""
"","0.2","2","7","1","0","top_iroha_sit_in","7106","3","top_iroha_read_loop","0.2"
"","0.2","3","7","","1","top_sono_readPaper","7107","3","",""
"","","4","7","","","0","7108","93","",""
"","","9.6","7","","","0","7109","93","",""
"","0.2","3","7","1","0","top_sono_sit_out","7110","3","top_sono_stretch","0"
"","","3","7","0","-130","287","7111","2","0.3",""
"","","3.5","7","","","0","7112","93","",""
"","0.2","3","7","","1","top_sono_drink","7113","3","",""
"","","2.6","7","","","0","7114","93","",""
"","0.4","2","7","","0","top_iroha_read_look","7115","3","",""
"","","3.5","7","","","0","7116","93","",""
"","0.2","1","7","","1","top_luis_thinking_look","7117","3","",""
"","","2.9","7","","","0","7118","93","",""
"","0.2","1","7","","1","top_luis_thinking","7119","3","",""
"","","1.5","7","","","0","7120","93","",""
"","0.2","3","7","","0","top_sono_sit_in","7121","3","",""
"","","0.1","7","","","0","7122","93","",""
"","0.2","2","7","","1","top_iroha_read_loop","7123","3","",""
"","","3","7","0","-130","350","7124","2","0.3",""
"","","2.5","7","","","0","7125","93","",""
"","0.2","3","7","","1","top_sono_readPaper_loop","7126","3","",""
"","","1","7","","","0","7127","93","",""
"","","7012","7","","","","7128","101","",""
"sit_readPaper","1.4","3","11","-130","100","3","11001","5","350","1"
"empty","1.5","1","11","-150","102","1","11002","5","950","0"
"","1","10","11","1","475","10","11003","31","-18",""
"","0","11","11","1","350","11","11004","31","-130",""
"","","0","11","","","0","11005","91","",""
"","","0.5","11","","","1","11006","93","",""
"","","vo_alces","11","","0","vo_alces_1100","11007","21","0",""
"0.5","10","3","11","0","10","…………\n…………","11008","11","1","0"
"","","0","11","","0","","11009","91","0",""
"","0.2","3","11","1","0","sit_readPaperTurn","11010","3","sit_readPaper","0"
"","","1","11","","","1","11011","93","",""
"","","1","11","","","0","11012","93","",""
"","0.2","3","11","","1","sit_readPaper_surprise","11013","3","",""
"","","vo_alces","11","","0","vo_alces_1101","11014","21","0",""
"0.5","10","3","11","0","10","…………\n…………","11015","11","1","0"
"","","0","11","","0","","11016","91","0",""
"","","1","11","","","0","11017","93","",""
"","","se_alces","11","","","se_alces_emotion_exQuestion","11018","23","",""
"","10","3","11","0","0.2","3","11019","12","0","0"
"","0.1","3","11","1","0","sit_readPaper_notice_in","11020","3","sit_readPaper_notice_loop","0"
"","","1.2","11","","","0","11021","93","",""
"","0.2","3","11","1","0","sit_readPaper_kira_in","11022","3","sit_readPaper_kira_talk","0"
"","","vo_alces","11","","0","vo_alces_1102","11023","21","0",""
"3.2","0","3","11","0","10","……！！\n番茄一包三顆只要150盧幣！？\n太神了吧！？","11024","11","1","0"
"","","0","11","","","","11025","91","",""
"","","0","11","","","0.5","11026","22","",""
"","0.2","3","11","","1","sit_out_readPaper_light","11027","3","",""
"","","0.5","11","","","0","11028","93","",""
"","0.2","3","11","","1","sono_walletPick_in","11029","3","",""
"","","1.8","11","","","0","11030","93","",""
"","0.2","3","11","1","0","sono_walk_quick_R_in","11031","3","sono_walk_quick_R","0"
"","","11","11","","","1","11032","32","",""
"","","3","11","0","-130","1500","11033","2","3.3",""
"","","11","11","0","-130","1500","11034","33","3.3",""
"","","1","11","","","0","11035","93","",""
"","0.2","1","11","1","0","luis_walk_furimuki_in","11036","3","luis_walk_furimuki","0"
"","","1","11","0","-150","350","11037","2","4",""
"","","4","11","","","0","11038","93","",""
"","0.2","1","11","1","0","luis_walk_to_idle","11039","3","luis_sad_idle","0"
"","","se_alces","11","","","se_alces_emotion_question","11040","23","",""
"","0","1","11","0","1.3","5","11041","12","0","0"
"","","2.1","11","","","0","11042","93","",""
"","0.2","1","11","","1","idle_normal","11043","3","",""
"","","0","11","","","0","11044","22","",""
"","","3","11","","","0","11045","93","",""
"","","11045","11","","0","","11046","101","0",""
"luis_run_dash_pain","1.45","1","12","-190","101","1","12001","5","400","0"
"empty","1.45","10","12","-190","102","1001","12002","5","-85","0"
"","","11","12","1","400","11","12003","31","-190",""
"","","1","12","","","130","12004","13","",""
"empty","1.45","1","12","-190","102","105111","12005","1","1050","1"
"empty","1.45","10","12","-190","103","1002","12006","5","1050","1"
"","0","12","12","1","-85","12","12007","31","-190",""
"","","0","12","","","0","12008","91","",""
"","","1","12","0","-190","-85","12009","2","1.3",""
"","","11","12","0","-190","-85","12010","33","1.3",""
"","","11","12","","","1","12011","32","",""
"","","11","12","","","sweatR_run","12012","37","",""
"","","1.3","12","","","0","12013","93","",""
"","0.2","1","12","1","0","luis_run_turn","12014","3","anger_talk_Ex0001","0"
"","","vo_alces","12","","0","vo_alces_1200","12015","21","0",""
"1","0","1","12","0","10","等等，為什麼\n那個人在追我啊！？","12016","11","1","0"
"","","0","12","","0","","12017","91","0",""
"","0.2","1","12","","1","sad_talk_normalR","12018","3","",""
