434fd11287a7ba53b8aa56ea01ba0de0633fa31bc09954507b020945ee396545,7a4c8ae04906d4e5d64c9e120f683b09c7d296ea5a1e3d879511f625814e0233,13021cb01dea359a85e0a0c3cb491b06a5848be58714918e5c41d733ebb51027,594a606fe2a26ab64a7b997169f0a51c33cebdecb300a11ac4cddbb895a7b2ca,c97b5ecb257e020e0602bf40c2d113289bbc1f2ab8ecf186f1cf0ec6e06fe7db,79c433f5d7cf871d65f133ffbe4e827b0c748100ba752e6b4a928b4bd0433df8,c0356ef28bb3bee43f37170ac43a374385153be46379024b312c047e2a794a3f,0581fbf930a3b864c3cba8ff9de10ee63dafea66190246f331ec543209c7951b,226d60c657ca30fd1ae97e40ad71f9aaf3e50e367318c8ca83ebb8bbd1347347,029c6a6b7e497976780c6be2b42b741cc99a5ef5391a8464833986acdaf20257,4553867f85a0e1e7106cd6ed1e0c51989062d2663723f2eeebf391f61d7ffee4,dd22b5bff4e1abf72307daf8e8e8f89918c651ee6008dbd66578d27b521807a2,e336ae4cda332a23850f8d5145ae9450258fc47bd18b7a602abaef731482424b,95017da537f19fd4284d1edfd2f6a6ae88bd023990fee7260232c577c1e3174b,66a469be2f83090dc8535f9a579a6d351c56d629697df540403760e825fe1fdd,b84ac9fbd82456c1ec29f4d0b33195bdd1e699f5bfcee82976e6c28dc03e6158,d47322d96c0c918aa1d21de606efb309366d7a756f815db8ab774e5f038ce02b,c79bf7b41bebcb4e824c4d82354c16f8380e8c3410c7a3dcee4589b957a77b5d,136747459fffe05a54aaf3e2134f7fe47e43f1036fd6c8e1a2966e68ff727bba,8a2410156e554daf37db4522f6d4489c0048d766b24fa2786ffa51d4f2d48689,3f7ca0907bd798aaf27f6512ff666c4d290fbce7adc0376c5b44e9076e612557
"30","29","-1","10","0","2","5000","0","0","0","91002","0","1003","90006","31042","1","0","2","0","5000","8"
"5","30","1","1","0","2","500","0","0","0","91002","0","1004","90006","31018","1","0","2","0","500","8"
"8","31","2","2","0","2","1000","0","0","0","91002","0","1004","90006","31018","1","0","2","0","1000","8"
"10","32","3","3","0","2","1500","0","0","0","91002","0","1004","90006","31018","1","0","2","0","1500","8"
"12","33","4","4","0","2","2000","0","0","0","91002","0","1004","90006","31018","1","0","2","0","2000","8"
"14","34","5","5","0","2","2500","0","0","0","91002","0","1004","90006","31018","1","0","2","0","2500","8"
"16","35","6","6","0","2","3000","0","0","0","91002","0","1004","90006","31018","1","0","2","0","3000","8"
"18","36","7","7","0","2","3500","0","0","0","91002","0","1004","90006","31018","1","0","2","0","3500","8"
"20","37","8","8","0","2","4000","0","0","0","91002","0","1004","90006","31018","1","0","2","0","4000","8"
"25","38","9","9","0","2","4500","0","0","0","91002","0","1004","90006","31018","1","0","2","0","4500","8"
"30","39","-1","10","0","2","5000","0","0","0","91002","0","1004","90006","31018","1","0","2","0","5000","8"
"5","40","1","1","0","2","500","0","0","0","91002","0","1005","90006","31025","1","0","2","0","500","8"
"8","41","2","2","0","2","1000","0","0","0","91002","0","1005","90006","31025","1","0","2","0","1000","8"
"10","42","3","3","0","2","1500","0","0","0","91002","0","1005","90006","31025","1","0","2","0","1500","8"
"12","43","4","4","0","2","2000","0","0","0","91002","0","1005","90006","31025","1","0","2","0","2000","8"
"14","44","5","5","0","2","2500","0","0","0","91002","0","1005","90006","31025","1","0","2","0","2500","8"
"16","45","6","6","0","2","3000","0","0","0","91002","0","1005","90006","31025","1","0","2","0","3000","8"
"18","46","7","7","0","2","3500","0","0","0","91002","0","1005","90006","31025","1","0","2","0","3500","8"
"20","47","8","8","0","2","4000","0","0","0","91002","0","1005","90006","31025","1","0","2","0","4000","8"
"25","48","9","9","0","2","4500","0","0","0","91002","0","1005","90006","31025","1","0","2","0","4500","8"
"30","49","-1","10","0","2","5000","0","0","0","91002","0","1005","90006","31025","1","0","2","0","5000","8"
"5","50","1","1","0","2","500","0","0","0","91002","0","1006","90006","31043","1","0","2","0","500","8"
"8","51","2","2","0","2","1000","0","0","0","91002","0","1006","90006","31043","1","0","2","0","1000","8"
"10","52","3","3","0","2","1500","0","0","0","91002","0","1006","90006","31043","1","0","2","0","1500","8"
"12","53","4","4","0","2","2000","0","0","0","91002","0","1006","90006","31043","1","0","2","0","2000","8"
"14","54","5","5","0","2","2500","0","0","0","91002","0","1006","90006","31043","1","0","2","0","2500","8"
"16","55","6","6","0","2","3000","0","0","0","91002","0","1006","90006","31043","1","0","2","0","3000","8"
"18","56","7","7","0","2","3500","0","0","0","91002","0","1006","90006","31043","1","0","2","0","3500","8"
"20","57","8","8","0","2","4000","0","0","0","91002","0","1006","90006","31043","1","0","2","0","4000","8"
"25","58","9","9","0","2","4500","0","0","0","91002","0","1006","90006","31043","1","0","2","0","4500","8"
"30","59","-1","10","0","2","5000","0","0","0","91002","0","1006","90006","31043","1","0","2","0","5000","8"
"5","60","1","1","0","2","500","0","0","0","91002","0","1007","90006","31022","1","0","2","0","500","8"
"8","61","2","2","0","2","1000","0","0","0","91002","0","1007","90006","31022","1","0","2","0","1000","8"
"10","62","3","3","0","2","1500","0","0","0","91002","0","1007","90006","31022","1","0","2","0","1500","8"
"12","63","4","4","0","2","2000","0","0","0","91002","0","1007","90006","31022","1","0","2","0","2000","8"
"14","64","5","5","0","2","2500","0","0","0","91002","0","1007","90006","31022","1","0","2","0","2500","8"
"16","65","6","6","0","2","3000","0","0","0","91002","0","1007","90006","31022","1","0","2","0","3000","8"
"18","66","7","7","0","2","3500","0","0","0","91002","0","1007","90006","31022","1","0","2","0","3500","8"
"20","67","8","8","0","2","4000","0","0","0","91002","0","1007","90006","31022","1","0","2","0","4000","8"
"25","68","9","9","0","2","4500","0","0","0","91002","0","1007","90006","31022","1","0","2","0","4500","8"
"30","69","-1","10","0","2","5000","0","0","0","91002","0","1007","90006","31022","1","0","2","0","5000","8"
"5","70","1","1","0","2","500","0","0","0","91002","0","1008","90006","31042","1","0","2","0","500","8"
"8","71","2","2","0","2","1000","0","0","0","91002","0","1008","90006","31042","1","0","2","0","1000","8"
"10","72","3","3","0","2","1500","0","0","0","91002","0","1008","90006","31042","1","0","2","0","1500","8"
"12","73","4","4","0","2","2000","0","0","0","91002","0","1008","90006","31042","1","0","2","0","2000","8"
"14","74","5","5","0","2","2500","0","0","0","91002","0","1008","90006","31042","1","0","2","0","2500","8"
"16","75","6","6","0","2","3000","0","0","0","91002","0","1008","90006","31042","1","0","2","0","3000","8"
"18","76","7","7","0","2","3500","0","0","0","91002","0","1008","90006","31042","1","0","2","0","3500","8"
"20","77","8","8","0","2","4000","0","0","0","91002","0","1008","90006","31042","1","0","2","0","4000","8"
"25","78","9","9","0","2","4500","0","0","0","91002","0","1008","90006","31042","1","0","2","0","4500","8"
"30","79","-1","10","0","2","5000","0","0","0","91002","0","1008","90006","31042","1","0","2","0","5000","8"
"5","80","1","1","0","2","500","0","0","0","91002","0","1009","90006","31018","1","0","2","0","500","8"
"8","81","2","2","0","2","1000","0","0","0","91002","0","1009","90006","31018","1","0","2","0","1000","8"
"10","82","3","3","0","2","1500","0","0","0","91002","0","1009","90006","31018","1","0","2","0","1500","8"
"12","83","4","4","0","2","2000","0","0","0","91002","0","1009","90006","31018","1","0","2","0","2000","8"
"14","84","5","5","0","2","2500","0","0","0","91002","0","1009","90006","31018","1","0","2","0","2500","8"
"16","85","6","6","0","2","3000","0","0","0","91002","0","1009","90006","31018","1","0","2","0","3000","8"
"18","86","7","7","0","2","3500","0","0","0","91002","0","1009","90006","31018","1","0","2","0","3500","8"
"20","87","8","8","0","2","4000","0","0","0","91002","0","1009","90006","31018","1","0","2","0","4000","8"
"25","88","9","9","0","2","4500","0","0","0","91002","0","1009","90006","31018","1","0","2","0","4500","8"
"30","89","-1","10","0","2","5000","0","0","0","91002","0","1009","90006","31018","1","0","2","0","5000","8"
"5","90","1","1","0","2","500","0","0","0","91002","0","1010","90006","31025","1","0","2","0","500","8"
"8","91","2","2","0","2","1000","0","0","0","91002","0","1010","90006","31025","1","0","2","0","1000","8"
"10","92","3","3","0","2","1500","0","0","0","91002","0","1010","90006","31025","1","0","2","0","1500","8"
"12","93","4","4","0","2","2000","0","0","0","91002","0","1010","90006","31025","1","0","2","0","2000","8"
"14","94","5","5","0","2","2500","0","0","0","91002","0","1010","90006","31025","1","0","2","0","2500","8"
"16","95","6","6","0","2","3000","0","0","0","91002","0","1010","90006","31025","1","0","2","0","3000","8"
"18","96","7","7","0","2","3500","0","0","0","91002","0","1010","90006","31025","1","0","2","0","3500","8"
"20","97","8","8","0","2","4000","0","0","0","91002","0","1010","90006","31025","1","0","2","0","4000","8"
"25","98","9","9","0","2","4500","0","0","0","91002","0","1010","90006","31025","1","0","2","0","4500","8"
"30","99","-1","10","0","2","5000","0","0","0","91002","0","1010","90006","31025","1","0","2","0","5000","8"
"5","100","1","1","0","2","500","0","0","0","91002","0","1011","90006","31043","1","0","2","0","500","8"
"8","101","2","2","0","2","1000","0","0","0","91002","0","1011","90006","31043","1","0","2","0","1000","8"
"10","102","3","3","0","2","1500","0","0","0","91002","0","1011","90006","31043","1","0","2","0","1500","8"
"12","103","4","4","0","2","2000","0","0","0","91002","0","1011","90006","31043","1","0","2","0","2000","8"
"14","104","5","5","0","2","2500","0","0","0","91002","0","1011","90006","31043","1","0","2","0","2500","8"
"16","105","6","6","0","2","3000","0","0","0","91002","0","1011","90006","31043","1","0","2","0","3000","8"
"18","106","7","7","0","2","3500","0","0","0","91002","0","1011","90006","31043","1","0","2","0","3500","8"
"20","107","8","8","0","2","4000","0","0","0","91002","0","1011","90006","31043","1","0","2","0","4000","8"
"25","108","9","9","0","2","4500","0","0","0","91002","0","1011","90006","31043","1","0","2","0","4500","8"
"30","109","-1","10","0","2","5000","0","0","0","91002","0","1011","90006","31043","1","0","2","0","5000","8"
"5","110","1","1","0","2","500","0","0","0","91002","0","1012","90006","31022","1","0","2","0","500","8"
"8","111","2","2","0","2","1000","0","0","0","91002","0","1012","90006","31022","1","0","2","0","1000","8"
"10","112","3","3","0","2","1500","0","0","0","91002","0","1012","90006","31022","1","0","2","0","1500","8"
"12","113","4","4","0","2","2000","0","0","0","91002","0","1012","90006","31022","1","0","2","0","2000","8"
"14","114","5","5","0","2","2500","0","0","0","91002","0","1012","90006","31022","1","0","2","0","2500","8"
"16","115","6","6","0","2","3000","0","0","0","91002","0","1012","90006","31022","1","0","2","0","3000","8"
"18","116","7","7","0","2","3500","0","0","0","91002","0","1012","90006","31022","1","0","2","0","3500","8"
"20","117","8","8","0","2","4000","0","0","0","91002","0","1012","90006","31022","1","0","2","0","4000","8"
"25","118","9","9","0","2","4500","0","0","0","91002","0","1012","90006","31022","1","0","2","0","4500","8"
"30","119","-1","10","0","2","5000","0","0","0","91002","0","1012","90006","31022","1","0","2","0","5000","8"
"5","120","1","1","0","2","500","0","0","0","91002","0","1013","90006","31042","1","0","2","0","500","8"
"8","121","2","2","0","2","1000","0","0","0","91002","0","1013","90006","31042","1","0","2","0","1000","8"
"10","122","3","3","0","2","1500","0","0","0","91002","0","1013","90006","31042","1","0","2","0","1500","8"
"12","123","4","4","0","2","2000","0","0","0","91002","0","1013","90006","31042","1","0","2","0","2000","8"
"14","124","5","5","0","2","2500","0","0","0","91002","0","1013","90006","31042","1","0","2","0","2500","8"
"16","125","6","6","0","2","3000","0","0","0","91002","0","1013","90006","31042","1","0","2","0","3000","8"
"18","126","7","7","0","2","3500","0","0","0","91002","0","1013","90006","31042","1","0","2","0","3500","8"
"20","127","8","8","0","2","4000","0","0","0","91002","0","1013","90006","31042","1","0","2","0","4000","8"
"25","128","9","9","0","2","4500","0","0","0","91002","0","1013","90006","31042","1","0","2","0","4500","8"
"30","129","-1","10","0","2","5000","0","0","0","91002","0","1013","90006","31042","1","0","2","0","5000","8"
"5","130","1","1","0","2","500","0","0","0","91002","0","1014","90006","31018","1","0","2","0","500","8"
"8","131","2","2","0","2","1000","0","0","0","91002","0","1014","90006","31018","1","0","2","0","1000","8"
"10","132","3","3","0","2","1500","0","0","0","91002","0","1014","90006","31018","1","0","2","0","1500","8"
"12","133","4","4","0","2","2000","0","0","0","91002","0","1014","90006","31018","1","0","2","0","2000","8"
"14","134","5","5","0","2","2500","0","0","0","91002","0","1014","90006","31018","1","0","2","0","2500","8"
"16","135","6","6","0","2","3000","0","0","0","91002","0","1014","90006","31018","1","0","2","0","3000","8"
"18","136","7","7","0","2","3500","0","0","0","91002","0","1014","90006","31018","1","0","2","0","3500","8"
"20","137","8","8","0","2","4000","0","0","0","91002","0","1014","90006","31018","1","0","2","0","4000","8"
"25","138","9","9","0","2","4500","0","0","0","91002","0","1014","90006","31018","1","0","2","0","4500","8"
"30","139","-1","10","0","2","5000","0","0","0","91002","0","1014","90006","31018","1","0","2","0","5000","8"
"0","150","1","1","0","0","10000","0","0","0","94002","0","1016","0","0","1","0","0","0","0","12"
"4","151","2","2","0","2","250000","0","0","0","94002","0","1016","22002","22003","1","0","2","0","20","12"
"8","152","3","3","0","2","500000","0","0","0","94002","0","1016","22002","22003","1","0","2","0","40","12"
"12","153","4","4","0","2","750000","0","0","0","94002","0","1016","22002","22003","1","0","2","0","60","12"
"16","154","-1","5","0","2","1000000","0","0","0","94002","0","1016","22002","22003","1","0","2","0","80","12"
"0","157","1","1","0","0","10000","0","0","0","94002","0","1019","0","0","1","0","0","0","0","12"
"4","158","2","2","0","2","250000","0","0","0","94002","0","1019","22002","22003","1","0","2","0","20","12"
"8","159","3","3","0","2","500000","0","0","0","94002","0","1019","22002","22003","1","0","2","0","40","12"
"12","160","4","4","0","2","750000","0","0","0","94002","0","1019","22002","22003","1","0","2","0","60","12"
"16","161","-1","5","0","2","1000000","0","0","0","94002","0","1019","22002","22003","1","0","2","0","80","12"
"0","162","1","1","0","0","10000","0","0","0","94002","0","1020","0","0","1","0","0","0","0","12"
"4","163","2","2","0","2","250000","0","0","0","94002","0","1020","22002","22003","1","0","2","0","20","12"
"8","164","3","3","0","2","500000","0","0","0","94002","0","1020","22002","22003","1","0","2","0","40","12"
"12","165","4","4","0","2","750000","0","0","0","94002","0","1020","22002","22003","1","0","2","0","60","12"
"16","166","-1","5","0","2","1000000","0","0","0","94002","0","1020","22002","22003","1","0","2","0","80","12"
"0","167","1","1","0","0","10000","0","0","0","94002","0","1021","0","0","1","0","0","0","0","12"
"4","168","2","2","0","2","250000","0","0","0","94002","0","1021","22002","22003","1","0","2","0","20","12"
"8","169","3","3","0","2","500000","0","0","0","94002","0","1021","22002","22003","1","0","2","0","40","12"
"12","170","4","4","0","2","750000","0","0","0","94002","0","1021","22002","22003","1","0","2","0","60","12"
"16","171","-1","5","0","2","1000000","0","0","0","94002","0","1021","22002","22003","1","0","2","0","80","12"
"0","172","1","1","0","0","10000","0","0","0","94002","0","1022","0","0","1","0","0","0","0","12"
"4","173","2","2","0","2","250000","0","0","0","94002","0","1022","22002","22003","1","0","2","0","20","12"
"8","174","3","3","0","2","500000","0","0","0","94002","0","1022","22002","22003","1","0","2","0","40","12"
"12","175","4","4","0","2","750000","0","0","0","94002","0","1022","22002","22003","1","0","2","0","60","12"
"16","176","-1","5","0","2","1000000","0","0","0","94002","0","1022","22002","22003","1","0","2","0","80","12"
"0","177","1","1","0","0","10000","0","0","0","94002","0","1023","0","0","1","0","0","0","0","12"
"4","178","2","2","0","2","250000","0","0","0","94002","0","1023","22002","22003","1","0","2","0","20","12"
"8","179","3","3","0","2","500000","0","0","0","94002","0","1023","22002","22003","1","0","2","0","40","12"
"12","180","4","4","0","2","750000","0","0","0","94002","0","1023","22002","22003","1","0","2","0","60","12"
"16","181","-1","5","0","2","1000000","0","0","0","94002","0","1023","22002","22003","1","0","2","0","80","12"
"0","182","1","1","0","0","10000","0","0","0","94002","0","1024","0","0","1","0","0","0","0","12"
"4","183","2","2","0","2","250000","0","0","0","94002","0","1024","22002","22003","1","0","2","0","20","12"
"8","184","3","3","0","2","500000","0","0","0","94002","0","1024","22002","22003","1","0","2","0","40","12"
"12","185","4","4","0","2","750000","0","0","0","94002","0","1024","22002","22003","1","0","2","0","60","12"
"16","186","-1","5","0","2","1000000","0","0","0","94002","0","1024","22002","22003","1","0","2","0","80","12"
"0","187","1","1","0","0","10000","0","0","0","94002","0","1025","0","0","1","0","0","0","0","12"
"4","188","2","2","0","2","250000","0","0","0","94002","0","1025","22002","22003","1","0","2","0","20","12"
"8","189","3","3","0","2","500000","0","0","0","94002","0","1025","22002","22003","1","0","2","0","40","12"
"12","190","4","4","0","2","750000","0","0","0","94002","0","1025","22002","22003","1","0","2","0","60","12"
"16","191","-1","5","0","2","1000000","0","0","0","94002","0","1025","22002","22003","1","0","2","0","80","12"
"0","192","1","1","0","0","10000","0","0","0","94002","0","1026","0","0","1","0","0","0","0","12"
"4","193","2","2","0","2","250000","0","0","0","94002","0","1026","22002","22003","1","0","2","0","20","12"
"8","194","3","3","0","2","500000","0","0","0","94002","0","1026","22002","22003","1","0","2","0","40","12"
"12","195","4","4","0","2","750000","0","0","0","94002","0","1026","22002","22003","1","0","2","0","60","12"
"16","196","-1","5","0","2","1000000","0","0","0","94002","0","1026","22002","22003","1","0","2","0","80","12"
"0","197","1","1","0","0","10000","0","0","0","94002","0","1027","0","0","1","0","0","0","0","12"
"4","198","2","2","0","2","250000","0","0","0","94002","0","1027","22002","22003","1","0","2","0","20","12"
"8","199","3","3","0","2","500000","0","0","0","94002","0","1027","22002","22003","1","0","2","0","40","12"
"12","200","4","4","0","2","750000","0","0","0","94002","0","1027","22002","22003","1","0","2","0","60","12"
"16","201","-1","5","0","2","1000000","0","0","0","94002","0","1027","22002","22003","1","0","2","0","80","12"
"0","202","1","1","0","0","10000","0","0","0","94002","0","1028","0","0","1","0","0","0","0","12"
"4","203","2","2","0","2","250000","0","0","0","94002","0","1028","22002","22003","1","0","2","0","20","12"
"8","204","3","3","0","2","500000","0","0","0","94002","0","1028","22002","22003","1","0","2","0","40","12"
"12","205","4","4","0","2","750000","0","0","0","94002","0","1028","22002","22003","1","0","2","0","60","12"
"16","206","-1","5","0","2","1000000","0","0","0","94002","0","1028","22002","22003","1","0","2","0","80","12"
"0","207","1","1","0","0","10000","0","0","0","94002","0","1029","0","0","1","0","0","0","0","12"
"4","208","2","2","0","2","250000","0","0","0","94002","0","1029","22002","22003","1","0","2","0","20","12"
"8","209","3","3","0","2","500000","0","0","0","94002","0","1029","22002","22003","1","0","2","0","40","12"
"12","210","4","4","0","2","750000","0","0","0","94002","0","1029","22002","22003","1","0","2","0","60","12"
"16","211","-1","5","0","2","1000000","0","0","0","94002","0","1029","22002","22003","1","0","2","0","80","12"
"0","212","1","1","0","0","10000","0","0","0","94002","0","1030","0","0","1","0","0","0","0","12"
"4","213","2","2","0","2","250000","0","0","0","94002","0","1030","22002","22003","1","0","2","0","20","12"
"8","214","3","3","0","2","500000","0","0","0","94002","0","1030","22002","22003","1","0","2","0","40","12"
"12","215","4","4","0","2","750000","0","0","0","94002","0","1030","22002","22003","1","0","2","0","60","12"
"16","216","-1","5","0","2","1000000","0","0","0","94002","0","1030","22002","22003","1","0","2","0","80","12"
"0","217","1","1","0","0","10000","0","0","0","94002","0","1031","0","0","1","0","0","0","0","12"
"4","218","2","2","0","2","250000","0","0","0","94002","0","1031","22002","22003","1","0","2","0","20","12"
"8","219","3","3","0","2","500000","0","0","0","94002","0","1031","22002","22003","1","0","2","0","40","12"
"12","220","4","4","0","2","750000","0","0","0","94002","0","1031","22002","22003","1","0","2","0","60","12"
"16","221","-1","5","0","2","1000000","0","0","0","94002","0","1031","22002","22003","1","0","2","0","80","12"
"0","222","1","1","0","0","10000","0","0","0","94002","0","1032","0","0","1","0","0","0","0","12"
"4","223","2","2","0","2","250000","0","0","0","94002","0","1032","22002","22003","1","0","2","0","20","12"
"8","224","3","3","0","2","500000","0","0","0","94002","0","1032","22002","22003","1","0","2","0","40","12"
"12","225","4","4","0","2","750000","0","0","0","94002","0","1032","22002","22003","1","0","2","0","60","12"
"16","226","-1","5","0","2","1000000","0","0","0","94002","0","1032","22002","22003","1","0","2","0","80","12"
"0","227","1","1","0","0","10000","0","0","0","94002","0","1033","0","0","1","0","0","0","0","12"
"4","228","2","2","0","2","250000","0","0","0","94002","0","1033","22002","22003","1","0","2","0","20","12"
"8","229","3","3","0","2","500000","0","0","0","94002","0","1033","22002","22003","1","0","2","0","40","12"
"12","230","4","4","0","2","750000","0","0","0","94002","0","1033","22002","22003","1","0","2","0","60","12"
"16","231","-1","5","0","2","1000000","0","0","0","94002","0","1033","22002","22003","1","0","2","0","80","12"
"0","232","1","1","0","0","10000","0","0","0","94002","0","1034","0","0","1","0","0","0","0","12"
"4","233","2","2","0","2","250000","0","0","0","94002","0","1034","22002","22003","1","0","2","0","20","12"
"8","234","3","3","0","2","500000","0","0","0","94002","0","1034","22002","22003","1","0","2","0","40","12"
"12","235","4","4","0","2","750000","0","0","0","94002","0","1034","22002","22003","1","0","2","0","60","12"
"16","236","-1","5","0","2","1000000","0","0","0","94002","0","1034","22002","22003","1","0","2","0","80","12"
"0","237","1","1","0","0","10000","0","0","0","94002","0","1035","0","0","1","0","0","0","0","12"
"4","238","2","2","0","2","250000","0","0","0","94002","0","1035","22002","22003","1","0","2","0","20","12"
"8","239","3","3","0","2","500000","0","0","0","94002","0","1035","22002","22003","1","0","2","0","40","12"
"12","240","4","4","0","2","750000","0","0","0","94002","0","1035","22002","22003","1","0","2","0","60","12"
"16","241","-1","5","0","2","1000000","0","0","0","94002","0","1035","22002","22003","1","0","2","0","80","12"
"0","242","1","1","0","0","10000","0","0","0","94002","0","1036","0","0","1","0","0","0","0","12"
"4","243","2","2","0","2","250000","0","0","0","94002","0","1036","22002","22003","1","0","2","0","20","12"
"8","244","3","3","0","2","500000","0","0","0","94002","0","1036","22002","22003","1","0","2","0","40","12"
"12","245","4","4","0","2","750000","0","0","0","94002","0","1036","22002","22003","1","0","2","0","60","12"
"16","246","-1","5","0","2","1000000","0","0","0","94002","0","1036","22002","22003","1","0","2","0","80","12"
"0","247","1","1","0","0","10000","0","0","0","94002","0","1037","0","0","1","0","0","0","0","12"
"4","248","2","2","0","2","250000","0","0","0","94002","0","1037","22002","22003","1","0","2","0","20","12"
"8","249","3","3","0","2","500000","0","0","0","94002","0","1037","22002","22003","1","0","2","0","40","12"
"12","250","4","4","0","2","750000","0","0","0","94002","0","1037","22002","22003","1","0","2","0","60","12"
"16","251","-1","5","0","2","1000000","0","0","0","94002","0","1037","22002","22003","1","0","2","0","80","12"
"0","252","1","1","0","0","10000","0","0","0","94002","0","1038","0","0","1","0","0","0","0","12"
"4","253","2","2","0","2","250000","0","0","0","94002","0","1038","22002","22003","1","0","2","0","20","12"
"8","254","3","3","0","2","500000","0","0","0","94002","0","1038","22002","22003","1","0","2","0","40","12"
"12","255","4","4","0","2","750000","0","0","0","94002","0","1038","22002","22003","1","0","2","0","60","12"
"16","256","-1","5","0","2","1000000","0","0","0","94002","0","1038","22002","22003","1","0","2","0","80","12"
"0","257","1","1","0","0","10000","0","0","0","94002","0","1039","0","0","1","0","0","0","0","12"
"4","258","2","2","0","2","250000","0","0","0","94002","0","1039","22002","22003","1","0","2","0","20","12"
