eb000d696ae22940d9c58ec952480b073d0e73f15540d9113433b3d511b3511a,6fa7d7d4ae713d0ff80041b3ce300e6b6f9b5162e6ed7e80b612436ed2db2ba9,bce478a9a173802a97f4714f2f201bf82fc910cc44b510a1df53657195a3c0b7,fcd31d18a63438276546b24ca05cce1ea6cd12cd1c65ffb5ecf1b26bbf7e830d,01592daf6ee871a3f83d2edb2a4923d91c4dec784b4a2d0a2bb505940dc46498,99afc01888059e1246cdb70b91c353823219dd594ea6d7cd685eb5985d89b71e
"0","103701","2","蘭德索爾 王城入口","500090","御久間 智"
"0","103801","2","伊麗莎白牧場 據點","500150","柏崎 栞"
"0","104001","2","精靈之森","500180","雙葉 碧"
"0","104201","4","蘭德索爾 市中心","500010","三角 千歌"
"0","104301","2","哞哞自衛隊 據點","500060","安藝 真琴"
"0","104401","4","古城","500260","伊莉亞‧奧恩斯坦"
"0","104501","4","普拉諾平原","500140","遠見 空花"
"0","104601","3","墨丘利財團 據點","500070","宮坂 珠希"
"0","104701","1","蘭德索爾 王城入口","500090","白銀 純"
"0","104801","2","墨丘利財團 據點","500070","大神 美冬"
"0","104901","4","蘭德索爾 鬧區","500030","星野 靜流"
"0","105001","2","月光學院","500080","玉泉 美咲"
"0","105101","6","蘭德索爾 餐廳內","500050","宵濱 深月"
"0","105201","9","伊麗莎白牧場 據點","500150","莉瑪"
"0","105301","2","普拉諾平原","500140","莫妮卡‧拜斯溫特"
"0","105401","9","蘭德索爾 市中心","500010","繭宮 紡希"
"0","105501","15","普拉諾平原","500140","石橋 步未"
"0","105601","3","蘭德索爾 餐廳內","500050","太刀洗 流夏"
"0","105701","4","布里薩溪谷","500200","吉塔"
"0","105801","3","埃斯特雷拉街道","500130","貪吃佩可"
"0","105901","2","埃斯特雷拉街道","500130","可可蘿"
"0","106001","3","埃斯特雷拉街道","500130","凱留"
"0","106101","20","拉比林斯的公會據點","500341","矛依未"
"0","106301","3","神秘森林","500170","亞里莎"
"0","106401","2","美食殿堂 公會小屋","500361","雪菲"
"0","106501","4","叢林_帳篷","500833","嘉夜"
"0","106601","4","叢林_帳篷","500833","祈梨"
"0","106701","2","帆稀的房間","501320","帆稀"
"0","106801","18","蘭德索爾 鬧區","500030","模索路晶"
"0","106901","2","蘭德索爾王城_王座之廳","500100","霸瞳皇帝"
"0","107001","2","拉比林斯的公會據點","500341","似似花"
"0","107101","2","蘭德索爾 王城入口","500090","克莉絲提娜‧摩根"
"0","107501","4","瑪爾傑海岸","500164","貪吃佩可（夏日）"
"0","107601","4","瑪爾傑海岸","500164","可可蘿（夏日）"
"0","107701","4","瑪爾傑海岸","500164","鈴莓（夏日）"
"0","107801","6","瑪爾傑海岸","500164","凱留（夏日）"
"0","107901","2","無人島","500284","珠希（夏日）"
"0","108001","2","無人島","500284","美冬（夏日）"
"0","108101","4","古城 萬聖節","500264","忍（萬聖節）"
"0","108201","4","古城 萬聖節","500264","宮子（萬聖節）"
"0","108301","2","蘭德索爾 鬧區 萬聖節","505030","美咲（萬聖節）"
"0","108401","2","咲戀育幼院 大廳 聖誕節","500114","千歌（聖誕節）"
"0","108501","4","咲戀育幼院 大廳 聖誕節","500114","胡桃（聖誕節）"
"0","108601","4","咲戀育幼院 大廳 聖誕節","500114","綾音（聖誕節）"
"0","108701","4","新年 神殿","500553","日和（新年）"
"0","108801","4","新年 神殿","500553","優衣（新年）"
"0","108901","2","新年 神殿","500553","怜（新年）"
"0","109001","4","廚房競技場","500600","惠理子（情人節）"
"0","109101","4","廚房競技場","500600","靜流（情人節）"
"0","109201","2","埃斯特雷拉街道","500133","安"
"0","109301","4","埃斯特雷拉街道","500133","露"
"0","109401","4","埃斯特雷拉街道","500133","古蕾婭"
"0","109501","4","大江戶大街","500650","空花（大江戶）"
"0","109601","2","大江戶大街","500650","妮諾（大江戶）"
"0","109701","2","神秘森林","500175","雷姆"
"0","109801","12","神秘森林","500175","拉姆"
"0","109901","2","神秘森林","500175","愛蜜莉雅"
"0","110001","4","海_舞臺","500683","鈴奈（夏日）"
"0","110101","2","海_舞臺","500683","伊緒（夏日）"
"0","110301","2","瑪爾傑海岸","500164","咲戀（夏日）"
"0","110401","6","琉球風的海岸","500710","真琴（夏日）"
"0","110501","4","琉球風的海岸","500710","香織（夏日）"
"0","110601","4","琉球風的海岸","500710","真步（夏日）"
"0","110701","2","聖德蕾莎女子學院 _正門","500730","碧（插班生）"
"0","110801","2","聖德蕾莎女子學院 _正門","500730","克蘿依"
"0","110901","2","聖德蕾莎女子學院 _正門","500730","琪愛兒"
"0","111001","4","聖德蕾莎女子學院 _正門","500730","優妮"
"0","111101","2","宅邸_主樓","500811","鏡華（萬聖節）"
"0","111201","4","宅邸_主樓","500811","禊（萬聖節）"
"0","111301","4","宅邸_主樓","500811","美美（萬聖節）"
"0","111401","4","神秘森林","500175","露娜"
"0","111501","4","蘭德索爾_鬧區_聖誕節","500038","克莉絲提娜（聖誕節）"
"0","111601","4","蘭德索爾_鬧區_聖誕節","500038","望（聖誕節）"
"0","111701","4","蘭德索爾_鬧區_聖誕節","500038","伊莉亞（聖誕節）"
"0","111801","2","蘭德索爾_鬧區_接力賽","500910","貪吃佩可（新年）"
"0","111901","2","蘭德索爾_鬧區_接力賽","500910","可可蘿（新年）"
"0","112001","6","蘭德索爾_鬧區_接力賽","500910","凱留（新年）"
"0","112101","2","蘭德索爾_鬧區_接力賽","500910","鈴莓（新年）"
"0","112201","2","蘭德索爾 市中心_白天","500010","霞（魔法少女）"
"0","112301","2","蘭德索爾 市中心_白天","500010","栞（魔法少女）"
"0","112401","4","繆思小鎮_白天","500920","卯月（NGs）"
"0","112501","2","繆思小鎮_白天","500920","凜（NGs）"
"0","112601","4","繆思小鎮_白天","500920","未央（NGs）"
"0","112701","2","牧場 白天","500995","鈴（遊俠）"
"0","112801","2","牧場 白天","500995","真陽（遊俠）"
"0","112901","4","書中的世界_平原","501000","璃乃（奇幻）"
"0","113001","2","書中的世界_平原","501000","步未（奇幻）"
"0","113101","6","祈願海岸","501030","流夏（夏日）"
"0","113201","4","祈願海岸","501030","杏奈（夏日）"
"0","113301","4","祈願海岸","501030","七七香（夏日）"
"0","113401","4","海岸沙灘","501100","初音（夏日）"
"0","113501","4","海岸沙灘","501100","美里（夏日）"
"0","113601","2","瑪爾傑海岸","500164","純（夏日）"
"0","113701","4","蘭德索爾 市中心_白天","500010","茜里（天使）"
"0","113801","2","蘭德索爾 市中心_白天","500010","依里（天使）"
"0","113901","4","萬聖節樂園_白天","501130","紡希（萬聖節）"
"0","114001","3","萬聖節樂園_白天","501130","怜（萬聖節）"
"0","114101","4","萬聖節樂園_白天","501130","茉莉（萬聖節）"
"0","114201","4","蘭德索爾 市中心_白天","500010","莫妮卡（魔法少女）"
"0","114301","2","蘭德索爾 市中心_白天","500010","智（魔法少女）"
"0","114401","4","舞台_聖誕節_白天","500874","秋乃（聖誕節）"
"0","114501","2","舞台_聖誕節_白天","500874","咲戀（聖誕節）"
"0","114601","2","舞台_聖誕節_白天","500874","優花梨（聖誕節）"
"0","114701","4","大間小鎮_白天","501162","矛依未（新年）"
"0","115001","2","大間小鎮_白天","501162","似似花（新年）"
"0","115501","4","普拉諾平原","500140","可可蘿（祭服）"
"0","115601","17","普拉諾平原","500140","優衣（祭服）"
"0","115701","4","瑪爾傑海岸","500160","霞（夏日）"
"0","115801","4","埃斯特雷拉街道","500130","莉瑪（灰姑娘）"
"0","115901","4","埃斯特雷拉街道","500130","真琴（灰姑娘）"
"0","116001","4","埃斯特雷拉街道","500060","真步（灰姑娘）"
"0","116201","2","聖德蕾莎女子學院 _正門_聖學祭","500732","克蘿依（聖學祭）"
"0","116301","2","聖德蕾莎女子學院 _正門_聖學祭","500732","琪愛兒（聖學祭）"
"0","116401","4","聖德蕾莎女子學院 _正門_聖學祭","500732","優妮（聖學祭）"
"0","116501","18","蘭德索爾 市中心_白天","500010","祈梨（時空旅行）"
"0","116601","4","蘭德索爾 市中心_白天","500010","嘉夜（時空旅行）"
"0","116701","4","玩具工廠","501340","碧（工作服）"
"0","116801","4","玩具工廠","501340","珠希（工作服）"
"0","116901","2","玩具工廠","501340","美冬（工作服）"
"0","117001","4","瑪爾傑海岸","500160","惠理子（夏日）"
"0","117101","4","瑪爾傑海岸","500160","靜流（夏日）"
"0","117201","4","夏日音樂節會場","501363","望（夏日）"
"0","117301","2","夏日音樂節會場","501363","千歌（夏日）"
"0","117401","4","夏日音樂節會場","501363","紡希（夏日）"
"0","117501","6","大江戶_診療室_正午","501380","深月（大江戶）"
"0","117601","4","大江戶_診療室_正午","501380","雪（大江戶）"
"0","117701","4","蘭德索爾_鬧區_萬聖節_夜晚","505035","香織（萬聖節）"
"0","117801","4","蘭德索爾_鬧區_萬聖節_夜晚","505035","妮諾（萬聖節）"
"0","117901","4","蘭德索爾_鬧區_萬聖節_夜晚","505035","鈴奈（萬聖節）"
"0","118001","4","蘭德索爾_王城附近_勤務室","501070","克蕾琪塔"
"0","118101","4","憤怒‧軍團據點","501040","蘭法"
"0","118201","4","憤怒‧軍團據點","501040","美空"
"0","118501","4","蘭德索爾_公務機關","500371","花凜"
"0","118601","4","美食殿堂_公會小屋","500360","涅比亞"
"0","119001","4","黑暗的據點","501450","伊緒（黑暗）"
"0","119101","4","黑暗的據點","501450","空花（黑暗）"
"0","119201","4","牧場_雪_白天","500863","真陽（聖誕節）"
"0","119301","4","蘭德索爾_鬧區_聖誕節","500036","璃乃（聖誕節）"
"0","119901","4","蘭德索爾_鬧區_聖誕節","500038","宮子（聖誕節）"
"0","120001","2","黑暗的據點","501450","靜流（黑暗）"
"0","120701","2","美食殿堂_公會小屋_外觀_新年","501480","雪菲（新年）"
"0","120801","3","參道_白天","500560","流夏（新年）"
"0","120901","4","古城","500260","伊莉亞（新年）"
"0","121001","3","美食殿堂 公會小屋","500361","貪吃佩可（超載）"
"0","121101","2","美食殿堂 公會小屋","500361","凱留（超載）"
"0","121201","3","拉比林斯的公會據點","500341","拉比林斯達（超載）"
"0","121301","2","牧場_溫泉設施_舞台","501510","胡桃（舞台）"
"0","121401","2","咲戀育幼院_物產展","500354","美咲（舞台）"
"0","121501","18","蘭德索爾_市中心_夜晚","500012","步未（怪盜）"
"0","121601","20","小巷子_夜晚","500892","祈梨（怪盜）"
"0","121901","2","船上甲板","500843","杏奈（海盜）"
"0","122001","20","船上甲板","500843","忍（海盜）"
"0","122101","20","露營場_中午","501590","碧（露營）"
"0","122201","2","露營場_中午","501590","優花梨（露營）"
"0","122301","4","普拉諾平原","500140","班比"
"0","122401","4","度假海灘_中午","501610","日和（夏日）"
"0","122501","2","度假海灘_中午","501610","怜（夏日）"
"0","122601","6","度假海灘_中午","501610","優衣（夏日）"
"0","122701","2","無人島","500285","鏡華（夏日）"
"0","122801","4","瑪爾傑海岸","500160","禊（夏日）"
"0","122901","4","瑪爾傑海岸","500160","美美（夏日）"
"0","123001","4","索爾之塔_庭園","500270","愛梅斯"
"0","123101","4","叢林_帳篷","500833","真步（探險家）"
"0","123201","4","密林","501850","綾音（探險家）"
"0","123301","4","憤怒‧軍團據點","501040","涅婭"
"0","123501","2","舞台_文化祭_白天","501870","鈴（萬聖節）"
"0","123601","2","蘭德索爾_鬧區_萬聖節_文化祭","501860","智（萬聖節）"
"0","123701","4","舞台_文化祭_白天","501870","七七香（萬聖節）"
"0","123801","2","神秘森林","500170","克莉絲提娜（狂野）"
"0","123901","2","蘭德索爾 王城入口","500090","茉莉（狂野）"
"0","124001","2","蘭德索爾_鬧區_聖誕節_白天","500036","茜里（聖誕節）"
"0","124101","2","蘭德索爾_鬧區_聖誕節_白天","500036","依里（聖誕節）"
"0","124201","2","蘭德索爾_鬧區_聖誕節_白天","500036","純（聖誕節）"
"0","124501","2","大江戶_溫泉旅館_客房_正午","501890","帆稀（新年）"
"0","124601","4","新年 神殿","500553","美里（新年）"
"0","124701","2","大江戶_溫泉旅館_客房_正午","501890","深月（新年）"
"0","124801","2","蘭德索爾_鬧區_祭典_白天","500033","望（解放者）"
"0","124901","4","蘭德索爾_鬧區_祭典_白天","500033","嘉夜（解放者）"
"0","125001","2","蘭德索爾_鬧區_祭典_白天","500033","矛依未（解放者）"
"0","125101","4","蘭德索爾_餐廳內_貓咪咖啡廳_白天","501950","珠希（咖啡廳）"
"0","125201","2","蘭德索爾_餐廳內_貓咪咖啡廳_白天","501950","莫妮卡（咖啡廳）"
"0","125301","2","平原_競技場_白天","501690","可可蘿（遊俠）"
"0","125401","20","平原_競技場_白天","501690","栞（遊俠）"
"0","125501","4","蘭德索爾_鬧區_祭典_白天","500033","吉塔（術士）"
"0","125601","4","蘭德索爾_鬧區_祭典_白天","500033","碧卡拉"
"0","125701","2","蘭德索爾_公務機關","500371","花凜（鍊金術師）"
"0","125801","2","吉歐‧提格尼亞_街道_白天","501670","莉莉（墮落）"
"0","126001","2","吉歐‧提格尼亞_街道_白天","501670","可璃亞（墮落）"
"0","126101","2","吉歐‧提格尼亞_街道_白天","501670","普蕾西亞（墮落）"
"0","126201","20","瀑布潭_晚上","501372","伊莉亞（祭服）"
"0","126301","4","蘭德索爾 公會小屋","500040","雪（祭服）"
"0","126401","4","吉歐‧提格尼亞_平原_白天","501660","克蘿茜"
"0","126501","4","吉歐‧提格尼亞_芭菲之城_王座之廳_白天","501720","萊拉耶爾"
"0","126601","2","海邊的店_夜晚","500692","似似花（夏日）"
"0","126701","4","祈願海岸","501030","秋乃（夏日）"
"0","126801","4","無人島","500280","優花梨（夏日）"
"0","126901","2","祈願海岸","501030","蘭法（夏日）"
"0","127001","4","瑪爾傑海岸_白天","500160","空花（夏日）"
"0","127101","4","瑪爾傑海岸_夜晚","500162","忍（夏日）"
"0","127201","2","安布羅斯魔法學園_屋頂_白天","502030","凱留（插班生）"
"0","127301","4","安布羅斯魔法學園_屋頂_白天","502030","鈴奈（插班生）"
"0","127501","2","沙漠之國的大馬路_白天","502060","咲戀（薩拉薩利亞）"
"0","127601","3","瀑布潭_白天","501370","流夏（薩拉薩利亞）"
"0","127701","20","吉歐‧提格尼亞_芭菲之城_大廳","501730","琳德"
"0","127801","4","吉歐‧提格尼亞_芭菲之城_大廳","501730","烏爾姆"
"0","127901","2","蘭德索爾_鬧區_聖誕節_白天","500036","貪吃佩可（聖誕節）"
"0","128001","2","蘭德索爾_鬧區_聖誕節_白天","500036","克蕾琪塔（聖誕節）"
"0","128301","4","暗巷_雪_白天","500893","祈梨（新年）"
"0","128401","4","蘭德索爾_鬧區_新年_白天","501470","初音（新年）"
"0","128501","18","蘭德索爾_鬧區_新年_白天","501470","霞（新年）"
"0","128701","2","普拉諾平原","500140","日和（星素）"
"0","128801","3","普拉諾平原","500140","怜（星素）"
"0","128901","2","普拉諾平原","500140","優衣（星素）"
"0","129001","2","花田","500510","厄莉絲"
"0","129301","2","墨丘利度假村_泳池區域_白天","502220","優妮（冬日）"
"0","129401","2","墨丘利度假村_泳池區域_白天","502220","克蘿依（冬日）"
"0","129501","2","墨丘利度假村_泳池區域_白天","502220","琪愛兒（冬日）"
"0","129601","2","吉歐‧格黑納_叢林_夜晚","502071","安涅默涅"
"0","129701","2","吉歐‧格黑納_鬼岩城塞_王座之廳_白天","502170","涅妃‧涅羅"
"0","129801","2","平原_白天","501680","真琴（指揮官）"
"0","129901","4","蘭德索爾 鬧區","500030","惠理子（指揮官）"
"0","130001","3","蠻賊貪鯊號_室內_居住區","501760","倭"
"0","130101","4","蠻賊貪鯊號_室內_居住區","501760","若菜"
"0","130201","4","蠻賊貪鯊號_室內_居住區","501760","布武機"
"0","130701","20","蘭德索爾_郊外","500020","鏡華（春日）"
"0","130801","2","咲戀育幼院_庭院","500351","鈴莓（春日）"
"0","130901","4","大夢想樂園_入口_白天","502270","庫露露"
"0","131001","2","大夢想樂園_園內_白天","502280","真步（夢想樂園）"
"0","131101","3","祈願海岸","501030","涅婭（夏日）"
"0","131201","4","海邊的店_白天","500690","美空（夏日）"
"0","131601","2","海邊_遮陽傘_白天","500163","莉莉（夏日）"
"0","131701","4","瑪爾傑海岸_白天","500160","愛梅斯（夏日）"
"0","131801","2","無人島","500285","帆稀（夏日）"
"0","131901","2","祈願海岸","501030","愛蜜莉雅（夏日）"
"0","132001","2","瑪爾傑海岸_白天","500160","艾姬多娜（夏日）"
"0","132101","2","瑪爾傑海岸_白天","500160","雷姆（夏日）"
"0","132201","4","阿爾克絲鍊金堂_工作室_中午","502360","望（鍊金術師）"
"0","132301","2","阿爾克絲鍊金堂_工作室_中午","502360","露易絲瑪莉"
"0","132401","4","阿爾克絲鍊金堂_工作室_中午","502360","彩羽"
"0","132501","2","阿爾克絲鍊金堂_店內_白天","502370","苑"
"0","132801","4","蘭德索爾_鬧區_聖誕節_夜晚","500038","萊拉耶爾（聖誕節）"
"0","132901","2","蘭德索爾_鬧區_聖誕節_夜晚","500038","伊緒（聖誕節）"
"0","133001","4","吉歐‧尼布爾黑爾_遺灰沙漠","502290","格蕾斯"
"0","133101","2","吉歐‧尼布爾黑爾_巨鯨城_大廳","502460","薇歐莉特"
"0","133201","4","蘭德索爾_鬧區_新年_白天","501470","莫妮卡（新年）"
"0","133501","2","蘭德索爾_鬧區_新年_白天","501470","咲戀（新年）"
"0","133601","2","咲戀育幼院_大廳_白天","500110","梅杜莎"
"0","133701","2","拉比林斯的公會據點","500341","拉比林斯達（始源）"
"0","133801","2","古城","500260","似似花（始源）"
"0","133901","4","蘭德索爾_鬧區_祭典_損壞_白天","500780","克莉絲提娜（始源）"
"0","134001","2","埃斯特雷拉街道","500130","菲歐"
"0","134301","2","可可蘿的故鄉_夜晚","501202","蘭法（祭服）"
"0","134401","2","可可蘿的故鄉_神廟裡_白天","501220","千歌（祭服）"
"0","134501","4","吉歐‧提格尼亞_街道_白天","501670","克蘿茜（航空）"
"0","134601","2","普拉諾平原","500140","碧（駕駛員）"
"0","134701","2","吉歐‧格黑納_平原_白天","502080","鳳凰"
"0","134801","4","吉歐‧格黑納_叢林_白天","502070","紡希（吉歐‧格黑納）"
"0","134901","4","吉歐‧格黑納_鬼岩要塞_居住區_白天","502110","華音"
"0","135001","2","祈願海岸","501030","厄莉絲（夏日）"
"0","135101","2","祈願海岸","501030","雪菲（夏日）"
"0","135201","2","海邊的店_白天","500690","普蕾西亞（夏日）"
"0","135301","4","祈願海岸","501030","可璃亞（夏日）"
"0","135401","2","祈願海岸","501030","安涅默涅（夏日）"
"0","135501","2","薩拉薩利亞_中央大馬路_白天","502650","埃拉"
"0","135601","2","東國_城鎮_大馬路_白天","502630","志那都"
"0","135701","4","薩拉薩利亞_中央廣場_白天","502520","日和（薩拉薩利亞）"
"0","135801","4","吉歐‧尼布爾黑爾_久遠冰河","502420","雪野"
"0","135901","2","吉歐‧尼布爾黑爾_夜叉山巔_鬼族村莊","502640","剎鬼"
"0","136001","2","吉歐‧格黑納_平原_白天","502080","阿剌克涅"
"0","136101","4","蘭德索爾 鬧區","500030","櫻"
"0","137101","4","祈願海岸","501030","妮諾（夏日）"
"0","137401","2","魔族的城鎮_儀式場_中午","501990","霞（修女）"
"0","180101","2","埃斯特雷拉街道","500130","日和（公主）"
"0","180201","4","埃斯特雷拉街道","500130","優衣（公主）"
"0","180301","3","埃斯特雷拉街道","500130","怜（公主）"
"0","180401","4","埃斯特雷拉街道","500130","貪吃佩可（公主）"
"0","180501","2","埃斯特雷拉街道","500130","可可蘿（公主）"
"0","180601","18","埃斯特雷拉街道","500130","凱留（公主）"
"0","180701","2","瀑布潭_白天","501370","初音＆栞"
"0","180801","2","精靈之森_祕密基地","500194","禊＆美美＆鏡華"
"0","180901","2","普拉諾平原","500140","秋乃＆咲戀"
"0","181001","2","山腰_白天","500213","安＆古蕾婭"
"0","181101","2","蘭德索爾 市中心_白天","500010","靜流＆璃乃"
"0","181201","2","埃斯特雷拉街道","500130","雪菲（公主）"
