4ece199a41617b85a29cb57e32e8271d1e08d97ca0e1c18c916c675cffd60bf7,1c9747dfc717a19b06fa7aa3abfd9e9ef565f0042aa726cfcea52aa6cc2ae5e3,7b40355897be1fbb4d4e3802fd5ddf0fef64fab4be4cd03d139c421104f65406,2bb2ff3ab5c6c0b190da1b769f1eee7379ba2a904d007720ea4d50bfb5577b0d,8d953026c34e9f067381be8d7a78518dcda41210456d3b88b3068f4db4cabcf2,6371ed998bf3b70400baa16987a8f499246123c6eaf3a3aac16f88e50de534c9,febd0926dde3d54995fba4365ef5f491a504be1a438c70b0738c94ee0513e95e,de8ba669a4abb42310a26d9d8af49353fc69a0d70fce7962079dbd22c1e3c3f0,b8dd44be9a104522a921a292bdb1255048df49a46b94ecc9dbfe43e1dba3d88e,c7b8161ca7b9b5199bd1f2df245b0602c25124cb63f01013e58addd1ddef7b4d,bc8e6180def8699b7b3c5da13c628fb90c68e4c8e3dd587bdb81c897ff9bf398,d791ba45bee3c5359680b955cb8024f03db3a672f1095904682f6e6fd43b993e,c58c8552ca51d10f041048d97e50f4d7e2a852bf7b218eb57b419ab3e21401b7,059e095cc6b899e924c4b3a76a84d3a3fc0d20d93bea84c34f10a4008d1a9283,800dbde5e69e8cf37afdbc18747882db954c3dae9af0f4887b5083a4b98fd9ea,0104a34830f6eaec510a5f422505fd203dfc1aed39fa7291a824914627c655fb,17b302490da1aab5380c698fe965b1789b0cb60a2ca4fc92645badb816f4ac7e,659c647b22d5a15b5fe9a0cdccc0110e34060e138f2fb516ac49622871c099d7,c0376099edd9be832b0675f6a1b9461b622baed952cf08d9fdbe618fabfd279d,e4a22fa7005c701a4313b356af107679ffa18cd3a6c4e49afebc2fd4229417b2,f3bb7fc8a687565ff7b34648b8bc160c0b66955749e8b460abd7a68360e047b8,7a2eabfe6ed6fd6ba7be72ac29a7b6fdc1fad1ecc97b1890c87da4a1403c4d8d,b85dce274033455f89e4eab6e17f4ec29bfe2086ea72895342d07a409157ce45,ff8c06b93d9dd73782646823713d8cdc974221ad062a41bdd893c434e9a2b68b
"91002","8","15071002","5","0","0","0","在戰鬥中獲得勝利。","11071","0","31018","-81","1","-89","0","30","0","0","伊緒老師的背面世界教室","0","0","2015/12/17 15:00:00","300010","2"
"91002","8","15071003","0","0","0","0","在戰鬥中獲得勝利。","11071","0","0","-135","2","-408","0","150","0","0","《EX》成群的危險暗影‧遊戲","0","0","2015/12/17 15:00:00","300020","0"
"91002","8","15071004","5","2","31093","5","在戰鬥中獲得勝利。","11071","51028","31026","-73","1","253","1","30","5","2","清除傀儡的絲線","31006","2","2015/12/17 15:00:00","300010","2"
"91002","8","15071005","5","0","0","5","在戰鬥中獲得勝利。","11071","0","31056","-173","1","383","0","30","0","2","花瓣與刀刃舞動","31296","0","2015/12/17 15:00:00","300010","2"
"91002","8","15071006","0","0","0","0","在戰鬥中獲得勝利。","11071","0","0","-173","2","622","0","150","0","0","《EX》成群的危險暗影‧獸苑","0","0","2015/12/17 15:00:00","300020","0"
"91002","8","15072001","5","0","0","1","在戰鬥中獲得勝利。","11072","0","31064","94","1","-252","0","30","0","2","降臨煉獄的冰龍","51029","0","2015/12/17 15:00:00","300010","2"
"91002","8","15072002","5","0","0","5","在戰鬥中獲得勝利。","11072","0","31258","-111","1","-193","0","30","0","2","美麗的黑天使群","31008","0","2015/12/17 15:00:00","300010","2"
"91002","8","15072003","0","0","0","0","在戰鬥中獲得勝利。","11072","0","0","94","2","84","0","150","0","0","《EX》成群的危險暗影‧美食","0","0","2015/12/17 15:00:00","300020","0"
"91002","8","15072004","5","0","0","1","在戰鬥中獲得勝利。","11072","0","31022","-120","1","277","0","30","0","2","展現魅力，灼熱的表現風格","51030","0","2015/12/17 15:00:00","300010","2"
"91002","8","15072005","5","0","0","0","在戰鬥中獲得勝利。","11072","0","31064","-106","1","510","0","30","0","0","又冷又熱的散步","0","0","2015/12/17 15:00:00","300010","2"
"91002","8","15072006","0","0","0","0","在戰鬥中獲得勝利。","11072","0","0","-100","2","703","0","150","0","0","《EX》成群的危險暗影‧救護","0","0","2015/12/17 15:00:00","300020","0"
"91002","8","15073001","5","0","0","1","在戰鬥中獲得勝利。","11073","0","31309","-188","1","-487","0","30","0","2","背面世界超級英雄秀","51031","0","2015/12/17 15:00:00","300010","2"
"91002","8","15073002","5","0","0","5","在戰鬥中獲得勝利。","11073","0","31045","-190","1","-208","0","30","0","2","冥府的被虐狂","31185","0","2015/12/17 15:00:00","300010","2"
"91002","8","15073003","0","0","0","0","在戰鬥中獲得勝利。","11073","0","0","33","2","-133","0","150","0","0","《EX》成群的危險暗影‧森精","0","0","2015/12/17 15:00:00","300020","0"
"91002","8","15073004","1","0","0","0","在戰鬥中獲得勝利。","11073","0","51032","37","1","508","0","30","0","0","冥界的魔物調查","0","0","2015/12/17 15:00:00","300010","2"
"91002","8","15073005","0","0","0","0","在戰鬥中獲得勝利。","11073","0","0","-117","2","670","0","150","0","0","《EX》成群的危險暗影‧黃昏","0","0","2015/12/17 15:00:00","300020","0"
"91002","8","15074001","5","0","51033","5","在戰鬥中獲得勝利。","11074","0","31034","-46","1","-182","0","30","1","2","歡迎來到成熟女子聚會","31056","2","2015/12/17 15:00:00","300010","2"
"91002","8","15074002","5","0","0","5","在戰鬥中獲得勝利。","11074","0","31052","-179","1","-76","0","30","0","2","我來讓冥界露出笑容了！　","31033","0","2015/12/17 15:00:00","300010","2"
"91002","8","15074003","0","0","0","0","在戰鬥中獲得勝利。","11074","0","0","87","2","102","0","150","0","0","《EX》成群的危險暗影‧學院","0","0","2015/12/17 15:00:00","300020","0"
"91002","8","15074004","5","0","51034","5","在戰鬥中獲得勝利。","11074","0","31057","-148","1","391","0","30","1","2","白劍與黑盾","31260","2","2015/12/17 15:00:00","300010","2"
"91002","8","15074005","0","0","0","0","在戰鬥中獲得勝利。","11074","0","0","12","2","694","0","150","0","0","《EX》成群的危險暗影‧光願","0","0","2015/12/17 15:00:00","300020","0"
"91002","8","15075001","5","0","51035","5","在戰鬥中獲得勝利。","11075","0","31258","92","1","-237","0","30","1","2","小惡魔妹妹與墮天使妹妹","31006","2","2015/12/17 15:00:00","300010","2"
"91002","8","15075002","0","0","0","0","在戰鬥中獲得勝利。","11075","0","0","93","2","96","0","150","0","0","《EX》成群的危險暗影‧友好","0","0","2015/12/17 15:00:00","300020","0"
"91002","8","15075003","5","0","0","1","在戰鬥中獲得勝利。","11075","0","31001","-58","1","591","0","30","0","2","為迷路的鳥兒帶路！","51036","0","2015/12/17 15:00:00","300010","2"
"91002","8","15075004","0","0","0","0","在戰鬥中獲得勝利。","11075","0","0","76","2","808","0","150","0","0","《EX》成群的危險暗影‧龍巢","0","0","2015/12/17 15:00:00","300020","0"
"91002","8","15076001","5","0","31016","5","在戰鬥中獲得勝利。","11076","0","31023","39","1","-380","0","30","5","2","冥界時裝秀☆","31020","2","2015/12/17 15:00:00","300010","2"
"91002","8","15076002","5","0","51037","5","在戰鬥中獲得勝利。","11076","0","31030","-196","1","-486","0","30","1","2","忍者冥劍傳","31013","2","2015/12/17 15:00:00","300010","2"
"91002","8","15076003","0","0","0","0","在戰鬥中獲得勝利。","11076","0","0","-31","2","69","0","150","0","0","《EX》成群的危險暗影‧光願","0","0","2015/12/17 15:00:00","300020","0"
"91002","8","15076004","5","0","0","0","在戰鬥中獲得勝利。","11076","0","31003","-186","1","521","0","30","0","0","魔與黑暗的大小姐","0","0","2015/12/17 15:00:00","300010","2"
"91002","8","15076005","0","0","0","0","在戰鬥中獲得勝利。","11076","0","0","-69","2","718","0","150","0","0","《EX》成群的危險暗影‧魔軍","0","0","2015/12/17 15:00:00","300020","0"
"91002","8","15077001","5","0","0","1","在戰鬥中獲得勝利。","11077","0","31063","-185","1","-420","0","30","0","2","徬徨於背面世界的神祕巨女","51038","0","2015/12/17 15:00:00","300010","2"
"91002","8","15077002","0","0","0","0","在戰鬥中獲得勝利。","11077","0","0","-191","2","74","0","150","0","0","《EX》成群的危險暗影‧魔學","0","0","2015/12/17 15:00:00","300020","0"
"91002","8","15077003","5","2","31044","5","在戰鬥中獲得勝利。","11077","51039","31021","62","1","561","1","30","5","2","瀰漫於冥界的魔性香氣","31301","2","2015/12/17 15:00:00","300010","2"
"91002","8","15077004","5","0","0","5","在戰鬥中獲得勝利。","11077","0","31180","33","1","741","0","30","0","2","衝突，母性vs經商精神！？","31015","0","2015/12/17 15:00:00","300010","2"
"91002","8","15077005","0","0","0","0","在戰鬥中獲得勝利。","11077","0","0","-125","2","517","0","150","0","0","《EX》成群的危險暗影‧墮天","0","0","2015/12/17 15:00:00","300020","0"
"91002","8","15078001","5","0","51040","5","在戰鬥中獲得勝利。","11078","0","31005","118","1","-440","0","30","1","2","幫派成員與英雄","31066","2","2015/12/17 15:00:00","300010","2"
"91002","8","15078002","0","0","0","0","在戰鬥中獲得勝利。","11078","0","0","-78","2","-124","0","400","0","0","《EX》危險的魔物‧大鬼再現","0","0","2015/12/17 15:00:00","300020","0"
"91002","8","15078003","5","2","31093","5","在戰鬥中獲得勝利。","11078","51041","31094","-184","1","86","1","30","5","2","活屍中的迷霧","31092","2","2015/12/17 15:00:00","300010","2"
"91002","8","15078004","0","0","0","0","在戰鬥中獲得勝利。","11078","0","0","-187","2","477","0","400","0","0","《EX》危險的魔物‧懶獸","0","0","2015/12/17 15:00:00","300020","0"
"0","0","15078005","0","0","0","0","在戰鬥中獲得勝利。","11078","0","0","-146","1","687","0","0","0","0","分支冒險3","0","0","2015/12/17 15:00:00","300010","0"
"0","0","15078006","0","0","0","0","在戰鬥中獲得勝利。","11078","0","0","30","2","760","0","0","0","0","《EX》EX冒險3","0","0","2015/12/17 15:00:00","300020","0"
