66d66683184dce8f5407813f0ac26c113c2d9e5304e74142e00bbce17d6317c8,9e4bfbb1f32ca731371729f6673897420e17489520b09008e11bc3b34d5d0b88,c71e15718538380147302fce0f138a3a7514721b65d0ad857efaf63647620a9d,c6c41c187b97c7594e227ce89106f0c88ba3247197c166f68a73e84d69733316,a0cab7b101c848d4bd14b89351aec0a2e3711a4846dcfe11271bccba7443205b,78adf6e9a5483afa6c5a1c522e69cfa400781bb714da733e2fa287d58398712e,84343093612cd6f34fe3eb250f4eb957b301ccc9b938b6563ad117ab67c07c89,668c283951c69a1a80908917d8ad2ed55711945ccb8929a581c3c12533c133b6,15ef21b54c73c7a06ecf2c054f7515384a56699d421df354348b15b419969789,33b2a8730bec0bc7c418fae6bc77196b52bfb6d4631d1afb012952e682927b42,475d0e9ce775f40b2e7c1377c0218007ab949abc0844508adb3a6b71dd76c81c
"10104011","12018003","10104","0","1","通過主線冒險（HARD） 18-3","0","1","11","10104011","0"
"10104012","13018001","10104","0","1","通過主線冒險（VERY HARD） 18-1","0","1","11","10104012","0"
"10104013","105801","10104","0","1","將貪吃佩可升到★6","0","6","4","10104013","0"
"10104014","1010401","10104","0","1","將主線劇情第1部step4任務全部通關","0","13","17","10104014","0"
"10105001","11019014","10105","0","1","通過主線冒險（NORMAL） 19-14","0","1","11","10105001","0"
"10105002","104901","10105","0","1","將靜流升到★4","0","4","4","10105002","0"
"10105003","11020014","10105","0","1","通過主線冒險（NORMAL） 20-14","0","1","11","10105003","0"
"10105004","2010099","10105","0","1","閱覽主線劇情第10章全部","0","1","16","10105004","0"
"10105005","11021014","10105","0","1","通過主線冒險（NORMAL） 21-14","0","1","11","10105005","0"
"10105006","100201","10105","0","1","將優衣升到★5","0","5","4","10105006","0"
"10105007","11022014","10105","0","1","通過主線冒險（NORMAL） 22-14","0","1","11","10105007","0"
"10105008","2011099","10105","0","1","閱覽主線劇情第11章全部","0","1","16","10105008","0"
"10105009","13018002","10105","0","1","通過主線冒險（VERY HARD） 18-2","0","1","11","10105009","0"
"10105010","105901","10105","0","1","將可可蘿升到★6","0","6","4","10105010","0"
"10105011","1010501","10105","0","1","將主線劇情第1部step5任務全部通關","0","10","17","10105011","0"
"10106001","11023014","10106","0","1","通過主線冒險（NORMAL） 23-14","0","1","11","10106001","0"
"10106002","11024014","10106","0","1","通過主線冒險（NORMAL） 24-14","0","1","11","10106002","0"
"10106003","2012099","10106","0","1","閱覽主線劇情第12章全部","0","1","16","10106003","0"
"10106004","13018003","10106","0","1","通過主線冒險（VERY HARD） 18-3","0","1","11","10106004","0"
"10106005","106001","10106","0","1","將凱留升到★6","0","6","4","10106005","0"
"10106006","11025014","10106","0","1","通過主線冒險（NORMAL） 25-14","0","1","11","10106006","0"
"10106007","101101","10106","0","1","將璃乃升到★4","0","4","4","10106007","0"
"10106008","11026014","10106","0","1","通過主線冒險（NORMAL） 26-14","0","1","11","10106008","0"
"10106009","2013099","10106","0","1","閱覽主線劇情第13章全部","0","1","16","10106009","0"
"10106010","1010601","10106","0","1","將主線劇情第1部step6任務全部通關","0","9","17","10106010","0"
"10107001","11027014","10107","0","1","通過主線冒險（NORMAL） 27-14","0","1","11","10107001","0"
"10107002","1","10107","0","1","進行任一角色的角色Lv突破極限","0","1","34","10107002","0"
"10107003","11028014","10107","0","1","通過主線冒險（NORMAL） 28-14","0","1","11","10107003","0"
"10107004","2014099","10107","0","1","閱覽主線劇情第14章全部","0","1","16","10107004","0"
"10107005","11029014","10107","0","1","通過主線冒險（NORMAL） 29-14","0","1","11","10107005","0"
"10107006","11030014","10107","0","1","通過主線冒險（NORMAL） 30-14","0","1","11","10107006","0"
"10107007","9000001","10107","0","1","通關王都終末決戰","0","1","15","10107007","0"
"10107008","2015009","10107","0","1","閱覽主線劇情第15章全部","0","1","16","10107008","0"
"10201001","11031014","10201","0","1","通過主線冒險（NORMAL） 31-14","0","1","11","10201001","0"
"10201002","11032014","10201","0","1","通過主線冒險（NORMAL） 32-14","0","1","11","10201002","0"
"10201003","2101014","10201","0","1","閱覽主線劇情第2部第1章全部","0","1","16","10201003","0"
"10201004","11033014","10201","0","1","通過主線冒險（NORMAL） 33-14","0","1","11","10201004","0"
"10201005","11034014","10201","0","1","通過主線冒險（NORMAL） 34-14","0","1","11","10201005","0"
"10201006","2102099","10201","0","1","閱覽主線劇情第2部第2章全部","0","1","16","10201006","0"
"10201007","11035014","10201","0","1","通過主線冒險（NORMAL） 35-14","0","1","11","10201007","0"
"10201008","1020101","10201","0","1","將主線劇情第2部step1任務全部通關","0","7","17","10201008","0"
"10202001","11036014","10202","0","1","通過主線冒險（NORMAL） 36-14","0","1","11","10202001","0"
"10202002","11037014","10202","0","1","通過主線冒險（NORMAL） 37-14","0","1","11","10202002","0"
"10202003","2103099","10202","0","1","閱覽主線劇情第2部第3章全部","0","1","16","10202003","0"
"10202004","106401","10202","0","1","裝備雪菲的專用裝備１","0","1","5","10202004","0"
"10202005","11038014","10202","0","1","通過主線冒險（NORMAL） 38-14","0","1","11","10202005","0"
"10202006","11039014","10202","0","1","通過主線冒險（NORMAL）39-14","0","1","11","10202006","0"
"10202007","2104099","10202","0","1","閱覽主線劇情第2部第4章全部","0","1","16","10202007","0"
"10202008","11040014","10202","0","1","通過主線冒險（NORMAL）40-14","0","1","11","10202008","0"
"10202009","1020201","10202","0","1","將主線劇情第2部step2任務全部通關","0","8","17","10202009","0"
"10203001","11041014","10203","0","1","通過主線冒險（NORMAL）41-14","0","1","11","10203001","0"
"10203002","2105099","10203","0","1","閱覽主線劇情第2部第5章全部","0","1","16","10203002","0"
"10203003","11042014","10203","0","1","通過主線冒險（NORMAL）42-14","0","1","11","10203003","0"
"10203004","11043014","10203","0","1","通過主線冒險（NORMAL）43-14","0","1","11","10203004","0"
"10203005","2106099","10203","0","1","閱覽主線劇情第2部第6章全部","0","1","16","10203005","0"
"10203006","11044014","10203","0","1","通過主線冒險（NORMAL）44-14","0","1","11","10203006","0"
"10203007","11045014","10203","0","1","通過主線冒險（NORMAL）45-14","0","1","11","10203007","0"
"10203008","2107099","10203","0","1","閱覽主線劇情第2部第7章全部","0","1","16","10203008","0"
"10203009","1020301","10203","0","1","將主線劇情第2部step3任務全部通關","0","8","17","10203009","0"
"10204001","11046014","10204","0","1","通過主線冒險（NORMAL）46-14","0","1","11","10204001","0"
"10204002","11047014","10204","0","1","通過主線冒險（NORMAL）47-14","0","1","11","10204002","0"
"10204003","2108099","10204","0","1","閱覽主線劇情第2部第8章全部","0","1","16","10204003","0"
"10204004","106401","10204","0","1","將雪菲升到★4","0","4","4","10204004","0"
"10204005","11048014","10204","0","1","通過主線冒險（NORMAL）48-14","0","1","11","10204005","0"
"10204006","11049014","10204","0","1","通過主線冒險（NORMAL）49-14","0","1","11","10204006","0"
"10204007","11050014","10204","0","1","通過主線冒險（NORMAL）50-14","0","1","11","10204007","0"
"10204008","2109099","10204","0","1","閱覽主線劇情第2部第9章全部","0","1","16","10204008","0"
"10204009","106401","10204","0","1","將雪菲升到★5","0","5","4","10204009","0"
"10204010","1020401","10204","0","1","將主線劇情第2部step4任務全部通關","0","9","17","10204010","0"
"10205001","11051014","10205","0","1","通過主線冒險（NORMAL）51-14","0","1","11","10205001","0"
"10205002","11052014","10205","0","1","通過主線冒險（NORMAL）52-14","0","1","11","10205002","0"
"10205003","2110099","10205","0","1","閱覽主線劇情第2部第10章全部","0","1","16","10205003","0"
"10205004","11053014","10205","0","1","通過主線冒險（NORMAL）53-14","0","1","11","10205004","0"
"10205005","11054014","10205","0","1","通過主線冒險（NORMAL）54-14","0","1","11","10205005","0"
"10205006","2111099","10205","0","1","閱覽主線劇情第2部第11章全部","0","1","16","10205006","0"
"10205007","11055014","10205","0","1","通過主線冒險（NORMAL）55-14","0","1","11","10205007","0"
"10205008","11056014","10205","0","1","通過主線冒險（NORMAL）56-14","0","1","11","10205008","0"
"10205009","2112099","10205","0","1","閱覽主線劇情第2部第12章全部","0","1","16","10205009","0"
"10205010","11057014","10205","0","1","通過主線冒險（NORMAL）57-14","0","1","11","10205010","0"
"10205011","11058014","10205","0","1","通過主線冒險（NORMAL）58-14","0","1","11","10205011","0"
"10205012","2113099","10205","0","1","閱覽主線劇情第2部第13章全部","0","1","16","10205012","0"
"10205013","1020501","10205","0","1","將主線劇情第2部step5任務全部通關","0","12","17","10205013","0"
"10206001","11059014","10206","0","1","通過主線冒險（NORMAL）59-14","0","1","11","10206001","0"
"10206002","2114099","10206","0","1","閱覽主線劇情第2部第14章全部","0","1","16","10206002","0"
"10206003","106401","10206","0","1","將雪菲升到★6","0","6","4","10206003","0"
"10206004","105801","10206","0","1","裝備貪吃佩可的專用裝備２","0","1","6","10206004","0"
"10206005","106001","10206","0","1","裝備凱留的專用裝備２","0","1","6","10206005","0"
"10206006","105901","10206","0","1","裝備可可蘿的專用裝備２","0","1","6","10206006","0"
"10206007","11060014","10206","0","1","通過主線冒險（NORMAL）60-14","0","1","11","10206007","0"
"10206008","2115099","10206","0","1","閱覽主線劇情第2部第15章全部","0","1","16","10206008","0"
"10206009","11061014","10206","0","1","通過主線冒險（NORMAL）61-14","0","1","11","10206009","0"
"10206010","11062014","10206","0","1","通過主線冒險（NORMAL）62-14","0","1","11","10206010","0"
"10206011","9000003","10206","0","1","通關終炎的理想鄉","0","1","15","10206011","0"
"10206012","2116099","10206","0","1","閱覽主線劇情第2部第16章全部","0","1","16","10206012","0"
"10206013","1020601","10206","0","1","將主線劇情第2部step6任務全部通關","0","12","17","10206013","0"
"10207001","11063001","10207","0","1","通過主線冒險（NORMAL）63-1","0","1","11","10207001","0"
"10207002","10207002","10207","0","1","通過紅焰的深域1-1","0","1","19","10207002","0"
"10207003","10207003","10207","0","1","通過蒼波的深域1-1","0","1","19","10207003","0"
"10207004","10207004","10207","0","1","通過翠嵐的深域1-1","0","1","19","10207004","0"
"10207005","10207005","10207","0","1","通過珀天的深域1-1","0","1","19","10207005","0"
"10207006","10207006","10207","0","1","通過紫冥的深域1-1","0","1","19","10207006","0"
"20101001","0","20101","0","2","登入1次","0","1","20","20101001","0"
"20101002","0","20101","0","2","登入2次","0","2","20","20101002","0"
"20101003","0","20101","0","2","登入3次","0","3","20","20101003","0"
"20101004","0","20101","0","2","消耗500體力","0","500","21","20101004","0"
"20101005","0","20101","0","2","消耗1000體力","0","1000","21","20101005","0"
"20101006","0","20101","0","2","消耗1500體力","0","1500","21","20101006","0"
"20101007","0","20101","0","2","提升角色的技能等級共100次","0","100","27","20101007","0"
"20101008","0","20101","0","2","進行1次公主騎士強化","99010","1","28","20101008","25021"
"20101009","0","20101","0","2","進行1次究極鍊成","0","1","22","20101009","0"
"20101010","0","20101","0","2","抽1次專精轉蛋","0","1","23","20101010","0"
"20101011","2201001","20101","0","2","閱覽主線劇情第3部第1章第1話","0","1","16","20101011","0"
"20101012","31009","20101","0","2","征服地下城「蔚藍王寨」","0","1","14","20101012","0"
"20101013","11065001","20101","0","2","通過主線冒險（NORMAL）65-1","0","1","11","20101013","0"
"20101014","0","20101","0","2","通過1次黎明界迷宮","0","1","24","20101014","0"
"20101015","20101001","20101","0","2","在深域冒險中通過任何屬性的1-10","0","1","19","20101015","0"
"20101016","11072001","20101","0","2","通過主線冒險（NORMAL）72-1","0","1","11","20101016","0"
"20101017","75000001","20101","0","2","通關記憶領域第1層","0","1","25","20101017","0"
"20101018","2010101","20101","0","2","達成所有任務","0","17","17","20101018","0"
