de85e2251c240bcfc00cdd69905ed2a228d191ac01adb912017d5e8555e3ba49,8c87f3a256eec8993be535a4936c805976794ac1e14f66d8860197e838794ba9,ccc0444a0fb894eb925001ccd48bc892d6264752ba8fb9ba17980b625ff84cd6,43c43d2af977b3ef6b466864dde5f8f7f4919646648896d22d93e21e306f343f,49e08758e6acaba21215192a2d6fe363b8ea0084e90176b56ea72635736f3937
"1092","10121","100","514","10"
"1181","10122","101","519","10"
"1102","10123","100","522","10"
"1042","10124","101","526","10"
"846","10125","100","529","10"
"880","10126","100","532","10"
"945","10127","101","537","10"
"892","10128","100","541","10"
"1018","10129","100","546","10"
"866","10130","101","551","10"
"630","10131","100","554","10"
"543","10132","101","558","10"
"320","10133","100","563","10"
"421","10134","100","566","10"
"483","10135","101","570","10"
"600","10136","100","575","10"
"505","10137","100","580","10"
"321","10138","100","583","10"
"268","10139","101","586","10"
"373","10140","100","590","10"
"579","10141","100","595","10"
"386","10142","400","599","10"
"511","10143","100","604","10"
"599","10144","100","608","10"
"639","10145","101","612","10"
"731","10146","100","615","10"
"689","10147","300","619","10"
"478","10148","100","624","10"
"583","10149","101","628","10"
"338","10150","100","633","10"
"142","10151","100","636","10"
"383","10152","100","640","10"
"555","10153","100","644","10"
"510","10154","101","649","10"
"751","10155","100","653","10"
"529","10156","100","656","10"
"491","10157","100","659","10"
"265","10158","100","662","10"
"440","10159","100","665","10"
"236","10160","101","670","10"
"351","10161","100","674","10"
"302","10162","101","677","10"
"150","10163","100","682","10"
"71","10164","100","686","10"
"14","10165","101","690","10"
"211","10166","100","694","10"
"127","10167","101","698","10"
"375","10168","100","702","10"
"497","10169","100","706","10"
"412","10170","200","710","10"
"638","10171","100","714","10"
"835","10172","100","719","10"
"921","10173","100","722","10"
"828","10174","101","727","10"
"882","10175","100","730","10"
"658","10176","100","735","10"
"883","10177","101","739","10"
"1105","10178","100","743","10"
"1186","10179","100","748","10"
"979","10180","100","752","10"
"780","10181","400","755","10"
"644","10182","100","760","10"
"397","10183","100","764","10"
"561","10184","100","768","10"
"530","10185","100","773","10"
"653","10186","101","778","10"
"695","10187","100","783","10"
"531","10188","100","787","10"
"653","10189","101","793","10"
"414","10190","100","799","10"
"190","10191","100","804","10"
"147","10192","101","809","10"
"334","10193","100","815","10"
"270","10194","100","820","10"
"487","10195","100","825","10"
"590","10196","101","831","10"
"637","10197","100","835","10"
"572","10198","101","840","10"
"652","10199","100","842","10"
"746","10200","100","850","10"
"255","11001","100","30","11"
"634","11002","100","34","11"
"539","11003","100","37","11"
"413","11004","101","41","11"
"748","11005","100","46","11"
"608","11006","100","51","11"
"1002","11007","100","54","11"
"802","11008","101","58","11"
"509","11009","100","62","11"
"648","11010","100","67","11"
"305","11011","100","71","11"
"15","11012","100","75","11"
"440","11013","101","78","11"
"476","11014","100","82","11"
"735","11015","100","87","11"
"955","11016","100","92","11"
"1027","11017","100","96","11"
"590","11018","100","101","11"
"249","11019","100","105","11"
"694","11020","100","108","11"
"491","11021","100","112","11"
"174","11022","100","117","11"
"218","11023","100","120","11"
"498","11024","100","125","11"
"928","11025","101","129","11"
"819","11026","100","133","11"
"1136","11027","100","137","11"
"875","11028","100","140","11"
"1010","11029","100","143","11"
"1178","11030","100","147","11"
"785","11031","101","152","11"
"357","11032","100","155","11"
"593","11033","101","159","11"
"382","11034","101","162","11"
"662","11035","100","165","11"
"543","11036","100","170","11"
"916","11037","101","173","11"
"1181","11038","100","178","11"
"771","11039","400","183","11"
"1083","11040","100","188","11"
"1192","11041","100","192","11"
"887","11042","101","197","11"
"628","11043","100","202","11"
"674","11044","100","205","11"
"545","11045","100","210","11"
"411","11046","101","215","11"
"546","11047","100","219","11"
"105","11048","100","224","11"
"178","11049","100","227","11"
"261","11050","100","232","11"
"224","11051","100","237","11"
"354","11052","100","240","11"
"638","11053","100","244","11"
"445","11054","101","247","11"
"697","11055","100","252","11"
"1108","11056","200","255","11"
"695","11057","100","259","11"
"1000","11058","100","262","11"
"768","11059","101","265","11"
"608","11060","100","270","11"
"486","11061","101","273","11"
"595","11062","100","277","11"
"430","11063","100","281","11"
"359","11064","100","284","11"
"474","11065","100","289","11"
"230","11066","100","292","11"
"652","11067","101","296","11"
"424","11068","100","300","11"
"472","11069","300","304","11"
"678","11070","100","307","11"
"946","11071","100","310","11"
"912","11072","101","314","11"
"762","11073","100","317","11"
"1057","11074","100","321","11"
"684","11075","101","326","11"
"770","11076","100","330","11"
"565","11077","100","335","11"
"632","11078","100","340","11"
"1049","11079","100","345","11"
"1089","11080","101","349","11"
"908","11081","100","352","11"
"686","11082","100","357","11"
"537","11083","100","361","11"
"271","11084","101","364","11"
"71","11085","100","369","11"
"463","11086","100","374","11"
"585","11087","101","379","11"
"469","11088","100","383","11"
"113","11089","100","386","11"
"7","11090","100","391","11"
"99","11091","101","395","11"
"363","11092","100","398","11"
"118","11093","100","402","11"
"533","11094","100","407","11"
"376","11095","100","410","11"
"160","11096","100","414","11"
"406","11097","101","417","11"
"163","11098","100","422","11"
"544","11099","100","425","11"
"846","11100","100","429","11"
"397","11101","101","434","11"
"174","11102","100","439","11"
"364","11103","100","444","11"
"730","11104","400","447","11"
"922","11105","100","452","11"
"1024","11106","100","456","11"
"625","11107","101","461","11"
"488","11108","100","464","11"
"555","11109","300","467","11"
"655","11110","100","471","11"
"818","11111","101","476","11"
"602","11112","100","481","11"
"909","11113","100","484","11"
"1185","11114","100","488","11"
"828","11115","100","492","11"
"619","11116","100","495","11"
"567","11117","100","500","11"
"806","11118","200","503","11"
"708","11119","100","506","11"
"1043","11120","100","510","11"
"707","11121","100","514","11"
"992","11122","101","519","11"
"811","11123","100","522","11"
"497","11124","101","526","11"
"166","11125","100","529","11"
"5","11126","100","532","11"
"436","11127","101","537","11"
"658","11128","100","541","11"
"559","11129","100","546","11"
"380","11130","101","551","11"
"153","11131","100","554","11"
"385","11132","101","558","11"
"635","11133","100","563","11"
"339","11134","100","566","11"
"27","11135","101","570","11"
"367","11136","100","575","11"
"143","11137","100","580","11"
"42","11138","100","583","11"
"275","11139","101","586","11"
"712","11140","100","590","11"
"1015","11141","100","595","11"
"620","11142","400","599","11"
"675","11143","100","604","11"
"1033","11144","100","608","11"
"852","11145","101","612","11"
"776","11146","100","615","11"
"546","11147","300","619","11"
"498","11148","100","624","11"
"787","11149","101","628","11"
"562","11150","100","633","11"
"158","11151","100","636","11"
"303","11152","100","640","11"
"204","11153","100","644","11"
"310","11154","101","649","11"
"35","11155","100","653","11"
"210","11156","100","656","11"
"473","11157","100","659","11"
"240","11158","100","662","11"
"123","11159","100","665","11"
"457","11160","101","670","11"
"582","11161","100","674","11"
"764","11162","101","677","11"
"430","11163","100","682","11"
"394","11164","100","686","11"
"546","11165","101","690","11"
"686","11166","100","694","11"
"754","11167","101","698","11"
"323","11168","100","702","11"
"765","11169","100","706","11"
"1034","11170","200","710","11"
"775","11171","100","714","11"
"387","11172","100","719","11"
"584","11173","100","722","11"
"473","11174","101","727","11"
"651","11175","100","730","11"
"772","11176","100","735","11"
"677","11177","101","739","11"
"274","11178","100","743","11"
"567","11179","100","748","11"
"671","11180","100","752","11"
"290","11181","400","755","11"
"511","11182","100","760","11"
"135","11183","100","764","11"
"47","11184","100","768","11"
"139","11185","100","773","11"
"268","11186","101","778","11"
"669","11187","100","783","11"
"589","11188","100","787","11"
"419","11189","101","793","11"
"859","11190","100","799","11"
"1120","11191","100","804","11"
"1054","11192","101","809","11"
"904","11193","100","815","11"
"1153","11194","100","820","11"
"899","11195","100","825","11"
"805","11196","101","831","11"
"546","11197","100","835","11"
"308","11198","101","840","11"
"50","11199","100","842","11"
"483","11200","100","850","11"
"512","12001","100","30","12"
"411","12002","100","35","12"
"536","12003","101","40","12"
"762","12004","100","43","12"
"361","12005","100","47","12"
"725","12006","100","51","12"
"1121","12007","100","56","12"
"805","12008","101","59","12"
"341","12009","100","63","12"
"658","12010","100","67","12"
"351","12011","100","71","12"
"150","12012","100","75","12"
"504","12013","101","78","12"
"978","12014","100","82","12"
"517","12015","101","87","12"
"877","12016","100","92","12"
"650","12017","100","97","12"
"818","12018","100","102","12"
"510","12019","100","110","12"
"549","12020","100","115","12"
"450","12021","100","120","12"
"735","12022","100","125","12"
"929","12023","100","128","12"
"868","12024","101","131","12"
"1060","12025","100","138","12"
"929","12026","100","142","12"
"726","12027","101","146","12"
"674","12028","100","151","12"
"1052","12029","100","155","12"
"1013","12030","100","160","12"
"1095","12031","100","164","12"
"1039","12032","101","168","12"
"579","12033","100","171","12"
"255","12034","100","174","12"
"593","12035","100","178","12"
"947","12036","100","183","12"
"638","12037","100","186","12"
"1037","12038","100","189","12"
"987","12039","101","192","12"
"812","12040","100","195","12"
"685","12041","100","198","12"
"1105","12042","100","202","12"
"750","12043","100","207","12"
"476","12044","101","212","12"
"697","12045","100","216","12"
"366","12046","400","219","12"
"705","12047","100","223","12"
"382","12048","100","226","12"
"269","12049","101","230","12"
"694","12050","100","235","12"
"470","12051","100","238","12"
"764","12052","100","243","12"
"391","12053","101","248","12"
"236","12054","100","252","12"
"142","12055","100","255","12"
"298","12056","100","258","12"
"594","12057","300","263","12"
"916","12058","100","266","12"
"793","12059","100","271","12"
"854","12060","100","275","12"
"681","12061","101","279","12"
"1030","12062","100","282","12"
"550","12063","200","286","12"
"278","12064","100","289","12"
"145","12065","100","294","12"
"65","12066","101","297","12"
"319","12067","100","300","12"
"398","12068","101","303","12"
"438","12069","101","308","12"
"66","12070","100","312","12"
"104","12071","100","317","12"
"520","12072","100","322","12"
"851","12073","100","326","12"
"736","12074","101","329","12"
"1175","12075","100","334","12"
"742","12076","100","337","12"
"978","12077","100","340","12"
"1194","12078","100","344","12"
"1143","12079","101","349","12"
"712","12080","100","354","12"
"1129","12081","100","357","12"
"1088","12082","101","361","12"
"749","12083","100","364","12"
"605","12084","100","368","12"
"773","12085","100","371","12"
"457","12086","100","376","12"
"231","12087","101","381","12"
"595","12088","100","385","12"
"322","12089","100","389","12"
"445","12090","100","393","12"
"130","12091","101","396","12"
"588","12092","100","399","12"
"726","12093","100","402","12"
"314","12094","101","405","12"
"595","12095","100","410","12"
"652","12096","200","413","12"
"757","12097","100","418","12"
"604","12098","100","423","12"
"853","12099","101","426","12"
"1121","12100","100","429","12"
"919","12101","100","434","12"
"840","12102","400","439","12"
"723","12103","100","443","12"
"811","12104","100","448","12"
"769","12105","300","452","12"
"427","12106","101","457","12"
"599","12107","100","462","12"
"228","12108","100","465","12"
"44","12109","101","469","12"
"224","12110","100","472","12"
"25","12111","100","476","12"
"128","12112","100","481","12"
"589","12113","101","484","12"
"961","12114","100","489","12"
"632","12115","100","493","12"
"662","12116","100","497","12"
"316","12117","100","501","12"
"487","12118","101","509","12"
"545","12119","100","514","12"
"929","12120","100","522","12"
"667","12121","101","525","12"
"468","12122","100","528","12"
"341","12123","100","531","12"
"711","12124","400","534","12"
"1007","12125","100","538","12"
"1054","12126","100","543","12"
"703","12127","101","546","12"
"421","12128","100","551","12"
"634","12129","100","554","12"
"1101","12130","100","557","12"
"842","12131","101","562","12"
"1021","12132","100","567","12"
"1103","12133","100","572","12"
"931","12134","100","575","12"
"1062","12135","100","579","12"
"1020","12136","100","583","12"
"1108","12137","100","586","12"
"1052","12138","100","591","12"
"681","12139","100","596","12"
"438","12140","101","599","12"
"471","12141","100","604","12"
"311","12142","101","607","12"
"373","12143","100","612","12"
"771","12144","101","616","12"
"983","12145","100","619","12"
"1098","12146","100","622","12"
"890","12147","101","625","12"
"1032","12148","100","629","12"
"642","12149","300","632","12"
"378","12150","100","636","12"
"90","12151","100","641","12"
"525","12152","200","646","12"
"980","12153","100","651","12"
"1012","12154","100","654","12"
"1177","12155","101","658","12"
"761","12156","100","663","12"
"804","12157","101","666","12"
"1015","12158","100","670","12"
"1095","12159","100","673","12"
"1052","12160","100","675","12"
"868","12161","400","680","12"
"705","12162","100","683","12"
"1023","12163","100","686","12"
"798","12164","101","690","12"
"684","12165","100","694","12"
"870","12166","100","698","12"
"1074","12167","100","702","12"
"999","12168","100","707","12"
"610","12169","101","711","12"
"644","12170","100","715","12"
"783","12171","101","719","12"
"981","12172","100","724","12"
"1188","12173","100","728","12"
"1079","12174","101","734","12"
"658","12175","100","739","12"
"750","12176","100","742","12"
"526","12177","100","745","12"
"636","12178","100","751","12"
"457","12179","101","757","12"
"178","12180","100","763","12"
"369","12181","100","768","12"
"677","12182","101","772","12"
"793","12183","100","777","12"
"424","12184","100","781","12"
"510","12185","101","786","12"
"791","12186","100","792","12"
"1074","12187","101","797","12"
"905","12188","100","802","12"
"590","12189","100","805","12"
"759","12190","100","808","12"
"419","12191","100","812","12"
"513","12192","100","817","12"
"912","12193","100","823","12"
"792","12194","100","828","12"
"1154","12195","101","833","12"
"678","12196","100","837","12"
"833","12197","100","841","12"
"571","12198","100","845","12"
"608","12199","100","850","12"
"446","12200","101","855","12"
"314","13001","100","30","13"
"355","13002","100","35","13"
"159","13003","100","39","13"
"535","13004","100","42","13"
"72","13005","100","46","13"
"150","13006","101","49","13"
"298","13007","100","53","13"
"665","13008","100","56","13"
"1046","13009","100","60","13"
"973","13010","100","65","13"
"800","13011","101","68","13"
"723","13012","100","73","13"
"763","13013","100","76","13"
"858","13014","100","81","13"
"682","13015","101","85","13"
"426","13016","100","89","13"
"268","13017","100","94","13"
"122","13018","100","97","13"
"43","13019","101","102","13"
"376","13020","100","107","13"
"765","13021","100","112","13"
"1006","13022","100","117","13"
"855","13023","101","121","13"
"789","13024","100","124","13"
"1021","13025","100","129","13"
"707","13026","101","133","13"
"1093","13027","100","138","13"
"1172","13028","100","143","13"
"700","13029","101","148","13"
"1003","13030","100","153","13"
"746","13031","100","158","13"
"429","13032","101","163","13"
"84","13033","100","167","13"
"230","13034","100","171","13"
"409","13035","100","174","13"
"234","13036","100","179","13"
"627","13037","100","183","13"
"504","13038","100","188","13"
"620","13039","101","191","13"
"831","13040","100","196","13"
"621","13041","100","200","13"
"754","13042","100","205","13"
"403","13043","100","208","13"
"325","13044","101","212","13"
"128","13045","100","215","13"
"510","13046","400","220","13"
"119","13047","100","223","13"
"159","13048","100","228","13"
"220","13049","101","232","13"
"61","13050","100","236","13"
"176","13051","100","239","13"
"289","13052","100","243","13"
"150","13053","101","246","13"
"398","13054","100","251","13"
"672","13055","100","254","13"
"985","13056","100","257","13"
"650","13057","300","262","13"
"740","13058","100","267","13"
"1016","13059","100","271","13"
"1058","13060","100","274","13"
"989","13061","101","277","13"
"703","13062","100","282","13"
"410","13063","200","285","13"
"800","13064","100","288","13"
"750","13065","100","291","13"
"821","13066","101","294","13"
"768","13067","100","298","13"
"1078","13068","101","303","13"
"1120","13069","101","308","13"
"831","13070","100","313","13"
"783","13071","100","318","13"
"459","13072","100","322","13"
"229","13073","100","325","13"
"271","13074","101","328","13"
"75","13075","100","332","13"
"355","13076","100","337","13"
"202","13077","100","342","13"
"288","13078","100","347","13"
"546","13079","101","350","13"
"497","13080","400","355","13"
"430","13081","100","359","13"
"258","13082","101","362","13"
"594","13083","100","366","13"
"894","13084","100","371","13"
"1131","13085","100","376","13"
"1176","13086","100","380","13"
"930","13087","101","385","13"
"572","13088","100","390","13"
"300","13089","100","394","13"
"540","13090","100","398","13"
"759","13091","101","401","13"
"1048","13092","100","405","13"
"712","13093","100","410","13"
"445","13094","101","413","13"
"391","13095","100","416","13"
"313","13096","200","421","13"
"223","13097","100","424","13"
"347","13098","100","429","13"
"677","13099","101","432","13"
"473","13100","100","435","13"
"370","13101","100","438","13"
"315","13102","100","443","13"
"388","13103","100","447","13"
"720","13104","300","452","13"
"991","13105","100","456","13"
"1131","13106","101","460","13"
"814","13107","100","464","13"
"626","13108","100","467","13"
"413","13109","101","472","13"
"210","13110","100","477","13"
"327","13111","100","480","13"
"658","13112","100","483","13"
"911","13113","101","488","13"
"564","13114","100","493","13"
"704","13115","100","496","13"
"553","13116","100","501","13"
"456","13117","100","504","13"
"834","13118","100","508","13"
"1009","13119","101","512","13"
"1059","13120","100","517","13"
"716","13121","100","522","13"
"361","13122","100","525","13"
"300","13123","101","530","13"
"171","13124","100","533","13"
"399","13125","100","536","13"
"302","13126","400","541","13"
"559","13127","100","545","13"
"872","13128","100","550","13"
"1059","13129","101","554","13"
"1125","13130","100","559","13"
"891","13131","100","564","13"
"685","13132","100","569","13"
"772","13133","101","574","13"
"406","13134","100","577","13"
"180","13135","100","580","13"
"315","13136","100","584","13"
"459","13137","100","590","13"
"245","13138","100","596","13"
"149","13139","100","599","13"
"377","13140","100","602","13"
"587","13141","100","607","13"
"879","13142","101","611","13"
"1189","13143","100","614","13"
"983","13144","101","617","13"
"648","13145","100","623","13"
"745","13146","101","629","13"
"662","13147","100","634","13"
"381","13148","100","637","13"
"607","13149","101","642","13"
"390","13150","100","646","13"
"743","13151","100","651","13"
"704","13152","100","657","13"
"531","13153","100","660","13"
"316","13154","100","663","13"
"477","13155","300","668","13"
"316","13156","100","673","13"
"347","13157","101","676","13"
"697","13158","100","682","13"
"376","13159","101","686","13"
"524","13160","100","692","13"
"585","13161","100","695","13"
"436","13162","400","701","13"
"332","13163","100","705","13"
"391","13164","101","710","13"
"344","13165","100","714","13"
"696","13166","100","719","13"
"406","13167","100","723","13"
"556","13168","100","726","13"
"963","13169","101","730","13"
"1149","13170","100","733","13"
"713","13171","101","737","13"
"238","13172","100","742","13"
"500","13173","100","746","13"
"265","13174","101","750","13"
"576","13175","100","754","13"
"444","13176","100","758","13"
"858","13177","100","762","13"
"1152","13178","100","767","13"
"696","13179","100","770","13"
"1043","13180","100","773","13"
"1164","13181","101","776","13"
"825","13182","100","781","13"
"537","13183","100","784","13"
"588","13184","101","788","13"
"445","13185","100","792","13"
"297","13186","101","795","13"
"447","13187","100","798","13"
"307","13188","100","801","13"
"388","13189","100","804","13"
"182","13190","200","809","13"
"275","13191","100","813","13"
"234","13192","100","816","13"
"378","13193","100","821","13"
"693","13194","100","825","13"
"478","13195","101","828","13"
"758","13196","100","832","13"
"299","13197","100","837","13"
"637","13198","100","840","13"
"380","13199","100","844","13"
"203","13200","101","850","13"
"314","14001","100","30","14"
"602","14002","100","34","14"
"446","14003","100","37","14"
"762","14004","100","47","14"
"620","14005","100","53","14"
"571","14006","101","58","14"
"685","14007","100","62","14"
"887","14008","100","65","14"
"1184","14009","100","70","14"
"934","14010","100","72","14"
"972","14011","101","74","14"
"681","14012","100","79","14"
"747","14013","100","85","14"
"483","14014","100","90","14"
"194","14015","101","93","14"
"102","14016","100","99","14"
"358","14017","100","103","14"
"547","14018","100","105","14"
"462","14019","101","111","14"
"735","14020","100","116","14"
"651","14021","100","119","14"
"555","14022","100","123","14"
"226","14023","101","125","14"
"293","14024","100","131","14"
"637","14025","100","133","14"
"601","14026","101","139","14"
"873","14027","100","141","14"
"688","14028","100","147","14"
"1023","14029","101","153","14"
"978","14030","100","155","14"
"906","14031","100","157","14"
"773","14032","101","162","14"
"623","14033","100","168","14"
"491","14034","100","174","14"
"525","14035","100","177","14"
"864","14036","100","183","14"
"1036","14037","100","189","14"
"1162","14038","100","195","14"
"848","14039","101","197","14"
"731","14040","100","202","14"
"844","14041","100","205","14"
"772","14042","100","210","14"
"998","14043","100","214","14"
"925","14044","101","217","14"
"1005","14045","100","223","14"
"540","14046","400","229","14"
"719","14047","100","231","14"
"476","14048","100","236","14"
"563","14049","101","238","14"
"504","14050","100","243","14"
"598","14051","100","249","14"
"923","14052","100","252","14"
"696","14053","101","257","14"
"983","14054","100","261","14"
"802","14055","100","264","14"
"929","14056","100","267","14"
"641","14057","300","272","14"
"872","14058","100","274","14"
"776","14059","100","280","14"
"607","14060","100","285","14"
"487","14061","101","288","14"
"681","14062","100","291","14"
"815","14063","200","294","14"
"990","14064","100","300","14"
"911","14065","100","304","14"
"558","14066","101","309","14"
"411","14067","100","312","14"
"558","14068","101","317","14"
"634","14069","101","322","14"
"988","14070","100","326","14"
"1155","14071","100","330","14"
"880","14072","100","334","14"
"670","14073","100","336","14"
"629","14074","101","340","14"
"383","14075","100","342","14"
"309","14076","100","347","14"
"447","14077","100","353","14"
"176","14078","100","358","14"
"65","14079","101","362","14"
"250","14080","400","366","14"
"507","14081","100","369","14"
"201","14082","101","373","14"
"418","14083","100","375","14"
"136","14084","100","378","14"
"335","14085","100","380","14"
"17","14086","100","383","14"
"93","14087","101","388","14"
"152","14088","100","390","14"
"408","14089","100","392","14"
"618","14090","100","394","14"
"398","14091","101","397","14"
"170","14092","100","403","14"
"336","14093","100","407","14"
"446","14094","101","409","14"
"298","14095","100","412","14"
"658","14096","200","418","14"
"934","14097","100","424","14"
"1137","14098","100","426","14"
"786","14099","101","431","14"
"1145","14100","100","434","14"
"818","14101","100","438","14"
"526","14102","100","443","14"
"239","14103","100","449","14"
"29","14104","100","454","14"
"238","14105","100","456","14"
"603","14106","101","458","14"
"737","14107","100","460","14"
"952","14108","100","463","14"
"1184","14109","101","466","14"
"1120","14110","100","468","14"
"860","14111","100","474","14"
"1113","14112","100","479","14"
"912","14113","101","484","14"
"684","14114","100","488","14"
"725","14115","100","491","14"
"1021","14116","100","494","14"
"869","14117","300","500","14"
"535","14118","100","506","14"
"759","14119","101","510","14"
"583","14120","100","516","14"
"251","14121","100","518","14"
"152","14122","100","522","14"
"378","14123","101","525","14"
"604","14124","100","527","14"
"446","14125","100","529","14"
"312","14126","400","532","14"
"429","14127","100","534","14"
"12","14128","100","537","14"
"301","14129","101","543","14"
"714","14130","100","548","14"
"481","14131","100","553","14"
"305","14132","100","558","14"
"212","14133","101","560","14"
"511","14134","100","562","14"
"314","14135","100","566","14"
"512","14136","100","572","14"
"771","14137","100","578","14"
"719","14138","100","583","14"
"572","14139","100","586","14"
"521","14140","100","589","14"
"823","14141","100","595","14"
"608","14142","101","598","14"
"561","14143","100","604","14"
"869","14144","101","608","14"
"1199","14145","100","614","14"
"991","14146","101","618","14"
"816","14147","100","621","14"
"757","14148","100","627","14"
"1187","14149","101","633","14"
"1073","14150","100","636","14"
"925","14151","100","642","14"
"670","14152","400","648","14"
"730","14153","100","654","14"
"1018","14154","100","656","14"
"938","14155","300","659","14"
"612","14156","100","662","14"
"259","14157","101","664","14"
"293","14158","100","670","14"
"342","14159","101","675","14"
"458","14160","100","677","14"
"585","14161","100","683","14"
"501","14162","100","685","14"
"82","14163","100","691","14"
"433","14164","101","695","14"
"281","14165","100","700","14"
"247","14166","100","706","14"
"71","14167","100","708","14"
"499","14168","100","711","14"
"843","14169","101","717","14"
"887","14170","100","722","14"
"441","14171","101","725","14"
"115","14172","100","729","14"
"241","14173","100","735","14"
"477","14174","101","738","14"
"534","14175","100","743","14"
"859","14176","200","746","14"
"742","14177","100","750","14"
"599","14178","100","754","14"
"433","14179","100","760","14"
"239","14180","100","766","14"
"670","14181","101","771","14"
"267","14182","100","777","14"
"617","14183","100","781","14"
"959","14184","101","784","14"
"649","14185","100","790","14"
"776","14186","101","795","14"
"602","14187","100","800","14"
"375","14188","100","803","14"
"720","14189","100","805","14"
"451","14190","100","810","14"
"196","14191","100","813","14"
"70","14192","100","815","14"
"340","14193","100","818","14"
"548","14194","100","823","14"
"758","14195","101","829","14"
"1005","14196","100","833","14"
"830","14197","100","836","14"
"727","14198","100","841","14"
"814","14199","100","847","14"
"1111","14200","101","855","14"
"120","15001","100","30","15"
"40","15002","100","33","15"
"239","15003","101","40","15"
"64","15004","100","44","15"
"10","15005","100","48","15"
"262","15006","100","53","15"
"228","15007","100","57","15"
"190","15008","101","61","15"
"339","15009","100","66","15"
"205","15010","100","69","15"
"369","15011","100","72","15"
"151","15012","100","75","15"
"187","15013","100","78","15"
"458","15014","101","81","15"
"427","15015","100","85","15"
"665","15016","100","88","15"
"433","15017","400","93","15"
"602","15018","100","96","15"
"301","15019","100","99","15"
"168","15020","100","102","15"
"335","15021","101","106","15"
"648","15022","100","110","15"
"915","15023","100","115","15"
"1085","15024","101","119","15"
"785","15025","100","122","15"
"467","15026","100","127","15"
"568","15027","101","132","15"
"231","15028","100","136","15"
"155","15029","100","141","15"
"259","15030","100","145","15"
"531","15031","500","150","15"
"263","15032","100","155","15"
"633","15033","100","160","15"
"212","15034","101","163","15"
"104","15035","100","168","15"
"371","15036","100","173","15"
