459d16c012c0e297035cb575e754efae0439e98ab73b4e2e9498379ae5926644,7ed2ed963f5792fc25af1210e94c1e39ee00c35e29aea04acf3e4baa5c84f742,635474ba067f2ac6593d4c77f410d3b7e65f99c4dbb27cc100e4589d621f8bc2,2621ccc0bfa4ad03275fbc1a6b9db06e8203e40aafdf0842f30c7fc575c2ab26,4c1cd87b5bd56e33d74c13782fe72182e4e3f2c270fc674baa383e46edcbd43d,666952eb7f1338bde0e10d62300045ee3fcc768caa9263fa152dd3be28c4c42a,37abbaf8a333be525b9ed9e99320949df595b8ed4f348d0f337b9728947eac4b,1411018816a8e52141137705d96c676d0523593bc6f80efa3ada8c950275377f,752c030f5dcc325cb0352fa4d9149965f1a62f37e2449efb68b07266ae2ddf67,d023ab972acb9a00a942b28ec0e5520fbb450184266498f92125b5fd590ce331,d8f26e78cc6cdc5d60fc7960cc0b6053a346fb92a1c8be8e4afd3d60f03819eb
"91002","150","49005","4","","0","8","108","0","0",""
"91002","150","49005","5","","0","8","109","0","0",""
"91002","150","49005","6","","0","8","110","0","0",""
"91002","150","49005","7","","0","8","111","0","0",""
"91002","150","49005","8","","0","8","112","0","0",""
"91002","150","49005","9","","0","8","113","0","0",""
"91002","150","49005","10","","0","8","114","0","0",""
"91002","300","49006","1","","0","8","115","0","0",""
"91002","300","49006","2","","0","8","116","0","0",""
"91002","300","49006","3","","0","8","117","0","0",""
"91002","300","49006","4","","0","8","118","0","0",""
"91002","300","49006","5","","0","8","119","0","0",""
"91002","150","49007","1","","0","8","120","0","0",""
"91002","150","49007","2","","0","8","121","0","0",""
"91002","150","49007","3","","0","8","122","0","0",""
"91002","150","49007","4","","0","8","123","0","0",""
"91002","150","49007","5","","0","8","124","0","0",""
"91002","150","49007","6","","0","8","125","0","0",""
"91002","150","49007","7","","0","8","126","0","0",""
"91002","150","49007","8","","0","8","127","0","0",""
"91002","150","49007","9","","0","8","128","0","0",""
"91002","150","49007","10","","0","8","129","0","0",""
"91002","150","49008","1","","0","8","130","0","0",""
"91002","150","49008","2","","0","8","131","0","0",""
"91002","150","49008","3","","0","8","132","0","0",""
"91002","150","49008","4","","0","8","133","0","0",""
"91002","150","49008","5","","0","8","134","0","0",""
"91002","150","49008","6","","0","8","135","0","0",""
"91002","150","49008","7","","0","8","136","0","0",""
"91002","150","49008","8","","0","8","137","0","0",""
"91002","150","49008","9","","0","8","138","0","0",""
"91002","150","49008","10","","0","8","139","0","0",""
"91002","150","49009","1","","0","8","140","0","0",""
"91002","150","49009","2","","0","8","141","0","0",""
"91002","150","49009","3","","0","8","142","0","0",""
"91002","150","49009","4","","0","8","143","0","0",""
"91002","150","49009","5","","0","8","144","0","0",""
"91002","150","49009","6","","0","8","145","0","0",""
"91002","150","49009","7","","0","8","146","0","0",""
"91002","150","49009","8","","0","8","147","0","0",""
"91002","150","49009","9","","0","8","148","0","0",""
"91002","150","49009","10","","0","8","149","0","0",""
"91002","150","49010","1","","0","8","150","0","0",""
"91002","150","49010","2","","0","8","151","0","0",""
"91002","150","49010","3","","0","8","152","0","0",""
"91002","150","49010","4","","0","8","153","0","0",""
"91002","150","49010","5","","0","8","154","0","0",""
"91002","150","49010","6","","0","8","155","0","0",""
"91002","150","49010","7","","0","8","156","0","0",""
"91002","150","49010","8","","0","8","157","0","0",""
"91002","150","49010","9","","0","8","158","0","0",""
"91002","150","49010","10","","0","8","159","0","0",""
"91002","150","49011","1","","0","8","160","0","0",""
"91002","150","49011","2","","0","8","161","0","0",""
"91002","150","49011","3","","0","8","162","0","0",""
"91002","150","49011","4","","0","8","163","0","0",""
"91002","150","49011","5","","0","8","164","0","0",""
"91002","150","49011","6","","0","8","165","0","0",""
"91002","150","49011","7","","0","8","166","0","0",""
"91002","150","49011","8","","0","8","167","0","0",""
"91002","150","49011","9","","0","8","168","0","0",""
"91002","150","49011","10","","0","8","169","0","0",""
"91002","300","49012","1","","0","8","170","0","0",""
"91002","300","49012","2","","0","8","171","0","0",""
"91002","300","49012","3","","0","8","172","0","0",""
"91002","300","49012","4","","0","8","173","0","0",""
"91002","300","49012","5","","0","8","174","0","0",""
"91002","300","49012","6","","0","8","175","0","0",""
"91002","300","49012","7","","0","8","176","0","0",""
"91002","300","49012","8","","0","8","177","0","0",""
"91002","300","49012","9","","0","8","178","0","0",""
"91002","300","49012","10","","0","8","179","0","0",""
"91002","100","80003","1","","500371","8","180","0","1",""
"91002","100","80003","2","","500371","8","181","0","1",""
"91002","100","80003","3","","500033","8","182","0","1",""
"91002","100","80003","4","","500371","8","183","0","1",""
"91002","100","80003","5","","500033","8","184","0","1",""
"91002","100","80003","6","","500371","8","185","0","1",""
"91002","100","80003","7","","500367","8","186","0","1",""
"91002","100","80003","8","","500367","8","187","0","1",""
"91002","100","80003","9","","500367","8","188","0","1",""
"91002","100","80003","10","","500033","8","189","0","1",""
"91002","100","80003","11","","500033","8","190","0","1",""
"91002","100","80003","12","","500033","8","191","0","1",""
"91002","100","80003","13","","509020","8","192","0","1",""
"91002","100","80003","14","","500371","8","193","0","1",""
"91002","100","80003","15","","500033","8","194","0","1",""
"91002","150","49013","1","","0","8","195","0","0",""
"91002","150","49013","2","","0","8","196","0","0",""
"91002","150","49013","3","","0","8","197","0","0",""
"91002","150","49013","4","","0","8","198","0","0",""
"91002","150","49013","5","","0","8","199","0","0",""
"91002","150","49013","6","","0","8","200","0","0",""
"91002","150","49013","7","","0","8","201","0","0",""
"91002","150","49013","8","","0","8","202","0","0",""
"91002","150","49013","9","","0","8","203","0","0",""
"91002","150","49013","10","","0","8","204","0","0",""
"91002","500","70004","1","","0","8","205","0","0",""
"91002","500","70004","2","","0","8","206","0","0",""
"91002","300","70005","1","","0","8","207","0","0",""
"91002","300","70005","2","","0","8","208","0","0",""
"91002","300","70005","3","","0","8","209","0","0",""
"91002","100","80004","1","","530101","8","210","0","0",""
"91002","100","80004","2","","530102","8","211","0","0",""
"91002","100","80004","3","","530103","8","212","0","0",""
"91002","100","80004","4","","530104","8","213","0","0",""
"91002","100","80004","5","","530105","8","214","0","0",""
"91002","100","80004","6","","530106","8","215","0","0",""
"91002","100","80004","7","","530107","8","216","0","0",""
"91002","100","80004","8","","530108","8","217","0","0",""
"91002","100","80004","9","","530109","8","218","0","0",""
"91002","100","80004","10","","530110","8","219","0","0",""
"91002","100","80004","11","","530111","8","220","0","0",""
"91002","100","80004","12","","530112","8","221","0","0",""
"91002","100","80004","13","","530113","8","222","0","0",""
"91002","100","80004","14","","530114","8","223","0","0",""
"91002","100","80004","15","","530115","8","224","0","0",""
"91002","100","80004","16","","530116","8","225","0","0",""
"91002","100","80004","17","","530117","8","226","0","0",""
"2805","1","80004","17","","530117","7","227","0","0",""
"91002","150","40009","1","","0","8","228","0","0",""
"91002","150","40009","2","","0","8","229","0","0",""
"91002","150","40009","3","","0","8","230","0","0",""
"91002","150","40009","4","","0","8","231","0","0",""
"91002","150","40009","5","","0","8","232","0","0",""
"91002","150","40009","6","","0","8","233","0","0",""
"91002","150","40009","7","","0","8","234","0","0",""
"91002","150","40009","8","","0","8","235","0","0",""
"91002","150","40009","9","","0","8","236","0","0",""
"91002","150","40009","10","","0","8","237","0","0",""
"91002","150","49014","1","","0","8","238","0","0",""
"91002","150","49014","2","","0","8","239","0","0",""
"91002","150","49014","3","","0","8","240","0","0",""
"91002","150","49014","4","","0","8","241","0","0",""
"91002","150","49014","5","","0","8","242","0","0",""
"91002","150","49014","6","","0","8","243","0","0",""
"91002","150","49014","7","","0","8","244","0","0",""
"91002","150","49014","8","","0","8","245","0","0",""
"91002","150","49014","9","","0","8","246","0","0",""
"91002","150","49014","10","","0","8","247","0","0",""
"91002","150","49015","1","","0","8","248","0","0",""
"91002","150","49015","2","","0","8","249","0","0",""
"91002","150","49015","3","","0","8","250","0","0",""
"91002","150","49015","4","","0","8","251","0","0",""
"91002","150","49015","5","","0","8","252","0","0",""
"91002","150","49015","6","","0","8","253","0","0",""
"91002","150","49015","7","","0","8","254","0","0",""
"91002","150","49015","8","","0","8","255","0","0",""
"91002","150","49015","9","","0","8","256","0","0",""
"91002","150","49015","10","","0","8","257","0","0",""
"91002","300","49016","1","","0","8","258","0","0",""
"91002","300","49016","2","","0","8","259","0","0",""
"91002","300","49016","3","","0","8","260","0","0",""
"91002","300","49016","4","","0","8","261","0","0",""
"91002","300","49016","5","","0","8","262","0","0",""
"91002","300","49016","6","","0","8","263","0","0",""
"91002","300","49016","7","","0","8","264","0","0",""
"91002","300","49016","8","","0","8","265","0","0",""
"91002","300","49016","9","","0","8","266","0","0",""
"91002","300","49016","10","","0","8","267","0","0",""
"91002","100","80005","1","","500367","8","268","0","0",""
"91002","100","80005","2","","500367","8","269","0","0",""
"91002","100","80005","3","","500367","8","270","0","0",""
"91002","100","80005","4","","500367","8","271","0","0",""
"91002","100","80005","5","","500367","8","272","0","0",""
"91002","100","80005","6","","500367","8","273","0","0",""
"91002","100","80005","7","","500367","8","274","0","0",""
"91002","100","80005","8","","500367","8","275","0","0",""
"91002","100","80005","9","","500367","8","276","0","0",""
"91002","100","80005","10","","500367","8","277","0","0",""
"91002","100","80005","11","","500367","8","278","0","0",""
"91002","100","80005","12","","500367","8","279","0","0",""
"91002","100","80005","13","","500367","8","280","0","0",""
"91002","100","80005","14","","500367","8","281","0","0",""
"91002","100","80005","15","","500367","8","282","0","0",""
"91002","500","70006","1","","0","8","283","0","0",""
"91002","500","70006","2","","0","8","284","0","0",""
"91002","300","70007","1","","0","8","285","0","0",""
"91002","300","70007","2","","0","8","286","0","0",""
"91002","300","70007","3","","0","8","287","0","0",""
"91002","100","80006","1","","530121","8","298","0","0",""
"91002","100","80006","2","","530122","8","299","0","0",""
"91002","100","80006","3","","530123","8","300","0","0",""
"91002","100","80006","4","","530124","8","301","0","0",""
"91002","100","80006","5","","530125","8","302","0","0",""
"91002","100","80006","6","","530126","8","303","0","0",""
"91002","100","80006","7","","530127","8","304","0","0",""
"91002","100","80006","8","","530128","8","305","0","0",""
"91002","100","80006","9","","530129","8","306","0","0",""
"91002","100","80006","10","","530130","8","307","0","0",""
"91002","100","80006","11","","530131","8","308","0","0",""
"91002","100","80006","12","","530132","8","309","0","0",""
"91002","100","80006","13","","530133","8","310","0","0",""
"91002","100","80006","14","","530134","8","311","0","0",""
"91002","100","80006","15","","530135","8","312","0","0",""
"91002","100","80006","16","","530136","8","313","0","0",""
"91002","100","80006","17","","530137","8","314","0","0",""
"91002","100","80007","1","","530123","8","316","0","0",""
"91002","100","80007","2","","530124","8","317","0","0",""
"91002","100","80007","3","","530125","8","318","0","0",""
"91002","100","80007","4","","530126","8","319","0","0",""
"91002","100","80007","5","","530127","8","320","0","0",""
"91002","100","80007","6","","530128","8","321","0","0",""
"91002","100","80007","7","","530129","8","322","0","0",""
"91002","100","80007","8","","530130","8","323","0","0",""
"91002","100","80007","9","","530131","8","324","0","0",""
"91002","100","80007","10","","530132","8","325","0","0",""
"91002","100","80007","11","","530133","8","326","0","0",""
"91002","100","80007","12","","530134","8","327","0","0",""
"91002","100","80007","13","","530135","8","328","0","0",""
"91002","100","80007","14","","530136","8","329","0","0",""
"91002","100","80007","15","","530137","8","330","0","0",""
"9000215","1","80007","15","","530137","16","331","0","0",""
"9000216","1","80007","15","","530137","16","332","0","0",""
"91002","150","49017","1","","0","8","333","0","0",""
"91002","150","49017","2","","0","8","334","0","0",""
"91002","150","49017","3","","0","8","335","0","0",""
"91002","150","49017","4","","0","8","336","0","0",""
"91002","150","49017","5","","0","8","337","0","0",""
"91002","150","49017","6","","0","8","338","0","0",""
"91002","150","49017","7","","0","8","339","0","0",""
"91002","150","49017","8","","0","8","340","0","0",""
"91002","150","49017","9","","0","8","341","0","0",""
"91002","150","49017","10","","0","8","342","0","0",""
"91002","300","49018","1","","0","8","343","0","0",""
"91002","300","49018","2","","0","8","344","0","0",""
"91002","300","49018","3","","0","8","345","0","0",""
"91002","300","49018","4","","0","8","346","0","0",""
"91002","300","49018","5","","0","8","347","0","0",""
"91002","300","49018","6","","0","8","348","0","0",""
"91002","300","49018","7","","0","8","349","0","0",""
"91002","300","49018","8","","0","8","350","0","0",""
"91002","300","49018","9","","0","8","351","0","0",""
"91002","300","49018","10","","0","8","352","0","0",""
"91002","300","49019","1","","0","8","353","0","0",""
"91002","300","49019","2","","0","8","354","0","0",""
"91002","300","49019","3","","0","8","355","0","0",""
"91002","300","49019","4","","0","8","356","0","0",""
"91002","300","49019","5","","0","8","357","0","0",""
"91002","300","49019","6","","0","8","358","0","0",""
"91002","300","49019","7","","0","8","359","0","0",""
"91002","300","49019","8","","0","8","360","0","0",""
"91002","300","49019","9","","0","8","361","0","0",""
"91002","300","49019","10","","0","8","362","0","0",""
"91002","500","70008","1","","0","8","363","0","0",""
"91002","500","70008","2","","0","8","364","0","0",""
"91002","1000","70009","1","","0","8","365","0","0",""
"91002","150","49020","1","","0","8","366","0","0",""
"91002","150","49020","2","","0","8","367","0","0",""
"91002","150","49020","3","","0","8","368","0","0",""
"91002","750","49020","4","","0","8","369","0","0",""
"91002","200","49020","5","","0","8","370","0","0",""
"91002","200","49020","6","","0","8","371","0","0",""
"91002","200","49020","7","","0","8","372","0","0",""
"91002","300","49020","8","","0","8","373","0","0",""
"91002","300","49020","9","","0","8","374","0","0",""
"91002","600","49020","10","","0","8","375","0","0",""
"24001","1","40011","1","馬上就可以\n見到大家了呢。\n現在我的內心雀躍不已……\n","0","2","376","125801","1","莉莉"
"24001","1","40011","2","初次見面，我是可璃亞♪\n我非常期待\n和大家一起冒險","0","2","377","126001","1","可璃亞"
"24001","1","40011","3","嗯──\n這個，給你。\n是的","0","2","378","126101","1","普蕾西亞"
"24001","1","40011","4","讓我再次自我介紹……\n我是【幻變少女】的\n公會長莉莉","0","2","379","125801","2","莉莉"
"24001","1","40011","5","你好，哥哥♪\n我是【幻變少女】的\n可璃亞","0","2","380","126001","2","可璃亞"
"24001","1","40011","6","哥哥。\n你願意過來，我很開心","0","2","381","126101","2","普蕾西亞"
"91002","100","80008","1","","530141","8","382","0","0",""
"91002","100","80008","2","","530142","8","383","0","0",""
"91002","100","80008","3","","530143","8","384","0","0",""
"91002","100","80008","4","","530144","8","385","0","0",""
"91002","100","80008","5","","530145","8","386","0","0",""
"91002","100","80008","6","","530146","8","387","0","0",""
"91002","100","80008","7","","530147","8","388","0","0",""
"91002","100","80008","8","","530148","8","389","0","0",""
"91002","100","80008","9","","530149","8","390","0","0",""
"91002","100","80008","10","","530150","8","391","0","0",""
"91002","100","80008","11","","530151","8","392","0","0",""
"91002","100","80008","12","","530152","8","393","0","0",""
"91002","100","80008","13","","530153","8","394","0","0",""
"91002","100","80008","14","","530154","8","395","0","0",""
"91002","100","80008","15","","530155","8","396","0","0",""
"91002","100","80008","16","","530156","8","397","0","0",""
"2830","1","80008","16","","530156","7","398","0","0",""
"91002","100","20001","1","","0","8","399","0","0",""
"23001","20","20001","1","","0","2","400","0","0",""
"91002","100","20001","2","","0","8","401","0","0",""
"23001","20","20001","2","","0","2","402","0","0",""
"24016","1","20001","3","","0","2","403","0","0",""
"23001","20","20001","3","","0","2","404","0","0",""
"91002","100","20001","4","","0","8","405","0","0",""
"23001","20","20001","4","","0","2","406","0","0",""
"91002","300","20001","5","","0","8","407","0","0",""
"23001","20","20001","5","","0","2","408","0","0",""
"91002","100","20001","6","","0","8","409","0","0",""
"23001","20","20001","6","","0","2","410","0","0",""
"91002","100","20001","7","","0","8","411","0","0",""
"23001","20","20001","7","","0","2","412","0","0",""
"91002","200","20001","8","","0","8","413","0","0",""
"23001","20","20001","8","","0","2","414","0","0",""
"91002","300","20001","9","","0","8","415","0","0",""
"23001","20","20001","9","","0","2","416","0","0",""
"24016","1","20001","10","","0","2","417","0","0",""
"23001","20","20001","10","","0","2","418","0","0",""
"91002","100","80009","1","","532001","8","419","0","0",""
"91002","100","80009","2","","532002","8","420","0","0",""
"91002","100","80009","3","","532003","8","421","0","0",""
"91002","100","80009","4","","532004","8","422","0","0",""
"91002","100","80009","5","","532005","8","423","0","0",""
"91002","100","80009","6","","532006","8","424","0","0",""
"91002","100","80009","7","","532007","8","425","0","0",""
"91002","100","80009","8","","532008","8","426","0","0",""
"91002","100","80009","9","","532009","8","427","0","0",""
"91002","100","80009","10","","532010","8","428","0","0",""
"91002","100","80009","11","","532011","8","429","0","0",""
"91002","100","80009","12","","532012","8","430","0","0",""
"91002","100","80009","13","","532013","8","431","0","0",""
"91002","100","80009","14","","532014","8","432","0","0",""
"91002","100","80009","15","","532015","8","433","0","0",""
"91002","1500","49021","1","","0","8","434","0","0",""
"91002","500","70010","1","","0","8","443","0","0",""
"41000","1","70012","1","","0","2","444","0","0",""
"91002","1000","70011","1","","0","8","445","0","0",""
"91002","100","80010","1","","530157","8","446","0","0",""
"91002","100","80010","2","","530158","8","447","0","0",""
"91002","100","80010","3","","530159","8","448","0","0",""
"91002","100","80010","4","","530160","8","449","0","0",""
"91002","100","80010","5","","530161","8","450","0","0",""
"91002","100","80010","6","","530162","8","451","0","0",""
"91002","100","80010","7","","530163","8","452","0","0",""
"91002","100","80010","8","","530164","8","453","0","0",""
"91002","100","80010","9","","530165","8","454","0","0",""
"91002","100","80010","10","","530166","8","455","0","0",""
"91002","100","80010","11","","530167","8","456","0","0",""
"91002","100","80010","12","","530168","8","457","0","0",""
"2844","1","80010","12","","530173","7","458","0","0",""
"91002","100","80010","13","","530169","8","459","0","0",""
"2846","1","80010","13","","530173","7","460","0","0",""
"91002","100","80010","14","","530170","8","461","0","0",""
"2845","1","80010","14","","530173","7","462","0","0",""
"91002","100","80010","15","","530171","8","463","0","0",""
"2843","5","80010","15","","530173","7","464","0","0",""
"91002","100","80010","16","","530172","8","465","0","0",""
"2842","1","80010","16","","530173","7","466","0","0",""
"9000236","1","40013","1","","0","16","467","0","0",""
"9000237","1","40013","1","","0","16","468","0","0",""
"9000238","1","40013","1","","0","16","469","0","0",""
"9000239","1","40013","1","","0","16","470","0","0",""
"91002","100","80011","1","","532001","8","471","0","0",""
"91002","100","80011","2","","532002","8","472","0","0",""
"91002","100","80011","3","","532003","8","473","0","0",""
"91002","100","80011","4","","532004","8","474","0","0",""
"91002","100","80011","5","","532005","8","475","0","0",""
"91002","100","80011","6","","532006","8","476","0","0",""
"91002","100","80011","7","","532007","8","477","0","0",""
"91002","100","80011","8","","532008","8","478","0","0",""
"91002","100","80011","9","","532009","8","479","0","0",""
"91002","100","80011","10","","532010","8","480","0","0",""
"91002","100","80011","11","","532011","8","481","0","0",""
"91002","100","80011","12","","532012","8","482","0","0",""
"91002","100","80011","13","","532013","8","483","0","0",""
"91002","100","80011","14","","532014","8","484","0","0",""
"91002","100","80011","15","","532015","8","485","0","0",""
"91002","500","40015","1","","0","8","488","0","0",""
"90008","3000","40015","2","","0","2","489","0","0",""
"91002","500","40015","3","","0","8","490","0","0",""
"90008","3000","40015","4","","0","2","491","0","0",""
"91002","1000","40015","5","","0","8","492","0","0",""
"91002","1000","70013","1","","0","8","493","0","0",""
"91002","500","70014","1","","0","8","494","0","0",""
"41000","1","70015","1","","0","2","495","0","0",""
"91002","100","80012","1","","530208","8","496","0","0",""
"91002","100","80012","2","","530209","8","497","0","0",""
"91002","100","80012","3","","530210","8","498","0","0",""
"91002","100","80012","4","","530211","8","499","0","0",""
"91002","100","80012","5","","530212","8","500","0","0",""
"91002","100","80012","6","","530213","8","501","0","0",""
"91002","100","80012","7","","530214","8","502","0","0",""
"91002","100","80012","8","","530215","8","503","0","0",""
"91002","50","70016","1","","0","8","504","0","0",""
"25011","10000","40015","1","","0","2","505","0","0",""
"25021","3000","40015","1","","0","2","506","0","0",""
"25012","10000","40015","2","","0","2","507","0","0",""
"25021","3000","40015","2","","0","2","508","0","0",""
"25013","10000","40015","3","","0","2","509","0","0",""
"25021","3000","40015","3","","0","2","510","0","0",""
"25014","10000","40015","4","","0","2","511","0","0",""
"25021","3000","40015","4","","0","2","512","0","0",""
"25015","10000","40015","5","","0","2","513","0","0",""
"25021","3000","40015","5","","0","2","514","0","0",""
"24001","1","49022","1","","0","2","515","0","0",""
"24001","1","49022","2","","0","2","516","0","0",""
"24001","1","49022","3","","0","2","517","0","0",""
"24001","1","49022","4","","0","2","518","0","0",""
"24001","1","49022","5","","0","2","519","0","0",""
"4202401","1","49022","6","","0","18","520","0","0",""
"24001","1","49022","7","","0","2","521","0","0",""
"4202401","1","49022","8","","0","18","522","0","0",""
"91002","100","80013","1","","530216","8","523","0","0",""
"91002","100","80013","2","","530217","8","524","0","0",""
"91002","100","80013","3","","530218","8","525","0","0",""
"91002","100","80013","4","","530219","8","526","0","0",""
"91002","100","80013","5","","530220","8","527","0","0",""
"91002","100","80014","1","","530221","8","528","0","0",""
"91002","100","80014","2","","530222","8","529","0","0",""
"91002","100","80014","3","","530223","8","530","0","0",""
"9000252","1","40016","1","","0","16","531","0","0",""
"91002","500","40016","1","","0","8","532","0","0",""
"24030","1","49023","1","","0","2","533","0","0",""
"91002","100","40017","1","","0","8","534","0","0",""
"91002","100","40017","2","","0","8","535","0","0",""
"91002","100","40017","3","","0","8","536","0","0",""
"91002","100","40017","4","","0","8","537","0","0",""
"91002","100","40017","5","","0","8","538","0","0",""
"91002","500","70017","1","","0","8","539","0","0",""
"41000","1","70018","1","","0","2","540","0","0",""
"91002","1000","70019","1","","0","8","541","0","0",""
"91002","100","80015","1","","530224","8","542","0","0",""
"91002","100","80015","2","","530225","8","543","0","0",""
"91002","100","80015","3","","530226","8","544","0","0",""
