dce5faed658621f3f73a4024c7c365fb1105e7d5cf4f97ed993b6c4ac64ad174,6c0a7e1b664e9dd8cd35f1d5797d253389fbc84362e29383e93c059b721cf810,63b34f0bcee43aa3b703065e3b1c0faa27263563220a7d9981608151dd2663ec,16df0f968f5159054570106fbdc6db9e98a4a141e38e2f3d34c36509bf0f0b43,60f71d4ae2a0a7a65d14418281a2abf559213a3c1bd4528ed917bdb3a23f709e,9907c64de084361d2d6271810ecad1e99745a6e395344fc42bb8dc1ff21ca0d4,f33f652f0a0bfdc1ea6400bec16bdc4de9bf2f34c2823f63dd49014ba86c38d6,88421185866fe5c9144e3303d7a39fc011616683a14ad9b1850347a376168fc2,7c39d93e7bd92b3463dd4c991a86acd2e7c9a5bd845e59c6d975feb551bd6ec9
"1","2","新銳的","41","0","0","3","1","0"
"1","2","不屈不撓的","42","0","0","3","1","0"
"1","2","百折不撓的","43","0","0","3","1","0"
"1","2","努力的","44","0","0","3","1","0"
"2","2","被選中的","45","0","1","3","1","1"
"2","2","極限的","46","2","1","3","1","1"
"2","2","海藍色的","47","1","1","3","1","1"
"2","2","受海所愛的","48","2","1","3","1","1"
"2","2","統御大海的","49","2","1","3","1","1"
"2","2","傳說的","50","0","1","3","1","1"
"2","2","震撼世界的","51","2","1","3","1","1"
"2","2","超級狂野的","52","1","1","3","1","1"
"2","2","奇蹟般的","53","0","1","3","1","1"
"2","2","一馬當先的","54","2","1","3","1","1"
"2","2","無人能擋的","55","1","1","3","1","0"
"2","2","熱血沸騰的","56","2","1","3","1","0"
"2","2","百萬的","57","0","1","3","1","0"
"2","2","與生俱來的","58","1","1","3","1","0"
"2","2","大海的","59","0","1","3","1","0"
"2","2","腎上腺素全開的","60","1","1","3","1","0"
"2","2","大間產的","61","0","1","3","1","0"
"2","2","熟練的","62","0","1","3","1","0"
"2","2","身經百戰的","63","0","1","3","1","0"
"2","2","如魚得水的","64","0","1","3","1","0"
"2","2","巨大的","65","0","1","3","1","0"
"2","2","不簡單的","66","2","0","3","1","1"
"2","2","勇猛的","67","0","0","3","1","1"
"2","2","拚命奔跑的","68","0","0","3","1","1"
"2","2","一閃而過的","69","2","0","3","1","1"
"2","2","驚濤駭浪的","70","0","0","3","1","1"
"2","2","憤怒的","71","0","0","3","1","1"
"2","2","不服輸的","72","2","0","3","1","1"
"2","2","成長中的","73","0","0","3","1","1"
"2","2","打破常規的","74","0","0","3","1","1"
"2","2","胡鬧的","75","0","0","3","1","1"
"2","2","狂暴的","76","0","0","3","1","1"
"2","2","傳聞中的","77","0","0","3","1","0"
"2","2","海邊的","78","2","0","3","1","0"
"2","2","朝氣蓬勃的","79","2","0","3","1","0"
"2","2","飛奔於常夏的","80","2","0","3","1","0"
"2","2","肌肉的","81","0","0","3","1","0"
"2","2","波光粼粼的","82","0","0","3","1","0"
"2","2","天生的","83","2","0","3","1","0"
"2","2","轟動的","84","0","0","3","1","0"
"2","2","未知數的","85","0","0","3","1","0"
"2","2","超不妙的","86","0","0","3","1","0"
"2","2","不能輸的","87","0","0","3","1","0"
"3","2","Light Speed","88","2","1","3","1","1"
"3","2","專業的","89","1","1","3","1","1"
"3","2","頂尖的","90","0","1","3","1","1"
"3","2","金牌","91","2","1","3","1","1"
"3","2","極限的","92","2","1","3","1","1"
"3","2","最佳的","93","0","1","3","1","1"
"3","2","完美的","94","2","1","3","1","1"
"3","2","百年僅有一人的","95","1","1","3","1","1"
"3","2","傳說中的","96","2","1","3","1","1"
"3","2","超一流的","97","0","1","3","1","1"
"3","2","世界的","98","0","1","3","1","1"
"3","2","被選中的","99","0","1","3","1","1"
"3","2","運動家","100","2","1","3","1","0"
"3","2","偉大的","101","0","1","3","1","0"
"3","2","超級音速的","102","1","1","3","1","0"
"3","2","終極的","103","0","1","3","1","0"
"3","2","MVP的","104","0","1","3","1","0"
"3","2","全面的","105","0","1","3","1","0"
"3","2","全回合的","106","2","1","3","1","0"
"3","2","銀牌","107","2","1","3","1","0"
"3","2","神聖的","108","0","1","3","1","0"
"3","2","出色的","109","2","1","3","1","0"
"3","2","一流的","110","0","1","3","1","0"
"3","2","絕妙的","111","0","1","3","1","0"
"3","2","超級的","112","0","0","3","1","1"
"3","2","助跑起步的","113","0","0","3","1","1"
"3","2","很棒的","114","0","0","3","1","1"
"3","2","勢如破竹的","115","1","0","3","1","1"
"3","2","超凡魅力的","116","0","0","3","1","1"
"3","2","萬能的","117","0","0","3","1","1"
"3","2","新世代的","118","0","0","3","1","1"
"3","2","光榮的","119","0","0","3","1","1"
"3","2","大放異彩的","120","0","0","3","1","1"
"3","2","深藏不漏的","121","0","0","3","1","1"
"3","2","天下的","122","0","0","3","1","1"
"3","2","Let's Go","123","0","0","3","1","0"
"3","2","好的","124","0","0","3","1","0"
"3","2","小跳步的","125","1","0","3","1","0"
"3","2","有成長空間的","126","2","0","3","1","0"
"3","2","銅牌","127","2","0","3","1","0"
"3","2","期待的","128","0","0","3","1","0"
"3","2","跳躍的","129","2","0","3","1","0"
"3","2","新時代的","130","0","0","3","1","0"
"3","2","內行人才知道的","131","2","0","3","1","0"
