5c16785c67fd1e0ee75a84a3f6393e89e8251a9875446d09022ab68976a9aaa3,1d646c5e71d29c9543a0c89de52554d708d08f28819cf0340d0f182327f6207d,f56081e58f24157f34cb1ca7d7fb1607f88af25b1541e34272f1d9f7e5bb1e9e,13a40052bdfa8cfc1eed7c987e1adefdf97f3a7d01fd2c8cbd9b8519df223525,2cfd28b25aa864f8cfc8b20d5c37a87c42d13825406cb3b6554d2c797750eedb,7e4947214d9d584c3ba49933e38cf59eb6e1c2804959354b386f2295a675a06b,a9af11d44f1a424ce3918bab83d5a9e4c8e8417f73eb7a1f48c5cabfe3cff0c6,86fb1becf0b74740a2248fe904eb6c2f271e1ca6faf4a5ea6e08484907022926,2cfa2ca6367287ce3d673074e000e9c83f89886417a1ac6fe1ab1562f9f3542b,fc3d78321554085038d81cf088eb4304f0b24253b269735dda04e35909642756,50ac609ccd71d0f8334285b4ab41720752bca1d6509810a78a24ebf9449eb888,bc63f14f3a5f6ba628717293460642c8f48d313ea99d5b155e8d75044c7e19d9,a8e49949ed29ce31b6c757aecf4dcbeb37b711136ecc85ac3f00ab1e37fa9ffc,44ae849a82992d7902e4e3c61c2cbb467d16d2218d23e9bbec6dc84ca6a4d56e,64adbe6ea0edea35046ae565895f15d643188d5052ef0ed288ecdf753de365bf,63fab546eec9169b370c27969a7e69381aecff5448de2b2127e1851427e6943c,16678df91024347d3997e00b7ba8b6c78ad9d9007439c374cbbecf759683a1d1,ea19bae4d2beedbd39c1946bb76e44adfeb8373714b555b6607bba5dd2bc342d,3062fc3bab0de8cd3481c4c1194e15b7e33520d9600776b6d0a2703d230447ff,7550293b6f11bd22bdb18d950ec9efed75c747131e373b7ede996baa57847a27,9ee54063b988257e843769ca85cf2dd4aef5e506ed31913f4a1bc0ab2edf2aed,e443396011a58b00fff45954cfd0e36fafafd150863b2a922583251c76810ecb
"103282","0","102312","0","0","7000","3","123282","0","0","1","0","102282","0","0","0","0","0","0","0","1","0"
"103283","0","0","0","0","10000","2","113283","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103311","0","0","0","0","5000","3","123311","0","0","0","0","102312","0","0","0","0","0","0","0","1","0"
"103341","0","0","0","0","5000","3","123341","0","0","0","0","102342","0","0","0","0","0","0","0","1","0"
"103342","0","0","0","0","7000","2","113342","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103343","0","103611","0","0","10000","3","123343","0","0","1","0","103341","0","0","0","0","0","0","0","1","0"
"103371","0","0","0","0","7000","3","123371","0","0","0","0","102372","0","0","0","0","0","0","0","1","0"
"103372","0","0","0","0","10000","2","113372","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103401","0","0","0","0","7000","2","113401","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103431","0","0","0","0","5000","2","113431","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103432","0","0","0","0","7000","3","123432","0","0","0","0","103431","0","0","0","0","0","0","0","1","0"
"103461","0","102432","0","0","7000","3","123461","0","0","1","0","102614","0","0","0","0","0","0","0","1","0"
"103491","0","102493","0","0","7000","3","123491","0","0","1","0","102312","0","0","0","0","0","0","0","1","0"
"103521","0","0","0","0","5000","2","113521","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103522","0","0","0","0","7000","2","113522","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103551","0","0","0","0","5000","2","113551","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103552","0","0","0","0","7000","2","113552","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103553","0","0","0","0","10000","2","113553","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103581","0","0","0","0","5000","2","113581","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103582","0","0","0","0","7000","3","123582","0","0","0","0","102582","0","0","0","0","0","0","0","1","0"
"103583","0","0","0","0","10000","3","123583","0","0","0","0","103581","0","0","0","0","0","0","0","1","0"
"103611","0","0","0","0","5000","2","113611","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"103612","0","0","0","0","5000","3","123612","0","0","0","0","102614","0","0","0","0","0","0","0","1","0"
"103613","0","0","0","0","7000","1","103611","0","0","0","0","102614","0","0","0","0","0","0","0","1","0"
"103614","0","0","0","0","10000","2","113614","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104011","0","0","0","0","20000","3","114011","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104012","0","0","0","0","25000","3","114012","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104013","0","0","0","0","30000","7","114013","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104014","0","0","0","0","35000","10","114014","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"104041","0","0","0","0","20000","3","114041","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104042","0","0","0","0","25000","3","124042","0","0","0","0","103013","0","0","0","0","0","0","0","1","0"
"104043","0","0","0","0","30000","7","114043","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104044","0","0","0","0","35000","5","124044","0","0","0","0","104041","0","0","0","0","0","0","0","1","0"
"104071","0","0","0","0","20000","3","124071","0","0","0","0","103013","0","0","0","0","0","0","0","1","0"
"104072","0","0","0","0","25000","3","114072","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104073","0","0","0","0","30000","7","114073","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104074","0","0","0","0","35000","5","124074","0","0","0","0","104072","0","0","0","0","0","0","0","1","0"
"104101","0","103552","0","0","20000","3","124101","0","0","1","0","103101","0","0","0","0","0","0","0","1","0"
"104102","0","0","0","0","25000","3","114102","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104103","0","103611","0","0","30000","5","124103","0","0","1","0","104101","0","0","0","0","0","0","0","1","0"
"104104","0","0","0","0","35000","10","114104","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"104131","0","103132","0","0","20000","3","124131","0","0","1","0","103611","0","0","0","0","0","0","0","1","0"
"104132","0","0","0","0","25000","3","114132","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104133","0","0","0","0","30000","7","114133","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104134","0","0","0","0","35000","10","114134","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"104161","0","103551","0","0","20000","3","124161","0","0","1","0","103162","0","0","0","0","0","0","0","1","0"
"104162","0","0","0","0","25000","3","114162","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104163","0","0","0","0","30000","5","124163","0","0","0","0","104161","0","0","0","0","0","0","0","1","0"
"104164","0","0","1","0","35000","10","114164","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"104191","0","0","0","0","20000","3","114191","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104192","0","0","0","0","25000","3","124192","0","0","0","0","103553","0","0","0","0","0","0","0","1","0"
"104193","0","0","0","0","30000","7","114193","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104194","0","0","0","0","35000","10","114194","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104221","0","0","0","0","20000","3","114221","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104222","0","0","0","0","25000","3","114222","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104223","0","0","0","0","30000","7","114223","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104224","0","104611","0","0","35000","5","124224","0","0","1","0","104221","0","0","0","0","0","0","0","1","0"
"104251","0","0","0","0","20000","3","124251","0","0","0","0","103222","0","0","0","0","0","0","0","1","0"
"104252","0","0","0","0","25000","3","114252","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104253","103553","103614","1","0","30000","5","124253","0","0","1","0","104251","0","0","0","0","0","0","0","1","0"
"104254","0","0","0","0","35000","10","114254","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104281","0","0","0","0","20000","3","114281","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104282","103552","103401","1","0","25000","3","124282","0","0","1","0","103282","0","0","0","0","0","0","0","1","0"
"104283","0","0","0","0","30000","5","124283","0","0","0","0","104281","0","0","0","0","0","0","0","1","0"
"104284","0","104551","0","0","35000","5","124284","0","0","1","0","104281","0","0","0","0","0","0","0","1","0"
"104311","0","103311","0","0","20000","3","124311","0","0","1","0","103583","0","0","0","0","0","0","0","1","0"
"104312","0","103162","0","0","25000","3","124312","0","0","1","0","103283","0","0","0","0","0","0","0","1","0"
"104313","0","0","0","0","30000","5","124313","0","0","0","0","104282","0","0","0","0","0","0","0","1","0"
"104314","0","104161","0","0","35000","5","124314","0","0","1","0","104312","0","0","0","0","0","0","0","1","0"
"104341","0","0","0","0","20000","3","114341","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104342","0","103551","0","0","25000","3","124342","0","0","1","0","103072","0","0","0","0","0","0","0","1","0"
"104343","0","0","0","0","30000","5","124343","0","0","0","0","104341","0","0","0","0","0","0","0","1","0"
"104344","0","104191","0","0","35000","5","124344","0","0","1","0","104342","0","0","0","0","0","0","0","1","0"
"104371","0","0","0","0","20000","3","114371","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104372","0","103612","0","0","25000","3","124372","0","0","1","0","103614","0","0","0","0","0","0","0","1","0"
"104373","0","104251","0","0","35000","5","124373","0","0","1","0","104372","0","0","0","0","0","0","0","1","0"
"104401","0","103613","0","0","20000","3","124401","0","0","1","0","103583","0","0","0","0","0","0","0","1","0"
"104402","0","0","0","0","30000","5","124402","0","0","0","0","104401","0","0","0","0","0","0","0","1","0"
"104431","103581","103551","1","0","20000","3","124431","0","0","1","0","103431","0","0","0","0","0","0","0","1","0"
"104432","0","103013","0","0","25000","3","124432","0","0","1","0","103582","0","0","0","0","0","0","0","1","0"
"104433","103583","103614","1","0","35000","5","124433","0","0","1","0","104432","0","0","0","0","0","0","0","1","0"
"104461","0","0","0","0","20000","3","114461","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104462","0","103222","0","0","30000","5","124462","0","0","1","0","104461","0","0","0","0","0","0","0","1","0"
"104463","0","104581","0","0","35000","5","124463","0","0","1","0","104461","0","0","0","0","0","0","0","1","0"
"104491","0","102493","0","0","20000","3","124491","0","0","1","0","103583","0","0","0","0","0","0","0","1","0"
"104521","0","0","0","0","20000","3","124521","0","0","0","0","103614","0","0","0","0","0","0","0","1","0"
"104522","103371","103522","1","0","25000","3","124522","0","0","1","0","103583","0","0","0","0","0","0","0","1","0"
"104523","103612","103614","1","0","30000","5","124523","0","0","1","0","104521","0","0","0","0","0","0","0","1","0"
"104551","0","0","0","0","25000","3","114551","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104552","0","0","0","0","30000","7","114552","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104553","0","0","0","0","35000","10","114553","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104554","0","0","0","0","35000","10","114554","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104581","0","0","0","0","25000","3","114581","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104582","0","0","0","0","30000","7","114582","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104583","0","0","0","0","35000","10","114583","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104611","0","0","0","0","25000","3","114611","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104612","0","0","0","0","30000","7","114612","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"104613","0","0","0","0","35000","10","114613","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105011","0","0","0","0","40000","10","115011","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105012","0","104011","0","0","45000","5","125012","0","0","1","0","104012","0","0","0","0","0","0","0","1","0"
"105013","0","103013","0","0","50000","5","125013","0","0","1","0","104431","0","0","0","0","0","0","0","1","0"
"105014","0","104013","0","0","55000","5","125014","0","0","1","0","104194","0","0","0","0","0","0","0","1","0"
"105015","0","104312","0","0","55000","5","125015","0","0","1","0","104164","0","0","0","0","0","0","0","1","0"
"105016","0","103012","0","0","55000","5","125016","0","0","1","0","104312","0","0","0","0","0","0","0","1","0"
"105017","0","103011","0","0","55000","5","125017","0","0","1","0","104071","0","0","0","0","0","0","0","1","0"
"105041","0","0","0","0","40000","10","115041","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105042","0","0","0","0","45000","10","115042","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105043","0","104042","0","0","50000","5","125043","0","0","1","0","104191","0","0","0","0","0","0","0","1","0"
"105044","0","104043","0","0","55000","5","125044","0","0","1","0","104553","0","0","0","0","0","0","0","1","0"
"105045","0","104041","0","0","55000","5","125045","0","0","1","0","104373","0","0","0","0","0","0","0","1","0"
"105046","0","103041","0","0","55000","5","125046","0","0","1","0","104042","0","0","0","0","0","0","0","1","0"
"105047","0","0","0","0","55000","10","115047","0","0","0","0","104072","0","0","0","0","0","0","0","1","0"
"105071","0","0","0","0","40000","10","115071","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105072","103553","104551","1","0","45000","5","125072","0","0","1","0","104071","0","0","0","0","0","0","0","1","0"
"105073","0","0","0","0","50000","10","115073","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105074","0","104073","0","0","55000","5","125074","0","0","1","0","104104","0","0","0","0","0","0","0","1","0"
"105075","0","104551","0","0","55000","5","125075","0","0","1","0","104014","0","0","0","0","0","0","0","1","0"
"105076","0","103491","0","0","55000","5","125076","0","0","1","0","104012","0","0","0","0","0","0","0","1","0"
"105077","0","0","0","0","55000","10","115077","0","0","0","0","104551","0","0","0","0","0","0","0","1","0"
"105101","0","104582","0","0","40000","5","125101","0","0","1","0","104102","0","0","0","0","0","0","0","1","0"
"105102","0","0","0","0","45000","10","115102","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105103","0","104013","0","0","50000","5","125103","0","0","1","0","103101","0","0","0","0","0","0","0","1","0"
"105104","0","0","0","0","55000","10","115104","0","0","0","0","104101","0","0","0","0","0","0","0","1","0"
"105105","0","0","0","0","55000","10","115105","0","0","0","0","104104","0","0","0","0","0","0","0","1","0"
"105106","0","0","0","0","55000","10","115106","0","0","0","0","104101","0","0","0","0","0","0","0","1","0"
"105107","0","103551","0","0","55000","5","125107","0","0","1","0","104102","0","0","0","0","0","0","0","1","0"
"105131","103552","103131","1","0","40000","5","125131","0","0","1","0","104133","0","0","0","0","0","0","0","1","0"
"105132","0","0","0","0","45000","10","115132","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105133","0","0","0","0","50000","10","115133","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105134","0","104133","0","0","55000","5","125134","0","0","1","0","104134","0","0","0","0","0","0","0","1","0"
"105135","0","0","0","0","55000","10","115135","0","0","0","0","104013","0","0","0","0","0","0","0","1","0"
"105136","0","0","0","0","55000","10","115136","0","0","0","0","104133","0","0","0","0","0","0","0","1","0"
"105137","0","0","0","0","55000","10","115137","0","0","0","0","104342","0","0","0","0","0","0","0","1","0"
"105161","0","0","0","0","40000","10","115161","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105162","0","103552","0","0","45000","5","125162","0","0","1","0","104162","0","0","0","0","0","0","0","1","0"
"105163","0","0","0","0","50000","10","115163","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105164","0","104313","0","0","55000","5","125164","0","0","1","0","104164","0","0","0","0","0","0","0","1","0"
"105165","0","0","0","0","55000","10","115165","0","0","0","0","104553","0","0","0","0","0","0","0","1","0"
"105166","0","0","0","0","55000","10","115166","0","0","0","0","104162","0","0","0","0","0","0","0","1","0"
"105167","0","103161","0","0","55000","5","125167","0","0","1","0","104222","0","0","0","0","0","0","0","1","0"
"105191","0","104462","0","0","40000","5","125191","0","0","1","0","104191","0","0","0","0","0","0","0","1","0"
"105192","0","0","0","0","45000","10","115192","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105193","0","103614","0","0","50000","5","125193","0","0","1","0","104192","0","0","0","0","0","0","0","1","0"
"105194","0","0","0","0","55000","10","115194","0","0","0","0","104192","0","0","0","0","0","0","0","1","0"
"105195","0","103191","0","0","55000","5","125195","0","0","1","0","104193","0","0","0","0","0","0","0","1","0"
"105196","0","0","0","0","55000","10","115196","0","0","0","0","104191","0","0","0","0","0","0","0","1","0"
"105197","0","0","0","0","55000","10","115197","0","0","0","0","104192","0","0","0","0","0","0","0","1","0"
"105221","0","0","0","0","40000","10","115221","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105222","0","0","0","0","45000","10","115222","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105223","0","104131","0","0","50000","5","125223","0","0","1","0","104222","0","0","0","0","0","0","0","1","0"
"105224","0","104223","0","0","55000","5","125224","0","0","1","0","104314","0","0","0","0","0","0","0","1","0"
"105225","0","0","0","0","55000","10","115225","0","0","0","0","104224","0","0","0","0","0","0","0","1","0"
"105226","0","103222","0","0","55000","5","125226","0","0","1","0","104041","0","0","0","0","0","0","0","1","0"
"105227","0","103221","0","0","55000","5","125227","0","0","1","0","104131","0","0","0","0","0","0","0","1","0"
"105251","0","0","0","0","40000","10","115251","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105252","0","103252","0","0","45000","5","125252","0","0","1","0","104252","0","0","0","0","0","0","0","1","0"
"105253","0","104611","0","0","50000","5","125253","0","0","1","0","104252","0","0","0","0","0","0","0","1","0"
"105254","0","0","0","0","55000","10","115254","0","0","0","0","104251","0","0","0","0","0","0","0","1","0"
"105255","0","104253","0","0","55000","5","125255","0","0","1","0","104433","0","0","0","0","0","0","0","1","0"
"105256","0","103553","0","0","55000","5","125256","0","0","1","0","104252","0","0","0","0","0","0","0","1","0"
"105257","0","103251","0","0","55000","5","125257","0","0","1","0","104522","0","0","0","0","0","0","0","1","0"
"105281","0","103072","1","0","40000","5","125281","0","0","1","0","104283","0","0","0","0","0","0","0","1","0"
"105282","0","103013","0","0","45000","5","125282","0","0","1","0","104282","0","0","0","0","0","0","0","1","0"
"105283","0","103282","0","0","50000","5","125283","0","0","1","0","104134","0","0","0","0","0","0","0","1","0"
"105284","0","0","0","0","55000","10","115284","0","0","0","0","104072","0","0","0","0","0","0","0","1","0"
"105285","0","103583","0","0","55000","5","125285","0","0","1","0","104343","0","0","0","0","0","0","0","1","0"
"105286","0","103281","0","0","55000","5","125286","0","0","1","0","104011","0","0","0","0","0","0","0","1","0"
"105287","0","103612","0","0","55000","5","125287","0","0","1","0","104311","0","0","0","0","0","0","0","1","0"
"105311","0","104431","1","0","40000","5","125311","0","0","1","0","104313","0","0","0","0","0","0","0","1","0"
"105312","0","103192","0","0","45000","5","125312","0","0","1","0","104311","0","0","0","0","0","0","0","1","0"
"105313","0","104491","0","0","50000","5","125313","0","0","1","0","104313","0","0","0","0","0","0","0","1","0"
"105314","0","104312","0","0","55000","5","125314","0","0","1","0","104193","0","0","0","0","0","0","0","1","0"
"105315","0","0","0","0","55000","10","115315","0","0","0","0","104282","0","0","0","0","0","0","0","1","0"
"105316","0","0","0","0","55000","10","115316","0","0","0","0","104161","0","0","0","0","0","0","0","1","0"
"105317","0","0","0","0","55000","10","115317","0","0","0","0","104191","0","0","0","0","0","0","0","1","0"
"105341","0","104491","1","0","40000","5","125341","0","0","1","0","104343","0","0","0","0","0","0","0","1","0"
"105342","0","103343","0","0","45000","5","125342","0","0","1","0","104611","0","0","0","0","0","0","0","1","0"
"105343","0","103342","0","0","50000","5","125343","0","0","1","0","104044","0","0","0","0","0","0","0","1","0"
"105344","0","0","0","0","55000","10","115344","0","0","0","0","104043","0","0","0","0","0","0","0","1","0"
"105345","0","104342","0","0","55000","5","125345","0","0","1","0","104463","0","0","0","0","0","0","0","1","0"
"105346","0","0","0","0","55000","10","115346","0","0","0","0","103252","0","0","0","0","0","0","0","1","0"
"105347","0","103192","0","0","55000","5","125347","0","0","1","0","104521","0","0","0","0","0","0","0","1","0"
"105371","0","104372","1","0","40000","5","125371","0","0","1","0","104552","0","0","0","0","0","0","0","1","0"
"105372","0","103222","0","0","45000","5","125372","0","0","1","0","104342","0","0","0","0","0","0","0","1","0"
"105373","0","104371","0","0","50000","5","125373","0","0","1","0","104613","0","0","0","0","0","0","0","1","0"
"105374","0","104372","0","0","55000","5","125374","0","0","1","0","104373","0","0","0","0","0","0","0","1","0"
"105375","0","0","0","0","55000","10","115375","0","0","0","0","104222","0","0","0","0","0","0","0","1","0"
"105376","0","103461","0","0","55000","5","125376","0","0","1","0","104372","0","0","0","0","0","0","0","1","0"
"105377","0","103341","0","0","55000","5","125377","0","0","1","0","104252","0","0","0","0","0","0","0","1","0"
"105401","103343","103401","1","0","40000","5","125401","0","0","1","0","104402","0","0","0","0","0","0","0","1","0"
"105402","0","0","0","0","45000","10","115402","0","0","0","0","104402","0","0","0","0","0","0","0","1","0"
"105403","0","0","0","0","55000","10","115403","0","0","0","0","104162","0","0","0","0","0","0","0","1","0"
"105431","0","103132","0","0","45000","5","125431","0","0","1","0","104432","0","0","0","0","0","0","0","1","0"
"105432","0","0","0","0","55000","10","115432","0","0","0","0","104132","0","0","0","0","0","0","0","1","0"
"105433","0","0","0","0","55000","10","115433","0","0","0","0","104432","0","0","0","0","0","0","0","1","0"
"105462","0","103371","0","0","50000","5","125462","0","0","1","0","104463","0","0","0","0","0","0","0","1","0"
"105463","0","104431","0","0","50000","5","125463","0","0","1","0","104523","0","0","0","0","0","0","0","1","0"
"105464","0","0","0","0","55000","10","115464","0","0","0","0","104041","0","0","0","0","0","0","0","1","0"
"105491","0","103522","0","0","50000","5","125491","0","0","1","0","104072","0","0","0","0","0","0","0","1","0"
"105521","0","103222","1","0","40000","5","125521","0","0","1","0","104523","0","0","0","0","0","0","0","1","0"
"105522","0","103583","0","0","45000","5","125522","0","0","1","0","104522","0","0","0","0","0","0","0","1","0"
"105523","0","104522","0","0","55000","5","125523","0","0","1","0","104344","0","0","0","0","0","0","0","1","0"
"105524","0","103522","0","0","55000","5","125524","0","0","1","0","104132","0","0","0","0","0","0","0","1","0"
"105551","0","0","0","0","40000","10","115551","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105552","0","0","0","0","45000","10","115552","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"105553","0","0","0","0","45000","10","115553","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
