1b3117893084b9764f7c2af9c31b8cf9a959d20a7283ec1d0cb9dec65c576ed9,967f0b4e563f32354d11523ad6284f3640dcd3b6c2f5c6670311ebec48427049,c12c4a702cd760a673a958826f05255f30cbc33383567a72b83964a7fe3feaf3,fc895ce7a822b058ecce9737fc27845d9d526b96c29a9b4eb1abd57e8fbec390,520e560c2914ae3e2ffc99d5ff50782aa2c7fdfed2cffad622b0e3e3c1e77962,5df0450586ae5fb42ef3170b636ae70978da0cb2ca4c313622808461fba3c568,1fccfb4b49a2ab171418c6a5c38bb6b26e2ead1c130265034950cc060957eceb,43c42db62b3cb5f0e252234f34fcbb0fe74263d6d28bf026e653f4311424f195,83bb785ed52ee2e5fb666d8c42dc5dbef16839de761f53e05fa7a653ffdbe6e1,b8b7a0c83b65b50c838279704942d1c6abc3cba7523ce56c9f1a283c943021b7,6cdfbc9a13cf6f80b4243aeab29e3152af02acf6bdec631ed1244635a1055bc9,a599f9551ee4ce027fce5566455c29ebfe45751d29d15e417cde0223b8876a72,acbe31b21580b6009104e148bce7f2d1b27ead563fa8ea34f86936756060ed4f,282e67cfee7c3b50ed77269df499f342990afbb3bc8577903c1b4537784d6403,5425e3ee52dd63395b6aced3e4f6733a89e1674bab5ce2e02465175d372642fd,cb10f3921b817958a6ff830dc5705db54d8026879ffcca55a983f4bce55ed0fa,24ae548e0879a284e4470840c6e74841bb44ef8d3551ba4936b0361bc3873ac4,0b527ea7564f3d14bf267ec7910038f689384a9a263ba629447f68e6aa48707b,9ed9f12cb18f028a192bd6d65f2d6be219c1f3d739846557c85cea1298c0e475,5fb3e55180dd4dbbdb0c1a4e64bfc4fa4101a3d175261013ae5ded3a331206ce
"1004011","0","12","0","20024","0","3","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","7500"
"1004012","0","12","0","20024","0","3","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","17500"
"1004013","0","8","0","20024","0","3","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","30"
"1004014","0","12","0","20024","0","3","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","40000"
"1004015","0","8","0","20024","0","3","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","90"
"1004016","0","12","0","20024","0","4","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","7500"
"1004017","0","12","0","20024","0","4","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","17500"
"1004018","0","8","0","20024","0","4","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","30"
"1004019","0","12","0","20024","0","4","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","40000"
"1004020","0","8","0","20024","0","4","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","90"
"1004201","0","12","0","20025","0","1","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","7500"
"1004202","0","12","0","20025","0","1","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","17500"
"1004203","0","8","0","20025","0","1","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","30"
"1004204","0","12","0","20025","0","1","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","40000"
"1004205","0","8","0","20025","0","1","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","90"
"1004206","0","12","0","20025","0","2","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","7500"
"1004207","0","12","0","20025","0","2","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","17500"
"1004208","0","8","0","20025","0","2","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","30"
"1004209","0","12","0","20025","0","2","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","40000"
"1004210","0","8","0","20025","0","2","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","90"
"1004211","0","12","0","20025","0","3","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","7500"
"1004212","0","12","0","20025","0","3","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","17500"
"1004213","0","8","0","20025","0","3","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","30"
"1004214","0","12","0","20025","0","3","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","40000"
"1004215","0","8","0","20025","0","3","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","90"
"1004216","0","12","0","20025","0","4","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","7500"
"1004217","0","12","0","20025","0","4","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","17500"
"1004218","0","8","0","20025","0","4","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","30"
"1004219","0","12","0","20025","0","4","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","40000"
"1004220","0","8","0","20025","0","4","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","90"
"1004221","0","12","0","20025","0","5","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","7500"
"1004222","0","12","0","20025","0","5","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","17500"
"1004223","0","8","0","20025","0","5","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","30"
"1004224","0","12","0","20025","0","5","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","40000"
"1004225","0","8","0","20025","0","5","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","90"
"1004401","0","12","0","20026","0","1","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","10000"
"1004402","0","12","0","20026","0","1","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","25000"
"1004403","0","8","0","20026","0","1","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","50"
"1004404","0","12","0","20026","0","1","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","50000"
"1004405","0","8","0","20026","0","1","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","100"
"1004406","0","12","0","20026","0","2","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","10000"
"1004407","0","12","0","20026","0","2","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","25000"
"1004408","0","8","0","20026","0","2","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","50"
"1004409","0","12","0","20026","0","2","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","50000"
"1004410","0","8","0","20026","0","2","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","100"
"1004411","0","12","0","20026","0","3","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","10000"
"1004412","0","12","0","20026","0","3","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","25000"
"1004413","0","8","0","20026","0","3","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","50"
"1004414","0","12","0","20026","0","3","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","50000"
"1004415","0","8","0","20026","0","3","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","100"
"1004801","0","12","0","20028","0","1","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","15000"
"1004802","0","12","0","20028","0","1","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","37500"
"1004803","0","8","0","20028","0","1","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","75"
"1004804","0","12","0","20028","0","1","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","75000"
"1004805","0","8","0","20028","0","1","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","150"
"1004806","0","12","0","20028","0","2","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","15000"
"1004807","0","12","0","20028","0","2","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","37500"
"1004808","0","8","0","20028","0","2","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","75"
"1004809","0","12","0","20028","0","2","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","75000"
"1004810","0","8","0","20028","0","2","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","150"
"1005001","0","12","0","20029","0","1","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","10000"
"1005002","0","12","0","20029","0","1","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","25000"
"1005003","0","8","0","20029","0","1","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","50"
"1005004","0","12","0","20029","0","1","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","50000"
"1005005","0","8","0","20029","0","1","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","100"
"1005006","0","12","0","20029","0","2","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","10000"
"1005007","0","12","0","20029","0","2","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","25000"
"1005008","0","8","0","20029","0","2","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","50"
"1005009","0","12","0","20029","0","2","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","50000"
"1005010","0","8","0","20029","0","2","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","100"
"1005011","0","12","0","20029","0","3","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","10000"
"1005012","0","12","0","20029","0","3","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","25000"
"1005013","0","8","0","20029","0","3","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","50"
"1005014","0","12","0","20029","0","3","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","50000"
"1005015","0","8","0","20029","0","3","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","100"
"1005201","0","12","0","20030","0","1","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","15000"
"1005202","0","12","0","20030","0","1","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","37500"
"1005203","0","8","0","20030","0","1","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","75"
"1005204","0","12","0","20030","0","1","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","75000"
"1005205","0","8","0","20030","0","1","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","150"
"1005206","0","12","0","20030","0","2","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","15000"
"1005207","0","12","0","20030","0","2","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","37500"
"1005208","0","8","0","20030","0","2","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","75"
"1005209","0","12","0","20030","0","2","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","75000"
"1005210","0","8","0","20030","0","2","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","150"
"1005401","0","12","0","20031","0","1","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","15000"
"1005402","0","12","0","20031","0","1","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","37500"
"1005403","0","8","0","20031","0","1","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","75"
"1005404","0","12","0","20031","0","1","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","75000"
"1005405","0","8","0","20031","0","1","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","150"
"1005406","0","12","0","20031","0","2","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","15000"
"1005407","0","12","0","20031","0","2","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","37500"
"1005408","0","8","0","20031","0","2","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","75"
"1005409","0","12","0","20031","0","2","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","75000"
"1005410","0","8","0","20031","0","2","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","150"
"1005601","0","12","0","20032","0","1","0","0","100","0","0","0","94002","0","讓信賴度達到100吧","0","0","0","6000"
"1005602","0","12","0","20032","0","1","0","0","200","0","0","0","94002","0","讓信賴度達到200吧","0","0","0","15000"
"1005603","0","8","0","20032","0","1","0","0","500","0","0","0","91002","0","讓信賴度達到500吧","0","0","0","30"
"1005604","0","12","0","20032","0","1","0","0","800","0","0","0","94002","0","讓信賴度達到800吧","0","0","0","30000"
"1005605","0","8","0","20032","0","1","0","0","1000","0","0","0","91002","0","讓信賴度達到MAX吧","0","0","0","60"
