f9bf4d9d3c4b7f721b1048aee3e84ce92d4ea2471a7dc229318d9f6163ae49f7,a14525a876577a208c3f3b3bf7b89c548c9406c4da3767430d4b125217050482,58af35dcbff7d10e66e45e39babd43c92b8afc7df3e41de1f9fa4d7cb670a65c,077f325c18dc307ebb5920db85d5ed56697dace2dddefe155b2e5564d2af8715,3f962835892db9ce348a4be77b3fca3b2ec06a18b9dde2f1aa9d74a4fc4208bb,0d9aad0e560cf7e27b54783b8c74eab686f3525badb794bc4c469e9ff9e676af,5b8354ef395a0f6c362e10c795b815d64e20def14da3a10f5ac40896453311c8
"5","0","10304","0","1600","4","11"
"0","0","10304","0","1800","5","11"
"1","0","10304","0","1840","5","11"
"2","0","10304","0","1880","5","11"
"3","0","10304","0","1920","5","11"
"4","0","10304","0","1960","5","11"
"5","0","10304","0","2000","5","11"
"0","0","10401","0","150","1","1"
"1","0","10401","0","180","1","1"
"2","0","10401","0","210","1","1"
"3","0","10401","0","240","1","1"
"4","0","10401","0","270","1","1"
"5","0","10401","0","300","1","1"
"0","0","10401","0","450","2","1"
"1","0","10401","0","480","2","1"
"2","0","10401","0","510","2","1"
"3","0","10401","0","540","2","1"
"4","0","10401","0","570","2","1"
"5","0","10401","0","600","2","1"
"0","0","10401","0","750","3","1"
"1","0","10401","0","780","3","1"
"2","0","10401","0","810","3","1"
"3","0","10401","0","840","3","1"
"4","0","10401","0","870","3","1"
"5","0","10401","0","900","3","1"
"0","0","10401","0","1050","4","1"
"1","0","10401","0","1080","4","1"
"2","0","10401","0","1110","4","1"
"3","0","10401","0","1140","4","1"
"4","0","10401","0","1170","4","1"
"5","0","10401","0","1200","4","1"
"0","0","10401","0","1350","5","1"
"1","0","10401","0","1380","5","1"
"2","0","10401","0","1410","5","1"
"3","0","10401","0","1440","5","1"
"4","0","10401","0","1470","5","1"
"5","0","10401","0","1500","5","1"
"0","0","10402","0","150","1","3"
"1","0","10402","0","180","1","3"
"2","0","10402","0","210","1","3"
"3","0","10402","0","240","1","3"
"4","0","10402","0","270","1","3"
"5","0","10402","0","300","1","3"
"0","0","10402","0","450","2","3"
"1","0","10402","0","480","2","3"
"2","0","10402","0","510","2","3"
"3","0","10402","0","540","2","3"
"4","0","10402","0","570","2","3"
"5","0","10402","0","600","2","3"
"0","0","10402","0","750","3","3"
"1","0","10402","0","780","3","3"
"2","0","10402","0","810","3","3"
"3","0","10402","0","840","3","3"
"4","0","10402","0","870","3","3"
"5","0","10402","0","900","3","3"
"0","0","10402","0","1050","4","3"
"1","0","10402","0","1080","4","3"
"2","0","10402","0","1110","4","3"
"3","0","10402","0","1140","4","3"
"4","0","10402","0","1170","4","3"
"5","0","10402","0","1200","4","3"
"0","0","10402","0","1350","5","3"
"1","0","10402","0","1380","5","3"
"2","0","10402","0","1410","5","3"
"3","0","10402","0","1440","5","3"
"4","0","10402","0","1470","5","3"
"5","0","10402","0","1500","5","3"
"0","0","10403","0","150","1","4"
"1","0","10403","0","180","1","4"
"2","0","10403","0","210","1","4"
"3","0","10403","0","240","1","4"
"4","0","10403","0","270","1","4"
"5","0","10403","0","300","1","4"
"0","0","10403","0","450","2","4"
"1","0","10403","0","480","2","4"
"2","0","10403","0","510","2","4"
"3","0","10403","0","540","2","4"
"4","0","10403","0","570","2","4"
"5","0","10403","0","600","2","4"
"0","0","10403","0","750","3","4"
"1","0","10403","0","780","3","4"
"2","0","10403","0","810","3","4"
"3","0","10403","0","840","3","4"
"4","0","10403","0","870","3","4"
"5","0","10403","0","900","3","4"
"0","0","10403","0","1050","4","4"
"1","0","10403","0","1080","4","4"
"2","0","10403","0","1110","4","4"
"3","0","10403","0","1140","4","4"
"4","0","10403","0","1170","4","4"
"5","0","10403","0","1200","4","4"
"0","0","10403","0","1350","5","4"
"1","0","10403","0","1380","5","4"
"2","0","10403","0","1410","5","4"
"3","0","10403","0","1440","5","4"
"4","0","10403","0","1470","5","4"
"5","0","10403","0","1500","5","4"
"0","0","10404","0","200","1","12"
"1","0","10404","0","240","1","12"
"2","0","10404","0","280","1","12"
"3","0","10404","0","320","1","12"
"4","0","10404","0","360","1","12"
"5","0","10404","0","400","1","12"
"0","0","10404","0","600","2","12"
"1","0","10404","0","640","2","12"
"2","0","10404","0","680","2","12"
"3","0","10404","0","720","2","12"
"4","0","10404","0","760","2","12"
"5","0","10404","0","800","2","12"
"0","0","10404","0","1000","3","12"
"1","0","10404","0","1040","3","12"
"2","0","10404","0","1080","3","12"
"3","0","10404","0","1120","3","12"
"4","0","10404","0","1160","3","12"
"5","0","10404","0","1200","3","12"
"0","0","10404","0","1400","4","12"
"1","0","10404","0","1440","4","12"
"2","0","10404","0","1480","4","12"
"3","0","10404","0","1520","4","12"
"4","0","10404","0","1560","4","12"
"5","0","10404","0","1600","4","12"
"0","0","10404","0","1800","5","12"
"1","0","10404","0","1840","5","12"
"2","0","10404","0","1880","5","12"
"3","0","10404","0","1920","5","12"
"4","0","10404","0","1960","5","12"
"5","0","10404","0","2000","5","12"
"0","0","10501","0","150","1","1"
"1","0","10501","0","180","1","1"
"2","0","10501","0","210","1","1"
"3","0","10501","0","240","1","1"
"4","0","10501","0","270","1","1"
"5","0","10501","0","300","1","1"
"0","0","10501","0","450","2","1"
"1","0","10501","0","480","2","1"
"2","0","10501","0","510","2","1"
"3","0","10501","0","540","2","1"
"4","0","10501","0","570","2","1"
"5","0","10501","0","600","2","1"
"0","0","10501","0","750","3","1"
"1","0","10501","0","780","3","1"
"2","0","10501","0","810","3","1"
"3","0","10501","0","840","3","1"
"4","0","10501","0","870","3","1"
"5","0","10501","0","900","3","1"
"0","0","10501","0","1050","4","1"
"1","0","10501","0","1080","4","1"
"2","0","10501","0","1110","4","1"
"3","0","10501","0","1140","4","1"
"4","0","10501","0","1170","4","1"
"5","0","10501","0","1200","4","1"
"0","0","10501","0","1350","5","1"
"1","0","10501","0","1380","5","1"
"2","0","10501","0","1410","5","1"
"3","0","10501","0","1440","5","1"
"4","0","10501","0","1470","5","1"
"5","0","10501","0","1500","5","1"
"0","0","10502","0","150","1","3"
"1","0","10502","0","180","1","3"
"2","0","10502","0","210","1","3"
"3","0","10502","0","240","1","3"
"4","0","10502","0","270","1","3"
"5","0","10502","0","300","1","3"
"0","0","10502","0","450","2","3"
"1","0","10502","0","480","2","3"
"2","0","10502","0","510","2","3"
"3","0","10502","0","540","2","3"
"4","0","10502","0","570","2","3"
"5","0","10502","0","600","2","3"
"0","0","10502","0","750","3","3"
"1","0","10502","0","780","3","3"
"2","0","10502","0","810","3","3"
"3","0","10502","0","840","3","3"
"4","0","10502","0","870","3","3"
"5","0","10502","0","900","3","3"
"0","0","10502","0","1050","4","3"
"1","0","10502","0","1080","4","3"
"2","0","10502","0","1110","4","3"
"3","0","10502","0","1140","4","3"
"4","0","10502","0","1170","4","3"
"5","0","10502","0","1200","4","3"
"0","0","10502","0","1350","5","3"
"1","0","10502","0","1380","5","3"
"2","0","10502","0","1410","5","3"
"3","0","10502","0","1440","5","3"
"4","0","10502","0","1470","5","3"
"5","0","10502","0","1500","5","3"
"0","0","10503","0","150","1","4"
"1","0","10503","0","180","1","4"
"2","0","10503","0","210","1","4"
"3","0","10503","0","240","1","4"
"4","0","10503","0","270","1","4"
"5","0","10503","0","300","1","4"
"0","0","10503","0","450","2","4"
"1","0","10503","0","480","2","4"
"2","0","10503","0","510","2","4"
"3","0","10503","0","540","2","4"
"4","0","10503","0","570","2","4"
"5","0","10503","0","600","2","4"
"0","0","10503","0","750","3","4"
"1","0","10503","0","780","3","4"
"2","0","10503","0","810","3","4"
"3","0","10503","0","840","3","4"
"4","0","10503","0","870","3","4"
"5","0","10503","0","900","3","4"
"0","0","10503","0","1050","4","4"
"1","0","10503","0","1080","4","4"
"2","0","10503","0","1110","4","4"
"3","0","10503","0","1140","4","4"
"4","0","10503","0","1170","4","4"
"5","0","10503","0","1200","4","4"
"0","0","10503","0","1350","5","4"
"1","0","10503","0","1380","5","4"
"2","0","10503","0","1410","5","4"
"3","0","10503","0","1440","5","4"
"4","0","10503","0","1470","5","4"
"5","0","10503","0","1500","5","4"
"0","0","10504","0","500","1","14"
"1","0","10504","0","600","1","14"
"2","0","10504","0","700","1","14"
"3","0","10504","0","800","1","14"
"4","0","10504","0","900","1","14"
"5","0","10504","0","1000","1","14"
"0","0","10504","0","1500","2","14"
"1","0","10504","0","1600","2","14"
"2","0","10504","0","1700","2","14"
"3","0","10504","0","1800","2","14"
"4","0","10504","0","1900","2","14"
"5","0","10504","0","2000","2","14"
"0","0","10504","0","2500","3","14"
"1","0","10504","0","2600","3","14"
"2","0","10504","0","2700","3","14"
"3","0","10504","0","2800","3","14"
"4","0","10504","0","2900","3","14"
"5","0","10504","0","3000","3","14"
"0","0","10504","0","3500","4","14"
"1","0","10504","0","3600","4","14"
"2","0","10504","0","3700","4","14"
"3","0","10504","0","3800","4","14"
"4","0","10504","0","3900","4","14"
"5","0","10504","0","4000","4","14"
"0","0","10504","0","4500","5","14"
"1","0","10504","0","4600","5","14"
"2","0","10504","0","4700","5","14"
"3","0","10504","0","4800","5","14"
"4","0","10504","0","4900","5","14"
"5","0","10504","0","5000","5","14"
"0","0","10601","0","150","1","1"
"1","0","10601","0","180","1","1"
"2","0","10601","0","210","1","1"
"3","0","10601","0","240","1","1"
"4","0","10601","0","270","1","1"
"5","0","10601","0","300","1","1"
"0","0","10601","0","450","2","1"
"1","0","10601","0","480","2","1"
"2","0","10601","0","510","2","1"
"3","0","10601","0","540","2","1"
"4","0","10601","0","570","2","1"
"5","0","10601","0","600","2","1"
"0","0","10601","0","750","3","1"
"1","0","10601","0","780","3","1"
"2","0","10601","0","810","3","1"
"3","0","10601","0","840","3","1"
"4","0","10601","0","870","3","1"
"5","0","10601","0","900","3","1"
"0","0","10601","0","1050","4","1"
"1","0","10601","0","1080","4","1"
"2","0","10601","0","1110","4","1"
"3","0","10601","0","1140","4","1"
"4","0","10601","0","1170","4","1"
"5","0","10601","0","1200","4","1"
"0","0","10601","0","1350","5","1"
"1","0","10601","0","1380","5","1"
"2","0","10601","0","1410","5","1"
"3","0","10601","0","1440","5","1"
"4","0","10601","0","1470","5","1"
"5","0","10601","0","1500","5","1"
"0","0","10602","0","150","1","3"
"1","0","10602","0","180","1","3"
"2","0","10602","0","210","1","3"
"3","0","10602","0","240","1","3"
"4","0","10602","0","270","1","3"
"5","0","10602","0","300","1","3"
"0","0","10602","0","450","2","3"
"1","0","10602","0","480","2","3"
"2","0","10602","0","510","2","3"
"3","0","10602","0","540","2","3"
"4","0","10602","0","570","2","3"
"5","0","10602","0","600","2","3"
"0","0","10602","0","750","3","3"
"1","0","10602","0","780","3","3"
"2","0","10602","0","810","3","3"
"3","0","10602","0","840","3","3"
"4","0","10602","0","870","3","3"
"5","0","10602","0","900","3","3"
"0","0","10602","0","1050","4","3"
"1","0","10602","0","1080","4","3"
"2","0","10602","0","1110","4","3"
"3","0","10602","0","1140","4","3"
"4","0","10602","0","1170","4","3"
"5","0","10602","0","1200","4","3"
"0","0","10602","0","1350","5","3"
"1","0","10602","0","1380","5","3"
"2","0","10602","0","1410","5","3"
"3","0","10602","0","1440","5","3"
"4","0","10602","0","1470","5","3"
"5","0","10602","0","1500","5","3"
"0","0","10603","0","150","1","4"
"1","0","10603","0","180","1","4"
"2","0","10603","0","210","1","4"
"3","0","10603","0","240","1","4"
"4","0","10603","0","270","1","4"
"5","0","10603","0","300","1","4"
"0","0","10603","0","450","2","4"
"1","0","10603","0","480","2","4"
"2","0","10603","0","510","2","4"
"3","0","10603","0","540","2","4"
"4","0","10603","0","570","2","4"
"5","0","10603","0","600","2","4"
"0","0","10603","0","750","3","4"
"1","0","10603","0","780","3","4"
"2","0","10603","0","810","3","4"
"3","0","10603","0","840","3","4"
"4","0","10603","0","870","3","4"
"5","0","10603","0","900","3","4"
"0","0","10603","0","1050","4","4"
"1","0","10603","0","1080","4","4"
"2","0","10603","0","1110","4","4"
"3","0","10603","0","1140","4","4"
"4","0","10603","0","1170","4","4"
"5","0","10603","0","1200","4","4"
"0","0","10603","0","1350","5","4"
"1","0","10603","0","1380","5","4"
"2","0","10603","0","1410","5","4"
"3","0","10603","0","1440","5","4"
"4","0","10603","0","1470","5","4"
"5","0","10603","0","1500","5","4"
"0","0","10604","0","200","1","13"
"1","0","10604","0","240","1","13"
"2","0","10604","0","280","1","13"
"3","0","10604","0","320","1","13"
"4","0","10604","0","360","1","13"
"5","0","10604","0","400","1","13"
"0","0","10604","0","600","2","13"
"1","0","10604","0","640","2","13"
"2","0","10604","0","680","2","13"
"3","0","10604","0","720","2","13"
"4","0","10604","0","760","2","13"
"5","0","10604","0","800","2","13"
"0","0","10604","0","1000","3","13"
"1","0","10604","0","1040","3","13"
"2","0","10604","0","1080","3","13"
"3","0","10604","0","1120","3","13"
"4","0","10604","0","1160","3","13"
"5","0","10604","0","1200","3","13"
"0","0","10604","0","1400","4","13"
"1","0","10604","0","1440","4","13"
"2","0","10604","0","1480","4","13"
"3","0","10604","0","1520","4","13"
"4","0","10604","0","1560","4","13"
"5","0","10604","0","1600","4","13"
"0","0","10604","0","1800","5","13"
"1","0","10604","0","1840","5","13"
"2","0","10604","0","1880","5","13"
"3","0","10604","0","1920","5","13"
"4","0","10604","0","1960","5","13"
"5","0","10604","0","2000","5","13"
"0","0","10701","0","150","1","1"
"1","0","10701","0","180","1","1"
"2","0","10701","0","210","1","1"
"3","0","10701","0","240","1","1"
"4","0","10701","0","270","1","1"
"5","0","10701","0","300","1","1"
"0","0","10701","0","450","2","1"
"1","0","10701","0","480","2","1"
"2","0","10701","0","510","2","1"
"3","0","10701","0","540","2","1"
"4","0","10701","0","570","2","1"
"5","0","10701","0","600","2","1"
"0","0","10701","0","750","3","1"
"1","0","10701","0","780","3","1"
"2","0","10701","0","810","3","1"
"3","0","10701","0","840","3","1"
"4","0","10701","0","870","3","1"
"5","0","10701","0","900","3","1"
"0","0","10701","0","1050","4","1"
"1","0","10701","0","1080","4","1"
"2","0","10701","0","1110","4","1"
"3","0","10701","0","1140","4","1"
"4","0","10701","0","1170","4","1"
"5","0","10701","0","1200","4","1"
"0","0","10701","0","1350","5","1"
"1","0","10701","0","1380","5","1"
"2","0","10701","0","1410","5","1"
"3","0","10701","0","1440","5","1"
"4","0","10701","0","1470","5","1"
"5","0","10701","0","1500","5","1"
"0","0","10702","0","150","1","3"
"1","0","10702","0","180","1","3"
"2","0","10702","0","210","1","3"
"3","0","10702","0","240","1","3"
"4","0","10702","0","270","1","3"
"5","0","10702","0","300","1","3"
"0","0","10702","0","450","2","3"
"1","0","10702","0","480","2","3"
"2","0","10702","0","510","2","3"
"3","0","10702","0","540","2","3"
"4","0","10702","0","570","2","3"
"5","0","10702","0","600","2","3"
"0","0","10702","0","750","3","3"
"1","0","10702","0","780","3","3"
"2","0","10702","0","810","3","3"
"3","0","10702","0","840","3","3"
