6d9c99573e62672b6bc80bcc91541e7466b4abbb93293076620dcf17ba0ffaae,b073eefec9f380edf9f63343a8b737db2327b2882e1aa87a04a18b3775068654,00fe46ed0aaade011fbaec497e949d615ca8ed5b9057b55596d83d4b2846b2c9,1b2d299616210d4cd418ac9527be5cb0d0374c09f2936f8e02a328397224b17f,1fc84aadc2a25dd6b3880f5cbdac20fb7856c3f795c113e11994b723bfa1d8d7,60dd25b03463b0b49542fb7a096a7815e6bfa8341571626671658df3468902ee,4229ad6d06d166bef0555499d553a1e4c59b14155d57f8e9c55c18e4e3850510,66888a074b33d7f1755870a6f3940c95f5b36a03f251a9d697436fd25dbce531,26db5d5dc42a9ee3c29c25fee2eba603e190ae4bc268ebae4610c852f4f7eae3,c067e5e9b8a661746d0b6614f7cc274ca5894683d36b531d421912fe004983b1,b2492a0c391e0eba9293c3a149fb39d2421fe56fb5c15850840771b5b784639e,0b2452d88b0ff1c7f1e15996226444aa62eaaccee6b066bc7e01a37febc85a78
"17","0","1170043","0","vo_10011600","vo_10011600_1715","43","2","0","0","0","0"
"17","8","1170044","0","0","0","44","1","180","723","0","1.35064935064935"
"17","8","1170045","2.60064935064935","0","0","45","4","0","0","1","0"
"17","0","1170046","0","vo_10011600","vo_10011600_1716","46","2","0","0","0","0"
"17","8","1170047","0","0","0","47","1","723","723","0","0.976623376623377"
"17","8","1170048","2.97662337662338","0","0","48","4","0","0","1","0"
"17","9","1170049","0","0","0","49","1","0","470","0","0.01"
"17","9","1170050","0","0","0","50","4","0","0","1","0"
"17","0","1170051","0","vo_10011600","vo_10011600_1717","51","2","0","0","0","0"
"17","9","1170052","0","0","0","52","1","470","700","0","1.19480519480519"
