e1e01567ad1057e7d0b176c8b03085670eb16f2f0e595c277c98c473f4641134,ed1a3fe5c89e6a89c7feab91a2a4e65c872d7a9e5e5603d13cbc1fcd5d59b4bd,32f9fd8b17f678b986e96d0fa433395db7af15526808192309469eb9e040abcc,fe842c5dc11d2c2a5d67c75f067565604dee183a7db8df4b697be2c927bd5cd3,cf2e7ab6bbd4a149eb9bcab0d9e64706c4ce9bfa019503b35e27e09074cc7d78,fc8f93c061222acb05b639d66d2a22575312e36b3c2dadb2a798105c0e439fee,32d151b162d3d9e49f52de5077e139262490fb1c743e71df68e8d31e5eb3812e,2ab73c578da476d292b498a6129d7b4b1f247727ed8d4e1b46efa41300996dbf,e10c2e8eae06e460f7cdaa3f8a711b9787bbefde33cc7115a66354c21aa7aac5,a3547e325d26e1565dc41726bafbe570382705c4ce7c25fa38c654fbd429e23b,23f246e60f30b9c669812bd759e180ffd3c29a6373d3c1285ec21e8c184904e0,b83f75df0f91717de13aa7c48418e62fc0428fd20daf77f3e501e5d8fa9aa17a,add41867b9afe09490ded54ce0c9fee385017cfd70e34c82041828de4a82a509,1c287d2708f8f8bea76e0dbc97dac7050313092da6742aa7011c2678237c2d0a
"110","惠理子","0","10142","能夠一路挺進到此地，你們及格了。\n不過要是想以更高的境界為目標……\n我就陪你們進行\n更進一步的訓練吧。","8.83","110","24","1","0","2","129901","2024/08/01 16:00:00","2030/12/17 14:59:59"
"111","惠理子","0","10142","曾不成氣候又不靠譜的你們，\n已經有了令人刮目相看的成長。\n原來如此……這份心情，\n就是身為教官的榮幸吧。","6.68","111","24","2","0","1","129901","2024/08/01 16:00:00","2030/12/17 14:59:59"
"112","惠理子","0","10142","沒想到你們能發揮出\n遠超我所預期的力量……真令人吃驚。\n你們已經不是垃圾蟲了，\n作為獨當一面的騎士，引以為傲吧。","8.8","112","24","2","0","6","129901","2024/08/01 16:00:00","2030/12/17 14:59:59"
"113","惠理子","0","10142","嘻嘻，你們表現得很出色。\n我一直深信各位肯定辦得到。\n因為你們是接受我的指導，\n惠理子班優秀的新兵呀。","8.9","113","24","1","0","2","129901","2024/08/01 16:00:00","2030/12/17 14:59:59"
"114","惠理子","0","10142","如此出色的成績……！\n今天這天就作為「為那位大人著想的\n惠理子超越極限紀念日」\n寫入歷史吧……！","3.7","114","24","5","0","2","129901","2024/08/01 16:00:00","2030/12/17 14:59:59"
"200","真琴","0","10142","好，這是一場不錯的訓練呢。\n你們的動作也很靈敏，\n我認為你們確實已經有所成長。\n保持這個狀態，繼續加油吧。","7.6","200","24","2","0","1","129801","2024/08/01 16:00:00","2030/12/17 14:59:59"
"201","真琴","0","10142","總之，恭喜你們抵達終點！\n不過，努力這件事貴在堅持不懈啊。\n如果你們有幹勁繼續加油，\n無論多少次，我都很樂意奉陪喔。","2.25","201","24","1","0","2","129801","2024/08/01 16:00:00","2030/12/17 14:59:59"
"202","真琴","0","10142","這樣行軍訓練就結束了！\n……你們該不會有這種想法吧？\n直到身體牢牢記住學習成果前，\n要腳踏實地反覆去做才算練習啊。","3.28","202","24","1","0","2","129801","2024/08/01 16:00:00","2030/12/17 14:59:59"
"203","真琴","0","10142","我讓大家太勉強自己了嗎……\n不過，不能這樣就放棄啊。\n下次肯定會順利。只要相信這件事，\n持續努力鍛鍊，肯定能開闢出一條路！","2.98","203","24","1","0","4","129801","2024/08/01 16:00:00","2030/12/17 14:59:59"
"204","真琴","0","10142","這結果真讓人不甘心啊……\n總之，有很多該反省的地方，\n一件一件克服吧。\n我們齊心協力一起面對，來！","3","204","24","1","0","4","129801","2024/08/01 16:00:00","2030/12/17 14:59:59"
"205","真琴","0","10142","你們還是不成氣候的訓練兵，\n不必對失敗耿耿於懷。\n不過面臨實戰可就不能這樣了呢。\n下次要重新打起精神挑戰喔！","10.3","205","24","2","0","1","129801","2024/08/01 16:00:00","2030/12/17 14:59:59"
"206","真琴","0","10142","這就是你們的全力？\n不不不，不該是這樣吧。\n你們肯定能變得更強！\n我都這麼說了，肯定不會錯！","2.93","206","24","1","0","6","129801","2024/08/01 16:00:00","2030/12/17 14:59:59"
"207","真琴","0","10142","考慮到你們的實力，\n這個成績算不上是竭盡全力。\n那麼，接下來該做的事情已經決定了。\n轉換心情，重新鍛鍊！","9.3","207","24","1","0","3","129801","2024/08/01 16:00:00","2030/12/17 14:59:59"
"208","真琴","0","10142","還有很多課題尚待改善呢～\n拖沓的動作，慢半拍的判斷……\n只要好好改進這些部分，\n紀錄肯定也能更進一步提升。","6.9","208","24","1","0","4","129801","2024/08/01 16:00:00","2030/12/17 14:59:59"
"209","真琴","0","10142","能夠一路來到這個地方，你們及格了！\n不如說，回想起一開始不靠譜的樣子，\n你們已經有了驚人的成長吧？\n我認為這是值得自豪的結果啊！","0","209","24","2","0","2","129801","2024/08/01 16:00:00","2030/12/17 14:59:59"
"210","真琴","0","10142","雖然這次的訓練挺艱辛的，\n但大家都能確實地跟上呢。\n你們展現了腳踏實地持續進行\n基礎訓練的成果，這就是證據。","5.95","210","24","2","0","1","129801","2024/08/01 16:00:00","2030/12/17 14:59:59"
"211","真琴","0","10142","你們這次訓練也很努力呢！\n好好休息，為下次做好準備喔！\n該怎麼說，看著學生持續在成長，\n我覺得很開心呢……","6.73","211","24","1","0","2","129801","2024/08/01 16:00:00","2030/12/17 14:59:59"
"212","真琴","0","10142","你們幾個，太厲害了！\n我看這下啊，已經不能說你們是\n菜鳥新兵了呢。就算是在騎士團，\n你們肯定也能大為活躍喔！","0","212","24","2","0","2","129801","2024/08/01 16:00:00","2030/12/17 14:59:59"
"213","真琴","0","10142","與敵人的戰鬥方式，正確的狀況判斷，\n最重要的毅力……全都棒極了！\n要是一不留神，連身為教官的我\n都可能會被你們超越呢……嘿嘿。","6.65","213","24","2","0","1","129801","2024/08/01 16:00:00","2030/12/17 14:59:59"
"214","真琴","0","10142","我的指導很出色？\n不不不，能夠變強到這個地步，\n全是因為你們自己的努力。\n我重新再說一次……恭喜你們！","3.05","214","24","1","0","6","129801","2024/08/01 16:00:00","2030/12/17 14:59:59"
