77aa9a702319691668225bd337ed8b4cdd139e17e4f9d964bfd3ff7532d9c067,f5c8412935a25e2722a1fbed9dbee3c92935999c7e2b0f8d33756fbeecf22213,6f17a5a95bfec6839bc43d97a6e3ae8291e87c41ece8d716d0940cbc66d4b099,b0e4bb1b4222a9fa5b693e99bb45a42df48e93d8fd76b6c720362cd68736a037,baabf187134a1946d23ecb7cf96d49a4993beea98c0011354134cf90d717323a,e06f3a2c3f553e41e57ae8592c73501ed5e1d28fbffde7762aef73812f6ac08b,541dd569bf9e8c96cfdcedd49aed1070220ae276fc1790c91a9727ac0a83ef67,72acf1dd00a898a7892e3d77ce5b3fb32c8f6ece47a1626646d40f29a74f0672,8aef1f93fa2398d948dcb83c89308ac4b1afaa88d84536799588f921d9d241c5,036b3b21c1801a659a1f7ddf0639f969fce98dcc69132f40e0b9043dbd0b5ef7,09d4ac16343a9ba15e5d2b78b59a8718d11361f852be2fc80d5012de85659a0c,5b299cd817122616ecb153639ce643d1d47622f002ca15386a59d8d9bf5386f2,9085f74474390391a2cac7d09f5cdfe83e5f93cd6cd857f87cc2dd8009685c0f,1a1fef4f695b35cb27f10ef5b7a643902c12238e2efd950058dd548409cb6297,17fd531dada7f3eaf781ee0789b7c06a57d4bd7830e87ef2305ee6a35ec78647,52724d659083053b99e0f5abda36fdd55ef71afc9dd33238f63aef39ba39c827,9c12d8ea74b868f8d8711aca7777a9c3d645e903909bc5db91b3901675e60e14,5dc56c8e2d7ec7fae55b82bcd24bd77e14fc9803e4b6cc536c503a698c445aed,d5f4c8acce9e8bec47f415e2fa85b486f28b8975f49636b1029446b6634868e2,dd6dbb6981fccb37b4c8ad67a62be6da6ecd693263569611ef4decf880d2748e,3034c0cb87f4060afb822f9185a6ec41a46fa7c5b02d3aca5b7f4c8dbdb973c6,ae3ea532a8ba40ad5bb451b0cf0736bc6965a7cdb8b16771c1fee045591e1add,023b9a952b2a7f05f3b75f43c5c1aa809b1c767103ce366b85fd4d44573facce,fe987de483b20e842c5351f6999a2e23ff68283076910bc5e6b74e45939f0af9,612bfb95239e41bcd7746196d6b26f7da3262c5c5de762217a0e295361656261,df38edfe03d2e25654183d12d843c5a91bc66d10f2b9f668ad439a2f7a4672e2,fc1730cd278e8ddd274fe683115a46266a3141af30c76a002b7e99ab5c416c20,c39d04012cb319aa7f217c4587e14c757dcd39389908ad4377aadd000b9f0665,13eed53b75c530e9c318c01831899ffda000c1dd462dd7703f11138ef6dd476b,9ed28f662c84550da907ca1ef37e3be3de578f23ab33969781023d2a9857c4ac,08f10fcb3a0937e7a9e29b8ca66fe9960306499f25bba6895658794ff6d0efad
"100","33","1000730104","0","1","100","1","1000730104","1000730102","1","1","100","100","1000730104","1","100","10007301","34","1","1000730104","0","100","1","100","1000730104","0","1000730101","6","1","1000730103","1000730104"
"33","0","0","0","1","0","0","1000810103","1000810103","0","1","100","100","0","1","100","10008101","0","0","1000810102","0","0","1","34","0","0","1000810101","1","0","0","1000810103"
"100","34","1000820105","100","6","33","1","1000820105","1000820102","1","1","3","100","1000820105","1","3","10008201","100","1","1000820105","1000820104","100","1","100","1000820105","1","1000820101","6","1","1000820105","1000820103"
"100","33","1000830104","0","1","100","1","1000830104","1000830102","1","1","100","100","1000830104","1","100","10008301","34","1","1000830104","0","100","1","100","1000830104","0","1000830101","6","1","1000830103","1000830104"
"33","0","0","0","1","0","0","1000910103","1000910103","0","1","100","100","0","1","100","10009101","0","0","1000910102","0","0","1","34","0","0","1000910101","1","0","0","1000910103"
"100","34","1000920105","100","6","33","1","1000920105","1000920102","1","1","3","100","1000920105","1","3","10009201","100","1","1000920105","1000920104","100","1","100","1000920105","1","1000920101","6","1","1000920105","1000920103"
"100","33","1000930104","0","1","100","1","1000930104","1000930102","1","1","100","100","1000930104","1","100","10009301","34","1","1000930104","0","100","1","100","1000930104","0","1000930101","6","1","1000930103","1000930104"
"33","0","0","0","1","0","0","1001010103","1001010103","0","1","100","100","0","1","100","10010101","0","0","1001010102","0","0","1","34","0","0","1001010101","1","0","0","1001010103"
"100","34","1001020105","100","6","33","1","1001020105","1001020102","1","1","3","100","1001020105","1","3","10010201","100","1","1001020105","1001020104","100","1","100","1001020105","1","1001020101","6","1","1001020105","1001020103"
"100","33","1001030104","0","1","100","1","1001030104","1001030102","1","1","100","100","1001030104","1","100","10010301","34","1","1001030104","0","100","1","100","1001030104","0","1001030101","6","1","1001030103","1001030104"
"100","100","1001040106","100","1","100","1","1001040104","1001040102","1","1","100","100","1001040107","1","100","10010401","100","1","1001040105","1001040110","100","1","100","1001040108","1","1001040101","6","1","1001040109","1001040103"
"33","0","0","0","1","0","0","1001110103","1001110103","0","1","100","100","0","1","100","10011101","0","0","1001110102","0","0","1","34","0","0","1001110101","1","0","0","1001110103"
"100","34","1001120105","100","6","33","1","1001120105","1001120102","1","1","3","100","1001120105","1","3","10011201","100","1","1001120105","1001120104","100","1","100","1001120105","1","1001120101","6","1","1001120105","1001120103"
"100","33","1001130104","0","1","100","1","1001130104","1001130102","1","1","100","100","1001130104","1","100","10011301","34","1","1001130104","0","100","1","100","1001130104","0","1001130101","6","1","1001130103","1001130104"
"100","100","1001140106","100","1","100","1","1001140104","1001140102","1","1","100","100","1001140107","1","100","10011401","100","1","1001140105","1001140110","100","1","100","1001140108","1","1001140101","6","1","1001140109","1001140103"
"33","0","0","0","1","0","0","1001210103","1001210103","0","1","100","100","0","1","100","10012101","0","0","1001210102","0","0","1","34","0","0","1001210101","1","0","0","1001210103"
"100","34","1001220105","100","6","33","1","1001220105","1001220102","1","1","3","100","1001220105","1","3","10012201","100","1","1001220105","1001220104","100","1","100","1001220105","1","1001220101","6","1","1001220105","1001220103"
"100","33","1001230104","0","1","100","1","1001230104","1001230102","1","1","100","100","1001030104","1","100","10012301","34","1","1001230104","0","100","1","100","1001230104","0","1001230101","6","1","1001230103","1001230104"
"100","100","1001240106","100","1","100","1","1001240104","1001240102","1","1","100","100","1001040107","1","100","10012401","100","1","1001240105","1001240110","100","1","100","1001240108","1","1001240101","6","1","1001240109","1001240103"
"33","0","0","0","1","0","0","1001310103","1001310103","0","1","100","100","0","1","100","10013101","0","0","1001310102","0","0","1","34","0","0","1001310101","1","0","0","1001310103"
"100","34","1001320105","100","6","33","1","1001320105","1001320102","1","1","3","100","1001320105","1","3","10013201","100","1","1001320105","1001320104","100","1","100","1001320105","1","1001320101","6","1","1001320105","1001320103"
"100","33","1001330104","0","1","100","1","1001330104","1001330102","1","1","100","100","1001330104","1","100","10013301","34","1","1001330104","0","100","1","100","1001330104","0","1001330101","6","1","1001330103","1001330104"
"100","100","1001340106","100","1","100","1","1001340104","1001340102","1","1","100","100","1001340107","1","100","10013401","100","1","1001340105","1001340110","100","1","100","1001340108","1","1001340101","6","1","1001340109","1001340103"
"33","0","0","0","1","0","0","1001410103","1001410103","0","1","100","100","0","1","100","10014101","0","0","1001410102","0","0","1","34","0","0","1001410101","1","0","0","1001410103"
"100","34","1001420105","100","6","33","1","1001420105","1001420102","1","1","3","100","1001420105","1","3","10014201","100","1","1001420105","1001420104","100","1","100","1001420105","1","1001420101","6","1","1001420105","1001420103"
"100","33","1001430104","0","1","100","1","1001430104","1001430102","1","1","100","100","1001430104","1","100","10014301","34","1","1001430104","0","100","1","100","1001430104","0","1001430101","6","1","1001430103","1001430104"
"33","0","0","0","1","0","0","1001510103","1001510103","0","1","100","100","0","1","100","10015101","0","0","1001510102","0","0","1","34","0","0","1001510101","1","0","0","1001510103"
"100","34","1001520105","100","6","33","1","1001520105","1001520102","1","1","3","100","1001520105","1","3","10015201","100","1","1001520105","1001520104","100","1","100","1001520105","1","1001520101","6","1","1001520105","1001520103"
"100","33","1001530104","0","1","100","1","1001530104","1001530102","1","1","100","100","1001530104","1","100","10015301","34","1","1001530104","0","100","1","100","1001530104","0","1001530101","6","1","1001530103","1001530104"
"100","100","1001540106","100","1","100","1","1001540104","1001540102","1","1","100","100","1001540107","1","100","10015401","100","1","1001540105","1001540110","100","1","100","1001540108","1","1001540101","6","1","1001540109","1001540103"
"33","0","0","0","1","0","0","1001610103","1001610103","0","1","100","100","0","1","100","10016101","0","0","1001610102","0","0","1","34","0","0","1001610101","1","0","0","1001610103"
"100","34","1001620105","100","6","33","1","1001620105","1001620102","1","1","3","100","1001620105","1","3","10016201","100","1","1001620105","1001620104","100","1","100","1001620105","1","1001620101","6","1","1001620105","1001620103"
"100","33","1001630104","0","1","100","1","1001630104","1001630102","1","1","100","100","1001630104","1","100","10016301","34","1","1001630104","0","100","1","100","1001630104","0","1001630101","6","1","1001630103","1001630104"
"33","0","0","0","1","0","0","1001710103","1001710103","0","1","100","100","0","1","100","10017101","0","0","1001710102","0","0","1","34","0","0","1001710101","1","0","0","1001710103"
"100","34","1001720105","100","6","33","1","1001720105","1001720102","1","1","3","100","1001720105","1","3","10017201","100","1","1001720105","1001720104","100","1","100","1001720105","1","1001720101","6","1","1001720105","1001720103"
"100","33","1001730104","0","1","100","1","1001730104","1001730102","1","1","100","100","1001730104","1","100","10017301","34","1","1001730104","0","100","1","100","1001730104","0","1001730101","6","1","1001730103","1001730104"
"100","100","1001740106","100","1","100","1","1001740104","1001740102","1","1","100","100","1001740107","1","100","10017401","100","1","1001740105","1001740110","100","1","100","1001740108","1","1001740101","6","1","1001740109","1001740103"
"33","0","0","0","1","0","0","1001810103","1001810103","0","1","100","100","0","1","100","10018101","0","0","1001810102","0","0","1","34","0","0","1001810101","1","0","0","1001810103"
"100","34","1001820105","100","6","33","1","1001820105","1001820102","1","1","3","100","1001820105","1","3","10018201","100","1","1001820105","1001820104","100","1","100","1001820105","1","1001820101","6","1","1001820105","1001820103"
"100","33","1001830104","0","1","100","1","1001830104","1001830102","1","1","100","100","1001830104","1","100","10018301","34","1","1001830104","0","100","1","100","1001830104","0","1001830101","6","1","1001830103","1001830104"
"33","0","0","0","1","0","0","1001910103","1001910103","0","1","100","100","0","1","100","10019101","0","0","1001910102","0","0","1","34","0","0","1001910101","1","0","0","1001910103"
"100","34","1001920105","100","6","33","1","1001920105","1001920102","1","1","3","100","1001920105","1","3","10019201","100","1","1001920105","1001920104","100","1","100","1001920105","1","1001920101","6","1","1001920105","1001920103"
"100","33","1001930104","0","1","100","1","1001930104","1001930102","1","1","100","100","1001930104","1","100","10019301","34","1","1001930104","0","100","1","100","1001930104","0","1001930101","6","1","1001930103","1001930104"
"100","100","1001940106","100","1","100","1","1001940104","1001940102","1","1","100","100","1001940107","1","100","10019401","100","1","1001940105","1001940110","100","1","100","1001940108","1","1001940101","6","1","1001940109","1001940103"
"33","0","0","0","1","0","0","1002010103","1002010103","0","1","100","100","0","1","100","10020101","0","0","1002010102","0","0","1","34","0","0","1002010101","1","0","0","1002010103"
"100","34","1002020105","100","6","33","1","1002020105","1002020102","1","1","3","100","1002020105","1","3","10020201","100","1","1002020105","1002020104","100","1","100","1002020105","1","1002020101","6","1","1002020105","1002020103"
"100","33","1002030104","0","1","100","1","1002030104","1002030102","1","1","100","100","1002030104","1","100","10020301","34","1","1002030104","0","100","1","100","1002030104","0","1002030101","6","1","1002030103","1002030104"
"33","0","0","0","1","0","0","1002110103","1002110103","0","1","100","100","0","1","100","10021101","0","0","1002110102","0","0","1","34","0","0","1002110101","1","0","0","1002110103"
"100","34","1002120105","100","6","33","1","1002120105","1002120102","1","1","3","100","1002120105","1","3","10021201","100","1","1002120105","1002120104","100","1","100","1002120105","1","1002120101","6","1","1002120105","1002120103"
"100","33","1002130104","0","1","100","1","1002130104","1002130102","1","1","100","100","1002130104","1","100","10021301","34","1","1002130104","0","100","1","100","1002130104","0","1002130101","6","1","1002130103","1002130104"
"100","100","1002140106","100","1","100","1","1002140104","1002140102","1","1","100","100","1002140107","1","100","10021401","100","1","1002140105","1002140110","100","1","100","1002140108","1","1002140101","6","1","1002140109","1002140103"
"33","0","0","0","1","0","0","1002210103","1002210103","0","1","100","100","0","1","100","10022101","0","0","1002210102","0","0","1","34","0","0","1002210101","1","0","0","1002210103"
"100","34","1002220105","100","6","33","1","1002220105","1002220102","1","1","3","100","1002220105","1","3","10022201","100","1","1002220105","1002220104","100","1","100","1002220105","1","1002220101","6","1","1002220105","1002220103"
"100","33","1002230104","0","1","100","1","1002230104","1002230102","1","1","100","100","1002230104","1","100","10022301","34","1","1002230104","0","100","1","100","1002230104","0","1002230101","6","1","1002230103","1002230104"
"33","0","0","0","1","0","0","1002310103","1002310103","0","1","100","100","0","1","100","10023101","0","0","1002310102","0","0","1","34","0","0","1002310101","1","0","0","1002310103"
"100","34","1002320105","100","6","33","1","1002320105","1002320102","1","1","3","100","1002320105","1","3","10023201","100","1","1002320105","1002320104","100","1","100","1002320105","1","1002320101","6","1","1002320105","1002320103"
"100","33","1002330104","0","1","100","1","1002330104","1002330102","1","1","100","100","1002330104","1","100","10023301","34","1","1002330104","0","100","1","100","1002330104","0","1002330101","6","1","1002330103","1002330104"
"100","100","1002340106","100","1","100","1","1002340104","1002340102","1","1","100","100","1002340107","1","100","10023401","100","1","1002340105","1002340110","100","1","100","1002340108","1","1002340101","6","1","1002340109","1002340103"
"33","0","0","0","1","0","0","1002410103","1002410103","0","1","100","100","0","1","100","10024101","0","0","1002410102","0","0","1","34","0","0","1002410101","1","0","0","1002410103"
"100","34","1002420105","100","6","33","1","1002420105","1002420102","1","1","3","100","1002420105","1","3","10024201","100","1","1002420105","1002420104","100","1","100","1002420105","1","1002420101","6","1","1002420105","1002420103"
"100","33","1002430104","0","1","100","1","1002430104","1002430102","1","1","100","100","1002430104","1","100","10024301","34","1","1002430104","0","100","1","100","1002430104","0","1002430101","6","1","1002430103","1002430104"
"33","0","0","0","1","0","0","1002510103","1002510103","0","1","100","100","0","1","100","10025101","0","0","1002510102","0","0","1","34","0","0","1002510101","1","0","0","1002510103"
"100","34","1002520105","100","6","33","1","1002520105","1002520102","1","1","3","100","1002520105","1","3","10025201","100","1","1002520105","1002520104","100","1","100","1002520105","1","1002520101","6","1","1002520105","1002520103"
"100","33","1002530104","0","1","100","1","1002530104","1002530102","1","1","100","100","1002530104","1","100","10025301","34","1","1002530104","0","100","1","100","1002530104","0","1002530101","6","1","1002530103","1002530104"
"100","100","1002540106","100","1","100","1","1002540104","1002540102","1","1","100","100","1002540107","1","100","10025401","100","1","1002540105","1002540110","100","1","100","1002540108","1","1002540101","6","1","1002540109","1002540103"
"33","0","0","0","1","0","0","1002610103","1002610103","0","1","100","100","0","1","100","10026101","0","0","1002610102","0","0","1","34","0","0","1002610101","1","0","0","1002610103"
"100","34","1002620105","100","6","33","1","1002620105","1002620102","1","1","3","100","1002620105","1","3","10026201","100","1","1002620105","1002620104","100","1","100","1002620105","1","1002620101","6","1","1002620105","1002620103"
"100","33","1002630104","0","1","100","1","1002630104","1002630102","1","1","100","100","1002630104","1","100","10026301","34","1","1002630104","0","100","1","100","1002630104","0","1002630101","6","1","1002630103","1002630104"
"33","0","0","0","1","0","0","1002710103","1002710103","0","1","100","100","0","1","100","10027101","0","0","1002710102","0","0","1","34","0","0","1002710101","1","0","0","1002710103"
"100","34","1002720105","100","6","33","1","1002720105","1002720102","1","1","3","100","1002720105","1","3","10027201","100","1","1002720105","1002720104","100","1","100","1002720105","1","1002720101","6","1","1002720105","1002720103"
"100","33","1002730104","0","1","100","1","1002730104","1002730102","1","1","100","100","1002730104","1","100","10027301","34","1","1002730104","0","100","1","100","1002730104","0","1002730101","6","1","1002730103","1002730104"
"100","100","1002740106","100","1","100","1","1002740104","1002740102","1","1","100","100","1002740107","1","100","10027401","100","1","1002740105","1002740110","100","1","100","1002740108","1","1002740101","6","1","1002740109","1002740103"
"33","0","0","0","1","0","0","1002810103","1002810103","0","1","100","100","0","1","100","10028101","0","0","1002810102","0","0","1","34","0","0","1002810101","1","0","0","1002810103"
"100","34","1002820105","100","6","33","1","1002820105","1002820102","1","1","3","100","1002820105","1","3","10028201","100","1","1002820105","1002820104","100","1","100","1002820105","1","1002820101","6","1","1002820105","1002820103"
"100","33","1002830104","0","1","100","1","1002830104","1002830102","1","1","100","100","1002830104","1","100","10028301","34","1","1002830104","0","100","1","100","1002830104","0","1002830101","6","1","1002830103","1002830104"
"33","0","0","0","1","0","0","1002910103","1002910103","0","1","100","100","0","1","100","10029101","0","0","1002910102","0","0","1","34","0","0","1002910101","1","0","0","1002910103"
"100","34","1002920105","100","6","33","1","1002920105","1002920102","1","1","3","100","1002920105","1","3","10029201","100","1","1002920105","1002920104","100","1","100","1002920105","1","1002920101","6","1","1002920105","1002920103"
"100","33","1002930104","0","1","100","1","1002930104","1002930102","1","1","100","100","1002930104","1","100","10029301","34","1","1002930104","0","100","1","100","1002930104","0","1002930101","6","1","1002930103","1002930104"
"100","100","1002940106","100","1","100","1","1002940104","1002940102","1","1","100","100","1002940107","1","100","10029401","100","1","1002940105","1002940110","100","1","100","1002940108","1","1002940101","6","1","1002940109","1002940103"
"33","0","0","0","1","0","0","1003010103","1003010103","0","1","100","100","0","1","100","10030101","0","0","1003010102","0","0","1","34","0","0","1003010101","1","0","0","1003010103"
"100","34","1003020105","100","6","33","1","1003020105","1003020102","1","1","3","100","1003020105","1","3","10030201","100","1","1003020105","1003020104","100","1","100","1003020105","1","1003020101","6","1","1003020105","1003020103"
"100","33","1003030104","0","1","100","1","1003030104","1003030102","1","1","100","100","1003030104","1","100","10030301","34","1","1003030104","0","100","1","100","1003030104","0","1003030101","6","1","1003030103","1003030104"
"33","0","0","0","1","0","0","1003110103","1003110103","0","1","100","100","0","1","100","10031101","0","0","1003110102","0","0","1","34","0","0","1003110101","1","0","0","1003110103"
"100","34","1003120105","100","6","33","1","1003120105","1003120102","1","1","3","100","1003120105","1","3","10031201","100","1","1003120105","1003120104","100","1","100","1003120105","1","1003120101","6","1","1003120105","1003120103"
"100","33","1003130104","0","1","100","1","1003130104","1003130102","1","1","100","100","1003130104","1","100","10031301","34","1","1003130104","0","100","1","100","1003130104","0","1003130101","6","1","1003130103","1003130104"
"100","100","1003140106","100","1","100","1","1003140104","1003140102","1","1","100","100","1003140107","1","100","10031401","100","1","1003140105","1003140110","100","1","100","1003140108","1","1003140101","6","1","1003140109","1003140103"
"33","0","0","0","1","0","0","1003210103","1003210103","0","1","100","100","0","1","100","10032101","0","0","1003210102","0","0","1","34","0","0","1003210101","1","0","0","1003210103"
"100","34","1003220105","100","6","33","1","1003220105","1003220102","1","1","3","100","1003220105","1","3","10032201","100","1","1003220105","1003220104","100","1","100","1003220105","1","1003220101","6","1","1003220105","1003220103"
"100","33","1003230104","0","1","100","1","1003230104","1003230102","1","1","100","100","1003230104","1","100","10032301","34","1","1003230104","0","100","1","100","1003230104","0","1003230101","6","1","1003230103","1003230104"
"33","0","0","0","1","0","0","1003310103","1003310103","0","1","100","100","0","1","100","10033101","0","0","1003310102","0","0","1","34","0","0","1003310101","1","0","0","1003310103"
"100","34","1003320105","100","6","33","1","1003320105","1003320102","1","1","3","100","1003320105","1","3","10033201","100","1","1003320105","1003320104","100","1","100","1003320105","1","1003320101","6","1","1003320105","1003320103"
"100","33","1003330104","0","1","100","1","1003330104","1003330102","1","1","100","100","1003330104","1","100","10033301","34","1","1003330104","0","100","1","100","1003330104","0","1003330101","6","1","1003330103","1003330104"
"100","100","1003340106","100","1","100","1","1003340104","1003340102","1","1","100","100","1003340107","1","100","10033401","100","1","1003340105","1003340110","100","1","100","1003340108","1","1003340101","6","1","1003340109","1003340103"
"33","0","0","0","1","0","0","1003410103","1003410103","0","1","100","100","0","1","100","10034101","0","0","1003410102","0","0","1","34","0","0","1003410101","1","0","0","1003410103"
"100","34","1003420105","100","6","33","1","1003420105","1003420102","1","1","3","100","1003420105","1","3","10034201","100","1","1003420105","1003420104","100","1","100","1003420105","1","1003420101","6","1","1003420105","1003420103"
"100","33","1003430104","0","1","100","1","1003430104","1003430102","1","1","100","100","1003430104","1","100","10034301","34","1","1003430104","0","100","1","100","1003430104","0","1003430101","6","1","1003430103","1003430104"
"100","100","1003440106","100","1","100","1","1003440104","1003440102","1","1","100","100","1003440107","1","100","10034401","100","1","1003440105","1003440110","100","1","100","1003440108","1","1003440101","6","1","1003440109","1003440103"
"33","0","0","0","1","0","0","1003510103","1003510103","0","1","100","100","0","1","100","10035101","0","0","1003510102","0","0","1","34","0","0","1003510101","1","0","0","1003510103"
"100","34","1003520105","100","6","33","1","1003520105","1003520102","1","1","3","100","1003520105","1","3","10035201","100","1","1003520105","1003520104","100","1","100","1003520105","1","1003520101","6","1","1003520105","1003520103"
"100","33","1003530104","0","1","100","1","1003530104","1003530102","1","1","100","100","1003530104","1","100","10035301","34","1","1003530104","0","100","1","100","1003530104","0","1003530101","6","1","1003530103","1003530104"
"100","100","1003540106","100","1","100","1","1003540104","1003540102","1","1","100","100","1003540107","1","100","10035401","100","1","1003540105","1003540110","100","1","100","1003540108","1","1003540101","6","1","1003540109","1003540103"
"33","0","0","0","1","0","0","1003610103","1003610103","0","1","100","100","0","1","100","10036101","0","0","1003610102","0","0","1","34","0","0","1003610101","1","0","0","1003610103"
"100","34","1003620105","100","6","33","1","1003620105","1003620102","1","1","3","100","1003620105","1","3","10036201","100","1","1003620105","1003620104","100","1","100","1003620105","1","1003620101","6","1","1003620105","1003620103"
"100","33","1003630104","0","1","100","1","1003630104","1003630102","1","1","100","100","1003630104","1","100","10036301","34","1","1003630104","0","100","1","100","1003630104","0","1003630101","6","1","1003630103","1003630104"
"100","100","1003640106","100","1","100","1","1003640104","1003640102","1","1","100","100","1003640107","1","100","10036401","100","1","1003640105","1003640110","100","1","100","1003640108","1","1003640101","6","1","1003640109","1003640103"
"33","0","0","0","1","0","0","1003710103","1003710103","0","1","100","100","0","1","100","10037101","0","0","1003710102","0","0","1","34","0","0","1003710101","1","0","0","1003710103"
"100","34","1003720105","100","6","33","1","1003720105","1003720102","1","1","3","100","1003720105","1","3","10037201","100","1","1003720105","1003720104","100","1","100","1003720105","1","1003720101","6","1","1003720105","1003720103"
