022c6c8c20bbcae994027ede72cc28c266aabc0673c85b1ceaf1451bb38660f2,ad4a61e8dbf1db480295efd0dd8da46f9ce2551d9c1f9262a751eb5bb89e2fd3,ea5ae1adb947369f5a1093380f91dcc2d6dafb164db45222d8fb59f6116977a4,1bbb001e5abd1da9864f138293994127cf86fe47e2a4204f180d9238eaa42493,7c0b0f9ff84d315cc174c3e5d182aeb024ca081f9d9754c3689fd3f6e502428b,f495c6a700162953e122c0a3fe81ead6f9e3ac75f02f462a5f5401dfa732d984
"3014","120701","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/11/01 16:00:00","10206010","10206501"
"3001","181201","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/11/01 16:00:00","10206011","10206501"
"3010","181201","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/11/01 16:00:00","10206012","10206501"
"3002","135101","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","2025/11/11 16:00:00","10206013","10206501"
"3004","135101","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","2025/11/11 16:00:00","10206014","10206501"
"3011","129601","戰鬥開始90秒內，\n特大幅度降低敵方全體的物理防禦力","2025/12/01 16:00:00","10207001","10207501"
"3011","129601","戰鬥開始90秒內，\n特大幅度降低敵方全體的魔法防禦力","2025/12/01 16:00:00","10207002","10207501"
"3002","126001","戰鬥開始90秒內，\n我方全體特大幅度提升物理防禦力","2025/12/01 16:00:00","10207003","10207501"
"3004","126001","戰鬥開始90秒內，\n我方全體特大幅度提升魔法防禦力","2025/12/01 16:00:00","10207004","10207501"
"3011","135401","戰鬥開始後90秒內，中幅度降低敵方全體\n的物理攻擊力","2025/12/11 16:00:00","10207005","10207501"
"3011","135401","戰鬥開始後90秒內，中幅度降低敵方全體\n的魔法攻擊力","2025/12/11 16:00:00","10207006","10207501"
"3001","135301","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/12/01 16:00:00","10207007","10207501"
"3014","135301","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/12/01 16:00:00","10207008","10207501"
"3011","106001","戰鬥開始後90秒內，中幅度降低敵方全體\n的物理攻擊力","2025/12/01 16:00:00","10207009","10207501"
"3011","106001","戰鬥開始後90秒內，中幅度降低敵方全體\n的魔法攻擊力","2025/12/01 16:00:00","10207010","10207501"
"3001","103001","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/12/01 16:00:00","10207011","10207501"
"3010","103001","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/12/01 16:00:00","10207012","10207501"
"3005","129701","戰鬥開始90秒內，\n我方全體賦予持續恢復HP的狀態。","2025/12/01 16:00:00","10207013","10207501"
"3013","129701","戰鬥開始後，\n我方全體無法行動狀態無效2次。","2025/12/01 16:00:00","10207014","10207501"
"3001","125801","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","2025/12/01 16:00:00","10207015","10207501"
"3010","125801","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/12/01 16:00:00","10207016","10207501"
"3003","107801","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","2025/12/01 16:00:00","10207017","10207501"
"3010","107801","戰鬥開始90秒內，\n特大幅度提升ＴＰ上升。","2025/12/01 16:00:00","10207018","10207501"
"3003","137101","戰鬥開始90秒內，\n我方全體特大幅度提升魔法攻擊力","2025/12/16 16:00:00","10207019","10207501"
"3014","137101","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/12/16 16:00:00","10207020","10207501"
"3001","131601","戰鬥開始90秒內，\n我方全體特大幅度提升物理攻擊力","2025/12/01 16:00:00","10207021","10207501"
"3014","131601","戰鬥開始後，大幅恢復我方全體的ＴＰ","2025/12/01 16:00:00","10207022","10207501"
