b0cd4096fdeaa7bef2009b32d98b691dd63645abc2c4003ce4fcedb77be0fd92,d5ecfa1cef5a2e918870a7dd03de1b90ec1dda1aaa25623bd20d7089ef175401,2231890bd03941c77dfa992251ef7c82ca8424d413dac475791fa6d7b465a858,be8b748252c0ff839bd4c449f82ee3f974444150602143bc1a6d6a0bf5334748,bb40b0ba54d894b592cd7e56dbaa0a6767906d4f2755f280d239c7e8d4468861,d992359c11bb078e84bcd2ae4cc815670436b926abce6b26fc7ff7c75b806e55,9f3f1c78b281d0200dc60645e30720371bab3d276f637cd6a93a3f751a514c8c,fa337bc1e452a310e1314654680e230528e8e87cb3704584925a569142a371c3,ee4a959b431a86688f0d60919f830f39cbf279bb3699220b0cfe56a721df5a60,409ca9b948c6ae35824a1f79f7e0e7b8718c3041150f28cdc0dd5adc5d09029f
"前功盡棄","勞而無功","1","2110035","0","0","0","0","功虧一簣","不勞而獲"
"慘不忍睹","隱忍不發","1","2110036","0","0","0","0","愛不忍釋","忍無可忍"
"捕魷魚","攪和","1","2110037","0","0","0","0","煮菜","開除"
"遇到敵人","棋藝很高","1","2110038","0","0","0","0","喜歡下棋","實力相當"
"牽牛花","茉莉花","1","2110039","0","0","0","0","水仙","百合"
"Aware","Nervous","1","2110040","0","0","0","0","Afraid","Keen"
"Pitaya","Pineapple","1","2110041","0","0","0","0","Papaya","Parrot"
"六","二","1","2110042","0","0","0","0","川","氵"
"水","次","1","2110043","0","0","0","0","羊","冷"
"期","明","1","2110044","0","0","0","0","盟","朝"
"石榴","釋迦","1","2110045","0","0","0","0","火龍果","榴蓮"
"諠誓","諠示","1","2110046","0","0","0","0","宣示","宣誓"
"請床","超床","1","2110047","0","0","0","0","起牀","起床"
"未","無","1","2110049","0","0","0","0","非","不"
"未","無","1","2110050","0","0","0","0","不","非"
"未","非","1","2110051","0","0","0","0","不","無"
"無","非","1","2110052","0","0","0","0","不","未"
"有名無實","照三餐問候","1","2110053","0","0","0","0","一頭栽進去","三分鐘熱度"
"孤獨的","單一的","1","2110054","0","0","0","0","可拆解的","可溶解的"
"金榜題名時","他鄉遇故知","1","2110056","0","0","0","0","久旱逢甘霖","春秋無義戰"
"萬 ","千","1","2110058","0","0","0","0","十","百"
"七","八","1","2110060","0","0","0","0","九","十"
"與真步的羈絆","常保童話之心的公主","1","2111001","0","0","0","0","咕嚕靈波～","神奇真步魔法靈咕嚕靈波～"
"夢想成為超級巨星☆☆★","太讚了吧☆","1","2111002","0","0","0","0","切嚕～☆","嘟嚕嚕嚕嚕～★"
"頭部有雙角","人口最多","1","2111003","0","0","0","0","有獸耳及獸尾","尖尖的長耳"
"哇哇","嗡嗡","1","2111004","0","0","0","0","咕咕","哞哞"
"大天使之淚","蘋果派","1","2111005","0","0","0","0","心型吉拿棒","綜合莓果蛋糕"
"Pliers","Screwdriver","1","2120002","0","0","0","0","Hammer","Pillar"
"Cottage","Building","1","2120004","0","0","0","0","House","Balustrate"
"SARS","ADSL","1","2120005","0","0","0","0","AIDS","PTSD"
"TY","STS","1","2120006","0","0","0","0","TS","TD"
"酉","酒","1","2120009","0","0","0","0","愧","醜"
"無可奈何","委曲求全","1","2120011","0","0","0","0","因時制宜","不知變通"
"電燈","電源","1","2120012","0","0","0","0","電車","電報"
"味噌","醋","1","2120013","0","0","0","0","醬油","味醂"
"harmonious","bankrupt","1","2120014","0","0","0","0","refrigerator","itinerary"
"四季分明","風景秀麗","1","2120016","0","0","0","0","節儉","勤奮求學"
"老人生氣的樣子","老但樣貌年輕","1","2120017","0","0","0","0","老人顏貌俊美","老年人精神煥發"
"Railway","Fly Away","1","2120018","0","0","0","0","Long Way","Freeway"
"枉費心機","無濟於事","1","2120021","0","0","0","0","徒勞無功","吹糠見米"
"錙銖必較","葛屨履霜","1","2120022","0","0","0","0","瘠人肥己","地不愛寶"
"白費口舌","雞同鴨講","1","2120023","0","0","0","0","對牛彈琴","口若懸河"
"天方夜譚","鐵樹開花","1","2120025","0","0","0","0","海底撈月","魑魅魍魎"
"微乎其微","寥寥無幾","1","2120026","0","0","0","0","屈指可數","恆河沙數"
"一兆一億","一長一短","1","2120027","0","0","0","0","一鳥一石","一朝一夕"
"８個","６個","1","2120028","0","0","0","0","２個","４個"
"Harro","Herro","1","2120029","0","0","0","0","Hallo","Hello"
"日新月異","一進一退","1","2120031","0","0","0","0","埋頭苦幹","優柔寡斷"
"星期一","星期日","1","2120033","0","0","0","0","星期四","星期五"
"星期二","星期四","1","2120034","0","0","0","0","星期五","星期三"
"Diving Message","Dancing Message","1","2120035","0","0","0","0","Dubbing Message","Dying Message"
"虎","狗","1","2120036","0","0","0","0","牛","馬"
"廚房","衣櫃","1","2120037","0","0","0","0","河川","廁所"
"工","烘","1","2120038","0","0","0","0","牛","奔"
"宣","渲","1","2120039","0","0","0","0","喧","暄"
"宣","渲","1","2120042","0","0","0","0","暄","喧"
"「朝」野","「朝」向","1","2120045","0","0","0","0","「朝」天闕","「朝」三暮四"
"艱「難」","「難」受","1","2120046","0","0","0","0","「難」過","「難」民"
"硬","兌","1","2120047","0","0","0","0","鈔","弊"
"五顏六色","四分五裂","1","2120048","0","0","0","0","八面六臂","九死一生"
"一網打盡","八方受敵","1","2120049","0","0","0","0","百發百中","千載一遇"
"測量","計劃","1","2120050","0","0","0","0","陰謀","謀求"
"依附","靠近","1","2120051","0","0","0","0","抵達","從事"
"白色","黑色","1","2120053","0","0","0","0","紅色","青色"
"神仙難救","中飽私囊","1","2120054","0","0","0","0","祭天拜地","不知死活"
"師徒","情侶","1","2120055","0","0","0","0","家人","敵人"
"蘆筍","香菇","1","2120056","0","0","0","0","松茸","竹筍"
"頂上無光","天女散花","1","2120057","0","0","0","0","阿彌陀佛","無法無天"
"言不及義","登高望遠","1","2120058","0","0","0","0","一步登天","高明"
"緊攔慢擋","覆水難收","1","2120059","0","0","0","0","足不出戶","一場空"
"貓","狗","1","2120060","0","0","0","0","鶴","龜"
"兔","貓","1","2120061","0","0","0","0","狸","狐"
"一直打工團","我們的防衛團","1","2121001","0","0","0","0","跌倒冒險團","邊緣人掰掰團"
"麥酒的想像訓練","麥酒最棒啦！","1","2121002","0","0","0","0","最棒的一杯","沉醉麥酒的快樂女孩"
"兇猛女君","聖夜女君","1","2121003","0","0","0","0","誓約女君","絕對妻君"
"姬","疾","1","2121004","0","0","0","0","風","暝"
"100000000","1000","1","2121005","0","0","0","0","10000000","1000000"
"Senior","Aged","1","2130004","0","0","0","0","Outdated","Sophisticated"
"Exonerate","Outside","1","2130005","0","0","0","0","Exempt","Ostracize"
"飢荒的悲嘆","喪子的悲痛","1","2130006","0","0","0","0","運蹇的無奈","故國的哀思 "
"「鵪」鶉／「閹」然媚世","「岈」然／驚「訝」不已","1","2130007","0","0","0","0","「佚」名／瓜「瓞」綿綿","地「氈」／「饘」粥糊口"
"鵝蛋臉","老爺車","1","2130008","0","0","0","0","牛肉麵","水果刀"
"尾","原","1","2130009","0","0","0","0","病","床"
"北","西","1","2130011","0","0","0","0","東","南"
"儲物間","客廳","1","2130014","0","0","0","0","廁所","廚房"
"八","六","1","2130015","0","0","0","0","七","九"
"廁所恐懼症","衣服恐懼症","1","2130016","0","0","0","0","香蕉恐懼症","花生醬恐懼症"
"馬耳東風","千變萬化","1","2130018","0","0","0","0","三番五次","天衣無逢"
"折節下士／櫛風沐雨","虛與委蛇／緣木求魚","1","2130019","0","0","0","0","絕妙好辭／鉤章棘句","詠絮之才／不櫛進士 "
"修「葺」補漏／擊「楫」中流","不「悱」不發／「蜚」短流長","1","2130020","0","0","0","0","狼「嗥」鬼叫／「皋」魚之泣","秋荼春「薺」／光風「霽」月"
"洗刷汙名","光吃不做","1","2130021","0","0","0","0","泛而不精","羊頭苦肉"
"Overwhelm","Overlook","1","2130022","0","0","0","0","Consent","Accent"
"Extreme","Occasion","1","2130023","0","0","0","0","Superb","Mediocre"
"Consumption","Contention","1","2130024","0","0","0","0","Conservation","Conference"
"Attempt","Obsession","1","2130025","0","0","0","0","Addiction","Desirable"
"乃伊木","木伊乃","1","2130026","0","0","0","0","伊乃木","木乃伊"
"Austere","Precise","1","2130027","0","0","0","0","Stern","Confine"
"讓其迎向光明","讓其減輕","1","2130028","0","0","0","0","讓其發亮","啟發"
"可憎的","舒服的","1","2130029","0","0","0","0","漂亮的","嬌小的"
"平凡","疏失","1","2130030","0","0","0","0","大膽","過於謹慎"
"雙六棋","麻將","1","2130031","0","0","0","0","將棋","圍棋"
"女性","飲食","1","2130033","0","0","0","0","賭博","釣魚"
"特別的","有嫌疑的","1","2130034","0","0","0","0","太空的","寬敞的"
"Stretch","Strict","1","2130035","0","0","0","0","Strength","Straight"
"百合","薔薇","1","2130036","0","0","0","0","菊花","蓮"
"Desiccant","Descend","1","2130037","0","0","0","0","Descant","Descent"
"Lissen","Lesion","1","2130039","0","0","0","0","Listen","Lessen"
"Wreck","Write","1","2130041","0","0","0","0","Wrist","Waste"
"Vent","Vine","1","2130044","0","0","0","0","Van","Vain"
"修剪","使分散","1","2130045","0","0","0","0","使髒亂","使頭髮蓬鬆"
"堅定不移","心如鐵石","1","2130046","0","0","0","0","欺霜傲雪","心如木石"
"滌故更新","破舊立新","1","2130047","0","0","0","0","自我作古","標新立異"
"芽","草","1","2130048","0","0","0","0","黴","苔"
"趁人之危","暗箭傷人","1","2130049","0","0","0","0","落井下石","明哲保身"
"獅","車","1","2130050","0","0","0","0","刀","翼"
"謹言慎行","如臨深淵","1","2130052","0","0","0","0","如履薄冰","全身遠害"
"嚴重急性呼吸道症候群","嚴重特殊傳染性肺炎","1","2130053","0","0","0","0","非典型肺炎","火山矽肺症"
"玄英","素節","1","2130054","0","0","0","0","朱明","青陽"
"寫詩","詩","1","2130055","0","0","0","0","詩集","詩人"
"陽中","安寧","1","2130058","0","0","0","0","昊天","高商"
"父","兄","1","2130059","0","0","0","0","子","孫"
"張牙舞爪","指手畫腳","1","2130061","0","0","0","0","指天畫地","指鹿為馬"
"灰","黃","1","2131001","0","0","0","0","紅","藍"
"999","888","1","2131002","0","0","0","0","777","666"
"百人一首","氣數已盡","1","2131003","0","0","0","0","互不來往","公雞報喜"
"訴說愛意","勞動工作","1","2131004","0","0","0","0","絢爛煙火","本命任務"
"賽跑","戰鬥","1","2131005","0","0","0","0","巡遊","露營"
"日本大龍蝨","水蠆","1","2210001","0","0","0","0","日本錦蛇","蝌蚪"
"耳","尾巴","1","2210003","0","0","0","0","翼","角"
"蟬","蜻蜓","1","2210004","0","0","0","0","蟋蟀","蚱蜢"
"鸚鵡","東方白鸛","1","2210005","0","0","0","0","鵜鶘","烏鴉"
"薑黃","洋蔥","1","2210006","0","0","0","0","大蒜","薑汁"
"紅毛丹","榴槤","1","2210007","0","0","0","0","芒果","酪梨"
"派西","珍珠","1","2210008","0","0","0","0","三色堇","香菜"
"黃瓜","大白菜","1","2210009","0","0","0","0","青椒","紅蘿蔔"
"爬蟲類","鳥類","1","2210011","0","0","0","0","哺乳類","魚類"
"自我防衛","習慣","1","2210012","0","0","0","0","罷免","免疫"
"眼睛","嘴","1","2210013","0","0","0","0","鼻子","耳朵"
"貓科","犬科","1","2210015","0","0","0","0","松鼠科","鼬科"
"奶奶","爺爺","1","2210016","0","0","0","0","爸爸","媽媽"
"眼睛","耳朵","1","2210018","0","0","0","0","嘴","鼻子"
"鯉魚","香魚","1","2210019","0","0","0","0","鯖魚","大馬哈魚"
"猩猩","綿羊","1","2210020","0","0","0","0","貓熊","駱駝"
"老虎","獅子","1","2210021","0","0","0","0","鴕鳥","獵豹"
"貓頭鷹","啄木鳥","1","2210022","0","0","0","0","大杜鵑","鸚鵡"
"虎牙","不知世事","1","2210024","0","0","0","0","不懂感情","智齒"
"雷鳥","東方白鸛","1","2210025","0","0","0","0","紅鸛","孔雀"
"日本絨螯蟹","高腳蟹","1","2210026","0","0","0","0","松葉蟹","鱈場蟹"
"草莓糖","檸檬糖","1","2210027","0","0","0","0","橘子糖","葡萄糖"
"舞菇","香菇","1","2210029","0","0","0","0","松茸","袖長"
"肉豆蔻","魚子醬","1","2210030","0","0","0","0","肥肝","松露"
"變體動物","解體動物","1","2210032","0","0","0","0","剛體動物","軟體動物"
"高麗菜","萵苣","1","2210034","0","0","0","0","豆芽菜","青椒"
"黑豆","刀豆","1","2210035","0","0","0","0","豌豆","蠶豆"
"上臂五頭肌","比目魚肌","1","2210037","0","0","0","0","上臂一頭肌","上臂二頭肌"
"綠色","黃色","1","2210040","0","0","0","0","藍色","紅色"
"十隻","五隻","1","2210041","0","0","0","0","二十隻","一隻"
"尾巴","前線","1","2210042","0","0","0","0","鼻子","耳朵"
"池塘","湖","1","2210045","0","0","0","0","河川","海"
"啄樹木來挖洞","頭會360度旋轉","1","2210046","0","0","0","0","在地表高速奔跑","喙會膨脹"
"小石子","民宿","1","2210047","0","0","0","0","珊瑚","貝殼"
"菊花","茶梅","1","2210048","0","0","0","0","牽牛花","櫻花"
"打哈欠","打噴嚏","1","2210049","0","0","0","0","打嗝","打呼"
"頭空骨","頭挨骨","1","2210050","0","0","0","0","頭頭骨","頭蓋骨"
"56℃左右","46℃左右","1","2210051","0","0","0","0","26℃左右","36℃左右"
"日本虎甲蟲","灶馬","1","2210052","0","0","0","0","螽斯","變色龍"
"七味辣椒魚","塔巴斯科辣椒魚","1","2210054","0","0","0","0","胡椒魚","山椒魚"
"棕熊","亞洲黑熊","1","2210056","0","0","0","0","北極熊","黑啄木鳥"
"甜","鹹","1","2210057","0","0","0","0","苦","燙"
"蜜蜂","蜻蜓","1","2210058","0","0","0","0","蟬","螢火蟲"
"Corn Dog","Hot Dog","1","2210059","0","0","0","0","Salty Dog","Bulldog"
"野漆","杜鵑花","1","2210060","0","0","0","0","日本紅楓","銀杏"
"美美","鏡華","1","2211001","0","0","0","0","禊","優妮"
"一","三","1","2211002","0","0","0","0","四","二"
"雪菲","可可蘿","1","2211003","0","0","0","0","貪吃佩可","凱留"
"伊緒大人","伊緒老師","1","2211004","0","0","0","0","伊緒寶","小伊緒"
"普蕾西亞","可璃亞","1","2211005","0","0","0","0","莉莉","美空"
"墨魚","儒艮","1","2220001","0","0","0","0","木魚","小丑魚"
"牽牛花","繡球花","1","2220002","0","0","0","0","蒲公英","茶梅"
"12隻","６隻","1","2220005","0","0","0","0","10隻","８隻"
"瓜科","芸香科","1","2220006","0","0","0","0","薔薇科","茄科"
"婆婆龜","殿下龜","1","2220007","0","0","0","0","爺爺龜","棱皮龜"
"芒果","鳳梨","1","2220008","0","0","0","0","木瓜","奇異"
"鼠尾草","龍舌蘭","1","2220009","0","0","0","0","蘆薈","蘆葦"
"解毒","製造血液","1","2220010","0","0","0","0","消化食物","沒有功用"
"紅毛猩猩","黑猩猩","1","2220012","0","0","0","0","猩猩","日本獼猴"
"鱸魚","鯖魚","1","2220015","0","0","0","0","鮭魚","鯡魚"
"柏修斯大兜蟲","亞馬遜大兜蟲","1","2220016","0","0","0","0","阿基里斯大兜蟲","赫克力士大兜蟲"
"沒有區分","３個","1","2220017","0","0","0","0","２個","４個"
"美洲黑熊","棕熊","1","2220018","0","0","0","0","亞洲黑熊","北極熊"
"蟬","瓢蟲","1","2220019","0","0","0","0","鍬形蟲","螳螂"
"頰冠","儲頰","1","2220020","0","0","0","0","肌頰","頰囊"
"牡丹金梅草","鹿子百合","1","2220021","0","0","0","0","紅龍吐珠","蝴蝶蘭"
"棍棒","心房","1","2220022","0","0","0","0","脂肪","細胞"
"螞蟻","蝗蟲","1","2220023","0","0","0","0","螽斯","蟋蟀"
"虎鯨","鯊魚","1","2220024","0","0","0","0","鮟鱇","河豚"
"耳","眼","1","2220025","0","0","0","0","手","疣"
"章魚","烏賊","1","2220026","0","0","0","0","海膽","水母"
"章魚","烏賊","1","2220027","0","0","0","0","水母","海膽"
"駱駝","羊","1","2220028","0","0","0","0","狗","牛"
"樹葉","腐木","1","2220030","0","0","0","0","卵","蛹"
"河馬","變色龍","1","2220031","0","0","0","0","蛇","鱷魚"
"紅毛猩猩","黑猩猩","1","2220033","0","0","0","0","猩猩","阿拉伯狒狒"
"螳螂","金龜子","1","2220034","0","0","0","0","獨角仙","鍬形蟲"
"七天後","七週後","1","2220038","0","0","0","0","七個月後","七年後"
"波斯菊","繡球花","1","2220040","0","0","0","0","向日葵","梅"
"腰","頭部","1","2220042","0","0","0","0","手","腳"
"實名","俗名","1","2220043","0","0","0","0","本名","學名"
"直立人","巧人","1","2220044","0","0","0","0","猿人","智人"
"鈴蟲","獨角仙","1","2220046","0","0","0","0","蟬","蜻蜓"
"芥子植物","束子植物","1","2220047","0","0","0","0","玻璃植物","種子植物"
"毛深血管","毛頭血管","1","2220048","0","0","0","0","毛樣血管","毛細血管"
"魚類","兩生類","1","2220049","0","0","0","0","鳥類","貝殼類"
"藤壺","螃蟹","1","2220050","0","0","0","0","蝦子","水母"
"大食蟻獸","豪豬","1","2220051","0","0","0","0","刺蝟","犰狳"
"碳水化合物","脂質","1","2220052","0","0","0","0","蛋白質","水"
"鴛鴦","黑面琵鷺","1","2220054","0","0","0","0","石虎","台灣野豬"
"脂肪","骨頭","1","2220056","0","0","0","0","毛","皮膚"
"消化系統","泌尿系統","1","2220057","0","0","0","0","循環系統","呼吸系統"
"蝦子","烏賊","1","2220058","0","0","0","0","章魚","海膽"
"豆子","種子","1","2220059","0","0","0","0","莢子","孢子"
"木栓層","綠皮層","1","2220060","0","0","0","0","韌皮部","木質部"
"祈梨","莉莉","1","2221001","0","0","0","0","鏡華","美美"
"虎獅","三重岩","1","2221002","0","0","0","0","鱈虎","虎虎"
"怪其怪靈","怪奇怪鈴","1","2221003","0","0","0","0","怪奇怪零","怪奇怪靈"
"胡桃","美咲","1","2221004","0","0","0","0","智","宮子"
"奉鱷","鱷魚泥巴巴","1","2221005","0","0","0","0","鱷魚龍","泥巴鱷"
"矽酸鈣粉","磷酸鈣粉","1","2230001","0","0","0","0","硫酸鈣粉","碳酸鈣粉"
"Shirring","Traveling","1","2230003","0","0","0","0","Idling","Shivering"
"心臟","腎臟","1","2230005","0","0","0","0","肝臟","胰臟"
"Peach","Peanut","1","2230007","0","0","0","0","Peeler","Peahen"
"巨噬细胞","T細胞","1","2230008","0","0","0","0","白血球","紅血球"
"真鯊科","狗鯊科","1","2230010","0","0","0","0","虎鯊目","鼠鯊科"
"迷蝶香","彌迭香","1","2230012","0","0","0","0","謎迭香","迷迭香"
"硬頰","顴骨","1","2230013","0","0","0","0","眉骨","頰囊"
"枝垂櫻","藤花","1","2230014","0","0","0","0","菫","繡球花"
"莖","根","1","2230015","0","0","0","0","葉子","果實"
"山竹","鳳梨","1","2230016","0","0","0","0","奇異果","火龍果"
"細胞質","細胞膜","1","2230017","0","0","0","0","細胞核","細胞壁"
"尾鰭深分叉","橢圓形","1","2230018","0","0","0","0","體側扁","鱗片大"
"個體間有所差距","人類較多","1","2230019","0","0","0","0","長頸鹿較多","一樣多"
"靈馬科","靈熊科","1","2230021","0","0","0","0","靈犬科","靈貓科"
"禾本科","繖形科","1","2230022","0","0","0","0","菊科","唇形科"
"紅色","棕色","1","2230023","0","0","0","0","黑色","白色"
"絨毛絲鼠","海狸鼠","1","2230024","0","0","0","0","河狸","水豚"
"鮪魚","大西洋鯡魚","1","2230026","0","0","0","0","鰻魚","皇帶魚"
"台灣黑熊","石虎","1","2230027","0","0","0","0","水獺","麝香貓"
"鍬形","獨角仙","1","2230028","0","0","0","0","蜻蜓","家蠶"
"鮪魚","鰆魚","1","2230029","0","0","0","0","櫻鱒","鰻魚"
"５顆","１顆","1","2230030","0","0","0","0","２顆","３顆"
"擬態章魚","大白鯊","1","2230031","0","0","0","0","魔鬼魚","腔棘魚"
"正圓肌","正方肌","1","2230032","0","0","0","0","斜圓肌","斜方肌"
"嘴","尾鰭","1","2230033","0","0","0","0","眼睛","鱗片"
"XZ","YY","1","2230034","0","0","0","0","XX","XY"
"23根","７根","1","2230036","0","0","0","0","15根","０根"
"鯉魚","鯨魚","1","2230037","0","0","0","0","鯊魚","象魚"
"貓科","犬科","1","2230038","0","0","0","0","松鼠科","鼬科"
"靈貓科","豬科","1","2230040","0","0","0","0","貓科","犬科"
"蟻蛉","水蠆","1","2230043","0","0","0","0","毛毛蟲","孑孓"
"鍬形蟲","獨角仙","1","2230044","0","0","0","0","蜘蛛","螳螂"
"縮肌","增肌","1","2230045","0","0","0","0","拉筋","抽筋"
"百合科","堇菜科","1","2230046","0","0","0","0","杜鵑花科","禾本科"
"常綠樹","闊葉樹","1","2230048","0","0","0","0","針葉樹","落葉樹"
"Lycopene","Anthocyanidin","1","2230049","0","0","0","0","Lutein","Chlorophyll"
"鴿子","公雞","1","2230050","0","0","0","0","大杜鵑","貓頭鷹"
"星夜草","星見草","1","2230051","0","0","0","0","月夜草","月見草"
"麻雀螺","樹鶯螺","1","2230052","0","0","0","0","烏鴉螺","鸚鵡螺"
"煙火","電影","1","2230053","0","0","0","0","動漫","電鈴"
"鮪魚肌","鰹魚肌","1","2230055","0","0","0","0","蝗蟲肌","比目魚肌"
"夢","石油","1","2230058","0","0","0","0","水","脂肪"
"狐狸","狸貓","1","2230059","0","0","0","0","狗","貓"
"山蘇","過山貓","1","2230061","0","0","0","0","椪柑","刺山柑"
"白銀面具","聖誕淑女","1","2231001","0","0","0","0","面具‧D‧純","聖女假面"
"伊莉亞","可可蘿","1","2231002","0","0","0","0","綾音","碧"
"沙鈴","響板","1","2231003","0","0","0","0","太鼓","鈴鼓"
"碧","克蘿依","1","2231004","0","0","0","0","琪愛兒","優妮"
"凱留","妮諾","1","2231005","0","0","0","0","惠理子","鈴奈"
"0.5","２","1","2310002","0","0","0","0","０","１"
"水星","火星","1","2310003","0","0","0","0","太陽","月球"
"金星","火星","1","2310005","0","0","0","0","水星","土星"
"珍珠","綠松石","1","2310006","0","0","0","0","綠寶石","紅寶石"
"乾燥帶低氣壓","寒帶低氣壓","1","2310009","0","0","0","0","溫帶低氣壓","熱帶低氣壓"
"公斤","毫巴","1","2310010","0","0","0","0","百帕斯卡","分貝"
"公升","公斤","1","2310011","0","0","0","0","公尺","卡路里"
"9","24","1","2310012","0","0","0","0","12","6"
"48小時","36小時","1","2310014","0","0","0","0","12小時","24小時"
"1公斤的棉花","1公斤的沙子","1","2310015","0","0","0","0","1公斤的鐵","一樣重"
"1600分鐘","1520分鐘","1","2310016","0","0","0","0","1360分鐘","1440分鐘"
"W","E","1","2310017","0","0","0","0","N","M"
"紅晝","黃晝","1","2310018","0","0","0","0","黑晝","白晝"
"粉紅色","白色","1","2310019","0","0","0","0","紅色","黑色"
"90度","60度","1","2310020","0","0","0","0","30度","45度"
"白洞","藍洞","1","2310021","0","0","0","0","紅洞","黑洞"
"540度","360度","1","2310023","0","0","0","0","180度","720度"
"23","22","1","2310024","0","0","0","0","20","21"
"運河","泥河","1","2310025","0","0","0","0","熱河","天河"
"碳","氫","1","2310026","0","0","0","0","氮","樸素"
"100公尺","10公尺","1","2310027","0","0","0","0","0.1公尺","0.01公尺"
"哇茲","帕茲","1","2310028","0","0","0","0","瓦茲","赫茲"
"颱風","豪大雨","1","2310030","0","0","0","0","颶風","颮"
"在地表發生的爆炸","與人工衛星相撞","1","2310031","0","0","0","0","與火箭相撞","與隕石相撞"
"465.24天","165.24天","1","2310032","0","0","0","0","265.24天","365.24天"
"約59.5天","約49.5天","1","2310034","0","0","0","0","約39.5天","約29.5天"
"高層","割層","1","2310035","0","0","0","0","切層","斷層"
"液化","氧化","1","2310036","0","0","0","0","爆炸","沸騰"
"冷點","寒點","1","2310037","0","0","0","0","固點","冰點"
"８公斤","６公斤","1","2310038","0","0","0","0","４公斤","２公斤"
"-500","5050","1","2310039","0","0","0","0","50","0"
"全日食","日環食","1","2310041","0","0","0","0","日偏食","日全食"
"對立","反推","1","2310042","0","0","0","0","反抗","電阻"
"美甲","英里","1","2310043","0","0","0","0","金屬箔","線圈"
"公秉","分升","1","2310044","0","0","0","0","毫升","公釐"
"155","150","1","2310045","0","0","0","0","160","200"
"２＋３","３÷２","1","2310047","0","0","0","0","３＋２","３×２"
"新月","娥眉月","1","2310049","0","0","0","0","半月","滿月"
"鐵","銅","1","2310051","0","0","0","0","銀","錢"
"中緣體","未絕體","1","2310052","0","0","0","0","不導體","半導體"
"S波","R波","1","2310053","0","0","0","0","Q波","P波"
"100萬日圓份量的１萬日圓鈔票","１合的米","1","2310054","0","0","0","0","１日元硬幣100枚","１公升的水"
"滿潮","黑潮","1","2310056","0","0","0","0","赤潮","乾潮"
"２","高度","1","2310059","0","0","0","0","底邊","圓周率"
"冰雹","霰","1","2310060","0","0","0","0","雷","霜"
"1000","1100","1","2311001","0","0","0","0","1480","1200"
"540","700","1","2311002","0","0","0","0","460","630"
"7980","5400","1","2311003","0","0","0","0","1600","6400"
"珊托魯斯","東國","1","2311004","0","0","0","0","大間","蘭德索爾"
"950盧幣","1150盧幣","1","2311005","0","0","0","0","1000盧幣","1100盧幣"
"360度","180度","1","2320001","0","0","0","0","０度","90度"
"９根","７根","1","2320004","0","0","0","0","２根","５根"
"軒轅十四","南河三","1","2320005","0","0","0","0","畢宿五","心宿二"
"二苯蒽","石蕊","1","2320006","0","0","0","0","壬烯醛","魯米諾"
"60000℃","600℃","1","2320008","0","0","0","0","60℃","6000℃"
"糖精","胺基酸","1","2320009","0","0","0","0","葡萄糖漿","澱粉"
