2ff4ac320839b1fb34b67f246ffd3f74e139153bb1e74bf1a1b9e77004416b0a,4fd5ee6b510fbc25be66ab1f6ea8d316c349fa6b154efeebcd8f8c31b4fe36b4,e35f4f7c3ecb9d57f5627fce0e6905c9f62e977570a33818e3945ddca02c11f1,1fe3e3f65a08aee7fac7f37fff01f4e7ffd6a98b8d2e534affbf9dfd9b795a84,04b8c0260af31ea90d83c5f12a838e6996e50f6fdd2ffb50feaccc7ac4041bed,a68917c5837a94cd4e426e57782d6fb282fd1ace6179e79b7940386d88925954,42c8f1e79ef3ef33e2c42ac2af6763cfb5352655dc41aefe5801d1ac8ffe13d4,79b52b5049156caa78ce5a6dcff90b6168c1ab7963268169bce53e44bcf8d441,a1a8fe9e3492b49d547f488b43e11973a9611200eacec3167c7fbb59e9a17a19,8ccf3da504c46c343bd1599d961232a0abcdef4961a16e5c514826eda5513703,5255d3a02d52c2bb6456807c3291979f6690fb035d0af6bcf529b97034a0ad91
"118511","0.2","","","3","","1","wac_215_karin_talk_normal","112","112091",""
"vo_wac_220215","","","0","21","","0","vo_wac_220215_016","112","112092",""
"118511","0","0","1","11","1","10","那在大家畫畫時，\n我就去找其他的公會囉。\n讓牆壁上充滿美麗的圖畫，\n來打造出蘭德索爾的地標景點吧！","112","112093","0.5"
"112093","","","","91","","","","112","112094",""
"118511","0.2","","","3","","1","wac_215_karin_idle_normal","112","112095",""
"105811","0.2","0.2","wac_215_peko_talk_wish_loop","3","1","0","wac_215_peko_talk_wish","112","112096",""
"vo_wac_220215","","","0","21","","0","vo_wac_220215_017","112","112097",""
"105811","0","0","1","11","1","10","我明白了！\n那我就來畫魔物料理──","112","112098","0.5"
"112098","","","","91","","","","112","112099",""
"105811","0.2","","","3","","1","wac_215_peko_idle_wish","112","112100",""
"106011","0.2","0.2","wac_215_talk_arm_crossed_loop","3","1","0","wac_215_kyaru_talk_anger","112","112101",""
"vo_wac_220215","","","0","21","","0","vo_wac_220215_018","112","112102",""
"106011","0","0","1","11","1","10","妳別畫那種噁心的東西！\n但企劃本身算還不錯吧？\n感覺好像很開心……那麼，\n就來大展身手一番吧！","112","112103","0.5"
"112103","","","","91","","","","112","112104",""
"106011","0.2","","","3","","1","wac_215_idle_arm_crossed","112","112105",""
"105811","0.2","0","wac_215_cmn_eieio_loop","3","1","0","wac_215_cmn_eieio","112","112106",""
"106431","0.2","0","wac_215_cmn_eieio_loop","3","1","0","wac_215_cmn_eieio","112","112107",""
"0.1","","","","93","","","","112","112108",""
"105911","0.2","0","wac_215_cmn_eieio_loop","3","1","0","wac_215_cmn_eieio","112","112109",""
"106011","0.2","0.2","wac_215_cmn_eieio_loop","3","1","0","wac_215_cmn_eieio","112","112110",""
"0.9","","","","93","","","","112","112111",""
"118511","0.2","0.2","wac_215_karin_idle_normal","3","1","0","wac_215_handclap","112","112112",""
"2","","","","93","","","0","112","112113",""
"0","","","","91","","","","112","112114",""
"118511","0.2","","","3","","1","wac_215_karin_idle_normal","113","113001",""
"105811","0.2","","","3","","1","wac_215_idle_joy1","113","113002",""
"0.1","","","","93","","","","113","113003",""
"105911","0.2","","","3","","1","wac_215_coccoro_idle_wish","113","113004",""
"106011","0.2","","","3","","1","wac_215_idle_arm_crossed","113","113005",""
"0.1","","","","93","","","","113","113006",""
"106431","0.2","","","3","","1","wac_215_idle_normal2_joy","113","113007",""
"0","","","","91","","","","113","113008",""
"1","2","0","-108","1","-212.75","202","105811","211","211001","wac_default_11"
"1","2","0","-108","5","-212.75","201","111","211","211002","wac_default_11"
"1","1","","0","31","1","0","1","211","211003",""
"2","0","","0","31","1","0","2","211","211004",""
"11","0","","0","31","1","0","11","211","211005",""
"105811","0.2","","","3","0","0","wac_paint_11","211","211006",""
"111","0.2","","","3","0","0","wac_paint_11","211","211007",""
"0.3","","","","93","","","0","211","211008",""
"11","","","","32","","","1","211","211009","wac_default_11"
"se_10035700","","","","23","","0","se_10035700_roller","211","211010",""
"1","","","","131","","","","211","211011",""
"105811","0.2","","wac_talk_kyapi_loop","3","1","0","wac_talk_kyapi_in","212","212001",""
"111","0.2","","","3","","1","wac_no_items","212","212002",""
"105811","","","0","2","","-340","200","212","212003",""
"111","","","0","2","","-340","200","212","212004",""
"1","","","","32","","","0","212","212005",""
"2","","","","32","","","1","212","212006",""
"11","","","","32","","","0","212","212007",""
"vo_wac_220216","","","0","21","","0","vo_wac_220216_000","212","212008",""
"105811","0","0","1","11","1","10","嘿嘿～♪畫畫，畫畫～！\n這搞不好是我有生以來\n第一次畫這麼大一幅畫！","212","212009","0.5"
"0","","","","91","","","","212","212010",""
"vo_wac_220216","","","0","21","","0","vo_wac_220216_001","212","212011",""
"105811","0","0","1","11","1","10","大家一起圍繞在餐桌邊\n當然是很幸福，\n但跟大家一起打造出一件東西……\n也太讚了吧☆","212","212012","0.5"
"0","","","","91","","","","212","212013",""
"0","","","","22","","","0","212","212014",""
"105811","0.2","","","3","","1","wac_idle_kyapi","213","213001",""
"111","0.2","","","3","","1","wac_no_items","213","213002",""
"105811","","","0","2","","-340","200","213","213003",""
"111","","","0","2","","-340","200","213","213004",""
"1","","","","32","","","0","213","213005",""
"2","","","","32","","","1","213","213006",""
"11","","","","32","","","0","213","213007",""
"0","","","","91","","","","213","213008",""
"1","2","0","-108","1","-212.75","202","105911","311","311001","wac_default_01"
"1","2","0","-108","5","-212.75","201","111","311","311002","wac_default_03"
"1","1","","0","31","1","0","1","311","311003",""
"2","0","","0","31","1","0","2","311","311004",""
"11","0","","0","31","1","0","11","311","311005",""
"105911","0.2","","","3","","0","wac_paint_01","311","311006",""
"111","0.2","","","3","","0","wac_paint_03","311","311007",""
"11","","","","32","","","1","311","311008","wac_default_11"
"se_10035700","","","","23","","0","se_10035700_brush","311","311009",""
"1","","","","131","","","","311","311010",""
"105911","0.2","","wac_talk_wish_loop","3","1","0","wac_talk_wish_in","312","312001",""
"111","0.2","","","3","","1","wac_no_items","312","312002",""
"105911","","","0","2","","-340","200","312","312003",""
"111","","","0","2","","-340","200","312","312004",""
"1","","","","32","","","0","312","312005",""
"2","","","","32","","","1","312","312006",""
"11","","","","32","","","0","312","312007",""
"vo_wac_220217","","","0","21","","0","vo_wac_220217_000","312","312008",""
"105911","0","0","1","11","1","10","呼……\n在下認為自己很擅長照顧人，\n卻對畫技沒什麼自信。\n但是──","312","312009","0.5"
"0","","","","91","","","","312","312010",""
"vo_wac_220217","","","0","21","","0","vo_wac_220217_001","312","312011",""
"105911","0","0","1","11","1","10","在下希望有朝一日，能在蘭德索爾的\n這面牆畫上主人威風凜凜的模樣……\n在下會努力的。\n請你看著在下吧，主人……♪","312","312012","0.5"
"0","","","","91","","","","312","312013",""
"0","","","","22","","","0","312","312014",""
"105911","0.2","","","3","","1","wac_idle_wish","313","313001",""
"111","0.2","","","3","","1","wac_no_items","313","313002",""
"105911","","","0","2","","-340","200","313","313003",""
"111","","","0","2","","-340","200","313","313004",""
"1","","","","32","","","0","313","313005",""
"2","","","","32","","","1","313","313006",""
"11","","","","32","","","0","313","313007",""
"0","","","","91","","","","313","313008",""
"1","2","0","-108","1","-212.75","202","106011","411","411001","wac_default_01"
"1","2","0","-108","5","-212.75","201","111","411","411002","wac_default_02"
"1","1","","0","31","1","0","1","411","411003",""
"2","0","","0","31","1","0","2","411","411004",""
"11","0","","0","31","1","0","11","411","411005",""
"106011","0.2","","","3","","0","wac_paint_01","411","411006",""
"111","0.2","","","3","","0","wac_paint_02","411","411007",""
"11","","","","32","","","1","411","411008","wac_default_11"
"se_10035700","0.2","","","23","0","0","se_10035700_brush","411","411009",""
"1","","","","131","","","","411","411010",""
"106011","0.2","","wac_talk_doya_loop","3","1","0","wac_talk_doya_in","412","412001",""
"111","0.2","","","3","","1","wac_no_items","412","412002",""
"106011","","","0","2","","-340","200","412","412003",""
"111","","","0","2","","-340","200","412","412004",""
"1","","","","32","","","0","412","412005",""
"2","","","","32","","","1","412","412006",""
"11","","","","32","","","0","412","412007",""
"vo_wac_220218","","","0","21","","0","vo_wac_220218_000","412","412008",""
"106011","0","0","1","11","1","10","哼哼哼～♪\n好，感覺很不錯呢！\n今天的部分完成了！","412","412009","0.5"
"0","","","","91","","","","412","412010",""
"vo_wac_220218","","","0","21","","0","vo_wac_220218_001","412","412011",""
"106011","0","0","1","11","1","10","總覺得開始好玩起來了。\n……我啊，該不會是有\n繪畫的才能吧♪\n好～要來盡情地畫囉！","412","412012","0.5"
"0","","","","91","","","","412","412013",""
"0","","","","22","","","0","412","412014",""
"106011","0.2","","","3","","1","wac_idle_doya","413","413001",""
"111","0.2","","","3","","1","wac_no_items","413","413002",""
"106011","","","0","2","","-340","200","413","413003",""
"111","","","0","2","","-340","200","413","413004",""
"1","","","","32","","","0","413","413005",""
"2","","","","32","","","1","413","413006",""
"11","","","","32","","","0","413","413007",""
"0","","","","91","","","","413","413008",""
"1","2","0","-108","1","-212.75","202","106431","511","511001","wac_default_11"
"1","2","0","-108","5","-212.75","201","111","511","511002","wac_default_12"
"1","1","","0","31","1","0","1","511","511003",""
"2","0","","0","31","1","0","2","511","511004",""
"11","0","","0","31","1","0","11","511","511005",""
"106431","0.2","","","3","","0","wac_paint_11","511","511006",""
"111","0.2","","","3","","0","wac_paint_12","511","511007",""
"0.3","","","","93","","","0","511","511008",""
"11","","","","32","","","1","511","511009","wac_default_11"
"se_10035700","0.2","","","23","0","0","se_10035700_roller","511","511010",""
"1","","","","131","","","","511","511011",""
"106431","0.2","","wac_talk_smile_loop","3","1","0","wac_talk_smile_in","512","512001",""
"111","0.2","","","3","","1","wac_no_items","512","512002",""
"106431","","","0","2","","-340","200","512","512003",""
"111","","","0","2","","-340","200","512","512004",""
"1","","","","32","","","0","512","512005",""
"2","","","","32","","","1","512","512006",""
"11","","","","32","","","0","512","512007",""
"vo_wac_220219","","","0","21","","0","vo_wac_220219_000","512","512008",""
"106431","0","0","1","11","1","10","雖然我沒有學過畫畫……\n但盡情地動手畫畫非常新鮮，\n很有趣呢。","512","512009","0.5"
"0","","","","91","","","","512","512010",""
"vo_wac_220219","","","0","21","","0","vo_wac_220219_001","512","512011",""
"106431","0","0","1","11","1","10","我們畫的畫居然會變成\n蘭德索爾的一部分風景，\n總覺得這就像是在作夢……！","512","512012","0.5"
"0","","","","91","","","","512","512013",""
"0","","","","22","","","0","512","512014",""
"106431","0.2","","","3","","1","wac_idle_smile","513","513001",""
"111","0.2","","","3","","1","wac_no_items","513","513002",""
"106431","","","0","2","","-340","200","513","513003",""
"111","","","0","2","","-340","200","513","513004",""
"1","","","","32","","","0","513","513005",""
"2","","","","32","","","1","513","513006",""
"11","","","","32","","","0","513","513007",""
"0","","","","91","","","","513","513008",""
"1","2","0","-108","1","-212.75","202","104411","611","611001","wac_default_01"
"1","2","0","-108","5","-212.75","201","111","611","611002","wac_default_01"
"1","1","","0","31","1","0","1","611","611003",""
"2","0","","0","31","1","0","2","611","611004",""
"11","0","","0","31","1","0","11","611","611005",""
"104411","0.2","","","3","","0","wac_paint_01","611","611006",""
"111","0.2","","","3","","0","wac_paint_01","611","611007",""
"11","","","","32","","","1","611","611008","wac_default_11"
"se_10035700","0.2","","","23","0","0","se_10035700_brush","611","611009",""
"1","","","","131","","","","611","611010",""
"104411","0.2","","wac_talk_doya_loop","3","1","0","wac_talk_doya_in","612","612001",""
"111","0.2","","","3","","1","wac_no_items","612","612002",""
"104411","","","0","2","","-340","200","612","612003",""
"111","","","0","2","","-340","200","612","612004",""
"1","","","","32","","","0","612","612005",""
"2","","","","32","","","1","612","612006",""
"11","","","","32","","","0","612","612007",""
"vo_wac_220220","","","0","21","","0","vo_wac_220220_000","612","612008",""
"104411","0","0","1","11","1","10","將妾身的威嚴淋漓盡致地\n畫在蘭德索爾……\n這不是別有一番雅興嗎！","612","612009","0.5"
"0","","","","91","","","","612","612010",""
"vo_wac_220220","","","0","21","","0","vo_wac_220220_001","612","612011",""
"104411","0","0","1","11","1","10","嗯，話又說回來，真不愧是妾身。\n這美妙的筆觸無人能及。如此一來，\n征服世界的那天也不遠了！\n哼……哼哈哈哈哈，哈～哈哈哈！","612","612012","0.5"
"0","","","","91","","","","612","612013",""
"0","","","","22","","","0","612","612014",""
"104411","0.2","","","3","","1","wac_idle_doya","613","613001",""
"111","0.2","","","3","","1","wac_no_items","613","613002",""
"104411","","","0","2","","-340","200","613","613003",""
"111","","","0","2","","-340","200","613","613004",""
"1","","","","32","","","0","613","613005",""
"2","","","","32","","","1","613","613006",""
"11","","","","32","","","0","613","613007",""
"0","","","","91","","","","613","613008",""
"1","2","0","-108","1","-325","202","102211","711","711001","wac_default_bot_01"
"1","2","0","-108","5","-325","201","111","711","711002","wac_default_02"
"3","1","","0","31","1","0","3","711","711003",""
"2","0","","0","31","1","0","2","711","711004",""
"13","0","","0","31","1","0","13","711","711005",""
"102211","0.2","","","3","","0","wac_paint_bot_01","711","711006",""
"111","0.2","","","3","","0","wac_paint_02","711","711007",""
"13","","","","32","","","1","711","711008","wac_default_11"
"se_10035700","0.2","","","23","0","0","se_10035700_brush","711","711009",""
"1","","","","131","","","","711","711010",""
"102211","0.2","","wac_talk_sad_loop","3","1","0","wac_talk_sad_in","712","712001",""
"111","0.2","","","3","","1","wac_no_items","712","712002",""
"102211","","","0","2","","-340","200","712","712003",""
"111","","","0","2","","-340","200","712","712004",""
"3","","","","32","","","0","712","712005",""
"2","","","","32","","","1","712","712006",""
"13","","","","32","","","0","712","712007",""
"vo_wac_220221","","","0","21","","0","vo_wac_220221_000","712","712008",""
"102211","0","0","1","11","1","10","這、這種感覺可以嗎……？\n居然突然要人畫圖，\n還真是強人所難。","712","712009","0.5"
"0","","","","91","","","","712","712010",""
"vo_wac_220221","","","0","21","","0","vo_wac_220221_001","712","712011",""
"102211","0","0","1","11","1","10","雖然手因為緊張而抖了起來……\n連我都覺得畫得很不錯。\n不知道茜里畫了什麼樣的圖？\n就去看看吧。","712","712012","0.5"
"0","","","","91","","","","712","712013",""
"0","","","","22","","","0","712","712014",""
"102211","0.2","","","3","","1","wac_idle_sad","713","713001",""
"111","0.2","","","3","","1","wac_no_items","713","713002",""
"102211","","","0","2","","-340","200","713","713003",""
"111","","","0","2","","-340","200","713","713004",""
"3","","","","32","","","0","713","713005",""
"2","","","","32","","","1","713","713006",""
"13","","","","32","","","0","713","713007",""
"0","","","","91","","","","713","713008",""
"1","2","0","-108","1","-325","202","100611","811","811001","wac_default_bot_11"
"1","2","0","-108","5","-325","201","111","811","811002","wac_default_12"
"3","1","","0","31","1","0","3","811","811003",""
"2","0","","0","31","1","0","2","811","811004",""
"13","0","","0","31","1","0","13","811","811005",""
"100611","0.2","","","3","","0","wac_paint_bot_11","811","811006",""
"111","0.2","","","3","","0","wac_paint_12","811","811007",""
"0.3","","","","93","","","0","811","811008",""
"13","","","","32","","","1","811","811009","wac_default_11"
"se_10035700","0.2","","","23","0","0","se_10035700_roller","811","811010",""
"1","","","","131","","","","811","811011",""
"100611","0.2","","wac_talk_smile_loop","3","1","0","wac_talk_smile_in","812","812001",""
"111","0.2","","","3","","1","wac_no_items","812","812002",""
"100611","","","0","2","","-340","200","812","812003",""
"111","","","0","2","","-340","200","812","812004",""
"3","","","","32","","","0","812","812005",""
"2","","","","32","","","1","812","812006",""
"13","","","","32","","","0","812","812007",""
"vo_wac_220222","","","0","21","","0","vo_wac_220222_000","812","812008",""
"100611","0","0","1","11","1","10","嘻嘻♪\n茜里畫好了～♪\n好可愛喔～♪","812","812009","0.5"
"0","","","","91","","","","812","812010",""
"vo_wac_220222","","","0","21","","0","vo_wac_220222_001","812","812011",""
"100611","0","0","1","11","1","10","不過，是不是讓畫面\n灑滿更多愛心比較好？\n或是去姊姊那裡補畫──\n啊！姊姊♪","812","812012","0.5"
"0","","","","91","","","","812","812013",""
"0","","","","22","","","0","812","812014",""
"100611","0.2","","","3","","1","wac_idle_smile","813","813001",""
"111","0.2","","","3","","1","wac_no_items","813","813002",""
"100611","","","0","2","","-340","200","813","813003",""
"111","","","0","2","","-340","200","813","813004",""
"3","","","","32","","","0","813","813005",""
"2","","","","32","","","1","813","813006",""
"13","","","","32","","","0","813","813007",""
"0","","","","91","","","","813","813008",""
"1","2","0","-108","1","-212.75","202","103111","911","911001","wac_default_01"
"1","2","0","-108","5","-212.75","201","111","911","911002","wac_default_03"
"1","1","","0","31","1","0","1","911","911003",""
"2","0","","0","31","1","0","2","911","911004",""
"11","0","","0","31","1","0","11","911","911005",""
"103111","0.2","","","3","","0","wac_paint_01","911","911006",""
"111","0.2","","","3","","0","wac_paint_03","911","911007",""
"11","","","","32","","","1","911","911008","wac_default_11"
"se_10035700","0.2","","","23","0","0","se_10035700_brush","911","911009",""
"1","","","","131","","","","911","911010",""
"103111","0.2","","wac_talk_wish_loop","3","1","0","wac_talk_wish_in","912","912001",""
"111","0.2","","","3","","1","wac_no_items","912","912002",""
"103111","","","0","2","","-340","200","912","912003",""
"111","","","0","2","","-340","200","912","912004",""
"1","","","","32","","","0","912","912005",""
"2","","","","32","","","1","912","912006",""
"11","","","","32","","","0","912","912007",""
"vo_wac_220223","","","0","21","","0","vo_wac_220223_000","912","912008",""
"103111","0","0","1","11","1","10","在蘭德索爾的牆壁上畫畫……\n我原本很擔心自己能不能\n做到這件事，但進行得很順利，\n我放心了。","912","912009","0.5"
"0","","","","91","","","","912","912010",""
"vo_wac_220223","","","0","21","","0","vo_wac_220223_001","912","912011",""
"103111","0","0","1","11","1","10","雖然一想到別人會看到這個，\n就覺得有點不好意思……\n但如果能讓大家感到開心，\n我會很高興的。","912","912012","0.5"
"0","","","","91","","","","912","912013",""
"0","","","","22","","","0","912","912014",""
"103111","0.2","","","3","","1","wac_idle_wish","913","913001",""
"111","0.2","","","3","","1","wac_no_items","913","913002",""
"103111","","","0","2","","-340","200","913","913003",""
"111","","","0","2","","-340","200","913","913004",""
"1","","","","32","","","0","913","913005",""
"2","","","","32","","","1","913","913006",""
"11","","","","32","","","0","913","913007",""
"0","","","","91","","","","913","913008",""
"1","2","0","-108","1","-212.75","202","100711","1011","1011001","wac_default_01"
"1","2","0","-108","5","-212.75","201","111","1011","1011002","wac_default_01"
"1","1","","0","31","1","0","1","1011","1011003",""
"2","0","","0","31","1","0","2","1011","1011004",""
"11","0","","0","31","1","0","11","1011","1011005",""
"100711","0.2","","","3","","0","wac_paint_01","1011","1011006",""
"111","0.2","","","3","","0","wac_paint_01","1011","1011007",""
"11","","","","32","","","1","1011","1011008","wac_default_11"
"se_10035700","0.2","","","23","0","0","se_10035700_brush","1011","1011009",""
"1","","","","131","","","","1011","1011010",""
"100711","0.2","","wac_talk_smile_loop","3","1","0","wac_talk_smile_in","1012","1012001",""
"111","0.2","","","3","","1","wac_no_items","1012","1012002",""
"100711","","","0","2","","-340","200","1012","1012003",""
"111","","","0","2","","-340","200","1012","1012004",""
"1","","","","32","","","0","1012","1012005",""
"2","","","","32","","","1","1012","1012006",""
"11","","","","32","","","0","1012","1012007",""
"vo_wac_220224","","","0","21","","0","vo_wac_220224_000","1012","1012008",""
"100711","0","0","1","11","1","10","是布丁來的，這裡也是布丁來的，\n這邊那邊也都是布丁來的。\n沒有啦，騙你的喲。\n人家有照著學到的好好畫喲。","1012","1012009","0.5"
