567f46c5e1db47f28a722ce353c79b9bf85c630cd6beccd47bd09c0febb4a8cd,d34d4ec077bcf57fcf6c4ad81439a2d4369416e7069579c8382457d1c28affb3,0dd04d32e03026cd26a030c66781779f4a451c1621c608735a5ee6e680a880c7,0a72c00244aead85d9bab3084472c009a866391e449c7babe697e5322dd5e517,6df9580c1719f609ed97f834f254818daa21da45484748a5b7c4cfaab1a1e962
"步未（奇幻）的記憶碎片","94","99002","","1004220101"
"嘉夜的記憶碎片","95","99002","","1004220102"
"伊緒（夏日）的記憶碎片","96","99002","","1004320101"
"美咲的記憶碎片","97","99002","","1004320102"
"杏奈（夏日）的記憶碎片","98","99002","","1004420101"
"惠理子的記憶碎片","99","99002","","1004420102"
"隨機裝備箱","100","99002","能夠獲得隨機的裝備。","box_rank_3-8"
"隨機裝備箱","101","99002","能夠獲得隨機的裝備。","box_rank_3-10"
"隨機裝備箱","102","99002","能夠獲得隨機的裝備。","box_rank_9-13"
"隨機裝備箱","103","99002","能夠獲得隨機的裝備。","box_rank_11-14"
"香織（夏日）的記憶碎片","108","99002","","1004520103"
"霞的記憶碎片","109","99002","","1004520104"
"美里（夏日）的記憶碎片","110","99002","","1004620101"
"綾音的記憶碎片","111","99002","","1004620102"
"流夏的記憶碎片","112","99002","","1004720101"
"碧的記憶碎片","113","99002","","1004720102"
"鈴奈的記憶碎片","114","99002","","1004820101"
"七七香的記憶碎片","115","99002","","1004820102"
"禊（萬聖節）的記憶碎片","1004901","99002","","1004920101"
"鏡華的記憶碎片","1004902","99002","","1004920102"
"茉莉（萬聖節）的記憶碎片","1005001","99002","","1005020101"
"紡希的記憶碎片","1005002","99002","","1005020102"
"智的記憶碎片","1005101","99002","","1005120101"
"茉莉的記憶碎片","1005102","99002","","1005120102"
"霞的記憶碎片","1005201","99002","","1005220101"
"智的記憶碎片","1005202","99002","","1005220102"
"拉姆的記憶碎片","1005301","99002","","1005320101"
"鈴莓的記憶碎片","1005302","99002","","1005320102"
"優花梨（聖誕節）的記憶碎片","1005401","99002","","1005420101"
"美冬的記憶碎片","1005402","99002","","1005420102"
"望（聖誕節）的記憶碎片","1005501","99002","","1005520101"
"伊莉亞的記憶碎片","1005502","99002","","1005520102"
"矛依未（新年）的記憶碎片","1005601","99002","","1005620101"
"凱留的記憶碎片","1005602","99002","","1005620102"
"隨機裝備箱","1005603","99002","能夠獲得隨機的裝備。","box_rank_11-14"
"鈴莓（新年）的記憶碎片","1005701","99002","","1005720101"
"胡桃的記憶碎片","1005702","99002","","1005720102"
"優衣（祭服）的記憶碎片","1005801","99002","","1005820101"
"怜的記憶碎片","1005802","99002","","1005820102"
"栞（魔法少女）的記憶碎片","1006001","99002","","1006020101"
"靜流的記憶碎片","1006002","99002","","1006020102"
"莉瑪（灰姑娘）的記憶碎片","1006101","99002","","1006120101"
"真步的記憶碎片","1006102","99002","","1006120102"
"未央（NGs）的記憶碎片","1006201","99002","","1006220101"
"千歌的記憶碎片","1006202","99002","","1006220102"
"秋乃的記憶碎片","1006401","99002","","1006420101"
"忍的記憶碎片","1006402","99002","","1006420102"
"隨機裝備箱","1006403","99002","能夠獲得隨機的裝備。","box_rank_4-11"
"碧（插班生）的記憶碎片","1006501","99002","","1006520101"
"珠希的記憶碎片","1006502","99002","","1006520102"
"嘉夜的記憶碎片","1006601","99002","","1006620101"
"美里的記憶碎片","1006602","99002","","1006620102"
"咲戀的記憶碎片","1006701","99002","","1006720101"
"真陽的記憶碎片","1006702","99002","","1006720102"
"珠希（工作服）的記憶碎片","1006801","99002","","1006820101"
"碧的記憶碎片","1006802","99002","","1006820102"
"步未（奇幻）的記憶碎片","1006901","99002","","1006920101"
"嘉夜的記憶碎片","1006902","99002","","1006920102"
"伊緒的記憶碎片","1007001","99002","","1007020101"
"美咲的記憶碎片","1007002","99002","","1007020102"
"隨機裝備箱","1007003","99002","能夠獲得隨機的裝備。","box_rank_4-12"
"杏奈（夏日）的記憶碎片","1007101","99002","","1007120101"
"惠理子的記憶碎片","1007102","99002","","1007120102"
"紡希（夏日）的記憶碎片","1007201","99002","","1007220101"
"琪愛兒的記憶碎片","1007202","99002","","1007220102"
"美里（夏日）的記憶碎片","1007301","99002","","1007320101"
"綾音的記憶碎片","1007302","99002","","1007320102"
"妮諾（大江戶）的記憶碎片","1007401","99002","","1007420101"
"深月的記憶碎片","1007402","99002","","1007420102"
"鈴奈的記憶碎片","1007501","99002","","1007520101"
"七七香的記憶碎片","1007502","99002","","1007520102"
"妮諾（萬聖節）的記憶碎片","1007601","99002","","1007620101"
"純的記憶碎片","1007602","99002","","1007620102"
"隨機裝備箱","1007603","99002","能夠獲得隨機的裝備。","box_rank_5-13"
"茉莉（萬聖節）的記憶碎片","1007701","99002","","1007720101"
"紡希的記憶碎片","1007702","99002","","1007720102"
"霞的記憶碎片","1007901","99002","","1007920101"
"智的記憶碎片","1007902","99002","","1007920102"
"真陽（聖誕節）的記憶碎片","1008001","99002","","1008020101"
"茜里的記憶碎片","1008002","99002","","1008020102"
"優花梨（聖誕節）的記憶碎片","1008101","99002","","1008120101"
"美冬的記憶碎片","1008102","99002","","1008120102"
"流夏（新年）的記憶碎片","1008201","99002","","1008220101"
"伊莉亞的記憶碎片","1008202","99002","","1008220102"
"隨機裝備箱","1008203","99002","能夠獲得隨機的裝備。","box_rank_6-14"
"矛依未（新年）的記憶碎片","1008301","99002","","1008320101"
"凱留的記憶碎片","1008302","99002","","1008320102"
"可可蘿的記憶碎片","1008401","99002","","1008620101"
"凱留的記憶碎片","1008402","99002","","1008620102"
"優衣（祭服）的記憶碎片","1008601","99002","","1008620101"
"怜的記憶碎片","1008602","99002","","1008620102"
"真陽（遊俠）的記憶碎片","1008801","99002","","1008820101"
"鈴的記憶碎片","1008802","99002","","1008820102"
"莉瑪（灰姑娘）的記憶碎片","1008901","99002","","1008920101"
"真步的記憶碎片","1008902","99002","","1008920102"
"嘉夜的記憶碎片","1009001","99002","","1009020101"
"珠希的記憶碎片","1009002","99002","","1009020102"
"隨機裝備箱","1009003","99002","能夠獲得隨機的裝備。","box_rank_7-15"
"秋乃的記憶碎片","1009101","99002","","1009120101"
"忍的記憶碎片","1009102","99002","","1009120102"
"嘉夜的記憶碎片","1009301","99002","","1009320101"
"美里的記憶碎片","1009302","99002","","1009320102"
"碧（露營）的記憶碎片","1009401","99002","","1009420101"
"優花梨的記憶碎片","1009402","99002","","1009420102"
"珠希（工作服）的記憶碎片","1009501","99002","","1009520101"
"碧的記憶碎片","1009502","99002","","1009520102"
"日和（夏日）的記憶碎片","1009601","99002","","1009620101"
"優衣的記憶碎片","1009602","99002","","1009620102"
"隨機裝備箱","1009603","99002","能夠獲得隨機的裝備。","box_rank_8-16"
"伊緒的記憶碎片","1009701","99002","","1009720101"
"美咲的記憶碎片","1009702","99002","","1009720102"
"禊（夏日）的記憶碎片","1009801","99002","","1009820101"
"鏡華的記憶碎片","1009802","99002","","1009820102"
"紡希（夏日）的記憶碎片","1009901","99002","","1009920101"
"琪愛兒的記憶碎片","1009902","99002","","1009920102"
"真步的記憶碎片","1010001","99002","","1010020101"
"綾音的記憶碎片","1010002","99002","","1010020102"
"妮諾（大江戶）的記憶碎片","1010101","99002","","1010120101"
"深月的記憶碎片","1010102","99002","","1010120102"
"鈴（萬聖節）的記憶碎片","1010201","99002","","1010220101"
"七七香的記憶碎片","1010202","99002","","1010220102"
"隨機裝備箱","1010203","99002","能夠獲得隨機的裝備。","box_rank_9-17"
"妮諾（萬聖節）的記憶碎片","1010301","99002","","1010320101"
"純的記憶碎片","1010302","99002","","1010320102"
"智的記憶碎片","1010401","99002","","1010420101"
"茉莉的記憶碎片","1010402","99002","","1010420102"
"莫妮卡的記憶碎片","1010501","99002","","1010520101"
"步未的記憶碎片","1010502","99002","","1010520102"
"依里（聖誕節）的記憶碎片","1010601","99002","","1010620101"
"純的記憶碎片","1010602","99002","","1010620102"
"真陽（聖誕節）的記憶碎片","1010701","99002","","1010720101"
"茜里的記憶碎片","1010702","99002","","1010720102"
"深月（新年）的記憶碎片","1010801","99002","","1010820101"
"祈梨的記憶碎片","1010802","99002","","1010820102"
"隨機裝備箱","1010803","99002","能夠獲得隨機的裝備。","box_rank_10-18"
"流夏（新年）的記憶碎片","1010901","99002","","1010920101"
"伊莉亞的記憶碎片","1010902","99002","","1010920102"
"嘉夜（解放者）的記憶碎片","1011001","99002","","1011020101"
"望的記憶碎片","1011002","99002","","1011020102"
"嘉夜（解放者）的記憶碎片","1011101","99002","","1011120101"
"千歌的記憶碎片","1011102","99002","","1011120102"
"可可蘿的記憶碎片","1011201","99002","","1011220101"
"凱留的記憶碎片","1011202","99002","","1011220102"
"莫妮卡的記憶碎片","1011401","99002","","1011420101"
"珠希的記憶碎片","1011402","99002","","1011420102"
"真陽（遊俠）的記憶碎片","1011501","99002","","1011520101"
"鈴的記憶碎片","1011502","99002","","1011520102"
"初音的記憶碎片","1011601","99002","","1011620101"
"栞的記憶碎片","1011602","99002","","1011620102"
"隨機裝備箱","1011603","99002","能夠獲得隨機的裝備。","box_rank_11-19"
"嘉夜的記憶碎片","1011701","99002","","1011720101"
"珠希的記憶碎片","1011702","99002","","1011720102"
"花凜（鍊金術師）的記憶碎片","1011801","99002","","1011820101"
"吉塔的記憶碎片","1011802","99002","","1011820102"
"霞的記憶碎片","1011901","99002","","1011920101"
"忍的記憶碎片","1011902","99002","","1011920102"
"伊莉亞的記憶碎片","1012001","99002","","1012020101"
"雪的記憶碎片","1012002","99002","","1012020102"
"碧（露營）的記憶碎片","1012101","99002","","1012120101"
"優花梨的記憶碎片","1012102","99002","","1012120102"
"秋乃（夏日）的記憶碎片","1012201","99002","","1012220101"
"美冬的記憶碎片","1012202","99002","","1012220102"
"隨機裝備箱","1012203","99002","能夠獲得隨機的裝備。","box_rank_12-20"
"日和（夏日）的記憶碎片","1012301","99002","","1012320101"
"優衣的記憶碎片","1012302","99002","","1012320102"
"空花（夏日）的記憶碎片","1012401","99002","","1012420101"
"忍的記憶碎片","1012402","99002","","1012420102"
"禊（夏日）的記憶碎片","1012501","99002","","1012520101"
"鏡華的記憶碎片","1012502","99002","","1012520102"
"璃乃的記憶碎片","1012601","99002","","1012620101"
"凱留的記憶碎片","1012602","99002","","1012620102"
"真步的記憶碎片","1012701","99002","","1012720101"
"綾音的記憶碎片","1012702","99002","","1012720102"
"流夏的記憶碎片","1012801","99002","","1012820101"
"千歌的記憶碎片","1012802","99002","","1012820102"
"隨機裝備箱","1012803","99002","能夠獲得隨機的裝備。","box_rank_13-21"
"鈴（萬聖節）的記憶碎片","1012901","99002","","1012920101"
"七七香的記憶碎片","1012902","99002","","1012920102"
"伊緒的記憶碎片","1013001","99002","","1013020101"
"紡希的記憶碎片","1013002","99002","","1013020102"
"智的記憶碎片","1013101","99002","","1013120101"
"茉莉的記憶碎片","1013102","99002","","1013120102"
"咲戀的記憶碎片","1013201","99002","","1013220101"
"貪吃佩可的記憶碎片","1013202","99002","","1013220102"
"依里（聖誕節）的記憶碎片","1013301","99002","","1013320101"
"純的記憶碎片","1013302","99002","","1013320102"
"祈梨（新年）的記憶碎片","1013401","99002","","1013420101"
"霞的記憶碎片","1013402","99002","","1013420102"
"深月（新年）的記憶碎片","1013501","99002","","1013520101"
"祈梨的記憶碎片","1013502","99002","","1013520102"
"怜（星素）的記憶碎片","1013601","99002","","1013620101"
"優衣的記憶碎片","1013602","99002","","1013620102"
"隨機裝備箱","1013603","99002","能夠獲得隨機的裝備。","box_rank_14-22"
"怜（星素）的記憶碎片","1013701","99002","","1013720101"
"日和的記憶碎片","1013702","99002","","1013720102"
"嘉夜（解放者）的記憶碎片","1013801","99002","","1013820101"
"望的記憶碎片","1013802","99002","","1013820102"
"嘉夜（解放者）的記憶碎片","1013901","99002","","1013920101"
"千歌的記憶碎片","1013902","99002","","1013920102"
"優妮的記憶碎片","1014001","99002","","1014020101"
"優花梨的記憶碎片","1014002","99002","","1014020102"
"珠希的記憶碎片","1014101","99002","","1014120101"
"莫妮卡的記憶碎片","1014102","99002","","1014120102"
"真琴的記憶碎片","1014201","99002","","1014220101"
"惠理子的記憶碎片","1014202","99002","","1014220102"
"鏡華的記憶碎片","1014401","99002","","1014420101"
"鈴莓的記憶碎片","1014402","99002","","1014420102"
"隨機裝備箱","1014403","99002","能夠獲得隨機的裝備。","box_rank_15-23"
"真步的記憶碎片","1014601","99002","","1014620101"
"胡桃的記憶碎片","1014602","99002","","1014620102"
"望的記憶碎片","1014801","99002","","1014820101"
"千歌的記憶碎片","1014802","99002","","1014820102"
"秋乃（夏日）的記憶碎片","1014901","99002","","1014920101"
"美冬的記憶碎片","1014902","99002","","1014920102"
"純的記憶碎片","1015001","99002","","1015020101"
"貪吃佩可的記憶碎片","1015002","99002","","1015020102"
"隨機裝備箱","1015003","99002","能夠獲得隨機的裝備。","box_rank_16-24"
"空花（夏日）的記憶碎片","1015101","99002","","1015120101"
"忍的記憶碎片","1015102","99002","","1015120102"
"愛蜜莉雅（夏日）的記憶碎片","1015201","99002","","1015220101"
"可可蘿的記憶碎片","1015202","99002","","1015220102"
"拉姆的記憶碎片","1015301","99002","","1015320101"
"鈴莓的記憶碎片","1015302","99002","","1015320102"
"初音的記憶碎片","1015401","99002","","1015420101"
"宮子的記憶碎片","1015402","99002","","1015420102"
"璃乃的記憶碎片","1015501","99002","","1015520101"
"凱留的記憶碎片","1015502","99002","","1015520102"
"靜流的記憶碎片","1015601","99002","","1015620101"
"栞的記憶碎片","1015602","99002","","1015620102"
"隨機裝備箱","1015603","99002","能夠獲得隨機的裝備。","box_rank_17-25"
"流夏的記憶碎片","1015701","99002","","1015720101"
"千歌的記憶碎片","1015702","99002","","1015720102"
"鈴奈的記憶碎片","1015801","99002","","1015820101"
"美咲的記憶碎片","1015802","99002","","1015820102"
"伊緒的記憶碎片","1015901","99002","","1015920101"
"紡希的記憶碎片","1015902","99002","","1015920102"
"莫妮卡（新年）的記憶碎片","1016001","99002","","1016020101"
"咲戀的記憶碎片","1016002","99002","","1016020102"
"咲戀的記憶碎片","1016101","99002","","1016120101"
"貪吃佩可的記憶碎片","1016102","99002","","1016120102"
"祈梨（新年）的記憶碎片","1016301","99002","","1016320101"
"霞的記憶碎片","1016302","99002","","1016320102"
"怜（星素）的記憶碎片","1016401","99002","","1016420101"
"優衣的記憶碎片","1016402","99002","","1016420102"
"怜（星素）的記憶碎片","1016501","99002","","1016520101"
"日和的記憶碎片","1016502","99002","","1016520102"
"優妮的記憶碎片","1016601","99002","","1016620101"
"優花梨的記憶碎片","1016602","99002","","1016620102"
"真琴的記憶碎片","1016701","99002","","1016720101"
"惠理子的記憶碎片","1016702","99002","","1016720102"
"鏡華的記憶碎片","1016801","99002","","1016820101"
"鈴莓的記憶碎片","1016802","99002","","1016820102"
"真步的記憶碎片","1016901","99002","","1016920101"
"胡桃的記憶碎片","1016902","99002","","1016920102"
"望的記憶碎片","1017001","99002","","1017020101"
"千歌的記憶碎片","1017002","99002","","1017020102"
"純的記憶碎片","1017101","99002","","1017120101"
"貪吃佩可的記憶碎片","1017102","99002","","1017120102"
"愛蜜莉雅（夏日）的記憶碎片","1017201","99002","","1017220101"
"可可蘿的記憶碎片","1017202","99002","","1017220102"
"初音的記憶碎片","1017301","99002","","1017320101"
"宮子的記憶碎片","1017302","99002","","1017320102"
"未央（NGs）的記憶碎片","1017401","99002","","1017420101"
"千歌的記憶碎片","1017402","99002","","1017420102"
"未央（NGs）的記憶碎片","1017501","99002","","1017520101"
"千歌的記憶碎片","1017502","99002","","1017520102"
