4483202b84ab441da41f8ce97d85f0d040fe8f735ecb2ccbf1978ff58fded90a,cbe7db2c489b365787cb736eff266bd5cc9329a5d816cbb00b26010a929a1198,59863ccf3e8bc9505a4134f6899068436eb7821b36f36547dcdf35f05e1a1827,81b378167612fdea5ddf8950b6be82921323c80614c75a2fc283617228ee4b98,041e7f129ac8710bd987d5841b40a53495d4d03852b74a95a1393b72790c4c8b,8d76f6f78ea8b8d601022eb32c570ee36be7e86e08f075dcd2f3f1889737b0cd,dbcfadc870c2ae36b91e1376a5862f35b154105a20a6dac56e23a73c05817358,1ac458fef86263b08ca8bffa7cede56474d78bea05d219d9b1e63bd2aa7765a9
"2","86","3411","0","0","0","0","2"
"2","172","3421","0","0","0","0","2"
"2","258","3431","0","0","0","0","2"
"2","344","3441","0","0","0","0","2"
"2","430","3451","0","0","0","0","2"
"5","38","3511","0","0","0","0","3"
"5","76","3521","0","0","0","0","3"
"5","114","3531","0","0","0","0","3"
"5","152","3541","0","0","0","0","3"
"5","190","3551","0","0","0","0","3"
"2","86","3611","0","0","0","0","4"
"2","172","3621","0","0","0","0","4"
"2","258","3631","0","0","0","0","4"
"2","344","3641","0","0","0","0","4"
"2","430","3651","0","0","0","0","4"
"4","88","3711","0","0","0","0","5"
"4","176","3721","0","0","0","0","5"
"4","264","3731","0","0","0","0","5"
"4","352","3741","0","0","0","0","5"
"4","440","3751","0","0","0","0","5"
"1","44","3811","0","0","0","0","2"
"1","88","3821","0","0","0","0","2"
"1","132","3831","0","0","0","0","2"
"1","176","3841","0","0","0","0","2"
"1","220","3851","0","0","0","0","2"
"4","86","3911","0","0","0","0","3"
"4","172","3921","0","0","0","0","3"
"4","258","3931","0","0","0","0","3"
"4","344","3941","0","0","0","0","3"
"4","430","3951","0","0","0","0","3"
"3","36","4011","0","0","0","0","5"
"3","72","4021","0","0","0","0","5"
"3","108","4031","0","0","0","0","5"
"3","144","4041","0","0","0","0","5"
"3","180","4051","0","0","0","0","5"
"7","10","4111","0","0","0","0","2"
"7","20","4121","0","0","0","0","2"
"7","30","4131","0","0","0","0","2"
"7","40","4141","0","0","0","0","2"
"7","50","4151","0","0","0","0","2"
"2","88","4211","0","0","0","0","1"
"2","176","4221","0","0","0","0","1"
"2","264","4231","0","0","0","0","1"
"2","352","4241","0","0","0","0","1"
"2","440","4251","0","0","0","0","1"
"3","38","4311","0","0","0","0","4"
"3","76","4321","0","0","0","0","4"
"3","114","4331","0","0","0","0","4"
"3","152","4341","0","0","0","0","4"
"3","190","4351","0","0","0","0","4"
"1","58","4411","0","0","0","0","5"
"1","116","4421","0","0","0","0","5"
"1","174","4431","0","0","0","0","5"
"1","232","4441","0","0","0","0","5"
"1","290","4451","0","0","0","0","5"
"2","88","4511","0","0","0","0","2"
"2","176","4521","0","0","0","0","2"
"2","264","4531","0","0","0","0","2"
"2","352","4541","0","0","0","0","2"
"2","440","4551","0","0","0","0","2"
"2","86","4611","0","0","0","0","3"
"2","172","4621","0","0","0","0","3"
"2","258","4631","0","0","0","0","3"
"2","344","4641","0","0","0","0","3"
"2","430","4651","0","0","0","0","3"
"7","10","4711","0","0","0","0","4"
"7","20","4721","0","0","0","0","4"
"7","30","4731","0","0","0","0","4"
"7","40","4741","0","0","0","0","4"
"7","50","4751","0","0","0","0","4"
"3","38","4811","0","0","0","0","1"
"3","76","4821","0","0","0","0","1"
"3","114","4831","0","0","0","0","1"
"3","152","4841","0","0","0","0","1"
"3","190","4851","0","0","0","0","1"
"5","38","4911","0","0","0","0","2"
"5","76","4921","0","0","0","0","2"
"5","114","4931","0","0","0","0","2"
"5","152","4941","0","0","0","0","2"
"5","190","4951","0","0","0","0","2"
"2","86","5011","0","0","0","0","5"
"2","172","5021","0","0","0","0","5"
"2","258","5031","0","0","0","0","5"
"2","344","5041","0","0","0","0","5"
"2","430","5051","0","0","0","0","5"
"4","88","5111","0","0","0","0","1"
"4","176","5121","0","0","0","0","1"
"4","264","5131","0","0","0","0","1"
"4","352","5141","0","0","0","0","1"
"4","440","5151","0","0","0","0","1"
"3","36","5211","0","0","0","0","3"
"3","72","5221","0","0","0","0","3"
"3","108","5231","0","0","0","0","3"
"3","144","5241","0","0","0","0","3"
"3","180","5251","0","0","0","0","3"
"7","15","5311","0","0","0","0","4"
"7","30","5321","0","0","0","0","4"
"7","45","5331","0","0","0","0","4"
"7","60","5341","0","0","0","0","4"
"7","75","5351","0","0","0","0","4"
"101","1","5411","2","3","4","5","1"
"101","2","5421","2","3","4","5","1"
"101","3","5431","2","3","4","5","1"
"4","90","5511","0","0","0","0","1"
"4","180","5521","0","0","0","0","1"
"4","270","5531","0","0","0","0","1"
"4","360","5541","0","0","0","0","1"
"4","450","5551","0","0","0","0","1"
"100","1","5611","0","0","0","0","2"
"100","2","5621","0","0","0","0","2"
"6","10","5711","0","0","0","0","5"
"6","20","5721","0","0","0","0","5"
"6","30","5731","0","0","0","0","5"
"6","40","5741","0","0","0","0","5"
"6","50","5751","0","0","0","0","5"
"2","90","5811","0","0","0","0","2"
"2","180","5821","0","0","0","0","2"
"2","270","5831","0","0","0","0","2"
"2","360","5841","0","0","0","0","2"
"2","450","5851","0","0","0","0","2"
"1","48","5911","0","0","0","0","3"
"1","96","5921","0","0","0","0","3"
"1","144","5931","0","0","0","0","3"
"1","192","5941","0","0","0","0","3"
"1","240","5951","0","0","0","0","3"
"101","1","6011","0","0","0","0","5"
"101","2","6021","0","0","0","0","5"
"2","90","6111","0","0","0","0","1"
"2","180","6121","0","0","0","0","1"
"2","270","6131","0","0","0","0","1"
"2","360","6141","0","0","0","0","1"
"2","450","6151","0","0","0","0","1"
"3","38","6211","0","0","0","0","2"
"3","76","6221","0","0","0","0","2"
"3","114","6231","0","0","0","0","2"
"3","152","6241","0","0","0","0","2"
"3","190","6251","0","0","0","0","2"
"2","88","6311","0","0","0","0","3"
"2","176","6321","0","0","0","0","3"
"2","264","6331","0","0","0","0","3"
"2","352","6341","0","0","0","0","3"
"2","440","6351","0","0","0","0","3"
"2","88","6411","0","0","0","0","4"
"2","176","6421","0","0","0","0","4"
"2","264","6431","0","0","0","0","4"
"2","352","6441","0","0","0","0","4"
"2","440","6451","0","0","0","0","4"
"7","10","6511","0","0","0","0","1"
"7","20","6521","0","0","0","0","1"
"7","30","6531","0","0","0","0","1"
"7","40","6541","0","0","0","0","1"
"7","50","6551","0","0","0","0","1"
"100","1","6611","0","0","0","0","4"
"5","36","6711","0","0","0","0","5"
"5","72","6721","0","0","0","0","5"
"5","108","6731","0","0","0","0","5"
"5","144","6741","0","0","0","0","5"
"5","180","6751","0","0","0","0","5"
"5","36","6811","0","0","0","0","1"
"5","72","6821","0","0","0","0","1"
"5","108","6831","0","0","0","0","1"
"5","144","6841","0","0","0","0","1"
"5","180","6851","0","0","0","0","1"
"4","86","6911","0","0","0","0","2"
"4","172","6921","0","0","0","0","2"
"4","258","6931","0","0","0","0","2"
"4","344","6941","0","0","0","0","2"
"4","430","6951","0","0","0","0","2"
"6","10","7011","0","0","0","0","4"
"6","20","7021","0","0","0","0","4"
"6","30","7031","0","0","0","0","4"
"6","40","7041","0","0","0","0","4"
"6","50","7051","0","0","0","0","4"
"6","10","7111","0","0","0","0","1"
"6","20","7121","0","0","0","0","1"
"6","30","7131","0","0","0","0","1"
"6","40","7141","0","0","0","0","1"
"6","50","7151","0","0","0","0","1"
"101","1","7211","0","0","0","0","3"
"3","38","7311","0","0","0","0","3"
"3","76","7321","0","0","0","0","3"
"3","114","7331","0","0","0","0","3"
"3","152","7341","0","0","0","0","3"
"3","190","7351","0","0","0","0","3"
"1","56","7411","0","0","0","0","4"
"1","112","7421","0","0","0","0","4"
"1","168","7431","0","0","0","0","4"
"1","224","7441","0","0","0","0","4"
"1","280","7451","0","0","0","0","4"
"5","40","7511","0","0","0","0","2"
"5","80","7521","0","0","0","0","2"
"5","120","7531","0","0","0","0","2"
"5","160","7541","0","0","0","0","2"
"5","200","7551","0","0","0","0","2"
"4","90","7611","0","0","0","0","4"
"4","180","7621","0","0","0","0","4"
"4","270","7631","0","0","0","0","4"
"4","360","7641","0","0","0","0","4"
"4","450","7651","0","0","0","0","4"
"100","1","7711","0","0","0","0","5"
"101","1","7811","0","0","0","0","1"
"101","2","7821","0","0","0","0","1"
"3","40","7911","0","0","0","0","4"
"3","80","7921","0","0","0","0","4"
"3","120","7931","0","0","0","0","4"
"3","160","7941","0","0","0","0","4"
"3","200","7951","0","0","0","0","4"
"7","10","8011","0","0","0","0","3"
"7","20","8021","0","0","0","0","3"
"7","30","8031","0","0","0","0","3"
"7","40","8041","0","0","0","0","3"
"7","50","8051","0","0","0","0","3"
"3","38","8111","0","0","0","0","5"
"3","76","8121","0","0","0","0","5"
"3","114","8131","0","0","0","0","5"
"3","152","8141","0","0","0","0","5"
"3","190","8151","0","0","0","0","5"
"6","15","8211","2","3","4","5","1"
"6","30","8221","2","3","4","5","1"
"6","45","8231","2","3","4","5","1"
"6","60","8241","2","3","4","5","1"
"6","75","8251","2","3","4","5","1"
"6","10","8311","0","0","0","0","2"
"6","20","8321","0","0","0","0","2"
"6","30","8331","0","0","0","0","2"
"6","40","8341","0","0","0","0","2"
"6","50","8351","0","0","0","0","2"
"1","58","8411","0","0","0","0","4"
"1","116","8421","0","0","0","0","4"
"1","174","8431","0","0","0","0","4"
"1","232","8441","0","0","0","0","4"
"1","290","8451","0","0","0","0","4"
"2","92","8511","0","0","0","0","1"
"2","184","8521","0","0","0","0","1"
"2","276","8531","0","0","0","0","1"
"2","368","8541","0","0","0","0","1"
"2","460","8551","0","0","0","0","1"
"5","40","8611","0","0","0","0","3"
"5","80","8621","0","0","0","0","3"
"5","120","8631","0","0","0","0","3"
"5","160","8641","0","0","0","0","3"
"5","200","8651","0","0","0","0","3"
"1","46","8711","0","0","0","0","1"
"1","92","8721","0","0","0","0","1"
"1","138","8731","0","0","0","0","1"
"1","184","8741","0","0","0","0","1"
"1","230","8751","0","0","0","0","1"
"7","15","8811","0","0","0","0","2"
"7","30","8821","0","0","0","0","2"
"7","45","8831","0","0","0","0","2"
"7","60","8841","0","0","0","0","2"
"7","75","8851","0","0","0","0","2"
"4","90","8911","0","0","0","0","5"
"4","180","8921","0","0","0","0","5"
"4","270","8931","0","0","0","0","5"
"4","360","8941","0","0","0","0","5"
"4","450","8951","0","0","0","0","5"
"4","88","9011","0","0","0","0","2"
"4","176","9021","0","0","0","0","2"
"4","264","9031","0","0","0","0","2"
"4","352","9041","0","0","0","0","2"
"4","440","9051","0","0","0","0","2"
"5","42","9111","0","0","0","0","3"
"5","84","9121","0","0","0","0","3"
"5","126","9131","0","0","0","0","3"
"5","168","9141","0","0","0","0","3"
"5","210","9151","0","0","0","0","3"
"6","15","9211","0","0","0","0","4"
"6","30","9221","0","0","0","0","4"
"6","45","9231","0","0","0","0","4"
"6","60","9241","0","0","0","0","4"
"6","75","9251","0","0","0","0","4"
"3","40","9311","0","0","0","0","5"
"3","80","9321","0","0","0","0","5"
"3","120","9331","0","0","0","0","5"
"3","160","9341","0","0","0","0","5"
"3","200","9351","0","0","0","0","5"
"5","38","9411","0","0","0","0","1"
"5","76","9421","0","0","0","0","1"
"5","114","9431","0","0","0","0","1"
"5","152","9441","0","0","0","0","1"
"5","190","9451","0","0","0","0","1"
"3","40","9511","0","0","0","0","3"
"3","80","9521","0","0","0","0","3"
"3","120","9531","0","0","0","0","3"
"3","160","9541","0","0","0","0","3"
"3","200","9551","0","0","0","0","3"
"4","92","9611","0","0","0","0","4"
"4","184","9621","0","0","0","0","4"
"4","276","9631","0","0","0","0","4"
"4","368","9641","0","0","0","0","4"
"4","460","9651","0","0","0","0","4"
"7","15","9711","0","0","0","0","5"
"7","30","9721","0","0","0","0","5"
"7","45","9731","0","0","0","0","5"
"7","60","9741","0","0","0","0","5"
"7","75","9751","0","0","0","0","5"
"3","40","9811","0","0","0","0","2"
"3","80","9821","0","0","0","0","2"
"3","120","9831","0","0","0","0","2"
"3","160","9841","0","0","0","0","2"
"3","200","9851","0","0","0","0","2"
"2","90","9911","0","0","0","0","3"
"2","180","9921","0","0","0","0","3"
"2","270","9931","0","0","0","0","3"
"2","360","9941","0","0","0","0","3"
"2","450","9951","0","0","0","0","3"
"2","90","10011","0","0","0","0","4"
"2","180","10021","0","0","0","0","4"
"2","270","10031","0","0","0","0","4"
"2","360","10041","0","0","0","0","4"
"2","450","10051","0","0","0","0","4"
"5","40","10111","0","0","0","0","1"
"5","80","10121","0","0","0","0","1"
"5","120","10131","0","0","0","0","1"
"5","160","10141","0","0","0","0","1"
"5","200","10151","0","0","0","0","1"
"1","46","10211","0","0","0","0","2"
"1","92","10221","0","0","0","0","2"
"1","138","10231","0","0","0","0","2"
"1","184","10241","0","0","0","0","2"
"1","230","10251","0","0","0","0","2"
"3","42","10311","0","0","0","0","5"
"3","84","10321","0","0","0","0","5"
"3","126","10331","0","0","0","0","5"
"3","168","10341","0","0","0","0","5"
"3","210","10351","0","0","0","0","5"
"6","10","10411","0","0","0","0","3"
"6","20","10421","0","0","0","0","3"
"6","30","10431","0","0","0","0","3"
"6","40","10441","0","0","0","0","3"
"6","50","10451","0","0","0","0","3"
"5","38","10511","0","0","0","0","5"
"5","76","10521","0","0","0","0","5"
"5","114","10531","0","0","0","0","5"
"5","152","10541","0","0","0","0","5"
"5","190","10551","0","0","0","0","5"
"7","15","10611","0","0","0","0","1"
"7","30","10621","0","0","0","0","1"
"7","45","10631","0","0","0","0","1"
"7","60","10641","0","0","0","0","1"
"7","75","10651","0","0","0","0","1"
"5","42","10711","0","0","0","0","2"
"5","84","10721","0","0","0","0","2"
"5","126","10731","0","0","0","0","2"
"5","168","10741","0","0","0","0","2"
"5","210","10751","0","0","0","0","2"
"4","88","10811","0","0","0","0","3"
"4","176","10821","0","0","0","0","3"
"4","264","10831","0","0","0","0","3"
"4","352","10841","0","0","0","0","3"
"4","440","10851","0","0","0","0","3"
"2","88","10911","0","0","0","0","5"
"2","176","10921","0","0","0","0","5"
"2","264","10931","0","0","0","0","5"
"2","352","10941","0","0","0","0","5"
"2","440","10951","0","0","0","0","5"
"7","15","11011","2","3","4","5","1"
"7","30","11021","2","3","4","5","1"
"7","45","11031","2","3","4","5","1"
"7","60","11041","2","3","4","5","1"
"7","75","11051","2","3","4","5","1"
"6","15","11111","0","0","0","0","2"
"6","30","11121","0","0","0","0","2"
"6","45","11131","0","0","0","0","2"
"6","60","11141","0","0","0","0","2"
"6","75","11151","0","0","0","0","2"
"2","92","11211","0","0","0","0","4"
"2","184","11221","0","0","0","0","4"
"2","276","11231","0","0","0","0","4"
"2","368","11241","0","0","0","0","4"
"2","460","11251","0","0","0","0","4"
"4","92","11311","0","0","0","0","5"
"4","184","11321","0","0","0","0","5"
"4","276","11331","0","0","0","0","5"
"4","368","11341","0","0","0","0","5"
"4","460","11351","0","0","0","0","5"
"2","92","11411","0","0","0","0","2"
"2","184","11421","0","0","0","0","2"
"2","276","11431","0","0","0","0","2"
"2","368","11441","0","0","0","0","2"
"2","460","11451","0","0","0","0","2"
"4","90","11511","0","0","0","0","3"
"4","180","11521","0","0","0","0","3"
"4","270","11531","0","0","0","0","3"
"4","360","11541","0","0","0","0","3"
"4","450","11551","0","0","0","0","3"
"7","20","11611","0","0","0","0","4"
"7","40","11621","0","0","0","0","4"
"7","60","11631","0","0","0","0","4"
"7","80","11641","0","0","0","0","4"
"7","100","11651","0","0","0","0","4"
"1","48","11711","0","0","0","0","2"
"1","96","11721","0","0","0","0","2"
"1","144","11731","0","0","0","0","2"
"1","192","11741","0","0","0","0","2"
"1","240","11751","0","0","0","0","2"
"6","15","11811","0","0","0","0","3"
"6","30","11821","0","0","0","0","3"
"6","45","11831","0","0","0","0","3"
"6","60","11841","0","0","0","0","3"
"6","75","11851","0","0","0","0","3"
"3","44","11911","0","0","0","0","5"
"3","88","11921","0","0","0","0","5"
"3","132","11931","0","0","0","0","5"
"3","176","11941","0","0","0","0","5"
"3","220","11951","0","0","0","0","5"
"5","42","12011","0","0","0","0","1"
"5","84","12021","0","0","0","0","1"
"5","126","12031","0","0","0","0","1"
"5","168","12041","0","0","0","0","1"
"5","210","12051","0","0","0","0","1"
"2","92","12111","0","0","0","0","3"
"2","184","12121","0","0","0","0","3"
"2","276","12131","0","0","0","0","3"
"2","368","12141","0","0","0","0","3"
"2","460","12151","0","0","0","0","3"
"100","1","12211","0","0","0","0","4"
"100","2","12221","0","0","0","0","4"
"6","15","12311","0","0","0","0","1"
"6","30","12321","0","0","0","0","1"
"6","45","12331","0","0","0","0","1"
"6","60","12341","0","0","0","0","1"
"6","75","12351","0","0","0","0","1"
"4","90","12411","0","0","0","0","2"
"4","180","12421","0","0","0","0","2"
"4","270","12431","0","0","0","0","2"
"4","360","12441","0","0","0","0","2"
"4","450","12451","0","0","0","0","2"
"7","15","12511","0","0","0","0","3"
"7","30","12521","0","0","0","0","3"
"7","45","12531","0","0","0","0","3"
"7","60","12541","0","0","0","0","3"
"7","75","12551","0","0","0","0","3"
"101","1","12611","0","0","0","0","5"
"101","2","12621","0","0","0","0","5"
"101","3","12631","0","0","0","0","5"
"3","42","12711","0","0","0","0","3"
"3","84","12721","0","0","0","0","3"
"3","126","12731","0","0","0","0","3"
"3","168","12741","0","0","0","0","3"
"3","210","12751","0","0","0","0","3"
"5","38","12811","0","0","0","0","4"
"5","76","12821","0","0","0","0","4"
"5","114","12831","0","0","0","0","4"
"5","152","12841","0","0","0","0","4"
"5","190","12851","0","0","0","0","4"
"1","48","12911","0","0","0","0","1"
"1","96","12921","0","0","0","0","1"
"1","144","12931","0","0","0","0","1"
"1","192","12941","0","0","0","0","1"
"1","240","12951","0","0","0","0","1"
"5","44","13011","0","0","0","0","2"
"5","88","13021","0","0","0","0","2"
"5","132","13031","0","0","0","0","2"
"5","176","13041","0","0","0","0","2"
"5","220","13051","0","0","0","0","2"
"6","20","13111","0","0","0","0","4"
"6","40","13121","0","0","0","0","4"
"6","60","13131","0","0","0","0","4"
"6","80","13141","0","0","0","0","4"
"6","100","13151","0","0","0","0","4"
"2","90","13211","0","0","0","0","5"
"2","180","13221","0","0","0","0","5"
"2","270","13231","0","0","0","0","5"
"2","360","13241","0","0","0","0","5"
"2","450","13251","0","0","0","0","5"
"101","1","13311","0","0","0","0","1"
"101","2","13321","0","0","0","0","1"
"101","3","13331","0","0","0","0","1"
"101","1","13411","0","0","0","0","4"
"1","62","13511","0","0","0","0","5"
"1","124","13521","0","0","0","0","5"
"1","186","13531","0","0","0","0","5"
"1","248","13541","0","0","0","0","5"
"1","310","13551","0","0","0","0","5"
"4","92","13611","0","0","0","0","1"
"4","184","13621","0","0","0","0","1"
"4","276","13631","0","0","0","0","1"
"4","368","13641","0","0","0","0","1"
"4","460","13651","0","0","0","0","1"
"5","40","13711","0","0","0","0","5"
"5","80","13721","0","0","0","0","5"
"5","120","13731","0","0","0","0","5"
"5","160","13741","0","0","0","0","5"
"5","200","13751","0","0","0","0","5"
"5","42","13811","2","3","4","5","1"
"5","84","13821","2","3","4","5","1"
"5","126","13831","2","3","4","5","1"
"5","168","13841","2","3","4","5","1"
"5","210","13851","2","3","4","5","1"
"6","20","13911","0","0","0","0","3"
"6","40","13921","0","0","0","0","3"
"6","60","13931","0","0","0","0","3"
"6","80","13941","0","0","0","0","3"
"6","100","13951","0","0","0","0","3"
"5","40","14011","0","0","0","0","4"
"5","80","14021","0","0","0","0","4"
"5","120","14031","0","0","0","0","4"
"5","160","14041","0","0","0","0","4"
"5","200","14051","0","0","0","0","4"
"3","40","14111","0","0","0","0","1"
"3","80","14121","0","0","0","0","1"
"3","120","14131","0","0","0","0","1"
"3","160","14141","0","0","0","0","1"
"3","200","14151","0","0","0","0","1"
"2","94","14211","0","0","0","0","2"
"2","188","14221","0","0","0","0","2"
"2","282","14231","0","0","0","0","2"
"2","376","14241","0","0","0","0","2"
"2","470","14251","0","0","0","0","2"
"1","62","14311","0","0","0","0","4"
"1","124","14321","0","0","0","0","4"
"1","186","14331","0","0","0","0","4"
"1","248","14341","0","0","0","0","4"
"1","310","14351","0","0","0","0","4"
"2","92","14411","0","0","0","0","5"
"2","184","14421","0","0","0","0","5"
"2","276","14431","0","0","0","0","5"
"2","368","14441","0","0","0","0","5"
"2","460","14451","0","0","0","0","5"
"7","20","14511","0","0","0","0","1"
"7","40","14521","0","0","0","0","1"
"7","60","14531","0","0","0","0","1"
"7","80","14541","0","0","0","0","1"
"7","100","14551","0","0","0","0","1"
"5","46","14611","0","0","0","0","2"
"5","92","14621","0","0","0","0","2"
"5","138","14631","0","0","0","0","2"
"5","184","14641","0","0","0","0","2"
"5","230","14651","0","0","0","0","2"
"101","1","14711","0","0","0","0","3"
"101","2","14721","0","0","0","0","3"
"101","1","14811","0","0","0","0","4"
"101","2","14821","0","0","0","0","4"
"1","50","14911","0","0","0","0","3"
"1","100","14921","0","0","0","0","3"
"1","150","14931","0","0","0","0","3"
"1","200","14941","0","0","0","0","3"
"1","250","14951","0","0","0","0","3"
"5","42","15011","0","0","0","0","5"
"5","84","15021","0","0","0","0","5"
"5","126","15031","0","0","0","0","5"
"5","168","15041","0","0","0","0","5"
"5","210","15051","0","0","0","0","5"
"5","44","15111","0","0","0","0","1"
"5","88","15121","0","0","0","0","1"
"5","132","15131","0","0","0","0","1"
"5","176","15141","0","0","0","0","1"
"5","220","15151","0","0","0","0","1"
"100","1","15211","0","0","0","0","1"
"101","1","15311","0","0","0","0","2"
"101","2","15321","0","0","0","0","2"
"2","94","15411","0","0","0","0","3"
"2","188","15421","0","0","0","0","3"
"2","282","15431","0","0","0","0","3"
"2","376","15441","0","0","0","0","3"
"2","470","15451","0","0","0","0","3"
"5","42","15511","0","0","0","0","4"
"5","84","15521","0","0","0","0","4"
