4563e4f27e17dc12c2f653f4b61e06bbe59b8102cff0d1532ea1e6b6a1b549c0,8a260a6d330ef388ac03f8b477bafff6cc2b3efc98e3921d5077ac97efb4e50c,c95b71138c8e4cfdaed790d4f1074446a58768b7fd88076b2851bb9ab96f22a8,0d02dcbfe41fe002c2b2e6990c3115d80b031c5a18a8baedb1243f6f387b35aa,3620d3d7df916bc54d3429cc4da67cedbe027a66026e16654ee8afc76ff5e43b,e0d02397e5de9b6b175f2729a8c0160ee356c02f49fc0791c5e1118e0cd08153,9bfe0454dfd6f0a33f3e06f66385e9079b9f7cfd385db6022e4f0e2e7f159c11,620945de1a820aa46e99c62052b33091833209a1a58d3a8b5ef6de4b52756f74,5f946a0959fad1cfc7dae15f18ce42ef3dc59513565f40e48b0e4bab546c6717,b3925e9d4198d9b37a0f7dd7c063f1649f475753267a158c74c0c76dd486df35,133cd0e218a6500e36583994389cff368f58d1fdb8b4548b56c7cbca3c7f3a30,7ad66d0f0238c5b1dc1bcee18e0c666606c19da6561e03d04f7293cc07b111a9,b7abb7008768c18c5f396559361181b2c9a8a267b9df2997d264d18c170f6015
"10001","0","0","0","10010130","10010131","1","0","38","0","7","0","10010563"
"0","0","0","0","10010131","10010132","1","0","37","0","6","0","10010130"
"10001","0","0","0","10010132","10010701","1","0","36","0","11","10010702","10010131"
"0","0","0","0","10010153","10010705","1","0","34","0","12","0","10010701"
"5","0","0","0","10010158","10010161","1","0","29","0","14","0","10010708"
"0","0","0","0","10010161","10010162","1","0","28","0","4","0","10010158"
"2","0","0","0","10010162","10010163","1","0","27","0","2","0","10010161"
"1","0","0","0","10010163","10010164","1","0","26","0","3","0","10010162"
"3","0","0","0","10010164","10010165","1","0","25","0","14","0","10010163"
"10001","0","0","0","10010165","10010166","1","0","24","0","11","0","10010164"
"0","0","0","0","10010166","10010167","1","0","23","0","12","0","10010165"
"2","0","0","0","10010167","10010568","1","0","22","0","3","0","10010166"
"10002","0","0","0","10010169","10010570","1","0","20","0","7","0","10010568"
"2","0","0","0","10010173","10010174","1","0","18","0","3","0","10010570"
"10001","0","0","0","10010174","10010175","1","0","17","0","7","0","10010173"
"0","0","0","0","10010175","10010176","1","0","16","0","4","0","10010174"
"1","0","0","0","10010176","10010177","1","0","15","0","2","0","10010175"
"2","0","0","0","10010177","10010178","1","0","14","0","2","0","10010176"
"2","0","0","0","10010178","10010179","1","0","13","0","3","0","10010177"
"0","0","0","0","10010179","10010180","1","0","12","0","12","0","10010178"
"0","0","0","0","10010180","10010181","1","0","11","0","6","0","10010179"
"0","0","0","0","10010181","10010182","1","0","10","0","4","0","10010180"
"2","0","0","0","10010182","10010183","1","0","9","0","2","0","10010181"
"3","0","0","0","10010183","10010184","1","0","8","0","2","0","10010182"
"3","0","0","0","10010184","10010555","1","0","7","0","14","0","10010183"
"1","0","0","0","10010186","10010187","1","0","3","0","14","0","10010558"
"3","0","0","0","10010187","10010188","1","0","2","0","3","0","10010186"
"2","0","0","0","10010188","10010189","1","0","1","0","2","0","10010187"
"0","0","0","0","10010189","10010190","1","0","0","0","13","0","10010188"
"0","0","0","0","10010190","10010191","1","0","60","0","12","0","10010189"
"0","0","0","0","10010191","10010192","1","0","59","0","6","0","10010190"
"1","0","0","0","10010192","10010193","1","0","58","0","3","0","10010191"
"10001","0","0","0","10010193","10010194","1","0","57","0","7","0","10010192"
"0","0","0","0","10010194","10010195","1","0","56","0","5","0","10010193"
"2","0","0","0","10010195","10010196","1","0","55","0","3","0","10010194"
"10001","0","0","0","10010196","10010197","1","0","54","0","11","0","10010195"
"0","0","0","0","10010197","10010198","1","0","53","0","4","0","10010196"
"1","0","0","0","10010198","10010199","1","0","52","0","2","0","10010197"
"2","0","0","0","10010199","10010200","1","0","51","0","14","0","10010198"
"1","0","0","0","10010200","10010201","1","0","50","0","2","0","10010199"
"1","0","0","0","10010201","10010214","1","0","49","0","3","10010716","10010200"
"0","0","0","0","10010214","10010215","1","0","48","0","4","0","10010201"
"0","0","0","0","10010215","10010710","1","0","47","0","12","0","10010214"
"10001","0","0","0","10010218","10010219","1","0","44","0","11","0","10010711"
"2","0","0","0","10010219","10010220","1","0","43","0","2","0","10010218"
"0","0","0","0","10010220","10010221","1","0","42","0","4","0","10010219"
"2","0","0","0","10010221","10010222","1","0","41","0","3","0","10010220"
"1","0","0","0","10010222","10010223","1","0","40","0","2","0","10010221"
"2","0","0","0","10010223","10010224","1","0","39","0","2","0","10010222"
"0","0","0","0","10010224","10010225","1","0","38","0","4","0","10010223"
"10002","0","0","0","10010225","10010226","1","0","37","0","7","0","10010224"
"10001","0","0","0","10010226","10010227","1","0","36","0","11","0","10010225"
"4","0","0","0","10010227","10010228","1","0","35","0","14","0","10010226"
"0","0","0","0","10010228","10010229","1","0","34","0","5","0","10010227"
"1","0","0","0","10010229","10010230","1","0","33","0","2","0","10010228"
"3","0","0","0","10010230","10010231","1","0","32","0","14","0","10010229"
"0","0","0","0","10010231","10010232","1","0","31","0","4","0","10010230"
"10001","0","0","0","10010232","10010233","1","0","30","0","7","0","10010231"
"0","0","0","0","10010233","10010234","1","0","29","0","6","10010236","10010232"
"10001","0","0","0","10010234","10010573","1","0","28","0","7","0","10010233"
"3","0","0","0","10010236","10010237","1","0","28","0","2","0","10010233"
"2","0","0","0","10010237","10010574","1","0","27","0","3","0","10010236"
"3","0","0","0","10010239","10010240","1","0","25","0","3","0","10010574"
"3","0","0","0","10010240","10010241","1","0","24","0","2","0","10010239"
"0","0","0","0","10010241","10010575","1","0","23","0","4","0","10010240"
"2","0","0","0","10010244","10010564","1","0","24","0","14","0","10010245"
"10003","0","0","0","10010245","10010244","1","0","25","0","7","0","10010246"
"1","0","0","0","10010246","10010245","1","0","26","0","14","0","10010573"
"0","0","0","0","10010247","10010248","1","0","21","0","4","0","10010575"
"10001","0","0","0","10010248","10010249","1","0","20","0","11","10010250","10010247"
"10003","0","0","0","10010249","10010253","1","0","19","0","7","0","10010248"
"0","0","0","0","10010250","10010251","1","0","19","0","5","0","10010248"
"0","0","0","0","10010251","10010577","1","0","18","0","6","0","10010250"
"2","0","0","0","10010253","10010576","1","0","18","0","3","0","10010249"
"5","0","0","0","10010255","10010256","1","10010577","16","0","14","0","10010576"
"2","0","0","0","10010256","10010257","1","0","15","0","2","0","10010255"
"0","0","0","0","10010257","10010258","1","0","14","0","12","0","10010256"
"1","0","0","0","10010258","10010259","1","0","13","0","2","0","10010257"
"10001","0","0","0","10010259","10010260","1","0","12","0","7","0","10010258"
"2","0","0","0","10010260","10010261","1","0","11","0","2","0","10010259"
"10001","0","0","0","10010261","10010262","1","0","10","0","7","0","10010260"
"1","0","0","0","10010262","10010263","1","0","9","0","3","0","10010261"
"10001","0","0","0","10010263","10010264","1","0","8","0","7","0","10010262"
"0","0","0","0","10010264","10010719","1","0","7","0","6","10010717","10010263"
"2","0","0","0","10010272","10010273","1","0","5","0","3","0","10010719"
"10002","0","0","0","10010273","10010274","1","10010721","4","0","7","0","10010272"
"0","0","0","0","10010274","10010275","1","0","3","0","4","0","10010273"
"3","0","0","0","10010275","10010276","1","0","2","0","2","0","10010274"
"3","0","0","0","10010276","10010277","1","0","1","0","3","0","10010275"
"0","0","0","0","10010277","10010278","1","0","0","0","13","0","10010276"
"1","0","0","0","10010278","10010279","1","0","60","0","2","0","10010277"
"2","0","0","0","10010279","10010280","1","0","59","0","3","0","10010278"
"2","0","0","0","10010280","10010281","1","0","58","0","2","0","10010279"
"0","0","0","0","10010281","10010282","1","0","57","0","5","0","10010280"
"10002","0","0","0","10010282","10010283","1","0","56","0","7","10010285","10010281"
"0","0","0","0","10010283","10010296","1","0","55","0","12","0","10010282"
"3","0","0","0","10010285","10010695","1","0","61","0","2","0","10010282"
"10003","0","0","0","10010287","10010697","1","0","58","0","7","0","10010696"
"3","0","0","0","10010290","10010291","1","0","56","0","14","0","10010697"
"3","0","0","0","10010291","10010292","1","0","55","0","3","0","10010290"
"10002","0","0","0","10010292","10010699","1","0","54","0","7","0","10010291"
"2","0","0","0","10010295","10010300","1","0","51","0","2","0","10010700"
"0","0","0","0","10010296","10010578","1","0","54","0","6","0","10010283"
"0","0","0","0","10010299","10010300","1","0","51","0","4","0","10010723"
"0","0","0","0","10010300","10010301","1","10010299","50","0","5","0","10010295"
"1","0","0","0","10010301","10010580","1","0","49","0","3","0","10010300"
"10001","0","0","0","10010304","10010305","1","0","46","0","11","10010307","10010581"
"1","0","0","0","10010305","10010306","1","0","45","0","2","0","10010304"
"1","0","0","0","10010306","10010316","1","0","44","0","3","0","10010305"
"3","0","0","0","10010307","10010308","1","0","47","0","3","0","10010304"
"3","0","0","0","10010308","10010583","1","0","46","0","2","0","10010307"
"10003","0","0","0","10010310","10010584","1","0","44","0","7","0","10010583"
"3","0","0","0","10010312","10010582","1","0","42","0","2","0","10010584"
"0","0","0","0","10010314","10010315","1","0","40","0","12","0","10010582"
"3","0","0","0","10010315","10010586","1","0","39","0","2","0","10010314"
"0","0","0","0","10010316","10010317","1","0","43","0","4","0","10010306"
"2","0","0","0","10010317","10010318","1","0","42","0","2","0","10010316"
"0","0","0","0","10010318","10010319","1","0","41","0","6","0","10010317"
"0","0","0","0","10010319","10010320","1","0","40","0","4","0","10010318"
"10001","0","0","0","10010320","10010586","1","0","39","0","7","0","10010319"
"2","0","0","0","10010322","10010323","1","0","37","0","3","0","10010586"
"0","0","0","0","10010323","10010324","1","0","36","0","4","0","10010322"
"0","0","0","0","10010324","10010325","1","0","35","0","6","0","10010323"
"2","0","0","0","10010325","10010326","1","0","34","0","2","0","10010324"
"3","0","0","0","10010326","10010327","1","0","33","0","14","0","10010325"
"10001","0","0","0","10010327","10010328","1","0","32","0","7","0","10010326"
"4","0","0","0","10010328","10010329","1","0","31","0","14","0","10010327"
"0","0","0","0","10010329","10010330","1","0","30","0","4","0","10010328"
"0","0","0","0","10010330","10010587","1","0","29","0","12","0","10010329"
"0","0","0","0","10010332","10010333","1","0","27","0","5","0","10010587"
"10001","0","0","0","10010333","10010334","1","0","26","0","7","0","10010332"
"2","0","0","0","10010334","10010335","1","0","25","0","3","0","10010333"
"1","0","0","0","10010335","10010588","1","0","24","0","2","0","10010334"
"0","0","0","0","10010337","10010338","1","0","22","0","4","0","10010588"
"10001","0","0","0","10010338","10010339","1","0","21","0","11","0","10010337"
"0","0","0","0","10010339","10010340","1","0","20","0","6","0","10010338"
"2","0","0","0","10010340","10010341","1","0","19","0","2","0","10010339"
"1","0","0","0","10010341","10010342","1","0","18","0","3","0","10010340"
"0","0","0","0","10010342","10010343","1","0","17","0","5","10010355","10010341"
"1","0","0","0","10010343","10010344","1","0","16","0","3","0","10010342"
"10002","0","0","0","10010344","10010589","1","0","15","0","7","0","10010343"
"2","0","0","0","10010346","10010347","1","0","13","0","2","0","10010589"
"10001","0","0","0","10010347","10010348","1","0","12","0","7","0","10010346"
"3","0","0","0","10010348","10010349","1","0","11","0","3","0","10010347"
"0","0","0","0","10010349","10010590","1","10010350","10","0","6","0","10010348"
"1","0","0","0","10010350","10010349","1","0","11","0","2","0","10010351"
"3","0","0","0","10010351","10010350","1","0","12","0","2","0","10010352"
"10002","0","0","0","10010352","10010351","1","0","13","0","7","0","10010353"
"1","0","0","0","10010353","10010352","1","0","14","0","2","0","10010354"
"2","0","0","0","10010354","10010353","1","0","15","0","2","0","10010355"
"0","0","0","0","10010355","10010354","1","0","16","0","4","0","10010342"
"0","0","0","0","10010357","10010591","1","0","8","0","4","10010592","10010590"
"0","0","0","0","10010361","10010365","1","10010596","4","0","4","0","10010595"
"3","0","0","0","10010365","10010598","1","0","3","0","2","0","10010361"
"0","0","0","0","10010430","10010431","1","0","0","0","13","0","10010597"
"1","0","0","0","10010431","10010432","1","0","60","0","2","0","10010430"
"0","0","0","0","10010432","10010434","1","0","59","0","6","0","10010431"
"10001","0","0","0","10010434","10010439","1","0","58","0","7","0","10010432"
"10001","0","0","0","10010439","10010484","1","0","57","0","11","0","10010434"
"0","0","0","0","10010484","10010485","1","10010439","56","0","6","0","10010001"
"1","0","0","0","10010485","10010486","1","0","55","0","2","0","10010484"
"0","0","0","0","10010486","10010487","1","0","54","0","4","0","10010485"
"10001","0","0","0","10010487","10010488","1","0","53","0","7","0","10010486"
"0","0","0","0","10010488","10010489","1","0","52","0","12","0","10010487"
"1","0","0","0","10010489","10010490","1","0","51","0","2","0","10010488"
"0","0","0","0","10010490","10010491","1","0","50","0","5","0","10010489"
"0","0","0","0","10010491","10010611","1","0","49","0","4","10010612","10010490"
"0","0","0","0","10010555","10010556","1","0","6","0","5","0","10010184"
"0","0","0","0","10010556","10010558","1","0","5","0","6","0","10010555"
"10002","0","0","0","10010558","10010186","1","0","4","0","7","0","10010556"
"1","0","0","0","10010559","10010119","1","0","50","0","2","10010560","10010107"
"0","0","0","0","10010560","10010110","1","0","49","0","4","0","10010559"
"2","0","0","0","10010561","10010113","1","0","46","0","2","0","10010111"
"3","0","0","0","10010562","10010116","1","0","43","0","14","0","10010114"
"3","0","0","0","10010563","10010130","1","10010128","39","0","14","0","10010118"
"10001","0","0","0","10010564","10010575","1","0","23","0","11","0","10010244"
"3","0","0","0","10010565","10010123","1","0","46","0","14","0","10010121"
"10001","0","0","0","10010566","10010125","1","0","44","0","7","0","10010123"
"0","0","0","0","10010568","10010169","1","0","21","0","5","0","10010167"
"0","0","0","0","10010570","10010173","1","0","19","0","4","0","10010169"
"1","0","0","0","10010573","10010246","1","0","27","0","2","0","10010234"
"1","0","0","0","10010574","10010239","1","0","26","0","14","0","10010237"
"0","0","0","0","10010575","10010247","1","10010564","22","0","12","0","10010241"
"0","0","0","0","10010576","10010255","1","0","17","0","4","0","10010253"
"3","0","0","0","10010577","10010255","1","0","17","0","2","0","10010251"
"10001","0","0","0","10010578","10010723","1","0","53","0","11","0","10010296"
"2","0","0","0","10010580","10010581","1","0","48","0","14","0","10010301"
"1","0","0","0","10010581","10010304","1","0","47","0","2","0","10010580"
"10003","0","0","0","10010582","10010314","1","0","41","0","7","0","10010312"
"0","0","0","0","10010583","10010310","1","0","45","0","4","0","10010308"
"4","0","0","0","10010584","10010312","1","0","43","0","14","0","10010310"
"0","0","0","0","10010586","10010322","1","10010320","38","0","12","0","10010315"
"10001","0","0","0","10010587","10010332","1","0","28","0","11","0","10010330"
"5","0","0","0","10010588","10010337","1","0","23","0","14","0","10010335"
"10001","0","0","0","10010589","10010346","1","0","14","0","11","0","10010344"
"3","0","0","0","10010590","10010357","1","0","9","0","14","0","10010349"
"2","0","0","0","10010591","10010593","1","0","7","0","2","0","10010357"
"0","0","0","0","10010592","10010594","1","0","7","0","6","0","10010357"
"10003","0","0","0","10010593","10010595","1","0","6","0","7","0","10010591"
"3","0","0","0","10010594","10010596","1","0","6","0","3","0","10010592"
"0","0","0","0","10010595","10010361","1","0","5","0","12","0","10010593"
"10001","0","0","0","10010596","10010361","1","0","5","0","11","0","10010594"
"10003","0","0","0","10010597","10010430","1","0","1","0","7","0","10010598"
"10001","0","0","0","10010598","10010597","1","0","2","0","7","0","10010365"
"1","0","0","0","10010611","10010614","1","0","48","0","14","0","10010491"
"1","0","0","0","10010612","10010613","1","0","48","0","14","0","10010491"
"3","0","0","0","10010613","10010616","1","0","47","0","2","0","10010612"
"3","0","0","0","10010614","10010615","1","0","47","0","3","0","10010611"
"0","0","0","0","10010615","10010618","1","0","46","0","6","0","10010614"
"0","0","0","0","10010616","10010617","1","0","46","0","4","0","10010613"
"2","0","0","0","10010617","10010619","1","0","45","0","14","0","10010616"
"2","0","0","0","10010618","10010624","1","0","45","0","14","0","10010615"
"1","0","0","0","10010619","10010620","1","0","44","0","2","0","10010617"
"2","0","0","0","10010620","10010621","1","0","43","0","2","0","10010619"
"2","0","0","0","10010621","10010625","1","10010622","42","0","2","0","10010620"
"1","0","0","0","10010622","10010621","1","0","43","0","3","0","10010624"
"10001","0","0","0","10010624","10010622","1","0","44","0","7","0","10010618"
"0","0","0","0","10010625","10010626","1","0","41","0","4","0","10010621"
"10001","0","0","0","10010626","10010627","1","0","40","0","7","0","10010625"
"1","0","0","0","10010627","10010628","1","0","39","0","2","0","10010626"
"4","0","0","0","10010628","10010629","1","0","38","0","14","0","10010627"
"0","0","0","0","10010629","10010630","1","0","37","0","5","0","10010628"
"1","0","0","0","10010630","10010631","1","0","36","0","2","10010637","10010629"
"2","0","0","0","10010631","10010632","1","0","35","0","3","0","10010630"
"2","0","0","0","10010632","10010633","1","0","34","0","2","0","10010631"
"10001","0","0","0","10010633","10010634","1","0","33","0","11","0","10010632"
"0","0","0","0","10010634","10010638","1","10010635","32","0","4","0","10010633"
"2","0","0","0","10010635","10010634","1","0","33","0","3","0","10010636"
"10002","0","0","0","10010636","10010635","1","0","34","0","7","0","10010637"
"0","0","0","0","10010637","10010636","1","0","35","0","12","0","10010630"
"0","0","0","0","10010638","10010639","1","0","31","0","6","0","10010634"
"1","0","0","0","10010639","10010640","1","0","30","0","2","0","10010638"
"10001","0","0","0","10010640","10010641","1","0","29","0","11","0","10010639"
"5","0","0","0","10010641","10010642","1","0","28","0","14","0","10010640"
"0","0","0","0","10010642","10010643","1","0","27","0","4","0","10010641"
"0","0","0","0","10010643","10010644","1","0","26","0","12","0","10010642"
"1","0","0","0","10010644","10010645","1","0","25","0","2","0","10010643"
"2","0","0","0","10010645","10010646","1","0","24","0","3","0","10010644"
"0","0","0","0","10010646","10010647","1","0","23","0","4","0","10010645"
"2","0","0","0","10010647","10010648","1","0","22","0","2","0","10010646"
"3","0","0","0","10010648","10010649","1","0","21","0","14","0","10010647"
"1","0","0","0","10010649","10010650","1","0","20","0","3","10010653","10010648"
"2","0","0","0","10010650","10010651","1","0","19","0","3","0","10010649"
"3","0","0","0","10010651","10010654","1","0","18","0","2","0","10010650"
"10003","0","0","0","10010652","10010655","1","0","18","0","7","0","10010653"
"1","0","0","0","10010653","10010652","1","0","19","0","2","0","10010649"
"10001","0","0","0","10010654","10010658","1","0","17","0","11","0","10010651"
"2","0","0","0","10010655","10010656","1","0","17","0","3","0","10010652"
"10002","0","0","0","10010656","10010657","1","0","16","0","7","0","10010655"
"10001","0","0","0","10010657","10010659","1","10010658","15","0","7","0","10010656"
"2","0","0","0","10010658","10010657","1","0","16","0","2","0","10010654"
"0","0","0","0","10010659","10010660","1","0","14","0","5","0","10010657"
"2","0","0","0","10010660","10010661","1","0","13","0","2","0","10010659"
"0","0","0","0","10010661","10010662","1","0","12","0","4","0","10010660"
"5","0","0","0","10010662","10010663","1","0","11","0","14","0","10010661"
"3","0","0","0","10010663","10010664","1","0","10","0","2","0","10010662"
"0","0","0","0","10010664","10010665","1","0","9","0","12","0","10010663"
"0","0","0","0","10010665","10010666","1","0","8","0","6","0","10010664"
"1","0","0","0","10010666","10010667","1","0","7","0","2","0","10010665"
"10003","0","0","0","10010667","10010668","1","0","6","0","7","0","10010666"
"10001","0","0","0","10010668","10010669","1","0","5","0","11","0","10010667"
"0","0","0","0","10010669","10010670","1","0","4","0","4","0","10010668"
"1","0","0","0","10010670","10010671","1","0","3","0","3","0","10010669"
"3","0","0","0","10010671","10010672","1","0","2","0","2","0","10010670"
"10001","0","0","0","10010672","10010673","1","0","1","0","7","0","10010671"
"0","0","0","0","10010673","10010674","1","0","0","0","13","0","10010672"
"1","0","0","0","10010674","10010099","1","0","60","0","3","0","10010673"
"3","0","0","0","10010695","10010696","1","0","60","0","3","0","10010285"
"6","0","0","0","10010696","10010287","1","0","59","0","14","0","10010695"
"3","0","0","0","10010697","10010290","1","0","57","0","2","0","10010287"
"0","0","0","0","10010699","10010700","1","0","53","0","4","0","10010292"
"7","0","0","0","10010700","10010295","1","0","52","0","14","0","10010699"
"1","0","0","0","10010701","10010153","1","0","35","0","2","0","10010132"
"3","0","0","0","10010702","10010703","1","0","37","0","2","0","10010132"
"3","0","0","0","10010703","10010704","1","0","36","0","14","0","10010702"
"0","0","0","0","10010704","10010709","1","0","35","0","6","0","10010703"
"3","0","0","0","10010705","10010706","1","10010709","33","0","3","0","10010153"
"0","0","0","0","10010706","10010707","1","0","32","0","4","0","10010705"
"10001","0","0","0","10010707","10010708","1","0","31","0","7","0","10010706"
"1","0","0","0","10010708","10010158","1","0","30","0","3","0","10010707"
"10003","0","0","0","10010709","10010705","1","0","34","0","7","0","10010704"
"1","0","0","0","10010710","10010711","1","0","46","0","2","0","10010215"
"0","0","0","0","10010711","10010218","1","10010712","45","0","6","0","10010710"
"3","0","0","0","10010712","10010711","1","0","46","0","3","0","10010713"
"6","0","0","0","10010713","10010712","1","0","47","0","14","0","10010714"
"3","0","0","0","10010714","10010713","1","0","48","0","2","0","10010715"
"0","0","0","0","10010715","10010714","1","0","49","0","4","0","10010716"
"4","0","0","0","10010716","10010715","1","0","50","0","14","0","10010201"
"0","0","0","0","10010717","10010718","1","0","8","0","5","0","10010264"
"5","0","0","0","10010718","10010720","1","0","7","0","14","0","10010717"
"10001","0","0","0","10010719","10010272","1","0","6","0","7","0","10010264"
"10003","0","0","0","10010720","10010721","1","0","6","0","7","0","10010718"
"3","0","0","0","10010721","10010273","1","0","5","0","3","0","10010720"
"1","0","0","0","10010723","10010299","1","0","52","0","2","0","10010578"
"0","0","0","0","10020001","10020002","2","0","63","0","1","0","0"
"1","0","0","0","10020002","10020003","2","10020390","62","0","2","0","10020001"
"0","0","0","0","10020003","10020004","2","0","61","0","4","0","10020002"
"0","0","0","0","10020004","10020005","2","0","60","0","6","0","10020003"
"10001","0","0","0","10020005","10020006","2","0","59","0","7","0","10020004"
"2","0","0","0","10020006","10020007","2","0","58","0","2","0","10020005"
"0","0","0","0","10020007","10020592","2","0","57","0","5","0","10020006"
"0","0","0","0","10020009","10020588","2","0","55","0","12","10020589","10020592"
"1","0","0","0","10020012","10020015","2","0","53","0","14","0","10020588"
"1","0","0","0","10020013","10020014","2","0","53","0","14","0","10020589"
"0","0","0","0","10020014","10020016","2","0","52","0","4","0","10020013"
"0","0","0","0","10020015","10020020","2","0","52","0","6","0","10020012"
"2","0","0","0","10020016","10020590","2","0","51","0","14","0","10020014"
"0","0","0","0","10020018","10020021","2","10020590","49","0","4","0","10020587"
"2","0","0","0","10020020","10020587","2","0","51","0","14","0","10020015"
"1","0","0","0","10020021","10020022","2","0","48","0","3","0","10020018"
"1","0","0","0","10020022","10020023","2","0","47","0","2","0","10020021"
"0","0","0","0","10020023","10020024","2","0","46","0","6","0","10020022"
"0","0","0","0","10020024","10020025","2","0","45","0","5","0","10020023"
"0","0","0","0","10020025","10020026","2","0","44","0","4","0","10020024"
"4","0","0","0","10020026","10020027","2","0","43","0","14","0","10020025"
"1","0","0","0","10020027","10020028","2","0","42","0","2","0","10020026"
"0","0","0","0","10020028","10020029","2","0","41","0","6","0","10020027"
"1","0","0","0","10020029","10020030","2","0","40","0","2","0","10020028"
"10001","0","0","0","10020030","10020031","2","0","39","0","11","0","10020029"
"10001","0","0","0","10020031","10020518","2","0","38","0","7","10020586","10020030"
"1","0","0","0","10020062","10020063","2","0","12","0","2","0","10020544"
"0","0","0","0","10020063","10020064","2","0","11","0","4","0","10020062"
"2","0","0","0","10020064","10020515","2","0","10","0","3","0","10020063"
"10002","0","0","0","10020079","10020404","2","0","7","0","7","0","10020516"
"10003","0","0","0","10020083","10020084","2","0","3","0","7","0","10020406"
"0","0","0","0","10020084","10020085","2","0","2","0","12","0","10020083"
"0","0","0","0","10020085","10020086","2","0","1","0","6","0","10020084"
"0","0","0","0","10020086","10020087","2","0","0","0","13","0","10020085"
"2","0","0","0","10020087","10020088","2","0","66","0","2","0","10020086"
"0","0","0","0","10020088","10020089","2","0","65","0","4","0","10020087"
"10001","0","0","0","10020089","10020090","2","0","64","0","7","0","10020088"
"0","0","0","0","10020090","10020091","2","0","63","0","6","0","10020089"
"0","0","0","0","10020091","10020092","2","0","62","0","12","0","10020090"
"1","0","0","0","10020092","10020407","2","0","61","0","3","0","10020091"
"1","0","0","0","10020094","10020101","2","0","59","0","2","0","10020407"
"0","0","0","0","10020101","10020491","2","0","58","0","4","0","10020094"
"10002","0","0","0","10020127","10020128","2","0","38","0","7","0","10020512"
"0","10020567","0","0","10020128","10020573","2","0","37","0","6","10020561","10020127"
"10001","0","0","10020571","10020143","10020147","2","10020566","33","0","11","0","10020146"
"1","0","0","0","10020146","10020143","2","0","34","0","3","0","10020564"
"2","0","0","0","10020147","10020148","2","0","32","0","2","0","10020143"
"0","0","0","0","10020148","10020408","2","0","31","0","5","0","10020147"
"5","0","0","0","10020150","10020151","2","0","29","0","14","0","10020408"
"1","0","0","0","10020151","10020152","2","0","28","0","2","0","10020150"
"0","0","0","0","10020152","10020153","2","0","27","0","6","0","10020151"
"2","0","0","0","10020153","10020154","2","0","26","0","3","0","10020152"
"3","0","0","0","10020154","10020155","2","0","25","0","2","0","10020153"
"0","0","0","0","10020155","10020156","2","0","24","0","4","0","10020154"
"0","0","0","0","10020156","10020157","2","0","23","0","5","0","10020155"
