43470b2ce8649168739e1dbfdea83c047eb3c0bc2e40101f0dd92627f3548382,496ca967e6a1aaf8754042b87e0a4b6db609be0910dbdd5ceac01dbdd78ae167,c40c9ad182ab9009c5e5f7618dfac9da46a8dcde18820165a26574bffc6a2330,87f6673e1cd878b1f25c97b6bcb372ecb7806972bd75023a7bb534cb7fad3921,fde545f96b4d2ec168c65c7ecabac5c7c0afdaf9cfbd9f55f71903e2d505c27a,11a54d834a39a579e17a39e31e85ed30caf4b9ac7add8a5c17a45f5b80116331,48615985064557ced1ba19043ac15a47a7f2a9c31bf2bf08ec4f6c59e2682a4e,74ba2529e45f470767d02d5d37cd8614e5ed25ebbe1b97d677a91531f0a4a359,b26c91eaa2eee7f1c2c67c5b4c7dfc01d5e68d9051652685fae1e6817ad2b57c,2d222b424393251327f568c4dd3abcf32b634d84259c3f7ce4363ca12dfd2ccf,cbd7f46c52b7b341c6683f46a6a5fd9197b310c754a790ebb649e6526a0a77f2,91cd042da33fc102a008c6700c68b6a2938bcbc9c25b810aaf385a1e8dd76ffe,b7ccb6cd8d9741b82a480848b04eae95dc509430ad6f59ea8d055e37874a0faf,3a5c18d2ba373d657520bb6fe855c9c60e77f81baac848840f088e410e39a52b,f121c3787172af2144aafd25c123faf9e5b9cd30b42de310bcdb0318cc1b98b7,aaa16fb7967c1a0917eeb13f6fdf89ba9af1088b13a8af08c823590185895e75,c255f3acafeefee5cefb3a102dedc8df0cae2d2fe8aba6599bda7afe34b1ef4a,5bb58278c8d3b251c88e00e033dac217744fdbcc6069dd5b86a72a596425babc,934218a3ed83d3c68276620bc1c33994003cb406e8882e2ee95c0aad268aada4,d4a41fe00f9c21166826b09b1238268bc2fc1526b7409947474dbe88db4e2525,d4b9d8f59589e74c8bef3832087e20cf111650bf5704c6463630eebd7ff848f4,743a29e71bab25e8c90957b69f3e876749f4d8f24079baf34932a15fd5bbb973,09b5f8da11c5f65efcdeeefc365894762a474d47ec38fa93bf61346291725170,bd4f559f48722210e791bdc479b3a8c7c0fda6c0125b259b9fea39f63a908401,bb80d1f0094d9ecc9cdc191c51f856c6d28baf4777ddd3ffcaa3d23830f7d67d,4f60feb101fb600a60bed46e23bdc6ef0238660b2d151eab5c27312bd8337fa5,7764b3e8a694a4ab3cb2872dccd418427df46e6ff9ba0097246baa4d93dd1d5c,ae61cfd0e010aabd75f786bc7321651d449917fd6732020fc7d0b9d507a4887b,3f0626efdee9d80cabc8575be9286342ee15b717660b69937ed876bbb29acffc,9b294be69fdb7e251a6434d9a4fd722c8b8ca7c8a116d126a00a51fdeb6b72e9,8f6e02e7e386ff13682143f8cbf83de49fbea1cd19304c6a64006f4642e01c9a,f0b656e8438382ece1f48ffd07e0e4db0a0e3a3575e4058ae4070cb913c15ff4,b51a8295e1b87e79b015bae3e73fd636a7afd1d64a076b0897a94ca821d0999b,bde3a247162035a6d7f4d60f143baedd3b50349f4069072f081c8e46d3e378cc,2b5edea2793585a5bb3c72634adcb0f93abe0dfd158c247fe9dedee35f55b321,2e27738c59537357cdfcd80dcbc89c95f5d26ac6786d05ca192b4a3cc93634e9,23b4c3bb3c871b022f715c1aeecc2226c3f85ba7feb44774949e88e12bccceaa,dfa3c37d24c7432fd521af6c49f23dee984fa31a39d03b4b82c4a582aa895ddb,2dd52e2976e97115f5c423bc9d93b8ce04a6e8f5000f7cf81baa32c7ba794cd0,d3e4ba95245cac23c8ef27327e235149160ab50bfb7533df3a0666d21f39d6be,0e7afa2db4161b0c2070560ac594ba165752748267b832b70040ca9a2d381d1f
"600110201","1","620060017","0","30","0","0","620130017","18","620090017","0","0","0","61001005","0","0","0","0","0","36","375","1","61001007","0","20001","0","0","0","20001","1","0","61001004","1","0","0","0","1","600000020","0","0","0"
"600110211","1","620060018","0","30","0","0","620130018","18","620090018","0","0","0","61001005","0","0","0","0","0","36","381","1","61001007","0","21001","0","0","0","21001","1","0","61001004","1","0","0","0","1","600000021","0","0","0"
"600110221","1","620060019","0","30","0","0","620130019","18","620090019","0","0","0","61001005","0","0","0","0","0","36","386","1","61001007","0","22001","0","0","0","22001","1","0","61001004","1","0","0","0","1","600000022","0","0","0"
"600110231","1","620060020","0","30","0","0","620130020","18","620090020","0","0","0","61001005","0","0","0","0","0","36","390","1","61001007","0","23001","0","0","0","23001","1","0","61001004","1","0","0","0","1","600000023","0","0","0"
"600110241","1","620060021","0","30","0","0","620130021","18","620090021","0","0","0","61001005","0","0","0","0","0","36","396","1","61001007","0","24001","0","0","0","24001","1","0","61001004","1","0","0","0","1","600000024","0","0","0"
"600110251","1","620060022","0","30","0","0","620130022","18","620090022","0","0","0","61001005","0","0","0","0","0","36","401","1","61001007","0","25001","0","0","0","25001","1","0","61001004","1","0","0","0","1","600000025","0","0","0"
"600110261","1","620060023","0","30","0","0","620130023","18","620090023","0","0","0","61001005","0","0","0","0","0","36","405","1","61001007","0","26001","0","0","0","26001","1","0","61001004","1","0","0","0","1","600000026","0","0","0"
"600110271","1","620060024","0","30","0","0","620130024","18","620090024","0","0","0","61001005","0","0","0","0","0","36","411","1","61001007","0","27001","0","0","0","27001","1","0","61001004","1","0","0","0","1","600000027","0","0","0"
"600110281","1","620060025","0","30","0","0","620130025","18","620090025","0","0","0","61001005","0","0","0","0","0","36","417","1","61001007","0","28001","0","0","0","28001","1","0","61001004","1","0","0","0","1","600000028","0","0","0"
"600110291","1","620060026","0","30","0","0","620130026","18","620090026","0","0","0","61001005","0","0","0","0","0","36","422","1","61001007","0","29001","0","0","0","29001","1","0","61001004","1","0","0","0","1","600000029","0","0","0"
"600110301","1","620060027","0","30","0","0","620130027","18","620090027","0","0","0","61001005","0","0","0","0","0","36","427","1","61001007","0","30001","0","0","0","30001","1","0","61001004","1","0","0","0","1","600000030","0","0","0"
"600110311","1","620060028","0","30","0","0","620130028","18","620090028","0","0","0","61001005","0","0","0","0","0","36","433","1","61001007","0","31001","0","0","0","31001","1","0","61001004","1","0","0","0","1","600000031","0","0","0"
"600110321","1","620060029","0","30","0","0","620130029","18","620090029","0","0","0","61001005","0","0","0","0","0","36","442","1","61001007","0","32001","0","0","0","32001","1","0","61001004","1","0","0","0","1","600000032","0","0","0"
"600110331","1","620060030","0","30","0","0","620130030","18","620090030","0","0","0","61001005","0","0","0","0","0","36","455","1","61001007","0","33001","0","0","0","33001","1","0","61001004","1","0","0","0","1","600000033","0","0","0"
"600110341","1","620060031","0","30","0","0","620130031","18","620090031","0","0","0","61001005","0","0","0","0","0","36","460","1","61001007","0","34001","0","0","0","34001","1","0","61001004","1","0","0","0","1","600000034","0","0","0"
"600110351","1","620060032","0","30","0","0","620130032","18","620090032","0","0","0","61001005","0","0","0","0","0","36","464","1","61001007","0","35001","0","0","0","35001","1","0","61001004","1","0","0","0","1","600000035","0","0","0"
"600110361","1","620060033","0","30","0","0","620130033","18","620090033","0","0","0","61001005","0","0","0","0","0","36","476","1","61001007","0","36001","0","0","0","36001","1","0","61001004","1","0","0","0","1","600000036","0","0","0"
"600110371","1","620060034","0","30","0","0","620130034","18","620090034","0","0","0","61001005","0","0","0","0","0","36","482","1","61001007","0","37001","0","0","0","37001","1","0","61001004","1","0","0","0","1","600000037","0","0","0"
"600110381","1","620060035","0","30","0","0","620130035","18","620090035","0","0","0","61001005","0","0","0","0","0","36","492","1","61001007","0","38001","0","0","0","38001","1","0","61001004","1","0","0","0","1","600000038","0","0","0"
"600110391","1","620060036","0","30","0","0","620130036","18","620090036","0","0","0","61001005","0","0","0","0","0","36","500","1","61001007","0","39001","0","0","0","39001","1","0","61001004","1","0","0","0","1","600000039","0","0","0"
"600110401","1","620060037","0","30","0","0","620130037","18","620090037","0","0","0","61001005","0","0","0","0","0","36","514","1","61001007","0","40001","0","0","0","40001","1","0","61001004","1","0","0","0","1","600000040","0","0","0"
"600110411","1","620060038","0","30","0","0","620130038","18","620090038","0","0","0","61001005","0","0","0","0","0","36","518","1","61001007","0","41001","0","0","0","41001","1","0","61001004","1","0","0","0","1","600000041","0","0","0"
"600110421","1","620060039","0","30","0","0","620130039","18","620090039","0","0","0","61001005","0","0","0","0","0","36","523","1","61001007","0","42001","0","0","0","42001","1","0","61001004","1","0","0","0","1","600000042","0","0","0"
"600110431","1","620060040","0","30","0","0","620130040","18","620090040","0","0","0","61001005","0","0","0","0","0","36","538","1","61001007","0","43001","0","0","0","43001","1","0","61001004","1","0","0","0","1","600000043","0","0","0"
"600110441","1","620060041","0","30","0","0","620130041","18","620090041","0","0","0","61001005","0","0","0","0","0","36","551","1","61001007","0","44001","0","0","0","44001","1","0","61001004","1","0","0","0","1","600000044","0","0","0"
"600110451","1","620060042","0","30","0","0","620130042","18","620090042","0","0","0","61001005","0","0","0","0","0","36","565","1","61001007","0","45001","0","0","0","45001","1","0","61001004","1","0","0","0","1","600000045","0","0","0"
"600110461","1","620060043","0","30","0","0","620130043","18","620090043","0","0","0","61001005","0","0","0","0","0","36","574","1","61001007","0","46001","0","0","0","46001","1","0","61001004","1","0","0","0","1","600000046","0","0","0"
"600110471","1","620060044","0","30","0","0","620130044","18","620090044","0","0","0","61001005","0","0","0","0","0","36","577","1","61001007","0","47001","0","0","0","47001","1","0","61001004","1","0","0","0","1","600000047","0","0","0"
"600110481","1","620060045","0","30","0","0","620130045","18","620090045","0","0","0","61001005","0","0","0","0","0","36","587","1","61001007","0","48001","0","0","0","48001","1","0","61001004","1","0","0","0","1","600000048","0","0","0"
"600110491","1","620060046","0","30","0","0","620130046","18","620090046","0","0","0","61001005","0","0","0","0","0","36","598","1","61001007","0","49001","0","0","0","49001","1","0","61001004","1","0","0","0","1","600000049","0","0","0"
"600110501","1","620060047","0","30","0","0","620130047","18","620090047","0","0","0","61001005","0","0","0","0","0","36","614","1","61001007","0","50001","0","0","0","50001","1","0","61001004","1","0","0","0","1","600000050","0","0","0"
"600110511","1","620060048","0","30","0","0","620130048","18","620090048","0","0","0","61001005","0","0","0","0","0","36","621","1","61001007","0","51001","0","0","0","51001","1","0","61001004","1","0","0","0","1","600000051","0","0","0"
"600110521","1","620060049","0","30","0","0","620130049","18","620090049","0","0","0","61001005","0","0","0","0","0","36","629","1","61001007","0","52001","0","0","0","52001","1","0","61001004","1","0","0","0","1","600000052","0","0","0"
"600110531","1","620060050","0","30","0","0","620130050","18","620090050","0","0","0","61001005","0","0","0","0","0","36","640","1","61001007","0","53001","0","0","0","53001","1","0","61001004","1","0","0","0","1","600000053","0","0","0"
"600110541","1","620060051","0","30","0","0","620130051","18","620090051","0","0","0","61001005","0","0","0","0","0","36","647","1","61001007","0","54001","0","0","0","54001","1","0","61001004","1","0","0","0","1","600000054","0","0","0"
"600110551","1","620060052","0","30","0","0","620130052","18","620090052","0","0","0","61001005","0","0","0","0","0","36","652","1","61001007","0","55001","0","0","0","55001","1","0","61001004","1","0","0","0","1","600000055","0","0","0"
"600110561","1","620060053","0","30","0","0","620130053","18","620090053","0","0","0","61001005","0","0","0","0","0","36","659","1","61001007","0","56001","0","0","0","56001","1","0","61001004","1","0","0","0","1","600000056","0","0","0"
"600110571","1","620060054","0","30","0","0","620130054","18","620090054","0","0","0","61001005","0","0","0","0","0","36","662","1","61001007","0","57001","0","0","0","57001","1","0","61001004","1","0","0","0","1","600000057","0","0","0"
"600110581","1","620060055","0","30","0","0","620130055","18","620090055","0","0","0","61001005","0","0","0","0","0","36","667","1","61001007","0","58001","0","0","0","58001","1","0","61001004","1","0","0","0","1","600000058","0","0","0"
"600110591","1","620060056","0","30","0","0","620130056","18","620090056","0","0","0","61001005","0","0","0","0","0","36","679","1","61001007","0","59001","0","0","0","59001","1","0","61001004","1","0","0","0","1","600000059","0","0","0"
"600110601","1","620060057","0","30","0","0","620130057","18","620090057","0","0","0","61001005","0","0","0","0","0","36","683","1","61001007","0","60001","0","0","0","60001","1","0","61001004","1","0","0","0","1","600000060","0","0","0"
"600110611","1","620060058","0","30","0","0","620130058","18","620090058","0","0","0","61001005","0","0","0","0","0","36","692","1","61001007","0","61001","0","0","0","61001","1","0","61001004","1","0","0","0","1","600000061","0","0","0"
"600110621","1","620060059","0","30","0","0","620130059","18","620090059","0","0","0","61001005","0","0","0","0","0","36","698","1","61001007","0","62001","0","0","0","62001","1","0","61001004","1","0","0","0","1","600000062","0","0","0"
"600110631","1","620060060","0","30","0","0","620130060","18","620090060","0","0","0","61001005","0","0","0","0","0","36","703","1","61001007","0","63001","0","0","0","63001","1","0","61001004","1","0","0","0","1","600000063","0","0","0"
"600110641","1","620060061","0","30","0","0","620130061","18","620090061","0","0","0","61001005","0","0","0","0","0","36","713","1","61001007","0","64001","0","0","0","64001","1","0","61001004","1","0","0","0","1","600000064","0","0","0"
"600110651","1","620060062","0","30","0","0","620130062","18","620090062","0","0","0","61001005","0","0","0","0","0","36","722","1","61001007","0","65001","0","0","0","65001","1","0","61001004","1","0","0","0","1","600000065","0","0","0"
"600110661","1","620060063","0","30","0","0","620130063","18","620090063","0","0","0","61001005","0","0","0","0","0","36","733","1","61001007","0","66001","0","0","0","66001","1","0","61001004","1","0","0","0","1","600000066","0","0","0"
"600110671","1","620060064","0","30","0","0","620130064","18","620090064","0","0","0","61001005","0","0","0","0","0","36","741","1","61001007","0","67001","0","0","0","67001","1","0","61001004","1","0","0","0","1","600000067","0","0","0"
"600110681","1","620060065","0","30","0","0","620130065","18","620090065","0","0","0","61001005","0","0","0","0","0","36","750","1","61001007","0","68001","0","0","0","68001","1","0","61001004","1","0","0","0","1","600000068","0","0","0"
"600110691","1","620060066","0","30","0","0","620130066","18","620090066","0","0","0","61001005","0","0","0","0","0","36","762","1","61001007","0","69001","0","0","0","69001","1","0","61001004","1","0","0","0","1","600000069","0","0","0"
"600110031","1","620090101","0","30","0","0","620110001","18","620300001","0","0","0","61001005","0","0","0","0","0","36","258","1","61001007","0","3001","0","0","0","3001","1","0","61001004","1","0","0","0","1","600000074","0","0","0"
"600110041","1","620090101","0","30","0","0","620110001","18","620300001","0","0","0","61001005","0","0","0","0","0","36","258","1","61001007","0","4001","0","0","0","4001","1","0","61001004","1","0","0","0","1","600000075","0","0","0"
"600110051","1","620090102","0","30","0","0","620110002","18","620300002","0","0","0","61001005","0","0","0","0","0","36","268","1","61001007","0","5001","0","0","0","5001","1","0","61001004","1","0","0","0","1","600000076","0","0","0"
"600110061","1","620090103","0","30","0","0","620110003","18","620300003","0","0","0","61001005","0","0","0","0","0","36","273","1","61001007","0","6001","0","0","0","6001","1","0","61001004","1","0","0","0","1","600000077","0","0","0"
"600110071","1","620090104","0","30","0","0","620110004","18","620300004","0","0","0","61001005","0","0","0","0","0","36","281","1","61001007","0","7001","0","0","0","7001","1","0","61001004","1","0","0","0","1","600000078","0","0","0"
"600110081","1","620090105","0","30","0","0","620110005","18","620300005","0","0","0","61001005","0","0","0","0","0","36","288","1","61001007","0","8001","0","0","0","8001","1","0","61001004","1","0","0","0","1","600000079","0","0","0"
"600110091","1","620090106","0","30","0","0","620110006","18","620300006","0","0","0","61001005","0","0","0","0","0","36","298","1","61001007","0","9001","0","0","0","9001","1","0","61001004","1","0","0","0","1","600000080","0","0","0"
"600110101","1","620090107","0","30","0","0","620110007","18","620300007","0","0","0","61001005","0","0","0","0","0","36","309","1","61001007","0","10001","0","0","0","10001","1","0","61001004","1","0","0","0","1","600000081","0","0","0"
"600110111","1","620090108","0","30","0","0","620110008","18","620300008","0","0","0","61001005","0","0","0","0","0","36","313","1","61001007","0","11001","0","0","0","11001","1","0","61001004","1","0","0","0","1","600000082","0","0","0"
"600110121","1","620090109","0","30","0","0","620110009","18","620300009","0","0","0","61001005","0","0","0","0","0","36","321","1","61001007","0","12001","0","0","0","12001","1","0","61001004","1","0","0","0","1","600000083","0","0","0"
"600110131","1","620090110","0","30","0","0","620110010","18","620300010","0","0","0","61001005","0","0","0","0","0","36","326","1","61001007","0","13001","0","0","0","13001","1","0","61001004","1","0","0","0","1","600000084","0","0","0"
"600110141","1","620090111","0","30","0","0","620110011","18","620300011","0","0","0","61001005","0","0","0","0","0","36","336","1","61001007","0","14001","0","0","0","14001","1","0","61001004","1","0","0","0","1","600000085","0","0","0"
"600110151","1","620090112","0","30","0","0","620110012","18","620300012","0","0","0","61001005","0","0","0","0","0","36","341","1","61001007","0","15001","0","0","0","15001","1","0","61001004","1","0","0","0","1","600000086","0","0","0"
"600110161","1","620090113","0","30","0","0","620110013","18","620300013","0","0","0","61001005","0","0","0","0","0","36","351","1","61001007","0","16001","0","0","0","16001","1","0","61001004","1","0","0","0","1","600000087","0","0","0"
"600110171","1","620090114","0","30","0","0","620110014","18","620300014","0","0","0","61001005","0","0","0","0","0","36","356","1","61001007","0","17001","0","0","0","17001","1","0","61001004","1","0","0","0","1","600000088","0","0","0"
"600110181","1","620090115","0","30","0","0","620110015","18","620300015","0","0","0","61001005","0","0","0","0","0","36","366","1","61001007","0","18001","0","0","0","18001","1","0","61001004","1","0","0","0","1","600000089","0","0","0"
"600110191","1","620090116","0","30","0","0","620110016","18","620300016","0","0","0","61001005","0","0","0","0","0","36","371","1","61001007","0","19001","0","0","0","19001","1","0","61001004","1","0","0","0","1","600000090","0","0","0"
"600110201","1","620090117","0","30","0","0","620110017","18","620300017","0","0","0","61001005","0","0","0","0","0","36","375","1","61001007","0","20001","0","0","0","20001","1","0","61001004","1","0","0","0","1","600000091","0","0","0"
"600110211","1","620090118","0","30","0","0","620110018","18","620300018","0","0","0","61001005","0","0","0","0","0","36","381","1","61001007","0","21001","0","0","0","21001","1","0","61001004","1","0","0","0","1","600000092","0","0","0"
"600110221","1","620090119","0","30","0","0","620110019","18","620300019","0","0","0","61001005","0","0","0","0","0","36","386","1","61001007","0","22001","0","0","0","22001","1","0","61001004","1","0","0","0","1","600000093","0","0","0"
"600110231","1","620090120","0","30","0","0","620110020","18","620300020","0","0","0","61001005","0","0","0","0","0","36","390","1","61001007","0","23001","0","0","0","23001","1","0","61001004","1","0","0","0","1","600000094","0","0","0"
"600110241","1","620090121","0","30","0","0","620110021","18","620300021","0","0","0","61001005","0","0","0","0","0","36","396","1","61001007","0","24001","0","0","0","24001","1","0","61001004","1","0","0","0","1","600000095","0","0","0"
"600110251","1","620090122","0","30","0","0","620110022","18","620300022","0","0","0","61001005","0","0","0","0","0","36","401","1","61001007","0","25001","0","0","0","25001","1","0","61001004","1","0","0","0","1","600000096","0","0","0"
"600110261","1","620090123","0","30","0","0","620110023","18","620300023","0","0","0","61001005","0","0","0","0","0","36","405","1","61001007","0","26001","0","0","0","26001","1","0","61001004","1","0","0","0","1","600000097","0","0","0"
"600110271","1","620090124","0","30","0","0","620110024","18","620300024","0","0","0","61001005","0","0","0","0","0","36","411","1","61001007","0","27001","0","0","0","27001","1","0","61001004","1","0","0","0","1","600000098","0","0","0"
"600110281","1","620090125","0","30","0","0","620110025","18","620300025","0","0","0","61001005","0","0","0","0","0","36","417","1","61001007","0","28001","0","0","0","28001","1","0","61001004","1","0","0","0","1","600000099","0","0","0"
"600110291","1","620090126","0","30","0","0","620110026","18","620300026","0","0","0","61001005","0","0","0","0","0","36","422","1","61001007","0","29001","0","0","0","29001","1","0","61001004","1","0","0","0","1","600000100","0","0","0"
"600110301","1","620090127","0","30","0","0","620110027","18","620300027","0","0","0","61001005","0","0","0","0","0","36","427","1","61001007","0","30001","0","0","0","30001","1","0","61001004","1","0","0","0","1","600000101","0","0","0"
"600110311","1","620090128","0","30","0","0","620110028","18","620300028","0","0","0","61001005","0","0","0","0","0","36","433","1","61001007","0","31001","0","0","0","31001","1","0","61001004","1","0","0","0","1","600000102","0","0","0"
"600110321","1","620090129","0","30","0","0","620110029","18","620300029","0","0","0","61001005","0","0","0","0","0","36","442","1","61001007","0","32001","0","0","0","32001","1","0","61001004","1","0","0","0","1","600000103","0","0","0"
"600110331","1","620090130","0","30","0","0","620110030","18","620300030","0","0","0","61001005","0","0","0","0","0","36","455","1","61001007","0","33001","0","0","0","33001","1","0","61001004","1","0","0","0","1","600000104","0","0","0"
"600110341","1","620090131","0","30","0","0","620110031","18","620300031","0","0","0","61001005","0","0","0","0","0","36","460","1","61001007","0","34001","0","0","0","34001","1","0","61001004","1","0","0","0","1","600000105","0","0","0"
"600110351","1","620090132","0","30","0","0","620110032","18","620300032","0","0","0","61001005","0","0","0","0","0","36","464","1","61001007","0","35001","0","0","0","35001","1","0","61001004","1","0","0","0","1","600000106","0","0","0"
"600110361","1","620090133","0","30","0","0","620110033","18","620300033","0","0","0","61001005","0","0","0","0","0","36","476","1","61001007","0","36001","0","0","0","36001","1","0","61001004","1","0","0","0","1","600000107","0","0","0"
"600110371","1","620090134","0","30","0","0","620110034","18","620300034","0","0","0","61001005","0","0","0","0","0","36","482","1","61001007","0","37001","0","0","0","37001","1","0","61001004","1","0","0","0","1","600000108","0","0","0"
