b7c6f29cf2206d330cdc27f8e7b4e533ded47a7700565c4247a4ad78164fd8fa,1204803f3e5a9b65a95346327e009be125074e7efa4380a671a18c4ed549b4c0,bff692dffc9eb119a2b8121751106528caa75ef7302a2fda349d800a71492390,faf08aaa9ab51a47deec5f4abd6d905874717d0df7ac072b11fb43d66423e09e,620ff7a391aac5c31bdba9b51bb5271cb802771c43375ef8ff4c41942ed28f3f,8d0099dde7216b56d6a9f5932b95560a760e6e7997c2402ae24cb90da5d2f0ec,c647ac3e4a55e5d9a37939d7a5026f8d853b10ff3b00ee9fffb7f561f422a888,ad8eeb9f15c69bb8b8b5118dea4bc26d4a7bef46b93ce67b128e435bcdcb3936,c8aea41e4b0eee7a576330a7a87d878cf87fe89d9578e0a7abdca120ce7e6e2c,aa8791441692fa71b00ed2daddcbe25023cbe2b2e0127909d43d81405caf1eff,9c1d46f504a6f9c3ed9c9cf843042d9c94cdc5df0f7050c2d68ed40dbe641a20
"2","0","0","2","20203","371","3","45","2020300","輪胎（大）","0"
"2","0","0","3","20301","120","1","30","2030100","輪胎（中）","0"
"2","0","0","3","20302","192","2","30","2030200","輪胎（中）","0"
"2","0","0","3","20303","307","3","30","2030300","輪胎（中）","0"
"2","0","0","4","20401","100","1","15","2040100","輪胎（小）","0"
"2","0","0","4","20402","160","2","15","2040200","輪胎（小）","0"
"2","0","0","4","20403","256","3","15","2040300","輪胎（小）","0"
"3","0","125","1","30101","0","1","1","3010100","加農砲","4"
"3","0","195","1","30101","0","1","1","3010101","加農砲","5"
"3","0","234","1","30101","0","1","1","3010102","加農砲","6"
"3","0","200","1","30102","0","2","1","3010200","加農砲","4"
"3","0","313","1","30102","0","2","1","3010201","加農砲","5"
"3","0","375","1","30102","0","2","1","3010202","加農砲","6"
"3","0","320","1","30103","0","3","1","3010300","加農砲","4"
"3","0","500","1","30103","0","3","1","3010301","加農砲","5"
"3","0","600","1","30103","0","3","1","3010302","加農砲","6"
"3","0","75","2","30201","0","1","1","3020100","刨刀","6"
"3","0","112","2","30201","0","1","1","3020101","刨刀","7"
"3","0","135","2","30201","0","1","1","3020102","刨刀","8"
"3","0","120","2","30202","0","2","1","3020200","刨刀","6"
"3","0","180","2","30202","0","2","1","3020201","刨刀","7"
"3","0","216","2","30202","0","2","1","3020202","刨刀","8"
"3","0","192","2","30203","0","3","1","3020300","刨刀","6"
"3","0","288","2","30203","0","3","1","3020301","刨刀","7"
"3","0","345","2","30203","0","3","1","3020302","刨刀","8"
"3","0","72","3","30301","0","1","1","3030100","鑽頭","5"
"3","0","108","3","30301","0","1","1","3030101","鑽頭","6"
"3","0","129","3","30301","0","1","1","3030102","鑽頭","7"
"3","0","115","3","30302","0","2","1","3030200","鑽頭","5"
"3","0","172","3","30302","0","2","1","3030201","鑽頭","6"
"3","0","207","3","30302","0","2","1","3030202","鑽頭","7"
"3","0","184","3","30303","0","3","1","3030300","鑽頭","5"
"3","0","276","3","30303","0","3","1","3030301","鑽頭","6"
"3","0","331","3","30303","0","3","1","3030302","鑽頭","7"
"3","0","101","4","30401","0","1","1","3040100","槌子","6"
"3","0","139","4","30401","0","1","1","3040101","槌子","7"
"3","0","177","4","30401","0","1","1","3040102","槌子","8"
"3","0","162","4","30402","0","2","1","3040200","槌子","6"
"3","0","222","4","30402","0","2","1","3040201","槌子","7"
"3","0","283","4","30402","0","2","1","3040202","槌子","8"
"3","0","259","4","30403","0","3","1","3040300","槌子","6"
"3","0","356","4","30403","0","3","1","3040301","槌子","7"
"3","0","453","4","30403","0","3","1","3040302","槌子","8"
"3","0","157","5","30501","0","1","1","3050100","霰彈槍","5"
"3","0","216","5","30501","0","1","1","3050101","霰彈槍","6"
"3","0","275","5","30501","0","1","1","3050102","霰彈槍","7"
"3","0","252","5","30502","0","2","1","3050200","霰彈槍","5"
"3","0","346","5","30502","0","2","1","3050201","霰彈槍","6"
"3","0","441","5","30502","0","2","1","3050202","霰彈槍","7"
"3","0","403","5","30503","0","3","1","3050300","霰彈槍","5"
"3","0","554","5","30503","0","3","1","3050301","霰彈槍","6"
"3","0","705","5","30503","0","3","1","3050302","霰彈槍","7"
"4","0","0","1","40101","100","1","1","4010100","升降機","3"
"4","0","0","1","40101","125","1","1","4010101","升降機","4"
"4","0","0","1","40101","150","1","1","4010102","升降機","5"
"4","0","0","1","40102","160","2","1","4010200","升降機","3"
"4","0","0","1","40102","200","2","1","4010201","升降機","4"
"4","0","0","1","40102","240","2","1","4010202","升降機","5"
"4","0","0","1","40103","256","3","1","4010300","升降機","3"
"4","0","0","1","40103","320","3","1","4010301","升降機","4"
"4","0","0","1","40103","384","3","1","4010302","升降機","5"
"4","0","0","2","40201","125","1","1","4020100","鉤子","2"
"4","0","0","2","40201","156","1","1","4020101","鉤子","3"
"4","0","0","2","40201","188","1","1","4020102","鉤子","4"
"4","0","0","2","40202","200","2","1","4020200","鉤子","2"
"4","0","0","2","40202","250","2","1","4020201","鉤子","3"
"4","0","0","2","40202","300","2","1","4020202","鉤子","4"
"4","0","0","2","40203","320","3","1","4020300","鉤子","2"
"4","0","0","2","40203","400","3","1","4020301","鉤子","3"
"4","0","0","2","40203","480","3","1","4020302","鉤子","4"
"4","0","0","3","40301","150","1","1","4030100","推進器","1"
"4","0","0","3","40301","188","1","1","4030101","推進器","2"
"4","0","0","3","40301","225","1","1","4030102","推進器","3"
"4","0","0","3","40302","240","2","1","4030200","推進器","1"
"4","0","0","3","40302","300","2","1","4030201","推進器","2"
"4","0","0","3","40302","360","2","1","4030202","推進器","3"
"4","0","0","3","40303","384","3","1","4030300","推進器","1"
"4","0","0","3","40303","480","3","1","4030301","推進器","2"
"4","0","0","3","40303","576","3","1","4030302","推進器","3"
