0cd9102e5ec608acb5699dff7255d1cf7ee11675061e3c85a23f17ed146bc60b,cde1ccc253e5541e222e11b514f1303c15e0073a0fe9a607fc05e7dcdc78c154,2360db6d50e0c978c10cef6819a73f124f5be8d759dc11314c7291cd52cdb026,30af57a5bd85351cf2b252b860bf40dbde3b7a06740a4db7d46ad969d98d4b25,e40a6b84bd17f1fdd59441cb24c2424ec308e0693d4663114fe9652aa7373045,2a59f3b4d69a8c3b13295b644d96f36836ebae00e2728122fc15b72486187bef,1eef993815400c4b081e7004fe209688bb3e75969b13af8ea2b75dd8c880ebb4,e0bc28b8a5a949ca7f1b5fa81568fc014528846b73592979c55e680dbd16c44b,742661538ecfc7d3e533927e9e0d6f73d3756d1d8c13bc4b597ccbff6b74d75e,7473ca0d3cbb5e0b66e87770e3e093be6d05f4da4144c401bb21f54e3db2e98b,b98f4af0eb4e05d784eb99c000b186ce0cc5d7b5e943dfa10a47fd6174bfcf39,2140216e28dbe4a3759426e8c746ba34bd684807b582c9a0e125373539a26f42,bd2b90c4dbf9416429b996f264f701c3aff651db0142d86c00eeed29d8490c80,8f6761cd63d611c6a569faa764ac3a73dfabc6ba4ef87b3562ecb0965ed735dc
"10.3","你們還是不成氣候的訓練兵，\n不必對失敗耿耿於懷。\n不過面臨實戰可就不能這樣了呢。\n下次要重新打起精神挑戰喔！","0","10142","129801","真琴","2","2030/12/17 14:59:59","1","2024/08/01 16:00:00","24","0","205","205"
"2.93","這就是你們的全力？\n不不不，不該是這樣吧。\n你們肯定能變得更強！\n我都這麼說了，肯定不會錯！","0","10142","129801","真琴","1","2030/12/17 14:59:59","6","2024/08/01 16:00:00","24","0","206","206"
"9.3","考慮到你們的實力，\n這個成績算不上是竭盡全力。\n那麼，接下來該做的事情已經決定了。\n轉換心情，重新鍛鍊！","0","10142","129801","真琴","1","2030/12/17 14:59:59","3","2024/08/01 16:00:00","24","0","207","207"
"6.9","還有很多課題尚待改善呢～\n拖沓的動作，慢半拍的判斷……\n只要好好改進這些部分，\n紀錄肯定也能更進一步提升。","0","10142","129801","真琴","1","2030/12/17 14:59:59","4","2024/08/01 16:00:00","24","0","208","208"
"0","能夠一路來到這個地方，你們及格了！\n不如說，回想起一開始不靠譜的樣子，\n你們已經有了驚人的成長吧？\n我認為這是值得自豪的結果啊！","0","10142","129801","真琴","2","2030/12/17 14:59:59","2","2024/08/01 16:00:00","24","0","209","209"
"5.95","雖然這次的訓練挺艱辛的，\n但大家都能確實地跟上呢。\n你們展現了腳踏實地持續進行\n基礎訓練的成果，這就是證據。","0","10142","129801","真琴","2","2030/12/17 14:59:59","1","2024/08/01 16:00:00","24","0","210","210"
"6.73","你們這次訓練也很努力呢！\n好好休息，為下次做好準備喔！\n該怎麼說，看著學生持續在成長，\n我覺得很開心呢……","0","10142","129801","真琴","1","2030/12/17 14:59:59","2","2024/08/01 16:00:00","24","0","211","211"
"0","你們幾個，太厲害了！\n我看這下啊，已經不能說你們是\n菜鳥新兵了呢。就算是在騎士團，\n你們肯定也能大為活躍喔！","0","10142","129801","真琴","2","2030/12/17 14:59:59","2","2024/08/01 16:00:00","24","0","212","212"
"6.65","與敵人的戰鬥方式，正確的狀況判斷，\n最重要的毅力……全都棒極了！\n要是一不留神，連身為教官的我\n都可能會被你們超越呢……嘿嘿。","0","10142","129801","真琴","2","2030/12/17 14:59:59","1","2024/08/01 16:00:00","24","0","213","213"
"3.05","我的指導很出色？\n不不不，能夠變強到這個地步，\n全是因為你們自己的努力。\n我重新再說一次……恭喜你們！","0","10142","129801","真琴","1","2030/12/17 14:59:59","6","2024/08/01 16:00:00","24","0","214","214"
