92a77eeb9e3fdac6a87ba9b266c1ae995026dbb5cb9285aad79d2e4abbd863a7,da5da3e2ffa0ea06e0b31a06beda74dafcb55c6afbd3424f065d7aa89e74d392,e832c0c5a61dc75df15b67205eea84995a50c781f287176e4d955210d91306a6,268dd0b9e3ce138413bd68fb9202204f61f0651d9f6a7ef2b40c6164a9a1223c,279ae35b87c962ee85221c5a2c12c372ebad0d82a01eb18ceb7c162df31d1642,0b64d7bbf484b6656fb542ac6e86eba8abe16486d9a6c2dffce5bebadc307dd7,4a54900e9b4f1e499d5b416d5a4cafeb8ecaeb78cca577c58ca63e126518e906,2ca58603b41615da2f21337e0a306a281a53bae44afbbd67e0f3d0ef07a403ac,ded148c683a1b8ffc9c4d749ac420349da8f81e651d13fc1b8c4c2b5336cd646
"55","1","2","-1","2030/12/31 23:59:59","2","22003","2018/01/01 05:00:00","21002004"
"57","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","21003001"
"58","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","28002001"
"59","1","2","-1","2030/12/31 23:59:59","1000","90007","2018/01/01 05:00:00","28002001"
"60","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","28002002"
"61","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002002"
"62","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","28002003"
"63","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002003"
"64","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","28002004"
"65","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002004"
"66","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","28002005"
"67","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002005"
"68","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","28002006"
"69","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002006"
"70","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","28002007"
"71","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002007"
"72","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","28002008"
"73","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002008"
"74","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","28002009"
"75","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002009"
"76","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","28002010"
"77","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002010"
"78","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","28002011"
"79","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002011"
"80","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","28002012"
"81","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002012"
"82","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","28002013"
"83","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002013"
"84","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","28002014"
"85","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002014"
"86","1","8","-1","2030/12/31 23:59:59","30","91002","2018/01/01 05:00:00","26001001"
"87","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003001"
"88","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26008001"
"89","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","24002001"
"90","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","24004001"
"91","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","21005001"
"92","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","21005002"
"93","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","21005003"
"94","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","21005004"
"95","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","21005005"
"96","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","21005006"
"97","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","21005007"
"98","1","8","-1","2030/12/31 23:59:59","30","91002","2018/01/01 05:00:00","21005018"
"99","1","8","-1","2030/12/31 23:59:59","30","91002","2018/01/01 05:00:00","21005028"
"100","1","8","-1","2030/12/31 23:59:59","40","91002","2018/01/01 05:00:00","21005038"
"101","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26002001"
"102","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26002002"
"103","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26002003"
"104","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26002004"
"105","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26002005"
"106","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26002006"
"107","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26002007"
"108","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26002008"
"109","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26002009"
"110","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26002010"
"111","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","26005001"
"112","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","26005002"
"113","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","21007001"
"115","1","8","-1","2030/12/31 23:59:59","1000","91002","2018/01/01 05:00:00","28006001"
"116","1","5","-1","2030/12/31 23:59:59","20","0","2018/01/01 05:00:00","28005001"
"117","1","2","-1","2030/12/31 23:59:59","10","20001","2018/01/01 05:00:00","28005001"
"118","1","12","-1","2030/12/31 23:59:59","1500","94002","2018/01/01 05:00:00","15005001"
"119","1","6","-1","2030/12/31 23:59:59","200","93001","2018/01/01 05:00:00","18001003"
"120","1","6","-1","2030/12/31 23:59:59","200","93001","2018/01/01 05:00:00","18001004"
"121","1","5","-1","2021/02/09 04:59:59","20","0","2018/01/01 05:00:00","11101001"
"122","1","2","-1","2021/02/09 04:59:59","2","20003","2018/01/01 05:00:00","11101001"
"123","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","21102001"
"124","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","21103001"
"128","1","5","-1","2021/02/09 04:59:59","30","0","2018/01/01 05:00:00","11001002"
"129","1","12","-1","2021/02/09 04:59:59","30000","94002","2018/01/01 05:00:00","11001002"
"130","1","2","-1","2021/02/09 04:59:59","6","23001","2018/01/01 05:00:00","11001002"
"131","1","6","-1","2030/12/31 23:59:59","100","93001","2018/01/01 05:00:00","28007001"
"132","1","6","-1","2030/12/31 23:59:59","100","93001","2018/01/01 05:00:00","28007002"
"133","1","6","-1","2030/12/31 23:59:59","100","93001","2018/01/01 05:00:00","28007003"
"134","1","8","-1","2030/12/31 23:59:59","30","91002","2018/01/01 05:00:00","26013001"
"135","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26014001"
"136","1","8","-1","2030/12/31 23:59:59","80","91002","2018/01/01 05:00:00","21011001"
"137","1","2","-1","2030/12/31 23:59:59","2","22003","2018/01/01 05:00:00","21011001"
"138","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26015001"
"139","1","8","-1","2030/12/31 23:59:59","10","91002","2018/01/01 05:00:00","26015002"
"140","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","21102002"
"141","1","8","-1","2030/12/31 23:59:59","400","91002","2018/01/01 05:00:00","28002015"
"142","1","12","-1","2030/12/31 23:59:59","500000","94002","2018/01/01 05:00:00","28002015"
"143","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002015"
"144","1","8","-1","2030/12/31 23:59:59","400","91002","2018/01/01 05:00:00","28002016"
"145","1","12","-1","2030/12/31 23:59:59","500000","94002","2018/01/01 05:00:00","28002016"
"146","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002016"
"147","1","8","-1","2030/12/31 23:59:59","400","91002","2018/01/01 05:00:00","28002017"
"148","1","12","-1","2030/12/31 23:59:59","3000000","94002","2018/01/01 05:00:00","28002017"
"149","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002017"
"150","1","8","-1","2030/12/31 23:59:59","600","91002","2018/01/01 05:00:00","28002018"
"151","1","12","-1","2030/12/31 23:59:59","3000000","94002","2018/01/01 05:00:00","28002018"
"152","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002018"
"153","1","8","-1","2030/12/31 23:59:59","600","91002","2018/01/01 05:00:00","28002019"
"154","1","12","-1","2030/12/31 23:59:59","3000000","94002","2018/01/01 05:00:00","28002019"
"155","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002019"
"156","1","8","-1","2030/12/31 23:59:59","600","91002","2018/01/01 05:00:00","28002020"
"157","1","12","-1","2030/12/31 23:59:59","5000000","94002","2018/01/01 05:00:00","28002020"
"158","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002020"
"159","1","8","-1","2030/12/31 23:59:59","600","91002","2018/01/01 05:00:00","28002021"
"160","1","12","-1","2030/12/31 23:59:59","5000000","94002","2018/01/01 05:00:00","28002021"
"161","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002021"
"162","1","8","-1","2030/12/31 23:59:59","600","91002","2018/01/01 05:00:00","28002022"
"163","1","12","-1","2030/12/31 23:59:59","5000000","94002","2018/01/01 05:00:00","28002022"
"164","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002022"
"165","1","8","-1","2030/12/31 23:59:59","600","91002","2018/01/01 05:00:00","28002023"
"166","1","12","-1","2030/12/31 23:59:59","5000000","94002","2018/01/01 05:00:00","28002023"
"167","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002023"
"168","1","8","-1","2030/12/31 23:59:59","600","91002","2018/01/01 05:00:00","28002024"
"169","1","12","-1","2030/12/31 23:59:59","5000000","94002","2018/01/01 05:00:00","28002024"
"170","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002024"
"171","1","8","-1","2030/12/31 23:59:59","1100","91002","2018/01/01 05:00:00","28002025"
"172","1","12","-1","2030/12/31 23:59:59","7500000","94002","2018/01/01 05:00:00","28002025"
"173","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002025"
"174","1","8","-1","2030/12/31 23:59:59","1100","91002","2018/01/01 05:00:00","28002026"
"175","1","12","-1","2030/12/31 23:59:59","7500000","94002","2018/01/01 05:00:00","28002026"
"176","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002026"
"177","1","8","-1","2030/12/31 23:59:59","1100","91002","2018/01/01 05:00:00","28002027"
"178","1","12","-1","2030/12/31 23:59:59","7500000","94002","2018/01/01 05:00:00","28002027"
"179","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002027"
"180","1","8","-1","2030/12/31 23:59:59","1100","91002","2018/01/01 05:00:00","28002028"
"181","1","12","-1","2030/12/31 23:59:59","10000000","94002","2018/01/01 05:00:00","28002028"
"182","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002028"
"183","1","8","-1","2030/12/31 23:59:59","1100","91002","2018/01/01 05:00:00","28002029"
"184","1","12","-1","2030/12/31 23:59:59","10000000","94002","2018/01/01 05:00:00","28002029"
"185","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002029"
"186","1","8","-1","2030/12/31 23:59:59","1100","91002","2018/01/01 05:00:00","28002030"
"187","1","12","-1","2030/12/31 23:59:59","10000000","94002","2018/01/01 05:00:00","28002030"
"188","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002030"
"189","1","8","-1","2030/12/31 23:59:59","1100","91002","2018/01/01 05:00:00","28002031"
"190","1","12","-1","2030/12/31 23:59:59","10000000","94002","2018/01/01 05:00:00","28002031"
"191","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002031"
"192","1","8","-1","2030/12/31 23:59:59","1100","91002","2018/01/01 05:00:00","28002032"
"193","1","12","-1","2030/12/31 23:59:59","10000000","94002","2018/01/01 05:00:00","28002032"
"194","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002032"
"195","1","8","-1","2030/12/31 23:59:59","1100","91002","2018/01/01 05:00:00","28002033"
"196","1","12","-1","2030/12/31 23:59:59","15000000","94002","2018/01/01 05:00:00","28002033"
"197","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002033"
"198","1","8","-1","2030/12/31 23:59:59","1100","91002","2018/01/01 05:00:00","28002034"
"199","1","12","-1","2030/12/31 23:59:59","15000000","94002","2018/01/01 05:00:00","28002034"
"200","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002034"
"201","1","8","-1","2030/12/31 23:59:59","1100","91002","2018/01/01 05:00:00","28002035"
"202","1","12","-1","2030/12/31 23:59:59","15000000","94002","2018/01/01 05:00:00","28002035"
"203","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002035"
"204","1","8","-1","2030/12/31 23:59:59","1100","91002","2018/01/01 05:00:00","28002036"
"205","1","12","-1","2030/12/31 23:59:59","15000000","94002","2018/01/01 05:00:00","28002036"
"206","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002036"
"207","1","8","-1","2030/12/31 23:59:59","1100","91002","2018/01/01 05:00:00","28002037"
"208","1","12","-1","2030/12/31 23:59:59","15000000","94002","2018/01/01 05:00:00","28002037"
"209","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002037"
"210","1","8","-1","2030/12/31 23:59:59","1100","91002","2018/01/01 05:00:00","28002038"
"211","1","12","-1","2030/12/31 23:59:59","15000000","94002","2018/01/01 05:00:00","28002038"
"212","1","2","-1","2030/12/31 23:59:59","1500","90007","2018/01/01 05:00:00","28002038"
"213","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003002"
"214","1","12","-1","2030/12/31 23:59:59","10000","94002","2018/01/01 05:00:00","26003002"
"215","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003003"
"216","1","12","-1","2030/12/31 23:59:59","10000","94002","2018/01/01 05:00:00","26003003"
"217","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003004"
"218","1","12","-1","2030/12/31 23:59:59","10000","94002","2018/01/01 05:00:00","26003004"
"219","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003005"
"220","1","12","-1","2030/12/31 23:59:59","50000","94002","2018/01/01 05:00:00","26003005"
"221","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003006"
"222","1","12","-1","2030/12/31 23:59:59","50000","94002","2018/01/01 05:00:00","26003006"
"223","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003007"
"224","1","12","-1","2030/12/31 23:59:59","100000","94002","2018/01/01 05:00:00","26003007"
"225","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003008"
"226","1","12","-1","2030/12/31 23:59:59","100000","94002","2018/01/01 05:00:00","26003008"
"227","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003009"
"228","1","12","-1","2030/12/31 23:59:59","100000","94002","2018/01/01 05:00:00","26003009"
"229","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003010"
"230","1","12","-1","2030/12/31 23:59:59","100000","94002","2018/01/01 05:00:00","26003010"
"231","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003011"
"232","1","12","-1","2030/12/31 23:59:59","200000","94002","2018/01/01 05:00:00","26003011"
"233","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003012"
"234","1","12","-1","2030/12/31 23:59:59","200000","94002","2018/01/01 05:00:00","26003012"
"235","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003013"
"236","1","12","-1","2030/12/31 23:59:59","200000","94002","2018/01/01 05:00:00","26003013"
"237","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003014"
"238","1","12","-1","2030/12/31 23:59:59","500000","94002","2018/01/01 05:00:00","26003014"
"239","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003015"
"240","1","12","-1","2030/12/31 23:59:59","500000","94002","2018/01/01 05:00:00","26003015"
"241","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003016"
"242","1","12","-1","2030/12/31 23:59:59","500000","94002","2018/01/01 05:00:00","26003016"
"243","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003017"
"244","1","12","-1","2030/12/31 23:59:59","500000","94002","2018/01/01 05:00:00","26003017"
"245","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003018"
"246","1","12","-1","2030/12/31 23:59:59","500000","94002","2018/01/01 05:00:00","26003018"
"247","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003019"
"248","1","12","-1","2030/12/31 23:59:59","500000","94002","2018/01/01 05:00:00","26003019"
"249","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003020"
"250","1","12","-1","2030/12/31 23:59:59","500000","94002","2018/01/01 05:00:00","26003020"
"251","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003021"
"252","1","12","-1","2030/12/31 23:59:59","750000","94002","2018/01/01 05:00:00","26003021"
"253","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003022"
"254","1","12","-1","2030/12/31 23:59:59","750000","94002","2018/01/01 05:00:00","26003022"
"255","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003023"
"256","1","12","-1","2030/12/31 23:59:59","750000","94002","2018/01/01 05:00:00","26003023"
"257","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003024"
"258","1","12","-1","2030/12/31 23:59:59","750000","94002","2018/01/01 05:00:00","26003024"
"259","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003025"
"260","1","12","-1","2030/12/31 23:59:59","750000","94002","2018/01/01 05:00:00","26003025"
"261","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003026"
"262","1","12","-1","2030/12/31 23:59:59","750000","94002","2018/01/01 05:00:00","26003026"
"263","1","8","-1","2030/12/31 23:59:59","50","91002","2018/01/01 05:00:00","26003027"
"264","1","12","-1","2030/12/31 23:59:59","750000","94002","2018/01/01 05:00:00","26003027"
"265","1","8","-1","2030/12/31 23:59:59","350","91002","2018/01/01 05:00:00","26002011"
"266","1","8","-1","2030/12/31 23:59:59","350","91002","2018/01/01 05:00:00","26002012"
"267","1","8","-1","2030/12/31 23:59:59","350","91002","2018/01/01 05:00:00","26002013"
"268","1","8","-1","2030/12/31 23:59:59","350","91002","2018/01/01 05:00:00","26002014"
"269","1","8","-1","2030/12/31 23:59:59","550","91002","2018/01/01 05:00:00","26002015"
"270","1","8","-1","2030/12/31 23:59:59","550","91002","2018/01/01 05:00:00","26002016"
"271","1","8","-1","2030/12/31 23:59:59","550","91002","2018/01/01 05:00:00","26002017"
"272","1","8","-1","2030/12/31 23:59:59","550","91002","2018/01/01 05:00:00","26002018"
"273","1","8","-1","2030/12/31 23:59:59","550","91002","2018/01/01 05:00:00","26002019"
"274","1","8","-1","2030/12/31 23:59:59","800","91002","2018/01/01 05:00:00","26002020"
"275","1","8","-1","2030/12/31 23:59:59","800","91002","2018/01/01 05:00:00","26002021"
"276","1","8","-1","2030/12/31 23:59:59","800","91002","2018/01/01 05:00:00","26002022"
"277","1","8","-1","2030/12/31 23:59:59","800","91002","2018/01/01 05:00:00","26002023"
"278","1","8","-1","2030/12/31 23:59:59","800","91002","2018/01/01 05:00:00","26002024"
"279","1","8","-1","2030/12/31 23:59:59","800","91002","2018/01/01 05:00:00","26002025"
"280","1","8","-1","2030/12/31 23:59:59","800","91002","2018/01/01 05:00:00","26002026"
"281","1","8","-1","2030/12/31 23:59:59","800","91002","2018/01/01 05:00:00","26002027"
"282","1","8","-1","2030/12/31 23:59:59","800","91002","2018/01/01 05:00:00","26002028"
"283","1","8","-1","2030/12/31 23:59:59","800","91002","2018/01/01 05:00:00","26002029"
"284","1","8","-1","2030/12/31 23:59:59","1000","91002","2018/01/01 05:00:00","26002030"
"285","1","8","-1","2030/12/31 23:59:59","1000","91002","2018/01/01 05:00:00","26002031"
"286","1","5","-1","2030/12/31 23:59:59","100","0","2018/01/01 05:00:00","28012001"
"287","1","12","-1","2030/12/31 23:59:59","100000","94002","2018/01/01 05:00:00","28012001"
"288","1","5","-1","2030/12/31 23:59:59","100","0","2018/01/01 05:00:00","27004001"
"289","1","12","-1","2030/12/31 23:59:59","100000","94002","2018/01/01 05:00:00","27004001"
"290","1","5","-1","2030/12/31 23:59:59","100","0","2018/01/01 05:00:00","27004002"
"291","1","12","-1","2030/12/31 23:59:59","100000","94002","2018/01/01 05:00:00","27004002"
"292","1","8","-1","2030/12/31 23:59:59","10","91002","2018/01/01 05:00:00","11402001"
"293","1","5","199","2030/12/31 23:59:59","60","0","2023/04/17 05:00:00","15004001"
"294","1","2","199","2030/12/31 23:59:59","100","90007","2023/04/17 05:00:00","15004001"
"295","200","5","-1","2030/12/31 23:59:59","30","0","2023/04/17 05:00:00","15004001"
"296","200","2","-1","2030/12/31 23:59:59","100","90007","2023/04/17 05:00:00","15004001"
"297","1","8","-1","2030/12/31 23:59:59","100","91002","2018/01/01 05:00:00","21005039"
