3b3e6b57fab0ffa6d6a7b526a244a17c2d1a79ee736ee7dbe72e3ff9a95b9fbc,3c07a8867883e4d6085a938371939190d154201be1126f267be78112535c7c3d,a6de93001d2f8ad6d5d2e410e87b44b23d34ccc82d0e265a938ecb2ae621d5b3,3f327ed408f5428c8ffbe298632f952a93fbd78d10e9f18d452651240e071d29,7939122e1f9b9bab76c2b801ee64e784495a336f0e6d90bd7be97f7d0a09501f,a034bc229773ec3d43df7d101063637be0e2bc0e25910cfedadeb2b003519795,bc2c6701fea14fc3e985e08f7486633dcc36a352f0c14aa30b51ad7a4a26c9e7,04a74a45bfe0820845e6f1c6e87bfacdd612554f7ed82169b24b23aa634d97af,946d5f7575ee5d2924bf65c42a111def64b6d3d53e92a8a601338270a0a54b35,29d6023e52faddd90e718e28b80c4a2ce27abd49043dc6bd66236fd62c4a190a,09a48c2a08bbe0c83216e4834369ffc9b26e99b3b8eb3b99081301c1fae90e8d,e27bbe13dc7d125bdd0e4d64bc38160175521c587167d635b04787f45648df62,085ee1161db3c64ac9f01ff434dcbd0b98bf6020d5a4ba7339998901c1f4ee5a,5f9411df164892908471a21e87665b77ad908fb0456391a1dbe6cb6b5202c233,05b2baab2a9ce6b4ac86291ad9dcc4a268dd0506d89331a18d21e81b7a635306,ea363810bdefa7ab30a8a54eec2520875f0bcbc12073c1d8dfade51ae6b6f06f,7e16e4182c70d4b3ec9ee2052462e1f60008251d7a05731b95a74bb2a6ee36d5,bcb29816cf81d4d97b7a7bbaadab0d0ef164f8cf36ce2b6906b3ed20fa70cf7c,2d1382a14820af2173cb61bed4df68e02f41d52d2334292e12cf58d7b70efd5a,7ec9234fbfc4135531bbce9ca62337fb658271d0b006ce0ad44c1a971261bd62,32d756379917cd482d8bc37afc5d6dbb9af9d2fb8e48d3a45d8c7f2e358712f9,7ea0cfe980f9c0502d7646c61f9d37f0ea59257b1837ce803afcc766dd7c83c3,268178fea3ea442bf710deb60d9d7fcdc0e297b462ff0ab42466466d0c789362,c3c6db95b46ecbce510b64178bc9aa8336141c001709ba3296b130b9001ee20a,d82b46e2f7b3cf7485d6c9039343027cbabe0b831874bba2ff404f36e867be5f,b3edd495b3ea153acb0d616465c215a52798b31cb9e639075c09a773f44f4023,b571baab1a0361cd9ebaf1a0ad79d05d1e7086c0af0225bbd7656f9a9df0a860,a8227afa12ecb31bb9b14c7adfa3861172b97864b4ab18b9c3097694916b48c4,8d73b91c0fc379aeee94cfb9f1b2351cab7d0e343e77532bf3894dcc41781f90,91cfe2995fea1775d56fdac5e66110e0cf6af1cdac59ac8f577a4ff934e8ad84,02e42a58b3dee425ac0f69d4a50b098b84f4881ef865b61e20534a21f7f84be0,d476972cdc3e53a4b7b7eb0ebe61bf8c92cb110806a42d26f417fadef193ed91,43c35508f26e12ad40a13754b1e4a4df46173f8f5ceef9afcfbfde6e37b625b1,395c246072a945aa65ff0fd2f221db9b116096d9b0e339143aed886c8d6b4ad4,47909f00e4ae9dc0126edc1abfeedbe9162875744bed9c28723359b0684b1b24,3e70fb376f5cfaaf3a9f0629aad25052253b463145612c9d93b53140f5df78e4,8bc1ab676cc9150e1a82ccbb2bb165866962b656c9a968fb49dc587c878ce641,ea3b59e6b8dcc225933f1ff65987b90d53344a1ff8d90b861c5cfafd076aa411,b638dbdba55fa5d1b5d89009adda8b795c5e402ef52e1aa08248e760f58009f7
"1004205","1","1","0.03","10070102","1007","1","710071","1004201","10070101","1","1004202","401040321","0","10070103","1004102","1004104","1.3","401040331","1","1","401040341","1.3","1004101","1","0","1001301","1.5","401040351","13","1004105","1004203","10070105","1004103","401040311","100000","1","1004204","10070104"
"1004210","-1","1","0.06","10070102","1007","1.3","710071","1004206","10070101","2","1004207","401040371","0","10070103","1004107","1004109","1.8","401040381","1.3","2","401040391","1.8","1004106","1","0","1001303","2","401040401","14","1004110","1004208","10070105","1004108","401040361","100000","1","1004209","10070104"
"1004205","1","1","0.03","10080102","1008","1","710081","1004201","10080101","1","1004202","401040421","0","10080103","1004102","1004104","1.3","401040431","1","1","401040441","1.3","1004101","1","0","1001301","1.5","401040451","15","1004105","1004203","10080105","1004103","401040411","100000","1","1004204","10080104"
"1004210","-1","1","0.06","10080102","1008","1.3","710081","1004206","10080101","2","1004207","401040471","0","10080103","1004107","1004109","1.8","401040481","1.3","2","401040491","1.8","1004106","1","0","1001303","2","401040501","16","1004110","1004208","10080105","1004108","401040461","100000","1","1004209","10080104"
"1004205","1","1","0.03","10090102","1009","1","710091","1004201","10090101","1","1004202","401040521","0","10090103","1004102","1004104","1.3","401040531","1","1","401040541","1.3","1004101","1","0","1001301","1.5","401040551","17","1004105","1004203","10090105","1004103","401040511","100000","1","1004204","10090104"
"1004210","5","1","0.06","10090102","1009","1.4","710091","1004206","10090101","2","1004207","401040571","0","10090103","1004107","1004109","1.8","401040581","1.4","2","401040591","1.8","1004106","1","0","1001303","2","401040601","18","1004110","1004208","10090105","1004108","401040561","100000","1","1004209","10090104"
"1004205","-1","1","0.06","10090102","1009","2","710091","1004201","10090101","2","1004202","401040621","0","10090103","1004102","1004104","2.5","401040631","2","6","401040641","2.5","1004101","1","0","1001303","3","401040651","19","1004105","1004203","10090105","1004103","401040611","100000","1","1004204","10090104"
"1004210","3","1","0.03","10100102","1010","1","710101","1004206","10100101","1","1004207","401011002","0","10100103","1004107","1004109","1.3","401011003","1","1","401011004","1.3","1004106","1","0","1001301","1.5","401011005","20","1004110","1004208","10100105","1004108","401011001","100000","1","1004209","10100104"
"1004205","10","1","0.06","10100102","1010","1.4","710101","1004201","10100101","2","1004202","401021002","0","10100103","1004102","1004104","1.8","401021003","1.4","4","401021004","1.8","1004101","1","0","1001303","2","401021005","21","1004105","1004203","10100105","1004103","401021001","100000","1","1004204","10100104"
"1004210","-1","1","0.06","10100102","1010","2","710101","1004206","10100101","2","1004207","401031002","0","10100103","1004107","1004109","2.5","401031003","2","11","401031004","2.5","1004106","1","0","1001303","3","401031005","22","1004110","1004208","10100105","1004108","401031001","100000","1","1004209","10100104"
"1004205","1","1","0.03","10110102","1011","1","710111","1004201","10110101","1","1004202","401040671","0","10110103","1004102","1004104","1.3","401040681","1","1","401040691","1.3","1004101","2","0","1001301","1.5","401040701","23","1004105","1004203","10110105","1004103","401040661","100000","1","1004204","10110104"
"1004210","3","1","0.03","10110102","1011","1","710111","1004206","10110101","1","1004207","401040671","0","10110103","1004107","1004109","1.3","401040681","1","2","401040691","1.3","1004106","2","0","1001303","1.5","401040701","24","1004110","1004208","10110105","1004108","401040661","100000","1","1004209","10110104"
"1004205","10","1","0.06","10110102","1011","1.4","710111","1004201","10110101","2","1004202","401040721","0","10110103","1004102","1004104","1.8","401040731","1.4","4","401040741","1.8","1004101","5","0","1001303","2","401040751","25","1004105","1004203","10110105","1004103","401040711","100000","2","1004204","10110104"
"1004210","-1","1","0.06","10110102","1011","2","710111","1004206","10110101","2","1004207","401040771","0","10110103","1004107","1004109","2.5","401040781","2","11","401040791","2.5","1004106","12","0","1001303","3","401040801","26","1004110","1004208","10110105","1004108","401040761","100000","3","1004209","10110104"
"1004205","1","1","0.03","10120102","1012","1","710121","1004201","10120101","1","1004202","401040821","0","10120103","1004102","1004104","1.3","401040831","1","1","401040841","1.3","1004101","2","0","1001301","1.5","401040851","27","1004105","1004203","10120105","1004103","401040811","100000","1","1004204","10120104"
"1004210","3","1","0.03","10120102","1012","1","710121","1004206","10120101","1","1004207","401040821","0","10120103","1004107","1004109","1.3","401040831","1","2","401040841","1.3","1004106","2","0","1001303","1.5","401040851","28","1004110","1004208","10120105","1004108","401040811","100000","1","1004209","10120104"
"1004205","10","1","0.06","10120102","1012","1.4","710121","1004201","10120101","2","1004202","401040871","0","10120103","1004102","1004104","1.8","401040881","1.4","4","401040891","1.8","1004101","5","0","1001303","2","401040901","29","1004105","1004203","10120105","1004103","401040861","100000","2","1004204","10120104"
"1004210","-1","1","0.06","10120102","1012","2","710121","1004206","10120101","2","1004207","401040921","0","10120103","1004107","1004109","2.5","401040931","2","11","401040941","2.5","1004106","12","0","1001303","3","401040951","30","1004110","1004208","10120105","1004108","401040911","100000","3","1004209","10120104"
"1004205","1","1","0.03","10130102","1013","1","710011","1004201","10130101","1","1004202","401040971","0","10130103","1004102","1004104","1.3","401040981","1","1","401040991","1.3","1004101","2","0","1001301","1.5","401041001","31","1004105","1004203","10130105","1004103","401040961","100000","1","1004204","10130104"
"1004210","3","1","0.03","10130102","1013","1","710011","1004206","10130101","1","1004207","401040971","0","10130103","1004107","1004109","1.3","401040981","1","2","401040991","1.3","1004106","2","0","1001303","1.5","401041001","32","1004110","1004208","10130105","1004108","401040961","100000","1","1004209","10130104"
"1004205","10","1","0.06","10130102","1013","1.4","710011","1004201","10130101","2","1004202","401041021","0","10130103","1004102","1004104","1.8","401041031","1.4","4","401041041","1.8","1004101","5","0","1001303","2","401041051","33","1004105","1004203","10130105","1004103","401041011","100000","2","1004204","10130104"
"1004210","-1","1","0.06","10130102","1013","2","710011","1004206","10130101","2","1004207","401041071","0","10130103","1004107","1004109","2.5","401041081","2","11","401041091","2.5","1004106","12","0","1001303","3","401041101","34","1004110","1004208","10130105","1004108","401041061","100000","3","1004209","10130104"
"1004205","1","1","0.03","10140102","1014","1","710021","1004201","10140101","1","1004202","401041121","0","10140103","1004102","1004104","1.3","401041131","1","1","401041141","1.3","1004101","2","0","1001301","1.5","401041151","35","1004105","1004203","10140105","1004103","401041111","100000","1","1004204","10140104"
"1004210","3","1","0.03","10140102","1014","1","710021","1004206","10140101","1","1004207","401041121","0","10140103","1004107","1004109","1.3","401041131","1","2","401041141","1.3","1004106","2","0","1001303","1.5","401041151","36","1004110","1004208","10140105","1004108","401041111","100000","1","1004209","10140104"
"1004205","10","1","0.06","10140102","1014","1.4","710021","1004201","10140101","2","1004202","401041171","0","10140103","1004102","1004104","1.8","401041181","1.4","4","401041191","1.8","1004101","5","0","1001303","2","401041201","37","1004105","1004203","10140105","1004103","401041161","100000","2","1004204","10140104"
"1004210","-1","1","0.06","10140102","1014","2","710021","1004206","10140101","2","1004207","401041221","0","10140103","1004107","1004109","2.5","401041231","2","11","401041241","2.5","1004106","12","0","1001303","3","401041251","38","1004110","1004208","10140105","1004108","401041211","100000","3","1004209","10140104"
"1004205","1","1","0.03","10150102","1015","1","710031","1004201","10150101","1","1004202","401041271","0","10150103","1004102","1004104","1.3","401041281","1","1","401041291","1.3","1004101","2","0","1001301","1.5","401041301","39","1004105","1004203","10150105","1004103","401041261","100000","1","1004204","10150104"
"1004210","3","1","0.03","10150102","1015","1","710031","1004206","10150101","1","1004207","401041271","0","10150103","1004107","1004109","1.3","401041281","1","2","401041291","1.3","1004106","2","0","1001303","1.5","401041301","40","1004110","1004208","10150105","1004108","401041261","100000","1","1004209","10150104"
"1004205","10","1","0.06","10150102","1015","1.4","710031","1004201","10150101","2","1004202","401041321","0","10150103","1004102","1004104","1.8","401041331","1.4","4","401041341","1.8","1004101","5","0","1001303","2","401041351","41","1004105","1004203","10150105","1004103","401041311","100000","2","1004204","10150104"
"1004210","-1","1","0.06","10150102","1015","2","710031","1004206","10150101","2","1004207","401041371","0","10150103","1004107","1004109","2.5","401041381","2","11","401041391","2.5","1004106","12","0","1001303","3","401041401","42","1004110","1004208","10150105","1004108","401041361","100000","3","1004209","10150104"
"1004205","1","1","0.03","10160102","1016","1","710041","1004201","10160101","1","1004202","401041421","0","10160103","1004102","1004104","1.3","401041431","1","1","401041441","1.3","1004101","2","0","1001301","1.5","401041451","43","1004105","1004203","10160105","1004103","401041411","100000","1","1004204","10160104"
"1004210","3","1","0.03","10160102","1016","1","710041","1004206","10160101","1","1004207","401041421","0","10160103","1004107","1004109","1.3","401041431","1","2","401041441","1.3","1004106","2","0","1001303","1.5","401041451","44","1004110","1004208","10160105","1004108","401041411","100000","1","1004209","10160104"
"1004210","10","1","0.06","10160102","1016","1.4","710041","1004206","10160101","2","1004207","401041471","0","10160103","1004107","1004109","1.8","401041481","1.4","4","401041491","1.8","1004106","5","0","1001303","2","401041501","45","1004110","1004208","10160105","1004108","401041461","100000","2","1004209","10160104"
"1004210","-1","1","0.06","10160102","1016","2","710041","1004206","10160101","2","1004207","401041521","0","10160103","1004107","1004109","2.5","401041531","2","11","401041541","2.5","1004106","12","0","1001303","3","401041551","46","1004110","1004208","10160105","1004108","401041511","100000","3","1004209","10160104"
"1004205","1","1","0.03","10170102","1017","1","710051","1004201","10170101","1","1004202","401041721","0","10170103","1004102","1004104","1.3","401041731","1","1","401041741","1.3","1004101","2","0","1001301","1.5","401041751","47","1004105","1004203","10170105","1004103","401041711","100000","1","1004204","10170104"
"1004210","3","1","0.03","10170102","1017","1","710051","1004206","10170101","1","1004207","401041721","0","10170103","1004107","1004109","1.3","401041731","1","2","401041741","1.3","1004106","2","0","1001303","1.5","401041751","48","1004110","1004208","10170105","1004108","401041711","100000","1","1004209","10170104"
"1004210","10","1","0.06","10170102","1017","1.4","710051","1004206","10170101","2","1004207","401041771","0","10170103","1004107","1004109","1.8","401041781","1.4","4","401041791","1.8","1004106","5","0","1001303","2","401041801","49","1004110","1004208","10170105","1004108","401041761","100000","2","1004209","10170104"
"1004210","-1","1","0.06","10170102","1017","2","710051","1004206","10170101","2","1004207","401041821","0","10170103","1004107","1004109","2.5","401041831","2","11","401041841","2.5","1004106","12","0","1001303","3","401041851","50","1004110","1004208","10170105","1004108","401041811","100000","3","1004209","10170104"
"1004205","1","1","0.03","10180102","1018","1","710061","1004201","10180101","1","1004202","401041871","0","10180103","1004102","1004104","1.3","401041881","1","1","401041891","1.3","1004101","2","0","1001301","1.5","401041901","51","1004105","1004203","10180105","1004103","401041861","100000","1","1004204","10180104"
"1004210","3","1","0.03","10180102","1018","1","710061","1004206","10180101","1","1004207","401041871","0","10180103","1004107","1004109","1.3","401041881","1","2","401041891","1.3","1004106","2","0","1001303","1.5","401041901","52","1004110","1004208","10180105","1004108","401041861","100000","1","1004209","10180104"
"1004210","10","1","0.06","10180102","1018","1.4","710061","1004206","10180101","2","1004207","401041921","0","10180103","1004107","1004109","1.8","401041931","1.4","4","401041941","1.8","1004106","5","0","1001303","2","401041951","53","1004110","1004208","10180105","1004108","401041911","100000","2","1004209","10180104"
"1004210","-1","1","0.06","10180102","1018","2","710061","1004206","10180101","2","1004207","401041971","0","10180103","1004107","1004109","2.5","401041981","2","11","401041991","2.5","1004106","12","0","1001303","3","401042001","54","1004110","1004208","10180105","1004108","401041961","100000","3","1004209","10180104"
"1004205","1","1","0.03","10190102","1019","1","710071","1004201","10190101","1","1004202","401042171","0","10190103","1004102","1004104","1.3","401042181","1","1","401042191","1.3","1004101","2","0","1001301","1.5","401042201","55","1004105","1004203","10190105","1004103","401042161","1000000","1","1004204","10190104"
"1004210","3","1","0.03","10190102","1019","1","710071","1004206","10190101","1","1004207","401042171","0","10190103","1004107","1004109","1.3","401042181","1","2","401042191","1.3","1004106","2","0","1001303","1.5","401042201","56","1004110","1004208","10190105","1004108","401042161","1000000","1","1004209","10190104"
"1004210","10","1","0.06","10190102","1019","1.4","710071","1004206","10190101","2","1004207","401042221","0","10190103","1004107","1004109","1.8","401042231","1.4","4","401042241","1.8","1004106","5","0","1001303","2","401042251","57","1004110","1004208","10190105","1004108","401042211","1000000","2","1004209","10190104"
"1004210","-1","1","0.06","10190102","1019","2","710071","1004206","10190101","2","1004207","401042271","0","10190103","1004107","1004109","2.5","401042281","2","11","401042291","2.5","1004106","12","0","1001303","3","401042301","58","1004110","1004208","10190105","1004108","401042261","1000000","3","1004209","10190104"
"1004205","1","1","0.03","10200102","1020","1","710081","1004201","10200101","1","1004202","401042471","0","10200103","1004102","1004104","1.3","401042481","1","1","401042491","1.3","1004101","2","0","1001301","1.5","401042501","59","1004105","1004203","10200105","1004103","401042461","1000000","1","1004204","10200104"
"1004210","3","1","0.03","10200102","1020","1","710081","1004206","10200101","1","1004207","401042471","0","10200103","1004107","1004109","1.3","401042481","1","2","401042491","1.3","1004106","2","0","1001303","1.5","401042501","60","1004110","1004208","10200105","1004108","401042461","1000000","1","1004209","10200104"
"1004210","10","1","0.06","10200102","1020","1.4","710081","1004206","10200101","2","1004207","401042521","0","10200103","1004107","1004109","1.8","401042531","1.4","4","401042541","1.8","1004106","5","0","1001303","2","401042551","61","1004110","1004208","10200105","1004108","401042511","1000000","2","1004209","10200104"
"1004210","-1","1","0.06","10200102","1020","2","710081","1004206","10200101","2","1004207","401042571","0","10200103","1004107","1004109","2.5","401042581","2","11","401042591","2.5","1004106","12","0","1001303","3","401042601","62","1004110","1004208","10200105","1004108","401042561","1000000","3","1004209","10200104"
"1004205","1","1","0.03","10210102","1021","1.2","710091","1004201","10210101","1","1004202","401042771","0","10210103","1004102","1004104","1.3","401042781","1.2","1","401042791","1.4","1004101","2","0","1001301","1.5","401042801","63","1004105","1004203","10210105","1004103","401042761","1000000","1","1004204","10210104"
"1004210","3","1","0.03","10210102","1021","1.2","710091","1004206","10210101","1","1004207","401042771","0","10210103","1004107","1004109","1.3","401042781","1.2","2","401042791","1.4","1004106","2","0","1001303","1.5","401042801","64","1004110","1004208","10210105","1004108","401042761","1000000","1","1004209","10210104"
"1004210","10","1","0.06","10210102","1021","1.6","710091","1004206","10210101","2","1004207","401042821","0","10210103","1004107","1004109","1.8","401042831","1.6","4","401042841","1.9","1004106","5","0","1001303","2","401042851","65","1004110","1004208","10210105","1004108","401042811","1000000","2","1004209","10210104"
"1004210","-1","1","0.06","10210102","1021","2","710091","1004206","10210101","2","1004207","401042871","0","10210103","1004107","1004109","2.4","401042881","2","11","401042891","2.4","1004106","12","0","1001303","2.6","401042901","66","1004110","1004208","10210105","1004108","401042861","1000000","3","1004209","10210104"
"1004205","1","1","0.03","10220102","1022","1.2","710101","1004201","10220101","1","1004202","401043121","0","10220103","1004102","1004104","1.3","401043131","1.2","1","401043141","1.4","1004101","2","0","1001301","1.5","401043151","67","1004105","1004203","10220105","1004103","401043111","1000000","1","1004204","10220104"
"1004210","3","1","0.03","10220102","1022","1.2","710101","1004206","10220101","1","1004207","401043121","0","10220103","1004107","1004109","1.3","401043131","1.2","2","401043141","1.4","1004106","2","0","1001303","1.5","401043151","68","1004110","1004208","10220105","1004108","401043111","1000000","1","1004209","10220104"
"1004210","10","1","0.06","10220102","1022","1.6","710101","1004206","10220101","2","1004207","401043171","0","10220103","1004107","1004109","1.8","401043181","1.6","4","401043191","1.9","1004106","5","0","1001303","2","401043201","69","1004110","1004208","10220105","1004108","401043161","1000000","2","1004209","10220104"
"1004210","-1","1","0.06","10220102","1022","2","710101","1004206","10220101","2","1004207","401043221","0","10220103","1004107","1004109","2.4","401043231","2","11","401043241","2.4","1004106","12","0","1001303","2.6","401043251","70","1004110","1004208","10220105","1004108","401043211","1000000","3","1004209","10220104"
"1004205","1","1","0.03","10230102","1023","1.2","710111","1004201","10230101","1","1004202","401043471","0","10230103","1004102","1004104","1.3","401043481","1.2","1","401043491","1.4","1004101","2","0","1001301","1.5","401043501","71","1004105","1004203","10230105","1004103","401043461","1000000","1","1004204","10230104"
"1004210","3","1","0.03","10230102","1023","1.2","710111","1004206","10230101","1","1004207","401043471","0","10230103","1004107","1004109","1.3","401043481","1.2","2","401043491","1.4","1004106","2","0","1001303","1.5","401043501","72","1004110","1004208","10230105","1004108","401043461","1000000","1","1004209","10230104"
"1004210","10","1","0.06","10230102","1023","1.6","710111","1004206","10230101","2","1004207","401043521","0","10230103","1004107","1004109","1.8","401043531","1.6","4","401043541","1.9","1004106","5","0","1001303","2","401043551","73","1004110","1004208","10230105","1004108","401043511","1000000","2","1004209","10230104"
"1004210","-1","1","0.06","10230102","1023","2","710111","1004206","10230101","2","1004207","401043571","0","10230103","1004107","1004109","2.4","401043581","2","11","401043591","2.4","1004106","12","0","1001303","2.6","401043601","74","1004110","1004208","10230105","1004108","401043561","1000000","3","1004209","10230104"
"1004205","1","1","0.03","10240102","1024","1.2","710121","1004201","10240101","1","1004202","401043771","0","10240103","1004102","1004104","1.3","401043781","1.2","1","401043791","1.4","1004101","1","0","1001301","1.5","401043801","75","1004105","1004203","10240105","1004103","401043761","1000000","1","1004204","10240104"
"1004210","3","1","0.03","10240102","1024","1.2","710121","1004206","10240101","1","1004207","401043771","0","10240103","1004107","1004109","1.3","401043781","1.2","2","401043791","1.4","1004106","1","0","1001303","1.5","401043801","76","1004110","1004208","10240105","1004108","401043761","1000000","1","1004209","10240104"
"1004210","10","1","0.06","10240102","1024","1.6","710121","1004206","10240101","2","1004207","401043821","0","10240103","1004107","1004109","1.8","401043831","1.6","4","401043841","1.9","1004106","4","0","1001303","2","401043851","77","1004110","1004208","10240105","1004108","401043811","1000000","2","1004209","10240104"
"1004210","34","1","0.06","10240102","1024","2","710121","1004206","10240101","2","1004207","401043871","0","10240103","1004107","1004109","2.4","401043881","2","11","401043891","2.4","1004106","11","0","1001303","2.6","401043901","78","1004110","1004208","10240105","1004108","401043861","1000000","3","1004209","10240104"
