38c3a11ec9669d6306a2e4c8b03d7f903864af868da871dc660f57bff989d11e,cb8679c96592876b79bbdad4efd5050f0c9cb9bf7808261993f607cef41a8942,02f21f0bf670054882e187ff5438970904a0b059a276c9ad7e56e450acae2627,d0fb9621ad29067c3f5b5eed0e228c19bfc4b12e64b7c11ee5a9e15e45e6d56c,7afebe6cdaa8fc657339604834bbe9bef03a55b7550222d74c86e4787f257379,814825d8784901b5d8983bf2c0df28391e29a1d10068ecd4e808d72ebc18e059,969d2a57a839d38e10ade3abd0fbb74b7333e0752933e0aeee3bb376b396480f,4b2903ade800ad36c5306dc1de69f556309a286871ffe047824701fa4f242b72,e9fad9a0ea670acbb88c49b217d0a1b1e9e8235ca0c138ad0813545cb9007e6f,a5352f35b2cea327c9854c715f63925ddc2c28181e2d93ab96da253ffa69955a,3a41548a5996e71bde46be4b3e4a69648191445526eacf476d054406ced16b01,3b05607bc05fe6f20362d0013d5384093df462455af6f5d36d6675ccb205742b,d9a3e81b5d884c5f4b4d2277afb412f5ef09ac57e5a1e8bde45b3c936edfd174
"0","0","1","2021/06/25 16:00:00","402","2019/07/17 16:00:00","-5","0","2030/04/19 15:00:00","20012","0","0","10012"
"0","0","1,9","2021/07/26 16:00:00","22","2019/08/01 16:00:00","-5","0","2030/04/19 15:00:00","20013","0","0","10013"
"0","0","1","2021/08/26 16:00:00","2174","2019/09/03 16:00:00","-8","0","2030/04/19 15:00:00","20014","0","0","10015"
"0","0","1,10","2021/09/24 16:00:00","2222","2019/11/01 16:00:00","3","0","2030/04/19 15:00:00","20015","0","0","10019"
"0","0","1,11","2021/10/26 16:00:00","6040","2019/12/02 16:00:00","0","0","2030/04/19 15:00:00","20016","0","0","10021"
"0","0","1","2021/11/25 15:00:00","6481","2020/01/02 16:00:00","-4","0","2030/04/19 15:00:00","20017","0","0","10023"
"0","0","1,12","2021/12/24 16:00:00","8134","2020/02/04 16:00:00","0","0","2030/04/19 15:00:00","20018","0","0","10025"
"0","0","1","2022/01/26 16:00:00","3420","2020/03/02 16:00:00","-2","0","2030/04/19 15:00:00","20019","0","0","10027"
"0","0","1,13","2022/02/22 16:00:00","5283","2020/04/01 16:00:00","-5","0","2030/04/19 15:00:00","20020","0","0","10029"
"0","0","1,14","2022/03/25 16:00:00","1311","2020/05/05 16:00:00","-4","0","2030/04/19 15:00:00","20021","0","0","10031"
"0","0","1,15","2022/04/25 16:00:00","6055","2020/06/03 16:00:00","-7","0","2030/04/19 15:00:00","20022","0","0","10033"
"0","0","1","2022/05/25 16:00:00","2022","2020/07/02 16:00:00","-5","0","2030/04/19 15:00:00","20023","0","0","10038"
"0","0","1","2022/06/24 16:00:00","6011","2020/08/03 16:00:00","-10","0","2030/04/19 15:00:00","20024","0","0","10040"
"0","0","1,16","2022/07/26 16:00:00","5221","2020/09/04 16:00:00","-5","0","2030/04/19 15:00:00","20025","0","0","10042"
"0","0","1,17","2022/08/26 16:00:00","3040","2020/11/02 16:00:00","10","0","2030/04/19 15:00:00","20026","0","0","10044"
"0","0","1,18","2022/09/23 16:00:00","6120","2020/12/04 16:00:00","10","0","2030/04/19 15:00:00","20027","0","0","10046"
"0","0","1","2022/10/26 16:00:00","5033","2020/12/31 16:00:00","-5","0","2030/04/19 15:00:00","20028","0","0","10048"
"0","0","1,19","2022/11/25 16:00:00","5151","2021/02/01 16:00:00","0","0","2030/04/19 15:00:00","20029","0","0","10050"
"0","0","1","2022/12/25 16:00:00","6056","2021/03/02 16:00:00","-8","0","2030/04/19 15:00:00","20030","0","0","10052"
"0","0","1,20","2023/01/24 16:00:00","3351","2021/04/01 16:00:00","0","0","2030/04/19 15:00:00","20031","0","0","10054"
"0","0","1,21","2023/02/23 16:00:00","2191","2021/05/04 16:00:00","0","0","2030/04/19 15:00:00","20032","0","0","10056"
"0","0","1,22","2023/03/24 16:00:00","1122","2021/06/02 16:00:00","0","0","2030/04/19 15:00:00","20033","0","0","10058"
"0","0","1,22","2023/03/24 16:00:00","1123","2021/06/12 16:00:00","0","0","2030/04/19 15:00:00","20034","20033","0","10059"
"0","0","1,23","2023/04/25 16:00:00","2194","2021/07/05 16:00:00","12","0","2030/04/19 15:00:00","20035","0","0","10061"
"0","0","1","2023/05/26 16:00:00","5010","2021/08/02 16:00:00","0","0","2030/04/19 15:00:00","20036","0","0","10064"
"0","0","1","2023/06/26 16:00:00","144","2021/09/01 16:00:00","0","0","2030/04/19 15:00:00","20037","0","0","10066"
"0","0","1,24","2023/07/26 16:00:00","121","2021/10/01 16:00:00","0","0","2030/04/19 15:00:00","20038","0","0","10068"
"0","0","1","2023/08/25 16:00:00","394","2021/11/01 16:00:00","0","0","2030/04/19 15:00:00","20039","0","0","10070"
"0","0","1,25","2023/09/25 16:00:00","1082","2021/12/02 16:00:00","0","0","2030/04/19 15:00:00","20040","0","0","10072"
"0","0","1","2023/10/25 16:00:00","181","2022/01/03 16:00:00","0","0","2030/04/19 15:00:00","20041","0","0","10074"
"0","0","1,26","2023/11/24 16:00:00","5084","2022/02/01 16:00:00","0","0","2030/04/19 15:00:00","20042","0","0","10076"
"0","0","1","2023/12/26 16:00:00","6054","2022/03/01 16:00:00","0","0","2030/04/19 15:00:00","20043","0","0","10078"
"0","0","1,27","2024/01/26 16:00:00","6381","2022/04/01 16:00:00","0","0","2030/04/19 15:00:00","20044","0","0","10080"
"0","0","1,28","2024/02/23 16:00:00","2193","2022/05/02 16:00:00","0","0","2030/04/19 15:00:00","20045","0","0","10082"
"0","0","1","2024/03/26 16:00:00","8163","2022/06/01 16:00:00","0","0","2030/04/19 15:00:00","20046","0","0","10084"
"0","0","1,29","2024/03/26 16:00:00","8164","2022/06/08 16:00:00","0","0","2030/04/19 15:00:00","20047","20046","0","10085"
"0","0","1","2024/04/25 16:00:00","2201","2022/07/01 16:00:00","0","0","2030/04/19 15:00:00","20048","0","0","10088"
"0","0","1","2024/05/26 16:00:00","430","2022/08/01 16:00:00","0","0","2030/04/19 15:00:00","20049","0","0","10090"
"0","0","1","2024/07/26 16:00:00","351","2022/09/01 16:00:00","0","0","2030/04/19 15:00:00","20050","0","0","10092"
"0","0","1,30","2024/08/26 16:00:00","392","2022/10/02 16:00:00","0","0","2030/04/19 15:00:00","20051","0","0","10094"
"0","0","1,31","2024/10/26 16:00:00","3402","2022/11/01 16:00:00","0","0","2030/04/19 15:00:00","20052","0","0","10096"
"0","0","1,32","2024/11/26 16:00:00","8132","2022/12/01 16:00:00","0","0","2030/04/19 15:00:00","20053","0","0","10098"
"0","0","1","2024/12/26 16:00:00","6057","2023/01/02 16:00:00","0","0","2030/04/19 15:00:00","20054","0","0","10100"
"0","0","1,33","2025/01/26 16:00:00","5200","2023/02/01 16:00:00","0","0","2030/04/19 15:00:00","20055","0","0","10102"
"0","0","1","2025/02/26 16:00:00","3479","2023/03/01 16:00:00","0","0","2030/04/19 15:00:00","20056","0","0","10104"
