a3dfda054b94a4ed2c09ef8a9f52fe7b045124c1232544f5e1740e18b41778f9,fb69166bf76474f1f58e2950128cc67cc86f528a525e20e6928ca31d60917841,6d538a668275f66e544fc1480401c5ae1287c15d1f0b88de2c9d7e9c79d6e3bd,925e61f37bd38d8e0bb8e8285cd0f65ffb4f8418e8be14817b2b0bb5363bdc9d,92db765c6b73df01aea9505016ad439a4ac80a7627ead393e914766323f3f3c5,7ba1715132d4842ce184969bbe79636df0b43b12705c487e11148b60b1b08848,62d2807b75aae47e4a76f5f1c689b94555702a9c1deaeead4f1560ec4e54057f,d5ed2ee68f0c4500e3133b0ad715e12f01848e116305de9c921fe3a93813717f,5820fa0977652241c80ff3a7166a0ac44ea730d807a13460ab8da4294da743c6,ed7647306e2a84c176138a7c1141cfaa82e587067c4b451a0d60d7d66e7b8873,c9a310c770130c56aea3171aed826ef0248265708ac26176a452f63dd0dc984a
"1","103731","1060002","1","5","0","6","100","02_uek_cmn_idol_def_N","1.3","-20"
"3","02_uek_cmn_pose04","1060003","100531","","","6","1","","",""
"11","如果因為這點高度\n而軟腳的話，\n就不配當英雄了！","1060004","100531","","","6","10","","","0"
"91","","1060005","0","","","6","","","",""
"3","02_uek_talk_normal","1060006","103731","","","6","1","","0.2",""
"11","嗯，感覺會是\n不錯的訓練呢。\n我越來越期待了。","1060007","103731","","","6","10","","","0"
"91","","1060008","0","","","6","","","",""
"3","02_uek_cmn_idol_def_N","1060009","103731","","","6","1","","0.2",""
"1","103831","1070001","1","-20","0","7","100","02_uek_cmn_idol_def_N","1.3","-60"
"3","02_uek_07_shiori","1070002","103831","","","7","1","","0.2",""
"11","奇怪……姊姊她\n跑去哪裡了？\n……姊姊～？","1070003","103831","","","7","10","","",""
"1","104531","1080001","1","40","0","8","100","02_uek_08_kuka_loop","1.3","90"
"31","2","1080002","2","1","","8","90","","1","60"
"11","啊，藤蔓纏住\n腳的觸感\n真叫人受不了～～！","1080003","104531","0","","8","10","","","0"
"91","","1080004","0","","","8","","","",""
"1","105831","1090001","2","-35","0","9","100","05_idle","0.9","-195"
"1","302102","1090002","2","-30","0","9","1000","302102_idle","1.2","150"
"31","15","1090003","102","1","","9","150","","1","50"
"31","16","1090004","103","1","","9","150","","1","400"
"1","112531","1100001","1","-25","0","10","100","01_uek_cmn_idol_def_N","1.3","-160"
"1","112431","1100002","1","-5","1","10","100","01_uek_cmn_idol_def_N","1.3","-40"
"1","112631","1100003","1","20","1","10","100","01_uek_cmn_idol_def_N","1.3","125"
"3","01_uek_talk_surprise2","1100004","112631","0","","10","1","","",""
"11","嗚呀……！\n腳下變成了雲朵，\n這是怎麼回事！？","1100005","112631","0","","10","10","","","0"
"91","","1100006","0","","","10","","","",""
"3","01_uek_cmn_idol_def_N","1100007","112631","0","","10","1","","0.2",""
"3","01_uek_talk_joy1","1100008","112431","","","10","1","","",""
"11","有一種不可思議的\n觸感呢～\n軟綿綿的耶♪","1100009","112431","0","","10","10","","","0"
"91","","1100010","0","","","10","","","",""
"3","01_uek_cmn_idol_def_N","1100011","112431","","","10","1","","0.2",""
"3","01_uek_talk_normal","1100012","112531","","","10","1","","",""
"11","雖然好像不會掉下去\n……不過還是邊注意\n腳下邊前進吧。","1100013","112531","0","","10","10","","","0"
"91","","1100014","0","","","10","","","",""
"3","01_uek_cmn_idol_def_N","1100015","112531","","","10","1","","0.2",""
"91","","1100016","0","","","10","","","",""
"1","104731","1110001","1","-20","0","11","100","03_uek_cmn_idol_def_N","1.3","-135"
"1","107131","1110002","1","5","1","11","100","03_uek_cmn_idol_def_N","1.3","100"
"3","03_uek_11_jun","1110003","104731","1","","11","0","","0","03_uek_11_jun_loop"
"3","03_uek_11_chris","1110004","107131","1","0.2","11","0","","0","03_uek_cmn_idol_def_N"
"11","唔，視野一片白……\n小克莉絲，\n妳要小心！","1110005","104731","0","","11","10","","",""
"91","","1110006","0","","","11","","","",""
"11","哈哈哈，鎧甲的重量\n讓妳沉下去囉團長☆\n嘿咻，釣到大魚了！","1110007","107131","0","","11","10","","","0"
"93","","1110008","1.5","","","11","","","",""
"2","-135","1110009","104731","1","","11","0","","","1.5"
"91","","1110010","1110007","","","11","","","",""
"1","101031","1120001","1","-20","0","12","100","03_uek_cmn_idol_def_N","1.3","-120"
"1","101431","1120002","1","-5","1","12","100","03_uek_cmn_idol_def_N","1.3","10"
"3","03_uek_talk_joy1","1120003","101031","0","","12","1","","",""
"11","好可愛的雲呀，\n真想一起\n帶回去啊♪","1120004","101031","0","","12","10","","","0"
"91","","1120005","0","","","12","","","",""
"3","03_uek_cmn_idol_def_N","1120006","101031","0","","12","1","","0.2",""
"3","03_uek_talk_normal","1120007","101431","0","","12","1","","",""
"11","再怎麼說\n那未免也\n太困難了吧……？","1120008","101431","0","","12","10","","","0"
"91","","1120009","0","","","12","","","",""
"3","03_uek_cmn_idol_def_N","1120010","101431","0","","12","1","","0.2",""
"1","105831","1130001","1","-45","0","13","100","01_uek_cmn_idol_def_N","1.3","-165"
"1","105931","1130002","1","-20","0","13","100","01_uek_cmn_idol_def_N","1.3","-45"
"1","106031","1130003","1","-5","1","13","100","01_uek_cmn_idol_def_N","1.3","120"
"3","01_uek_talk_normal","1130004","105931","1","","13","1","","",""
"11","已經爬到滿高的\n地方來了呢……","1130005","105931","0","","13","10","","","0"
"91","","1130006","0","","","13","","","",""
"3","01_uek_13_kokkoro","1130007","105931","1","","13","0","","0.2","01_uek_cmn_idol_def_N"
"3","01_uek_13_kyaru","1130008","106031","1","","13","0","","","01_uek_13_kyaru_loop"
"11","根本完全\n看不見頂端啊！\n到底有多高啊！","1130009","106031","0","","13","10","","","0"
"91","","1130010","0","","","13","","","",""
"3","01_uek_13_peco_loop","1130011","105831","0","","13","1","","",""
"11","有什麼關係嘛。\n運動後吃的東西\n會格外美味哦☆","1130012","105831","0","","13","10","","","0"
"91","","1130013","0","","","13","","","",""
"1","104031","1140001","1","-25","0","14","100","03_uek_cmn_idol_def_N","1.3","-86"
"31","1","1140002","1","1","","14","0","","1","250"
"3","03_uek_14_aoi","1140003","104031","1","","14","0","","","03_uek_14_aoi_loop"
"11","嗚嗚，這風是\n對邊緣人的\n猛烈排擠嗎！？","1140004","104031","0","","14","10","","","0"
"1","100731","1150001","1","-20","0","15","100","03_uek_cmn_idol_def_N","1.3","-75"
"1","103131","1150002","1","10","1","15","100","03_uek_15_father","1.3","65"
"3","03_uek_15_miyako","1150003","100731","0","","15","1","","",""
"11","天上好舒服哦～\n這就是所謂的\n幸福到快升天嗎？","1150004","100731","0","","15","10","","","0"
"91","","1150005","0","","","15","","","",""
"3","03_uek_15_father","1150006","103131","0","","15","1","","",""
"11","小鬼妳也是嗎？\n本大爺的身體也\n變得好輕啊！","1150007","103131","0","","15","10","","","0"
"91","","1150008","0","","","15","","","",""
"3","03_uek_talk_normal","1150009","103131","0","","15","1","","",""
"11","宮子\n妳可不能\n真的升天哦……？","1150010","103131","0","","15","10","","","0"
"91","","1150011","0","","","15","","","",""
"3","03_uek_cmn_idol_def_N","1150012","103131","0","","15","1","","0.2",""
"1","112431","1160001","1","-45","0","16","100","01_uek_cmn_idol_def_N","1.3","-110"
"1","105831","1160002","1","-15","1","16","100","01_uek_cmn_idol_def_N","1.3","40"
"1","105931","1160003","1","10","1","16","100","01_uek_cmn_idol_def_N","1.3","140"
"3","01_uek_01_kokkoro","1160004","105931","0","","16","0","","","01_uek_cmn_idol_def_N"
"3","01_uek_01_uduki","1160005","112431","1","","16","0","","","01_uek_cmn_idol_def_N"
"3","01_uek_01_peko","1160006","105831","1","","16","0","","","01_uek_cmn_idol_def_N"
"91","","1160007","0","","","16","","","",""
"3","01_uek_talk_normal","1160008","105931","1","","16","1","","",""
"11","卯月小姐。前路似乎\n還很漫長，\n您不休息沒問題嗎？","1160009","105931","0","","16","10","","","0"
"91","","1160010","0","","","16","","","",""
"3","01_uek_cmn_idol_def_N","1160011","105931","1","","16","1","","",""
"3","01_uek_talk_joy1","1160012","112431","","","16","1","","",""
"11","嗯，沒問題！\n我很樂在其中，\n太讚了吧☆","1160013","112431","0","","16","10","","","0"
"93","","1160014","1.5","","","16","","","",""
"3","01_uek_16_uduki","1160015","112431","1","","16","0","","0.2","01_uek_16_uduki_loop"
"91","","1160016","1160013","","","16","","","",""
"3","01_uek_talk_joy1","1160017","105831","","","16","1","","",""
"11","妳很有活力呢！\n卯月，我們\n一起加油吧～☆","1160018","105831","0","","16","10","","","0"
"93","","1160019","2.2","","","16","","","",""
"3","01_uek_16_peco","1160020","105831","1","","16","0","","0.2","01_uek_16_uduki_loop"
"91","","1160021","1160018","","","16","","","",""
"1","102331","1170001","1","10","1","17","300","03_uek_cmn_idol_def_N","1.3","150"
"1","102131","1170002","1","-15","0","17","100","03_uek_cmn_idol_def_N","1.3","-100"
"31","3","1170003","3","1.3","","17","20","","0","10"
"3","03_uek_17_ayane","1170004","102331","1","0.2","17","0","","0.2","03_uek_17_ayane_loop"
"3","03_uek_cmn_pose05","1170005","102131","1","","17","0","","0.2","03_uek_cmn_idol_def_N"
"32","1","1170006","3","","","17","","","",""
"11","妳看妳看！\n我用雲做出了\n噗吉哦～！","1170007","102331","0","","17","10","","","0"
"91","","1170008","0","","","17","","","",""
"3","03_uek_talk_joy1","1170009","102131","","","17","1","","0.2",""
"11","哇，好厲害～！\n我也想\n做點什麼呢……♪","1170010","102131","0","","17","10","","","0"
"91","","1170011","0","","","17","","","",""
"3","03_uek_cmn_idol_def_N","1170012","102131","","","17","1","","0.2",""
"1","112631","1180001","1","45","0","18","100","01_uek_cmn_idol_def_N","1.3","229"
"1","105831","1180002","1","20","0","18","110","01_uek_cmn_idol_def_N","1.3","170"
"1","105931","1180003","1","-10","0","18","100","01_uek_cmn_idol_def_N","1.3","-85"
"3","01_uek_18_mio","1180004","112631","1","","18","0","","","01_uek_18_mio_loop"
"11","已經爬了很高呢～\n來看看底下的\n景色吧！","1180005","112631","0","","18","10","","","0"
"91","","1180006","0","","","18","","","",""
"3","01_uek_18_mio","1180007","105831","1","","18","0","","","01_uek_18_mio_loop"
"11","是啊！\n嗯，我看看…\n唔，哇哇哇哇！","1180008","105831","0","","18","10","","","0"
"93","","1180009","3","","","18","","","",""
"2","170","1180010","105831","1","","18","5","","","2"
"91","","1180011","1180008","","","18","","","",""
"3","01_uek_18_kokkoro","1180012","105931","1","","18","0","","","01_uek_cmn_idol_def_N"
"11","呵呵，兩位\n嬉嬉鬧鬧的，\n好像很開心呢。","1180013","105931","0","","18","10","","","0"
"1","101231","1190001","1","110","0","19","100","02_uek_19_hatsune","1.3","402"
"1","103831","1190002","1","30","0","19","100","02_uek_talk_surprise2","1.3","166"
"3","02_uek_talk_surprise2","1190003","103831","0","","19","1","","0.2",""
"11","啊！姊姊！\n在這種地方睡著\n很危險的！","1190004","103831","0","","19","10","","","0"
"91","","1190005","0","","","19","","","",""
"11","我好像聽到了\n小栞的聲音……\n呼嚕……☆","1190006","101231","0","","19","10","","","0"
"1","105831","1200001","2","-35","0","20","100","05_idle","0.9","-195"
"1","304602","1200002","2","30","0","20","1000","304602_idle","1.4","150"
"31","17","1200003","102","1","","20","150","","1","50"
"31","18","1200004","103","1","","20","150","","1","400"
"1","105931","1210001","1","25","0","21","110","01_uek_21_kokkoro_loop","1.3","185"
"1","112531","1210002","1","-5","0","21","120","01_uek_21_rin_loop","1.3","65"
"1","106031","1210003","1","-35","0","21","100","01_uek_cmn_idol_def_N","1.3","-140"
"11","風吹得好舒服呢。\n像在溫柔地對我們\n輕聲呢喃一樣。","1210004","105931","0","","21","10","","","0"
"91","","1210005","0","","","21","","","",""
"11","說不定蒼風有什麼話\n想對向上邁進的\n我們說呢……","1210006","112531","0","","21","10","","","0"
"91","","1210007","0","","","21","","","",""
"3","01_uek_21_kyaru","1210008","106031","1","","21","0","","","01_uek_cmn_idol_def_N"
"11","……妳們好像\n在奇妙的地方\n同步了呢。","1210009","106031","0","","21","10","","","0"
"91","","1210010","0","","","21","","","",""
"1","105831","1220001","1","40","0","22","100","01_uek_cmn_idol_def_N","1.3","180"
"31","4","1220002","4","1.3","","22","420","","1","250"
"3","01_uek_cmn_pose03","1220003","105831","","","22","1","","0.2",""
"11","像飯糰的雲\n會是什麼味道呢\n……流口水☆","1220004","105831","0","","22","10","","","0"
"91","","1220005","0","","","22","","","",""
"1","105231","1230001","1","5","0","23","100","03_uek_cmn_idol_def_N","1.3","33"
"1","102631","1230002","1","40","0","23","1010","03_uek_23_rin","1.3","200"
"1","103331","1230003","1","-25","0","23","100","03_uek_cmn_idol_def_N","1.3","-110"
"31","5","1230004","5","1","","23","220","","1","32"
"3","03_uek_23_rin","1230005","102631","","","23","1","","0.2",""
"11","這朵雲軟綿綿的\n好舒服～\n好像能睡得很熟～","1230006","102631","0","","23","10","","","0"
"91","","1230007","0","","","23","","","",""
"2","1100","1230008","102631","0","","23","40","","","45"
"33","1120","1230009","5","0","","23","32","","","45"
"3","03_uek_cmn_pose04","1230010","105231","","","23","1","","0.2",""
"3","03_uek_talk_surprise2","1230011","103331","","","23","1","","0.2",""
"11","鈴睡在上面的\n那朵雲飄走了！\n怎、怎麼辦！","1230012","105231","0","","23","10","","","0"
"91","","1230013","0","","","23","","","",""
"11","乾草比這\n更軟的啦！\n快點回來啦！","1230014","103331","0","","23","10","","","0"
"91","","1230015","0","","","23","","","",""
"1","105531","1240001","1","-45","0","24","10","03_uek_24_ayumi","1.3","-240"
"3","03_uek_24_ayumi","1240002","105531","0","","24","1","","",""
"11","啊，\n前輩在那裡，\n盯……………","1240003","105531","0","","24","10","","","0"
"1","103631","1250001","1","15","1","25","100","03_uek_cmn_idol_def_N","1.3","175"
"1","100431","1250002","1","-10","0","25","100","03_uek_cmn_idol_def_N","1.3","-36"
"1","102031","1250003","1","-45","0","25","100","03_uek_cmn_idol_def_N","1.3","-158"
"3","03_uek_cmn_pose06","1250004","102031","0","","25","1","","",""
"11","在天上玩耍\n真的很舒服呢。\n嚕啦啦～♪","1250005","102031","0","","25","10","","","0"
"91","","1250006","0","","","25","","","",""
"3","03_uek_25_misogi","1250007","100431","1","","25","0","","","03_uek_25_misogi_loop"
"11","對啊！鏡華也\n這樣覺得吧？\n……哇！","1250008","100431","0","","25","10","","","0"
"3","03_uek_25_kyouka","1250009","103631","0","","25","1","","","03_uek_25_kyouka_loop"
"91","","1250010","0","","","25","","","",""
"11","慢著，禊！\n掉下去會很危險，\n妳不要嚇我啦！","1250011","103631","0","","25","10","","","0"
"91","","1250012","0","","","25","","","",""
"1","104831","1270001","1","-43","0","27","100","01_uek_cmn_idol_def_N","1.3","-179"
"1","104631","1270002","1","-14","0","27","100","01_uek_27_tamaki_loop","1.3","0"
"1","103231","1270003","1","24","1","27","100","01_uek_cmn_idol_def_N","1.3","200"
"11","呼呼……\n到、到極限了喵……\n我想回去喵……","1270004","104631","0","","27","10","","","0"
"91","","1270005","0","","","27","","","",""
"3","01_uek_cmn_pose02","1270006","104831","1","","27","0","","","01_uek_talk_normal"
"11","步行只要有效率地\n分配體力，\n這點程度不算什麼。","1270007","104831","0","","27","10","","","0"
"91","","1270008","0","","","27","","","",""
"3","01_uek_cmn_idol_def_N","1270009","104831","0","","27","1","","0.3",""
"3","01_uek_27_akino_loop","1270010","103231","0","","27","1","","",""
"11","喔――呵呵呵！\n風景真不錯！\n之後景色真讓人期待","1270011","103231","0","","27","10","","","0"
"1","102931","1280001","1","-10","0","28","110","04_uek_cmn_idol_def_N","1.3","0"
"1","104231","1280002","1","-30","0","28","120","04_uek_cmn_idol_def_N","1.3","-120"
"1","105431","1280003","1","10","0","28","100","04_uek_cmn_idol_def_N","1.3","120"
"31","6","1280004","6","1.3","","28","35","","0","10"
"31","9","1280005","6","1.3","","28","-85","","0","-10"
"31","10","1280006","6","1.3","","28","155","","0","30"
"3","04_uek_28_nozomi","1280007","102931","","","28","1","","0.2",""
"3","04_uek_28_chika","1280008","104231","","","28","1","","0.2",""
"3","04_uek_28_tsumugi","1280009","105431","","","28","1","","0.2",""
"32","1","1280010","6","","","28","","","",""
"32","1","1280011","9","","","28","","","",""
"32","1","1280012","10","","","28","","","",""
"11","就算在天空上\n慈樂之音也要…\n站上舞台！","1280013","102931","0","","28","10","","","0"
"91","","1280014","0","","","28","","","",""
"11","風吹得真舒服……！\n精靈們好像\n也很開心！","1280015","104231","0","","28","10","","","0"
"91","","1280016","0","","","28","","","",""
"11","太棒了呢！\n就一路嗨到\n安可吧！","1280017","105431","0","","28","10","","","0"
"91","","1280018","0","","","28","","","",""
"1","101531","1290001","1","-10","0","29","100","03_uek_cmn_idol_def_N","1.3","-40"
"1","101831","1290002","1","10","1","29","100","03_uek_cmn_idol_def_N","1.3","95"
"3","03_uek_talk_joy1","1290003","101831","0","","29","1","","",""
"11","真是宜人的地方呢，\n要不要在遠足的時候\n帶學生們來這裡呢？","1290004","101831","0","","29","10","","","0"
"91","","1290005","0","","","29","","","",""
"3","03_uek_cmn_idol_def_N","1290006","101831","0","","29","1","","0.3",""
"3","03_uek_talk_joy1","1290007","101531","0","","29","1","","0.3",""
"11","哎呀哎呀～那還真想\n讓村裡的孩子們\n也一起來呢～","1290008","101531","0","","29","10","","","0"
"91","","1290009","0","","","29","","","",""
"3","03_uek_cmn_idol_def_N","1290010","101531","0","","29","1","","0.3",""
"1","105831","1300001","2","-35","0","30","100","05_idle","0.9","-195"
"1","307505","1300002","2","-50","0","30","1000","307505_idle","1.5","150"
"31","19","1300003","102","1","","30","150","","1","50"
"31","20","1300004","103","1","","30","150","","1","400"
"3","307505_awake","1300005","307505","1","","30","0","","0","307505_idle"
"1","105831","1310001","1","10","0","31","110","01_uek_cmn_idol_def_N","1.3","140"
"1","105931","1310002","1","0","0","31","110","01_uek_cmn_idol_def_N","1.3","20"
"1","106031","1310003","1","-55","0","31","110","01_uek_26_kyaru_loop","1.3","-200"
"93","","1310004","1","","","31","","","",""
"4","1","1310005","105831","","","31","","","",""
"3","01_uek_cmn_pose04","1310006","105831","","","31","1","","0",""
"11","妳們快看！\n是星星的世界！\n好棒的景色呢☆","1310007","105831","","","31","10","","",""
"93","","1310008","2.3","","","31","","","",""
"3","01_uek_cmn_idol_def_N","1310009","105831","0","","31","0","","0.2",""
"91","","1310010","1310007","","","31","","","",""
"3","01_uek_cmn_idol_def_N","1310011","105831","0","","31","1","","0.2",""
"3","01_uek_talk_normal","1310012","105931","","","31","1","","",""
"11","真的是\n很棒的地方呢，\n我們好好享受吧。","1310013","105931","","","31","10","","",""
"91","","1310014","0","","","31","","","",""
"3","01_uek_cmn_idol_def_N","1310015","105931","","","31","1","","0.2",""
"11","妳們也太冷靜了吧！\n這一切都\n太奇怪了吧……！","1310016","106031","","","31","10","","",""
"1","104531","1320001","1","91","1","32","100","02_uek_32_kuka_loop","1.3","255"
"1","105331","1320002","1","-29","0","32","100","02_uek_cmn_idol_def_N","1.3","-97"
"1","103031","1320003","1","0","0","32","100","02_uek_cmn_idol_def_N","1.3","50"
"3","02_uek_32_kuka","1320004","104531","0","","32","0","","0.5",""
"3","02_uek_cmn_shock_def_N","1320005","105331","1","","32","0","","0.5","02_uek_talk_surprise2"
"3","02_uek_cmn_shock_def_N","1320006","103031","1","","32","0","","0.5","02_uek_talk_surprise2"
"91","","1320007","0","","","32","","","",""
"3","02_uek_talk_surprise2","1320008","103031","0","","32","1","","0.5",""
"11","好不容易找到的\n空花\n又要飛走了！","1320009","103031","0","","32","10","","","0"
"91","","1320010","0","","","32","","","",""
"3","02_uek_talk_surprise2","1320011","105331","0","","32","1","","0.5",""
"11","她果然\n很開心的樣子！？","1320012","105331","0","","32","10","","","0"
"1","100831","1330001","1","0","1","33","100","02_uek_cmn_idol_def_N","1.3","0"
"31","7","1330002","7","1.3","","33","-120","","1","130"
"3","02_uek_33_yuki","1330003","100831","1","","33","0","","0.2","02_uek_33_yuki_loop"
"11","沐浴在星星的\n光輝之下，讓我\n顯得更加美麗了…","1330004","100831","0","","33","10","","","0"
"91","","1330005","0","","","33","","","",""
"1","100931","1340001","1","0","1","34","110","02_uek_cmn_idol_def_N","1.3","10"
"1","101331","1340002","1","10","1","34","110","02_uek_cmn_idol_def_N","1.3","180"
"93","","1340003","1","","","34","","","",""
"3","02_uek_cmn_pose01","1340004","101331","1","0.2","34","1","","0.2","02_uek_cmn_idol_def_N"
"11","來到宇宙啦！\n人家超嗨\n爆嗨的啦！","1340005","101331","0","","34","10","","","0"
"91","","1340006","0","","","34","","","",""
"3","02_uek_34_anna","1340007","100931","1","0","34","0","","0.2","02_uek_34_anna_loop"
"11","呵呵呵……我強烈地\n感受到星星之力了！\n覺醒的時刻近了…！","1340008","100931","0","","34","10","","","0"
"1","100231","1350001","1","-60","1","35","100","01_uek_cmn_idol_def_N","1.3","-200"
"1","100331","1350002","1","10","1","35","100","01_uek_cmn_idol_def_N","1.3","0"
"1","100131","1350003","1","20","1","35","100","01_uek_cmn_idol_def_N","1.3","200"
"31","8","1350004","8","1","","35","0","","1","270"
"3","01_uek_35_yui","1350005","100231","1","0.2","35","0","","0.2","01_uek_35_yui_loop"
"3","01_uek_35_rei","1350006","100331","1","0.2","35","0","","0.2","01_uek_35_rei_loop"
"3","01_uek_cmn_pose03","1350007","100131","","","35","1","","0.2",""
"11","快看，是流星…！\n大家一起\n許願吧！","1350008","100231","0","","35","10","","","0"
"91","","1350009","0","","","35","","","",""
"11","嗯，是呀。\n這個情境\n很適合我們呢。","1350010","100331","0","","35","10","","","0"
"91","","1350011","0","","","35","","","",""
"11","贊成！\n那麼我要許……\n嗯、嗯……！","1350012","100131","0","","35","10","","","0"
"91","","1350013","0","","","35","","","",""
"1","102531","1360001","1","5","0","36","110","03_uek_cmn_idol_def_N","1.3","105"
