81499f9e0994107a33c5f1444af281f37891cf0eb465380e02c39fd54433fe82,ac011bf97ef49a0e2a65c8242f482c8876cfaaf84fed4e9257d1bd09424b2ac9,0d680aaa1e4be26a2633ca1cdc39752f4b22d794e3cd408c450ab4386b6c0b0d,f4d2974bf5fc6a1d87c3f96d75c19cb2ab8e1cca11e9d0bfd2cc9f0769e9e186,7e2df1aa9d1473cdd157a253882b2bd3c9dc3e0b2a473485b404302b03432ba4,49d2a9b94b75f69cab6cf5addfc22032515fbcf11400e0095126768d5ac7ae0f
"202","2146013","803100260","1","300403","113"
"203","2146014","803100260","1","300404","114"
"105","2146015","803100260","0","300405","102"
"202","2146016","803100260","1","300406","113"
"203","2146017","803100260","1","300407","114"
"105","2146018","803100260","0","300408","102"
"105","2146019","803100260","0","300409","102"
"105","2146020","803100260","0","300410","102"
"105","2146021","803100261","0","300411","102"
"202","2146022","803100261","1","300412","113"
"203","2146023","803100261","1","300413","114"
"105","2146024","803100261","0","300414","102"
"202","2146025","803100261","1","300415","113"
"203","2146026","803100261","1","300416","114"
"105","2146027","803100261","0","300417","102"
"105","2146028","803100261","0","300418","102"
"202","2146029","803100261","1","300419","113"
"202","2146030","803100261","1","300420","113"
"202","2146031","803100262","1","300421","113"
"203","2146032","803100262","1","300422","114"
"105","2146033","803100262","0","300423","102"
"208","2146034","803100262","1","300424","112"
"212","2146035","803100262","1","300425","110"
"202","2146036","803100262","1","300426","113"
"202","2146037","803100262","1","300427","113"
"105","2146038","803100262","0","300428","102"
"104","2146051","803100264","0","300501","100"
"104","2146052","803100264","0","300502","100"
"104","2146053","803100264","0","300503","100"
"104","2146054","803100264","0","300504","100"
"105","2146055","803100264","0","300505","102"
"106","2146056","803100264","0","300506","103"
"104","2146057","803100264","0","300507","100"
"104","2146058","803100264","0","300508","100"
"105","2146059","803100264","0","300509","102"
"106","2146060","803100264","0","300510","103"
"104","2146061","803100265","0","300511","100"
"104","2146062","803100265","0","300512","100"
"104","2146063","803100265","0","300513","100"
"104","2146064","803100265","0","300514","100"
"105","2146065","803100265","0","300515","102"
"106","2146066","803100265","0","300516","103"
"104","2146067","803100265","0","300517","100"
"104","2146068","803100265","0","300518","100"
"105","2146069","803100265","0","300519","102"
"106","2146070","803100265","0","300520","103"
"104","2146071","803100266","0","300521","100"
"104","2146072","803100266","0","300522","100"
"202","2146073","803100266","1","300523","113"
"203","2146074","803100266","1","300524","114"
"104","2146075","803100266","0","300525","100"
"208","2146076","803100266","1","300526","112"
"212","2146077","803100266","1","300527","110"
"202","2146078","803100266","1","300528","113"
"203","2146079","803100266","1","300529","114"
"104","2146080","803100266","0","300530","100"
"203","2146091","803100268","1","300601","114"
"202","2146092","803100268","1","300602","113"
"105","2146093","803100268","0","300603","102"
"203","2146094","803100268","1","300604","114"
"106","2146095","803100268","0","300605","103"
"203","2146096","803100268","1","300606","114"
"204","2146097","803100268","1","300607","111"
"203","2146098","803100268","1","300608","114"
"202","2146099","803100268","1","300609","113"
"105","2146100","803100268","0","300610","102"
"203","2147011","803100269","1","300611","114"
"106","2147012","803100269","0","300612","103"
"203","2147013","803100269","1","300613","114"
"204","2147014","803100269","1","300614","111"
"212","2147015","803100269","1","300615","110"
"203","2147016","803100269","1","300616","114"
"105","2147017","803100269","0","300617","102"
"106","2147018","803100269","0","300618","103"
"204","2147021","803100270","1","300701","111"
"104","2147022","803100270","0","300702","100"
"107","2147023","803100270","0","300703","101"
"202","2147024","803100270","1","300704","113"
"203","2147025","803100270","1","300705","114"
"105","2147026","803100270","0","300706","102"
"205","2147027","803100270","1","300707","112"
"204","2147028","803100270","1","300708","111"
"104","2147029","803100270","0","300709","100"
"107","2147030","803100270","0","300710","101"
"202","2147031","803100271","1","300711","113"
"203","2147032","803100271","1","300712","114"
"105","2147033","803100271","0","300713","102"
"205","2147034","803100271","1","300714","112"
"110","2147035","803100271","0","300715","107"
"204","2147036","803100271","1","300716","111"
"104","2147037","803100271","0","300717","100"
"107","2147038","803100271","0","300718","101"
