8d68c7555344d51f0f91f722b8c297046959b2a72938f4ee000532f81ab11bc4,9fedcf1aef1bd3c081d70ce6d7317e4844dcb5716f0a2b3cd8f2ada27189a360,c9e4b7913f618ac426b950395c1a68858e02259f10816f1ac583fd271948ccd5,b82c8377a10bbf8b9073692658a9d5ca64f86455b90401356959c136262ec45d,e7776735306a43e9f3f4c3776c4272d23c0c39f2309b84bc00ab6dd258aca1de,2eaba262286228c1bf8363c8d180007cf4e4c8269550a01f26297878ded15888
"-1077","2","811","3","2816","-1039"
"-1039","2","821","3","2816","-1001"
"-1001","2","831","3","2816","-1001"
"-1001","2","841","3","2816","-963"
"-963","2","851","3","2816","-963"
"-963","2","861","3","2816","-963"
"-963","2","871","3","2816","-925"
"-925","2","881","3","2816","-887"
"-887","2","891","3","2816","-887"
"-887","2","901","3","2816","-887"
"-887","2","911","3","2816","-849"
"-849","2","921","3","2816","-811"
"-811","2","931","3","2816","-773"
"-773","2","941","3","2816","-735"
"-735","2","951","3","2816","-697"
"-697","2","961","3","2816","-659"
"-659","2","971","3","2816","-621"
"-621","2","981","3","2816","-583"
"-583","2","991","3","2816","-583"
"-583","2","1001","3","2816","-583"
"-583","2","1011","3","2816","-583"
"-583","2","1021","3","2816","-545"
"-545","2","1031","3","2816","-507"
"-507","2","1041","3","2816","-507"
"-507","2","1051","3","2816","-507"
"-507","2","1061","3","2816","-434"
"-1220","2","1071","4","2816","-1137"
"-1137","2","1081","4","2816","-1096"
"-1096","2","1091","4","2816","-1096"
"-1096","2","1101","4","2816","-1096"
"-1096","2","1111","4","2816","-1096"
"-1096","2","1121","4","2816","-1096"
"-1096","2","1131","4","2816","-1055"
"-1055","2","1141","4","2816","-1014"
"-1014","2","1151","4","2816","-1014"
"-1014","2","1161","4","2816","-1014"
"-1014","2","1171","4","2816","-1014"
"-1014","2","1181","4","2816","-973"
"-973","2","1191","4","2816","-932"
"-932","2","1201","4","2816","-891"
"-891","2","1211","4","2816","-891"
"-891","2","1221","4","2816","-891"
"-891","2","1231","4","2816","-891"
"-891","2","1241","4","2816","-850"
"-850","2","1251","4","2816","-809"
"-809","2","1261","4","2816","-809"
"-809","2","1271","4","2816","-809"
"-809","2","1281","4","2816","-768"
"-768","2","1291","4","2816","-727"
"-727","2","1301","4","2816","-686"
"-686","2","1311","4","2816","-686"
"-686","2","1321","4","2816","-645"
"-645","2","1331","4","2816","-604"
"-604","2","1341","4","2816","-563"
"-563","2","1351","4","2816","-522"
"-522","2","1361","4","2816","-439"
"-1230","2","1371","5","2816","-1166"
"-1166","2","1381","5","2816","-1129"
"-1129","2","1391","5","2816","-1129"
"-1129","2","1401","5","2816","-1129"
"-1129","2","1411","5","2816","-1129"
"-1129","2","1421","5","2816","-1092"
"-1092","2","1431","5","2816","-1092"
"-1092","2","1441","5","2816","-1055"
"-1055","2","1451","5","2816","-1018"
"-1018","2","1461","5","2816","-981"
"-981","2","1471","5","2816","-981"
"-981","2","1481","5","2816","-944"
"-944","2","1491","5","2816","-907"
"-907","2","1501","5","2816","-870"
"-870","2","1511","5","2816","-833"
"-833","2","1521","5","2816","-796"
"-796","2","1531","5","2816","-759"
"-759","2","1541","5","2816","-722"
"-722","2","1551","5","2816","-722"
"-722","2","1561","5","2816","-722"
"-722","2","1571","5","2816","-685"
"-685","2","1581","5","2816","-648"
"-648","2","1591","5","2816","-611"
"-611","2","1601","5","2816","-574"
"-574","2","1611","5","2816","-574"
"-574","2","1621","5","2816","-537"
"-537","2","1631","5","2816","-500"
"-500","2","1641","5","2816","-500"
"-500","2","1651","5","2816","-500"
"-500","2","1661","5","2816","-500"
"-500","2","1671","5","2816","-436"
"-1230","2","1681","6","2816","-1115"
"-1115","2","1691","6","2816","-1035"
"-1035","2","1701","6","2816","-955"
"-955","2","1711","6","2816","-875"
"-875","2","1721","6","2816","-795"
"-795","2","1731","6","2816","-715"
"-715","2","1741","6","2816","-715"
"-715","2","1751","6","2816","-635"
"-635","2","1761","6","2816","-635"
"-635","2","1771","6","2816","-635"
"-635","2","1781","6","2816","-635"
"-635","2","1782","6","2816","-635"
"-635","2","1791","6","2816","-555"
"-555","2","1801","6","2816","-440"
"-1225","2","1811","7","2816","-1225"
"-1225","2","1821","7","2816","-1135"
"-1135","2","1831","7","2816","-1080"
"-1080","2","1841","7","2816","-1025"
"-1025","2","1851","7","2816","-970"
"-970","2","1861","7","2816","-915"
"-915","2","1871","7","2816","-860"
"-860","2","1881","7","2816","-860"
"-860","2","1891","7","2816","-805"
"-805","2","1901","7","2816","-750"
"-750","2","1911","7","2816","-695"
"-695","2","1921","7","2816","-695"
"-695","2","1931","7","2816","-640"
"-640","2","1941","7","2816","-640"
"-640","2","1951","7","2816","-585"
"-585","2","1961","7","2816","-530"
"-530","2","1971","7","2816","-440"
"-440","2","1981","7","2816","-440"
"-1480","1","1991","8","2816","-1380"
"-1380","1","2001","8","2816","-1380"
"-1380","1","2011","8","2816","-1325"
"-1325","1","2021","8","2816","-1270"
"-1270","1","2031","8","2816","-1270"
"-1270","1","2041","8","2816","-1215"
"-1215","1","2051","8","2816","-1215"
"-1215","1","2061","8","2816","-1160"
"-1160","1","2071","8","2816","-1105"
"-1105","1","2081","8","2816","-1050"
"-1050","1","2091","8","2816","-995"
"-995","1","2101","8","2816","-995"
"-995","1","2111","8","2816","-940"
"-940","1","2121","8","2816","-885"
"-885","1","2131","8","2816","-885"
"-885","1","2141","8","2816","-830"
"-830","1","2151","8","2816","-775"
"-775","1","2161","8","2816","-720"
"-720","1","2171","8","2816","-720"
"-720","1","2181","8","2816","-665"
"-665","1","2191","8","2816","-610"
"-610","1","2201","8","2816","-610"
"-610","1","2211","8","2816","-555"
"-555","1","2221","8","2816","-500"
"-500","1","2231","8","2816","-445"
"-445","1","2241","8","2816","-390"
"-390","1","2251","8","2816","-335"
"-335","1","2261","8","2816","-280"
"-280","1","2271","8","2816","-280"
"-280","1","2281","8","2816","-230"
"-1240","2","2291","9","2816","-1192"
"-1192","2","2301","9","2816","-1148"
"-1148","2","2311","9","2816","-1105"
"-1105","2","2321","9","2816","-1105"
"-1105","2","2331","9","2816","-1062"
"-1062","2","2341","9","2816","-1019"
"-1019","2","2351","9","2816","-976"
"-976","2","2361","9","2816","-976"
"-976","2","2371","9","2816","-976"
"-976","2","2381","9","2816","-976"
"-976","2","2391","9","2816","-934"
"-934","2","2401","9","2816","-892"
"-892","2","2411","9","2816","-892"
"-892","2","2421","9","2816","-892"
"-892","2","2431","9","2816","-850"
"-850","2","2441","9","2816","-808"
"-808","2","2451","9","2816","-766"
"-766","2","2461","9","2816","-766"
"-766","2","2471","9","2816","-766"
"-766","2","2481","9","2816","-766"
"-766","2","2491","9","2816","-766"
"-766","2","2501","9","2816","-724"
"-724","2","2511","9","2816","-682"
"-682","2","2521","9","2816","-682"
"-682","2","2531","9","2816","-682"
"-682","2","2541","9","2816","-640"
"-640","2","2551","9","2816","-598"
"-598","2","2561","9","2816","-556"
"-556","2","2571","9","2816","-514"
"-514","2","2581","9","2816","-472"
"-472","2","2591","9","2816","-430"
"-1440","1","2601","10","2816","-1440"
"-1440","1","2611","10","2816","-1440"
"-1440","1","2621","10","2816","-1440"
"-1440","1","2622","10","2816","-1440"
"-1440","1","2623","10","2816","-1440"
"-1440","1","2631","10","2816","-1373"
"-1373","1","2641","10","2816","-1308"
"-1308","1","2651","10","2816","-1244"
"-1244","1","2661","10","2816","-1181"
"-1181","1","2671","10","2816","-1118"
"-1118","1","2681","10","2816","-1055"
"-1055","1","2691","10","2816","-992"
"-992","1","2701","10","2816","-992"
"-992","1","2711","10","2816","-929"
"-929","1","2721","10","2816","-866"
"-866","1","2731","10","2816","-803"
"-803","1","2741","10","2816","-740"
"-740","1","2751","10","2816","-677"
"-677","1","2761","10","2816","-614"
"-614","1","2771","10","2816","-551"
"-551","1","2781","10","2816","-551"
"-551","1","2791","10","2816","-551"
"-551","1","2801","10","2816","-551"
"-551","1","2811","10","2816","-551"
"-551","1","2821","10","2816","-551"
"-551","1","2831","10","2816","-551"
"-551","1","2841","10","2816","-551"
"-551","1","2851","10","2816","-488"
"-488","1","2861","10","2816","-425"
"-425","1","2871","10","2816","-361"
"-361","1","2881","10","2816","-296"
"-296","1","2891","10","2816","-230"
"-1240","2","2901","11","2816","-1240"
"-1240","2","2911","11","2816","-1203"
"-1203","2","2921","11","2816","-1168"
"-1168","2","2931","11","2816","-1133"
"-1133","2","2941","11","2816","-1098"
"-1098","2","2951","11","2816","-1063"
"-1063","2","2961","11","2816","-1028"
"-1028","2","2971","11","2816","-993"
"-993","2","2981","11","2816","-958"
"-958","2","2991","11","2816","-923"
"-923","2","3001","11","2816","-888"
"-888","2","3011","11","2816","-888"
"-888","2","3021","11","2816","-853"
"-853","2","3031","11","2816","-853"
"-853","2","3041","11","2816","-818"
"-818","2","3051","11","2816","-783"
"-783","2","3061","11","2816","-748"
"-748","2","3071","11","2816","-713"
"-713","2","3081","11","2816","-678"
"-678","2","3091","11","2816","-643"
"-643","2","3101","11","2816","-608"
"-608","2","3111","11","2816","-608"
"-608","2","3121","11","2816","-573"
"-573","2","3131","11","2816","-573"
"-573","2","3141","11","2816","-573"
"-573","2","3151","11","2816","-573"
"-573","2","3161","11","2816","-538"
"-538","2","3171","11","2816","-538"
"-538","2","3181","11","2816","-503"
"-503","2","3191","11","2816","-468"
"-468","2","3201","11","2816","-430"
"-1240","2","3211","12","2816","-1240"
"-1240","2","3221","12","2816","-1240"
"-1240","2","3231","12","2816","-1240"
"-1240","2","3241","12","2816","-1194"
"-1194","2","3251","12","2816","-1150"
"-1150","2","3261","12","2816","-1108"
"-1108","2","3271","12","2816","-1066"
"-1066","2","3281","12","2816","-1024"
"-1024","2","3291","12","2816","-982"
"-982","2","3301","12","2816","-940"
"-940","2","3311","12","2816","-898"
"-898","2","3321","12","2816","-898"
"-898","2","3331","12","2816","-856"
"-856","2","3341","12","2816","-814"
"-814","2","3351","12","2816","-772"
"-772","2","3361","12","2816","-730"
"-730","2","3371","12","2816","-688"
"-688","2","3381","12","2816","-688"
"-688","2","3391","12","2816","-688"
"-688","2","3401","12","2816","-646"
"-646","2","3411","12","2816","-604"
"-604","2","3421","12","2816","-562"
"-562","2","3431","12","2816","-562"
"-562","2","3441","12","2816","-562"
"-562","2","3451","12","2816","-519"
"-519","2","3461","12","2816","-519"
"-519","2","3471","12","2816","-519"
"-519","2","3481","12","2816","-475"
"-475","2","3491","12","2816","-475"
"-475","2","3501","12","2816","-475"
"-475","2","3511","12","2816","-430"
"-1240","2","3521","13","2816","-1190"
"-1190","2","3531","13","2816","-1190"
"-1190","2","3541","13","2816","-1190"
"-1190","2","3551","13","2816","-1190"
"-1190","2","3561","13","2816","-1190"
"-1190","2","3571","13","2816","-1190"
"-1190","2","3581","13","2816","-1190"
"-1190","2","3591","13","2816","-1141"
"-1141","2","3601","13","2816","-1094"
"-1094","2","3611","13","2816","-1047"
"-1047","2","3621","13","2816","-1000"
"-1000","2","3631","13","2816","-953"
"-953","2","3641","13","2816","-906"
"-906","2","3651","13","2816","-859"
"-859","2","3661","13","2816","-812"
"-812","2","3671","13","2816","-765"
"-765","2","3681","13","2816","-718"
"-718","2","3691","13","2816","-718"
"-718","2","3701","13","2816","-718"
"-718","2","3711","13","2816","-671"
"-671","2","3721","13","2816","-624"
"-624","2","3731","13","2816","-577"
"-577","2","3741","13","2816","-577"
"-577","2","3751","13","2816","-577"
"-577","2","3761","13","2816","-529"
"-529","2","3771","13","2816","-480"
"-480","2","3781","13","2816","-430"
"-430","2","3791","13","2816","-430"
"-1440","1","3801","14","2816","-1440"
"-1440","1","3811","14","2816","-1440"
"-1440","1","3821","14","2816","-1440"
"-1440","1","3831","14","2816","-1362"
"-1362","1","3841","14","2816","-1285"
"-1285","1","3851","14","2816","-1209"
"-1209","1","3861","14","2816","-1209"
"-1209","1","3871","14","2816","-1134"
"-1134","1","3881","14","2816","-1059"
"-1059","1","3891","14","2816","-1059"
"-1059","1","3901","14","2816","-984"
"-984","1","3911","14","2816","-984"
"-984","1","3921","14","2816","-984"
"-984","1","3931","14","2816","-984"
"-984","1","3941","14","2816","-984"
"-984","1","3951","14","2816","-984"
"-984","1","3961","14","2816","-984"
"-984","1","3971","14","2816","-984"
"-984","1","3981","14","2816","-909"
"-909","1","3991","14","2816","-834"
"-834","1","4001","14","2816","-759"
"-759","1","4011","14","2816","-684"
"-684","1","4021","14","2816","-684"
"-684","1","4031","14","2816","-684"
"-684","1","4041","14","2816","-609"
"-609","1","4051","14","2816","-534"
"-534","1","4061","14","2816","-459"
"-459","1","4071","14","2816","-384"
"-384","1","4081","14","2816","-308"
"-308","1","4091","14","2816","-230"
"-200","1","4092","1","2816","-200"
