708c772c26e7566e13c25b3b20e797d81674f64b127a07643bf07b6d44db16af,2c3c3a2185b5287f9df34c4a6daf1a8e343f8ca6865e872d60ea4edf77562305,6738cc4bcb9fe851fb6d7aa16ad7bd71eaf0e5f8e87e1887b36e5b35d95f235f,97e86656ebc82e3e3c6c3b7dd2e085d0a7f4faac6d323ca427ed858532f267a2,50c32590f95da54a9d3d0a45086ae92ef33a473af2a79a1a4fd652388339eadf,2218d90f4aa286306e226fda011c284bd65033c6f7ba6b8fed3cd169794f2e22,94b528e7ee226fd9017cb0fd60e53736f9dea4081c7641a7ca3de01f46371e1a
"1","1003902","1","0","81001306","0","307000"
"1","1004001","1","0","81004001","0","310800"
"1","1004002","1","0","81004002","0","310800"
"1","1004101","1","0","81001505","0","307300"
"1","1004102","1","0","81001506","0","307300"
"1","1004201","1","0","81004201","0","311100"
"1","1004202","1","0","81004202","0","311100"
"1","1004301","1","0","81001905","0","307800"
"1","1004302","1","0","81001906","0","307800"
"1","1004401","1","0","81004401","0","311300"
"1","1004402","1","0","81004402","0","311300"
"1","1004501","1","0","81002101","0","308000"
"1","1004502","1","0","81002102","0","308000"
"1","1004601","1","0","81004601","0","311400"
"1","1004602","1","0","81004602","0","311400"
"1","1004701","1","0","81002301","0","308200"
"1","1004702","1","0","81002302","0","308200"
"1","1004801","1","0","81002405","0","311500"
"1","1004802","1","0","81002406","0","311500"
"1","1004901","1","0","81002501","0","308400"
"1","1004902","1","0","81002502","0","308400"
"1.4","1005001","1.4","-28","81005001","0","311600"
"1.4","1005002","1.4","-28","81005002","0","311600"
"1","1005101","1","0","81002701","0","308600"
"1","1005102","1","0","81002702","0","308600"
"1","1005201","1","0","81000605","0","312100"
"1","1005202","1","0","81003301","0","312100"
"1","1005301","1","0","81001705","0","307400"
"1","1005302","1","0","81001706","0","307400"
"1","1005401","1","0","81003005","0","312200"
"1","1005402","1","0","81003006","0","312200"
"1","1005501","1","0","81002901","0","309300"
"1","1005502","1","0","81002902","0","309300"
"1","1005601","1","0","81005601","0","312300"
"1","1005602","1","0","81005602","0","312302"
"1","1005701","1","0","81003101","0","310000"
"1","1005702","1","0","81003102","0","310000"
"1.75","1005801","1.75","0","100021","0","312600"
"1.75","1005802","1.75","0","100531","0","312600"
"1","1005901","1","0","101821","0","312700"
"1","1005902","1","0","101841","0","312700"
"1","1006001","1","0","81000605","0","310300"
"1","1006002","1","0","81003301","0","310300"
"0.65","1006101","0.65","-27","81006101","0","312800"
"0.65","1006102","0.65","-27","81006102","0","312800"
"2.5","1006201","2.5","0","100021","0","310500"
"2.5","1006202","2.5","0","100531","0","310500"
"0.4","1006301","0.4","0","81003601","0","310600"
"0.4","1006302","0.4","0","81003602","0","310600"
"1","1006401","1","-30","81006401","0","313200"
"1","1006402","1","-30","81006402","0","313200"
"1.2","1006501","1.2","0","81003801","0","310700"
"1.2","1006502","1.2","0","81003802","0","310700"
"0.7","1006601","0.7","-25","81006601","0","313100"
"0.7","1006602","0.7","-25","81006602","0","313100"
"1","1006701","1","0","81004001","0","310800"
"1","1006702","1","0","81004002","0","310800"
"1.25","1006801","1.25","-26","81006801","0","313300"
"1.25","1006802","1.25","-26","81006802","0","313300"
"1","1006901","1","0","81004201","0","311100"
"1","1006902","1","0","81004202","0","311100"
"1.25","1007001","1.25","-30","81007001","0","314001"
"1.25","1007002","1.25","-30","81007002","0","314002"
"1","1007101","1","0","81004401","0","311300"
"1","1007102","1","0","81004402","0","311300"
"0.77","1007201","0.77","-27","81007201","0","314100"
"0.77","1007202","0.77","-27","81007202","0","314100"
"1","1007301","1","0","81004601","0","311400"
"1","1007302","1","0","81004602","0","311400"
"1.33","1007401","1.33","-33","81007401","0","314200"
"1.33","1007402","1.33","-33","81007402","0","314200"
"1","1007501","1","0","81002405","0","311500"
"1","1007502","1","0","81002406","0","311500"
"1.7","1007601","1.7","-20","81007601","0","314300"
"1.7","1007602","1.7","-20","81007602","0","314300"
"1.4","1007701","1.4","-28","81005001","0","311600"
"1.4","1007702","1.4","-28","81005002","0","311600"
"1.25","1007801","1.25","-33","81007801","0","314400"
"1.25","1007802","1.25","-33","81007802","0","314400"
"1","1007901","1","0","81000605","0","312100"
"1","1007902","1","0","81003301","0","312100"
"1","1008001","1","-20","81003006","0","314500"
"1","1008002","1","-20","81008002","0","314500"
"1","1008101","1","0","81003005","0","312200"
"1","1008102","1","0","81003006","0","312200"
"1.6","1008201","1.6","-25","81003205","0","314600"
"1.6","1008202","1.6","-25","81003206","0","314600"
"1","1008301","1","0","81005601","0","312300"
"1","1008302","1","0","81005602","0","312302"
"1","1008401","1","0","100111","0","314700"
"1","1008402","1","0","100431","0","314700"
"0.9","1008501","0.9","0","81008501","0","314800"
"0.9","1008502","0.9","0","81008504","0","314800"
"1.75","1008601","1.75","0","100021","0","312600"
"1.75","1008602","1.75","0","100531","0","312600"
"1","1008701","1","0","101821","0","312700"
"1","1008702","1","0","101841","0","312700"
"0.8","1008801","0.8","-20","81008801","0","315100"
"0.8","1008802","0.8","-20","81008802","0","315100"
"0.65","1008901","0.65","-27","81006101","0","312800"
"0.65","1008902","0.65","-27","81006102","0","312800"
"0.85","1009001","0.85","-25","102994","0","315400"
"0.85","1009002","0.85","-25","102997","0","315400"
"1","1009101","1","-30","81006401","0","313200"
"1","1009102","1","-30","81006402","0","313200"
"0.95","1009201","0.95","-20","103021","0","316000"
"0.95","1009202","0.95","-20","103011","0","316000"
"0.7","1009301","0.7","-25","81006601","0","313100"
"0.7","1009302","0.7","-25","81006602","0","313100"
"1.5","1009401","1.5","-20","102091","0","316200"
"1.5","1009402","1.5","-20","102111","0","316200"
"1.25","1009501","1.25","-26","81006801","0","313300"
"1.25","1009502","1.25","-26","81006802","0","313300"
"0.77","1009601","0.77","-27","102591","0","316300"
"0.77","1009602","0.77","-27","102601","0","316300"
"1.25","1009701","1.25","-30","81007001","0","314001"
"1.25","1009702","1.25","-30","81007002","0","314002"
"0.8","1009801","0.8","-27","81000405","0","316400"
"0.8","1009802","0.8","-27","81000406","0","316400"
"0.77","1009901","0.77","-27","81007201","0","314100"
"0.77","1009902","0.77","-27","81007202","0","314100"
"0.95","1010001","0.95","-20","81010001","0","316500"
"0.95","1010002","0.95","-20","81010002","0","316500"
"1.33","1010101","1.33","-33","81007401","0","314200"
"1.33","1010102","1.33","-33","81007402","0","314200"
"0.8","1010201","0.8","-27","81010201","0","316700"
"0.8","1010202","0.8","-27","81010202","0","316700"
"1.7","1010301","1.7","-20","81007601","0","314300"
"1.7","1010302","1.7","-20","81007602","0","314300"
"1","1010401","1","-20","100091","0","318000"
"1","1010402","1","-20","100381","0","318000"
"1.25","1010501","1.25","-33","81007801","0","314400"
"1.25","1010502","1.25","-33","81007802","0","314400"
"1","1010601","1","-27","101361","0","318200"
"1","1010602","1","-27","102961","0","318200"
"1","1010701","1","-20","81003006","0","314500"
"1","1010702","1","-20","81008002","0","314500"
"1.1","1010801","1.1","-17","81001505","0","318100"
"1.1","1010802","1.1","-17","81010802","0","318100"
"1.6","1010901","1.6","-25","81003205","0","314600"
"1.6","1010902","1.6","-25","81003206","0","314600"
"0.7","1011001","0.7","-25","101581","0","318500"
"0.7","1011002","0.7","-25","103141","0","318500"
"0.92","1011101","0.92","-28","103151","0","318600"
"0.92","1011102","0.92","-28","103161","0","318600"
"1","1011201","1","0","100111","0","314700"
"1","1011202","1","0","100431","0","314700"
"0.9","1011301","0.9","0","81008501","0","314800"
"0.9","1011302","0.9","0","81008504","0","314800"
"1.1","1011401","1.1","-27","81011401","0","318300"
"1.1","1011402","1.1","-27","81011402","0","318300"
"0.8","1011501","0.8","-20","81008801","0","315100"
"0.8","1011502","0.8","-20","81008802","0","315100"
"1.18","1011601","1.18","0","102091","0","318800"
"1.18","1011602","1.18","0","102111","0","318800"
"0.85","1011701","0.85","-25","102994","0","315400"
"0.85","1011702","0.85","-25","102997","0","315400"
"1.1","1011801","1.1","-25","81011801","0","319100"
"1.1","1011802","1.1","-25","81011802","0","319100"
"0.95","1011901","0.95","-20","103021","0","316000"
"0.95","1011902","0.95","-20","103011","0","316000"
"1.1","1012001","1.1","-17","81012001","0","318900"
"1.1","1012002","1.1","-17","81012002","0","318900"
"1.5","1012101","1.5","-20","102091","0","316200"
"1.5","1012102","1.5","-20","102111","0","316200"
"1.4","1012201","1.4","0","81012207","0","319000"
"1.4","1012202","1.4","0","81012208","0","319000"
"0.77","1012301","0.77","-27","102591","0","316300"
"0.77","1012302","0.77","-27","102601","0","316300"
"0.77","1012401","0.77","-55","103051","0","319300"
"0.77","1012402","0.77","-55","102601","0","319300"
"0.8","1012501","0.8","-27","81000405","0","316400"
"0.8","1012502","0.8","-27","81000406","0","316400"
"1.18","1012601","1.18","-30","81012601","0","319500"
"1.18","1012602","1.18","-30","81012602","0","319500"
"0.95","1012701","0.95","-20","81010001","0","316500"
"0.95","1012702","0.95","-20","81010002","0","316500"
"1.5","1012801","1.5","0","101111","0","320000"
"1.5","1012802","1.5","0","101131","0","320000"
"0.8","1012901","0.8","-27","81010201","0","316700"
"0.8","1012902","0.8","-27","81010202","0","316700"
"1","1013001","1","0","81011401","0","313702"
"1","1013002","1","0","81013002","0","313702"
"1","1013101","1","-20","100091","0","318000"
"1","1013102","1","-20","100381","0","318000"
"0.7","1013201","0.7","-50","100941","0","320200"
"0.7","1013202","0.7","-50","100961","0","320200"
"0.7","1013203","0.7","-50","100961","0","320200"
"1","1013301","1","-27","101361","0","318200"
"1","1013302","1","-27","102961","0","318200"
"1","1013303","1","-27","102961","0","318200"
"1","1013401","1","-50","81013401","-20","320300"
"1","1013402","1","-50","81013402","-20","320300"
"1","1013403","1","-50","81013402","-20","320300"
"1.1","1013501","1.1","-17","81001505","0","318100"
"1.1","1013502","1.1","-17","81010802","0","318100"
"1.1","1013503","1.1","-17","81010802","0","318100"
"1","1013601","1","0","81013601","0","320400"
"1","1013602","1","0","81013602","0","320400"
"1","1013603","1","0","81013602","0","320400"
"0.65","1013701","0.65","10","81013701","0","320500"
"0.65","1013702","0.65","10","81013702","0","320500"
"0.65","1013703","0.65","10","81013702","0","320500"
"0.7","1013801","0.7","-25","101581","0","318500"
"0.7","1013802","0.7","-25","103141","0","318500"
"0.7","1013803","0.7","-25","103141","0","318500"
"0.9","1013901","0.9","0","103151","0","318600"
"0.9","1013902","0.9","0","103161","0","318600"
"0.9","1013903","0.9","0","103161","0","318600"
"1.2","1014001","1.2","-20","101951","0","320700"
"1.2","1014002","1.2","-20","101951","0","320700"
"1.2","1014003","1.2","-20","101951","0","320700"
"1.1","1014101","1.1","-27","81011401","0","318300"
"1.1","1014102","1.1","-27","81011402","0","318300"
"1.1","1014103","1.1","-27","81011402","0","318300"
"1","1014201","1","-10","100371","0","320900"
"1","1014202","1","-10","100381","0","320900"
"1","1014203","1","-10","100381","0","320900"
"1.18","1014301","1.18","0","102091","0","318800"
"1.18","1014302","1.18","0","102111","0","318800"
"1.18","1014303","1.18","0","102111","0","318800"
"0.75","1014401","0.75","-10","100021","0","321100"
"0.75","1014402","0.75","-10","100691","0","321100"
"0.75","1014403","0.75","-10","100691","0","321100"
"1.1","1014501","1.1","-25","81011801","0","319100"
"1.1","1014502","1.1","-25","81011802","0","319100"
"1.1","1014503","1.1","-25","81011802","0","319100"
"0.85","1014601","0.85","-25","81014601","0","321200"
"0.85","1014602","0.85","-25","81014602","0","321200"
"0.85","1014603","0.85","-25","81014602","0","321200"
"1.1","1014701","1.1","-17","81012001","0","318900"
"1.1","1014702","1.1","-17","81012002","0","318900"
"1.1","1014703","1.1","-17","81012002","0","318900"
"1.1","1014801","1.1","-30","81014801","0","321300"
"1.1","1014802","1.1","-30","81014802","0","321300"
"1.1","1014803","1.1","-30","81014802","0","321300"
"1.4","1014901","1.4","0","81012207","0","319000"
"1.4","1014902","1.4","0","81012208","0","319000"
"1.4","1014903","1.4","0","81012208","0","319000"
"0.91","1015001","0.91","-10","81015001","0","321400"
"0.91","1015002","0.91","-10","81015001","0","321400"
"0.91","1015003","0.91","-10","81015001","0","321400"
"0.77","1015101","0.77","-55","103051","0","319300"
"0.77","1015102","0.77","-55","102601","0","319300"
"0.77","1015103","0.77","-55","102601","0","319300"
"0.61","1015201","0.61","0","81015201","-20","321700"
"0.61","1015202","0.61","0","81015202","-20","321700"
"0.61","1015203","0.61","0","81015202","-20","321700"
"1","1015301","1","0","81001705","0","307400"
"1","1015302","1","0","81001706","0","307400"
"1","1015303","1","0","81001706","0","307400"
"1","1015401","1","-10","100051","0","321800"
"1","1015402","1","-10","100931","0","321800"
"1","1015403","1","-10","100931","0","321800"
"1.18","1015501","1.18","-30","103311","0","319500"
"1.18","1015502","1.18","-30","103321","0","319500"
"1.18","1015503","1.18","-30","103321","0","319500"
"0.73","1015601","0.73","13","81015601","0","322100"
"0.73","1015602","0.73","13","81015602","0","322100"
"0.73","1015603","0.73","13","81015602","0","322100"
"1.5","1015701","1.5","0","101111","0","320000"
"1.5","1015702","1.5","0","101131","0","320000"
"1.5","1015703","1.5","0","101131","0","320000"
"1.5","1015801","1.5","-10","81003006","0","322200"
"1.5","1015802","1.5","-10","81008002","0","322200"
"1.5","1015803","1.5","-10","81008002","0","322200"
"1","1015901","1","0","81011401","0","313702"
"1","1015902","1","0","81013002","0","313702"
"1","1015903","1","0","81013002","0","313702"
"1.33","1016001","1.33","-55","81001205","-20","322400"
"1.33","1016002","1.33","-55","81001206","-20","322400"
"1.33","1016003","1.33","-55","81001206","-20","322400"
"0.7","1016101","0.7","-50","100941","0","320200"
"0.7","1016102","0.7","-50","100961","0","320200"
"0.7","1016103","0.7","-50","100961","0","320200"
"1","1016301","1","-50","81013401","-20","320300"
"1","1016302","1","-50","81013402","-20","320300"
"1","1016303","1","-50","81013402","-20","320300"
"1","1016401","1","0","81013601","0","320400"
"1","1016402","1","0","81013602","0","320400"
"1","1016403","1","0","81013602","0","320400"
"0.65","1016501","0.65","10","81013701","0","320500"
"0.65","1016502","0.65","10","81013702","0","320500"
"0.65","1016503","0.65","10","81013702","0","320500"
"1.2","1016601","1.2","-20","101951","0","320700"
"1.2","1016602","1.2","-20","101951","0","320700"
"1.2","1016603","1.2","-20","101951","0","320700"
"1","1016701","1","-10","100371","0","320900"
"1","1016702","1","-10","100381","0","320900"
"1","1016703","1","-10","100381","0","320900"
"0.75","1016801","0.75","-10","100021","0","321100"
"0.75","1016802","0.75","-10","100691","0","321100"
"0.75","1016803","0.75","-10","100691","0","321100"
"0.85","1016901","0.85","-25","81014601","0","321200"
"0.85","1016902","0.85","-25","81014602","0","321200"
"0.85","1016903","0.85","-25","81014602","0","321200"
"1.1","1017001","1.1","-30","81014801","0","321300"
"1.1","1017002","1.1","-30","81014802","0","321300"
"1.1","1017003","1.1","-30","81014802","0","321300"
