0879f7cf5cf339478814174ca64f3d58fe7a22b66b45160bd0060f92624985aa,7aeb0f64b1154f74bc90690be48a3929ee1546d9ba464c5bb4300efc2640f0d7,85d29ae17527981baea08ec75198fc7848b697381f3cd7be58c21df83b6eb531,f758b023c51a79dd93f465c6b82b0081f5acf9d1674df1eef23fd04a4fc1be60,27d901cf5deca85dea6916658fe503311381213ea9d9046a489db25431b8199e,ea9ba8ce680ac8b9615833d2f02b5c7b5baa896926f34da50f8bd6446bef2bc0,6d31d85bacc3850fd245a5a6001c2df071bf3139168c497570d21aa1d634ea03,6aceccfba116e7f401a29cc338372a6fc335c61b1709d1898692815dd690df1b
"96003","3","1000","58","0","2","20004","100"
"96003","3","400","59","0","2","22003","100"
"96004","4","20000","60","1","2","21952","1"
"96004","4","10000","61","1","2","21905","1"
"96004","4","10000","62","2","2","41000","1"
"96004","4","2000","63","5","2","31807","5"
"96004","4","1500","64","5","2","31245","5"
"96004","4","1500","65","5","2","31248","5"
"96004","4","1500","66","5","2","31250","5"
"96004","4","1500","67","5","2","31091","5"
"96004","4","2500","68","5","2","90005","10"
"96004","4","2500","69","10","4","140001","50"
"96004","4","1000","70","10","2","25001","10"
"96004","4","500","71","5","4","150003","30"
"96004","4","650","72","5","4","150004","30"
"96004","4","750","73","5","4","150005","30"
"96004","4","900","74","5","4","150006","30"
"96004","4","1000","75","5","4","150007","30"
"96004","4","1150","76","5","4","150008","30"
"96004","4","1300","77","5","4","150009","30"
"96004","4","2500","78","5","2","20004","500"
"96004","4","1000","79","5","2","22003","500"
"96004","4","1000","80","0","2","20004","100"
"96004","4","400","81","0","2","22003","100"
"96005","5","20000","82","1","2","25101","1"
"96005","5","20000","83","1","2","21952","1"
"96005","5","10000","84","1","2","21905","1"
"96005","5","10000","85","2","2","41000","1"
"96005","5","1500","86","5","2","31200","5"
"96005","5","1500","87","5","2","31253","5"
"96005","5","1500","88","5","2","31255","5"
"96005","5","1500","89","5","2","31256","5"
"96005","5","2500","90","5","2","90005","10"
"96005","5","2500","91","10","4","140001","50"
"96005","5","1000","92","10","2","25001","10"
"96005","5","500","93","5","4","150003","30"
"96005","5","650","94","5","4","150004","30"
"96005","5","750","95","5","4","150005","30"
"96005","5","900","96","5","4","150006","30"
"96005","5","1000","97","5","4","150007","30"
"96005","5","1150","98","5","4","150008","30"
"96005","5","1300","99","5","4","150009","30"
"96005","5","2500","100","5","2","20004","500"
"96005","5","1000","101","5","2","22003","500"
"96005","5","1000","102","0","2","20004","100"
"96005","5","400","103","0","2","22003","100"
"96006","6","20000","104","1","2","25101","1"
"96006","6","20000","105","1","2","21952","1"
"96006","6","10000","106","1","2","21905","1"
"96006","6","10000","107","2","2","41000","1"
"96006","6","1500","108","5","2","31262","5"
"96006","6","1500","109","5","2","31266","5"
"96006","6","1500","110","5","2","31269","5"
"96006","6","1500","111","5","2","31271","5"
"96006","6","2500","112","5","2","90005","10"
"96006","6","2500","113","10","4","140001","50"
"96006","6","1000","114","10","2","25001","10"
"96006","6","500","115","5","4","150003","30"
"96006","6","650","116","5","4","150004","30"
"96006","6","750","117","5","4","150005","30"
"96006","6","900","118","5","4","150006","30"
"96006","6","1000","119","5","4","150007","30"
"96006","6","1150","120","5","4","150008","30"
"96006","6","1300","121","5","4","150009","30"
"96006","6","2500","122","5","2","20004","500"
"96006","6","1000","123","5","2","22003","500"
"96006","6","1000","124","0","2","20004","100"
"96006","6","400","125","0","2","22003","100"
"96007","7","20000","126","1","2","25101","1"
"96007","7","20000","127","1","2","21952","1"
"96007","7","10000","128","1","2","21905","1"
"96007","7","10000","129","2","2","41000","1"
"96007","7","1500","130","5","2","31272","5"
"96007","7","2000","131","5","2","31808","5"
"96007","7","1500","132","5","2","31275","5"
"96007","7","2500","133","5","2","90005","10"
"96007","7","2500","134","10","4","140001","50"
"96007","7","1000","135","10","2","25001","10"
"96007","7","500","136","5","4","150003","30"
"96007","7","650","137","5","4","150004","30"
"96007","7","750","138","5","4","150005","30"
"96007","7","900","139","5","4","150006","30"
"96007","7","1000","140","5","4","150007","30"
"96007","7","1150","141","5","4","150008","30"
"96007","7","1300","142","5","4","150009","30"
"96007","7","2500","143","5","2","20004","500"
"96007","7","1000","144","5","2","22003","500"
"96007","7","1000","145","0","2","20004","100"
"96007","7","400","146","0","2","22003","100"
"96008","8","20000","147","1","2","25101","1"
"96008","8","20000","148","1","2","21952","1"
"96008","8","10000","149","1","2","21905","1"
"96008","8","10000","150","2","2","41000","1"
"96008","8","1500","151","5","2","31279","5"
"96008","8","2000","152","5","2","31809","5"
"96008","8","1500","153","5","2","31284","5"
"96008","8","1500","154","5","2","31285","5"
"96008","8","1500","155","5","2","31289","5"
"96008","8","1500","156","5","2","31287","5"
"96008","8","1500","157","5","2","31293","5"
"96008","8","2500","158","5","2","90005","10"
"96008","8","2500","159","10","4","140001","50"
"96008","8","1000","160","10","2","25001","10"
"96008","8","500","161","5","4","150003","30"
"96008","8","650","162","5","4","150004","30"
"96008","8","750","163","5","4","150005","30"
"96008","8","900","164","5","4","150006","30"
"96008","8","1000","165","5","4","150007","30"
"96008","8","1150","166","5","4","150008","30"
"96008","8","1300","167","5","4","150009","30"
"96008","8","2500","168","5","2","20004","500"
"96008","8","1000","169","5","2","22003","500"
"96008","8","1000","170","0","2","20004","100"
"96008","8","400","171","0","2","22003","100"
"96009","9","20000","172","1","2","25101","1"
"96009","9","20000","173","1","2","21952","1"
"96009","9","10000","174","1","2","21905","1"
"96009","9","10000","175","2","2","41000","1"
"96009","9","1500","176","5","2","31298","5"
"96009","9","2000","177","5","2","31181","5"
"96009","9","1500","178","5","2","31307","5"
"96009","9","1500","179","5","2","31310","5"
"96009","9","2500","180","5","2","90005","10"
"96009","9","2500","181","10","4","140001","50"
"96009","9","1000","182","10","2","25001","10"
"96009","9","500","183","5","4","150003","30"
"96009","9","650","184","5","4","150004","30"
"96009","9","750","185","5","4","150005","30"
"96009","9","900","186","5","4","150006","30"
"96009","9","1000","187","5","4","150007","30"
"96009","9","1150","188","5","4","150008","30"
"96009","9","1300","189","5","4","150009","30"
"96009","9","2500","190","5","2","20004","500"
"96009","9","1000","191","5","2","22003","500"
"96009","9","1000","192","0","2","20004","100"
"96009","9","400","193","0","2","22003","100"
"96010","10","20000","194","1","2","25101","1"
"96010","10","20000","195","1","2","21952","1"
"96010","10","10000","196","1","2","21905","1"
"96010","10","10000","197","2","2","41000","1"
"96010","10","2000","198","5","2","31182","5"
"96010","10","1500","199","5","2","31312","5"
"96010","10","1500","200","5","2","31316","5"
"96010","10","1500","201","5","2","31317","5"
"96010","10","2500","202","5","2","90005","10"
"96010","10","2500","203","10","4","140001","50"
"96010","10","1000","204","10","2","25001","10"
"96010","10","500","205","5","4","150003","30"
"96010","10","650","206","5","4","150004","30"
"96010","10","750","207","5","4","150005","30"
"96010","10","900","208","5","4","150006","30"
"96010","10","1000","209","5","4","150007","30"
"96010","10","1150","210","5","4","150008","30"
"96010","10","1300","211","5","4","150009","30"
"96010","10","2500","212","5","2","20004","500"
"96010","10","1000","213","5","2","22003","500"
"96010","10","1000","214","0","2","20004","100"
"96010","10","400","215","0","2","22003","100"
