605f01e3acd7788ff35b858db0c9635a65074982b4054d46fc8a033ecdf973be,d9ed58eb002c1185b8294c10b688bc7008e8cc98af0f3b8a1e409f67819ed150,b9fdadf21535b4f647d44009312ec7682eaf699c8b02f6e5d0e76002cec5c115,d8e008cfd3283fd4b6449d54b18ec17b6a39e9959f3d7b022e286e26e71d00e2,bc4e72468bc322c8b63c2f74cf78d9d07e9ef9b7fd7f6411c1f0c5831f72e938,a16a455b448de885540aa2ea49d48eeab03b36d49485b2a91078183741441b74,41fda5a09978b34400c7a6ac7961c22f85e445dd6e6275a603afccf57308b82b,3db3c6a6795f610e683d1020287866240a298adfc9b38d3887bed24cf5e9690f,3b96728f80bba575c23f6da7382088a7988442f1b86aaed541b57a596107dfd4,8ad059cedd2f507b82ef2a97e1105c2684eb6414d17bfb52ab85cb220e60a654,f0854271bb6b21923d27f1a5bb0dd456bc4acd66ce66da1b5898ff394999e65b,c9d76714c61eeebf4bde17432790d48271c0e6b753d190da2f2441cd9a2b3449,0b1b15a4ebebf53150c35962ceb921005306284864a9f6988a94506fefa3be81,fd93fe6bf7285677c05abfed285e321a3b27e7dde41cdc547df87ce356d06f10,d583851b6834dfd120da07c5fba011af5fedcb83729be3cdbf8cddaa43b8e17e,1f6187846d9b52fb9e918c619fc6eca6565c3be3b28df9ee8675db4fc9dea09a,a427db6a6663fb886f94f72cb65529159ab85af1f6188b068d9fce0c8a7f2f00,0504e8aeb28294ea59125874628b56b2bc9274f41dc029f10f7eff85d09b9cdf,f339e422d7ea70699f501e465c90ead7bb10c1a68e65669e1b8842f700c833ad
"0","0","610023006","5","1","0","0","-50","1.5","0","135","","0","10023","0","3","1","1.25","0"
"0","5025321","610025004","5","2","0","600","-50","5.5","610025401","140","","3","10025","5025322","1","1","1.25","0"
"50","0","610025005","5","1","0","0","-50","1.5","0","140","","0","10025","5025323","2","1","1.25","0"
"0","0","610025006","5","1","0","0","-50","1.5","0","140","","0","10025","0","3","1","1.25","0"
"60","5027321","610027004","5","1","0","600","-50","5.5","0","145","","3","10027","5027322","1","1","1.25","0"
"0","0","610027005","5","2","0","600","-50","1.5","610027501","145","","0","10027","5027323","2","1","1.25","0"
"0","0","610027006","5","1","0","0","-50","1.5","0","145","","0","10027","0","3","1","1.25","0"
"0","5029321","610029004","5","2","0","600","0","5.5","610029401","145","","3","10029","5029322","1","1","1.5","0"
"60","0","610029005","5","1","0","0","0","1.5","0","145","","0","10029","5029323","2","1","1.5","0"
"0","0","610029006","5","1","0","0","0","1.5","0","145","","0","10029","0","3","1","1.5","0"
"0","5031321","610031004","5","2","0","600","-50","5.5","610031401","150","","3","10031","5031322","1","1","1.25","0"
"50","0","610031005","5","1","0","0","-50","1.5","0","150","","0","10031","5031323","2","1","1.25","0"
"0","0","610031006","5","1","0","0","-50","1.5","0","150","","0","10031","0","3","1","1.25","0"
"50","5033321","610033004","5","1","0","600","-50","5.5","0","150","","3","10033","5033322","1","1","1.25","0"
"0","0","610033005","5","2","0","600","-50","1.5","610033402","150","","0","10033","5033323","2","1","1.25","0"
"0","0","610033006","5","1","0","0","-50","1.5","0","150","","0","10033","0","3","1","1.25","0"
"70","5011321","610034004","5","1","0","0","0","1.5","0","90","","0","10034","5011322","1","1","1.4","0"
"40","0","610034005","5","1","0","0","0","1.5","0","90","","0","10034","5011323","2","1","1.4","0"
"0","0","610034006","5","1","0","0","0","1.5","0","90","","0","10034","0","3","1","1.4","0"
"0","5035321","610035004","5","2","0","600","5","5.5","610035401","155","","3","10035","5035322","1","1","2.5","0"
"0","0","610035005","5","2","0","600","5","1.5","610035402","155","","0","10035","5035323","2","1","2.5","0"
"0","0","610035006","5","1","0","0","5","1.5","0","155","","0","10035","0","3","1","2.5","0"
"75","5036321","610036004","5","1","0","600","-50","5.5","0","155","","3","10036","5036322","1","1","0.4","0"
"20","0","610036005","5","1","0","600","-50","1.5","0","155","","0","10036","5036323","2","1","0.4","0"
"0","0","610036006","5","1","0","0","-50","1.5","0","155","","0","10036","0","3","1","0.4","0"
"0","0","610037004","5","2","0","600","-50","1.5","610037401","90","","3","10037","5012321","1","1","1.5","0"
"53","0","610037005","5","1","0","0","-50","1.5","0","90","","0","10037","5012322","2","1","1.5","0"
"0","0","610037006","5","1","0","0","-50","1.5","0","90","","0","10037","0","3","1","1.5","0"
"0","5038321","610038004","5","2","0","600","-20","5.5","610038401","155","","3","10038","5038322","1","1","1.8","0"
"55","0","610038005","5","1","0","0","-20","1.5","0","155","310700_detail_idle","0","10038","5038323","2","1","2","0"
"0","0","610038006","5","1","0","0","-20","1.5","0","155","","0","10038","0","3","1","1.8","0"
"0","0","610039004","5","2","0","600","50","1.5","610039401","90","","3","10039","5013321","1","1","0.9","0"
"50","0","610039005","5","1","0","0","84","1.5","0","90","","0","10039","5013322","2","1","1","0"
"0","0","610039006","5","1","0","0","84","1.5","0","90","","0","10039","0","3","1","1","0"
"0","5040321","610040004","5","2","0","600","-20","5.5","610040401","160","","3","10040","5040322","1","1","1.5","0"
"60","0","610040005","5","1","0","0","-35","1.5","0","160","","0","10040","5040323","2","1","1.7","0"
"0","0","610040006","5","1","0","0","-35","1.5","0","160","","0","10040","0","3","1","1.7","0"
"0","0","610041004","5","2","0","600","1","1.5","610041401","90","","3","10041","5015321","1","1","0.9","0"
"42","0","610041005","5","1","0","0","-50","1.5","0","90","","0","10041","5015322","2","1","1.3","0"
"0","0","610041006","5","1","0","0","-50","1.5","0","90","","0","10041","0","3","1","1.3","0"
"60","5042321","610042004","5","5","0","0","-20","5.5","0","160","","0","10042","5042322","1","1","1.7","6500000"
"0","0","610042005","5","2","0","600","-20","1.5","610042402","160","311100_detail_idle","3","10042","5042323","2","1","1.61","0"
"0","0","610042006","5","1","0","0","-20","1.5","0","160","","0","10042","0","3","1","1.7","0"
"0","5019321","610043004","5","4","0","0","-50","1.5","610043401","90","","0","10043","5019322","1","1","1.25","200"
"67","0","610043005","5","1","0","0","-50","1.5","0","90","","0","10043","5019323","2","1","1.25","0"
"0","0","610043006","5","1","0","0","-50","1.5","0","90","","0","10043","0","3","1","1.25","0"
"70","5044321","610044004","5","1","0","600","-54","1.5","0","166","","3","10044","5044322","1","1","1.8","0"
"30","0","610044005","5","1","0","0","-54","1.5","0","166","","0","10044","5044323","2","1","1.8","0"
"0","0","610044006","5","1","0","0","-54","1.5","0","166","","0","10044","0","3","1","1.8","0"
"65","5021321","610045004","5","1","0","0","0","1.5","0","90","","0","10045","5021322","1","1","1","0"
"0","0","610045005","5","3","0","0","0","1.5","0","90","","0","10045","5021323","2","1","1","30"
"0","0","610045006","5","1","0","0","0","1.5","0","90","","0","10045","0","3","1","1","0"
"30","5046321","610046004","5","1","0","0","-35","5.5","0","169","","0","10046","5046322","1","1","1.7","0"
"0","0","610046005","5","2","0","600","-15","1.5","610046402","169","","3","10046","5046323","2","1","1.7","0"
"0","0","610046006","5","1","0","0","-35","1.5","0","169","","0","10046","0","3","1","1.7","0"
"75","5023321","610047004","5","1","0","0","-50","1.5","0","90","","0","10047","5023322","1","1","1.25","0"
"40","0","610047005","5","1","0","0","-50","1.5","0","90","","0","10047","5023323","2","1","1.25","0"
"0","0","610047006","5","1","0","0","-50","1.5","0","90","","0","10047","0","3","1","1.25","0"
"35","5048321","610048004","5","1","0","0","-35","5.5","0","172","","0","10048","5048322","1","1","1.25","0"
"0","0","610048005","5","2","0","600","-35","1.5","610048402","172","","3","10048","5048323","2","1","1.25","0"
"0","0","610048006","5","1","0","0","-35","1.5","0","172","","0","10048","0","3","1","1.25","0"
"0","5025321","610049004","5","2","0","600","-50","5.5","610049401","90","","3","10049","5025322","1","1","1.25","0"
"63","0","610049005","5","1","0","0","-50","1.5","0","90","","0","10049","5025323","2","1","1.25","0"
"0","0","610049006","5","1","0","0","-50","1.5","0","90","","0","10049","0","3","1","1.25","0"
"0","5050321","610050004","5","3","0","0","-35","5.5","610050401","175","","0","10050","5050322","1","1","1.25","35"
"75","0","610050005","5","1","0","0","-35","1.5","0","175","","0","10050","5050323","2","1","1.25","0"
"0","0","610050006","5","1","0","0","-35","1.5","0","175","","0","10050","0","3","1","1.25","0"
"80","5027321","610051004","5","1","0","600","-50","5.5","0","130","","3","10051","5027322","1","1","1.25","0"
"0","0","610051005","5","2","0","600","-50","1.5","610051501","130","","0","10051","5027323","2","1","1.25","0"
"0","0","610051006","5","1","0","0","-50","1.5","0","130","","0","10051","0","3","1","1.25","0"
"79","5052321","610052004","5","1","0","0","-75","5.5","0","178","","0","10052","5052322","1","1","1.7","0"
"36","0","610052005","5","1","0","0","-75","1.5","0","178","","0","10052","5052323","2","1","1.7","0"
"0","0","610052006","5","1","0","0","-75","1.5","0","178","","0","10052","0","3","1","1.7","0"
"0","0","610053004","5","2","0","600","50","1.5","610053401","133","","3","10053","5017321","1","1","0.9","0"
"69","0","610053005","5","1","0","0","84","1.5","0","133","","0","10053","5017322","2","1","1","0"
"0","0","610053006","5","1","0","0","84","1.5","0","133","","0","10053","0","3","1","1","0"
"28","5054321","610054004","5","1","0","0","-75","5.5","0","181","","0","10054","5054322","1","1","1.7","0"
"0","0","610054005","5","2","0","600","-40","1.5","610054402","181","","0","10054","5054323","2","1","1.3","0"
"0","0","610054006","5","1","0","0","-75","1.5","0","181","","0","10054","0","3","1","1.7","0"
"0","5029321","610055004","5","2","0","600","0","5.5","610055401","136","","3","10055","5029322","1","1","1.5","0"
"73","0","610055005","5","1","0","0","0","1.5","0","136","","0","10055","5029323","2","1","1.5","0"
"0","0","610055006","5","1","0","0","0","1.5","0","136","","0","10055","0","3","1","1.5","0"
"80","5056321","610056004","5","1","0","600","-20","5.5","0","175","","3","10056","5056322","1","1","2","0"
"55","0","610056005","5","1","0","0","-20","1.5","0","175","","0","10056","5056323","2","1","2","0"
"0","0","610056006","5","1","0","0","-20","1.5","0","175","","0","10056","0","3","1","2","0"
"0","5031321","610057004","5","2","0","600","-50","5.5","610057401","139","","3","10057","5031322","1","1","1.25","0"
"60","0","610057005","5","1","0","0","-50","1.5","0","139","","0","10057","5031323","2","1","1.25","0"
"0","0","610057006","5","1","0","0","-50","1.5","0","139","","0","10057","0","3","1","1.25","0"
"0","5058321","610058004","5","3","0","600","5","5.5","610058401","178","","3","10058","5058322","1","1","1.75","35"
"68","0","610058005","5","1","0","600","5","1.5","0","178","","0","10058","5058323","2","1","1.75","0"
"0","0","610058006","5","1","0","0","5","1.5","0","178","","0","10058","0","3","1","1.75","0"
"75","5059321","610059004","5","1","0","600","-20","5.5","0","178","","3","10059","5059322","1","1","1.55","0"
"0","0","610059005","5","2","0","600","0","1.5","610059402","178","","0","10059","5059323","2","1","1.15","0"
"0","0","610059006","5","1","0","0","-20","1.5","0","178","","0","10059","0","3","1","1.55","0"
"56","5033321","610060004","5","1","0","600","-50","5.5","0","142","","3","10060","5033322","1","1","1.25","0"
"0","0","610060005","5","2","0","600","-50","1.5","610060402","142","","0","10060","5033323","2","1","1.25","0"
"0","0","610060006","5","1","0","0","-50","1.5","0","142","","0","10060","0","3","1","1.25","0"
"0","5061321","610061004","5","2","0","600","-47","5.5","610061401","181","","3","10061","5061322","1","1","0.83","0"
"80","0","610061005","5","1","0","600","-47","1.5","0","181","","0","10061","5061323","2","1","0.83","0"
"0","0","610061006","5","1","0","0","-47","1.5","0","181","","0","10061","0","3","1","0.83","0"
"0","5035321","610062004","5","2","0","600","5","5.5","610062401","145","","3","10062","5035322","1","1","2.5","0"
"0","0","610062005","5","2","0","600","5","1.5","610062402","145","","0","10062","5035323","2","1","2.5","0"
"0","0","610062006","5","1","0","0","5","1.5","0","145","","0","10062","0","3","1","2.5","0"
"73","5036321","610063004","5","1","0","600","-50","5.5","0","145","","3","10063","5036322","1","1","0.4","0"
"37","0","610063005","5","1","0","600","-50","1.5","0","145","","0","10063","5036323","2","1","0.4","0"
"0","0","610063006","5","1","0","0","-50","1.5","0","145","","0","10063","0","3","1","0.4","0"
"67","5064321","610064004","5","1","0","600","-50","5.5","0","184","","3","10064","5064322","1","1","1.25","0"
"40","0","610064005","5","1","0","600","-50","1.5","0","184","","0","10064","5064323","2","1","1.25","0"
"0","0","610064006","5","1","0","0","-50","1.5","0","184","","0","10064","0","3","1","1.25","0"
"0","5038321","610065004","5","2","0","600","-20","5.5","610065401","148","","3","10065","5038322","1","1","1.5","0"
"67","0","610065005","5","1","0","0","-20","1.5","0","148","310700_detail_idle","0","10065","5038323","2","1","2","0"
"0","0","610065006","5","1","0","0","-20","1.5","0","148","","0","10065","0","3","1","1.8","0"
"94","5066321","610066004","5","5","0","600","-50","5.5","610066401","186","","3","10066","5066322","1","1","1","9000000"
"0","0","610066005","5","2","0","600","-50","1.5","610066402","186","","0","10066","5066323","2","1","1","0"
"0","0","610066006","5","1","0","0","-50","1.5","0","186","","0","10066","0","3","1","1","0"
"0","5040321","610067004","5","2","0","600","-20","5.5","610067401","151","","3","10067","5040322","1","1","1.5","0"
"68","0","610067005","5","1","0","0","-35","1.5","0","151","","0","10067","5040323","2","1","1.7","0"
"0","0","610067006","5","1","0","0","-35","1.5","0","151","","0","10067","0","3","1","1.7","0"
"56","5068321","610068004","5","1","0","600","-47","5.5","0","189","","3","10068","5068322","1","1","1.7","0"
"0","0","610068005","5","2","0","600","-47","1.5","610068402","189","","0","10068","5068323","2","1","1.5","0"
"0","0","610068006","5","1","0","0","-47","1.5","0","189","","0","10068","0","3","1","1.7","0"
"72","5042321","610069004","5","5","0","0","-20","5.5","0","154","","0","10069","5042322","1","1","1.7","2400000"
"0","0","610069005","5","2","0","600","-20","1.5","610069402","154","311100_detail_idle","3","10069","5042323","2","1","1.7","0"
"0","0","610069006","5","1","0","0","-20","1.5","0","154","","0","10069","0","3","1","1.7","0"
"0","5070321","610070004","5","2","1","600","-50","5.5","610070401","192","","3","10070","5070322","1","1","2","0"
"0","0","610070005","5","2","1","600","-50","1.5","610070402","192","","0","10070","5070323","2","1","2","0"
"0","0","610070006","0","1","0","0","-50","1.5","0","192","","0","10070","0","3","1","2","0"
"72","5044321","610071004","5","1","0","600","-54","1.5","0","157","","3","10071","5044322","1","1","1.8","0"
"44","0","610071005","5","1","0","0","-54","1.5","0","157","","0","10071","5044323","2","1","1.8","0"
"0","0","610071006","5","1","0","0","-54","1.5","0","157","","0","10071","0","3","1","1.8","0"
"0","5072321","610072004","5","3","0","600","-120","5.5","610072401","195","","3","10072","5072322","1","1","1.3","30"
"0","0","610072005","5","2","0","600","-80","1.5","610072402","195","","0","10072","5072323","2","1","1","0"
"0","0","610072006","5","1","0","0","-120","1.5","0","195","","0","10072","0","3","1","1.3","0"
"60","5046321","610073004","5","1","0","0","-35","5.5","0","160","","0","10073","5046322","1","1","1.7","0"
"0","0","610073005","5","2","0","600","-15","1.5","610073402","160","","3","10073","5046323","2","1","1.7","0"
"0","0","610073006","5","1","0","0","-35","1.5","0","160","","0","10073","0","3","1","1.7","0"
"0","5074321","610074004","5","2","0","600","-30","5.5","610074401","198","","3","10074","5074322","1","1","1.18","0"
"0","0","610074005","5","3","0","600","-30","1.5","610074402","198","","0","10074","5074323","2","1","1.55","40"
"0","0","610074006","5","1","0","0","-45","1.5","0","198","","0","10074","0","3","1","1.55","0"
"71","5048321","610075004","5","1","0","0","-35","5.5","0","163","","0","10075","5048322","1","1","1.25","0"
"0","0","610075005","5","2","0","600","-35","1.5","610075402","163","","3","10075","5048323","2","1","1.25","0"
"0","0","610075006","5","1","0","0","-35","1.5","0","163","","0","10075","0","3","1","1.25","0"
"0","5076321","610076004","5","2","0","600","-40","5.5","610076401","200","","3","10076","5076322","1","1","2.2","0"
"97","0","610076005","5","1","0","0","-40","1.5","610076402","200","","0","10076","5076323","2","1","2.4","0"
"0","0","610076006","5","1","0","0","-55","1.5","0","200","","0","10076","0","3","1","2.4","0"
"0","5050321","610077004","5","3","0","0","-35","5.5","610077401","166","","0","10077","5050322","1","1","1.25","35"
"49","0","610077005","5","1","0","0","-35","1.5","0","166","","0","10077","5050323","2","1","1.25","0"
"0","0","610077006","5","1","0","0","-35","1.5","0","166","","0","10077","0","3","1","1.25","0"
"79","5078321","610078004","5","1","0","0","-45","1.5","0","203","","0","10078","5078322","1","1","1.55","0"
"0","0","610078005","5","4","0","0","-45","1.5","0","203","","0","10078","5078323","2","1","1.55","490"
"0","0","610078006","5","1","0","0","-45","1.5","0","203","","0","10078","0","3","1","1.55","0"
"77","5052321","610079004","5","1","0","0","-75","5.5","0","169","","0","10079","5052322","1","1","1.7","0"
"47","0","610079005","5","1","0","0","-75","1.5","0","169","","0","10079","5052323","2","1","1.7","0"
"0","0","610079006","5","1","0","0","-75","1.5","0","169","","0","10079","0","3","1","1.7","0"
"0","5080321","610080004","5","2","0","600","-70","5.5","610080401","206","","3","10080","5080322","1","1","1.4","0"
"67","0","610080005","5","1","0","0","-70","1.5","610080402","206","","0","10080","5080323","2","1","1.5","0"
"0","0","610080006","5","1","0","0","-70","1.5","0","206","","0","10080","0","3","1","1.5","0"
"48","5054321","610081004","5","1","0","0","-75","5.5","0","172","","0","10081","5054322","1","1","1.7","0"
"0","0","610081005","5","2","0","600","-40","1.5","610081402","172","","0","10081","5054323","2","1","1.3","0"
"0","0","610081006","5","1","0","0","-75","1.5","0","172","","0","10081","0","3","1","1.7","0"
"0","5082321","610082004","5","3","0","600","-20","5.5","610082401","209","","3","10082","5082322","1","1","2","20"
"49","0","610082005","5","1","0","0","-20","1.5","0","209","","0","10082","5082323","2","1","2","0"
"0","0","610082006","5","1","0","0","-20","1.5","0","209","","0","10082","0","3","1","2","0"
"77","5056321","610083004","5","1","0","600","-20","5.5","0","172","","3","10083","5056322","1","1","2","0"
"45","0","610083005","5","1","0","0","-20","1.5","0","172","","0","10083","5056323","2","1","2","0"
"0","0","610083006","5","1","0","0","-20","1.5","0","172","","0","10083","0","3","1","2","0"
"0","5084321","610084004","5","2","0","600","5","5.5","610084401","212","","3","10084","5084322","1","1","1.35","0"
"0","0","610084005","5","3","0","600","5","1.5","0","212","","0","10084","5084323","2","1","1.35","10"
"0","0","610084006","5","1","0","0","5","1.5","0","212","","0","10084","0","3","1","1.35","0"
"0","5085321","610085004","5","2","0","600","-20","5.5","610085401","212","","3","10085","5085322","1","1","0.95","0"
"75","0","610085005","5","1","0","600","-20","1.5","0","212","","0","10085","5085323","2","1","1.2","0"
"0","0","610085006","5","1","0","0","-20","1.5","0","212","","0","10085","0","3","1","1.2","0"
"0","5058321","610086004","5","3","0","600","5","5.5","610086401","172","","3","10086","5058322","1","1","1.75","20"
"70","0","610086005","5","1","0","600","5","1.5","0","172","","0","10086","5058323","2","1","1.75","0"
"0","0","610086006","5","1","0","0","5","1.5","0","172","","0","10086","0","3","1","1.75","0"
"71","5059321","610087004","5","1","0","600","-20","5.5","0","172","","3","10087","5059322","1","1","1.55","0"
"0","0","610087005","5","2","0","600","0","1.5","610087402","172","","0","10087","5059323","2","1","1.15","0"
"0","0","610087006","5","1","0","0","-20","1.5","0","172","","0","10087","0","3","1","1.55","0"
"0","5088321","610088004","5","3","0","600","-70","5.5","610088401","215","","3","10088","5088322","1","1","1.4","15"
"75","0","610088005","5","1","0","0","-70","1.5","610088402","215","","0","10088","5088323","2","1","1.5","0"
"0","0","610088006","5","1","0","0","-70","1.5","0","215","","0","10088","0","3","1","1.5","0"
"0","5061321","610089004","5","2","0","600","-47","5.5","610089401","172","","3","10089","5061322","1","1","0.83","0"
"60","0","610089005","5","1","0","600","-47","1.5","0","172","","0","10089","5061323","2","1","0.83","0"
"0","0","610089006","5","1","0","0","-47","1.5","0","172","","0","10089","0","3","1","0.83","0"
"78","5090321","610090004","5","1","0","600","-45","5.5","0","218","","3","10090","5090322","1","1","1.18","0"
"0","0","610090005","5","4","0","0","-45","1.5","0","218","","0","10090","5090323","2","1","1.18","550"
"0","0","610090006","5","1","0","0","-45","1.5","0","218","","0","10090","0","3","1","1.18","0"
"76","5064321","610091004","5","1","0","600","-50","5.5","0","172","","3","10091","5064322","1","1","1.25","0"
"50","0","610091005","5","1","0","600","-50","1.5","0","172","","0","10091","5064323","2","1","1.25","0"
"0","0","610091006","5","1","0","0","-50","1.5","0","172","","0","10091","0","3","1","1.25","0"
"60","5092321","610092004","5","1","0","600","-50","5.5","0","220","","3","10092","5092322","1","1","1.4","0"
"0","0","610092005","5","2","0","600","-20","1.5","610092402","220","","0","10092","5092323","2","1","1.15","0"
"0","0","610092006","5","1","0","0","-50","1.5","0","220","","0","10092","0","3","1","1.4","0"
"75","5066321","610093004","5","5","0","600","-50","5.5","610093401","172","","3","10093","5066322","1","1","1","2500000"
"0","0","610093005","5","2","0","600","-50","1.5","610093402","172","","0","10093","5066323","2","1","1","0"
"0","0","610093006","5","1","0","0","-50","1.5","0","172","","0","10093","0","3","1","1","0"
"0","5094321","610094004","5","3","0","600","-50","5.5","610094401","223","","3","10094","5094322","1","1","2.2","10"
"84","0","610094005","5","1","0","0","-50","1.5","0","223","","0","10094","5094323","2","1","2.2","0"
"0","0","610094006","5","1","0","0","-50","1.5","0","223","","0","10094","0","3","1","2.2","0"
"66","5068321","610095004","5","1","0","600","-47","5.5","0","172","","3","10095","5068322","1","1","1.7","0"
"0","0","610095005","5","2","0","600","-47","1.5","610095402","172","","0","10095","5068323","2","1","1.5","0"
"0","0","610095006","5","1","0","0","-47","1.5","0","172","","0","10095","0","3","1","1.7","0"
"76","5096321","610096004","5","1","0","600","-120","5.5","0","226","","3","10096","5096322","1","1","1.3","0"
"0","0","610096005","5","2","0","600","-80","1.5","610096402","226","","0","10096","5096323","2","1","1","0"
"0","0","610096006","5","1","0","0","-120","1.5","0","226","","0","10096","0","3","1","1.3","0"
"0","5070321","610097004","5","2","1","600","-50","5.5","610097401","172","","3","10097","5070322","1","1","2","0"
"0","0","610097005","5","2","1","600","-50","1.5","610097402","172","","0","10097","5070323","2","1","2","0"
"0","0","610097006","0","1","0","0","-50","1.5","0","172","","0","10097","0","3","1","2","0"
"0","5098321","610098004","5","2","0","600","-120","5.5","610098401","229","","3","10098","5098322","1","1","1.3","0"
"0","0","610098005","5","2","0","600","-80","1.5","610098402","229","","0","10098","5098323","2","1","1.1","0"
"0","0","610098006","5","1","0","0","-85","1.5","0","229","","0","10098","0","3","1","1.3","0"
"0","5072321","610099004","5","3","0","600","-100","5.5","610099401","172","","3","10099","5072322","1","1","1.3","25"
"0","0","610099005","5","2","0","600","-80","1.5","610099402","172","","0","10099","5072323","2","1","1","0"
"0","0","610099006","5","1","0","0","-120","1.5","0","172","","0","10099","0","3","1","1.3","0"
"0","5100321","610100004","5","2","0","600","-50","5.5","610100401","232","","3","10100","5100322","1","1","1.1","0"
"70","0","610100005","5","1","0","600","-70","1.5","0","232","","0","10100","5100323","2","1","1.5","0"
"0","0","610100006","5","1","0","0","-70","1.5","610100110","232","","0","10100","0","3","1","1.5","0"
"0","5074321","610101004","5","2","0","600","-30","5.5","610101401","175","","3","10101","5074322","1","1","1.18","0"
"0","0","610101005","5","3","0","600","-30","1.5","610101402","175","","0","10101","5074323","2","1","1.55","25"
"0","0","610101006","5","1","0","0","-45","1.5","0","175","","0","10101","0","3","1","1.55","0"
"32","5102321","610102004","5","1","0","600","-85","5.5","0","235","","3","10102","5102322","1","1","1.25","0"
"0","0","610102005","5","2","0","600","-80","1.5","610102402","235","","0","10102","5102323","2","1","1.1","0"
"0","0","610102006","5","1","0","0","-85","1.5","0","235","","0","10102","0","3","1","1.25","0"
"0","5076321","610103004","5","2","0","600","-40","5.5","610103401","178","","3","10103","5076322","1","1","2.2","0"
"97","0","610103005","5","1","0","0","-40","1.5","610103402","178","","0","10103","5076323","2","1","2.4","0"
"0","0","610103006","5","1","0","0","-55","1.5","0","178","","0","10103","0","3","1","2.4","0"
