fc7b1446b34a315892c9e454014fcee3b1e045c7b7e1c627f942a447c13850ab,63c4ea62cfa367ca78d5b769a75284ec92312a0b496fb2fcfbef0b0ff125697b,360491fc33f59a029962e0acad056b957b68e04a3dc5a48fe2fe71fc560d8592,ce87a43dbda8f9a5523732104b1d29f209fd201910d92fa24bf8918e27282e42,7da95e25258277fad79e3adb530529d74d37cecf44427643824919b071b07be5,d6d631e667c08c10dd87db69fa0a083ff81ae3ddcec4896a7ce8c8b6cf849e8d,546046b734d033b5435f6556e2208d296402bfb275737bdeadaa07b2a5a3475b,7d722853d351789098bb1573bc1edba4705821abbbfba81c8ebcc8caa8428d4e,1d6d6c103e76e1e29dfcafab011fdbd6d67d6ff9d90b1fe911060aa8e3c864ce,86ccb4edbc8c7f127590ca5c6c700e5c473aa3f5bc3deab3de30ff3e7adcda2a,950a8a5dcfcfece01a4c40229a8932beedee6d17cf583c8d883244b43a8de088,00c03ada35a463d4de818c0069d210b76aa954502da201bc8859c1b2b56c47c9,5eea9a608f0bc38535809101f477513cc4ec5d918132f348560465728bd22434,cc1d60f268241ab62cf6f9f47d15d79c0c31c0de142cfcf9104f856a8b93db02,44bcaa7c252ec9ecd11d6c4cb5adf3055b4a280c7a78f7bd2c9da6f3e7371786,27842f9c75309aab3beaddd7a923e76fd7ec3ecdf455c3b21cb4b6575df81d87,f4d968c22b70ffd3a162f91901628a83376e5ea8d707de475e8f62c1c7206eb4,5292afe01a2af0e678d15d824cf645fd461f75c7a50b7dc74e5fa60b565cd3db,8c5917c42f142e9546c2a7454271739e1f0055b42852ba30d546fb0aa57059c6,f1e517a8566b32d61d3f5a2e29c65491c9e4587fe9e9fdfe0dbcda13464d9fa3,38ed6e81a401f69dad15d4c7b8f509931e2b83c3146621c3cfa5de5e5778b2aa
"31018","0","0","0","2","91002","0","5000","1019","0","249","2","8","30","2","15000","2","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1019","0","250","2","8","30","3","12000","3","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1019","0","251","2","8","30","4","10000","20","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1019","0","252","2","8","30","21","8000","50","90006","0","1","0"
"31018","0","0","0","2","91002","0","4500","1019","0","253","2","8","25","51","6000","150","90006","0","1","0"
"31018","0","0","0","2","91002","0","4000","1019","0","254","2","8","20","151","4000","300","90006","0","1","0"
"31018","0","0","0","2","91002","0","3500","1019","0","255","2","8","18","301","3500","700","90006","0","1","0"
"31018","0","0","0","2","91002","0","3000","1019","0","256","2","8","16","701","3000","1300","90006","0","1","0"
"31018","0","0","0","2","91002","0","2500","1019","0","257","2","8","14","1301","2500","2500","90006","0","1","0"
"31018","0","0","0","2","91002","0","2000","1019","0","258","2","8","12","2501","2000","4000","90006","0","1","0"
"31018","0","0","0","2","91002","0","1500","1019","0","259","2","8","10","4001","1500","6000","90006","0","1","0"
"31018","0","0","0","2","91002","0","1000","1019","0","260","2","8","8","6001","1000","10000","90006","0","1","0"
"31018","0","0","0","2","91002","0","750","1019","0","261","2","8","7","10001","750","-1","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1020","0","262","2","8","30","1","20000","1","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1020","0","263","2","8","30","2","15000","2","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1020","0","264","2","8","30","3","12000","3","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1020","0","265","2","8","30","4","10000","20","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1020","0","266","2","8","30","21","8000","50","90006","0","1","0"
"31042","0","0","0","2","91002","0","4500","1020","0","267","2","8","25","51","6000","150","90006","0","1","0"
"31042","0","0","0","2","91002","0","4000","1020","0","268","2","8","20","151","4000","300","90006","0","1","0"
"31042","0","0","0","2","91002","0","3500","1020","0","269","2","8","18","301","3500","700","90006","0","1","0"
"31042","0","0","0","2","91002","0","3000","1020","0","270","2","8","16","701","3000","1300","90006","0","1","0"
"31042","0","0","0","2","91002","0","2500","1020","0","271","2","8","14","1301","2500","2500","90006","0","1","0"
"31042","0","0","0","2","91002","0","2000","1020","0","272","2","8","12","2501","2000","4000","90006","0","1","0"
"31042","0","0","0","2","91002","0","1500","1020","0","273","2","8","10","4001","1500","6000","90006","0","1","0"
"31042","0","0","0","2","91002","0","1000","1020","0","274","2","8","8","6001","1000","10000","90006","0","1","0"
"31042","0","0","0","2","91002","0","750","1020","0","275","2","8","7","10001","750","-1","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1021","0","276","2","8","30","1","20000","1","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1021","0","277","2","8","30","2","15000","2","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1021","0","278","2","8","30","3","12000","3","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1021","0","279","2","8","30","4","10000","20","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1021","0","280","2","8","30","21","8000","50","90006","0","1","0"
"31025","0","0","0","2","91002","0","4500","1021","0","281","2","8","25","51","6000","150","90006","0","1","0"
"31025","0","0","0","2","91002","0","4000","1021","0","282","2","8","20","151","4000","300","90006","0","1","0"
"31025","0","0","0","2","91002","0","3500","1021","0","283","2","8","18","301","3500","700","90006","0","1","0"
"31025","0","0","0","2","91002","0","3000","1021","0","284","2","8","16","701","3000","1300","90006","0","1","0"
"31025","0","0","0","2","91002","0","2500","1021","0","285","2","8","14","1301","2500","2500","90006","0","1","0"
"31025","0","0","0","2","91002","0","2000","1021","0","286","2","8","12","2501","2000","4000","90006","0","1","0"
"31025","0","0","0","2","91002","0","1500","1021","0","287","2","8","10","4001","1500","6000","90006","0","1","0"
"31025","0","0","0","2","91002","0","1000","1021","0","288","2","8","8","6001","1000","10000","90006","0","1","0"
"31025","0","0","0","2","91002","0","750","1021","0","289","2","8","7","10001","750","-1","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1022","0","290","2","8","30","1","20000","1","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1022","0","291","2","8","30","2","15000","2","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1022","0","292","2","8","30","3","12000","3","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1022","0","293","2","8","30","4","10000","20","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1022","0","294","2","8","30","21","8000","50","90006","0","1","0"
"31018","0","0","0","2","91002","0","4500","1022","0","295","2","8","25","51","6000","150","90006","0","1","0"
"31018","0","0","0","2","91002","0","4000","1022","0","296","2","8","20","151","4000","300","90006","0","1","0"
"31018","0","0","0","2","91002","0","3500","1022","0","297","2","8","18","301","3500","700","90006","0","1","0"
"31018","0","0","0","2","91002","0","3000","1022","0","298","2","8","16","701","3000","1300","90006","0","1","0"
"31018","0","0","0","2","91002","0","2500","1022","0","299","2","8","14","1301","2500","2500","90006","0","1","0"
"31018","0","0","0","2","91002","0","2000","1022","0","300","2","8","12","2501","2000","4000","90006","0","1","0"
"31018","0","0","0","2","91002","0","1500","1022","0","301","2","8","10","4001","1500","6000","90006","0","1","0"
"31018","0","0","0","2","91002","0","1000","1022","0","302","2","8","8","6001","1000","10000","90006","0","1","0"
"31018","0","0","0","2","91002","0","750","1022","0","303","2","8","7","10001","750","-1","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1023","0","304","2","8","30","1","20000","1","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1023","0","305","2","8","30","2","15000","2","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1023","0","306","2","8","30","3","12000","3","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1023","0","307","2","8","30","4","10000","20","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1023","0","308","2","8","30","21","8000","50","90006","0","1","0"
"31042","0","0","0","2","91002","0","4500","1023","0","309","2","8","25","51","6000","150","90006","0","1","0"
"31042","0","0","0","2","91002","0","4000","1023","0","310","2","8","20","151","4000","300","90006","0","1","0"
"31042","0","0","0","2","91002","0","3500","1023","0","311","2","8","18","301","3500","700","90006","0","1","0"
"31042","0","0","0","2","91002","0","3000","1023","0","312","2","8","16","701","3000","1300","90006","0","1","0"
"31042","0","0","0","2","91002","0","2500","1023","0","313","2","8","14","1301","2500","2500","90006","0","1","0"
"31042","0","0","0","2","91002","0","2000","1023","0","314","2","8","12","2501","2000","4000","90006","0","1","0"
"31042","0","0","0","2","91002","0","1500","1023","0","315","2","8","10","4001","1500","6000","90006","0","1","0"
"31042","0","0","0","2","91002","0","1000","1023","0","316","2","8","8","6001","1000","10000","90006","0","1","0"
"31042","0","0","0","2","91002","0","750","1023","0","317","2","8","7","10001","750","-1","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1024","0","318","2","8","30","1","20000","1","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1024","0","319","2","8","30","2","15000","2","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1024","0","320","2","8","30","3","12000","3","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1024","0","321","2","8","30","4","10000","20","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1024","0","322","2","8","30","21","8000","50","90006","0","1","0"
"31043","0","0","0","2","91002","0","4500","1024","0","323","2","8","25","51","6000","150","90006","0","1","0"
"31043","0","0","0","2","91002","0","4000","1024","0","324","2","8","20","151","4000","300","90006","0","1","0"
"31043","0","0","0","2","91002","0","3500","1024","0","325","2","8","18","301","3500","700","90006","0","1","0"
"31043","0","0","0","2","91002","0","3000","1024","0","326","2","8","16","701","3000","1500","90006","0","1","0"
"31043","0","0","0","2","91002","0","2500","1024","0","327","2","8","14","1501","2500","3000","90006","0","1","0"
"31043","0","0","0","2","91002","0","2000","1024","0","328","2","8","12","3001","2000","5000","90006","0","1","0"
"31043","0","0","0","2","91002","0","1500","1024","0","329","2","8","10","5001","1500","7000","90006","0","1","0"
"31043","0","0","0","2","91002","0","1000","1024","0","330","2","8","8","7001","1000","10000","90006","0","1","0"
"31043","0","0","0","2","91002","0","750","1024","0","331","2","8","7","10001","750","-1","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1025","0","332","2","8","30","1","20000","1","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1025","0","333","2","8","30","2","15000","2","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1025","0","334","2","8","30","3","12000","3","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1025","0","335","2","8","30","4","10000","20","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1025","0","336","2","8","30","21","8000","50","90006","0","1","0"
"31022","0","0","0","2","91002","0","4500","1025","0","337","2","8","25","51","6000","150","90006","0","1","0"
"31022","0","0","0","2","91002","0","4000","1025","0","338","2","8","20","151","4000","300","90006","0","1","0"
"31022","0","0","0","2","91002","0","3500","1025","0","339","2","8","18","301","3500","700","90006","0","1","0"
"31022","0","0","0","2","91002","0","3000","1025","0","340","2","8","16","701","3000","1500","90006","0","1","0"
"31022","0","0","0","2","91002","0","2500","1025","0","341","2","8","14","1501","2500","3000","90006","0","1","0"
"31022","0","0","0","2","91002","0","2000","1025","0","342","2","8","12","3001","2000","5000","90006","0","1","0"
"31022","0","0","0","2","91002","0","1500","1025","0","343","2","8","10","5001","1500","7000","90006","0","1","0"
"31022","0","0","0","2","91002","0","1000","1025","0","344","2","8","8","7001","1000","10000","90006","0","1","0"
"31022","0","0","0","2","91002","0","750","1025","0","345","2","8","7","10001","750","-1","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1026","0","346","2","8","30","1","20000","1","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1026","0","347","2","8","30","2","15000","2","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1026","0","348","2","8","30","3","12000","3","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1026","0","349","2","8","30","4","10000","20","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1026","0","350","2","8","30","21","8000","50","90006","0","1","0"
"31025","0","0","0","2","91002","0","4500","1026","0","351","2","8","25","51","6000","150","90006","0","1","0"
"31025","0","0","0","2","91002","0","4000","1026","0","352","2","8","20","151","4000","300","90006","0","1","0"
"31025","0","0","0","2","91002","0","3500","1026","0","353","2","8","18","301","3500","700","90006","0","1","0"
"31025","0","0","0","2","91002","0","3000","1026","0","354","2","8","16","701","3000","1500","90006","0","1","0"
"31025","0","0","0","2","91002","0","2500","1026","0","355","2","8","14","1501","2500","3000","90006","0","1","0"
"31025","0","0","0","2","91002","0","2000","1026","0","356","2","8","12","3001","2000","5000","90006","0","1","0"
"31025","0","0","0","2","91002","0","1500","1026","0","357","2","8","10","5001","1500","7000","90006","0","1","0"
"31025","0","0","0","2","91002","0","1000","1026","0","358","2","8","8","7001","1000","10000","90006","0","1","0"
"31025","0","0","0","2","91002","0","750","1026","0","359","2","8","7","10001","750","-1","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1027","0","360","2","8","30","1","20000","1","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1027","0","361","2","8","30","2","15000","2","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1027","0","362","2","8","30","3","12000","3","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1027","0","363","2","8","30","4","10000","20","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1027","0","364","2","8","30","21","8000","50","90006","0","1","0"
"31018","0","0","0","2","91002","0","4500","1027","0","365","2","8","25","51","6000","150","90006","0","1","0"
"31018","0","0","0","2","91002","0","4000","1027","0","366","2","8","20","151","4000","300","90006","0","1","0"
"31018","0","0","0","2","91002","0","3500","1027","0","367","2","8","18","301","3500","700","90006","0","1","0"
"31018","0","0","0","2","91002","0","3000","1027","0","368","2","8","16","701","3000","1500","90006","0","1","0"
"31018","0","0","0","2","91002","0","2500","1027","0","369","2","8","14","1501","2500","3000","90006","0","1","0"
"31018","0","0","0","2","91002","0","2000","1027","0","370","2","8","12","3001","2000","5000","90006","0","1","0"
"31018","0","0","0","2","91002","0","1500","1027","0","371","2","8","10","5001","1500","7000","90006","0","1","0"
"31018","0","0","0","2","91002","0","1000","1027","0","372","2","8","8","7001","1000","10000","90006","0","1","0"
"31018","0","0","0","2","91002","0","750","1027","0","373","2","8","7","10001","750","-1","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1028","0","374","2","8","30","1","20000","1","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1028","0","375","2","8","30","2","15000","2","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1028","0","376","2","8","30","3","12000","3","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1028","0","377","2","8","30","4","10000","20","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1028","0","378","2","8","30","21","8000","50","90006","0","1","0"
"31042","0","0","0","2","91002","0","4500","1028","0","379","2","8","25","51","6000","150","90006","0","1","0"
"31042","0","0","0","2","91002","0","4000","1028","0","380","2","8","20","151","4000","300","90006","0","1","0"
"31042","0","0","0","2","91002","0","3500","1028","0","381","2","8","18","301","3500","700","90006","0","1","0"
"31042","0","0","0","2","91002","0","3000","1028","0","382","2","8","16","701","3000","1500","90006","0","1","0"
"31042","0","0","0","2","91002","0","2500","1028","0","383","2","8","14","1501","2500","3000","90006","0","1","0"
"31042","0","0","0","2","91002","0","2000","1028","0","384","2","8","12","3001","2000","5000","90006","0","1","0"
"31042","0","0","0","2","91002","0","1500","1028","0","385","2","8","10","5001","1500","7000","90006","0","1","0"
"31042","0","0","0","2","91002","0","1000","1028","0","386","2","8","8","7001","1000","10000","90006","0","1","0"
"31042","0","0","0","2","91002","0","750","1028","0","387","2","8","7","10001","750","-1","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1029","0","388","2","8","30","1","20000","1","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1029","0","389","2","8","30","2","15000","2","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1029","0","390","2","8","30","3","12000","3","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1029","0","391","2","8","30","4","10000","20","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1029","0","392","2","8","30","21","8000","50","90006","0","1","0"
"31043","0","0","0","2","91002","0","4500","1029","0","393","2","8","25","51","6000","150","90006","0","1","0"
"31043","0","0","0","2","91002","0","4000","1029","0","394","2","8","20","151","4000","300","90006","0","1","0"
"31043","0","0","0","2","91002","0","3500","1029","0","395","2","8","18","301","3500","700","90006","0","1","0"
"31043","0","0","0","2","91002","0","3000","1029","0","396","2","8","16","701","3000","1500","90006","0","1","0"
"31043","0","0","0","2","91002","0","2500","1029","0","397","2","8","14","1501","2500","3000","90006","0","1","0"
"31043","0","0","0","2","91002","0","2000","1029","0","398","2","8","12","3001","2000","5000","90006","0","1","0"
"31043","0","0","0","2","91002","0","1500","1029","0","399","2","8","10","5001","1500","7000","90006","0","1","0"
"31043","0","0","0","2","91002","0","1000","1029","0","400","2","8","8","7001","1000","10000","90006","0","1","0"
"31043","0","0","0","2","91002","0","750","1029","0","401","2","8","7","10001","750","-1","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1030","0","402","2","8","30","1","20000","1","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1030","0","403","2","8","30","2","15000","2","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1030","0","404","2","8","30","3","12000","3","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1030","0","405","2","8","30","4","10000","20","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1030","0","406","2","8","30","21","8000","50","90006","0","1","0"
"31025","0","0","0","2","91002","0","4500","1030","0","407","2","8","25","51","6000","150","90006","0","1","0"
"31025","0","0","0","2","91002","0","4000","1030","0","408","2","8","20","151","4000","300","90006","0","1","0"
"31025","0","0","0","2","91002","0","3500","1030","0","409","2","8","18","301","3500","700","90006","0","1","0"
"31025","0","0","0","2","91002","0","3000","1030","0","410","2","8","16","701","3000","1500","90006","0","1","0"
"31025","0","0","0","2","91002","0","2500","1030","0","411","2","8","14","1501","2500","3000","90006","0","1","0"
"31025","0","0","0","2","91002","0","2000","1030","0","412","2","8","12","3001","2000","5000","90006","0","1","0"
"31025","0","0","0","2","91002","0","1500","1030","0","413","2","8","10","5001","1500","7000","90006","0","1","0"
"31025","0","0","0","2","91002","0","1000","1030","0","414","2","8","8","7001","1000","10000","90006","0","1","0"
"31025","0","0","0","2","91002","0","750","1030","0","415","2","8","7","10001","750","-1","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1031","0","416","2","8","30","1","20000","1","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1031","0","417","2","8","30","2","15000","2","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1031","0","418","2","8","30","3","12000","3","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1031","0","419","2","8","30","4","10000","20","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1031","0","420","2","8","30","21","8000","50","90006","0","1","0"
"31022","0","0","0","2","91002","0","4500","1031","0","421","2","8","25","51","6000","150","90006","0","1","0"
"31022","0","0","0","2","91002","0","4000","1031","0","422","2","8","20","151","4000","300","90006","0","1","0"
"31022","0","0","0","2","91002","0","3500","1031","0","423","2","8","18","301","3500","700","90006","0","1","0"
"31022","0","0","0","2","91002","0","3000","1031","0","424","2","8","16","701","3000","1500","90006","0","1","0"
"31022","0","0","0","2","91002","0","2500","1031","0","425","2","8","14","1501","2500","3000","90006","0","1","0"
"31022","0","0","0","2","91002","0","2000","1031","0","426","2","8","12","3001","2000","5000","90006","0","1","0"
"31022","0","0","0","2","91002","0","1500","1031","0","427","2","8","10","5001","1500","7000","90006","0","1","0"
"31022","0","0","0","2","91002","0","1000","1031","0","428","2","8","8","7001","1000","10000","90006","0","1","0"
"31022","0","0","0","2","91002","0","750","1031","0","429","2","8","7","10001","750","-1","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1032","0","430","2","8","30","1","20000","1","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1032","0","431","2","8","30","2","15000","2","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1032","0","432","2","8","30","3","12000","3","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1032","0","433","2","8","30","4","10000","20","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1032","0","434","2","8","30","21","8000","50","90006","0","1","0"
"31018","0","0","0","2","91002","0","4500","1032","0","435","2","8","25","51","6000","150","90006","0","1","0"
"31018","0","0","0","2","91002","0","4000","1032","0","436","2","8","20","151","4000","300","90006","0","1","0"
"31018","0","0","0","2","91002","0","3500","1032","0","437","2","8","18","301","3500","700","90006","0","1","0"
"31018","0","0","0","2","91002","0","3000","1032","0","438","2","8","16","701","3000","1500","90006","0","1","0"
"31018","0","0","0","2","91002","0","2500","1032","0","439","2","8","14","1501","2500","3000","90006","0","1","0"
"31018","0","0","0","2","91002","0","2000","1032","0","440","2","8","12","3001","2000","5000","90006","0","1","0"
"31018","0","0","0","2","91002","0","1500","1032","0","441","2","8","10","5001","1500","7000","90006","0","1","0"
"31018","0","0","0","2","91002","0","1000","1032","0","442","2","8","8","7001","1000","10000","90006","0","1","0"
"31018","0","0","0","2","91002","0","750","1032","0","443","2","8","7","10001","750","-1","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1033","0","444","2","8","30","1","20000","1","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1033","0","445","2","8","30","2","15000","2","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1033","0","446","2","8","30","3","12000","3","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1033","0","447","2","8","30","4","10000","20","90006","0","1","0"
"31042","0","0","0","2","91002","0","5000","1033","0","448","2","8","30","21","8000","50","90006","0","1","0"
"31042","0","0","0","2","91002","0","4500","1033","0","449","2","8","25","51","6000","150","90006","0","1","0"
"31042","0","0","0","2","91002","0","4000","1033","0","450","2","8","20","151","4000","300","90006","0","1","0"
"31042","0","0","0","2","91002","0","3500","1033","0","451","2","8","18","301","3500","700","90006","0","1","0"
"31042","0","0","0","2","91002","0","3000","1033","0","452","2","8","16","701","3000","1500","90006","0","1","0"
"31042","0","0","0","2","91002","0","2500","1033","0","453","2","8","14","1501","2500","3000","90006","0","1","0"
"31042","0","0","0","2","91002","0","2000","1033","0","454","2","8","12","3001","2000","5000","90006","0","1","0"
"31042","0","0","0","2","91002","0","1500","1033","0","455","2","8","10","5001","1500","7000","90006","0","1","0"
"31042","0","0","0","2","91002","0","1000","1033","0","456","2","8","8","7001","1000","10000","90006","0","1","0"
"31042","0","0","0","2","91002","0","750","1033","0","457","2","8","7","10001","750","-1","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1034","0","458","2","8","30","1","20000","1","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1034","0","459","2","8","30","2","15000","2","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1034","0","460","2","8","30","3","12000","3","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1034","0","461","2","8","30","4","10000","20","90006","0","1","0"
"31043","0","0","0","2","91002","0","5000","1034","0","462","2","8","30","21","8000","50","90006","0","1","0"
"31043","0","0","0","2","91002","0","4500","1034","0","463","2","8","25","51","6000","150","90006","0","1","0"
"31043","0","0","0","2","91002","0","4000","1034","0","464","2","8","20","151","4000","300","90006","0","1","0"
"31043","0","0","0","2","91002","0","3500","1034","0","465","2","8","18","301","3500","700","90006","0","1","0"
"31043","0","0","0","2","91002","0","3000","1034","0","466","2","8","16","701","3000","1500","90006","0","1","0"
"31043","0","0","0","2","91002","0","2500","1034","0","467","2","8","14","1501","2500","3000","90006","0","1","0"
"31043","0","0","0","2","91002","0","2000","1034","0","468","2","8","12","3001","2000","5000","90006","0","1","0"
"31043","0","0","0","2","91002","0","1500","1034","0","469","2","8","10","5001","1500","7000","90006","0","1","0"
"31043","0","0","0","2","91002","0","1000","1034","0","470","2","8","8","7001","1000","10000","90006","0","1","0"
"31043","0","0","0","2","91002","0","750","1034","0","471","2","8","7","10001","750","-1","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1035","0","472","2","8","30","1","20000","1","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1035","0","473","2","8","30","2","15000","2","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1035","0","474","2","8","30","3","12000","3","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1035","0","475","2","8","30","4","10000","20","90006","0","1","0"
"31025","0","0","0","2","91002","0","5000","1035","0","476","2","8","30","21","8000","50","90006","0","1","0"
"31025","0","0","0","2","91002","0","4500","1035","0","477","2","8","25","51","6000","150","90006","0","1","0"
"31025","0","0","0","2","91002","0","4000","1035","0","478","2","8","20","151","4000","300","90006","0","1","0"
"31025","0","0","0","2","91002","0","3500","1035","0","479","2","8","18","301","3500","700","90006","0","1","0"
"31025","0","0","0","2","91002","0","3000","1035","0","480","2","8","16","701","3000","1500","90006","0","1","0"
"31025","0","0","0","2","91002","0","2500","1035","0","481","2","8","14","1501","2500","3000","90006","0","1","0"
"31025","0","0","0","2","91002","0","2000","1035","0","482","2","8","12","3001","2000","5000","90006","0","1","0"
"31025","0","0","0","2","91002","0","1500","1035","0","483","2","8","10","5001","1500","7000","90006","0","1","0"
"31025","0","0","0","2","91002","0","1000","1035","0","484","2","8","8","7001","1000","10000","90006","0","1","0"
"31025","0","0","0","2","91002","0","750","1035","0","485","2","8","7","10001","750","-1","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1036","0","486","2","8","30","1","20000","1","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1036","0","487","2","8","30","2","15000","2","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1036","0","488","2","8","30","3","12000","3","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1036","0","489","2","8","30","4","10000","20","90006","0","1","0"
"31022","0","0","0","2","91002","0","5000","1036","0","490","2","8","30","21","8000","50","90006","0","1","0"
"31022","0","0","0","2","91002","0","4500","1036","0","491","2","8","25","51","6000","150","90006","0","1","0"
"31022","0","0","0","2","91002","0","4000","1036","0","492","2","8","20","151","4000","300","90006","0","1","0"
"31022","0","0","0","2","91002","0","3500","1036","0","493","2","8","18","301","3500","700","90006","0","1","0"
"31022","0","0","0","2","91002","0","3000","1036","0","494","2","8","16","701","3000","1500","90006","0","1","0"
"31022","0","0","0","2","91002","0","2500","1036","0","495","2","8","14","1501","2500","3000","90006","0","1","0"
"31022","0","0","0","2","91002","0","2000","1036","0","496","2","8","12","3001","2000","5000","90006","0","1","0"
"31022","0","0","0","2","91002","0","1500","1036","0","497","2","8","10","5001","1500","7000","90006","0","1","0"
"31022","0","0","0","2","91002","0","1000","1036","0","498","2","8","8","7001","1000","10000","90006","0","1","0"
"31022","0","0","0","2","91002","0","750","1036","0","499","2","8","7","10001","750","-1","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1037","0","500","2","8","30","1","20000","1","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1037","0","501","2","8","30","2","15000","2","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1037","0","502","2","8","30","3","12000","3","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1037","0","503","2","8","30","4","10000","20","90006","0","1","0"
"31018","0","0","0","2","91002","0","5000","1037","0","504","2","8","30","21","8000","50","90006","0","1","0"
"31018","0","0","0","2","91002","0","4500","1037","0","505","2","8","25","51","6000","150","90006","0","1","0"
"31018","0","0","0","2","91002","0","4000","1037","0","506","2","8","20","151","4000","300","90006","0","1","0"
