709ab31ad96c44ad4f33078e15c69892bb7c6ae2008adce2382f9f78d852bfb4,c5a1f912046761f01c47961b2c008391a570d5859dab7faa8a9a4731fcfa2a25,c166b3b04841c4d9cc0f48364394cd0eb7f041d5da7de7f42d06fb3c8afed6ba,06547bc27f146f77268bd34885031bebfe56949b50291d59af905a478f99acb5,3c667f2269d2972929ad54cef66b198901150a6dee68582e36ec2034f8c23c11,0502e6a6175c6ba9d4596daf37d913f4ad6c1513a45f50f794bd2fbe9fda9224,c1f3d4ed2c183b4ca29fd2001296e063985a94c67e080bd2b7e87be7267daafd,3781aefbf8f7844f157007cf1ff4e2b4c300cdd86aaa1d0980b64cea756ae2d8,75b897c98b721894b0e6174a7c214762d8d5d0c14bcc19a1acc1865e17371796,1dceb52d2b23be1e3f63b3efa624dd529127c635053379f3848610ec9d45898e,e9b071f23b99e6873b11117daf2bd3c28a5ca8ed1d84e91330fb5e33b639d823
"","","vo_wac_220216_001","0","21","212011","","212","","0","vo_wac_220216"
"1","0","大家一起圍繞在餐桌邊\n當然是很幸福，\n但跟大家一起打造出一件東西……\n也太讚了吧☆","1","11","212012","0.5","212","0","10","105811"
"","","","","91","212013","","212","","","0"
"","","0","","22","212014","","212","","","0"
"","","wac_idle_kyapi","","3","213001","","213","0.2","1","105811"
"","","wac_no_items","","3","213002","","213","0.2","1","111"
"","","200","0","2","213003","","213","","-340","105811"
"","","200","0","2","213004","","213","","-340","111"
"","","0","","32","213005","","213","","","1"
"","","1","","32","213006","","213","","","2"
"","","0","","32","213007","","213","","","11"
"","","","","91","213008","","213","","","0"
"-212.75","0","105911","-108","1","311001","wac_default_01","311","2","202","1"
"-212.75","0","111","-108","5","311002","wac_default_03","311","2","201","1"
"1","","1","0","31","311003","","311","1","0","1"
"1","","2","0","31","311004","","311","0","0","2"
"1","","11","0","31","311005","","311","0","0","11"
"","","wac_paint_01","","3","311006","","311","0.2","0","105911"
"","","wac_paint_03","","3","311007","","311","0.2","0","111"
"","","1","","32","311008","wac_default_11","311","","","11"
"","","se_10035700_brush","","23","311009","","311","","0","se_10035700"
"","","","","131","311010","","311","","","1"
"1","","wac_talk_wish_in","wac_talk_wish_loop","3","312001","","312","0.2","0","105911"
"","","wac_no_items","","3","312002","","312","0.2","1","111"
"","","200","0","2","312003","","312","","-340","105911"
"","","200","0","2","312004","","312","","-340","111"
"","","0","","32","312005","","312","","","1"
"","","1","","32","312006","","312","","","2"
"","","0","","32","312007","","312","","","11"
"","","vo_wac_220217_000","0","21","312008","","312","","0","vo_wac_220217"
"1","0","呼……\n在下認為自己很擅長照顧人，\n卻對畫技沒什麼自信。\n但是──","1","11","312009","0.5","312","0","10","105911"
"","","","","91","312010","","312","","","0"
"","","vo_wac_220217_001","0","21","312011","","312","","0","vo_wac_220217"
"1","0","在下希望有朝一日，能在蘭德索爾的\n這面牆畫上主人威風凜凜的模樣……\n在下會努力的。\n請你看著在下吧，主人……♪","1","11","312012","0.5","312","0","10","105911"
"","","","","91","312013","","312","","","0"
"","","0","","22","312014","","312","","","0"
"","","wac_idle_wish","","3","313001","","313","0.2","1","105911"
"","","wac_no_items","","3","313002","","313","0.2","1","111"
"","","200","0","2","313003","","313","","-340","105911"
"","","200","0","2","313004","","313","","-340","111"
"","","0","","32","313005","","313","","","1"
"","","1","","32","313006","","313","","","2"
"","","0","","32","313007","","313","","","11"
"","","","","91","313008","","313","","","0"
"-212.75","0","106011","-108","1","411001","wac_default_01","411","2","202","1"
"-212.75","0","111","-108","5","411002","wac_default_02","411","2","201","1"
"1","","1","0","31","411003","","411","1","0","1"
"1","","2","0","31","411004","","411","0","0","2"
"1","","11","0","31","411005","","411","0","0","11"
"","","wac_paint_01","","3","411006","","411","0.2","0","106011"
"","","wac_paint_02","","3","411007","","411","0.2","0","111"
"","","1","","32","411008","wac_default_11","411","","","11"
"0","","se_10035700_brush","","23","411009","","411","0.2","0","se_10035700"
"","","","","131","411010","","411","","","1"
"1","","wac_talk_doya_in","wac_talk_doya_loop","3","412001","","412","0.2","0","106011"
"","","wac_no_items","","3","412002","","412","0.2","1","111"
"","","200","0","2","412003","","412","","-340","106011"
"","","200","0","2","412004","","412","","-340","111"
"","","0","","32","412005","","412","","","1"
"","","1","","32","412006","","412","","","2"
"","","0","","32","412007","","412","","","11"
"","","vo_wac_220218_000","0","21","412008","","412","","0","vo_wac_220218"
"1","0","哼哼哼～♪\n好，感覺很不錯呢！\n今天的部分完成了！","1","11","412009","0.5","412","0","10","106011"
"","","","","91","412010","","412","","","0"
"","","vo_wac_220218_001","0","21","412011","","412","","0","vo_wac_220218"
"1","0","總覺得開始好玩起來了。\n……我啊，該不會是有\n繪畫的才能吧♪\n好～要來盡情地畫囉！","1","11","412012","0.5","412","0","10","106011"
"","","","","91","412013","","412","","","0"
"","","0","","22","412014","","412","","","0"
"","","wac_idle_doya","","3","413001","","413","0.2","1","106011"
"","","wac_no_items","","3","413002","","413","0.2","1","111"
"","","200","0","2","413003","","413","","-340","106011"
"","","200","0","2","413004","","413","","-340","111"
"","","0","","32","413005","","413","","","1"
"","","1","","32","413006","","413","","","2"
"","","0","","32","413007","","413","","","11"
"","","","","91","413008","","413","","","0"
"-212.75","0","106431","-108","1","511001","wac_default_11","511","2","202","1"
"-212.75","0","111","-108","5","511002","wac_default_12","511","2","201","1"
"1","","1","0","31","511003","","511","1","0","1"
"1","","2","0","31","511004","","511","0","0","2"
"1","","11","0","31","511005","","511","0","0","11"
"","","wac_paint_11","","3","511006","","511","0.2","0","106431"
"","","wac_paint_12","","3","511007","","511","0.2","0","111"
"","","0","","93","511008","","511","","","0.3"
"","","1","","32","511009","wac_default_11","511","","","11"
"0","","se_10035700_roller","","23","511010","","511","0.2","0","se_10035700"
"","","","","131","511011","","511","","","1"
"1","","wac_talk_smile_in","wac_talk_smile_loop","3","512001","","512","0.2","0","106431"
"","","wac_no_items","","3","512002","","512","0.2","1","111"
"","","200","0","2","512003","","512","","-340","106431"
"","","200","0","2","512004","","512","","-340","111"
"","","0","","32","512005","","512","","","1"
"","","1","","32","512006","","512","","","2"
"","","0","","32","512007","","512","","","11"
"","","vo_wac_220219_000","0","21","512008","","512","","0","vo_wac_220219"
"1","0","雖然我沒有學過畫畫……\n但盡情地動手畫畫非常新鮮，\n很有趣呢。","1","11","512009","0.5","512","0","10","106431"
"","","","","91","512010","","512","","","0"
"","","vo_wac_220219_001","0","21","512011","","512","","0","vo_wac_220219"
"1","0","我們畫的畫居然會變成\n蘭德索爾的一部分風景，\n總覺得這就像是在作夢……！","1","11","512012","0.5","512","0","10","106431"
"","","","","91","512013","","512","","","0"
"","","0","","22","512014","","512","","","0"
"","","wac_idle_smile","","3","513001","","513","0.2","1","106431"
"","","wac_no_items","","3","513002","","513","0.2","1","111"
"","","200","0","2","513003","","513","","-340","106431"
"","","200","0","2","513004","","513","","-340","111"
"","","0","","32","513005","","513","","","1"
"","","1","","32","513006","","513","","","2"
"","","0","","32","513007","","513","","","11"
"","","","","91","513008","","513","","","0"
"-212.75","0","104411","-108","1","611001","wac_default_01","611","2","202","1"
"-212.75","0","111","-108","5","611002","wac_default_01","611","2","201","1"
"1","","1","0","31","611003","","611","1","0","1"
"1","","2","0","31","611004","","611","0","0","2"
"1","","11","0","31","611005","","611","0","0","11"
"","","wac_paint_01","","3","611006","","611","0.2","0","104411"
"","","wac_paint_01","","3","611007","","611","0.2","0","111"
"","","1","","32","611008","wac_default_11","611","","","11"
"0","","se_10035700_brush","","23","611009","","611","0.2","0","se_10035700"
"","","","","131","611010","","611","","","1"
"1","","wac_talk_doya_in","wac_talk_doya_loop","3","612001","","612","0.2","0","104411"
"","","wac_no_items","","3","612002","","612","0.2","1","111"
"","","200","0","2","612003","","612","","-340","104411"
"","","200","0","2","612004","","612","","-340","111"
"","","0","","32","612005","","612","","","1"
"","","1","","32","612006","","612","","","2"
"","","0","","32","612007","","612","","","11"
"","","vo_wac_220220_000","0","21","612008","","612","","0","vo_wac_220220"
"1","0","將妾身的威嚴淋漓盡致地\n畫在蘭德索爾……\n這不是別有一番雅興嗎！","1","11","612009","0.5","612","0","10","104411"
"","","","","91","612010","","612","","","0"
"","","vo_wac_220220_001","0","21","612011","","612","","0","vo_wac_220220"
"1","0","嗯，話又說回來，真不愧是妾身。\n這美妙的筆觸無人能及。如此一來，\n征服世界的那天也不遠了！\n哼……哼哈哈哈哈，哈～哈哈哈！","1","11","612012","0.5","612","0","10","104411"
"","","","","91","612013","","612","","","0"
"","","0","","22","612014","","612","","","0"
"","","wac_idle_doya","","3","613001","","613","0.2","1","104411"
"","","wac_no_items","","3","613002","","613","0.2","1","111"
"","","200","0","2","613003","","613","","-340","104411"
"","","200","0","2","613004","","613","","-340","111"
"","","0","","32","613005","","613","","","1"
"","","1","","32","613006","","613","","","2"
"","","0","","32","613007","","613","","","11"
"","","","","91","613008","","613","","","0"
"-325","0","102211","-108","1","711001","wac_default_bot_01","711","2","202","1"
"-325","0","111","-108","5","711002","wac_default_02","711","2","201","1"
"1","","3","0","31","711003","","711","1","0","3"
"1","","2","0","31","711004","","711","0","0","2"
"1","","13","0","31","711005","","711","0","0","13"
"","","wac_paint_bot_01","","3","711006","","711","0.2","0","102211"
"","","wac_paint_02","","3","711007","","711","0.2","0","111"
"","","1","","32","711008","wac_default_11","711","","","13"
"0","","se_10035700_brush","","23","711009","","711","0.2","0","se_10035700"
"","","","","131","711010","","711","","","1"
"1","","wac_talk_sad_in","wac_talk_sad_loop","3","712001","","712","0.2","0","102211"
"","","wac_no_items","","3","712002","","712","0.2","1","111"
"","","200","0","2","712003","","712","","-340","102211"
"","","200","0","2","712004","","712","","-340","111"
"","","0","","32","712005","","712","","","3"
"","","1","","32","712006","","712","","","2"
"","","0","","32","712007","","712","","","13"
"","","vo_wac_220221_000","0","21","712008","","712","","0","vo_wac_220221"
"1","0","這、這種感覺可以嗎……？\n居然突然要人畫圖，\n還真是強人所難。","1","11","712009","0.5","712","0","10","102211"
"","","","","91","712010","","712","","","0"
"","","vo_wac_220221_001","0","21","712011","","712","","0","vo_wac_220221"
"1","0","雖然手因為緊張而抖了起來……\n連我都覺得畫得很不錯。\n不知道茜里畫了什麼樣的圖？\n就去看看吧。","1","11","712012","0.5","712","0","10","102211"
"","","","","91","712013","","712","","","0"
"","","0","","22","712014","","712","","","0"
"","","wac_idle_sad","","3","713001","","713","0.2","1","102211"
"","","wac_no_items","","3","713002","","713","0.2","1","111"
"","","200","0","2","713003","","713","","-340","102211"
"","","200","0","2","713004","","713","","-340","111"
"","","0","","32","713005","","713","","","3"
"","","1","","32","713006","","713","","","2"
"","","0","","32","713007","","713","","","13"
"","","","","91","713008","","713","","","0"
"-325","0","100611","-108","1","811001","wac_default_bot_11","811","2","202","1"
"-325","0","111","-108","5","811002","wac_default_12","811","2","201","1"
"1","","3","0","31","811003","","811","1","0","3"
"1","","2","0","31","811004","","811","0","0","2"
"1","","13","0","31","811005","","811","0","0","13"
"","","wac_paint_bot_11","","3","811006","","811","0.2","0","100611"
"","","wac_paint_12","","3","811007","","811","0.2","0","111"
"","","0","","93","811008","","811","","","0.3"
"","","1","","32","811009","wac_default_11","811","","","13"
"0","","se_10035700_roller","","23","811010","","811","0.2","0","se_10035700"
"","","","","131","811011","","811","","","1"
"1","","wac_talk_smile_in","wac_talk_smile_loop","3","812001","","812","0.2","0","100611"
"","","wac_no_items","","3","812002","","812","0.2","1","111"
"","","200","0","2","812003","","812","","-340","100611"
"","","200","0","2","812004","","812","","-340","111"
"","","0","","32","812005","","812","","","3"
"","","1","","32","812006","","812","","","2"
"","","0","","32","812007","","812","","","13"
"","","vo_wac_220222_000","0","21","812008","","812","","0","vo_wac_220222"
"1","0","嘻嘻♪\n茜里畫好了～♪\n好可愛喔～♪","1","11","812009","0.5","812","0","10","100611"
"","","","","91","812010","","812","","","0"
"","","vo_wac_220222_001","0","21","812011","","812","","0","vo_wac_220222"
"1","0","不過，是不是讓畫面\n灑滿更多愛心比較好？\n或是去姊姊那裡補畫──\n啊！姊姊♪","1","11","812012","0.5","812","0","10","100611"
"","","","","91","812013","","812","","","0"
"","","0","","22","812014","","812","","","0"
"","","wac_idle_smile","","3","813001","","813","0.2","1","100611"
"","","wac_no_items","","3","813002","","813","0.2","1","111"
"","","200","0","2","813003","","813","","-340","100611"
"","","200","0","2","813004","","813","","-340","111"
"","","0","","32","813005","","813","","","3"
"","","1","","32","813006","","813","","","2"
"","","0","","32","813007","","813","","","13"
"","","","","91","813008","","813","","","0"
"-212.75","0","103111","-108","1","911001","wac_default_01","911","2","202","1"
"-212.75","0","111","-108","5","911002","wac_default_03","911","2","201","1"
"1","","1","0","31","911003","","911","1","0","1"
"1","","2","0","31","911004","","911","0","0","2"
"1","","11","0","31","911005","","911","0","0","11"
"","","wac_paint_01","","3","911006","","911","0.2","0","103111"
"","","wac_paint_03","","3","911007","","911","0.2","0","111"
"","","1","","32","911008","wac_default_11","911","","","11"
"0","","se_10035700_brush","","23","911009","","911","0.2","0","se_10035700"
"","","","","131","911010","","911","","","1"
"1","","wac_talk_wish_in","wac_talk_wish_loop","3","912001","","912","0.2","0","103111"
"","","wac_no_items","","3","912002","","912","0.2","1","111"
"","","200","0","2","912003","","912","","-340","103111"
"","","200","0","2","912004","","912","","-340","111"
"","","0","","32","912005","","912","","","1"
"","","1","","32","912006","","912","","","2"
"","","0","","32","912007","","912","","","11"
"","","vo_wac_220223_000","0","21","912008","","912","","0","vo_wac_220223"
"1","0","在蘭德索爾的牆壁上畫畫……\n我原本很擔心自己能不能\n做到這件事，但進行得很順利，\n我放心了。","1","11","912009","0.5","912","0","10","103111"
"","","","","91","912010","","912","","","0"
"","","vo_wac_220223_001","0","21","912011","","912","","0","vo_wac_220223"
"1","0","雖然一想到別人會看到這個，\n就覺得有點不好意思……\n但如果能讓大家感到開心，\n我會很高興的。","1","11","912012","0.5","912","0","10","103111"
"","","","","91","912013","","912","","","0"
"","","0","","22","912014","","912","","","0"
"","","wac_idle_wish","","3","913001","","913","0.2","1","103111"
"","","wac_no_items","","3","913002","","913","0.2","1","111"
"","","200","0","2","913003","","913","","-340","103111"
"","","200","0","2","913004","","913","","-340","111"
"","","0","","32","913005","","913","","","1"
"","","1","","32","913006","","913","","","2"
"","","0","","32","913007","","913","","","11"
"","","","","91","913008","","913","","","0"
"-212.75","0","100711","-108","1","1011001","wac_default_01","1011","2","202","1"
"-212.75","0","111","-108","5","1011002","wac_default_01","1011","2","201","1"
"1","","1","0","31","1011003","","1011","1","0","1"
"1","","2","0","31","1011004","","1011","0","0","2"
"1","","11","0","31","1011005","","1011","0","0","11"
"","","wac_paint_01","","3","1011006","","1011","0.2","0","100711"
"","","wac_paint_01","","3","1011007","","1011","0.2","0","111"
"","","1","","32","1011008","wac_default_11","1011","","","11"
"0","","se_10035700_brush","","23","1011009","","1011","0.2","0","se_10035700"
"","","","","131","1011010","","1011","","","1"
"1","","wac_talk_smile_in","wac_talk_smile_loop","3","1012001","","1012","0.2","0","100711"
"","","wac_no_items","","3","1012002","","1012","0.2","1","111"
"","","200","0","2","1012003","","1012","","-340","100711"
"","","200","0","2","1012004","","1012","","-340","111"
"","","0","","32","1012005","","1012","","","1"
"","","1","","32","1012006","","1012","","","2"
"","","0","","32","1012007","","1012","","","11"
"","","vo_wac_220224_000","0","21","1012008","","1012","","0","vo_wac_220224"
"1","0","是布丁來的，這裡也是布丁來的，\n這邊那邊也都是布丁來的。\n沒有啦，騙你的喲。\n人家有照著學到的好好畫喲。","1","11","1012009","0.5","1012","0","10","100711"
"","","","","91","1012010","","1012","","","0"
