1a185e64bf4d58dc837938501b41f72654b712b8b8bb05e0a1334e81506256fc,7848b15a2b11f3fd3811d93b63ff170ad03e18adfe34dbabdeb6d9378c73c759,f5af5a1e433ef1ebaaf5ad2a15f7694f61ac6f24cb792cd62dd5a2edb8dfa6e5,5a96170b30f3095e6941f1af2d92d5727e9c6512749c599d949191a21432658c,f10bfa2575ef425e5d9667d43cd9c9b26f183b3d7a885c08ae9ba0b47a5ebf4e,30292094d04159a541380ebe10a795b39e1557533ffb1ac5f62b90daf3ae74f6,24011d0997e61c4fda5b876df28cb873718052dd571f1ca03171260347ea5875,1401d422119d2c5215b497cba9d156152f983f21b0e316279b7ddbf66a5b833f,6117caef09f5f6db9ae56678c7a7fa43b8635dee214550c3d8aa0e85bcdd4a64,3cae9815ef26291d882f43270ad9957d9bb76d7a8847bad0947e04eeb23cbaec,79bfa6204cbd77eaa599d2dcf99b0c8639568a53f336284fe97a175e1977d0fc,30e4ed64a392c7d97f3a43b9503da69575a4632e05f6945ddfc604eb687bb5b7,51a53f7cbc9bd7d68948de1c94c2f7274fd9940ce27ae4788869ffc0726b60ac,3d7da15fab6612fbb57694e1cb0f6f2af64a8697963a1d569a9057c180db5e62,8941de88300a6f5153ce29be490e8df115679128106e710d975dfd5d328f84f9,8f79a6a88b4a85a66b6af34d7df4e3bd786d21531b7bbc42f71c5c84b776c079,6388b796e1f9ef41f06079f265cccb2748975e03fb3a71ce6712055697ffa0b1,b086c448064fee29a7da85b00ed4c519c000d80fdfc9d4fb347508cb310e266a,8b66695a32d70f36e80d927b9ecf3894af04ce4a6626251bdc456d27c021a9dd,a10e3c17805cfb4239e1380e50d29d26ffaea2ad826b800c0dbfa44adead918f
"6","0","1","6","6","19981","「咲戀（★6）」的必殺技。","1018","32066","32080","不死鳥之終結","6","27515","這個的名稱是什麼？","40165","1","6","不死鳥終結","1","不死鳥之終結"
"6","0","1","6","6","20234","「真陽（★6）」的必殺技。","1019","32879","21512","伊麗莎白聯合攻擊","6","40599","這個的名稱是什麼？","33678","1","6","伊麗莎聯合","2","伊麗莎白聯合攻擊"
"6","0","1","6","6","23431","「鏡華（★6）」的必殺技。","1020","34892","26143","宇宙藍色行星","6","23449","這個的名稱是什麼？","34253","1","6","宇宙藍行星","2","宇宙藍色行星"
"6","0","1","6","6","22103","「綾音（★6）」的必殺技。","1021","22744","25171","噗吉旋風全壘打","6","21513","這個的名稱是什麼？","20840","1","6","噗吉全壘打","2","噗吉旋風全壘打"
"6","0","1","6","6","22825","「矛依未」的必殺技。","1022","26039","21133","","6","27155","這個的名稱是什麼？","38712","1","6","天樓霸斷劍","1","天樓霸斷劍"
"6","0","1","6","6","22165","「琪愛兒」的必殺技。","1023","28357","32085","切嚕切嚕☆大滅絕","6","20999","這個的名稱是什麼？","22823","1","6","嚕切大滅絕","1","切嚕切嚕☆大滅絕"
"6","0","2","6","6","20840","登山時，改變預定行程後用以下山的路徑。","1067","36335","32218","安全撤離路線","6","25764","這個的名稱是什麼？","38626","1","6","全撤離路線","2","安全撤離路線"
"6","0","2","6","6","37329","請解釋「冰爪鞋套」","1068","38795","23376","有金屬爪的鞋子","6","23660","這是什麼？","29226","1","6","金屬爪鞋子","3","有金屬爪的鞋子"
"1","0","2","1","1","51","山岳分級，請解釋「高山」","1070","48","77","3000M以上的山","1","48","這是什麼？","48","1","2","3000M","2","3000M以上的山"
"6","0","2","6","6","20013","請解釋「遠足」","1071","38626","30340","進行中長距離的走路鍛鍊","6","38263","這是什麼？","36317","1","6","中長距離的","2","進行中長距離的走路鍛鍊"
"6","0","2","6","6","25163","划水是運用□□□□□的合理動作來產生推進速度的技能，是游泳的重點技術環節","1075","27700","20013","","6","33218","這是什麼？","22312","1","6","手臂在水中","3","手臂在水中"
"6","0","2","6","6","20912","冰壺是一種冬季運動，因其高戰略性，也被稱為□□□□□","1076","27915","26827","","6","19978","這個的名稱是什麼？","35199","1","6","冰上西洋棋","1","冰上西洋棋"
"6","0","2","6","6","25744","男子十項全能第二天比賽順序為","1077","27161","27085","110米跨欄⇒鐵餅⇒撐桿跳⇒標槍⇒1500米跑步","6","26751","這個的名稱是什麼？","36339","1","6","撐桿跳標槍","1","110米跨欄⇒鐵餅⇒撐桿跳⇒標槍⇒1500米跑步"
"6","0","2","6","6","22266","柔道分為三種技巧","1078","36523","25216","投技、固技、當身技","6","25216","這個的名稱是什麼？","30070","1","6","固技當身技","1","投技、固技、當身技"
"6","0","2","6","6","36870","棒球的打擊手將球擊出後，採□□□□□，從本壘起跑。","1079","26041","21521","","6","26178","這個的名稱是什麼？","37341","1","6","逆時針方向","1","逆時針方向"
"6","0","2","6","6","21313","在標準的足球比賽中，兩隊各派十一名球員參賽，裡面包括□□球員與一名□□□。","1080","38272","21729","","6","21517","這個的名稱是什麼？","23432","1","6","十名守門員","1","十名守門員"
"6","0","2","6","6","25216","籃球犯規之一。某一方球員，用語言或動作挑逗對手、包括恐嚇、威脅對手會稱為：","1081","29359","35215","","6","34899","這個的名稱是什麼？","24615","1","6","技術性犯規","2","技術性犯規"
"6","0","2","6","6","25509","排球的六種技術","1082","25876","32178","發球、接發球、舉球、扣球、攔網、防守","6","30332","這個的名稱是什麼？","29699","1","6","接發球攔網","1","發球、接發球、舉球、扣球、攔網、防守"
"6","0","2","6","6","36939","在運動會的開幕典禮上，會有選手代表出來宣讀承諾","1083","23459","35475","","6","21205","這個的名稱是什麼？","21729","1","6","運動員宣誓","1","運動員宣誓"
"6","0","2","6","6","36466","在陸上競技或游泳中，於起跑時以上身低伏的姿勢出發。","1085","36215","36305","","6","36382","這個的名稱是什麼？","24335","1","6","蹲踞式起跑","1","蹲踞式起跑"
"6","0","2","6","6","22296","體操有分團體與個人資格賽，計分方式為6 – 5 – 4 的是屬於哪一種","1086","26684","36093","","6","39636","這個的名稱是什麼？","36039","1","6","團體資格賽","3","團體資格賽"
"6","0","2","6","6","28023","游泳時腳不胡亂擺動，而是雙腳同時用力踢水。近似於某種動物的游泳方式。另一種說法為海豚踢","1095","25171","33151","","6","35930","這個的名稱是什麼？","24335","1","6","海豚式打腿","2","海豚式打腿"
"6","1096","1","6","6","21644","「日和（★6）」的必殺技。","1096","34909","25802","日和燃燒衝擊","6","29123","這個的名稱是什麼？","29138","1","6","和燃燒衝擊","3","日和燃燒衝擊"
"6","1099","1","6","6","21021","小遊戲「 美里的全壘打訓練場」中投手「初音」所使用的消失的魔球。","1099","22833","29699","初音☆消失球","6","38899","這個的名稱是什麼？","28040","1","6","初音消失球","2","初音☆消失球"
"6","1102","1","6","6","26119","小遊戲「 美里的全壘打訓練場」中投手「嘉夜」所使用的燃燒的魔球。","1100","32080","29699","","6","40845","這個的名稱是什麼？","32066","1","6","昇龍終結球","2","昇龍終結球"
"6","0","1","6","6","36229","小遊戲「 美里的全壘打訓練場」中「鈴奈」受社員們愛戴的□□□超級□□。","1101","21517","27169","","6","20154","這個的名稱是什麼？","27683","1","6","超人氣名模","1","超人氣名模"
"6","0","1","6","6","33406","小遊戲「 大激戰！龍人們的接龍競賽」是在哪一個島舉行？","1102","26031","23798","","6","29246","這個的名稱是什麼？","30382","1","6","艾爾皮斯島","2","艾爾皮斯島"
"6","0","2","6","6","35199","同時比拚精神與肉體強度的競技。交互進行西洋棋與某種運動。","1104","25331","25802","","6","27915","這個的名稱是什麼？","26827","1","6","西洋棋拳擊","3","西洋棋拳擊"
"6","0","2","1","6","30332","網球一局比賽只有一名球員發球，稱為該球員的「□□□」，率先贏得至少 4 分並多出對手至少 □□ 的運動員贏得一局。","1105","50","20998","","6","29699","這個的名稱是什麼？","23616","1","6","發球局2分","2","發球局2分"
"6","0","2","6","6","22609","在美式足球的護目鏡裡，為了保護眼睛而裝在頭盔面罩上的一種材料。","1106","34180","26495","","6","33184","這個的名稱是什麼？","35069","1","6","塑膠製薄板","3","塑膠製薄板"
"6","0","2","6","6","32654","美式足球的另一種名稱。","1107","27414","29699","","6","24335","這個的名稱是什麼？","27204","1","6","美式橄欖球","1","美式橄欖球"
"1","0","2","1","1","50","籃球比賽中，每隊要在□□秒內進攻，投籃成功的話一般是□分，如果是在三分線以外投籃的話，就會得到□分，而在罰球情況下成功的會有□分。","1115","51","49","","1","52","這個的名稱是什麼？","50","1","1","24231","2","24231"
"6","0","2","6","6","22320","野外定向是利用□□與□□□，於限時內找出預設的控制點。","1116","21335","37341","地圖指南針","6","22294","這個的名稱是什麼？","25351","1","6","地圖指南針","3","地圖指南針"
"1","0","2","6","1","53","現在飛鏢比賽最常見的規則，也是飛鏢世錦賽的規則","1117","35215","21063","","1","48","這個的名稱是什麼？","49","1","6","501規則","3","501規則"
"2","0","2","2","2","66","高爾夫的得分名稱，比標準桿多一桿。(請用英文回答)","1120","69","89","","2","79","這個的名稱是什麼？","71","1","2","BOGEY","2","BOGEY"
"6","0","2","6","6","21069","意指棒球比賽因遭遇惡劣天候或比分差距過大等情況時，於中途提前結束。","1121","27604","36093","提前結束比賽","6","32080","這個的名稱是什麼？","26463","1","6","前結束比賽","2","提前結束比賽"
"6","0","2","6","6","40845","棒球的投球方式之一。大幅扭轉身體投球的動作令人聯想到龍捲風。","1122","24335","25237","龍捲風式投法","6","25458","這個的名稱是什麼？","39080","1","6","龍捲風式投","1","龍捲風式投法"
"6","0","2","6","6","33258","滑雪的一種。運動員使用滑雪板和雪杖於特定的雪場上做出指定和自選的動作","1123","28369","38634","自由式滑雪","6","30001","這個的名稱是什麼？","24335","1","6","自由式滑雪","1","自由式滑雪"
"6","0","1","6","6","25136","在《超異域公主連結Re:Dive》中，自己可以組成1支隊伍，與其他玩家設定好的1支隊伍進行戰鬥。於戰鬥中取勝後，可提升自己的排名","1127","25216","22580","戰鬥競技場","6","39717","這個的名稱是什麼？","31478","1","6","戰鬥競技場","1","戰鬥競技場"
"6","0","1","6","6","20844","在《超異域公主連結Re:Dive》中，自己可以組成3支隊伍，與其他玩家設定好的3支隊伍進行戰鬥。於戰鬥中取勝後，可提升自己的排名","1130","25216","22580","公主競技場","6","20027","這個的名稱是什麼？","31478","1","6","公主競技場","1","公主競技場"
"2","0","2","6","2","84","在《超異域公主連結Re:Dive》的戰鬥中，和「TP」有莫大關聯的能力。","1131","21319","37327","TP上升(或下降)量","6","80","這個的名稱是什麼？","19978","1","6","TP上升量","2","TP上升(或下降)量"
"3","0","2","3","2","84","「棒球」是「Baseball」。那麼「桌球」是？","1132","108","101","Table Tennis","3","97","這個的名稱是什麼？","98","1","3","Table","1","Table Tennis"
"6","0","2","6","6","19978","什麼樣的打法的桌球拍正反兩面都會使用反膠，比較容易打旋轉球","1134","25171","27861","","6","26059","這個的名稱是什麼？","29699","1","6","上旋球打法","3","上旋球打法"
"6","0","2","6","6","22823","籃球位置有五個。控球後衛、得分後衛、小前鋒、□□□與□□","1136","20013","37586","","6","21069","這個的名稱是什麼？","37586","1","6","大前鋒中鋒","1","大前鋒中鋒"
"6","0","2","6","6","34507","羽球球拍分為三種。","1138","24179","38957","蛋頭、小平頭、中平頭","6","38957","這個的名稱是什麼？","23567","1","6","蛋頭小平頭","3","蛋頭、小平頭、中平頭"
"6","0","1","6","6","20811","會使用必殺技「亂數聖域」的角色。","1140","25552","23068","克莉絲提娜","6","33673","這個的名稱是什麼？","32114","1","6","克莉絲提娜","2","克莉絲提娜"
"6","0","2","6","6","26368","在進行有氧運動時，心跳須達到□□□□□的65%到85%區間，持續至少20分鐘，才是有效的有氧運動。","1141","36339","29575","","6","22823","這個的名稱是什麼？","24515","1","6","最大心跳率","2","最大心跳率"
"6","0","2","6","6","26997","哈達瑜珈是最常見的瑜珈。它是以□□□呼吸與□□鍛鍊為主","1142","36523","39636","極度的呼吸與身體鍛鍊","6","24230","這個的名稱是什麼？","30340","1","6","極度的身體","2","極度的呼吸與身體鍛鍊"
"6","0","2","6","6","38459","使用阻力帶進行重量訓練稱為？","1146","35347","32244","","6","21147","這個的名稱是什麼？","24118","1","6","阻力帶訓練","1","阻力帶訓練"
"6","0","2","6","6","23612","世界歷史十大名刀排行第四。","1151","24398","20992","尼泊爾廓爾喀彎刀","6","27850","這個的名稱是什麼？","29246","1","6","尼泊爾彎刀","2","尼泊爾廓爾喀彎刀"
"6","0","2","6","6","36914","美式足球常見犯規之一。進攻隊伍的隊員在開球前移動。","1153","25552","21069","進攻方提前移動","6","25915","這個的名稱是什麼？","26041","1","6","進攻方提前","2","進攻方提前移動"
"6","0","2","6","6","21313","雙人跳水的評分裁判分為？","1157","20061","20154","十一人制與九人制","6","19968","這個的名稱是什麼？","20154","1","6","十一人九人","3","十一人制與九人制"
"6","0","1","6","6","20284","使用必殺技「新年稜鏡」的角色","1164","26032","24180","似似花（新年）","6","20284","這個的名稱是什麼？","33457","1","6","似似花新年","1","似似花（新年）"
"6","0","1","6","6","21682","使用必殺技「庭園之盾」的角色","1166","35477","31680","咲戀（聖誕節）","6","25088","這個的名稱是什麼？","32854","1","6","咲戀聖誕節","3","咲戀（聖誕節）"
"6","0","1","6","6","21513","在【美里的夏日聲援！追夢的盛夏棒球隊】的劇情裡，綾音每次進行打擊時會喊的口號是？","1168","25582","25802","噗吉全力揮擊","6","20840","這個的名稱是什麼？","21147","1","6","吉全力揮擊","2","噗吉全力揮擊"
"2","0","2","3","2","66","「BB槍」的英文稱呼。","1170","117","110","BB槍=BB Guns","2","66","這個的名稱是什麼？","71","1","3","BBGun","1","BB槍=BB Guns"
"6","0","1","6","6","21487","使用必殺技「極光聖界」的角色","1171","20844","20027","可可蘿（公主）","6","21487","這個的名稱是什麼？","34367","1","6","可可蘿公主","1","可可蘿（公主）"
"3","1172","1","3","2","80","在《超異域公主連結Re:Dive》的戰鬥中，此圖示所代表的狀態異常的名稱。（請用英文作答）","1172","118","111","挑釁=Provocative","3","114","這個的名稱是什麼？","111","1","3","Provo","2","挑釁=Provocative"
"6","1173","1","6","6","29289","在《超異域公主連結Re:Dive》的戰鬥中，此圖示所代表的狀態異常的名稱。","1173","25910","35703","物理吸收護盾","6","29702","這個的名稱是什麼？","21560","1","6","物理吸收護","2","物理吸收護盾"
"6","0","1","6","6","21133","「吉塔（★6）」的EX技能。戰鬥開始時，大幅度提升自己的物理攻擊力。","1174","22825","36070","劍聖之天賦","6","32854","這個的名稱是什麼？","20043","1","6","劍聖之天賦","3","劍聖之天賦"
"6","0","1","6","6","34701","「茜里（★6）」的必殺技。","1175","39764","30340","融心惡魔的魅惑","6","24515","這個的名稱是什麼？","24801","1","6","融心惡魔的","2","融心惡魔的魅惑"
"2","1176","1","2","2","77","《超異域公主連結Re:Dive》\n的戰鬥用語之一。","1176","84","73","MULTI TARGETS","2","85","這個的名稱是什麼？","76","1","2","MULTI","1","MULTI TARGETS"
"6","0","2","6","6","38283","關於水肺潛水，潛水者通過呼吸調節器從壓縮氣瓶中呼吸，廢氣直接排放在水中。","1178","27700","32954","開放式水肺","6","25918","這個的名稱是什麼？","24335","1","6","開放式水肺","3","開放式水肺"
"6","0","2","6","6","40657","西洋棋的棋盤是由64個□□相間與□□□網格組成。","1179","20056","20843","黑白相間與八乘八網格","6","30333","這個的名稱是什麼？","20843","1","6","黑白八乘八","1","黑白相間與八乘八網格"
"6","0","2","6","6","26085","世界歷史十大名刀排行第二。","1180","22763","20992","","6","26412","這個的名稱是什麼？","27494","1","6","日本武士刀","2","日本武士刀"
"6","0","2","6","6","38617","跑酷的技能：護身，是以雙腳著地後，用□□□□□滾的動作","1181","21069","32763","雙手向前翻","6","25163","這是什麼？","21521","1","6","雙手向前翻","2","雙手向前翻"
"6","0","2","6","6","28216","如何將連續進行3種運動的「鐵人三項」按照項目的順序來排列？","1182","34892","36554","游泳⇒自行車⇒長跑","6","27891","這是什麼？","33258","1","6","游泳自行車","3","游泳⇒自行車⇒長跑"
"2","0","2","2","2","83","為保齡球用語，第一球沒有全倒，第二球全部擊倒。(請用英文作答)","1183","82","69","","2","80","這個的名稱是什麼？","65","1","2","SPARE","2","SPARE"
"2","0","2","2","2","85","為保齡球用語，連續三次全倒。(請用英文作答)","1184","69","89","TURKEY","2","82","這個的名稱是什麼？","75","1","2","URKEY","2","TURKEY"
"6","0","2","6","6","31361","在棒球等運動中，若是陷入同分的膠著時，為了得到結果所適用的特別規則。","1185","23616","21046","突破僵局制","6","30772","這個的名稱是什麼？","20725","1","6","突破僵局制","2","突破僵局制"
"2","0","2","2","2","84","為保齡球用語，第一球全倒。(請用英文作答)","1186","75","69","STRIKE","2","82","這個的名稱是什麼？","73","1","2","TRIKE","2","STRIKE"
"6","0","2","6","6","25758","撞球是使用□□□來撞擊□□。","1187","27597","29699","撞球桿撞擊母球","6","29699","這個的名稱是什麼？","26751","1","6","撞球桿母球","1","撞球桿撞擊母球"
"3","0","2","3","3","111","在高爾夫中，用了比標準桿數多1次才打完為「柏忌」。那多出2次是什麼？(請用英文作答)","1188","108","101","Double Bogey","3","117","這個的名稱是什麼？","98","1","3","ouble","2","Double Bogey"
"6","0","2","6","6","21676","釣魚工具的一種。任何負責將魚鉤的水下狀態變化傳遞到水面讓釣者能察覺的漁具。","1189","31034","22120","","6","37476","這個的名稱是什麼？","25351","1","6","咬鉤指示器","2","咬鉤指示器"
"6","0","2","6","6","27801","在拳擊等運動中，沙包用於打拳訓練，裝滿□□的□□□。","1190","34955","23376","沙子的大袋子","6","23376","這個的名稱是什麼？","22823","1","6","沙子大袋子","1","沙子的大袋子"
"6","0","2","6","6","19968","跳遠比賽中，賽次每個人只有三次試跳機會，每次起跳都要準確地在起跳線完成，如果起跳時超越了起跳線，則被判罰為？","1191","22833","25943","一次起跳失敗","6","27425","這個的名稱是什麼？","36215","1","6","一次起失敗","2","一次起跳失敗"
"6","0","2","6","6","26059","花式滑冰指定動作的短曲，包括跳躍、□□和□□□。","1192","25509","27493","旋轉和連接步","6","36681","這個的名稱是什麼？","36899","1","6","旋轉連接步","2","旋轉和連接步"
"6","0","2","6","6","28151","雪橇的滑道是由□□□或□□所建成","1193","26408","38957","混凝土或木頭","6","20957","這個的名稱是什麼？","22303","1","6","混凝土木頭","2","混凝土或木頭"
"6","0","2","6","6","28369","比賽用的雪橇為木製，前方沒有舵板，在後方也沒有制動閘，只於底部有一對用以□□□□□滑板。","1194","37329","23660","","6","34892","這個的名稱是什麼？","30340","1","6","滑行的金屬","2","滑行的金屬"
"6","0","2","6","6","33253","重量訓練清單中的三巨頭有仰□□□、□□、硬舉。","1195","28145","36466","仰臥推舉、深蹲、硬舉","6","25512","這個的名稱是什麼？","33289","1","6","臥推舉深蹲","2","仰臥推舉、深蹲、硬舉"
"2","0","2","2","2","71","單板滑雪中，左腳踩在前方滑稱為Regular stance，那反過來稱為什麼？ (請用英文作答)","1196","70","89","","2","79","這個的名稱是什麼？","79","1","2","GOOFY","2","GOOFY"
"6","1197","1","6","6","27700","水之精靈注入精靈之力的斧頭。","1197","22750","32773","","6","38728","這個的名稱是什麼？","30772","1","6","水靈破壞者","1","水靈破壞者"
"6","1198","1","6","6","30382","新人冒險者身上得攜帶的物品非常多，所以這些口袋對他們來說非常重要。","1198","20316","26381","","6","38761","這個的名稱是什麼？","24037","1","6","皮革工作服","1","皮革工作服"
"3","0","2","3","3","109","SMG(衝鋒槍)的全名。","1199","104","105","SMG=Sub machine gun","3","97","這個未經省略的全稱是？","99","1","3","machi","3","SMG=Sub machine gun"
"3","0","2","3","2","83","SR(狙擊槍)的全名。","1200","112","101","SR=Snipe rifle","3","110","這個未經省略的全稱是？","105","1","3","Snipe","3","SR=Snipe rifle"
"3","0","2","3","3","98","滑雪有兩種，一種叫做「雙板(ski)」，另一種叫做？ (請用英文作答)","1201","114","100","Snowboard","3","111","這個的名稱是什麼？","97","1","3","board","1","Snowboard"
"6","0","2","6","6","33139","踢踏舞是使用專用的鞋子，一邊用□□和□□□響地板一邊跳舞。","1202","36319","25970","腳尖和腳跟敲","6","23574","這個的名稱是什麼？","33139","1","6","腳尖腳跟敲","1","腳尖和腳跟敲"
"3","0","2","3","3","101","軍隊中「軍醫」的英文稱呼是？","1203","99","97","Medical Officer","3","100","這個的名稱是什麼？","105","1","3","edica","2","Medical Officer"
"6","0","2","6","6","26039","在戰爭中，包圍敵人的城，等待對方食物耗盡並投降的戰法。","1204","25136","34899","斷糧食戰術","6","31975","這個的名稱是什麼？","39135","1","6","斷糧食戰術","2","斷糧食戰術"
"3","0","2","3","2","76","LMG(輕機槍)的全名。","1205","104","116","LMG=Light machine gun","3","105","這個的名稱是什麼？","103","1","3","Light","3","LMG=Light machine gun"
"6","0","2","6","6","36305","跑步持續跑了一定程度的時間後，就會暫時產生的一種快感。","1206","24709","24863","","6","32773","這個的名稱是什麼？","24841","1","6","跑者愉悅感","2","跑者愉悅感"
"3","0","2","3","3","97","","1207","105","97","格鬥技=Martial arts","3","114","這個的名稱是什麼？","116","1","3","artia","2","格鬥技=Martial arts"
"3","0","2","3","2","83","比賽棒球投球準確度的遊戲。要瞄準並擊中寫有1到9的數字的板子。(請用英文作答)","1208","117","99","Struck","3","116","這個的名稱是什麼？","114","1","3","Struc","2","Struck"
"6","1209","2","6","6","30334","具備有映照潔白、盛開的櫻花般美麗的刀。","1209","27387","20992","","6","33775","這個的名稱是什麼？","30333","1","6","百華白櫻刀","2","百華白櫻刀"
"6","0","1","6","6","22799","「真琴（夏日）」的必殺技。","1210","29436","25802","夏日青狼之擊","6","26085","這個的名稱是什麼？","38738","1","6","夏日青狼擊","2","夏日青狼之擊"
"6","0","2","6","6","38634","越野滑雪因需要大量體力，所以又被稱為：","1211","25289","26494","","6","19978","這個的名稱是什麼？","39340","1","6","雪上馬拉松","2","雪上馬拉松"
"6","0","2","6","6","36895","跳台滑雪的運動員需藉由□□和□□□沿跳台下滑。","1212","36339","21147","速度和彈跳力","6","24230","這個的名稱是什麼？","24392","1","6","速度彈跳力","1","速度和彈跳力"
"6","0","2","6","6","20116","由足球衍生出來的運動，是室內五對五的足球。","1213","36275","29699","","6","20154","這個的名稱是什麼？","21046","1","6","五人制足球","1","五人制足球"
"6","0","2","6","6","22799","「咲戀（夏日）」的必殺技。","1214","32768","21147","夏日閃耀之力","6","26085","這個的名稱是什麼？","38275","1","6","夏日閃耀力","2","夏日閃耀之力"
"6","0","2","6","6","27233","韻律體操的球操是使用甚麼球？","1215","25805","29699","","6","33184","這個的名稱是什麼？","39636","1","6","橡膠體操球","1","橡膠體操球"
"2","0","1","2","2","84","《超異域公主連結Re:Dive》的戰鬥用語之一。通常顯示於王關的左上方","1216","65","76","TOTAL DAMAGE","2","79","這個的名稱是什麼？","84","1","2","TOTAL","1","TOTAL DAMAGE"
"6","0","2","6","6","31070","某種系統名稱。它的核心是一套電腦化的指揮決策與武器管制系統。英文名稱為Aegis combat system","1217","39717","31995","神盾戰鬥系統","6","30462","這個的名稱是什麼？","25136","1","6","神盾戰鬥系","2","神盾戰鬥系統"
"6","0","1","6","6","23470","在提升物理攻擊力和物理爆擊率的布丁能量領域內也會強化自己的技能，使出突襲的角色。","1218","35477","31680","宮子（聖誕節）","6","23376","這個的名稱是什麼？","32854","1","6","宮子聖誕節","3","宮子（聖誕節）"
"6","0","2","6","6","20840","用槍時，為求瞄準而使用的一種「瞄準裝置」。使用了所謂的「全像投影」技術。","1219","28310","22120","全像武器照準器","6","20687","這個的名稱是什麼？","29031","1","6","全像照準器","2","全像武器照準器"
"6","0","2","6","6","32882","經常出現在諜報電影裡，為消除槍聲而裝設在槍口的裝置。也被稱作「消音器」。","1220","21046","22120","","6","38899","這個的名稱是什麼？","25233","1","6","聲音抑制器","2","聲音抑制器"
"6","0","1","6","6","25289","使用必殺技「物件創造」的角色。","1221","26031","36948","","6","27604","這個的名稱是什麼？","26519","1","6","拉比林斯達","1","拉比林斯達"
"6","0","1","6","6","32147","在《超異域公主連結Re:Dive》中，可獲得大量的EXP藥水，一天可挑戰的次數為2次。","1222","20882","38570","","6","39511","這個的名稱是什麼？","20540","1","6","經驗值冒險","1","經驗值冒險"
"6","1223","1","6","6","32020","「真步」的專用裝備名稱。","1223","35441","26454","","6","30495","這個的名稱是什麼？","31461","1","6","純真童話杖","1","純真童話杖"
