c282f27d50665bcc62bb00f19e234d0dc345458dfcf330bdcb8b1ce8d9b79e2d,6d26802a72c2883932ceca89b7e00b23094c212a409e67b488dddecd24f1ed71,0bcd26e7c3ddbe8b1ba2a5065da4a23756665cd8115515af10731c6dbacf20f6,808d8485b3947f1d2e9533a70026b107cd843bffb1c96453580907c0266264fb,bc7ce86242912731344b8d868992019f890e108455d67e3508c688d72a504556,258bc80d4f4780b55a0545ff6a9bad1162dd59647de6c4c9ef7cb63ffc9c1661,367175b6e7f51b6f237f326b8faee95aff0e7f31f16a16a88454b32869d5bb96,8965cc613c086b912f27f66849b7b6c590d9b3833cf27c6a299c25bd135bcdb8,3446cd769c17aef9f6dfdb9a0ac361579243a9440e31c1240b68127b781bc470,7d79dce4d28997c3030b1ab667b862e9db9c2f0ba23f021fe69b56e62c3b99d0,c761e311fc5edadf41b4793001c0eca01ebea27e7ab533b7dab719a1f9dc8585
"0","1","0","4","0","100","20401","2","2040100","輪胎（小）","15"
"0","2","0","4","0","160","20402","2","2040200","輪胎（小）","15"
"0","3","0","4","0","256","20403","2","2040300","輪胎（小）","15"
"0","1","125","1","4","0","30101","3","3010100","加農砲","1"
"0","1","195","1","5","0","30101","3","3010101","加農砲","1"
"0","1","234","1","6","0","30101","3","3010102","加農砲","1"
"0","2","200","1","4","0","30102","3","3010200","加農砲","1"
"0","2","313","1","5","0","30102","3","3010201","加農砲","1"
"0","2","375","1","6","0","30102","3","3010202","加農砲","1"
"0","3","320","1","4","0","30103","3","3010300","加農砲","1"
"0","3","500","1","5","0","30103","3","3010301","加農砲","1"
"0","3","600","1","6","0","30103","3","3010302","加農砲","1"
"0","1","75","2","6","0","30201","3","3020100","刨刀","1"
"0","1","112","2","7","0","30201","3","3020101","刨刀","1"
"0","1","135","2","8","0","30201","3","3020102","刨刀","1"
"0","2","120","2","6","0","30202","3","3020200","刨刀","1"
"0","2","180","2","7","0","30202","3","3020201","刨刀","1"
"0","2","216","2","8","0","30202","3","3020202","刨刀","1"
"0","3","192","2","6","0","30203","3","3020300","刨刀","1"
"0","3","288","2","7","0","30203","3","3020301","刨刀","1"
"0","3","345","2","8","0","30203","3","3020302","刨刀","1"
"0","1","72","3","5","0","30301","3","3030100","鑽頭","1"
"0","1","108","3","6","0","30301","3","3030101","鑽頭","1"
"0","1","129","3","7","0","30301","3","3030102","鑽頭","1"
"0","2","115","3","5","0","30302","3","3030200","鑽頭","1"
"0","2","172","3","6","0","30302","3","3030201","鑽頭","1"
"0","2","207","3","7","0","30302","3","3030202","鑽頭","1"
"0","3","184","3","5","0","30303","3","3030300","鑽頭","1"
"0","3","276","3","6","0","30303","3","3030301","鑽頭","1"
"0","3","331","3","7","0","30303","3","3030302","鑽頭","1"
"0","1","101","4","6","0","30401","3","3040100","槌子","1"
"0","1","139","4","7","0","30401","3","3040101","槌子","1"
"0","1","177","4","8","0","30401","3","3040102","槌子","1"
"0","2","162","4","6","0","30402","3","3040200","槌子","1"
"0","2","222","4","7","0","30402","3","3040201","槌子","1"
"0","2","283","4","8","0","30402","3","3040202","槌子","1"
"0","3","259","4","6","0","30403","3","3040300","槌子","1"
"0","3","356","4","7","0","30403","3","3040301","槌子","1"
"0","3","453","4","8","0","30403","3","3040302","槌子","1"
"0","1","157","5","5","0","30501","3","3050100","霰彈槍","1"
"0","1","216","5","6","0","30501","3","3050101","霰彈槍","1"
"0","1","275","5","7","0","30501","3","3050102","霰彈槍","1"
"0","2","252","5","5","0","30502","3","3050200","霰彈槍","1"
"0","2","346","5","6","0","30502","3","3050201","霰彈槍","1"
"0","2","441","5","7","0","30502","3","3050202","霰彈槍","1"
"0","3","403","5","5","0","30503","3","3050300","霰彈槍","1"
"0","3","554","5","6","0","30503","3","3050301","霰彈槍","1"
"0","3","705","5","7","0","30503","3","3050302","霰彈槍","1"
"0","1","0","1","3","100","40101","4","4010100","升降機","1"
"0","1","0","1","4","125","40101","4","4010101","升降機","1"
"0","1","0","1","5","150","40101","4","4010102","升降機","1"
"0","2","0","1","3","160","40102","4","4010200","升降機","1"
"0","2","0","1","4","200","40102","4","4010201","升降機","1"
"0","2","0","1","5","240","40102","4","4010202","升降機","1"
"0","3","0","1","3","256","40103","4","4010300","升降機","1"
"0","3","0","1","4","320","40103","4","4010301","升降機","1"
"0","3","0","1","5","384","40103","4","4010302","升降機","1"
"0","1","0","2","2","125","40201","4","4020100","鉤子","1"
"0","1","0","2","3","156","40201","4","4020101","鉤子","1"
"0","1","0","2","4","188","40201","4","4020102","鉤子","1"
"0","2","0","2","2","200","40202","4","4020200","鉤子","1"
"0","2","0","2","3","250","40202","4","4020201","鉤子","1"
"0","2","0","2","4","300","40202","4","4020202","鉤子","1"
"0","3","0","2","2","320","40203","4","4020300","鉤子","1"
"0","3","0","2","3","400","40203","4","4020301","鉤子","1"
"0","3","0","2","4","480","40203","4","4020302","鉤子","1"
"0","1","0","3","1","150","40301","4","4030100","推進器","1"
"0","1","0","3","2","188","40301","4","4030101","推進器","1"
"0","1","0","3","3","225","40301","4","4030102","推進器","1"
"0","2","0","3","1","240","40302","4","4030200","推進器","1"
"0","2","0","3","2","300","40302","4","4030201","推進器","1"
"0","2","0","3","3","360","40302","4","4030202","推進器","1"
"0","3","0","3","1","384","40303","4","4030300","推進器","1"
"0","3","0","3","2","480","40303","4","4030301","推進器","1"
"0","3","0","3","3","576","40303","4","4030302","推進器","1"
