79c9f7ae98d36c8be5e96d2b1edf1d0bad3538616b890aa1a2f7628085b397a5,3d5165d8ad74de451ea9fa5e79fb80eb62f2ccb464ac9ac349437c59d8d4f9d3,a0b9a7ce805c0a4824e142aba6cf3a360a5630e70104db7c9e7c47a38ff20f1d,0ede1c66fb02c43a615ae72084afa4c34275889e29f20610ef3a2e1987501edf,99479cf1eab03e4b988eb8f14838829afefd30da099ed441b17b85953c13a255
"4202302","11002003","18","35379","367"
"4202303","11002003","18","35379","368"
"4202401","11002003","18","1800","369"
"4302101","11002003","18","899999","370"
"4302201","11002003","18","215999","371"
"4302202","11002003","18","215999","372"
"4302251","11002003","18","144000","373"
"4302301","11002003","18","119700","374"
"4302302","11002003","18","119700","375"
"4302351","11002003","18","79650","376"
"4302401","11002003","18","5400","377"
"99006","11002003","2","0","378"
"94002","11002003","12","0","379"
"90008","11002003","2","0","380"
"26201","11002003","2","0","381"
"23002","11002003","2","0","382"
"4108101","11002004","18","500000","383"
"4108201","11002004","18","80000","384"
"4108202","11002004","18","80000","385"
"4108203","11002004","18","80000","386"
"4108251","11002004","18","80000","387"
"4108301","11002004","18","44250","388"
"4108302","11002004","18","44250","389"
"4108303","11002004","18","44250","390"
"4108351","11002004","18","44250","391"
"4108401","11002004","18","3000","392"
"4109101","11002004","18","500000","393"
"4109201","11002004","18","80000","394"
"4109202","11002004","18","80000","395"
"4109203","11002004","18","80000","396"
"4109251","11002004","18","80000","397"
"4109301","11002004","18","44250","398"
"4109302","11002004","18","44250","399"
"4109303","11002004","18","44250","400"
"4109351","11002004","18","44250","401"
"4109401","11002004","18","3000","402"
"4203101","11002004","18","300000","403"
"4203201","11002004","18","63945","404"
"4203202","11002004","18","63945","405"
"4203203","11002004","18","63945","406"
"4203301","11002004","18","35376","407"
"4203302","11002004","18","35379","408"
"4203303","11002004","18","35379","409"
"4203401","11002004","18","1800","410"
"4204101","11002004","18","300000","411"
"4204201","11002004","18","63948","412"
"4204202","11002004","18","63948","413"
"4204203","11002004","18","63948","414"
"4204301","11002004","18","35379","415"
"4204302","11002004","18","35379","416"
"4204303","11002004","18","35379","417"
"4204401","11002004","18","1800","418"
"4304101","11002004","18","899999","419"
"4304201","11002004","18","215999","420"
"4304202","11002004","18","215999","421"
"4304251","11002004","18","144000","422"
"4304301","11002004","18","119700","423"
"4304302","11002004","18","119700","424"
"4304351","11002004","18","79650","425"
"4304401","11002004","18","5400","426"
"99006","11002004","2","0","427"
"94002","11002004","12","0","428"
"90008","11002004","2","0","429"
"26201","11002004","2","0","430"
"23002","11002004","2","0","431"
"4103101","11002005","18","500000","432"
"4103201","11002005","18","80000","433"
"4103202","11002005","18","80000","434"
"4103203","11002005","18","80000","435"
"4103251","11002005","18","80000","436"
"4103301","11002005","18","44250","437"
"4103302","11002005","18","44250","438"
"4103303","11002005","18","44250","439"
"4103351","11002005","18","44250","440"
"4103401","11002005","18","3000","441"
"4107101","11002005","18","500000","442"
"4107201","11002005","18","80000","443"
"4107202","11002005","18","80000","444"
"4107203","11002005","18","80000","445"
"4107251","11002005","18","80000","446"
"4107301","11002005","18","44250","447"
"4107302","11002005","18","44250","448"
"4107303","11002005","18","44250","449"
"4107351","11002005","18","44250","450"
"4107401","11002005","18","3000","451"
"4201101","11002005","18","300000","452"
"4201201","11002005","18","63945","453"
"4201202","11002005","18","63945","454"
"4201203","11002005","18","63945","455"
"4201301","11002005","18","35376","456"
"4201302","11002005","18","35379","457"
"4201303","11002005","18","35379","458"
"4201401","11002005","18","1800","459"
"4202101","11002005","18","300000","460"
"4202201","11002005","18","63948","461"
"4202202","11002005","18","63948","462"
"4202203","11002005","18","63948","463"
"4202301","11002005","18","35379","464"
"4202302","11002005","18","35379","465"
"4202303","11002005","18","35379","466"
"4202401","11002005","18","1800","467"
"4303101","11002005","18","899999","468"
"4303201","11002005","18","215999","469"
"4303202","11002005","18","215999","470"
"4303251","11002005","18","144000","471"
"4303301","11002005","18","119700","472"
"4303302","11002005","18","119700","473"
"4303351","11002005","18","79650","474"
"4303401","11002005","18","5400","475"
"99006","11002005","2","0","476"
"94002","11002005","12","0","477"
"90008","11002005","2","0","478"
"26201","11002005","2","0","479"
"23002","11002005","2","0","480"
"4101101","11003001","18","167000","481"
"4101201","11003001","18","26500","482"
"4101202","11003001","18","26500","483"
"4101203","11003001","18","26500","484"
"4101251","11003001","18","27000","485"
"4101301","11003001","18","14700","486"
"4101302","11003001","18","14700","487"
"4101303","11003001","18","14700","488"
"4101351","11003001","18","14700","489"
"4101401","11003001","18","1000","490"
"4104101","11003001","18","167000","491"
"4104201","11003001","18","26500","492"
"4104202","11003001","18","26500","493"
"4104203","11003001","18","26500","494"
"4104251","11003001","18","27000","495"
"4104301","11003001","18","14700","496"
"4104302","11003001","18","14700","497"
"4104303","11003001","18","14700","498"
"4104351","11003001","18","14700","499"
"4104401","11003001","18","1000","500"
"4109101","11003001","18","167000","501"
"4109201","11003001","18","26500","502"
"4109202","11003001","18","26500","503"
"4109203","11003001","18","26500","504"
"4109251","11003001","18","27000","505"
"4109301","11003001","18","14700","506"
"4109302","11003001","18","14700","507"
"4109303","11003001","18","14700","508"
"4109351","11003001","18","14800","509"
"4109401","11003001","18","1000","510"
"4201101","11003001","18","800000","511"
"4201201","11003001","18","128000","512"
"4201202","11003001","18","128000","513"
"4201203","11003001","18","128000","514"
"4201251","11003001","18","128000","515"
"4201301","11003001","18","70800","516"
"4201302","11003001","18","70800","517"
"4201303","11003001","18","70800","518"
"4201351","11003001","18","70800","519"
"4201401","11003001","18","4800","520"
"4301101","11003001","18","600000","521"
"4301201","11003001","18","144000","522"
"4301202","11003001","18","144000","523"
"4301251","11003001","18","96000","524"
"4301301","11003001","18","79800","525"
"4301302","11003001","18","79800","526"
"4301351","11003001","18","52800","527"
"4301401","11003001","18","3600","528"
"4303101","11003001","18","600000","529"
"4303201","11003001","18","144000","530"
"4303202","11003001","18","144000","531"
"4303251","11003001","18","96000","532"
"4303301","11003001","18","79800","533"
"4303302","11003001","18","79800","534"
"4303351","11003001","18","52800","535"
"4303401","11003001","18","3600","536"
"99006","11003001","2","0","537"
"94002","11003001","12","0","538"
"90008","11003001","2","0","539"
"26201","11003001","2","0","540"
"23002","11003001","2","0","541"
"4102101","11003002","18","167000","542"
"4102201","11003002","18","26500","543"
"4102202","11003002","18","26500","544"
"4102203","11003002","18","26500","545"
"4102251","11003002","18","27000","546"
"4102301","11003002","18","14700","547"
"4102302","11003002","18","14700","548"
"4102303","11003002","18","14700","549"
"4102351","11003002","18","14700","550"
"4102401","11003002","18","1000","551"
"4108101","11003002","18","167000","552"
"4108201","11003002","18","26500","553"
"4108202","11003002","18","26500","554"
"4108203","11003002","18","26500","555"
"4108251","11003002","18","27000","556"
"4108301","11003002","18","14700","557"
"4108302","11003002","18","14700","558"
"4108303","11003002","18","14700","559"
"4108351","11003002","18","14700","560"
"4108401","11003002","18","1000","561"
"4110101","11003002","18","167000","562"
"4110201","11003002","18","26500","563"
"4110202","11003002","18","26500","564"
"4110203","11003002","18","26500","565"
"4110251","11003002","18","27000","566"
"4110301","11003002","18","14700","567"
"4110302","11003002","18","14700","568"
"4110303","11003002","18","14700","569"
"4110351","11003002","18","14800","570"
"4110401","11003002","18","1000","571"
"4202101","11003002","18","800000","572"
"4202201","11003002","18","128000","573"
"4202202","11003002","18","128000","574"
"4202203","11003002","18","128000","575"
"4202251","11003002","18","128000","576"
"4202301","11003002","18","70800","577"
"4202302","11003002","18","70800","578"
"4202303","11003002","18","70800","579"
"4202351","11003002","18","70800","580"
"4202401","11003002","18","4800","581"
"4301101","11003002","18","600000","582"
"4301201","11003002","18","144000","583"
"4301202","11003002","18","144000","584"
"4301251","11003002","18","96000","585"
"4301301","11003002","18","79800","586"
"4301302","11003002","18","79800","587"
"4301351","11003002","18","52800","588"
"4301401","11003002","18","3600","589"
"4302101","11003002","18","600000","590"
"4302201","11003002","18","144000","591"
"4302202","11003002","18","144000","592"
"4302251","11003002","18","96000","593"
"4302301","11003002","18","79800","594"
"4302302","11003002","18","79800","595"
"4302351","11003002","18","52800","596"
"4302401","11003002","18","3600","597"
"99006","11003002","2","0","598"
"94002","11003002","12","0","599"
"90008","11003002","2","0","600"
"26201","11003002","2","0","601"
"23002","11003002","2","0","602"
"4103101","11003003","18","167000","603"
"4103201","11003003","18","26500","604"
"4103202","11003003","18","26500","605"
"4103203","11003003","18","26500","606"
"4103251","11003003","18","27000","607"
"4103301","11003003","18","14700","608"
"4103302","11003003","18","14700","609"
"4103303","11003003","18","14700","610"
"4103351","11003003","18","14700","611"
"4103401","11003003","18","1000","612"
"4105101","11003003","18","167000","613"
"4105201","11003003","18","26500","614"
"4105202","11003003","18","26500","615"
"4105203","11003003","18","26500","616"
"4105251","11003003","18","27000","617"
"4105301","11003003","18","14700","618"
"4105302","11003003","18","14700","619"
"4105303","11003003","18","14700","620"
"4105351","11003003","18","14700","621"
"4105401","11003003","18","1000","622"
"4109101","11003003","18","167000","623"
"4109201","11003003","18","26500","624"
"4109202","11003003","18","26500","625"
"4109203","11003003","18","26500","626"
"4109251","11003003","18","27000","627"
"4109301","11003003","18","14700","628"
"4109302","11003003","18","14700","629"
"4109303","11003003","18","14700","630"
"4109351","11003003","18","14800","631"
"4109401","11003003","18","1000","632"
"4203101","11003003","18","800000","633"
"4203201","11003003","18","128000","634"
"4203202","11003003","18","128000","635"
"4203203","11003003","18","128000","636"
"4203251","11003003","18","128000","637"
"4203301","11003003","18","70800","638"
"4203302","11003003","18","70800","639"
"4203303","11003003","18","70800","640"
"4203351","11003003","18","70800","641"
"4203401","11003003","18","4800","642"
"4304101","11003003","18","600000","643"
"4304201","11003003","18","144000","644"
"4304202","11003003","18","144000","645"
"4304251","11003003","18","96000","646"
"4304301","11003003","18","79800","647"
"4304302","11003003","18","79800","648"
"4304351","11003003","18","52800","649"
"4304401","11003003","18","3600","650"
"4305101","11003003","18","600000","651"
"4305201","11003003","18","144000","652"
"4305202","11003003","18","144000","653"
"4305251","11003003","18","96000","654"
"4305301","11003003","18","79800","655"
"4305302","11003003","18","79800","656"
"4305351","11003003","18","52800","657"
"4305401","11003003","18","3600","658"
"99006","11003003","2","0","659"
"94002","11003003","12","0","660"
"90008","11003003","2","0","661"
"26201","11003003","2","0","662"
"23002","11003003","2","0","663"
"4106101","11003004","18","167000","664"
"4106201","11003004","18","26500","665"
"4106202","11003004","18","26500","666"
"4106203","11003004","18","26500","667"
"4106251","11003004","18","27000","668"
"4106301","11003004","18","14700","669"
"4106302","11003004","18","14700","670"
"4106303","11003004","18","14700","671"
"4106351","11003004","18","14700","672"
"4106401","11003004","18","1000","673"
"4107101","11003004","18","167000","674"
"4107201","11003004","18","26500","675"
"4107202","11003004","18","26500","676"
"4107203","11003004","18","26500","677"
"4107251","11003004","18","27000","678"
"4107301","11003004","18","14700","679"
"4107302","11003004","18","14700","680"
"4107303","11003004","18","14700","681"
"4107351","11003004","18","14700","682"
"4107401","11003004","18","1000","683"
"4110101","11003004","18","167000","684"
"4110201","11003004","18","26500","685"
"4110202","11003004","18","26500","686"
"4110203","11003004","18","26500","687"
"4110251","11003004","18","27000","688"
"4110301","11003004","18","14700","689"
"4110302","11003004","18","14700","690"
"4110303","11003004","18","14700","691"
"4110351","11003004","18","14800","692"
"4110401","11003004","18","1000","693"
"4204101","11003004","18","800000","694"
"4204201","11003004","18","128000","695"
"4204202","11003004","18","128000","696"
"4204203","11003004","18","128000","697"
"4204251","11003004","18","128000","698"
"4204301","11003004","18","70800","699"
"4204302","11003004","18","70800","700"
"4204303","11003004","18","70800","701"
"4204351","11003004","18","70800","702"
"4204401","11003004","18","4800","703"
"4304101","11003004","18","600000","704"
"4304201","11003004","18","144000","705"
"4304202","11003004","18","144000","706"
"4304251","11003004","18","96000","707"
"4304301","11003004","18","79800","708"
"4304302","11003004","18","79800","709"
"4304351","11003004","18","52800","710"
"4304401","11003004","18","3600","711"
"4305101","11003004","18","600000","712"
"4305201","11003004","18","144000","713"
"4305202","11003004","18","144000","714"
"4305251","11003004","18","96000","715"
"4305301","11003004","18","79800","716"
"4305302","11003004","18","79800","717"
"4305351","11003004","18","52800","718"
"4305401","11003004","18","3600","719"
"99006","11003004","2","0","720"
"94002","11003004","12","0","721"
"90008","11003004","2","0","722"
"26201","11003004","2","0","723"
"23002","11003004","2","0","724"
