c2ecd54561cc4d51ed4b8c3b89d846b89c389de521034446b1a4e8ae332eb595,9d01863e793854204caf4a16457c1f84d4139dbe99a64756acd93434e53a5624,cb7f9bd4cd5053f433d25065b969b1cf5abc0e300fd85795553ec5adba6bd715,13c952b48e2cf3f7dd38fb113e1a8ac61fd5b8b1b3d4e340c763e5240cd04fba,4be96c8b05760c2e6f78d48acea33909afeb86a5a092c79f7519d4fe4f87e4eb,f62ed86a71f388419c3d40cdd7bac622542b4c0a2f65911b8048736f208903f4,75e4d7378429b929a027943a8d6593819b7b3a13ec1fa48d7929b5469a219657,4b561723fc0a613eb97f55c1ea84ce935f7b4b3f900c760d192c064f68986f61,117a0cf087dac1f91f60e54dec883261ef34ec15b282469c72b8ffcf298dd063,147b8b09f21c27f734ddf505da24391d1f3c639888c83d2bb73284a80e6fc81a,0127107bfb10f8ae90d3b0fdbe7a93e5c86f9f21fff415688947b089ea33bea5,ac616d4b02adf0402fea4113fb565948fdac2bd2a39029b2702d26e92f9fd4a9,355bbceae3786e57daf4120ef984b53f65f4252f15fc37b3abce8f68625ea33f,f04c690d6e57a37c9c38b629c2d72f9ab4c724f850799b865e362b8308b46aee,dba304c8881f8bd239ba3dcff45f0ccd3ab04a890e42f7b3dbc760a63c2d38c7
"3500000","106","81011004","10011","601","0","0","0","9013","6011","2019/02/18 14:59:59","將特別戰鬥的 Boss 的 HP 降低至 2000000","81011004","0","2019/01/31 12:00:00"
"3300000","111","81011005","10011","601","0","0","0","9013","6011","2019/02/18 14:59:59","完成特別戰鬥的模式2","81011005","0","2019/01/31 12:00:00"
"4600000","113","81011006","10011","601","0","0","0","9013","6011","2019/07/18 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 900000","81011006","0","2019/07/01 16:00:00"
"5500000","115","81011007","10011","601","0","0","0","9013","6011","2019/07/18 15:59:59","將特別戰鬥的 Boss 消滅","81011007","0","2019/07/01 16:00:00"
"4","103","81012001","10012","601","0","0","0","9001","6011","2019/08/03 15:59:59","打倒香織、真琴、真步、霞的闇影","81012001","0","2019/07/17 16:00:00"
"450000","104","81012002","10012","601","0","0","0","9013","6011","2019/08/03 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 2700000","81012002","0","2019/07/17 16:00:00"
"1050000","105","81012003","10012","601","0","0","0","9013","6011","2019/08/03 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 2100000","81012003","0","2019/07/17 16:00:00"
"1543500","106","81012004","10012","601","0","0","0","9013","6011","2019/08/03 15:59:59","完成特別戰鬥的模式2","81012004","0","2019/07/17 16:00:00"
"2150000","111","81012005","10012","601","0","0","0","9013","6011","2019/08/03 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 1000000","81012005","0","2019/07/17 16:00:00"
"2650000","113","81012006","10012","601","0","0","0","9013","6011","2019/08/03 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 500000","81012006","0","2019/07/17 16:00:00"
"3150000","115","81012007","10012","601","0","0","0","9013","6011","2019/08/03 15:59:59","將特別戰鬥的 Boss 消滅","81012007","0","2019/07/17 16:00:00"
"3","103","81013001","10013","601","0","0","0","9001","6011","2019/08/19 15:59:59","打倒貪吃佩可、可可蘿、凱留的闇影","81013001","0","2019/08/01 16:00:00"
"300000","104","81013002","10013","601","0","0","0","9013","6011","2019/08/19 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 2700000","81013002","0","2019/08/01 16:00:00"
"900000","105","81013003","10013","601","0","0","0","9013","6011","2019/08/19 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 2100000","81013003","0","2019/08/01 16:00:00"
"1500000","106","81013004","10013","601","0","0","0","9013","6011","2019/08/19 15:59:59","完成特別戰鬥的模式2","81013004","0","2019/08/01 16:00:00"
"2000000","111","81013005","10013","601","0","0","0","9013","6011","2019/08/19 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 1000000","81013005","0","2019/08/01 16:00:00"
"2500000","113","81013006","10013","601","0","0","0","9013","6011","2019/08/19 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 500000","81013006","0","2019/08/01 16:00:00"
"3000000","115","81013007","10013","601","0","0","0","9013","6011","2019/08/19 15:59:59","將特別戰鬥的 Boss 消滅","81013007","0","2019/08/01 16:00:00"
"3","103","81015001","10015","601","0","0","0","9001","6011","2019/09/18 15:59:59","打倒莫妮卡、步未、雪的闇影","81015001","0","2019/09/03 16:00:00"
"300000","104","81015002","10015","601","0","0","0","9013","6011","2019/09/18 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 1200000","81015002","0","2019/09/03 16:00:00"
"500000","105","81015003","10015","601","0","0","0","9013","6011","2019/09/18 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 1000000","81015003","0","2019/09/03 16:00:00"
"750000","106","81015004","10015","601","0","0","0","9013","6011","2019/09/18 15:59:59","完成特別戰鬥的模式2","81015004","0","2019/09/03 16:00:00"
"1100000","111","81015005","10015","601","0","0","0","9013","6011","2019/09/18 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 400000","81015005","0","2019/09/03 16:00:00"
"1300000","113","81015006","10015","601","0","0","0","9013","6011","2019/09/18 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 200000","81015006","0","2019/09/03 16:00:00"
"1500000","115","81015007","10015","601","0","0","0","9013","6011","2019/09/18 15:59:59","將特別戰鬥的 Boss 消滅","81015007","0","2019/09/03 16:00:00"
"2","103","81017001","10017","601","0","0","0","9001","6011","2019/10/18 15:59:59","打倒雷姆與拉姆的闇影","81017001","0","2019/10/01 16:00:00"
"300000","104","81017002","10017","601","0","0","0","9013","6011","2019/10/18 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 2850000","81017002","0","2019/10/01 16:00:00"
"900000","105","81017003","10017","601","0","0","0","9013","6011","2019/10/18 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 2250000","81017003","0","2019/10/01 16:00:00"
"1500000","106","81017004","10017","601","0","0","0","9013","6011","2019/10/18 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 1650000","81017004","0","2019/10/01 16:00:00"
"2000000","111","81017005","10017","601","0","0","0","9013","6011","2019/10/18 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 1150000","81017005","0","2019/10/01 16:00:00"
"2500000","113","81017006","10017","601","0","0","0","9013","6011","2019/10/18 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 650000","81017006","0","2019/10/01 16:00:00"
"3000000","115","81017007","10017","601","0","0","0","9013","6011","2019/10/18 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 150000","81017007","0","2019/10/01 16:00:00"
"1","118","81017008","10017","601","0","0","0","9015","6011","2019/10/18 15:59:59","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","81017008","5","2019/10/01 16:00:00"
"200","103","81019001","10019","601","0","4","0","9014","6011","2019/11/18 15:59:59","破壞雨神大人的護盾","81019001","0","2019/11/01 16:00:00"
"900000","104","81019002","10019","601","0","1","0","9013","6011","2019/11/18 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 3600000","81019002","0","2019/11/01 16:00:00"
"1500000","105","81019003","10019","601","0","1","0","9013","6011","2019/11/18 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 3000000","81019003","0","2019/11/01 16:00:00"
"2250000","106","81019004","10019","601","0","1","0","9013","6011","2019/11/18 15:59:59","完成特別戰鬥的模式2","81019004","0","2019/11/01 16:00:00"
"3300000","111","81019005","10019","601","0","1","0","9013","6011","2019/11/18 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 1200000","81019005","0","2019/11/01 16:00:00"
"3900000","113","81019006","10019","601","0","1","0","9013","6011","2019/11/18 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 600000","81019006","0","2019/11/01 16:00:00"
"4500000","115","81019007","10019","601","0","1","0","9013","6011","2019/11/18 15:59:59","討伐特別戰鬥的 Boss","81019007","0","2019/11/01 16:00:00"
"1","118","81019008","10019","601","0","0","0","9015","6011","2019/11/18 15:59:59","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","81019008","5","2019/11/01 16:00:00"
"600000","103","81021001","10021","601","0","1","0","9013","6011","2019/12/17 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 2550000","81021001","0","2019/12/02 16:00:00"
"1260000","104","81021002","10021","601","0","1","0","9013","6011","2019/12/17 15:59:59","完成特別戰鬥的模式1","81021002","0","2019/12/02 16:00:00"
"15","105","81021003","10021","601","0","0","0","9014","6011","2019/12/17 15:59:59","打倒 15 隻奄美魔物的分身","81021003","0","2019/12/02 16:00:00"
"30","106","81021004","10021","601","0","0","0","9014","6011","2019/12/17 15:59:59","完成特別戰鬥的模式2","81021004","0","2019/12/02 16:00:00"
"1700000","111","81021005","10021","601","0","1","0","9013","6011","2019/12/17 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 1450000","81021005","0","2019/12/02 16:00:00"
"2300000","113","81021006","10021","601","0","1","0","9013","6011","2019/12/17 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 850000","81021006","0","2019/12/02 16:00:00"
"3150000","115","81021007","10021","601","0","1","0","9013","6011","2019/12/17 15:59:59","討伐特別戰鬥的 Boss","81021007","0","2019/12/02 16:00:00"
"1","118","81021008","10021","601","0","0","0","9015","6011","2019/12/17 15:59:59","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","81021008","5","2019/12/02 16:00:00"
"450000","103","81023001","10023","601","0","1","0","9013","6011","2020/01/19 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 3150000","81023001","0","2020/01/02 16:00:00"
"900000","104","81023002","10023","601","0","1","0","9013","6011","2020/01/19 15:59:59","完成特別戰鬥的模式1","81023002","0","2020/01/02 16:00:00"
"1500000","105","81023003","10023","601","0","1","0","9013","6011","2020/01/19 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 2100000","81023003","0","2020/01/02 16:00:00"
"2100000","106","81023004","10023","601","0","1","0","9013","6011","2020/01/19 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 1500000","81023004","0","2020/01/02 16:00:00"
"2700000","111","81023005","10023","601","0","1","0","9013","6011","2020/01/19 15:59:59","完成特別戰鬥的模式2","81023005","0","2020/01/02 16:00:00"
"3150000","113","81023006","10023","601","0","1","0","9013","6011","2020/01/19 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 450000","81023006","0","2020/01/02 16:00:00"
"3600000","115","81023007","10023","601","0","1","0","9013","6011","2020/01/19 15:59:59","討伐特別戰鬥的 Boss","81023007","0","2020/01/02 16:00:00"
"1","118","81023008","10023","601","0","0","0","9015","6011","2020/01/19 15:59:59","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","81023008","5","2020/01/02 16:00:00"
"3","103","81025001","10025","601","0","0","0","9001","6011","2020/02/21 15:59:59","打倒禊和美美和鏡華的闇影","81025001","0","2020/02/04 16:00:00"
"600000","104","81025002","10025","601","0","1","0","9013","6011","2020/02/21 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 3150000","81025002","0","2020/02/04 16:00:00"
"1200000","105","81025003","10025","601","0","1","0","9013","6011","2020/02/21 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 2550000","81025003","0","2020/02/04 16:00:00"
"1","106","81025004","10025","601","0","0","0","9016","6011","2020/02/21 15:59:59","完成特別戰鬥的模式2","81025004","2","2020/02/04 16:00:00"
"2475000","111","81025005","10025","601","0","1","0","9013","6011","2020/02/21 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 1275000","81025005","0","2020/02/04 16:00:00"
"3075000","113","81025006","10025","601","0","1","0","9013","6011","2020/02/21 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 675000","81025006","0","2020/02/04 16:00:00"
"1","115","81025007","10025","601","0","0","0","9016","6011","2020/02/21 15:59:59","討伐特別戰鬥的 Boss","81025007","3","2020/02/04 16:00:00"
"1","118","81025008","10025","601","0","0","0","9015","6011","2020/02/21 15:59:59","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","81025008","5","2020/02/04 16:00:00"
"500000","103","81027001","10027","601","0","1","0","9013","6011","2020/03/19 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 3250000","81027001","0","2020/03/02 16:00:00"
"1000000","104","81027002","10027","601","0","1","0","9013","6011","2020/03/19 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 2750000","81027002","0","2020/03/02 16:00:00"
"1500000","105","81027003","10027","601","0","1","0","9013","6011","2020/03/19 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 2250000","81027003","0","2020/03/02 16:00:00"
"1","106","81027004","10027","601","0","0","0","9016","6011","2020/03/19 15:59:59","將MODE2出現的怪物全部打倒","81027004","2","2020/03/02 16:00:00"
"2300000","111","81027005","10027","601","0","1","0","9013","6011","2020/03/19 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 1450000","81027005","0","2020/03/02 16:00:00"
"3100000","113","81027006","10027","601","0","1","0","9013","6011","2020/03/19 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 650000","81027006","0","2020/03/02 16:00:00"
"1","115","81027007","10027","601","0","0","0","9016","6011","2020/03/19 15:59:59","討伐特別戰鬥的 Boss","81027007","3","2020/03/02 16:00:00"
"1","118","81027008","10027","601","0","0","0","9015","6011","2020/03/19 15:59:59","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","81027008","5","2020/03/02 16:00:00"
"3","103","81029001","10029","601","0","0","0","9001","6011","2020/04/19 15:59:59","打倒克莉絲提娜和望和伊莉亞的闇影","81029001","0","2020/04/01 16:00:00"
"700000","104","81029002","10029","601","0","1","0","9013","6011","2020/04/19 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 4300000","81029002","0","2020/04/01 16:00:00"
"1350000","105","81029003","10029","601","0","1","0","9013","6011","2020/04/19 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 3650000","81029003","0","2020/04/01 16:00:00"
"1","106","81029004","10029","601","0","0","0","9016","6011","2020/04/19 15:59:59","完成特別戰鬥的模式2","81029004","2","2020/04/01 16:00:00"
"3000000","111","81029005","10029","601","0","1","0","9013","6011","2020/04/19 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 2000000","81029005","0","2020/04/01 16:00:00"
"4000000","113","81029006","10029","601","0","1","0","9013","6011","2020/04/19 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 1000000","81029006","0","2020/04/01 16:00:00"
"1","115","81029007","10029","601","0","0","0","9016","6011","2020/04/19 15:59:59","討伐特別戰鬥的 Boss","81029007","3","2020/04/01 16:00:00"
"1","118","81029008","10029","601","0","0","0","9015","6011","2020/04/19 15:59:59","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","81029008","5","2020/04/01 16:00:00"
"4","103","81031001","10031","601","0","0","0","9001","6011","2020/05/22 15:59:59","打倒美食殿堂隊伍的闇影","81031001","0","2020/05/05 16:00:00"
"600000","104","81031002","10031","601","0","1","0","9013","6011","2020/05/22 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 3150000","81031002","0","2020/05/05 16:00:00"
"1200000","105","81031003","10031","601","0","1","0","9013","6011","2020/05/22 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 2550000","81031003","0","2020/05/05 16:00:00"
"1","106","81031004","10031","601","0","0","0","9016","6011","2020/05/22 15:59:59","完成特別戰鬥的模式2","81031004","2","2020/05/05 16:00:00"
"2475000","111","81031005","10031","601","0","1","0","9013","6011","2020/05/22 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 1275000","81031005","0","2020/05/05 16:00:00"
"3075000","113","81031006","10031","601","0","1","0","9013","6011","2020/05/22 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 675000","81031006","0","2020/05/05 16:00:00"
"1","115","81031007","10031","601","0","0","0","9016","6011","2020/05/22 15:59:59","討伐特別戰鬥的 Boss","81031007","3","2020/05/05 16:00:00"
"1","118","81031008","10031","601","0","0","0","9015","6011","2020/05/22 15:59:59","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","81031008","5","2020/05/05 16:00:00"
"1000000","104","81033001","10033","601","0","1","0","9013","6011","2020/06/21 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 4000000","81033001","0","2020/06/03 16:00:00"
"2000000","105","81033002","10033","601","0","1","0","9013","6011","2020/06/21 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 3000000","81033002","0","2020/06/03 16:00:00"
"1","106","81033003","10033","601","0","0","0","9016","6011","2020/06/21 15:59:59","完成特別戰鬥的模式1","81033003","1","2020/06/03 16:00:00"
"2","103","81033004","10033","601","0","0","0","9001","6011","2020/06/21 15:59:59","打倒霞與栞的闇影","81033004","0","2020/06/03 16:00:00"
"3000000","111","81033005","10033","601","0","1","0","9013","6011","2020/06/21 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 2000000","81033005","0","2020/06/03 16:00:00"
"4000000","113","81033006","10033","601","0","1","0","9013","6011","2020/06/21 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 1000000","81033006","0","2020/06/03 16:00:00"
"1","115","81033007","10033","601","0","0","0","9016","6011","2020/06/21 15:59:59","討伐特別戰鬥的 Boss","81033007","3","2020/06/03 16:00:00"
"1","118","81033008","10033","601","0","0","0","9015","6011","2020/06/21 15:59:59","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","81033008","5","2020/06/03 16:00:00"
"500000","10034103","81034001","10034","601","0","1","0","9013","6011","2020/06/28 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 5000000","81034001","0","2020/06/17 16:00:00"
"1500000","10034104","81034002","10034","601","0","1","0","9013","6011","2020/06/28 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 4000000","81034002","0","2020/06/17 16:00:00"
"1","10034105","81034003","10034","601","0","0","0","9016","6011","2020/06/28 15:59:59","完成特別戰鬥的模式1","81034003","1","2020/06/17 16:00:00"
"3500000","10034106","81034004","10034","601","0","1","0","9013","6011","2020/06/28 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 2000000","81034004","0","2020/06/17 16:00:00"
"1","10034111","81034005","10034","601","0","0","0","9016","6011","2020/06/28 15:59:59","完成特別戰鬥的模式2","81034005","2","2020/06/17 16:00:00"
"4600000","10034113","81034006","10034","601","0","1","0","9013","6011","2020/06/28 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 900000","81034006","0","2020/06/17 16:00:00"
"1","10034115","81034007","10034","601","0","0","0","9016","6011","2020/06/28 15:59:59","討伐特別戰鬥的 Boss","81034007","3","2020/06/17 16:00:00"
"1","10034118","81034008","10034","601","0","0","0","9015","6011","2020/06/28 15:59:59","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","81034008","5","2020/06/17 16:00:00"
"3","10035103","81035001","10035","601","0","0","0","9001","6011","2020/10/26 15:59:59","打倒new generations的闇影","81035001","0","2020/09/30 16:00:00"
"1","10035104","81035002","10035","601","0","0","0","9016","6011","2020/10/26 15:59:59","將MODE2出現的怪物全部打倒","81035002","2","2020/09/30 16:00:00"
"440000","10035105","81035003","10035","601","0","1","0","9013","6011","2020/10/26 15:59:59","將喧囂獨角兔的 HP 降低至 1760000","81035003","0","2020/09/30 16:00:00"
"880000","10035106","81035004","10035","601","0","1","0","9013","6011","2020/10/26 15:59:59","將喧囂獨角兔的 HP 降低至 1320000","81035004","0","2020/09/30 16:00:00"
"1320000","10035111","81035005","10035","601","0","1","0","9013","6011","2020/10/26 15:59:59","將喧囂獨角兔的 HP 降低至 880000","81035005","0","2020/09/30 16:00:00"
"1760000","10035113","81035006","10035","601","0","1","0","9013","6011","2020/10/26 15:59:59","將喧囂獨角兔的 HP 降低至 440000","81035006","0","2020/09/30 16:00:00"
"1","10035115","81035007","10035","601","0","0","0","9016","6011","2020/10/26 15:59:59","討伐喧囂獨角兔","81035007","3","2020/09/30 16:00:00"
"1","10035118","81035008","10035","601","0","0","0","9015","6011","2020/10/26 15:59:59","在5次以內，討伐EXHIBITION或特別戰鬥的喧囂獨角兔","81035008","5","2020/09/30 16:00:00"
"2625000","10036103","81036001","10036","601","0","1","0","9013","6011","2020/10/26 15:59:59","將糾結的盆栽小花的 HP 降低至 18375000","81036001","0","2020/10/12 16:00:00"
"1","10036104","81036002","10036","601","0","0","0","9016","6011","2020/10/26 15:59:59","通過糾結的盆栽小花的MODE1","81036002","1","2020/10/12 16:00:00"
"9100000","10036105","81036003","10036","601","0","1","0","9013","6011","2020/10/26 15:59:59","將糾結的盆栽小花的 HP 降低至 11900000","81036003","0","2020/10/12 16:00:00"
"12950000","10036106","81036004","10036","601","0","1","0","9013","6011","2020/10/26 15:59:59","將糾結的盆栽小花的 HP 降低至 8050000","81036004","0","2020/10/12 16:00:00"
"1","10036111","81036005","10036","601","0","0","0","9016","6011","2020/10/26 15:59:59","通過糾結的盆栽小花的MODE2","81036005","2","2020/10/12 16:00:00"
"18900000","10036113","81036006","10036","601","0","1","0","9013","6011","2020/10/26 15:59:59","將糾結的盆栽小花的 HP 降低至 2100000","81036006","0","2020/10/12 16:00:00"
"1","10036115","81036007","10036","601","0","0","0","9016","6011","2020/10/26 15:59:59","討伐糾結的盆栽小花","81036007","3","2020/10/12 16:00:00"
"1","10036118","81036008","10036","601","0","0","0","9015","6011","2020/10/26 15:59:59","在5次以內，討伐EXHIBITION或特別戰鬥的糾結的盆栽小花","81036008","5","2020/10/12 16:00:00"
"4","10037103","81037001","10037","601","0","0","0","9001","6011","2020/08/28 15:59:59","打倒香織、真琴、真步、霞的闇影","81037001","0","2020/08/17 16:00:00"
"450000","10037104","81037002","10037","601","0","1","0","9013","6011","2020/08/28 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 2600000","81037002","0","2020/08/17 16:00:00"
"950000","10037105","81037003","10037","601","0","1","0","9013","6011","2020/08/28 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 2100000","81037003","0","2020/08/17 16:00:00"
"1","10037106","81037004","10037","601","0","0","0","9016","6011","2020/08/28 15:59:59","完成特別戰鬥的模式2","81037004","2","2020/08/17 16:00:00"
"2050000","10037111","81037005","10037","601","0","1","0","9013","6011","2020/08/28 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 1000000","81037005","0","2020/08/17 16:00:00"
"2550000","10037113","81037006","10037","601","0","1","0","9013","6011","2020/08/28 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 500000","81037006","0","2020/08/17 16:00:00"
"1","10037115","81037007","10037","601","0","0","0","9016","6011","2020/08/28 15:59:59","討伐特別戰鬥的 Boss","81037007","3","2020/08/17 16:00:00"
"1","10037118","81037008","10037","601","0","0","0","9015","6011","2020/08/28 15:59:59","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","81037008","5","2020/08/17 16:00:00"
"4","10038103","81038001","10038","601","0","0","0","9001","6011","2020/07/19 15:59:59","打倒秋乃、珠希、優花梨、美冬的闇影","81038001","0","2020/07/02 16:00:00"
"1065000","10038104","81038002","10038","601","0","1","0","9013","6011","2020/07/19 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 6035000","81038002","0","2020/07/02 16:00:00"
"2130000","10038105","81038003","10038","601","0","1","0","9013","6011","2020/07/19 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 4970000","81038003","0","2020/07/02 16:00:00"
"1","10038106","81038004","10038","601","0","0","0","9016","6011","2020/07/19 15:59:59","完成特別戰鬥的模式2","81038004","2","2020/07/02 16:00:00"
"4496500","10038111","81038005","10038","601","0","1","0","9013","6011","2020/07/19 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 2603500","81038005","0","2020/07/02 16:00:00"
"5798000","10038113","81038006","10038","601","0","1","0","9013","6011","2020/07/19 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 1302000","81038006","0","2020/07/02 16:00:00"
"1","10038115","81038007","10038","601","0","0","0","9016","6011","2020/07/19 15:59:59","討伐特別戰鬥的 Boss","81038007","3","2020/07/02 16:00:00"
"1","10038118","81038008","10038","601","0","0","0","9015","6011","2020/07/19 15:59:59","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","81038008","5","2020/07/02 16:00:00"
"3","10039103","81039001","10039","601","0","0","0","9001","6011","2020/07/26 15:59:59","打倒貪吃佩可、可可蘿、凱留的闇影","81039001","0","2020/07/16 16:00:00"
"500000","10039104","81039002","10039","601","0","1","0","9013","6011","2020/07/26 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 2500000","81039002","0","2020/07/16 16:00:00"
"1000000","10039105","81039003","10039","601","0","1","0","9013","6011","2020/07/26 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 2000000","81039003","0","2020/07/16 16:00:00"
"1","10039106","81039004","10039","601","0","0","0","9016","6011","2020/07/26 15:59:59","完成特別戰鬥的模式2","81039004","2","2020/07/16 16:00:00"
"2000000","10039111","81039005","10039","601","0","1","0","9013","6011","2020/07/26 15:59:59","將特別戰鬥的 Boss 的 HP 降低至 1000000","81039005","0","2020/07/16 16:00:00"
