f3580473ce59240366225d23102ef0a22de899e712f1ed8981fb059a7d3de5ef,490e758219f3f9e719c037122ecb1bbb4203f11b8c3898770bb244886eed9d88,e3bb46eadd48b2b16783f207066b67cb10a83146a64472b974a2be1def32be44,3eddfa5161e410908034edfdf5bb9809085d439ff6c35c78ece3d1993315387c,717af79f4d2ba42b9a15323d3766e69cfce58ba971b0d88428d3e2960431ac0b,5867e33e8a0b60d08f50a8c750cccf77becb30765ba2f360d76b794a76926e8a,c35da1f22f8e990e3c0fd3c5f2170e1d7d5b14c9ebedd386e9b69de5b7c34e6f,7d82fea027482c88b1dd23b0bbc7ba233d8bb53371c2550adafe77c081906096,8d9adde8a88bec7db24d14c9b9e3aa7c35a700c85ac1c4e805c05148f1cb3749,291ebdd328f31d2da28ee7ac69097542b5d5eab26fac2da37370324cf077e6a5
"14280","8036","340","8034","3200012","1","2","3","8035","41"
"13050","8039","375","8037","3200013","1","2","3","8038","38"
"13050","8042","375","8040","3200014","1","2","3","8041","38"
"13050","8045","375","8043","3200015","1","2","3","8044","38"
"13050","8048","375","8046","3200016","1","2","3","8047","38"
"13050","8051","375","8049","3200017","1","2","3","8050","38"
"13050","8054","375","8052","3200018","1","2","3","8053","38"
"13050","8057","375","8055","3200019","1","2","3","8056","38"
"13050","8060","375","8058","3200020","1","2","3","8059","38"
"14280","9003","340","9001","3300001","1","3","3","9002","40"
"14280","9006","340","9004","3300002","1","3","3","9005","40"
"14280","9009","340","9007","3300003","1","3","3","9008","40"
"14280","9012","340","9010","3300004","1","3","3","9011","40"
"14280","9015","340","9013","3300005","1","3","3","9014","40"
"14280","9018","340","9016","3300006","1","3","3","9017","40"
"14280","9021","340","9019","3300007","1","3","3","9020","40"
"14280","9024","340","9022","3300008","1","3","3","9023","40"
"14280","9027","340","9025","3300009","1","3","3","9026","40"
"14280","9030","340","9028","3300010","1","3","3","9029","40"
"14280","9033","340","9031","3300011","1","3","3","9032","40"
"14280","9036","340","9034","3300012","1","3","3","9035","40"
"14280","9039","340","9037","3300013","1","3","3","9038","40"
"14280","9042","340","9040","3300014","1","3","3","9041","40"
"14280","9045","340","9043","3300015","1","3","3","9044","40"
"14280","9048","340","9046","3300016","1","3","3","9047","40"
"14280","9051","340","9049","3300017","1","3","3","9050","40"
"14280","9054","340","9052","3300018","1","3","3","9053","40"
"13050","9057","375","9055","3300019","1","3","3","9056","39"
"13050","9060","375","9058","3300020","1","3","3","9059","39"
"13050","9063","375","9061","3300021","1","3","3","9062","39"
"13050","9066","375","9064","3300022","1","3","3","9065","39"
"13050","9069","375","9067","3300023","1","3","3","9068","39"
"13050","9072","375","9070","3300024","1","3","3","9071","39"
"13050","9075","375","9073","3300025","1","3","3","9074","39"
"13050","9078","375","9076","3300026","1","3","3","9077","39"
"13050","9081","375","9079","3300027","1","3","3","9080","39"
"13050","9084","375","9082","3300028","1","3","3","9083","39"
"13050","9087","375","9085","3300029","1","3","3","9086","39"
"13050","9090","375","9088","3300030","1","3","3","9089","39"
