f3cf14788aefdb459288a2adef410104e65fb3a418a1fe4ccf9483158a7811c6,26ea76a18c25e1636a9673d2313af7024fa47131e6c32705ad10e4a027d597ae,27532019ed5d42441364b0a21406273795469fcae10aaec46742112b218a05fb,816dd870028cec6167393e8d6a9d121ed60438afde260103fea4fa63238228d5,22ff23c9b5b3a0840ff88e4e9860ee1043f5a25d99e78f1f58c1dbdd21d6ecac,a195cdfe7fcd4babc732464e5686afab9d3ce28b1ab5df1ee715973e1789904d,5babeded45fbce2bc92cb53936790434638ea6513d9781754bc2e5335a2524d3,14a9ff13ecf48aebc3898b6fcedb5910967d2df02feccbe7411c778627bca1f8,1649e5d4d8e5a1d540d0aae4d68e724cf2eeb04f9f1399d239a2291fe5a03091,6df886f08df5a288cc0ced1f56641ef37b5dd178f9056c4907707e091c1404c4,da3ac5854853dc41e3a9a92e7d64bddaf032998fc7f064c2e4aa4bb9e3680a17,accc3b3ebef64daa4b086ac22a8964e3d7dcb6ecf2e8bfb9812e80840c5ec509,1e9e274b7b60194f950621c8389ba119e84f97c129aa6deb296628e0e0a9af68
"1000","121","2020-06-18 10:00:00","20","","","恩賜的財團與神聖學院的問題兒童","","恩賜的財團與神聖學院的問題兒童","","-1","121",""
"1000","122","2020-06-18 10:00:00","20","","","好朋友X","","好朋友X","","-1","122",""
"1500","123","2020-06-18 10:00:00","20","","","青春翻轉家","","青春翻轉家","","-1","123",""
"1000","124","2020-06-18 10:00:00","20","","","密林暗處潛伏者","","密林暗處潛伏者","","-1","124",""
"1500","125","2020-06-18 10:00:00","20","","","Mirage Game","","Mirage Game","","2101001","125",""
"1500","126","2020-06-18 10:00:00","20","","","Yes！ Precious Harmony！","","Yes！ Precious Harmony！","","2101014","126",""
"1000","127","2020-05-15 15:00:00","20","","","啾啾大恐慌！　保衛起司大作戰！","","啾啾大恐慌！　保衛起司大作戰！","","-1","127",""
"1000","128","2020-05-15 15:00:00","20","","","牧場的四農士　貧窮農場奮鬥記！","","牧場的四農士　貧窮農場奮鬥記！","","-1","128",""
"1000","129","2020-05-15 15:00:00","20","","","忍者首領半藏","","忍者首領半藏","","-1","129",""
"1500","130","2020-05-15 15:00:00","20","","","Heartful Place","","Heartful Place","","-1","130",""
"1000","131","2020-06-17 15:00:00","20","","","不可思議之國的璃乃 小小愛麗絲與希望的繪本","","不可思議之國的璃乃 小小愛麗絲與希望的繪本","","-1","131",""
"1000","132","2020-06-17 15:00:00","20","","","暗黑之王賈巴沃克","","暗黑之王賈巴沃克","","-1","132",""
"1500","133","2020-06-17 15:00:00","20","","","童話故事就在夢中","","童話故事就在夢中","","-1","133",""
"1000","134","2020-06-17 15:00:00","20","","","幽靜森林","","幽靜森林","","-1","134",""
"1000","135","2020-07-15 15:00:00","20","","","七夕劍客旅情譚 天際川流夏之戀","","七夕劍客旅情譚 天際川流夏之戀","","-1","135",""
"1000","136","2020-07-15 15:00:00","20","","","覺醒‧花心星","","覺醒‧花心星","","-1","136",""
"1500","137","2020-07-15 15:00:00","20","","","黃昏太平旅路之歌","","黃昏太平旅路之歌","","-1","137",""
"1000","138","2020-11-12 12:00:00","20","","","美里的夏日聲援！　追夢的盛夏棒球隊","","美里的夏日聲援！　追夢的盛夏棒球隊","","-1","138",""
"1000","139","2020-11-12 12:00:00","20","","","海岸暴君‧鮫吉","","海岸暴君‧鮫吉","","-1","139",""
"1000","140","2020-11-12 12:00:00","20","","","猛訓打擊道！　美里的全壘打訓練場","","猛訓打擊道！　美里的全壘打訓練場","","-1","140",""
"1000","141","2020-11-12 12:00:00","20","","","目標全壘打！","","目標全壘打！","","-1","141",""
"1000","142","2020-11-12 12:00:00","20","","","夏天的回憶","","夏天的回憶","","-1","142",""
"1500","143","2020-11-12 12:00:00","20","","","那個夏天的記憶","","那個夏天的記憶","","-1","143",""
"1000","144","2020-11-12 12:00:00","20","","","清澈的河水聲","","清澈的河水聲","","-1","144",""
"1000","145","2020-11-12 12:00:00","20","","","Happy‧Change‧Angels","","Happy‧Change‧Angels","","-1","145",""
"1000","146","2020-11-12 12:00:00","20","","","失控的純潔之弓","","失控的純潔之弓","","-1","146",""
"1500","147","2020-11-12 12:00:00","20","","","吶吶Please！","","吶吶Please！","","-1","147",""
"1000","148","2021-01-12 12:00:00","20","","","迴盪的尖叫！萬聖鬼怪狂歡節","","迴盪的尖叫！萬聖鬼怪狂歡節","","-1","148",""
"1000","149","2021-01-12 12:00:00","20","","","驚叫鬼魂教父","","驚叫鬼魂教父","","-1","149",""
"1500","150","2021-01-12 12:00:00","20","","","Paradox","","Paradox","","-1","150",""
"1000","151","2021-01-12 12:00:00","20","","","魔法提督Lovely★莫妮卡　Let's Go！魔法的四重奏！","","魔法提督Lovely★莫妮卡　Let's Go！魔法的四重奏！","","-1","151",""
"1000","152","2021-01-12 12:00:00","20","","","反逆獸 de M","","反逆獸 de M","","-1","152",""
"1500","153","2021-01-12 12:00:00","20","","","閃耀吧！Lovely★Dreamy","","閃耀吧！Lovely★Dreamy","","-1","153",""
"1000","154","2021-01-12 12:00:00","20","","","跨越斷崖　前進山麓","","跨越斷崖　前進山麓","","-1","154",""
"1000","155","2020-12-21 15:00:00","20","","","名媛初登夢想秘境　聖誕夜的戀愛遊戲","","名媛初登夢想秘境　聖誕夜的戀愛遊戲","","-1","155",""
"1000","156","2020-12-21 15:00:00","20","","","被操控的雪人","","被操控的雪人","","-1","156",""
"1500","157","2020-12-21 15:00:00","20","","","Holy Passion Roses","","Holy Passion Roses","","-1","157",""
"1000","158","2021-01-22 15:00:00","20","","","新春美食家公主！　賭上關鍵一擲的少女們","","新春美食家公主！　賭上關鍵一擲的少女們","","-1","158",""
"1000","159","2021-01-22 15:00:00","20","","","究極金槍鮪","","究極金槍鮪","","-1","159",""
"1500","160","2021-01-22 15:00:00","20","","","Brand New Sunrise","","Brand New Sunrise","","-1","160",""
"1000","161","2021-02-15 15:00:00","20","","","無比珍貴的日常","","無比珍貴的日常","","-1","161",""
"1000","162","2021-02-15 15:00:00","20","","","離別與決意","","離別與決意","","-1","162",""
"1000","163","2021-02-15 15:00:00","20","","","黑風之精靈","","黑風之精靈","","-1","163",""
"1500","164","2021-02-15 15:00:00","20","","","心的思念 ～心的思念～","","心的思念 ～心的思念～","","-1","164",""
"1000","165","2021-06-01 15:00:00","20","","","灰姑娘課程　璀璨的日子有著蘋果的滋味","","灰姑娘課程　璀璨的日子有著蘋果的滋味","","-1","165",""
"1000","166","2021-06-01 15:00:00","20","","","魔物的公主","","魔物的公主","","-1","166",""
"1500","167","2021-06-01 15:00:00","18","","","戀愛閃亮魔法☆彡","","戀愛閃亮魔法☆彡","","-1","167",""
"1000","168","2021-06-01 15:00:00","20","","","鋼鐵聖女與神聖學院的問題兒童","","鋼鐵聖女與神聖學院的問題兒童","","-1","168",""
"1000","169","2021-06-01 15:00:00","20","","","無名的藝術","","無名的藝術","","-1","169",""
"1500","170","2021-06-01 15:00:00","20","","","無敵DREAMING","","無敵DREAMING","","-1","170",""
"1000","171","2021-07-12 12:00:00","20","","","祈梨ＳＯＳ！！　踏上時空旅行的龍人族","","祈梨ＳＯＳ！！　踏上時空旅行的龍人族","","-1","171",""
"1000","172","2021-07-12 12:00:00","20","","","爆裂‧時間儀","","爆裂‧時間儀","","-1","172",""
"1500","173","2021-07-12 12:00:00","20","","","Seize The Day！","","Seize The Day！","","-1","173",""
"1000","174","2021-10-07 12:00:00","20","","","心電感應！碧與玩具朋友們","","心電感應！碧與玩具朋友們","","-1","174",""
"1000","175","2021-10-07 12:00:00","20","","","究極機械玩具王","","究極機械玩具王","","-1","175",""
"1500","176","2021-10-07 12:00:00","20","","","邊緣人的朋友進行曲","","邊緣人的朋友進行曲","","-1","176",""
"1000","177","2021-10-07 12:00:00","20","","","於飛舞的沙塵之中","","於飛舞的沙塵之中","","-1","177",""
"1000","178","2021-10-07 12:00:00","20","","","永不完結的夏日計畫　盛夏的雙人獨佔樂園","","永不完結的夏日計畫　盛夏的雙人獨佔樂園","","-1","178",""
"1000","179","2021-10-07 12:00:00","20","","","暑假作業","","暑假作業","","-1","179",""
"1500","180","2021-10-07 12:00:00","20","","","Only Only You","","Only Only You","","-1","180",""
"1000","181","2021-12-09 12:00:00","20","","","慈樂之音的夏日演唱會　Just a moment！","","慈樂之音的夏日演唱會　Just a moment！","","-1","181",""
"1000","182","2021-12-09 12:00:00","20","","","女王歌唱水母","","女王歌唱水母","","-1","182",""
"1500","183","2021-12-09 12:00:00","20","","","Just a moment！","","Just a Moment！","","-1","183",""
"1500","184","2021-12-09 12:00:00","20","","","Shining Future 戰鬥編曲版本","","Shining Future （Battle Arrange Ver.）","","-1","184",""
"1000","185","2021-12-09 12:00:00","20","","","大江戶的非法病歷　Dr.深月的診療室","","大江戶的非法病歷　Dr.深月的診療室","","-1","185",""
"1000","186","2021-12-09 12:00:00","20","","","基古魯博士","","基古魯博士","","-1","186",""
"1500","187","2021-12-09 12:00:00","20","","","Narcistration♡","","Narcistration♡","","-1","187",""
"1000","188","2021-12-17 16:00:00","20","","","軍團之戰","","軍團之戰","","2109007","188",""
"1000","189","2021-12-17 16:00:00","20","","","VS憤怒軍團　與阿澤爾德的戰鬥","","VS憤怒軍團　與阿澤爾德的戰鬥","","2109007","189",""
"1000","190","2021-12-17 16:00:00","20","","","VS憤怒軍團　與卡里莎的戰鬥","","VS憤怒軍團　與卡里莎的戰鬥","","2109007","190",""
"1000","191","2021-12-17 16:00:00","20","","","VS憤怒軍團　與贊恩的戰鬥","","VS憤怒軍團　與贊恩的戰鬥","","2109007","191",""
"1000","192","2021-12-17 16:00:00","20","","","VS憤怒軍團　與美空的戰鬥","","VS憤怒軍團　與美空的戰鬥","","2109007","192",""
"1000","193","2021-12-17 16:00:00","20","","","VS憤怒軍團　與蘭法的戰鬥","","VS憤怒軍團　與蘭法的戰鬥","","2109007","193",""
"1000","194","2021-12-09 12:00:00","20","","","萬聖節拯救隊大亂鬥！　捕獲毛茸茸大作戰","","萬聖節拯救隊大亂鬥！　捕獲毛茸茸大作戰","","-1","194",""
"1000","195","2021-12-09 12:00:00","20","","","哀暴小棉花糖","","哀暴小棉花糖","","-1","195",""
"1500","196","2021-12-09 12:00:00","20","","","Halloween Monster Jam ！！！","","Halloween Monster Jam ！！！","","-1","196",""
"1000","197","2022-01-25 12:00:00","20","","","魔法少女外傳　魔法的★黑色魅力！","","魔法少女外傳　黑暗魔法★三人組！","","-1","197",""
"1000","198","2022-01-25 12:00:00","20","","","反逆獸‧三重","","反逆獸‧三重","","-1","198",""
"1500","199","2022-01-25 12:00:00","20","","","GREEDY LOVE","","GREEDY LOVE","","-1","199",""
"1000","200","2021-12-15 15:00:00","20","","","聖誕布丁快樂！ 飛舞的少女與飽含真心的點心","","聖誕布丁快樂！　飛舞的少女與飽含真心的點心","","-1","200",""
"1000","201","2021-12-15 15:00:00","20","","","孤伶伶的聖誕夜妖精","","孤伶伶的聖誕夜妖精","","-1","201",""
"1000","202","2021-12-15 15:00:00","20","","","宮子廚房 通往究極之路","","宮子廚房　通往究極之路","","-1","202",""
"1500","203","2021-12-15 15:00:00","20","","","布丁聖代聖誕節來的","","布丁‧聖‧代‧聖誕節來的！","","-1","203",""
"1000","204","2022-01-15 15:00:00","20","","","新春美食回憶雪菲的跑腿大作戰","","新春美食回憶　雪菲的跑腿大作戰！","","-1","204",""
"1000","205","2022-01-15 15:00:00","20","","","邪牛神哞猛","","邪牛神哞猛","","-1","205",""
"1500","206","2022-01-15 15:00:00","20","","","Ice Wings","","Ice Wings","","-1","206",""
"1000","207","2022-02-15 15:00:00","20","","","尋找線索","","尋找線索","","-1","207",""
"1000","208","2022-02-15 15:00:00","20","","","到大家所度過的世界","","到大家所度過的世界","","-1","208",""
"1000","209","2022-02-15 15:00:00","20","","","超載力量","","超載力量","","-1","209",""
"1500","210","2022-02-15 15:00:00","20","","","Asymmetric World","","Asymmetric World","","-1","210",""
"1000","211","2022-02-15 15:00:00","20","","","大家的情感","","大家的情感","","-1","211",""
"1000","212","2022-03-15 15:00:00","20","","","Sweet Tiny Stage！ 新進女演員與小小淑女","","Sweet Tiny Stage！ 新進女演員與小小淑女","","-1","212",""
"1000","213","2022-03-15 15:00:00","20","","","仇鼠‧怒髮衝冠的啾二","","仇鼠‧怒髮衝冠的啾二","","-1","213",""
"1000","214","2022-03-15 15:00:00","20","","","Happy Anniv.特別版 蘭德索爾猜謎連結！","","Happy Anniv.特別版 蘭德索爾猜謎連結！","","-1","214",""
"1000","215","2022-03-15 15:00:00","20","","","Thinking Time！","","Thinking Time！","","-1","215",""
"1500","216","2022-03-15 15:00:00","20","","","聽得見音樂劇嗎？","","聽得見音樂劇嗎？","","-1","216",""
"1500","217","2022-03-15 15:00:00","20","","","Crossing Truth","","Crossing Truth","","2109012","217",""
"1000","218","2022-04-15 15:00:00","20","","","交出寶物！透明怪盜雙人組","","交出寶物！透明怪盜雙人組","","-1","218",""
"1000","219","2022-04-15 15:00:00","20","","","貪婪暴君‧賭場王","","貪婪暴君‧賭場王","","-1","219",""
"1500","220","2022-04-15 15:00:00","20","","","Secret Longing","","Secret Longing","","-1","220",""
"1000","221","2022-05-15 15:00:00","20","","","海盜篇章　海盜島受詛咒的遺寶",""," Episode of Pirate　海盜島上被詛咒的遺寶","","-1","221",""
"1000","222","2022-05-15 15:00:00","20","","","受解放的寶藏守護者","","受解放的寶藏守護者","","-1","222",""
"1500","223","2022-05-15 15:00:00","20","","","無敵海盜","","無敵海盜","","-1","223",""
"1000","224","2022-05-15 15:00:00","20","","","莊嚴的熱沙","","莊嚴的熱沙","","-1","224",""
"1000","225","2022-06-15 15:00:00","20","","","Enjoy＆Refresh！　天差地遠的女孩露營","","Enjoy＆Refresh！　天差地遠的女孩露營","","-1","225",""
"1000","226","2022-06-15 15:00:00","20","","","阿斯特賴亞牛肝菌","","阿斯特賴亞牛肝菌","","-1","226",""
