4160a9fb390010c454c66cca19e84bf04b01af4b777d48bcbdc2b0b2588ef382,7cdc08adf04d86e2eb0121cdf8c306015f1c1eaf6ac4d98a27dc7fc963caf9b7,e8bba6a018f9894eb439c45039c9dc8e7b569560485e2076c9ea7bf59dc3e95a,b1bcf12e4d62ab3e9ba0e518f18464ba8f4687a9a1105a3a2122609b319f20b8,d6041ad46b1f9c4a2f1e923b24141a5a004ab1d45fe03858ef9864ce0a09bcca,57d3f306a49ff54e4ee7eebf6fa52f4b39c2f6fc2b2056b9cf1d74a828beb527,900a582064260c1572d36a1a1e8ee41f6206ead3633dd3f12e1b7b84d39316d6,e110eb58751ba301a9d2211bd5ea803cb418265c6b25f200871b07b8eb22cc39,b9690dec28b045d55e9ac703bca418b6f294d055cf4881ce311276e0af6a3716,c873701542c5df27d88c1f7632daa6c50dfecbe8bf8d64cef3f99c3abbe22a15,73b95bb37c70b1a8cc861703180a76567ce4a0ecc0efca022f147342a5af5cbb,12c6423eee245edf87c9080d96a93e17b107c0e43399d0857113c154cf970539,0a989dfcabab0f847d2602bb50d3283276faba6c14a91a3fe3a375366a59272c,fc01f2022d1e90d0d68866cb5d130563a35f245bede609d2947086c96b3eee85
"5","1","1406","180","1","1","151","1","-1","22","1","-1","5","1"
"5","1","1407","210","1","1","181","1","-1","25","1","-1","5","1"
"5","1","1408","240","1","1","211","1","-1","28","1","-1","5","1"
"5","1","1409","270","1","1","241","1","-1","28","1","-1","5","1"
"5","1","1410","300","1","1","271","1","-1","28","1","-1","5","1"
"5","1","1411","-1","1","1","301","1","-1","28","1","-1","5","1"
"3","1","1501","30","1","1","4","1","-1","7","1","-1","6","1"
"3","1","1502","60","1","1","31","1","-1","10","1","-1","6","1"
"3","1","1503","90","1","1","61","1","-1","13","1","-1","6","1"
"3","1","1504","120","1","1","91","1","-1","16","1","-1","6","1"
"3","1","1505","150","1","1","121","1","-1","19","1","-1","6","1"
"3","1","1506","180","1","1","151","1","-1","22","1","-1","6","1"
"3","1","1507","210","1","1","181","1","-1","22","1","-1","6","1"
"3","1","1508","240","1","1","211","1","-1","22","1","-1","6","1"
"3","1","1509","270","1","1","241","1","-1","22","1","-1","6","1"
"3","1","1510","-1","1","1","271","1","-1","22","1","-1","6","1"
"6","1","1601","30","1","1","4","1","5","7","1","30","7","1"
"6","1","1602","60","1","1","31","1","5","11","1","60","7","1"
"6","1","1603","90","1","1","61","1","5","15","1","90","7","1"
"6","1","1604","120","1","1","91","1","5","19","1","120","7","1"
"6","1","1605","150","1","1","121","1","5","23","1","150","7","1"
"6","1","1606","180","1","1","151","1","5","27","1","180","7","1"
"6","1","1607","210","1","1","181","1","5","29","1","210","7","1"
"6","1","1608","240","1","1","211","1","5","31","1","240","7","1"
"6","1","1609","270","1","1","241","1","5","31","1","270","7","1"
"6","1","1610","300","1","1","271","1","5","31","1","300","7","1"
"6","1","1611","-1","1","1","301","1","5","31","1","310","7","1"
"5","1","1701","30","1","1","4","1","5","7","1","30","8","1"
"5","1","1702","60","1","1","31","1","5","11","1","60","8","1"
"5","1","1703","90","1","1","61","1","5","15","1","90","8","1"
"5","1","1704","120","1","1","91","1","5","19","1","120","8","1"
"5","1","1705","150","1","1","121","1","5","23","1","150","8","1"
"5","1","1706","180","1","1","151","1","5","27","1","180","8","1"
"5","1","1707","210","1","1","181","1","5","29","1","210","8","1"
"5","1","1708","240","1","1","211","1","5","31","1","240","8","1"
"5","1","1709","270","1","1","241","1","5","31","1","270","8","1"
"5","1","1710","300","1","1","271","1","5","31","1","300","8","1"
"5","1","1711","-1","1","1","301","1","5","31","1","310","8","1"
