68f6779ec827ee16d2fbef5521a3e4b6880a449e6eccabc2cfe40c8920c46d1e,092b4c203f3de94dc67669a3f065ec7b9d5261bc212f3ca499e79822cf662099,19f084db8b4d4f62db6b7ed998d912379646a8a98b81c5a60f48de0a7367c703,f5d29104fdc6435bf0f85417ccc71d8be997e3598da13218ad8bd7b593080dbb,345bb81821689fb97a88c1aae15af3da641295cb226fad7edc74065a5c676bfe,458f33a5d461b748c9f54c92c0fb2fda550f9e99838db8f7c61780387afe8acb,0da24fd48725dcc78dbde440e659bdf82a5237e61e1868fcb80f678e6f1140eb,e58ea3dfd72f0a07bb56f7c36ca4b99c3388e4abd1e5825495d833c7ffce7876,09be9b3f4d2671a3a2dd1b0917332542226d3ed6af78c8ad073c5f12674fc07d,1e65bb6bad234ca89d0840bdb2a7524f459023c52fe499a45ff6f699c6504f66,a4466ec8e8b3831a0f0b537cfab7b4964fb93fbb1a17d8cc76db51f046badc8a,87d603a260c2a2de356b1c40d7d2b38f83c32a939cbef338b7f49d9dc95a4ffe,d0ea349343f481b4cc1663b199d70a469235ba43a8e1ae61ae74888d8f25af6b,dfe7789453a4011fbf0de52deb240e9a68d67f13b8c5d8469f4db257f68ba5f8,5015be67e2b078f7c2e39fda770a36511e83e0420b30090369ef2124f7ef8a71,0af7350f2220b85afc85ac8271f711ce6392860b14a8b76724c7eb006df5a512,fa5e7ee1e260aabc3cb371e86a1da3be585487aea057fb1d2e19a8325e277b7a,50cfff59b67fa7fdaa4a279971fa763b2de1b1e9f8a07ca14b26b710149eb2a0,22bf0b1e9c413ebad6b638245fbd32cb6a6146a0b23b8418a2f2639097b8633c,5d8699ef44044689e6a6d79b881278e771e110cbb6cfe5a50382cab3e0086091,7aaa5f7527808f8b5635ea0cb84c5656e51220656afee1eb67e67a0eff4c1f8f
"0","0","0.45","0","1305610","0","0","0","0","0","0.4","2","1","130561","0","0","0","0","-1","0","0"
"0","0","0","0","1305710","0","0","0","0","0","0","2","4.5","130571","1.1","0","0","0","260","0.05","0"
"0","0","0","0","1305711","0","0","0","0","0","0","261","4.75","130571","1.1","0","0","0","-1","0","0"
"0","0","0.5","0","1305810","0.25","0","0","0","0","0.45","2","0","130581","0","0","0","0","-1","0","0"
"0","0","50","1500","1305820","0","0","0","0","0","40","1","800","130582","0","0","0","0","-1","0","0"
"0","0","0.25","0","1305910","0.25","0","0","0","0","0.25","2","2.5","130591","0","0","0","0","-1","0","0"
"0","0","0","0","1306010","0","4.7","0","0","0","0","2","0","130601","0","0","0","0.5","-1","0","0"
"0","0","20","1000","1306020","0","400","0","0","0","20","1","0","130602","0","0","0","0","-1","0","0"
"0","0","0","0","1306110","0","0","0","0","0","0","2","4.95","130611","0.45","0","0","0","260","0.05","0"
"0","0","0","0","1306111","0","0","0","0","0","0","261","5.2","130611","0.45","0","0","0","-1","0","0"
"0","0","0","0","1306310","0","0","0","0","0","0","2","4.75","130631","0.8","0","0","0","-1","0","0"
"0","0","0","0","1306410","0","0","0","0","0","0","2","4.3","130641","1.25","0","0","0","260","0.05","0"
"0","0","0","0","1306411","0","0","0","0","0","0","261","4.55","130641","1.25","0","0","0","-1","0","0"
"0","0","0","0","1306510","0","0","0","0","0","0","2","4.8","130651","1.55","0","0","0","-1","0","0"
"0","0","0","0","1306610","0","0","0","0","0","0","2","3.2","130661","0","0","0","0","260","0.05","0"
"0","0","0","0","1306611","0","0","0","0","0","0","261","3.45","130661","0","0","0","0","-1","0","0"
"0","0","0","0","1306810","0","0","0","0","0","0","2","3.5","130681","2.5","0","0","0","260","0.15","0"
"0","0","0","0","1306811","0","0","0","0","0","0","261","4.25","130681","2.5","0","0","0","-1","0","0"
"0","0","0","0","1307010","0","4.55","0","0","0","0","2","0","130701","0","0","0","0.7","260","0.05","0"
"0","0","0","0","1307011","0","4.8","0","0","0","0","261","0","130701","0","0","0","0.7","-1","0","0"
"0","0","0","0","1307110","0","0","0","0","0","0","2","5","130711","0","0","0","0","260","0.1","0"
"0","0","0","0","1307111","0","0","0","0","0","0","261","5.5","130711","0","0","0","0","-1","0","0"
"0","0","0","0","1307510","0","0","0.05","0","0","0","2","4","130751","1.25","0","0","0","260","0","0"
"0","0","0","0","1307511","0","0","0","0","0","0","261","4.4","130751","1.25","0","0","0","-1","0","0"
"0","0","0.25","0","1307610","0.25","0","0","0","0","0.25","2","2.1","130761","0","0","0","0","-1","0","0"
"0","0","0.3","0","1307710","0","2","0","0","0","0.3","2","0","130771","0","0","0","0","-1","0","0"
"0","0","35","1000","1307720","0","0","0","0","0","45","1","0","130772","0","0","0","0","-1","0","0"
"0","0","0","0","1307810","0","4.25","0","0","0","0","2","0","130781","0","0","0","0.75","-1","0","0"
"0","0","0","0","1307910","0","0","0","0","0","0","2","4","130791","1.5","0","0","0","260","0.05","0"
"0","0","0","0","1307911","0","0","0","0","0","0","261","4.25","130791","1.5","0","0","0","-1","0","0"
"0","0","8","500","1307920","0","0","0","0","0","8","1","800","130792","0","0","0","0","-1","0","0"
"0","0","0","0","1308010","0","0","0","0","0","0","2","4.3","130801","0","0","0","0","260","0.15","0"
"0","0","0","0","1308011","0","0","0","0","0","0","261","5.05","130801","0","0","0","0","-1","0","0"
"0","0","18","800","1308020","0","0","0","0","0","18","1","550","130802","0","0","0","0","-1","0","0"
"0","0","0","0","1308110","0","0","0","0","0","0","2","3.75","130811","1.75","0","0","0","260","0.05","0"
"0","0","0","0","1308111","0","0","0","0","0","0","261","4","130811","1.75","0","0","0","-1","0","0"
"0","0","10","500","1308120","0","0","0","0","0","10","1","600","130812","0","0","0","0","-1","0","0"
"0","0","0.15","0","1308210","0","0","0","0","0","0.15","2","3.3","130821","0.5","0","0","0","-1","0","0"
"0","0","0","0","1308220","0","0","0","0","0","0","1","750","130822","50","0","0","0","-1","0","0"
"0","0","0","0","1308310","0","3","0.05","0.05","0","0.25","2","0","130831","0","0","0","0","260","0","0"
"0","0","0","0","1308311","0","3.4","0","0.05","0","0.25","261","0","130831","0","0","0","0","-1","0","0"
"0","0","15","1000","1308320","0","500","0","0","0","15","1","0","130832","0","0","0","0","-1","0","0"
"0","0","0.25","4","1308410","0","2.3","0","0","0","0.25","2","0","130841","0","0","0","0","-1","0","0"
"0","0","0","700","1308420","0","700","0","0","0","0","1","0","130842","0","0","0","0","-1","0","0"
"0","0","0.5","6.25","1308510","0","0","0","0","0","0.4","2","0","130851","0","0","0","0","-1","0","0"
"0","0","50","1500","1308520","0","0","0","0","0","50","1","0","130852","0","0","0","0","-1","0","0"
"0","0","0.15","2.5","1308610","0","0","0","0.05","0","0","2","4","130861","0","0","0","0","-1","0","0"
"0","0","0","1000","1308620","0","0","0","0","0","0","1","500","130862","125","0","0","0","-1","0","0"
"0","0","0","0","1308710","0","0","0.05","0","0","0","2","4.3","130871","1","0","0","0","260","0","0"
"0","0","0","0","1308711","0","0","0","0","0","0","261","4.7","130871","1","0","0","0","-1","0","0"
"0","0","0","0","1308810","0","2.5","0","0","0","0.25","2","0","130881","0","1.5","0","0","260","0.05","0"
"0","0","0","0","1308811","0","2.75","0","0","0","0.25","261","0","130881","0","1.5","0","0","-1","0","0"
"0","0","0.15","0","1308910","0","0","0","0","0","0.65","2","1.2","130891","0","0","0","0","-1","0","0"
"0","0","0","0","1309010","0","0","0","0","0","0","2","4","130901","1.25","0","0","0","260","0.1","0"
"0","0","0","0","1309011","0","0","0","0","0","0","261","4.5","130901","1.25","0","0","0","-1","0","0"
"0","0","0","2000","1309020","0","0","0","0","0","0","1","500","130902","0","0","0","0","-1","0","0"
"0","0","0","5","1309110","0.25","0","0","0","0","0","2","4","130911","0","0","0","0","-1","0","0"
"0","0","20","1000","1309120","0","0","0","0","0","20","1","0","130912","0","0","0","0","-1","2","0"
"0","0","0","0","1309210","0","4.4","0.05","0","0","0","2","0","130921","0","0","0","0","260","0.1","0"
"0","0","0","0","1309211","0","5.3","0","0","0","0","261","0","130921","0","0","0","0","-1","0","0"
"0","0","0","0","1309310","0","3.5","0","0","0","0","2","0","130931","0","0","0","1.75","-1","0","0"
"0","0","0","0","1309410","0","4.6","0","0","0","0","2","0","130941","0","0","0","0","260","0.15","0"
"0","0","0","0","1309411","0","5.35","0","0","0","0","261","0","130941","0","0","0","0","-1","0","0"
"0","0","0.35","0","1309510","0.25","0","0","0","0","0.6","2","0","130951","0","0","0","0","-1","0","0"
"0","0","40","1600","1309520","0","0","0","0","0","40","1","0","130952","0","0","0","0","-1","0","0"
"0","0","0","0","1309610","0","0","0","0","0","0","2","4.25","130961","2","0","0","0","-1","0","0"
"0","0","0","0","1309620","0","0","0","0","0","0","1","600","130962","0","0","0","0","-1","2","0"
"0","0","0","0","1309710","0.25","0","0","0","0","0","2","1.65","130971","2","0","0","0","-1","0","0"
"0","0","0.4","0","1309810","0","2.6","0","0","0","0.1","2","0","130981","0","0","0","0","260","0.05","0"
"0","0","0.4","0","1309811","0","2.85","0","0","0","0.1","261","0","130981","0","0","0","0","-1","0","0"
"0","0","0","0","1309910","0.3","4.8","0","0","0","0","2","0","130991","0","0","0","0","260","0.05","0"
"0","0","0","0","1309911","0.3","5.05","0","0","0","0","261","0","130991","0","0","0","0","-1","0","0"
"0","0","0","0","1310010","0","0","0.05","0","0","0","2","4.8","131001","0","0","0","0","260","0","0"
"0","0","0","0","1310011","0","0","0","0","0","0","261","5.2","131001","0","0","0","0","-1","0","0"
"0","0","0","0","1310020","0","0","0","0","0","0","1","1200","131002","0","0","0","0","-1","0","0"
"0","0","0.05","0","1310110","0.3","4","0","0","0","0.05","2","0","131011","0","0","0","0","-1","0","0"
"0","0","0","0","1310120","0","350","0","0","0","0","1","0","131012","0","0","0","150","-1","0","0"
"0","0","0","0","1310310","0","0","0","0","0","0","2","4","131031","0","1.5","0","0","-1","0","0"
"0","0","0","900","1310320","0","0","0","0","0","0","1","0","131032","0","0","0","0","-1","2","0"
"0","0","0","0","1310410","0","0","0","0","0","0","2","4.4","131041","1","0","0","0","260","0.05","0"
"0","0","0","0","1310411","0","0","0","0","0","0","261","4.65","131041","1","0","0","0","-1","0","0"
"0","0","30","500","1310420","0","0","0","0","0","30","1","500","131042","0","0","0","0","-1","0","0"
"0","0","0","0","1310510","0","0","0","0","0","0","2","4.5","131051","1.4","0","0","0","-1","0","0"
"0","0","30","0","1310520","0","0","0","0","0","10","1","900","131052","0","0","0","0","-1","0","0"
"0","0","0","0","1310610","0","3.9","0.05","0","0","0","2","0","131061","0","0","0","0.9","260","0","0"
"0","0","0","0","1310611","0","4.3","0","0","0","0","261","0","131061","0","0","0","0.9","-1","0","0"
"0","0","30","0","1310620","0","900","0","0","0","10","1","0","131062","0","0","0","0","-1","0","0"
"0","0","0","0","1310710","0","0","0","0","0","0","2","4.55","131071","1.2","0","0","0","-1","0","0"
"0","0","30","500","1310720","0","0","0","0","0","30","1","0","131072","80","0","0","0","-1","0","0"
"0","0","0","0","1310810","0","0","0","0","0","0","2","3.85","131081","1.75","0","0","0","260","0.1","0"
"0","0","0","0","1310811","0","0","0","0","0","0","261","4.35","131081","1.75","0","0","0","-1","0","0"
"0","0","0","0","1310910","0","0","0","0","0","0","2","3.95","131091","2","0","0","0","260","0.05","0"
"0","0","0","0","1310911","0","0","0","0","0","0","261","4.2","131091","2","0","0","0","-1","0","0"
"0","0","0","0","1311010","0","2.8","0.05","0","0","0","2","0","131101","0","1.5","10","0","260","0","0"
"0","0","0","0","1311011","0","3.2","0","0","0","0","261","0","131101","0","1.5","10","0","-1","0","0"
"0","0","0","0","1311110","0","4.8","0.05","0","0","0","2","0","131111","0","0","0","0","260","0","0"
"0","0","0","0","1311111","0","5.2","0","0","0","0","261","0","131111","0","0","0","0","-1","0","0"
"0","0","20","0","1311120","0","500","0","0","0","20","1","0","131112","0","0","0","0","-1","0","0"
"0.05","0","0.2","0","1311210","0","0","0","0","0","0","2","2.5","131121","0","0","0","0","300","0","0"
"0","0","0.3","0","1311211","0","0","0","0","0","0","301","2.5","131121","0","0","0","0","-1","0","0"
"0","0","30","1000","1311220","0","0","0","0","0","30","1","500","131122","0","0","0","0","-1","0","0"
"0","0","0","0","1311310","0","0","0","0","0","0.6","2","1.65","131131","0","0","0","0","260","0.1","0"
"0","0","0","0","1311311","0","0","0","0","0","0.6","261","2.15","131131","0","0","0","0","-1","0","0"
"0","0","0","0","1311320","0","0","0","0","0","0","1","500","131132","100","0","0","0","-1","0","0"
"0","0","0","0","1311410","0","3.75","0.05","0","0","0","2","0","131141","0","1.5","0","0","260","0","0"
"0","0","0","0","1311411","0","4.15","0","0","0","0","261","0","131141","0","1.5","0","0","-1","0","0"
"0","0","0","0","1311510","0","0","0.05","0","0","0","2","4.3","131151","1","0","0","0","260","0","0"
"0","0","0","0","1311511","0","0","0","0","0","0","261","4.7","131151","1","0","0","0","-1","0","0"
"0","0","0.6","14.5","1311610","0.2","0","0","0","0","0","2","0","131161","0","0","0","0","-1","0","0"
"0","0","0","5","1311710","0","3.75","0","0","0","0","2","0","131171","0","0","0","0.4","260","0.1","0"
"0","0","0","5","1311711","0","4.25","0","0","0","0","261","0","131171","0","0","0","0.4","-1","0","0"
"0","0","0","10","1311810","0","0","0","0","0","0","2","3.5","131181","0.75","0","0","0","260","0.05","0"
"0","0","0","10","1311811","0","0","0","0","0","0","261","3.75","131181","0.75","0","0","0","-1","0","0"
"0","0","0.45","1.5","1311910","0","0","0","0","0","0.5","2","0","131191","0","0","0","0","260","0.05","0"
"0","0","0.45","3.6","1311911","0","0","0","0","0","0.5","261","0","131191","0","0","0","0","-1","0","0"
"0","0","0","0","1312010","0","3.7","0","0","0","0","2","0","131201","0","1.25","0","0.5","-1","0","0"
"0","0","0","0","1312110","0.5","3.35","0","0","0","0","2","0","131211","0","0","0","0","260","0.15","0"
"0","0","0","0","1312111","0.5","4.1","0","0","0","0","261","0","131211","0","0","0","0","-1","0","0"
"0","0","0.2","0","1312210","0","2.6","0","0","0","0.3","2","0","131221","0","0","0","0","-1","0","0"
"0","0","0","0","1312310","0","0","0","0","0","0","2","4.2","131231","2","0","0","0","-1","0","0"
"0","0","0","0","1312410","0","0","0","0","0","0","2","4.1","131241","1.7","0","0","0","260","0.05","0"
"0","0","0","0","1312411","0","0","0","0","0","0","261","4.35","131241","1.7","0","0","0","-1","0","0"
"0","0","0.4","11","1312510","0","0","0","0","0","0.4","2","0","131251","0","0","0","0","-1","0","0"
"0","0","0","0","1312610","0","4.5","0","0","0","0","2","0","131261","0","0","0","0.8","-1","0","0"
"0","0","0","0","1312710","0","0","0","0","0","0","2","3.9","131271","1.25","0","0","0","260","0.1","0"
"0","0","0","0","1312711","0","0","0","0","0","0","261","4.4","131271","1.25","0","0","0","-1","0","0"
"0","0","0","0","1312810","0","0","0","0","0","0","2","4.35","131281","1.3","0","0","0","-1","0","0"
"0","0","0","0","1312910","0","0","0","0","0","0","2","4","131291","1.5","0","0","0","260","0.05","0"
"0","0","0","0","1312911","0","0","0","0","0","0","261","4.25","131291","1.5","0","0","0","-1","0","0"
"0.15","0","0.5","10.5","1313010","0","0","0.05","0","0","0","2","0","131301","0","0","0","0","260","0","0"
"0.15","0","0.5","13.85","1313011","0","0","0","0","0","0","261","0","131301","0","0","0","0","300","0","0"
"0","0","0.7","13.85","1313012","0","0","0","0","0","0","301","0","131301","0","0","0","0","-1","0","0"
"0","0","0","0","1313110","0","0","0","0","0","0","2","4.7","131311","0.65","0","0","0","-1","0","0"
"0","0","0","0","1313210","0","4.1","0","0","0","0","2","0","131321","0","0","0","0.4","260","0.1","0"
"0","0","0","0","1313211","0","4.6","0","0","0","0","261","0","131321","0","0","0","0.4","-1","0","0"
"0","0","0","0","1313310","0","4.55","0","0","0","0","2","0","131331","0","0","0","0","260","0.1","0"
"0","0","0","0","1313311","0","5.05","0","0","0","0","261","0","131331","0","0","0","0","-1","0","0"
"0","0","0","0","1313410","0","4.4","0","0","0","0","2","0","131341","0","0","0","0.65","-1","0","0"
"0","0","0","0","1313510","0","1.5","0","0","0","0.6","2","0","131351","0","0","0","0","260","0.1","0"
"0","0","0","0","1313511","0","2","0","0","0","0.6","261","0","131351","0","0","0","0","-1","0","0"
"0","0","0","5","1313610","0","0","0","0","0","0","2","4.45","131361","0","0","0","0","-1","0","0"
"0","0","0","0","1313710","0","4","0","0","0","0","2","0","131371","0","0","0","0.65","260","0.1","0"
"0","0","0","0","1313711","0","4.5","0","0","0","0","261","0","131371","0","0","0","0.65","-1","0","0"
"0","0","0","15","1313810","0","3.2","0","0","0","0","2","0","131381","0","0","0","0","260","0.05","0"
"0","0","0","15","1313811","0","3.45","0","0","0","0","261","0","131381","0","0","0","0","-1","0","0"
"0","0","0.45","3.75","1313910","0","0","0","0","0","0.45","2","0","131391","0","0","0","0","260","0.05","0"
"0","0","0.45","5.85","1313911","0","0","0","0","0","0.45","261","0","131391","0","0","0","0","-1","0","0"
"0","0","0","0","1314010","0","0","0","0","0","0","2","4.75","131401","0.6","0","0","0","260","0.05","0"
"0","0","0","0","1314011","0","0","0","0","0","0","261","5","131401","0.6","0","0","0","-1","0","0"
"0","0","0","0","1314110","0","0","0","0","0","0","2","4.7","131411","1","0","0","0","-1","0","0"
"0","0","0","0","1314210","0","0","0","0","0","0","2","4.9","131421","0.6","0","0","0","-1","0","0"
"0","0","0","0","1314310","0","0","0","0","0","0","2","3.5","131431","0","0","0","3.75","-1","0","0"
"0","0","0","0","1314410","0","0","0","0","0","0","2","4.6","131441","0.75","0","0","0","-1","0","0"
"0","0","0","0","1314510","0.3","0","0","0","0","0","2","4.25","131451","0.75","0","0","0","-1","0","0"
"0","0","0","5","1314610","0","0","0","0","0","0","2","4.2","131461","0","0","0","0","260","0.05","0"
"0","0","0","5","1314611","0","0","0","0","0","0","261","4.45","131461","0","0","0","0","-1","0","0"
"0","0","0.2","0","1314710","0","0","0","0","0","0.2","2","3.05","131471","0","0","0","0","-1","0","0"
"0","0","0","0","1315010","0.3","4.25","0","0","0","0","2","0","131501","0","0","0","0","260","0.05","0"
"0","0","0","0","1315011","0.3","4.5","0","0","0","0","261","0","131501","0","0","0","0","-1","0","0"
"0","0","0","0","1315510","0","0","0","0","0","0","2","3.75","131551","1.9","0","0","0","260","0.1","0"
"0","0","0","0","1315511","0","0","0","0","0","0","261","4.25","131551","1.9","0","0","0","-1","0","0"
"0","0","0","0","1315610","0.4","4.4","0","0","0","0","2","0","131561","0","0","0","0","-1","0","0"
"0","0","0","0","1315710","0","3.6","0.05","0","0","0","2","0","131571","0","0","0","1.2","260","0","0"
"0","0","0","0","1315711","0","4","0","0","0","0","261","0","131571","0","0","0","1.2","-1","0","0"
"0","0","0","0","1315810","0","0","0","0","0","0","2","4.4","131581","1.2","0","0","0","-1","0","0"
"0","0","0","0","1315910","0","0","0","0","0","0","2","4.1","131591","1.35","0","0","0","260","0.05","0"
"0","0","0","0","1315911","0","0","0","0","0","0","261","4.35","131591","1.35","0","0","0","-1","0","0"
"0","0","0","0","1316010","0","4.6","0","0","0","0","2","0","131601","0","0.5","0","0","-1","0","0"
"0","0","0","0","1316210","0","0","0","0","0","0","2","4.9","131621","0.5","0","0","0","-1","0","0"
