cdc75ef58916f9d50899f63179cba026a34998e51ac77a8fdaae81245aa6a606,9fae7c6565d399a2419566aaa88cecdfc2e14a65c81c771027f3d43b5076654b,8df9fa7af377c05867d77c345377fb4700516f8cf1bb6222388bb13a12bf8ef4,2c24f46c25694d98ce6dd25ee797b52b63ac32197b6dfa4884a1a1f76c50cd17,caf959a5ec8b1e9ea7015ff922daf54ea875597e0bf1a9fd3df05f044d59bcbd,4a2e777a08e7a41b712bc0b980cc9ae4a9869b5951350f5cd13fdc6c545dda1d,7763627ecfeb5524f70d8893acba7c5570676af4fce5a41da638f5de746261ac,a20665160e3289b32fd3110fd7e1346375d7fbb806c5fa1e91ef1cf2c670cb5c,aa6d6261d6a3f8fe3763ed0a581ec54018caf3e67bba917223679733ae63cb90,47e505b86be5d178946432827cf781823f3292e5a94369f42a1ce66b0b5641d6
"0","0","0","9","1","此時BB團團長卻突然現身！","0","2","1020009","8"
"3.75","0","1","10","4","","0","2","1020010","0"
"0","vo_10011600_0203","0","11","2","","vo_10011600","2","1020011","0"
"0","0","0","12","1","　BB團的羈絆","0","2","1020012","8"
"1.875","0","1","13","4","","0","2","1020013","0"
"0","0","0","14","1","不管走到哪裡都不會改變呢！\n","0","2","1020014","8"
"3.75","0","1","15","4","","0","2","1020015","0"
"0","vo_10011600_0204","0","16","2","","vo_10011600","2","1020016","0"
"0","0","0","17","1","然後，","0","2","1020017","8"
"1","0","1","18","4","","0","2","1020018","0"
"0","0","0","19","1","我認識了和那個人一起來到","0","2","1020019","8"
"2","0","1","20","4","","0","2","1020020","0"
"0","0","0","21","1","聖德蕾莎女學院","0","2","1020021","8"
"1.125","0","1","22","4","","0","2","1020022","0"
"0","0","0","23","1","（好朋友社）的成員們。","0","2","1020023","8"
"3.5","0","1","24","4","","0","2","1020024","0"
"0","vo_10011600_0205","0","25","2","","vo_10011600","2","1020025","0"
"0","0","0","26","1","　大家似乎都是很有個性的人，","0","2","1020026","8"
"3","0","1","27","4","","0","2","1020027","0"
"0","0","0","28","1","我很擔心自己是否能和他們融洽相處……","0","2","1020028","6"
"2.83333333333333","0","1","29","4","","0","2","1020029","0"
"0","vo_10011600_0301","0","1","2","","vo_10011600","3","1030001","0"
"0","0","0","2","1","　我搞砸了。","0","3","1030002","8"
"3","0","1","3","4","","0","3","1030003","0"
"0","vo_10011600_0302","0","4","2","","vo_10011600","3","1030004","0"
"0","0","0","5","1","　自我介紹對孤單的人來說就像眼前的巨大障礙。","0","3","1030005","8"
"5.125","0","1","6","4","","0","3","1030006","0"
"0","vo_10011600_0303","0","7","2","","vo_10011600","3","1030007","0"
"0","0","0","8","1","　我明明已經在腦海中做過很多次假想訓練，","0","3","1030008","8"
"2.625","0","1","9","4","","0","3","1030009","0"
"0","0","0","10","1","卻還是失敗了。","0","3","1030010","8"
"2.75","0","1","11","4","","0","3","1030011","0"
"0","vo_10011600_0304","0","12","2","","vo_10011600","3","1030012","0"
"0","0","0","13","1","　當所有同學盯著我看的那一瞬間，","0","3","1030013","8"
"3.5","0","1","14","4","","0","3","1030014","0"
"0","0","0","15","1","我的腦中變得一片空白，","0","3","1030015","8"
"2","0","1","16","4","","0","3","1030016","0"
"0","0","0","17","1","然後又開始脫口說出奇怪的話。\n","0","3","1030017","10"
"4.5","0","1","18","4","","0","3","1030018","0"
"0","vo_10011600_0305","0","19","2","","vo_10011600","3","1030019","0"
"0","0","0","20","1","雖然大家笑得很開心，","0","3","1030020","8"
"3","0","1","21","4","","0","3","1030021","0"
"0","0","0","22","1","不過我還是對未來感到不安……","0","3","1030022","8"
"2.25","0","1","23","4","","0","3","1030023","0"
"0","vo_10011600_0401","0","1","2","","vo_10011600","4","1040001","0"
"0","0","0","2","1","　優妮看起來","0","4","1040002","8"
"1.75","0","1","3","4","","0","4","1040003","0"
"0","0","0","4","1","是個很聰明的人。","0","4","1040004","8"
"2.625","0","1","5","4","","0","4","1040005","0"
"0","vo_10011600_0402","0","6","2","","vo_10011600","4","1040006","0"
"0","0","0","7","1","　她的用字譴詞十分艱澀，","0","4","1040007","8"
"3.75","0","1","8","4","","0","4","1040008","0"
"0","0","0","9","1","有些單字常常讓我聽不懂，","0","4","1040009","8"
"3.125","0","1","10","4","","0","4","1040010","0"
"0","0","0","11","1","以後我是不是應該隨身攜帶字典呢？\n","0","4","1040011","8"
"4","0","1","12","4","","0","4","1040012","0"
"0","vo_10011600_0403","0","13","2","","vo_10011600","4","1040013","0"
"0","0","0","14","1","　總是關在象牙之塔裡埋頭研究，","0","4","1040014","8"
"3.75","0","1","15","4","","0","4","1040015","0"
"0","0","0","16","1","平常不會從那裡踏出一步，","0","4","1040016","8"
"3.25","0","1","17","4","","0","4","1040017","0"
"0","0","0","18","1","散發出和我一樣的孤獨氣息。","0","4","1040018","8"
"3.375","0","1","19","4","","0","4","1040019","0"
"0","vo_10011600_0404","0","20","2","","vo_10011600","4","1040020","0"
"0","0","0","21","1","　「孤獨會召喚孤獨」，","0","4","1040021","8"
"2.5","0","1","22","4","","0","4","1040022","0"
"0","0","0","23","1","我","0","4","1040023","8"
"1.125","0","1","24","4","","0","4","1040024","0"
"0","0","0","25","1","不記得是誰說過這句話，","0","4","1040025","8"
"2.75","0","1","26","4","","0","4","1040026","0"
"0","0","0","27","1","但是說不定……\n","0","4","1040027","8"
"2","0","1","28","4","","0","4","1040028","0"
"0","vo_10011600_0405","0","29","2","","vo_10011600","4","1040029","0"
"0","0","0","30","1","擁有相同宿命的同伴，","0","4","1040030","8"
"2.375","0","1","31","4","","0","4","1040031","0"
"0","0","0","32","1","彼此可以成為好朋友？","0","4","1040032","8"
"2.125","0","1","33","4","","0","4","1040033","0"
"0","vo_10011600_0501","0","1","2","","vo_10011600","5","1050001","0"
"0","0","0","2","1","　克蘿依和我一樣都是","0","5","1050002","8"
"1.875","0","1","3","4","","0","5","1050003","0"
"0","0","0","4","1","精靈，","0","5","1050004","8"
"1.5","0","1","5","4","","0","5","1050005","0"
"0","0","0","6","1","可是……","0","5","1050006","8"
"1.625","0","1","7","4","","0","5","1050007","0"
"0","0","0","8","1","她給人的感覺，","0","5","1050008","8"
"1.375","0","1","9","4","","0","5","1050009","0"
"0","0","0","10","1","有點不太一樣。","0","5","1050010","8"
"2.625","0","1","11","4","","0","5","1050011","0"
"0","vo_10011600_0502","0","12","2","","vo_10011600","5","1050012","0"
"0","0","0","13","1","說不定擁有相同宿命的同伴，彼此可以成為好朋友？","0","5","1050013","8"
"3.625","0","1","14","4","","0","5","1050014","0"
"0","0","0","15","1","我曾經抱持這樣的想法，","0","5","1050015","8"
"2.125","0","1","16","4","","0","5","1050016","0"
"0","0","0","17","1","但是我根本不敢向她搭話！","0","5","1050017","8"
"3.125","0","1","18","4","","0","5","1050018","0"
"0","vo_10011600_0503","0","19","2","","vo_10011600","5","1050019","0"
"0","0","0","20","1","按照那個人的說法，","0","5","1050020","8"
"1.65","0","1","21","4","","0","5","1050021","0"
"0","0","0","22","1","她好像是個熱心助人，","0","5","1050022","8"
"1.625","0","1","23","4","","0","5","1050023","0"
"0","0","0","24","1","而且個性溫柔的好人……\n","0","5","1050024","8"
"3.125","0","1","25","4","","0","5","1050025","0"
"0","vo_10011600_0504","0","26","2","","vo_10011600","5","1050026","0"
"0","0","0","27","1","這麼說來，","0","5","1050027","8"
"2","0","1","28","4","","0","5","1050028","0"
"0","0","0","29","1","噗……","0","5","1050029","8"
"1.5","0","1","30","4","","0","5","1050030","0"
"0","0","0","31","1","那個聲音其實是歎息聲（？）、","0","5","1050031","8"
"2.375","0","1","32","4","","0","5","1050032","0"
"0","vo_10011600_0505","0","33","2","","vo_10011600","5","1050033","0"
"0","0","0","34","1","雖然說不出口……\n","0","5","1050034","8"
"2.375","0","1","35","4","","0","5","1050035","0"
"0","0","0","36","1","但是聽起來好可愛啊！","0","5","1050036","8"
"1.375","0","1","37","4","","0","5","1050037","0"
"0","0","0","38","1","我不禁在心裡這麼想。","0","5","1050038","8"
"1","0","1","39","4","","0","5","1050039","0"
"0","vo_10011600_0601","0","1","2","","vo_10011600","6","1060001","0"
"0","0","0","2","1","　琪愛兒則是個現充。","0","6","1060002","8"
"2.375","0","1","3","4","","0","6","1060003","0"
"0","0","0","4","1","這一點是毋庸置疑的。\n","0","6","1060004","8"
"2.5","0","1","5","4","","0","6","1060005","0"
"0","vo_10011600_0602","0","6","2","","vo_10011600","6","1060006","0"
"0","0","0","7","1","長得很可愛，擁有很多朋友。","0","6","1060007","8"
"2.5","0","1","8","4","","0","6","1060008","0"
"0","0","0","9","1","和我這種邊緣人完全相反。","0","6","1060009","8"
"2.875","0","1","10","4","","0","6","1060010","0"
"0","vo_10011600_0603","0","11","2","","vo_10011600","6","1060011","0"
"0","0","0","12","1","身上散發出令人難以直視的耀眼光芒。\n","0","6","1060012","8"
"3.25","0","1","13","4","","0","6","1060013","0"
"0","vo_10011600_0604","0","14","2","","vo_10011600","6","1060014","0"
"0","0","0","15","1","如果和她面對面說話，","0","6","1060015","8"
"3.5","0","1","16","4","","0","6","1060016","0"
"0","0","0","17","1","我的空虛心靈一定會裂成碎片，","0","6","1060017","8"
"2.5","0","1","18","4","","0","6","1060018","0"
"0","0","0","19","1","掉落滿地。\n","0","6","1060019","8"
"3.875","0","1","20","4","","0","6","1060020","0"
"0","vo_10011600_0605","0","21","2","","vo_10011600","6","1060021","0"
"0","0","0","22","1","「切嚕～」，","0","6","1060022","8"
"1.75","0","1","23","4","","0","6","1060023","0"
"0","0","0","24","1","那種問候語…","0","6","1060024","8"
"1.625","0","1","25","4","","0","6","1060025","0"
"0","0","0","26","1","如果要我說出來，我一定會當場昏倒，","0","6","1060026","8"
"2.75","0","1","27","4","","0","6","1060027","0"
"0","0","0","28","1","直接蒙主寵召……","0","6","1060028","8"
"3.125","0","1","29","4","","0","6","1060029","0"
"0","vo_10011600_0701","0","1","2","","vo_10011600","7","1070001","0"
"0","0","0","2","1","　今天真的是每件事情","0","7","1070002","8"
"2.375","0","1","3","4","","0","7","1070003","0"
"0","0","0","4","1","都受到優妮的照顧。\n","0","7","1070004","7"
"3.28571428571429","0","1","5","4","","0","7","1070005","0"
"0","vo_10011600_0702","0","6","2","","vo_10011600","7","1070006","0"
"0","0","0","7","1","和喜歡調侃人的克蘿依與琪愛兒完全不同，","0","7","1070007","8"
"4.625","0","1","8","4","","0","7","1070008","0"
"0","0","0","9","1","我從她身上看見了充滿知性，","0","7","1070009","8"
"1.5","0","1","10","4","","0","7","1070010","0"
"0","0","0","11","1","值得信賴的一面。","0","7","1070011","10"
"2.4","0","1","12","4","","0","7","1070012","0"
"0","vo_10011600_0703","0","13","2","","vo_10011600","7","1070013","0"
"0","0","0","14","1","俐落下達明確指示的模樣，","0","7","1070014","8"
"2.375","0","1","15","4","","0","7","1070015","0"
"0","0","0","16","1","充分展現出她身為公會長的威嚴。","0","7","1070016","8"
"3.5","0","1","17","4","","0","7","1070017","0"
"0","vo_10011600_0704","0","18","2","","vo_10011600","7","1070018","0"
"0","0","0","19","1","我相信優妮一定","0","7","1070019","8"
"2.25","0","1","20","4","","0","7","1070020","0"
"0","0","0","21","1","可以將優妮們的威名傳播到全世界。\n\n","0","7","1070021","8"
"6.625","0","1","22","4","","0","7","1070022","0"
"0","vo_10011600_0705","0","23","2","","vo_10011600","7","1070023","0"
"0","0","0","24","1","咦？","0","7","1070024","8"
"1.125","0","1","25","4","","0","7","1070025","0"
"0","0","0","26","1","　公會名是這樣嗎？","0","7","1070026","8"
"2.75","0","1","27","4","","0","7","1070027","0"
"0","vo_10011600_0801","0","1","2","","vo_10011600","8","1080001","0"
"0","0","0","2","1","　初次見面時，","0","8","1080002","8"
"1.75","0","1","3","4","","0","8","1080003","0"
"0","0","0","4","1","因為太害怕而遲遲不敢跟克蘿依說話。","0","8","1080004","8"
"4.125","0","1","5","4","","0","8","1080005","0"
"0","vo_10011600_0802","0","6","2","","vo_10011600","8","1080006","0"
"0","0","0","7","1","不過後來我漸漸明白她其實是個很溫柔的人，","0","8","1080007","8"
"2.75","0","1","8","4","","0","8","1080008","0"
"0","0","0","9","1","而且時常關心我的事情。\n","0","8","1080009","8"
"5.875","0","1","10","4","","0","8","1080010","0"
"0","vo_10011600_0803","0","11","2","","vo_10011600","8","1080011","0"
"0","0","0","12","1","托克蘿依的福，雖然只有一點點…","0","8","1080012","8"
"3.25","0","1","13","4","","0","8","1080013","0"
"0","0","0","14","1","不過\n我總算比較能融入班上。\n","0","8","1080014","8"
"4.25","0","1","15","4","","0","8","1080015","0"
"0","vo_10011600_0804","0","16","2","","vo_10011600","8","1080016","0"
"0","0","0","17","1","克蘿依似乎有很多兄弟姊妹。","0","8","1080017","8"
"4.125","0","1","18","4","","0","8","1080018","0"
"0","vo_10011600_0805","0","19","2","","vo_10011600","8","1080019","0"
"0","0","0","20","1","的確，","0","8","1080020","8"
"1.625","0","1","21","4","","0","8","1080021","0"
"0","0","0","22","1","今天的克蘿依差點讓我脫口喊她姊姊！","0","8","1080022","8"
"4.625","0","1","23","4","","0","8","1080023","0"
"0","vo_10011600_0901","0","1","2","","vo_10011600","9","1090001","0"
"0","0","0","2","1","　切嚕～","0","9","1090002","8"
"3.875","0","1","3","4","","0","9","1090003","0"
"0","vo_10011600_0902","0","4","2","","vo_10011600","9","1090004","0"
"0","0","0","5","1","如果可以學會說出這句問候語，","0","9","1090005","8"
"2.75","0","1","6","4","","0","9","1090006","0"
"0","0","0","7","1","我是不是就能像琪愛兒一樣","0","9","1090007","8"
"2.375","0","1","8","4","","0","9","1090008","0"
"0","0","0","9","1","開朗有自信，擁有許多朋友，","0","9","1090009","8"
"2.75","0","1","10","4","","0","9","1090010","0"
"0","0","0","11","1","變身為自己理想中的女性呢？\n","0","9","1090011","8"
"4.375","0","1","12","4","","0","9","1090012","0"
"0","vo_10011600_0903","0","13","2","","vo_10011600","9","1090013","0"
"0","0","0","14","1","不過","0","9","1090014","8"
"1.25","0","1","15","4","","0","9","1090015","0"
"0","0","0","16","1","這句問候語對我而言還太困難，","0","9","1090016","8"
"2.875","0","1","17","4","","0","9","1090017","0"
"0","0","0","18","1","今天暫且寫下來就好。\n","0","9","1090018","8"
"4.125","0","1","19","4","","0","9","1090019","0"
"0","vo_10011600_0904","0","20","2","","vo_10011600","9","1090020","0"
"0","0","0","21","1","切嚕～切嚕～切嚕～切嚕～切嚕～","0","9","1090021","8"
"4.125","0","1","22","4","","0","9","1090022","0"
"0","vo_10011600_0905","0","23","2","","vo_10011600","9","1090023","0"
"0","0","0","24","1","切嚕～切嚕～切嚕～切嚕～切嚕～","0","9","1090024","8"
"4.125","0","1","25","4","","0","9","1090025","0"
"0","vo_10011600_0906","0","26","2","","vo_10011600","9","1090026","0"
"0","0","0","27","1","切嚕～切嚕～切嚕～切嚕～切嚕～\n","0","9","1090027","8"
"4.125","0","1","28","4","","0","9","1090028","0"
"0","vo_10011600_0907","0","29","2","","vo_10011600","9","1090029","0"
"0","0","0","30","1","切嚕～切嚕～切嚕～","0","9","1090030","8"
"2.875","0","1","31","4","","0","9","1090031","0"
"0","vo_10011600_1001","0","1","2","","vo_10011600","10","1100001","0"
"0","0","0","2","1","　忘記了忘記了忘記了！\n","0","10","1100002","8"
"2.75","0","1","3","4","","0","10","1100003","0"
"0","0","0","4","1","特別講座到底該怎麼辦啦！","0","10","1100004","8"
"2.25","0","1","5","4","","0","10","1100005","0"
"0","vo_10011600_1002","0","6","2","","vo_10011600","10","1100006","0"
"0","0","0","7","1","從精靈之森帶來的曼德拉草逃跑了，","0","10","1100007","8"
"3.625","0","1","8","4","","0","10","1100008","0"
"0","0","0","9","1","我完全沒有任何準備！\n","0","10","1100009","8"
"2.375","0","1","10","4","","0","10","1100010","0"
"0","vo_10011600_1003","0","11","2","","vo_10011600","10","1100011","0"
"0","0","0","12","1","……精靈之森嗎","0","10","1100012","8"
"2","0","1","13","4","","0","10","1100013","0"
"0","0","0","14","1","似乎在呼喚我……","0","10","1100014","8"
"2.25","0","1","15","4","","0","10","1100015","0"
"0","vo_10011600_1004","0","16","2","","vo_10011600","10","1100016","0"
"0","0","0","17","1","不對，不行不行，","0","10","1100017","8"
"1.875","0","1","18","4","","0","10","1100018","0"
"0","0","0","19","1","我不能背叛美里老師的期待！\n","0","10","1100019","8"
"4.125","0","1","20","4","","0","10","1100020","0"
"0","vo_10011600_1005","0","21","2","","vo_10011600","10","1100021","0"
"0","0","0","22","1","但是我該如何是好？","0","10","1100022","8"
"3.125","0","1","23","4","","0","10","1100023","0"
"0","vo_10011600_1006","0","24","2","","vo_10011600","10","1100024","0"
"0","0","0","25","1","既然如此，","0","10","1100025","8"
"1.75","0","1","26","4","","0","10","1100026","0"
"0","0","0","27","1","乾脆將「如何度過孤獨人生」的要點整理出來","0","10","1100027","8"
"3.375","0","1","28","4","","0","10","1100028","0"
"0","0","0","29","1","並且對外發表吧……？","0","10","1100029","8"
"2.5","0","1","30","4","","0","10","1100030","0"
"0","vo_10011600_1101","0","1","2","","vo_10011600","11","1110001","0"
"0","0","0","2","1","　特別講座","0","11","1110002","8"
"1.75","0","1","3","4","","0","11","1110003","0"
"0","0","0","4","1","結束！\n","0","11","1110004","8"
"2.625","0","1","5","4","","0","11","1110005","0"
"0","vo_10011600_1102","0","6","2","","vo_10011600","11","1110006","0"
"0","0","0","7","1","結果……","0","11","1110007","8"
"1.625","0","1","8","4","","0","11","1110008","0"
"0","0","0","9","1","成功","0","11","1110009","8"
"1.375","0","1","10","4","","0","11","1110010","0"
"0","0","0","11","1","…應該吧。","0","11","1110011","8"
"3.125","0","1","12","4","","0","11","1110012","0"
"0","vo_10011600_1103","0","13","2","","vo_10011600","11","1110013","0"
"0","0","0","14","1","　這一切都要感謝","0","11","1110014","8"
"2.5","0","1","15","4","","0","11","1110015","0"
"0","0","0","16","1","從旁協助的那個人，","0","11","1110016","8"
"1.875","0","1","17","4","","0","11","1110017","0"
"0","0","0","18","1","以及","0","11","1110018","8"
"0.875","0","1","19","4","","0","11","1110019","0"
"0","0","0","20","1","好朋友社的各位。\n","0","11","1110020","8"
"3","0","1","21","4","","0","11","1110021","0"
"0","vo_10011600_1104","0","22","2","","vo_10011600","11","1110022","0"
"0","0","0","23","1","講座結束之後，","0","11","1110023","8"
"2.125","0","1","24","4","","0","11","1110024","0"
"0","0","0","25","1","許多人圍在我身邊，讓我感到很害怕。","0","11","1110025","8"
"3","0","1","26","4","","0","11","1110026","0"
"0","vo_10011600_1105","0","27","2","","vo_10011600","11","1110027","0"
"0","0","0","28","1","可是我…","0","11","1110028","8"
"1.5","0","1","29","4","","0","11","1110029","0"
"0","0","0","30","1","沒有像往常一樣逃跑！\n","0","11","1110030","8"
"3.125","0","1","31","4","","0","11","1110031","0"
"0","vo_10011600_1106","0","32","2","","vo_10011600","11","1110032","0"
"0","0","0","33","1","我是否也有稍微……","0","11","1110033","8"
"2","0","1","34","4","","0","11","1110034","0"
"0","0","0","35","1","雖然只有一點點……","0","11","1110035","8"
"2.625","0","1","36","4","","0","11","1110036","0"
"0","0","0","37","1","成長……","0","11","1110037","8"
"1.5","0","1","38","4","","0","11","1110038","0"
"0","0","0","39","1","了呢？","0","11","1110039","8"
"1.875","0","1","40","4","","0","11","1110040","0"
"0","vo_10011600_1201","0","1","2","","vo_10011600","12","1120001","0"
"0","0","0","2","1","　沒想到我居然可以自然而然地融入聖德蕾莎女學院，","0","12","1120002","8"
"4.25","0","1","3","4","","0","12","1120003","0"
"0","0","0","4","1","那個人果然好厲害啊！\n","0","12","1120004","8"
"3.5","0","1","5","4","","0","12","1120005","0"
"0","vo_10011600_1202","0","6","2","","vo_10011600","12","1120006","0"
"0","0","0","7","1","　走在走廊時，","0","12","1120007","8"
"2.125","0","1","8","4","","0","12","1120008","0"
"0","0","0","9","1","其他學生看見那個人後紛紛露出驚訝的表情，","0","12","1120009","8"
"3.375","0","1","10","4","","0","12","1120010","0"
"0","0","0","11","1","不過那個人還是微笑著向大家打招呼！\n","0","12","1120011","8"
"3.125","0","1","12","4","","0","12","1120012","0"
"0","vo_10011600_1203","0","13","2","","vo_10011600","12","1120013","0"
"0","0","0","14","1","即使有人","0","12","1120014","8"
"1.375","0","1","15","4","","0","12","1120015","0"
"0","0","0","16","1","朝著他尖叫，","0","12","1120016","8"
"1.25","0","1","17","4","","0","12","1120017","0"
"0","0","0","18","1","他依舊一臉蠻不在乎地揮手以對！","0","12","1120018","8"
"2.5","0","1","19","4","","0","12","1120019","0"
"0","vo_10011600_1204","0","20","2","","vo_10011600","12","1120020","0"
"0","0","0","21","1","　和不懂得打招呼的我完全不同！\n\n","0","12","1120021","8"
"4.625","0","1","22","4","","0","12","1120022","0"
"0","vo_10011600_1205","0","23","2","","vo_10011600","12","1120023","0"
"0","0","0","24","1","我也好想盡快","0","12","1120024","8"
"1.25","0","1","25","4","","0","12","1120025","0"
"0","0","0","26","1","變成那樣的人……","0","12","1120026","8"
"2.5","0","1","27","4","","0","12","1120027","0"
"0","vo_10011600_1301","0","1","2","","vo_10011600","13","1130001","0"
"0","0","0","2","1","　我帶來的曼德拉草惹出大麻煩……","0","13","1130002","8"
"4.875","0","1","3","4","","0","13","1130003","0"
"0","vo_10011600_1302","0","4","2","","vo_10011600","13","1130004","0"
"0","0","0","5","1","可是，","0","13","1130005","8"
"1.25","0","1","6","4","","0","13","1130006","0"
"0","0","0","7","1","多虧那個人和好朋友社出手相助，","0","13","1130007","8"
"4","0","1","8","4","","0","13","1130008","0"
"0","0","0","9","1","最後終於趕在釀成重大災情前及時阻止了牠。","0","13","1130009","8"
"5","0","1","10","4","","0","13","1130010","0"
"0","vo_10011600_1303","0","11","2","","vo_10011600","13","1130011","0"
"0","0","0","12","1","　雖然大家","0","13","1130012","8"
"1.45","0","1","13","4","","0","13","1130013","0"
"0","0","0","14","1","口口聲聲說自己別有所圖，","0","13","1130014","8"
"2.75","0","1","15","4","","0","13","1130015","0"
"0","0","0","16","1","但是我相信事情一定不是那樣的。\n","0","13","1130016","8"
"3.25","0","1","17","4","","0","13","1130017","0"
"0","vo_10011600_1304","0","18","2","","vo_10011600","13","1130018","0"
"0","0","0","19","1","能夠像這樣和大家並肩作戰，","0","13","1130019","8"
"2.75","0","1","20","4","","0","13","1130020","0"
"0","0","0","21","1","我真的很高興。\n","0","13","1130021","8"
"2.5","0","1","22","4","","0","13","1130022","0"
"0","vo_10011600_1305","0","23","2","","vo_10011600","13","1130023","0"
"0","0","0","24","1","感覺就像……","0","13","1130024","8"
"1.75","0","1","25","4","","0","13","1130025","0"
"0","0","0","26","1","和大家…","0","13","1130026","8"
"1.375","0","1","27","4","","0","13","1130027","0"
"0","0","0","28","1","變成了同伴。","0","13","1130028","8"
"2.125","0","1","29","4","","0","13","1130029","0"
"0","vo_10011600_1401","0","1","2","","vo_10011600","14","1140001","0"
"0","0","0","2","1","　今天是","0","14","1140002","8"
"1.5","0","1","3","4","","0","14","1140003","0"
"0","0","0","4","1","在聖德蕾莎女學院上課的","0","14","1140004","7"
"3.60714285714286","0","1","5","4","","0","14","1140005","0"
"0","0","0","6","1","……最後一天。\n","0","14","1140006","8"
"3.25","0","1","7","4","","0","14","1140007","0"
"0","vo_10011600_1402","0","8","2","","vo_10011600","14","1140008","0"
"0","0","0","9","1","一開始聽見美里老師提出這項要求時，","0","14","1140009","8"
"3.375","0","1","10","4","","0","14","1140010","0"
"0","0","0","11","1","我認為自己一定無法辦到。","0","14","1140011","8"
"3.125","0","1","12","4","","0","14","1140012","0"
"0","vo_10011600_1403","0","13","2","","vo_10011600","14","1140013","0"
"0","0","0","14","1","　但是現在心中卻十分不捨，","0","14","1140014","8"
"2.625","0","1","15","4","","0","14","1140015","0"
"0","0","0","16","1","於是像這樣靠著寫日記紀錄一切。\n","0","14","1140016","8"
"3.375","0","1","17","4","","0","14","1140017","0"
"0","vo_10011600_1404","0","18","2","","vo_10011600","14","1140018","0"
"0","0","0","19","1","　閉上眼睛，","0","14","1140019","8"
"2","0","1","20","4","","0","14","1140020","0"
"0","0","0","21","1","那個人和","0","14","1140021","8"
"1.5","0","1","22","4","","0","14","1140022","0"
"0","0","0","23","1","好朋友社的各位、","0","14","1140023","8"
"2.125","0","1","24","4","","0","14","1140024","0"
"0","0","0","25","1","以及所有對我親切友好的同學們。\n\n","0","14","1140025","8"
"6.375","0","1","26","4","","0","14","1140026","0"
