6a6fbfee023a867f22e1e8882bdef20d9cd7bba72179f8771e877049fa018434,36198957b9359c097f7752159273f3f242be470eb469e5fa5625d5b136521c56,8661b2e5605f2120f9488da477c062613c08130157f9fae1b49e369ebb96f92a,776d369162170028db2d1d0691f203db64b3e885411ef7bf51d05dc4a87d8440,11c37e273747ab82165bfd8c7d7a0308e9a58d71f3e8cd3b280ff3411f1fd8ce,f746db6911f5e454d10a964ae9339ff201de886d3f19a286abf472b93ccf931c,b72f2ed213f4d4f74c4512073dcbcaef61fb210c53ae32ca9ff618b446f19a6b,97324dea169d2a0cea3af0a9f0d3c0c0fb29235d163cc48fc8d2ec9168244aa4,c4570ec7d51fedb45b8c8384e65fe089402d2802da07c70b1b3e4396a0ca41c8,4d8e451686115e7dfccf1e6a1af11c02994aa41d38dd25c07f419fe7989d993f,213caef6dccaadb449e30889d4b5f774c0f5fa81687ed8b250e97ab3ddb5c1bd,2a34980e764f951458c34620eeb0fbd43ddda54ef989130080cf043c1587acc1,5ae307585ad498c34bf45224ebe73a27aafd0c8fcfb69720c6cd792a539428f7
"3","0","0","0","10010275","10010276","1","3","0","0","1","10010277","0"
"0","0","0","0","10010276","10010277","1","13","0","0","0","10010278","0"
"1","0","0","0","10010277","10010278","1","2","0","0","60","10010279","0"
"2","0","0","0","10010278","10010279","1","3","0","0","59","10010280","0"
"2","0","0","0","10010279","10010280","1","2","0","0","58","10010281","0"
"0","0","0","0","10010280","10010281","1","5","0","0","57","10010282","0"
"10002","10010285","0","0","10010281","10010282","1","7","0","0","56","10010283","0"
"0","0","0","0","10010282","10010283","1","12","0","0","55","10010296","0"
"3","0","0","0","10010282","10010285","1","2","0","0","61","10010695","0"
"10003","0","0","0","10010696","10010287","1","7","0","0","58","10010697","0"
"3","0","0","0","10010697","10010290","1","14","0","0","56","10010291","0"
"3","0","0","0","10010290","10010291","1","3","0","0","55","10010292","0"
"10002","0","0","0","10010291","10010292","1","7","0","0","54","10010699","0"
"2","0","0","0","10010700","10010295","1","2","0","0","51","10010300","0"
"0","0","0","0","10010283","10010296","1","6","0","0","54","10010578","0"
"0","0","0","0","10010723","10010299","1","4","0","0","51","10010300","0"
"0","0","0","10010299","10010295","10010300","1","5","0","0","50","10010301","0"
"1","0","0","0","10010300","10010301","1","3","0","0","49","10010580","0"
"10001","10010307","0","0","10010581","10010304","1","11","0","0","46","10010305","0"
"1","0","0","0","10010304","10010305","1","2","0","0","45","10010306","0"
"1","0","0","0","10010305","10010306","1","3","0","0","44","10010316","0"
"3","0","0","0","10010304","10010307","1","3","0","0","47","10010308","0"
"3","0","0","0","10010307","10010308","1","2","0","0","46","10010583","0"
"10003","0","0","0","10010583","10010310","1","7","0","0","44","10010584","0"
"3","0","0","0","10010584","10010312","1","2","0","0","42","10010582","0"
"0","0","0","0","10010582","10010314","1","12","0","0","40","10010315","0"
"3","0","0","0","10010314","10010315","1","2","0","0","39","10010586","0"
"0","0","0","0","10010306","10010316","1","4","0","0","43","10010317","0"
"2","0","0","0","10010316","10010317","1","2","0","0","42","10010318","0"
"0","0","0","0","10010317","10010318","1","6","0","0","41","10010319","0"
"0","0","0","0","10010318","10010319","1","4","0","0","40","10010320","0"
"10001","0","0","0","10010319","10010320","1","7","0","0","39","10010586","0"
"2","0","0","0","10010586","10010322","1","3","0","0","37","10010323","0"
"0","0","0","0","10010322","10010323","1","4","0","0","36","10010324","0"
"0","0","0","0","10010323","10010324","1","6","0","0","35","10010325","0"
"2","0","0","0","10010324","10010325","1","2","0","0","34","10010326","0"
"3","0","0","0","10010325","10010326","1","14","0","0","33","10010327","0"
"10001","0","0","0","10010326","10010327","1","7","0","0","32","10010328","0"
"4","0","0","0","10010327","10010328","1","14","0","0","31","10010329","0"
"0","0","0","0","10010328","10010329","1","4","0","0","30","10010330","0"
"0","0","0","0","10010329","10010330","1","12","0","0","29","10010587","0"
"0","0","0","0","10010587","10010332","1","5","0","0","27","10010333","0"
"10001","0","0","0","10010332","10010333","1","7","0","0","26","10010334","0"
"2","0","0","0","10010333","10010334","1","3","0","0","25","10010335","0"
"1","0","0","0","10010334","10010335","1","2","0","0","24","10010588","0"
"0","0","0","0","10010588","10010337","1","4","0","0","22","10010338","0"
"10001","0","0","0","10010337","10010338","1","11","0","0","21","10010339","0"
"0","0","0","0","10010338","10010339","1","6","0","0","20","10010340","0"
"2","0","0","0","10010339","10010340","1","2","0","0","19","10010341","0"
"1","0","0","0","10010340","10010341","1","3","0","0","18","10010342","0"
"0","10010355","0","0","10010341","10010342","1","5","0","0","17","10010343","0"
"1","0","0","0","10010342","10010343","1","3","0","0","16","10010344","0"
"10002","0","0","0","10010343","10010344","1","7","0","0","15","10010589","0"
"2","0","0","0","10010589","10010346","1","2","0","0","13","10010347","0"
"10001","0","0","0","10010346","10010347","1","7","0","0","12","10010348","0"
"3","0","0","0","10010347","10010348","1","3","0","0","11","10010349","0"
"0","0","0","10010350","10010348","10010349","1","6","0","0","10","10010590","0"
"1","0","0","0","10010351","10010350","1","2","0","0","11","10010349","0"
"3","0","0","0","10010352","10010351","1","2","0","0","12","10010350","0"
"10002","0","0","0","10010353","10010352","1","7","0","0","13","10010351","0"
"1","0","0","0","10010354","10010353","1","2","0","0","14","10010352","0"
"2","0","0","0","10010355","10010354","1","2","0","0","15","10010353","0"
"0","0","0","0","10010342","10010355","1","4","0","0","16","10010354","0"
"0","10010592","0","0","10010590","10010357","1","4","0","0","8","10010591","0"
"0","0","0","10010596","10010595","10010361","1","4","0","0","4","10010365","0"
"3","0","0","0","10010361","10010365","1","2","0","0","3","10010598","0"
"0","0","0","0","10010597","10010430","1","13","0","0","0","10010431","0"
"1","0","0","0","10010430","10010431","1","2","0","0","60","10010432","0"
"0","0","0","0","10010431","10010432","1","6","0","0","59","10010434","0"
"10001","0","0","0","10010432","10010434","1","7","0","0","58","10010439","0"
"10001","0","0","0","10010434","10010439","1","11","0","0","57","10010484","0"
"0","0","0","10010439","10010001","10010484","1","6","0","0","56","10010485","0"
"1","0","0","0","10010484","10010485","1","2","0","0","55","10010486","0"
"0","0","0","0","10010485","10010486","1","4","0","0","54","10010487","0"
"10001","0","0","0","10010486","10010487","1","7","0","0","53","10010488","0"
"0","0","0","0","10010487","10010488","1","12","0","0","52","10010489","0"
"1","0","0","0","10010488","10010489","1","2","0","0","51","10010490","0"
"0","0","0","0","10010489","10010490","1","5","0","0","50","10010491","0"
"0","10010612","0","0","10010490","10010491","1","4","0","0","49","10010611","0"
"0","0","0","0","10010184","10010555","1","5","0","0","6","10010556","0"
"0","0","0","0","10010555","10010556","1","6","0","0","5","10010558","0"
"10002","0","0","0","10010556","10010558","1","7","0","0","4","10010186","0"
"1","10010560","0","0","10010107","10010559","1","2","0","0","50","10010119","0"
"0","0","0","0","10010559","10010560","1","4","0","0","49","10010110","0"
"2","0","0","0","10010111","10010561","1","2","0","0","46","10010113","0"
"3","0","0","0","10010114","10010562","1","14","0","0","43","10010116","0"
"3","0","0","10010128","10010118","10010563","1","14","0","0","39","10010130","0"
"10001","0","0","0","10010244","10010564","1","11","0","0","23","10010575","0"
"3","0","0","0","10010121","10010565","1","14","0","0","46","10010123","0"
"10001","0","0","0","10010123","10010566","1","7","0","0","44","10010125","0"
"0","0","0","0","10010167","10010568","1","5","0","0","21","10010169","0"
"0","0","0","0","10010169","10010570","1","4","0","0","19","10010173","0"
"1","0","0","0","10010234","10010573","1","2","0","0","27","10010246","0"
"1","0","0","0","10010237","10010574","1","14","0","0","26","10010239","0"
"0","0","0","10010564","10010241","10010575","1","12","0","0","22","10010247","0"
"0","0","0","0","10010253","10010576","1","4","0","0","17","10010255","0"
"3","0","0","0","10010251","10010577","1","2","0","0","17","10010255","0"
"10001","0","0","0","10010296","10010578","1","11","0","0","53","10010723","0"
"2","0","0","0","10010301","10010580","1","14","0","0","48","10010581","0"
"1","0","0","0","10010580","10010581","1","2","0","0","47","10010304","0"
"10003","0","0","0","10010312","10010582","1","7","0","0","41","10010314","0"
"0","0","0","0","10010308","10010583","1","4","0","0","45","10010310","0"
"4","0","0","0","10010310","10010584","1","14","0","0","43","10010312","0"
"0","0","0","10010320","10010315","10010586","1","12","0","0","38","10010322","0"
"10001","0","0","0","10010330","10010587","1","11","0","0","28","10010332","0"
"5","0","0","0","10010335","10010588","1","14","0","0","23","10010337","0"
"10001","0","0","0","10010344","10010589","1","11","0","0","14","10010346","0"
"3","0","0","0","10010349","10010590","1","14","0","0","9","10010357","0"
"2","0","0","0","10010357","10010591","1","2","0","0","7","10010593","0"
"0","0","0","0","10010357","10010592","1","6","0","0","7","10010594","0"
"10003","0","0","0","10010591","10010593","1","7","0","0","6","10010595","0"
"3","0","0","0","10010592","10010594","1","3","0","0","6","10010596","0"
"0","0","0","0","10010593","10010595","1","12","0","0","5","10010361","0"
"10001","0","0","0","10010594","10010596","1","11","0","0","5","10010361","0"
"10003","0","0","0","10010598","10010597","1","7","0","0","1","10010430","0"
"10001","0","0","0","10010365","10010598","1","7","0","0","2","10010597","0"
"1","0","0","0","10010491","10010611","1","14","0","0","48","10010614","0"
"1","0","0","0","10010491","10010612","1","14","0","0","48","10010613","0"
"3","0","0","0","10010612","10010613","1","2","0","0","47","10010616","0"
"3","0","0","0","10010611","10010614","1","3","0","0","47","10010615","0"
"0","0","0","0","10010614","10010615","1","6","0","0","46","10010618","0"
"0","0","0","0","10010613","10010616","1","4","0","0","46","10010617","0"
"2","0","0","0","10010616","10010617","1","14","0","0","45","10010619","0"
"2","0","0","0","10010615","10010618","1","14","0","0","45","10010624","0"
"1","0","0","0","10010617","10010619","1","2","0","0","44","10010620","0"
"2","0","0","0","10010619","10010620","1","2","0","0","43","10010621","0"
"2","0","0","10010622","10010620","10010621","1","2","0","0","42","10010625","0"
"1","0","0","0","10010624","10010622","1","3","0","0","43","10010621","0"
"10001","0","0","0","10010618","10010624","1","7","0","0","44","10010622","0"
"0","0","0","0","10010621","10010625","1","4","0","0","41","10010626","0"
"10001","0","0","0","10010625","10010626","1","7","0","0","40","10010627","0"
"1","0","0","0","10010626","10010627","1","2","0","0","39","10010628","0"
"4","0","0","0","10010627","10010628","1","14","0","0","38","10010629","0"
"0","0","0","0","10010628","10010629","1","5","0","0","37","10010630","0"
"1","10010637","0","0","10010629","10010630","1","2","0","0","36","10010631","0"
"2","0","0","0","10010630","10010631","1","3","0","0","35","10010632","0"
"2","0","0","0","10010631","10010632","1","2","0","0","34","10010633","0"
"10001","0","0","0","10010632","10010633","1","11","0","0","33","10010634","0"
"0","0","0","10010635","10010633","10010634","1","4","0","0","32","10010638","0"
"2","0","0","0","10010636","10010635","1","3","0","0","33","10010634","0"
"10002","0","0","0","10010637","10010636","1","7","0","0","34","10010635","0"
"0","0","0","0","10010630","10010637","1","12","0","0","35","10010636","0"
"0","0","0","0","10010634","10010638","1","6","0","0","31","10010639","0"
"1","0","0","0","10010638","10010639","1","2","0","0","30","10010640","0"
"10001","0","0","0","10010639","10010640","1","11","0","0","29","10010641","0"
"5","0","0","0","10010640","10010641","1","14","0","0","28","10010642","0"
"0","0","0","0","10010641","10010642","1","4","0","0","27","10010643","0"
"0","0","0","0","10010642","10010643","1","12","0","0","26","10010644","0"
"1","0","0","0","10010643","10010644","1","2","0","0","25","10010645","0"
"2","0","0","0","10010644","10010645","1","3","0","0","24","10010646","0"
"0","0","0","0","10010645","10010646","1","4","0","0","23","10010647","0"
"2","0","0","0","10010646","10010647","1","2","0","0","22","10010648","0"
"3","0","0","0","10010647","10010648","1","14","0","0","21","10010649","0"
"1","10010653","0","0","10010648","10010649","1","3","0","0","20","10010650","0"
"2","0","0","0","10010649","10010650","1","3","0","0","19","10010651","0"
"3","0","0","0","10010650","10010651","1","2","0","0","18","10010654","0"
"10003","0","0","0","10010653","10010652","1","7","0","0","18","10010655","0"
"1","0","0","0","10010649","10010653","1","2","0","0","19","10010652","0"
"10001","0","0","0","10010651","10010654","1","11","0","0","17","10010658","0"
"2","0","0","0","10010652","10010655","1","3","0","0","17","10010656","0"
"10002","0","0","0","10010655","10010656","1","7","0","0","16","10010657","0"
"10001","0","0","10010658","10010656","10010657","1","7","0","0","15","10010659","0"
"2","0","0","0","10010654","10010658","1","2","0","0","16","10010657","0"
"0","0","0","0","10010657","10010659","1","5","0","0","14","10010660","0"
"2","0","0","0","10010659","10010660","1","2","0","0","13","10010661","0"
"0","0","0","0","10010660","10010661","1","4","0","0","12","10010662","0"
"5","0","0","0","10010661","10010662","1","14","0","0","11","10010663","0"
"3","0","0","0","10010662","10010663","1","2","0","0","10","10010664","0"
"0","0","0","0","10010663","10010664","1","12","0","0","9","10010665","0"
"0","0","0","0","10010664","10010665","1","6","0","0","8","10010666","0"
"1","0","0","0","10010665","10010666","1","2","0","0","7","10010667","0"
"10003","0","0","0","10010666","10010667","1","7","0","0","6","10010668","0"
"10001","0","0","0","10010667","10010668","1","11","0","0","5","10010669","0"
"0","0","0","0","10010668","10010669","1","4","0","0","4","10010670","0"
"1","0","0","0","10010669","10010670","1","3","0","0","3","10010671","0"
"3","0","0","0","10010670","10010671","1","2","0","0","2","10010672","0"
"10001","0","0","0","10010671","10010672","1","7","0","0","1","10010673","0"
"0","0","0","0","10010672","10010673","1","13","0","0","0","10010674","0"
"1","0","0","0","10010673","10010674","1","3","0","0","60","10010099","0"
"3","0","0","0","10010285","10010695","1","3","0","0","60","10010696","0"
"6","0","0","0","10010695","10010696","1","14","0","0","59","10010287","0"
"3","0","0","0","10010287","10010697","1","2","0","0","57","10010290","0"
"0","0","0","0","10010292","10010699","1","4","0","0","53","10010700","0"
"7","0","0","0","10010699","10010700","1","14","0","0","52","10010295","0"
"1","0","0","0","10010132","10010701","1","2","0","0","35","10010153","0"
"3","0","0","0","10010132","10010702","1","2","0","0","37","10010703","0"
"3","0","0","0","10010702","10010703","1","14","0","0","36","10010704","0"
"0","0","0","0","10010703","10010704","1","6","0","0","35","10010709","0"
"3","0","0","10010709","10010153","10010705","1","3","0","0","33","10010706","0"
"0","0","0","0","10010705","10010706","1","4","0","0","32","10010707","0"
"10001","0","0","0","10010706","10010707","1","7","0","0","31","10010708","0"
"1","0","0","0","10010707","10010708","1","3","0","0","30","10010158","0"
"10003","0","0","0","10010704","10010709","1","7","0","0","34","10010705","0"
"1","0","0","0","10010215","10010710","1","2","0","0","46","10010711","0"
"0","0","0","10010712","10010710","10010711","1","6","0","0","45","10010218","0"
"3","0","0","0","10010713","10010712","1","3","0","0","46","10010711","0"
"6","0","0","0","10010714","10010713","1","14","0","0","47","10010712","0"
"3","0","0","0","10010715","10010714","1","2","0","0","48","10010713","0"
"0","0","0","0","10010716","10010715","1","4","0","0","49","10010714","0"
"4","0","0","0","10010201","10010716","1","14","0","0","50","10010715","0"
"0","0","0","0","10010264","10010717","1","5","0","0","8","10010718","0"
"5","0","0","0","10010717","10010718","1","14","0","0","7","10010720","0"
"10001","0","0","0","10010264","10010719","1","7","0","0","6","10010272","0"
"10003","0","0","0","10010718","10010720","1","7","0","0","6","10010721","0"
"3","0","0","0","10010720","10010721","1","3","0","0","5","10010273","0"
"1","0","0","0","10010578","10010723","1","2","0","0","52","10010299","0"
"0","0","0","0","0","10020001","2","1","0","0","63","10020002","0"
"1","0","0","10020390","10020001","10020002","2","2","0","0","62","10020003","0"
"0","0","0","0","10020002","10020003","2","4","0","0","61","10020004","0"
"0","0","0","0","10020003","10020004","2","6","0","0","60","10020005","0"
"10001","0","0","0","10020004","10020005","2","7","0","0","59","10020006","0"
"2","0","0","0","10020005","10020006","2","2","0","0","58","10020007","0"
"0","0","0","0","10020006","10020007","2","5","0","0","57","10020592","0"
"0","10020589","0","0","10020592","10020009","2","12","0","0","55","10020588","0"
"1","0","0","0","10020588","10020012","2","14","0","0","53","10020015","0"
"1","0","0","0","10020589","10020013","2","14","0","0","53","10020014","0"
"0","0","0","0","10020013","10020014","2","4","0","0","52","10020016","0"
"0","0","0","0","10020012","10020015","2","6","0","0","52","10020020","0"
"2","0","0","0","10020014","10020016","2","14","0","0","51","10020590","0"
"0","0","0","10020590","10020587","10020018","2","4","0","0","49","10020021","0"
"2","0","0","0","10020015","10020020","2","14","0","0","51","10020587","0"
"1","0","0","0","10020018","10020021","2","3","0","0","48","10020022","0"
"1","0","0","0","10020021","10020022","2","2","0","0","47","10020023","0"
"0","0","0","0","10020022","10020023","2","6","0","0","46","10020024","0"
"0","0","0","0","10020023","10020024","2","5","0","0","45","10020025","0"
"0","0","0","0","10020024","10020025","2","4","0","0","44","10020026","0"
"4","0","0","0","10020025","10020026","2","14","0","0","43","10020027","0"
"1","0","0","0","10020026","10020027","2","2","0","0","42","10020028","0"
"0","0","0","0","10020027","10020028","2","6","0","0","41","10020029","0"
"1","0","0","0","10020028","10020029","2","2","0","0","40","10020030","0"
"10001","0","0","0","10020029","10020030","2","11","0","0","39","10020031","0"
"10001","10020586","0","0","10020030","10020031","2","7","0","0","38","10020518","0"
"1","0","0","0","10020544","10020062","2","2","0","0","12","10020063","0"
"0","0","0","0","10020062","10020063","2","4","0","0","11","10020064","0"
"2","0","0","0","10020063","10020064","2","3","0","0","10","10020515","0"
"10002","0","0","0","10020516","10020079","2","7","0","0","7","10020404","0"
"10003","0","0","0","10020406","10020083","2","7","0","0","3","10020084","0"
"0","0","0","0","10020083","10020084","2","12","0","0","2","10020085","0"
"0","0","0","0","10020084","10020085","2","6","0","0","1","10020086","0"
"0","0","0","0","10020085","10020086","2","13","0","0","0","10020087","0"
"2","0","0","0","10020086","10020087","2","2","0","0","66","10020088","0"
"0","0","0","0","10020087","10020088","2","4","0","0","65","10020089","0"
"10001","0","0","0","10020088","10020089","2","7","0","0","64","10020090","0"
"0","0","0","0","10020089","10020090","2","6","0","0","63","10020091","0"
"0","0","0","0","10020090","10020091","2","12","0","0","62","10020092","0"
"1","0","0","0","10020091","10020092","2","3","0","0","61","10020407","0"
"1","0","0","0","10020407","10020094","2","2","0","0","59","10020101","0"
"0","0","0","0","10020094","10020101","2","4","0","0","58","10020491","0"
"10002","0","0","0","10020512","10020127","2","7","0","0","38","10020128","0"
"0","10020561","0","0","10020127","10020128","2","6","0","0","37","10020573","10020567"
"10001","0","0","10020566","10020146","10020143","2","11","0","10020571","33","10020147","0"
"1","0","0","0","10020564","10020146","2","3","0","0","34","10020143","0"
"2","0","0","0","10020143","10020147","2","2","0","0","32","10020148","0"
"0","0","0","0","10020147","10020148","2","5","0","0","31","10020408","0"
"5","0","0","0","10020408","10020150","2","14","0","0","29","10020151","0"
"1","0","0","0","10020150","10020151","2","2","0","0","28","10020152","0"
"0","0","0","0","10020151","10020152","2","6","0","0","27","10020153","0"
"2","0","0","0","10020152","10020153","2","3","0","0","26","10020154","0"
"3","0","0","0","10020153","10020154","2","2","0","0","25","10020155","0"
"0","0","0","0","10020154","10020155","2","4","0","0","24","10020156","0"
"0","0","0","0","10020155","10020156","2","5","0","0","23","10020157","0"
"10001","0","0","0","10020156","10020157","2","11","0","0","22","10020158","0"
