57516083cf74f47722ea121152148881e1430d6c5eff9e5d87a2aaa73c2ccd43,4c8bfb675fdd135309256a16de982d63084517a0c797c71faf6a1f9dcd919d54,5863402fb9059ac18b6430fe19b13ef086a293756f22b004f2bddb12d783fe4d,2b3a654bc220902041dd69533baba9b6a3e7929dcbb9905a6b84c1de46bb21ef,7a6620110a17224dab9d1c1d72bc164b33f09b1f674e0465832aeb3e34197498
"770420101","90","2","242","770420101"
"770420201","90","2","242","770420201"
"770420301","90","2","242","770420301"
"770420401","90","2","242","770420401"
"770420501","90","2","242","770420501"
"770420601","90","2","242","770420601"
"770420701","90","2","242","770420701"
"770420801","90","2","242","770420801"
"770420901","90","2","242","770420901"
"770421001","90","2","242","770421001"
"770421101","90","2","242","770421101"
"770421201","90","2","242","770421201"
"770421301","90","2","342","770421301"
"770421401","90","2","342","770421401"
"770510101","90","1","251","770510101"
"770510201","90","1","251","770510201"
"770510301","90","1","251","770510301"
"770510401","90","1","251","770510401"
"770510501","90","1","251","770510501"
"770510601","90","1","251","770510601"
"770510701","90","1","251","770510701"
"770510801","90","1","251","770510801"
"770510901","90","1","251","770510901"
"770511001","90","1","251","770511001"
"770511101","90","1","251","770511101"
"770511201","90","1","251","770511201"
"770511301","90","1","251","770511301"
"770511401","90","1","251","770511401"
"770511501","90","1","251","770511501"
"770511601","90","1","251","770511601"
"770511701","90","1","251","770511701"
"770511801","90","1","251","770511801"
"770511901","90","1","251","770511901"
"770512001","90","1","251","770512001"
"770512101","90","1","251","770512101"
"770512201","90","1","251","770512201"
"770512301","90","1","251","770512301"
"770512401","90","1","251","770512401"
"770512501","90","1","251","770512501"
"770512601","90","1","251","770512601"
"770512701","90","1","251","770512701"
"770512801","90","1","251","770512801"
"770512901","90","1","251","770512901"
"770513001","90","1","251","770513001"
"770513101","90","1","251","770513101"
"770513201","90","1","251","770513201"
"770513301","90","1","251","770513301"
"770513401","90","1","251","770513401"
"770513501","90","1","251","770513501"
"770513601","90","1","251","770513601"
"770520101","90","2","252","770520101"
"770520201","90","2","252","770520201"
"770520301","90","2","252","770520301"
"770520401","90","2","252","770520401"
"770520501","90","2","252","770520501"
"770520601","90","2","252","770520601"
"770520701","90","2","252","770520701"
"770520801","90","2","252","770520801"
"770520901","90","2","252","770520901"
"770521001","90","2","252","770521001"
"770521101","90","2","252","770521101"
"770521201","90","2","252","770521201"
"770521301","90","2","352","770521301"
"770521401","90","2","352","770521401"
"770530101","90","3","253","770530101"
"770530201","90","3","253","770530201"
"770530301","90","3","253","770530301"
"770530401","90","3","253","770530401"
"770530501","90","3","253","770530501"
"770530601","90","3","353","770530601"
"770530701","90","3","353","770530701"
"770530801","90","3","353","770530801"
"770530901","90","3","353","770530901"
"770531001","90","3","353","770531001"
"770531101","90","3","353","770531101"
"770531201","90","3","353","770531201"
"770531301","90","3","353","770531301"
"770531401","90","3","353","770531401"
"770531501","90","3","353","770531501"
"770531601","90","3","553","770531601"
"770531701","90","3","553","770531701"
"770531801","90","3","553","770531801"
"770531901","90","3","553","770531901"
"770532001","90","3","553","770532001"
