198d6f3c2eea416310292ec734baa2abb02ab0b5407c75a28bc82701126e99d5,9962fef128513f47c1c7d4ee80486555f199972d3eb8728abec02fcbb3cf7aa8,27abbbe593fee9019c7562767e4debbe715acfa001f138033e134e5580016e84,e5f9d4879a160175e67aacf55dc6d12bb9d67e48fc072f74cdff9db2c8d67daf,30e3c2c1980f9af0eda7ec7561e1a727a261d51f386aa306bbe4a8464ec3296b,9585cc9708cf84ef53a1225f98e4a6ac4b93a321355428a43a3cb936d377b53c,c592faeab847138dd8b3a7ce09bf36efef9d900a9986008babd934dc64423a23,2d5a4a359bc82c92d1c7efd18459c9e29f301deba32553b977a30545c1f5dc05,3fb331cfce8cbfca8b9fe1fcda155d753c717ca6dea9bae818a0af1e3da962d2,238c116d1b0b9117c1b939b46a62b76eba8a6cf7d9b21a044da38b34adfa8086,0189c4e19a356c544e667ca288900a5303adeb462d12fa3dd4fa2dc28d0581b1,bbad5be3f0b36a7977b4cdbf394a841e537853881f53ba929e77519ed4fb8193,c4ba62f0b63188bc625e19742a6797a3bac309197fcf8b28e1ed68c3483885ef,49b1d735b57ff3ea73f95c85b291b22975c5c43c9e38d1edc2afbb4ac89032a9,0df5299b49748a95a779051ebd813bcdb2f019c283f45df3c3fd1482d32cb543,ba09f85ce397a8cf843346fb6c5b38976b01afec7c548bc2a769f5ea30681982,dca4c676775ee009b61133148b95e52b6af74210420c3cf522b69a5bf68b4f0b,004586e24596d74baf355636e8a53751de5445a98ac5ab641b4d906b8c7edfc3,347549ca84c2d0a21a2ad7bf3e204b59ef6ac57a423a3f6dfaa0a1e859232010,a9494da1a65de3875d363168db772e3e88aa6efc3676a70a7832120779b402a3,f756e065fde30f914d3a55d3e933ea4167eb56067a4014e7728395ff29d139bd,e9396821acc317ee76bcef2a761959df06190667eb2f809f71548697bf4ef4ae,a2a916e375804532657f987deeef0c0ac7eb8ade3fd70ad5e9fe5866505083dc,f7ba0d092cd64ae1c7b41cbf908825cd7c72e758b30fa4a94b8d3a04952bfb09,daf76c4676557ff508c4e2d2716f7c2e75a1577559ba4c288e2844a9907d6848,7a6d847734bf778b5bb6ffa62c745fcc9de80ab41a12017dfd3f9527a5dc41f1
"bgm_MC131","0","-1","0.8","0","377","70005","100198","100198","0.8","0.8","25021","0","0","0.8","92411010","-190","0","-379","0","0","99010","188","bgm_MC131","0","0.8"
"bgm_MC131","0","-1","0.8","0","377","70005","100198","100198","0.8","0.8","25021","0","0","0.8","92411020","-190","0","-379","0","0","99010","188","bgm_MC131","0","0.8"
"bgm_MC131","0","-1","0.8","0","377","70005","100198","100198","0.8","0.8","25021","0","0","0.8","92411030","-190","0","-379","0","0","99010","188","bgm_MC131","0","0.8"
"bgm_MC133","0","-1","0.8","0","377","70006","101621","101621","0.8","0.8","25021","0","0","0.8","92412010","-190","0","-379","0","0","99010","188","bgm_MC133","0","0.8"
"bgm_MC133","0","-1","0.8","0","377","70006","101621","101621","0.8","0.8","25021","0","0","0.8","92412020","-190","0","-379","0","0","99010","188","bgm_MC133","0","0.8"
"bgm_MC133","0","-1","0.8","0","377","70006","101621","101621","0.8","0.8","25021","0","0","0.8","92412030","-190","0","-379","0","0","99010","188","bgm_MC133","0","0.8"
"bgm_MC132","0","-1","0.8","0","377","70008","101822","101822","0.8","0.8","25021","0","0","0.8","92414010","-190","0","-379","0","0","99010","188","bgm_MC132","0","0.8"
"bgm_MC132","0","-1","0.8","0","377","70008","101822","101822","0.8","0.8","25021","0","0","0.8","92414020","-190","0","-379","0","0","99010","188","bgm_MC132","0","0.8"
"bgm_MC132","0","-1","0.8","0","377","70008","101822","101822","0.8","0.8","25021","0","0","0.8","92414030","-190","0","-379","0","0","99010","188","bgm_MC132","0","0.8"
"bgm_MC133","0","-1","0.8","0","377","70009","101623","101623","0.8","0.8","25021","0","0","0.8","92415010","-190","0","-379","0","0","99010","188","bgm_MC133","0","0.8"
"bgm_MC133","0","-1","0.8","0","377","70009","101623","101623","0.8","0.8","25021","0","0","0.8","92415020","-190","0","-379","0","0","99010","188","bgm_MC133","0","0.8"
"bgm_MC133","0","-1","0.8","0","377","70009","101623","101623","0.8","0.8","25021","0","0","0.8","92415030","-190","0","-379","0","0","99010","188","bgm_MC133","0","0.8"
"bgm_MC134","0","-1","0.8","0","377","70010","103013","103013","0.8","0.8","25021","0","0","0.8","92416010","-190","0","-379","0","0","99010","188","bgm_MC134","0","0.8"
"bgm_MC134","0","-1","0.8","0","377","70010","103013","103013","0.8","0.8","25021","0","0","0.8","92416020","-190","0","-379","0","0","99010","188","bgm_MC134","0","0.8"
"bgm_MC134","0","-1","0.8","0","377","70010","103013","103013","0.8","0.8","25021","0","0","0.8","92416030","-190","0","-379","0","0","99010","188","bgm_MC134","0","0.8"
"bgm_MC135","0","-1","0.8","0","377","70011","101191","101191","0.8","0.8","25021","0","0","0.8","92417010","-190","0","-379","0","0","99010","188","bgm_MC135","0","0.8"
"bgm_MC135","0","-1","0.8","0","377","70011","101191","101191","0.8","0.8","25021","0","0","0.8","92417020","-190","0","-379","0","0","99010","188","bgm_MC135","0","0.8"
"bgm_MC135","0","-1","0.8","0","377","70011","101191","101191","0.8","0.8","25021","0","0","0.8","92417030","-190","0","-379","0","0","99010","188","bgm_MC135","0","0.8"
"bgm_MC131","0","-1","0.8","0","377","70012","100198","100198","0.8","0.8","25021","0","0","0.8","92418010","-190","0","-379","0","0","99010","188","bgm_MC131","0","0.8"
"bgm_MC131","0","-1","0.8","0","377","70012","100198","100198","0.8","0.8","25021","0","0","0.8","92418020","-190","0","-379","0","0","99010","188","bgm_MC131","0","0.8"
"bgm_MC131","0","-1","0.8","0","377","70012","100198","100198","0.8","0.8","25021","0","0","0.8","92418030","-190","0","-379","0","0","99010","188","bgm_MC131","0","0.8"
"bgm_MC133","0","-1","0.8","0","377","70013","101623","101623","0.8","0.8","25021","0","0","0.8","92419010","-190","0","-379","0","0","99010","188","bgm_MC133","0","0.8"
"bgm_MC133","0","-1","0.8","0","377","70013","101623","101623","0.8","0.8","25021","0","0","0.8","92419020","-190","0","-379","0","0","99010","188","bgm_MC133","0","0.8"
"bgm_MC133","0","-1","0.8","0","377","70013","101623","101623","0.8","0.8","25021","0","0","0.8","92419030","-190","0","-379","0","0","99010","188","bgm_MC133","0","0.8"
"bgm_MC134","0","-1","0.8","0","377","70014","103013","103013","0.8","0.8","25021","0","0","0.8","92420010","-190","0","-379","0","0","99010","188","bgm_MC134","0","0.8"
"bgm_MC134","0","-1","0.8","0","377","70014","103013","103013","0.8","0.8","25021","0","0","0.8","92420020","-190","0","-379","0","0","99010","188","bgm_MC134","0","0.8"
"bgm_MC134","0","-1","0.8","0","377","70014","103013","103013","0.8","0.8","25021","0","0","0.8","92420030","-190","0","-379","0","0","99010","188","bgm_MC134","0","0.8"
"bgm_MC131","0","-1","0.8","0","377","70015","100198","100198","0.8","0.8","25021","0","0","0.8","92421010","-190","0","-379","0","0","99010","188","bgm_MC131","0","0.8"
"bgm_MC131","0","-1","0.8","0","377","70015","100198","100198","0.8","0.8","25021","0","0","0.8","92421020","-190","0","-379","0","0","99010","188","bgm_MC131","0","0.8"
"bgm_MC131","0","-1","0.8","0","377","70015","100198","100198","0.8","0.8","25021","0","0","0.8","92421030","-190","0","-379","0","0","99010","188","bgm_MC131","0","0.8"
"bgm_MC132","0","-1","0.8","0","377","70016","101822","101822","0.8","0.8","25021","0","0","0.8","92422010","-190","0","-379","0","0","99010","188","bgm_MC132","0","0.8"
"bgm_MC132","0","-1","0.8","0","377","70016","101822","101822","0.8","0.8","25021","0","0","0.8","92422020","-190","0","-379","0","0","99010","188","bgm_MC132","0","0.8"
"bgm_MC132","0","-1","0.8","0","377","70016","101822","101822","0.8","0.8","25021","0","0","0.8","92422030","-190","0","-379","0","0","99010","188","bgm_MC132","0","0.8"
"bgm_MC134","0","-1","0.8","0","377","70017","103013","103013","0.8","0.8","25021","0","0","0.8","92423010","-190","0","-379","0","0","99010","188","bgm_MC134","0","0.8"
"bgm_MC134","0","-1","0.8","0","377","70017","103013","103013","0.8","0.8","25021","0","0","0.8","92423020","-190","0","-379","0","0","99010","188","bgm_MC134","0","0.8"
"bgm_MC134","0","-1","0.8","0","377","70017","103013","103013","0.8","0.8","25021","0","0","0.8","92423030","-190","0","-379","0","0","99010","188","bgm_MC134","0","0.8"
"bgm_MC131","0","-1","0.8","0","377","70018","100198","100198","0.8","0.8","25021","0","0","0.8","92424010","-190","0","-379","0","0","99010","188","bgm_MC131","0","0.8"
"bgm_MC131","0","-1","0.8","0","377","70018","100198","100198","0.8","0.8","25021","0","0","0.8","92424020","-190","0","-379","0","0","99010","188","bgm_MC131","0","0.8"
"bgm_MC131","0","-1","0.8","0","377","70018","100198","100198","0.8","0.8","25021","0","0","0.8","92424030","-190","0","-379","0","0","99010","188","bgm_MC131","0","0.8"
"bgm_MC135","0","-1","0.8","0","377","70007","101191","101191","0.8","0.8","25021","0","0","0.8","92501010","-190","0","-379","0","0","99010","188","bgm_MC135","0","0.8"
"bgm_MC135","0","-1","0.8","0","377","70007","101191","101191","0.8","0.8","25021","0","0","0.8","92501020","-190","0","-379","0","0","99010","188","bgm_MC135","0","0.8"
"bgm_MC135","0","-1","0.8","0","377","70007","101191","101191","0.8","0.8","25021","0","0","0.8","92501030","-190","0","-379","0","0","99010","188","bgm_MC135","0","0.8"
