86d05296f09021389c2990f56e8b572538c9ca2f6593bcdf9563f5876a2206c7,ec50d93bc9ecddcd695ad3650305cadbd3a0fb8697419a419f4e2e8d35cdefa9,e3bf0cc82a4612ef243ea864038dc71f9c342fe4a3be80f8b734b8308e080b34,9b8d561a78e00d7189434185a44e92e44882efe419b1461f277a6bc9971a07be,5ac0f3efb110d62e476457677520c776691f645cba8a69872832f3f90dd38567,49d8e835f52d56220d588f39816b05c35cd1ed6696abeb3eeefa1448d8b5b333,d4a54feed537868a1cbf91e354cc67c6425ec8be66949d75ca1f673f62ee63db
"180010772","180010773","169","74","180010771","18001007","160"
"180010872","180010873","179","75","180010871","18001007","170"
"180010972","180010973","189","76","180010971","18001007","180"
"180011072","180011073","199","77","180011071","18001007","190"
"180011172","180011173","209","78","180011171","18001007","200"
"180011272","180011273","219","79","180011271","18001007","210"
"180011372","180011373","229","80","180011371","18001007","220"
"180011472","180011473","239","81","180011471","18001007","230"
"180011572","180011573","249","82","180011571","18001007","240"
"180011672","180011673","259","83","180011671","18001007","250"
"180011772","180011773","269","84","180011771","18001007","260"
"180011872","180011873","279","85","180011871","18001007","270"
"180011972","180011973","-1","86","180011971","18001007","280"
"180010182","180010183","59","87","180010181","18001008","1"
"180010282","180010283","99","88","180010281","18001008","60"
"180010382","180010383","119","89","180010381","18001008","100"
"180010482","180010483","139","90","180010481","18001008","120"
"180010582","180010583","149","91","180010581","18001008","140"
"180010682","180010683","159","92","180010681","18001008","150"
"180010782","180010783","169","93","180010781","18001008","160"
"180010882","180010883","179","94","180010881","18001008","170"
"180010982","180010983","189","95","180010981","18001008","180"
"180011082","180011083","199","96","180011081","18001008","190"
"180011182","180011183","209","97","180011181","18001008","200"
"180011282","180011283","219","98","180011281","18001008","210"
"180011382","180011383","229","99","180011381","18001008","220"
"180011482","180011483","239","100","180011481","18001008","230"
"180011582","180011583","249","101","180011581","18001008","240"
"180011682","180011683","259","102","180011681","18001008","250"
"180011782","180011783","269","103","180011781","18001008","260"
"180011882","180011883","279","104","180011881","18001008","270"
"180011982","180011983","289","105","180011981","18001008","280"
"180012082","180012083","-1","106","180012081","18001008","290"
"180010192","180010193","59","107","180010191","18001009","1"
"180010292","180010293","99","108","180010291","18001009","60"
"180010392","180010393","119","109","180010391","18001009","100"
"180010492","180010493","139","110","180010491","18001009","120"
"180010592","180010593","149","111","180010591","18001009","140"
"180010692","180010693","159","112","180010691","18001009","150"
"180010792","180010793","169","113","180010791","18001009","160"
"180010892","180010893","179","114","180010891","18001009","170"
"180010992","180010993","189","115","180010991","18001009","180"
"180011092","180011093","199","116","180011091","18001009","190"
"180011192","180011193","209","117","180011191","18001009","200"
"180011292","180011293","219","118","180011291","18001009","210"
"180011392","180011393","229","119","180011391","18001009","220"
"180011492","180011493","239","120","180011491","18001009","230"
"180011592","180011593","249","121","180011591","18001009","240"
"180011692","180011693","259","122","180011691","18001009","250"
"180011792","180011793","269","123","180011791","18001009","260"
"180011892","180011893","279","124","180011891","18001009","270"
"180011992","180011993","289","125","180011991","18001009","280"
"180012092","180012093","299","126","180012091","18001009","290"
"180012192","180012193","309","127","180012191","18001009","300"
"180012292","180012293","319","128","180012291","18001009","310"
"180012392","180012393","329","129","180012391","18001009","320"
"180012492","180012493","-1","130","180012491","18001009","330"
"180010202","180010203","59","131","180010201","18001010","1"
"180010302","180010303","99","132","180010301","18001010","60"
"180010402","180010403","119","133","180010401","18001010","100"
"180010502","180010503","139","134","180010501","18001010","120"
"180010602","180010603","149","135","180010601","18001010","140"
"180010702","180010703","159","136","180010701","18001010","150"
"180010802","180010803","169","137","180010801","18001010","160"
"180010902","180010903","179","138","180010901","18001010","170"
"180011002","180011003","189","139","180011001","18001010","180"
"180011102","180011103","199","140","180011101","18001010","190"
"180011202","180011203","209","141","180011201","18001010","200"
"180011302","180011303","219","142","180011301","18001010","210"
"180011402","180011403","229","143","180011401","18001010","220"
"180011502","180011503","239","144","180011501","18001010","230"
"180011602","180011603","249","145","180011601","18001010","240"
"180011702","180011703","259","146","180011701","18001010","250"
"180011802","180011803","269","147","180011801","18001010","260"
"180011902","180011903","279","148","180011901","18001010","270"
"180012002","180012003","289","149","180012001","18001010","280"
"180012102","180012103","299","150","180012101","18001010","290"
"180012202","180012203","309","151","180012201","18001010","300"
"180012302","180012303","319","152","180012301","18001010","310"
"180012402","180012403","329","153","180012401","18001010","320"
"180012502","180012503","339","154","180012501","18001010","330"
"180012602","180012603","349","155","180012601","18001010","340"
"180012702","180012703","359","156","180012701","18001010","350"
"180012802","180012803","369","157","180012801","18001010","360"
"180012902","180012903","-1","158","180012901","18001010","370"
"190010112","190010113","59","1001","190010111","19001001","1"
"190010212","190010213","99","1002","190010211","19001001","60"
"190010312","190010313","119","1003","190010311","19001001","100"
"190010412","190010413","139","1004","190010411","19001001","120"
"190010512","190010513","149","1005","190010511","19001001","140"
"190010612","190010613","159","1006","190010611","19001001","150"
"190010712","190010713","169","1007","190010711","19001001","160"
"190010812","190010813","-1","1008","190010811","19001001","170"
"190010122","190010123","59","1009","190010121","19001002","1"
"190010222","190010223","99","1010","190010221","19001002","60"
"190010322","190010323","119","1011","190010321","19001002","100"
"190010422","190010423","139","1012","190010421","19001002","120"
"190010522","190010523","149","1013","190010521","19001002","140"
"190010622","190010623","159","1014","190010621","19001002","150"
"190010722","190010723","169","1015","190010721","19001002","160"
"190010822","190010823","-1","1016","190010821","19001002","170"
"190010132","190010133","59","1017","190010131","19001003","1"
"190010232","190010233","99","1018","190010231","19001003","60"
"190010332","190010333","119","1019","190010331","19001003","100"
"190010432","190010433","139","1020","190010431","19001003","120"
"190010532","190010533","149","1021","190010531","19001003","140"
"190010632","190010633","159","1022","190010631","19001003","150"
"190010732","190010733","169","1023","190010731","19001003","160"
"190010832","190010833","179","1024","190010831","19001003","170"
"190010932","190010933","189","1025","190010931","19001003","180"
"190011032","190011033","199","1026","190011031","19001003","190"
"190011132","190011133","209","1027","190011131","19001003","200"
"190011232","190011233","219","1028","190011231","19001003","210"
"190011332","190011333","229","1029","190011331","19001003","220"
"190011432","190011433","239","1030","190011431","19001003","230"
"190011532","190011533","249","1031","190011531","19001003","240"
"190011632","190011633","259","1032","190011631","19001003","250"
"190011732","190011733","269","1033","190011731","19001003","260"
"190011832","190011833","279","1034","190011831","19001003","270"
"190011932","190011933","289","1035","190011931","19001003","280"
"190012032","190012033","299","1036","190012031","19001003","290"
"190012132","190012133","309","1037","190012131","19001003","300"
"190012232","190012233","-1","1038","190012231","19001003","310"
"190010142","190010143","59","1039","190010141","19001004","1"
"190010242","190010243","99","1040","190010241","19001004","60"
"190010342","190010343","119","1041","190010341","19001004","100"
"190010442","190010443","139","1042","190010441","19001004","120"
"190010542","190010543","149","1043","190010541","19001004","140"
"190010642","190010643","159","1044","190010641","19001004","150"
"190010742","190010743","169","1045","190010741","19001004","160"
"190010842","190010843","179","1046","190010841","19001004","170"
"190010942","190010943","189","1047","190010941","19001004","180"
"190011042","190011043","199","1048","190011041","19001004","190"
"190011142","190011143","209","1049","190011141","19001004","200"
"190011242","190011243","219","1050","190011241","19001004","210"
"190011342","190011343","229","1051","190011341","19001004","220"
"190011442","190011443","239","1052","190011441","19001004","230"
"190011542","190011543","249","1053","190011541","19001004","240"
"190011642","190011643","259","1054","190011641","19001004","250"
"190011742","190011743","269","1055","190011741","19001004","260"
"190011842","190011843","279","1056","190011841","19001004","270"
"190011942","190011943","289","1057","190011941","19001004","280"
"190012042","190012043","299","1058","190012041","19001004","290"
"190012142","190012143","309","1059","190012141","19001004","300"
"190012242","190012243","319","1060","190012241","19001004","310"
"190012342","190012343","329","1061","190012341","19001004","320"
"190012442","190012443","339","1062","190012441","19001004","330"
"190012542","190012543","349","1063","190012541","19001004","340"
"190012642","190012643","-1","1064","190012641","19001004","350"
"190010152","190010153","59","1065","190010151","19001005","1"
"190010252","190010253","99","1066","190010251","19001005","60"
"190010352","190010353","119","1067","190010351","19001005","100"
"190010452","190010453","139","1068","190010451","19001005","120"
"190010552","190010553","149","1069","190010551","19001005","140"
"190010652","190010653","159","1070","190010651","19001005","150"
"190010752","190010753","169","1071","190010751","19001005","160"
"190010852","190010853","179","1072","190010851","19001005","170"
"190010952","190010953","189","1073","190010951","19001005","180"
"190011052","190011053","199","1074","190011051","19001005","190"
"190011152","190011153","209","1075","190011151","19001005","200"
"190011252","190011253","219","1076","190011251","19001005","210"
"190011352","190011353","229","1077","190011351","19001005","220"
"190011452","190011453","239","1078","190011451","19001005","230"
"190011552","190011553","249","1079","190011551","19001005","240"
"190011652","190011653","259","1080","190011651","19001005","250"
"190011752","190011753","269","1081","190011751","19001005","260"
"190011852","190011853","279","1082","190011851","19001005","270"
"190011952","190011953","289","1083","190011951","19001005","280"
"190012052","190012053","299","1084","190012051","19001005","290"
"190012152","190012153","309","1085","190012151","19001005","300"
"190012252","190012253","319","1086","190012251","19001005","310"
"190012352","190012353","329","1087","190012351","19001005","320"
"190012452","190012453","339","1088","190012451","19001005","330"
"190012552","190012553","349","1089","190012551","19001005","340"
"190012652","190012653","359","1090","190012651","19001005","350"
"190012752","190012753","369","1091","190012751","19001005","360"
"190012852","190012853","-1","1092","190012851","19001005","370"
