d3a79845afe0767fc4e82b335e89095814644dfd50cb4c3e1522962cccf4ad0b,4b34b72b33bce726a72b80c55a75a4c85d2c1cac8d1403d29a08eb35c66c811e,ec7db5abaa42e0d440eb3271359db5f3f0a66ac2e9139059e30641ce18ebb8c5,0af6912de6cae1ab1f3b6514f165685b85e6c701192a9507dfcdd1c68850ade7,fda305699defc421b5a3f71132a904735ebff29a52343c7ef06176156d6efda2,8854ab3f58f5ba828845d913428eb259aba55fdb112fa909f176af22ddf31e8e,6f4aa0f8195f1c082482943ff247f212804782412683efca94c58d989dc7dba2,aa6c212195c5e501f6361562369c206ab271b85fa70f8c523e8ce7512c3289a3,19076a498351607aad059618cfa4700ed620df1268d7b1f4b7755e91b5ee5836,43311694237c3ba2c8f36cdfb41edd9aca2db4ace0fe04938eb8fbe7d0daeb66,1f5065d6af0ecb2f24779ea5eae6493a4300d1a74cf8425068c7d9ffe14539b9,1bae60e981e8af1fa1b2d5595ec6ad6bd1154071ca709a7e3e52c86cddb7907e,dd174d7105a3d2e2d294aab08c8db9d2dcf0d0b0047af85ffe89cc291ff4c4ed,9a42b52986c940a463571bcf558f0055c862b4c565c2f51cbe552ac6c666141b,e1c3ba050d8862161d4decbb745275c5d2d7e389c4ec0e9ae5b358c863a51600,6969a46714b9acd936bfde6392eef3d5af5302e6ffae8baa9be07a420cb4f296,a09e51137752214ffe5e64c337cb469b6009e2c425fad279085f2c2ddf971249,ccdfec464bec77ec9415c4be3fc2801d92a1ea294b7971d1639fe96946e464d4,8dc1d36ed0118545d82d399ef41a32fcd7312e7255a73e11f1aec714b11429ae,dffc34c145eaf7cb21f439f425f14649fb8e2bc9c8f9acd701819a190aa923b2,f16d9a0f3fbb971b32dd766404b51a91dcfa5abccd680b24fe412b2ffcd0d5d2,c6b5839e78bd9faf7559665441da21e17cc867535f802a04f3400c6eb6c06762,04b9d5213ceb10b6bfe03b604d4b4f58fe93329955610f59f686d7b8f8d69e64,203df35f0cb7c23c8554bb8e0ef245031f76601b01daa8b92ce3b1374b23c37b,5e85f318d35dbf8c8768611aad81b17e5c2a03ac960bdca8df807a252720059f,0da1ef6441b47adde6d6aaf79188dc919e665e318ece50b5c3ab894b7f72ea72,a3bef222656987a2835be3e4cd21f8bd8de0b1fec5df0bd1b6201f6a8949d624,3ff423dfce2a60232ef49c293d697aab34a32bb13283bd0284f879d18716b785,ec9c1035b551ffdda773a1d2ac773fc081588099429b82f4a92ef35081f08106,fec40377298920c634ffbb661915b3a5e05b46afa1d9f37a29e6d5a4bfda7d64,4786b3a256c26d8bcf2b8b4eab2d0fa5cc04bca6d71cc61cd74839e5fda248ec,4b074c922b950046f0e6148c4ddd385fb56d2b6ee64c138decd491b62f98037e,c1c423bedbc13929fe1139fcced1307f7c8bb5495eddca2a9440083d08b42faa,6f8d848c2627b6c674bc3bb08fedfd8d8cad0869613d4d5cd1f250112f2e3b25,8b6c272cfb9709c551ea9c796ea48057eed13cbac08555ad0071d47ab19bdb16,dbd17f192e9f0bd96e2cd72d599692795d8b59bd064172d37319b0aeb5e6988f,da2457eee8da38dcba8aaa2332a5abb1b81d728dfc0daec608abc7b4c0eef164,6c4070bcc64af229e50d0d547aa73c6967785e53dd7b05ac838e6af40684e658,a9f48f5a076f89205611184c3089ae5fd88b5537f910572d4f7ff11ca271f777,9fafddf1623e77c39058be686652ea0551474c32d521f6c966bb5c1060e767a9,ab9275033a7a9cb17d2c8158099935b49bbb8cbaa9ee54a6b71d5f5baed0a80d,92182297046fd8005b5b22021dbd8441ab967cab35ec4146fb932e3d99e31f5b,48220faddc97f1b8bc0da41fd3674627c6b4a6993f8013e4bbb6a4899b35f595,485465cebbe3315b30f0dcbb1badbc43faf30bf8304ae5cf8ebf058f9e0d118e
"1004102","0","1","1004105","100000","10080101","0","0.03","10080102","710081","0","0","0","10080104","1","0","1","1","0","0","1","1004103","401040411","1","1.3","401040441","401040451","1008","1004101","0","1","0","401040421","0","1.5","1","10080105","1.3","10080103","401040431","0","1004104","15","0"
"1004107","0","1","1004110","100000","10080101","0","0.06","10080102","710081","0","0","0","10080104","1","0","2","1","0","0","1.3","1004108","401040461","-1","1.8","401040491","401040501","1008","1004106","0","2","0","401040471","0","2","1.3","10080105","1.8","10080103","401040481","0","1004109","16","0"
"1004102","0","1","1004105","100000","10090101","0","0.03","10090102","710091","0","0","0","10090104","1","0","1","1","0","0","1","1004103","401040511","1","1.3","401040541","401040551","1009","1004101","0","1","0","401040521","0","1.5","1","10090105","1.3","10090103","401040531","0","1004104","17","0"
"1004107","0","1","1004110","100000","10090101","0","0.06","10090102","710091","0","0","0","10090104","1","0","2","1","0","0","1.4","1004108","401040561","5","1.8","401040591","401040601","1009","1004106","0","2","0","401040571","0","2","1.4","10090105","1.8","10090103","401040581","0","1004109","18","0"
"1004102","0","1","1004105","100000","10090101","0","0.06","10090102","710091","0","0","0","10090104","1","0","2","1","0","0","2","1004103","401040611","-1","2.5","401040641","401040651","1009","1004101","0","6","0","401040621","0","3","2","10090105","2.5","10090103","401040631","0","1004104","19","0"
"1004107","0","1","1004110","100000","10100101","0","0.03","10100102","710101","0","0","0","10100104","1","0","1","1","0","0","1","1004108","401011001","3","1.3","401011004","401011005","1010","1004106","0","1","0","401011002","0","1.5","1","10100105","1.3","10100103","401011003","0","1004109","20","0"
"1004102","0","1","1004105","100000","10100101","0","0.06","10100102","710101","0","0","0","10100104","1","0","2","1","0","0","1.4","1004103","401021001","10","1.8","401021004","401021005","1010","1004101","0","4","0","401021002","0","2","1.4","10100105","1.8","10100103","401021003","0","1004104","21","0"
"1004107","0","1","1004110","100000","10100101","0","0.06","10100102","710101","0","0","0","10100104","1","0","2","1","0","0","2","1004108","401031001","-1","2.5","401031004","401031005","1010","1004106","0","11","0","401031002","0","3","2","10100105","2.5","10100103","401031003","0","1004109","22","0"
"1004102","0","1","1004105","100000","10110101","0","0.03","10110102","710111","0","0","0","10110104","1","0","1","2","0","0","1","1004103","401040661","1","1.3","401040691","401040701","1011","1004101","0","1","0","401040671","0","1.5","1","10110105","1.3","10110103","401040681","0","1004104","23","0"
"1004107","0","1","1004110","100000","10110101","0","0.03","10110102","710111","0","0","0","10110104","1","0","1","2","0","0","1","1004108","401040661","3","1.3","401040691","401040701","1011","1004106","0","2","0","401040671","0","1.5","1","10110105","1.3","10110103","401040681","0","1004109","24","0"
"1004102","0","1","1004105","100000","10110101","0","0.06","10110102","710111","0","0","0","10110104","2","0","2","5","0","0","1.4","1004103","401040711","10","1.8","401040741","401040751","1011","1004101","0","4","0","401040721","0","2","1.4","10110105","1.8","10110103","401040731","0","1004104","25","0"
"1004107","0","1","1004110","100000","10110101","0","0.06","10110102","710111","0","0","0","10110104","3","0","2","12","0","0","2","1004108","401040761","-1","2.5","401040791","401040801","1011","1004106","0","11","0","401040771","0","3","2","10110105","2.5","10110103","401040781","0","1004109","26","0"
"1004102","0","1","1004105","100000","10120101","0","0.03","10120102","710121","0","0","0","10120104","1","0","1","2","0","0","1","1004103","401040811","1","1.3","401040841","401040851","1012","1004101","0","1","0","401040821","0","1.5","1","10120105","1.3","10120103","401040831","0","1004104","27","0"
"1004107","0","1","1004110","100000","10120101","0","0.03","10120102","710121","0","0","0","10120104","1","0","1","2","0","0","1","1004108","401040811","3","1.3","401040841","401040851","1012","1004106","0","2","0","401040821","0","1.5","1","10120105","1.3","10120103","401040831","0","1004109","28","0"
"1004102","0","1","1004105","100000","10120101","0","0.06","10120102","710121","0","0","0","10120104","2","0","2","5","0","0","1.4","1004103","401040861","10","1.8","401040891","401040901","1012","1004101","0","4","0","401040871","0","2","1.4","10120105","1.8","10120103","401040881","0","1004104","29","0"
"1004107","0","1","1004110","100000","10120101","0","0.06","10120102","710121","0","0","0","10120104","3","0","2","12","0","0","2","1004108","401040911","-1","2.5","401040941","401040951","1012","1004106","0","11","0","401040921","0","3","2","10120105","2.5","10120103","401040931","0","1004109","30","0"
"1004102","0","1","1004105","100000","10130101","0","0.03","10130102","710011","0","0","0","10130104","1","0","1","2","0","0","1","1004103","401040961","1","1.3","401040991","401041001","1013","1004101","0","1","0","401040971","0","1.5","1","10130105","1.3","10130103","401040981","0","1004104","31","0"
"1004107","0","1","1004110","100000","10130101","0","0.03","10130102","710011","0","0","0","10130104","1","0","1","2","0","0","1","1004108","401040961","3","1.3","401040991","401041001","1013","1004106","0","2","0","401040971","0","1.5","1","10130105","1.3","10130103","401040981","0","1004109","32","0"
"1004102","0","1","1004105","100000","10130101","0","0.06","10130102","710011","0","0","0","10130104","2","0","2","5","0","0","1.4","1004103","401041011","10","1.8","401041041","401041051","1013","1004101","0","4","0","401041021","0","2","1.4","10130105","1.8","10130103","401041031","0","1004104","33","0"
"1004107","0","1","1004110","100000","10130101","0","0.06","10130102","710011","0","0","0","10130104","3","0","2","12","0","0","2","1004108","401041061","-1","2.5","401041091","401041101","1013","1004106","0","11","0","401041071","0","3","2","10130105","2.5","10130103","401041081","0","1004109","34","0"
"1004102","0","1","1004105","100000","10140101","0","0.03","10140102","710021","0","0","0","10140104","1","0","1","2","0","0","1","1004103","401041061","1","1.3","401041091","401041101","1014","1004101","0","1","0","401041071","0","1.5","1","10140105","1.3","10140103","401041081","0","1004104","35","0"
"1004107","0","1","1004110","100000","10140101","0","0.03","10140102","710021","0","0","0","10140104","1","0","1","2","0","0","1","1004108","401041111","3","1.3","401041141","401041151","1014","1004106","0","2","0","401041121","0","1.5","1","10140105","1.3","10140103","401041131","0","1004109","36","0"
"1004102","0","1","1004105","100000","10140101","0","0.06","10140102","710021","0","0","0","10140104","2","0","2","5","0","0","1.4","1004103","401041161","10","1.8","401041191","401041201","1014","1004101","0","4","0","401041171","0","2","1.4","10140105","1.8","10140103","401041181","0","1004104","37","0"
"1004107","0","1","1004110","100000","10140101","0","0.06","10140102","710021","0","0","0","10140104","3","0","2","12","0","0","2","1004108","401041211","-1","2.5","401041241","401041251","1014","1004106","0","11","0","401041221","0","3","2","10140105","2.5","10140103","401041231","0","1004109","38","0"
"1004102","0","1","1004105","100000","10150101","0","0.03","10150102","710031","0","0","0","10150104","1","0","1","2","0","0","1","1004103","401041261","1","1.3","401041291","401041301","1015","1004101","0","1","0","401041271","0","1.5","1","10150105","1.3","10150103","401041281","0","1004104","39","0"
"1004107","0","1","1004110","100000","10150101","0","0.03","10150102","710031","0","0","0","10150104","1","0","1","2","0","0","1","1004108","401041261","3","1.3","401041291","401041301","1015","1004106","0","2","0","401041271","0","1.5","1","10150105","1.3","10150103","401041281","0","1004109","40","0"
"1004102","0","1","1004105","100000","10150101","0","0.06","10150102","710031","0","0","0","10150104","2","0","2","5","0","0","1.4","1004103","401041311","10","1.8","401041341","401041351","1015","1004101","0","4","0","401041321","0","2","1.4","10150105","1.8","10150103","401041331","0","1004104","41","0"
"1004107","0","1","1004110","100000","10150101","0","0.06","10150102","710031","0","0","0","10150104","3","0","2","12","0","0","2","1004108","401041361","-1","2.5","401041391","401041401","1015","1004106","0","11","0","401041371","0","3","2","10150105","2.5","10150103","401041381","0","1004109","42","0"
"1004102","0","1","1004105","100000","10160101","0","0.03","10160102","710041","0","0","0","10160104","1","0","1","2","0","0","1","1004103","401041561","1","1.3","401041591","401041601","1016","1004101","0","1","0","401041571","0","1.5","1","10160105","1.3","10160103","401041581","0","1004104","43","0"
"1004107","0","1","1004110","100000","10160101","0","0.06","10160102","710041","0","0","0","10160104","2","0","2","3","0","0","1.4","1004108","401041561","3","1.8","401041591","401041601","1016","1004106","0","2","0","401041571","0","2","1.4","10160105","1.8","10160103","401041581","0","1004109","44","0"
"1004112","0","1","1004115","100000","10160101","0","0.06","10160102","710041","0","0","0","10160104","3","0","2","5","0","0","1.4","1004113","401041611","4","1.8","401041641","401041651","1016","1004111","0","4","0","401041621","0","2","1.4","10160105","1.8","10160103","401041631","0","1004114","45","0"
"1004116","0","1","1004116","100000","10160101","0","0.06","10160102","710041","0","0","0","10160104","3","0","2","5","0","0","2","1004116","401041661","-1","2.5","401041691","401041701","1016","1004116","0","5","0","401041671","0","3","2","10160105","2.5","10160103","401041681","0","1004116","46","0"
"1004102","0","1","1004105","100000","10170101","0","0.03","10170102","710051","0","0","0","10170104","1","0","1","2","0","0","1","1004103","401041711","1","1.3","401041741","401041751","1017","1004101","0","1","0","401041721","0","1.5","1","10170105","1.3","10170103","401041731","0","1004104","47","0"
"1004107","0","1","1004110","100000","10170101","0","0.03","10170102","710051","0","0","0","10170104","2","0","1","3","0","0","1","1004108","401041711","3","1.3","401041741","401041751","1017","1004106","0","2","0","401041721","0","1.5","1","10170105","1.3","10170103","401041731","0","1004109","48","0"
"1004107","0","1","1004110","100000","10170101","0","0.06","10170102","710051","0","0","0","10170104","3","0","2","6","0","0","1.4","1004108","401041761","10","1.8","401041791","401041801","1017","1004106","0","4","0","401041771","0","2","1.4","10170105","1.8","10170103","401041781","0","1004109","49","0"
"1004107","0","1","1004110","100000","10170101","0","0.06","10170102","710051","0","0","0","10170104","4","0","2","9","0","0","2","1004108","401041811","-1","2.5","401041841","401041851","1017","1004106","0","11","0","401041821","0","3","2","10170105","2.5","10170103","401041831","0","1004109","50","0"
"1004102","0","1","1004105","100000","10180101","0","0.03","10180102","710061","0","0","0","10180104","1","0","1","2","0","0","1","1004103","401041861","1","1.3","401041891","401041901","1018","1004101","0","1","0","401041871","0","1.5","1","10180105","1.3","10180103","401041881","0","1004104","51","0"
"1004107","0","1","1004110","100000","10180101","0","0.03","10180102","710061","0","0","0","10180104","2","0","1","3","0","0","1","1004108","401041861","3","1.3","401041891","401041901","1018","1004106","0","2","0","401041871","0","1.5","1","10180105","1.3","10180103","401041881","0","1004109","52","0"
"1004107","0","1","1004110","100000","10180101","0","0.06","10180102","710061","0","0","0","10180104","3","0","2","6","0","0","1.4","1004108","401041911","10","1.8","401041941","401041951","1018","1004106","0","4","0","401041921","0","2","1.4","10180105","1.8","10180103","401041931","0","1004109","53","0"
"1004107","0","1","1004110","100000","10180101","0","0.06","10180102","710061","0","0","0","10180104","4","0","2","9","0","0","2","1004108","401041961","-1","2.5","401041991","401042001","1018","1004106","0","11","0","401041971","0","3","2","10180105","2.5","10180103","401041981","0","1004109","54","0"
"1004102","0","1","1004105","1000000","10190101","0","0.03","10190102","710071","0","0","0","10190104","1","0","1","2","0","0","1","1004103","401042311","1","1.3","401042341","401042351","1019","1004101","0","1","0","401042321","0","1.5","1","10190105","1.3","10190103","401042331","0","1004104","55","0"
"1004107","0","1","1004110","1000000","10190101","0","0.06","10190102","710071","0","0","0","10190104","2","0","2","3","0","0","1.4","1004108","401042361","3","1.8","401042391","401042401","1019","1004106","0","2","0","401042371","0","2","1.4","10190105","1.8","10190103","401042381","0","1004109","57","0"
"1004112","0","1","1004115","1000000","10190101","0","0.06","10190102","710071","0","0","0","10190104","3","0","2","5","0","0","1.4","1004113","401042411","4","1.8","401042441","401042451","1019","1004111","0","4","0","401042421","0","2","1.4","10190105","1.8","10190103","401042431","0","1004114","58","0"
"1004116","0","1","1004116","1000000","10190101","0","0.06","10190102","710071","0","0","0","10190104","3","0","2","5","0","0","2","1004116","401042411","-1","2.5","401042441","401042451","1019","1004116","0","5","0","401042421","0","3","2","10190105","2.5","10190103","401042431","0","1004116","59","0"
"1005102","0","1","1005105","1000000","10200101","0","0.03","10200102","710081","0","0","0","10200104","1","0","1","2","0","0","1","1005103","401042611","1","1.3","401042641","401042651","1020","1005101","0","1","0","401042621","0","1.5","1","10200105","1.3","10200103","401042631","0","1005104","60","0"
"1005107","0","1","1005110","1000000","10200101","0","0.06","10200102","710081","0","0","0","10200104","2","0","2","3","0","0","1.4","1005108","401042661","3","1.8","401042691","401042701","1020","1005106","0","2","0","401042671","0","2","1.4","10200105","1.8","10200103","401042681","0","1005109","61","0"
"1005112","0","1","1005115","1000000","10200101","0","0.06","10200102","710081","0","0","0","10200104","3","0","2","5","0","0","1.4","1005113","401042711","4","1.8","401042741","401042751","1020","1005111","0","4","0","401042721","0","2","1.4","10200105","1.8","10200103","401042731","0","1005114","62","0"
"1005116","0","1","1005116","1000000","10200101","0","0.06","10200102","710081","0","0","0","10200104","3","0","2","5","0","0","2","1005116","401042711","-1","2.5","401042741","401042751","1020","1005116","0","5","0","401042721","0","3","2","10200105","2.5","10200103","401042731","0","1005116","63","0"
"1006102","0","1","1006105","1000000","10210101","0","0.03","10210102","710091","0","0","0","10210104","1","0","1","2","0","0","1","1006103","401042911","1","1.3","401042941","401042951","1021","1006101","0","1","0","401042921","0","1.5","1","10210105","1.3","10210103","401042931","0","1006104","64","0"
"1006107","0","1","1006110","1000000","10210101","0","0.06","10210102","710091","0","0","0","10210104","2","0","2","3","0","0","1.4","1006108","401042961","3","1.8","401042991","401043001","1021","1006106","0","2","0","401042971","0","2","1.4","10210105","1.8","10210103","401042981","0","1006109","65","0"
"1006112","0","1","1006115","1000000","10210101","0","0.06","10210102","710091","0","0","0","10210104","3","0","2","5","0","0","1.4","1006113","401043011","4","1.8","401043041","401043051","1021","1006111","0","4","0","401043021","0","2","1.4","10210105","1.8","10210103","401043031","0","1006114","66","0"
"1006116","0","1","1006116","1000000","10210101","0","0.06","10210102","710091","0","0","0","10210104","3","0","2","5","0","0","2","1006116","401043011","-1","2.5","401043041","401043051","1021","1006116","0","5","0","401043021","0","3","2","10210105","2.5","10210103","401043031","0","1006116","67","0"
"1007102","0","1","1007105","1000000","10220101","0","0.03","10220102","710101","0","0","0","10220104","1","0","1","2","0","0","1.2","1007103","401043261","1","1.3","401043291","401043301","1022","1007101","0","1","0","401043271","0","1.5","1.2","10220105","1.4","10220103","401043281","0","1007104","68","0"
"1007107","0","1","1007110","1000000","10220101","0","0.06","10220102","710101","0","0","0","10220104","2","0","2","3","0","0","1.6","1007108","401043311","3","1.8","401043341","401043351","1022","1007106","0","2","0","401043321","0","2","1.6","10220105","1.9","10220103","401043331","0","1007109","69","0"
"1007112","0","1","1007115","1000000","10220101","0","0.06","10220102","710101","0","0","0","10220104","3","0","2","5","0","0","2","1007113","401043361","4","2.4","401043391","401043401","1022","1007111","0","4","0","401043371","0","2.6","2","10220105","2.4","10220103","401043381","0","1007114","70","0"
"1007116","0","1","1007116","1000000","10220101","0","0.06","10220102","710101","0","0","0","10220104","3","0","2","5","0","0","2","1007116","401043361","-1","2.4","401043391","401043401","1022","1007116","0","5","0","401043371","0","2.6","2","10220105","2.4","10220103","401043381","0","1007116","71","0"
"1008102","0","1","1008105","1000000","10230101","0","0.03","10230102","710111","0","0","0","10230104","1","0","1","2","0","0","1.2","1008103","401043611","1","1.3","401043641","401043651","1023","1008101","0","1","0","401043621","0","1.5","1.2","10230105","1.4","10230103","401043631","0","1008104","72","0"
"1008107","0","1","1008110","1000000","10230101","0","0.06","10230102","710111","0","0","0","10230104","2","0","2","3","0","0","1.6","1008108","401043661","3","1.8","401043691","401043701","1023","1008106","0","2","0","401043671","0","2","1.6","10230105","1.9","10230103","401043681","0","1008109","73","0"
"1008112","0","1","1008115","1000000","10230101","0","0.06","10230102","710111","0","0","0","10230104","3","0","2","5","0","0","2","1008113","401043711","4","2.4","401043741","401043751","1023","1008111","0","4","0","401043721","0","2.6","2","10230105","2.4","10230103","401043731","0","1008114","74","0"
"1008116","0","1","1008116","1000000","10230101","0","0.06","10230102","710111","0","0","0","10230104","3","0","2","5","0","0","2","1008116","401043711","-1","2.4","401043741","401043751","1023","1008116","0","5","0","401043721","0","2.6","2","10230105","2.4","10230103","401043731","0","1008116","75","0"
"1009102","0","1","1009105","1000000","10240101","0","0.03","10240102","710121","0","0","0","10240104","1","0","1","1","0","0","1.2","1009103","401043961","1","1.3","401043991","401044001","1024","1009101","0","1","0","401043971","0","1.5","1.2","10240105","1.4","10240103","401043981","0","1009104","76","0"
"1009107","0","1","1009110","1000000","10240101","0","0.06","10240102","710121","0","0","0","10240104","2","0","2","2","0","0","1.2","1009108","401044011","3","1.3","401044041","401044051","1024","1009106","0","2","0","401044021","0","1.5","1.2","10240105","1.4","10240103","401044031","0","1009109","77","0"
"1009112","0","1","1009115","1000000","10240101","0","0.06","10240102","710121","0","0","0","10240104","3","0","2","4","0","0","1.6","1009113","401044061","4","1.8","401044091","401044101","1024","1009111","0","4","0","401044071","0","2","1.6","10240105","1.9","10240103","401044081","0","1009114","78","0"
