b214eaa63fbada8ac6ed1d9fe527bf581e34cea26a683c91d1d9516c012a1c07,18795ad64c101ded0c26752d32d5b78731f9b64a9af67e1a4e1574bfc9f6d02e,76cad1037fd8ae94897dfcab1201c38afd8178e682663185c988c7f0824ff306,cd9b37d54a1964b0081126528aca464638e2423d53e85d418e36cab52654d0da,7e57c23b1e7afe876bbe880c93c4cf4eb4d9def973b2fdf0d831e4c805350459,0d34ef785c9489d74733c196aa35d7a066f3bbe76d900a86c537f27865ab0eee,4a380cd8ecd58bbf3dc87e1865362eb807c488a385da4ea361272da78e82c552,5437707d597fa878936ec4234655760fa50c953094a0b962b0304eb798314477,8a7d14d74cf1670fa22ecf96ab39ba7e18c4339f1a94d3684f938f6c705aed6c,373167100aa1c50a005de8e9f0e1cd52a827bc2af8c18ef9b97a830a67fc11d2,71ce2d713b59642d885477a80df4013eeff0d418c7e641d877651430c21e09f9,03d6121bd39b59e19c5ffbef5e260e35bb5cac411344c53dff2f575760542b12,35b7cd5b84475b357ebc7fa4893ac7de0dca4c03b4714ff8179b82bf03563ab4,7089a101635aec1e11bc85930122af140fbb059b229d07614ee13595b4f10638,90e6741533ee9e7992ad2d8ec4b4f948beb6a46c985180a8e04b131a5e8ecad7,214b3babe9dab3815bf1cb40e713ff65683521d6449e8dac2803e019c734640e,646beb876c266dafadcba0c771bb6c803779378840e4c4144e05d83b1e77a456,1636cb52adc6398fcbca146ca4d9bbcd23ce1e8b5f066da5c89b5facbfce7eba,411997a4a5411f9090a4449fc848308b3cc5e50396afbca02a84c0fae6474a21,a4a86d3c7e93f3414847d729cb34db6c201a59ff8de76764a436d0e9b1806530,f7d6af31345f92b694a133d61bc65085f9a9b338e4f493478af5ee14e587bffa
"2","0","18","0","501","31022","3000","0","0","1","0","0","90006","2","3000","16","91002","1000","8","1002","0"
"2","0","19","0","1001","31022","2500","0","0","1","0","0","90006","2","2500","14","91002","2000","8","1002","0"
"2","0","20","0","2001","31022","2000","0","0","1","0","0","90006","2","2000","12","91002","3000","8","1002","0"
"2","0","21","0","3001","31022","1500","0","0","1","0","0","90006","2","1500","10","91002","5000","8","1002","0"
"2","0","22","0","5001","31022","1000","0","0","1","0","0","90006","2","1000","8","91002","10000","8","1002","0"
"2","0","23","0","10001","31022","500","0","0","1","0","0","90006","2","500","5","91002","-1","8","1002","0"
"2","0","24","0","1","31042","5000","0","0","1","0","0","90006","2","20000","30","91002","1","8","1003","0"
"2","0","25","0","2","31042","5000","0","0","1","0","0","90006","2","15000","30","91002","2","8","1003","0"
"2","0","26","0","3","31042","5000","0","0","1","0","0","90006","2","12000","30","91002","3","8","1003","0"
"2","0","27","0","4","31042","5000","0","0","1","0","0","90006","2","10000","30","91002","20","8","1003","0"
"2","0","28","0","21","31042","4500","0","0","1","0","0","90006","2","8000","25","91002","50","8","1003","0"
"2","0","29","0","51","31042","4500","0","0","1","0","0","90006","2","6000","25","91002","100","8","1003","0"
"2","0","30","0","101","31042","4000","0","0","1","0","0","90006","2","4000","20","91002","250","8","1003","0"
"2","0","31","0","251","31042","3500","0","0","1","0","0","90006","2","3500","18","91002","500","8","1003","0"
"2","0","32","0","501","31042","3000","0","0","1","0","0","90006","2","3000","16","91002","1000","8","1003","0"
"2","0","33","0","1001","31042","2500","0","0","1","0","0","90006","2","2500","14","91002","2000","8","1003","0"
"2","0","34","0","2001","31042","2000","0","0","1","0","0","90006","2","2000","12","91002","3000","8","1003","0"
"2","0","35","0","3001","31042","1500","0","0","1","0","0","90006","2","1500","10","91002","5000","8","1003","0"
"2","0","36","0","5001","31042","1000","0","0","1","0","0","90006","2","1000","8","91002","10000","8","1003","0"
"2","0","37","0","10001","31042","500","0","0","1","0","0","90006","2","500","5","91002","-1","8","1003","0"
"2","0","38","0","1","31018","5000","0","0","1","0","0","90006","2","20000","30","91002","1","8","1004","0"
"2","0","39","0","2","31018","5000","0","0","1","0","0","90006","2","15000","30","91002","2","8","1004","0"
"2","0","40","0","3","31018","5000","0","0","1","0","0","90006","2","12000","30","91002","3","8","1004","0"
"2","0","41","0","4","31018","5000","0","0","1","0","0","90006","2","10000","30","91002","20","8","1004","0"
"2","0","42","0","21","31018","4500","0","0","1","0","0","90006","2","8000","25","91002","50","8","1004","0"
"2","0","43","0","51","31018","4500","0","0","1","0","0","90006","2","6000","25","91002","100","8","1004","0"
"2","0","44","0","101","31018","4000","0","0","1","0","0","90006","2","4000","20","91002","250","8","1004","0"
"2","0","45","0","251","31018","3500","0","0","1","0","0","90006","2","3500","18","91002","500","8","1004","0"
"2","0","46","0","501","31018","3000","0","0","1","0","0","90006","2","3000","16","91002","1000","8","1004","0"
"2","0","47","0","1001","31018","2500","0","0","1","0","0","90006","2","2500","14","91002","2000","8","1004","0"
"2","0","48","0","2001","31018","2000","0","0","1","0","0","90006","2","2000","12","91002","3000","8","1004","0"
"2","0","49","0","3001","31018","1500","0","0","1","0","0","90006","2","1500","10","91002","5000","8","1004","0"
"2","0","50","0","5001","31018","1000","0","0","1","0","0","90006","2","1000","8","91002","10000","8","1004","0"
"2","0","51","0","10001","31018","500","0","0","1","0","0","90006","2","500","5","91002","-1","8","1004","0"
"2","0","52","0","1","31025","5000","0","0","1","0","0","90006","2","20000","30","91002","1","8","1005","0"
"2","0","53","0","2","31025","5000","0","0","1","0","0","90006","2","15000","30","91002","2","8","1005","0"
"2","0","54","0","3","31025","5000","0","0","1","0","0","90006","2","12000","30","91002","3","8","1005","0"
"2","0","55","0","4","31025","5000","0","0","1","0","0","90006","2","10000","30","91002","20","8","1005","0"
"2","0","56","0","21","31025","4500","0","0","1","0","0","90006","2","8000","25","91002","50","8","1005","0"
"2","0","57","0","51","31025","4500","0","0","1","0","0","90006","2","6000","25","91002","100","8","1005","0"
"2","0","58","0","101","31025","4000","0","0","1","0","0","90006","2","4000","20","91002","250","8","1005","0"
"2","0","59","0","251","31025","3500","0","0","1","0","0","90006","2","3500","18","91002","500","8","1005","0"
"2","0","60","0","501","31025","3000","0","0","1","0","0","90006","2","3000","16","91002","1000","8","1005","0"
"2","0","61","0","1001","31025","2500","0","0","1","0","0","90006","2","2500","14","91002","2000","8","1005","0"
"2","0","62","0","2001","31025","2000","0","0","1","0","0","90006","2","2000","12","91002","3000","8","1005","0"
"2","0","63","0","3001","31025","1500","0","0","1","0","0","90006","2","1500","10","91002","5000","8","1005","0"
"2","0","64","0","5001","31025","1000","0","0","1","0","0","90006","2","1000","8","91002","10000","8","1005","0"
"2","0","65","0","10001","31025","500","0","0","1","0","0","90006","2","500","5","91002","-1","8","1005","0"
"2","0","66","0","1","31043","5000","0","0","1","0","0","90006","2","20000","30","91002","1","8","1006","0"
"2","0","67","0","2","31043","5000","0","0","1","0","0","90006","2","15000","30","91002","2","8","1006","0"
"2","0","68","0","3","31043","5000","0","0","1","0","0","90006","2","12000","30","91002","3","8","1006","0"
"2","0","69","0","4","31043","5000","0","0","1","0","0","90006","2","10000","30","91002","20","8","1006","0"
"2","0","70","0","21","31043","4500","0","0","1","0","0","90006","2","8000","25","91002","50","8","1006","0"
"2","0","71","0","51","31043","4500","0","0","1","0","0","90006","2","6000","25","91002","100","8","1006","0"
"2","0","72","0","101","31043","4000","0","0","1","0","0","90006","2","4000","20","91002","250","8","1006","0"
"2","0","73","0","251","31043","3500","0","0","1","0","0","90006","2","3500","18","91002","500","8","1006","0"
"2","0","74","0","501","31043","3000","0","0","1","0","0","90006","2","3000","16","91002","1000","8","1006","0"
"2","0","75","0","1001","31043","2500","0","0","1","0","0","90006","2","2500","14","91002","2000","8","1006","0"
"2","0","76","0","2001","31043","2000","0","0","1","0","0","90006","2","2000","12","91002","3000","8","1006","0"
"2","0","77","0","3001","31043","1500","0","0","1","0","0","90006","2","1500","10","91002","5000","8","1006","0"
"2","0","78","0","5001","31043","1000","0","0","1","0","0","90006","2","1000","8","91002","10000","8","1006","0"
"2","0","79","0","10001","31043","500","0","0","1","0","0","90006","2","500","5","91002","-1","8","1006","0"
"2","0","80","0","1","31022","5000","0","0","1","0","0","90006","2","20000","30","91002","1","8","1007","0"
"2","0","81","0","2","31022","5000","0","0","1","0","0","90006","2","15000","30","91002","2","8","1007","0"
"2","0","82","0","3","31022","5000","0","0","1","0","0","90006","2","12000","30","91002","3","8","1007","0"
"2","0","83","0","4","31022","5000","0","0","1","0","0","90006","2","10000","30","91002","20","8","1007","0"
"2","0","84","0","21","31022","4500","0","0","1","0","0","90006","2","8000","25","91002","50","8","1007","0"
"2","0","85","0","51","31022","4500","0","0","1","0","0","90006","2","6000","25","91002","100","8","1007","0"
"2","0","86","0","101","31022","4000","0","0","1","0","0","90006","2","4000","20","91002","250","8","1007","0"
"2","0","87","0","251","31022","3500","0","0","1","0","0","90006","2","3500","18","91002","500","8","1007","0"
"2","0","88","0","501","31022","3000","0","0","1","0","0","90006","2","3000","16","91002","1000","8","1007","0"
"2","0","89","0","1001","31022","2500","0","0","1","0","0","90006","2","2500","14","91002","2000","8","1007","0"
"2","0","90","0","2001","31022","2000","0","0","1","0","0","90006","2","2000","12","91002","3000","8","1007","0"
"2","0","91","0","3001","31022","1500","0","0","1","0","0","90006","2","1500","10","91002","5000","8","1007","0"
"2","0","92","0","5001","31022","1000","0","0","1","0","0","90006","2","1000","8","91002","10000","8","1007","0"
"2","0","93","0","10001","31022","500","0","0","1","0","0","90006","2","500","5","91002","-1","8","1007","0"
"2","0","94","0","1","31042","5000","0","0","1","0","0","90006","2","20000","30","91002","1","8","1008","0"
"2","0","95","0","2","31042","5000","0","0","1","0","0","90006","2","15000","30","91002","2","8","1008","0"
"2","0","96","0","3","31042","5000","0","0","1","0","0","90006","2","12000","30","91002","3","8","1008","0"
"2","0","97","0","4","31042","5000","0","0","1","0","0","90006","2","10000","30","91002","20","8","1008","0"
"2","0","98","0","21","31042","4500","0","0","1","0","0","90006","2","8000","25","91002","50","8","1008","0"
"2","0","99","0","51","31042","4500","0","0","1","0","0","90006","2","6000","25","91002","100","8","1008","0"
"2","0","100","0","101","31042","4000","0","0","1","0","0","90006","2","4000","20","91002","250","8","1008","0"
"2","0","101","0","251","31042","3500","0","0","1","0","0","90006","2","3500","18","91002","500","8","1008","0"
"2","0","102","0","501","31042","3000","0","0","1","0","0","90006","2","3000","16","91002","1000","8","1008","0"
"2","0","103","0","1001","31042","2500","0","0","1","0","0","90006","2","2500","14","91002","2000","8","1008","0"
"2","0","104","0","2001","31042","2000","0","0","1","0","0","90006","2","2000","12","91002","3000","8","1008","0"
"2","0","105","0","3001","31042","1500","0","0","1","0","0","90006","2","1500","10","91002","5000","8","1008","0"
"2","0","106","0","5001","31042","1000","0","0","1","0","0","90006","2","1000","8","91002","10000","8","1008","0"
"2","0","107","0","10001","31042","500","0","0","1","0","0","90006","2","500","5","91002","-1","8","1008","0"
"2","0","108","0","1","31018","5000","0","0","1","0","0","90006","2","20000","30","91002","1","8","1009","0"
"2","0","109","0","2","31018","5000","0","0","1","0","0","90006","2","15000","30","91002","2","8","1009","0"
"2","0","110","0","3","31018","5000","0","0","1","0","0","90006","2","12000","30","91002","3","8","1009","0"
"2","0","111","0","4","31018","5000","0","0","1","0","0","90006","2","10000","30","91002","20","8","1009","0"
"2","0","112","0","21","31018","4500","0","0","1","0","0","90006","2","8000","25","91002","50","8","1009","0"
"2","0","113","0","51","31018","4500","0","0","1","0","0","90006","2","6000","25","91002","100","8","1009","0"
"2","0","114","0","101","31018","4000","0","0","1","0","0","90006","2","4000","20","91002","250","8","1009","0"
"2","0","115","0","251","31018","3500","0","0","1","0","0","90006","2","3500","18","91002","500","8","1009","0"
"2","0","116","0","501","31018","3000","0","0","1","0","0","90006","2","3000","16","91002","1000","8","1009","0"
"2","0","117","0","1001","31018","2500","0","0","1","0","0","90006","2","2500","14","91002","2000","8","1009","0"
"2","0","118","0","2001","31018","2000","0","0","1","0","0","90006","2","2000","12","91002","3000","8","1009","0"
"2","0","119","0","3001","31018","1500","0","0","1","0","0","90006","2","1500","10","91002","5000","8","1009","0"
"2","0","120","0","5001","31018","1000","0","0","1","0","0","90006","2","1000","8","91002","10000","8","1009","0"
"2","0","121","0","10001","31018","500","0","0","1","0","0","90006","2","500","5","91002","-1","8","1009","0"
"2","0","122","0","1","31025","5000","0","0","1","0","0","90006","2","20000","30","91002","1","8","1010","0"
"2","0","123","0","2","31025","5000","0","0","1","0","0","90006","2","15000","30","91002","2","8","1010","0"
"2","0","124","0","3","31025","5000","0","0","1","0","0","90006","2","12000","30","91002","3","8","1010","0"
"2","0","125","0","4","31025","5000","0","0","1","0","0","90006","2","10000","30","91002","20","8","1010","0"
"2","0","126","0","21","31025","4500","0","0","1","0","0","90006","2","8000","25","91002","50","8","1010","0"
"2","0","127","0","51","31025","4500","0","0","1","0","0","90006","2","6000","25","91002","100","8","1010","0"
"2","0","128","0","101","31025","4000","0","0","1","0","0","90006","2","4000","20","91002","250","8","1010","0"
"2","0","129","0","251","31025","3500","0","0","1","0","0","90006","2","3500","18","91002","500","8","1010","0"
"2","0","130","0","501","31025","3000","0","0","1","0","0","90006","2","3000","16","91002","1000","8","1010","0"
"2","0","131","0","1001","31025","2500","0","0","1","0","0","90006","2","2500","14","91002","2000","8","1010","0"
"2","0","132","0","2001","31025","2000","0","0","1","0","0","90006","2","2000","12","91002","3000","8","1010","0"
"2","0","133","0","3001","31025","1500","0","0","1","0","0","90006","2","1500","10","91002","5000","8","1010","0"
"2","0","134","0","5001","31025","1000","0","0","1","0","0","90006","2","1000","8","91002","10000","8","1010","0"
"2","0","135","0","10001","31025","500","0","0","1","0","0","90006","2","500","5","91002","-1","8","1010","0"
"2","0","136","0","1","31043","5000","0","0","1","0","0","90006","2","20000","30","91002","1","8","1011","0"
"2","0","137","0","2","31043","5000","0","0","1","0","0","90006","2","15000","30","91002","2","8","1011","0"
"2","0","138","0","3","31043","5000","0","0","1","0","0","90006","2","12000","30","91002","3","8","1011","0"
"2","0","139","0","4","31043","5000","0","0","1","0","0","90006","2","10000","30","91002","20","8","1011","0"
"2","0","140","0","21","31043","4500","0","0","1","0","0","90006","2","8000","25","91002","50","8","1011","0"
"2","0","141","0","51","31043","4500","0","0","1","0","0","90006","2","6000","25","91002","100","8","1011","0"
"2","0","142","0","101","31043","4000","0","0","1","0","0","90006","2","4000","20","91002","250","8","1011","0"
"2","0","143","0","251","31043","3500","0","0","1","0","0","90006","2","3500","18","91002","500","8","1011","0"
"2","0","144","0","501","31043","3000","0","0","1","0","0","90006","2","3000","16","91002","1000","8","1011","0"
"2","0","145","0","1001","31043","2500","0","0","1","0","0","90006","2","2500","14","91002","2000","8","1011","0"
"2","0","146","0","2001","31043","2000","0","0","1","0","0","90006","2","2000","12","91002","3000","8","1011","0"
"2","0","147","0","3001","31043","1500","0","0","1","0","0","90006","2","1500","10","91002","5000","8","1011","0"
"2","0","148","0","5001","31043","1000","0","0","1","0","0","90006","2","1000","8","91002","10000","8","1011","0"
"2","0","149","0","10001","31043","500","0","0","1","0","0","90006","2","500","5","91002","-1","8","1011","0"
"2","0","150","0","1","31022","5000","0","0","1","0","0","90006","2","20000","30","91002","1","8","1012","0"
"2","0","151","0","2","31022","5000","0","0","1","0","0","90006","2","15000","30","91002","2","8","1012","0"
"2","0","152","0","3","31022","5000","0","0","1","0","0","90006","2","12000","30","91002","3","8","1012","0"
"2","0","153","0","4","31022","5000","0","0","1","0","0","90006","2","10000","30","91002","20","8","1012","0"
"2","0","154","0","21","31022","4500","0","0","1","0","0","90006","2","8000","25","91002","50","8","1012","0"
"2","0","155","0","51","31022","4500","0","0","1","0","0","90006","2","6000","25","91002","100","8","1012","0"
"2","0","156","0","101","31022","4000","0","0","1","0","0","90006","2","4000","20","91002","250","8","1012","0"
"2","0","157","0","251","31022","3500","0","0","1","0","0","90006","2","3500","18","91002","500","8","1012","0"
"2","0","158","0","501","31022","3000","0","0","1","0","0","90006","2","3000","16","91002","1000","8","1012","0"
"2","0","159","0","1001","31022","2500","0","0","1","0","0","90006","2","2500","14","91002","2000","8","1012","0"
"2","0","160","0","2001","31022","2000","0","0","1","0","0","90006","2","2000","12","91002","3000","8","1012","0"
"2","0","161","0","3001","31022","1500","0","0","1","0","0","90006","2","1500","10","91002","5000","8","1012","0"
"2","0","162","0","5001","31022","1000","0","0","1","0","0","90006","2","1000","8","91002","10000","8","1012","0"
"2","0","163","0","10001","31022","500","0","0","1","0","0","90006","2","500","5","91002","-1","8","1012","0"
"2","0","164","0","1","31042","5000","0","0","1","0","0","90006","2","20000","30","91002","1","8","1013","0"
"2","0","165","0","2","31042","5000","0","0","1","0","0","90006","2","15000","30","91002","2","8","1013","0"
"2","0","166","0","3","31042","5000","0","0","1","0","0","90006","2","12000","30","91002","3","8","1013","0"
"2","0","167","0","4","31042","5000","0","0","1","0","0","90006","2","10000","30","91002","20","8","1013","0"
"2","0","168","0","21","31042","4500","0","0","1","0","0","90006","2","8000","25","91002","50","8","1013","0"
"2","0","169","0","51","31042","4500","0","0","1","0","0","90006","2","6000","25","91002","100","8","1013","0"
"2","0","170","0","101","31042","4000","0","0","1","0","0","90006","2","4000","20","91002","250","8","1013","0"
"2","0","171","0","251","31042","3500","0","0","1","0","0","90006","2","3500","18","91002","500","8","1013","0"
"2","0","172","0","501","31042","3000","0","0","1","0","0","90006","2","3000","16","91002","1000","8","1013","0"
"2","0","173","0","1001","31042","2500","0","0","1","0","0","90006","2","2500","14","91002","2000","8","1013","0"
"2","0","174","0","2001","31042","2000","0","0","1","0","0","90006","2","2000","12","91002","3000","8","1013","0"
"2","0","175","0","3001","31042","1500","0","0","1","0","0","90006","2","1500","10","91002","5000","8","1013","0"
"2","0","176","0","5001","31042","1000","0","0","1","0","0","90006","2","1000","8","91002","10000","8","1013","0"
"2","0","177","0","10001","31042","500","0","0","1","0","0","90006","2","500","5","91002","-1","8","1013","0"
"2","0","178","0","1","31018","5000","0","0","1","0","0","90006","2","20000","30","91002","1","8","1014","0"
"2","0","179","0","2","31018","5000","0","0","1","0","0","90006","2","15000","30","91002","2","8","1014","0"
"2","0","180","0","3","31018","5000","0","0","1","0","0","90006","2","12000","30","91002","3","8","1014","0"
"2","0","181","0","4","31018","5000","0","0","1","0","0","90006","2","10000","30","91002","20","8","1014","0"
"2","0","182","0","21","31018","4500","0","0","1","0","0","90006","2","8000","25","91002","50","8","1014","0"
"2","0","183","0","51","31018","4500","0","0","1","0","0","90006","2","6000","25","91002","100","8","1014","0"
"2","0","184","0","101","31018","4000","0","0","1","0","0","90006","2","4000","20","91002","250","8","1014","0"
"2","0","185","0","251","31018","3500","0","0","1","0","0","90006","2","3500","18","91002","500","8","1014","0"
"2","0","186","0","501","31018","3000","0","0","1","0","0","90006","2","3000","16","91002","1000","8","1014","0"
"2","0","187","0","1001","31018","2500","0","0","1","0","0","90006","2","2500","14","91002","2000","8","1014","0"
"2","0","188","0","2001","31018","2000","0","0","1","0","0","90006","2","2000","12","91002","3000","8","1014","0"
"2","0","189","0","3001","31018","1500","0","0","1","0","0","90006","2","1500","10","91002","5000","8","1014","0"
"2","0","190","0","5001","31018","1000","0","0","1","0","0","90006","2","1000","8","91002","10000","8","1014","0"
"2","0","191","0","10001","31018","500","0","0","1","0","0","90006","2","500","5","91002","-1","8","1014","0"
"2","0","192","0","1","31042","5000","0","0","1","0","0","90006","2","20000","30","91002","1","8","1015","0"
"2","0","193","0","2","31042","5000","0","0","1","0","0","90006","2","15000","30","91002","2","8","1015","0"
"2","0","194","0","3","31042","5000","0","0","1","0","0","90006","2","12000","30","91002","3","8","1015","0"
"2","0","195","0","4","31042","5000","0","0","1","0","0","90006","2","10000","30","91002","20","8","1015","0"
"2","0","196","0","21","31042","4500","0","0","1","0","0","90006","2","8000","25","91002","50","8","1015","0"
"2","0","197","0","51","31042","4500","0","0","1","0","0","90006","2","6000","25","91002","100","8","1015","0"
"2","0","198","0","101","31042","4000","0","0","1","0","0","90006","2","4000","20","91002","250","8","1015","0"
"2","0","199","0","251","31042","3500","0","0","1","0","0","90006","2","3500","18","91002","500","8","1015","0"
"2","0","200","0","501","31042","3000","0","0","1","0","0","90006","2","3000","16","91002","1000","8","1015","0"
"2","0","201","0","1001","31042","2500","0","0","1","0","0","90006","2","2500","14","91002","2000","8","1015","0"
"2","0","202","0","2001","31042","2000","0","0","1","0","0","90006","2","2000","12","91002","3000","8","1015","0"
"2","0","203","0","3001","31042","1500","0","0","1","0","0","90006","2","1500","10","91002","5000","8","1015","0"
"2","0","204","0","5001","31042","1000","0","0","1","0","0","90006","2","1000","8","91002","10000","8","1015","0"
"2","0","205","0","10001","31042","500","0","0","1","0","0","90006","2","500","5","91002","-1","8","1015","0"
"2","0","206","0","1","31025","5000","0","0","1","0","0","90006","2","20000","30","91002","1","8","1016","0"
"2","0","207","0","2","31025","5000","0","0","1","0","0","90006","2","15000","30","91002","2","8","1016","0"
"2","0","208","0","3","31025","5000","0","0","1","0","0","90006","2","12000","30","91002","3","8","1016","0"
"2","0","209","0","4","31025","5000","0","0","1","0","0","90006","2","10000","30","91002","20","8","1016","0"
"2","0","210","0","21","31025","5000","0","0","1","0","0","90006","2","8000","30","91002","50","8","1016","0"
"2","0","211","0","51","31025","4500","0","0","1","0","0","90006","2","6000","25","91002","150","8","1016","0"
"2","0","212","0","151","31025","4000","0","0","1","0","0","90006","2","4000","20","91002","300","8","1016","0"
"2","0","213","0","301","31025","3500","0","0","1","0","0","90006","2","3500","18","91002","700","8","1016","0"
"2","0","214","0","701","31025","3000","0","0","1","0","0","90006","2","3000","16","91002","1300","8","1016","0"
"2","0","215","0","1301","31025","2500","0","0","1","0","0","90006","2","2500","14","91002","2500","8","1016","0"
"2","0","216","0","2501","31025","2000","0","0","1","0","0","90006","2","2000","12","91002","4000","8","1016","0"
"2","0","217","0","4001","31025","1500","0","0","1","0","0","90006","2","1500","10","91002","6000","8","1016","0"
"2","0","218","0","6001","31025","1000","0","0","1","0","0","90006","2","1000","8","91002","10000","8","1016","0"
"2","0","219","0","10001","31025","750","0","0","1","0","0","90006","2","750","7","91002","-1","8","1016","0"
"2","0","220","0","1","31043","5000","0","0","1","0","0","90006","2","20000","30","91002","1","8","1017","0"
"2","0","221","0","2","31043","5000","0","0","1","0","0","90006","2","15000","30","91002","2","8","1017","0"
"2","0","222","0","3","31043","5000","0","0","1","0","0","90006","2","12000","30","91002","3","8","1017","0"
"2","0","223","0","4","31043","5000","0","0","1","0","0","90006","2","10000","30","91002","20","8","1017","0"
"2","0","224","0","21","31043","5000","0","0","1","0","0","90006","2","8000","30","91002","50","8","1017","0"
"2","0","225","0","51","31043","4500","0","0","1","0","0","90006","2","6000","25","91002","150","8","1017","0"
"2","0","226","0","151","31043","4000","0","0","1","0","0","90006","2","4000","20","91002","300","8","1017","0"
"2","0","227","0","301","31043","3500","0","0","1","0","0","90006","2","3500","18","91002","700","8","1017","0"
"2","0","228","0","701","31043","3000","0","0","1","0","0","90006","2","3000","16","91002","1300","8","1017","0"
"2","0","229","0","1301","31043","2500","0","0","1","0","0","90006","2","2500","14","91002","2500","8","1017","0"
"2","0","230","0","2501","31043","2000","0","0","1","0","0","90006","2","2000","12","91002","4000","8","1017","0"
"2","0","231","0","4001","31043","1500","0","0","1","0","0","90006","2","1500","10","91002","6000","8","1017","0"
"2","0","232","0","6001","31043","1000","0","0","1","0","0","90006","2","1000","8","91002","10000","8","1017","0"
"2","0","233","0","10001","31043","750","0","0","1","0","0","90006","2","750","7","91002","-1","8","1017","0"
"2","0","234","0","1","31022","5000","0","0","1","0","0","90006","2","20000","30","91002","1","8","1018","0"
"2","0","235","0","2","31022","5000","0","0","1","0","0","90006","2","15000","30","91002","2","8","1018","0"
"2","0","236","0","3","31022","5000","0","0","1","0","0","90006","2","12000","30","91002","3","8","1018","0"
"2","0","237","0","4","31022","5000","0","0","1","0","0","90006","2","10000","30","91002","20","8","1018","0"
"2","0","238","0","21","31022","5000","0","0","1","0","0","90006","2","8000","30","91002","50","8","1018","0"
"2","0","239","0","51","31022","4500","0","0","1","0","0","90006","2","6000","25","91002","150","8","1018","0"
"2","0","240","0","151","31022","4000","0","0","1","0","0","90006","2","4000","20","91002","300","8","1018","0"
"2","0","241","0","301","31022","3500","0","0","1","0","0","90006","2","3500","18","91002","700","8","1018","0"
