6a2e1067629f430c1ed6a0d98de816e08240a8798007dfb0059d2d60d92bfd35,6d7ab1594941e720b73fd75c0ebd7cd61392be260142cc13c3c67f2788acd92a,6b78ad033b0ec8327892d01765c14adb78fe3379ebda9924a914a4bd03b20c29,382cf2f295fc1cb6d9449cd59299cfe296e8f05bba3c2e4402b085021f44da44,80e09d73446fb07baa6eb11f8dd09beceb34c453a87827b46dac2e6434401155,cb8eb34561a47ae42770a150e5a1dad09ee0516869128e6dd05841c333bb582a,dd5613695896edc98bfd3564fd7601d86028aa0a445b3a4f23672a2673184647,33861404244df872d39d9f7b9a76a245039c0a1a9a1807b64dea4d6c1562b592,1ecf4aebd52ef1e1eb8205f0af3cafcfa791446eea615cc8a7ca5d67ec885413,4f9d7b02db1d23f618f3c471c5f5138e8397a1f173333ea8b80c0c93c773b9f6,8f004077870c7d63fe8dbca399e60b6f858511d3de538dcb13981afee9ccaf87,82d4e18b7b7c275f03fdf10d754e872fca879eef97f7f6a07d477f2239669477,e71c6a8cd05f938f249a5302b89adfa8e4ba1ab4a526dafe62001932709a1157,87615a336dabd114d2f67e8a8c8dd7495694523c597c617a43ddef5a0ca7b23c,862a288b9a4c88601cfbd2044f1326966d042ca16036ed914c25c5217a78e495,f2bf436a99a09467efff9d4387020bd8ad4483b798c4c9dcca0c0fffc078a268,700bd97775ea225366f655009b021404e2282801ee7d306d8d1a056435fdce61,ba94f917cd749dcc10f853e8f9b29b418a0dd902444c9fa5d48cb5e7ae53219e,13edacf6d58d9549f4682d2c30307df877eff60b8848db2293bdccd552e56e1e,82f4815d260eb64175cadb5100ca0e5d402d43ee572499e42676d38aaa7d2212,0021976bc9e385267df730ed786d60da29176ed288a022ac3c2d7f544ef22756
"NONE","3100","EnemyB_NoColl","0","1700","TrapA","0","SpeedTerritoryA","0","0","400","NONE","JumpBoard","Balloon","NONE","NONE","EnemyA_NoColl","2600","630","1027","700"
"NONE","0","TrapA","0","2700","AccelBoardA","0","SpeedTerritoryA","0","0","600","NONE","NONE","EnemyH","NONE","NONE","AccelBoardA","3200","1400","1028","2300"
"NONE","0","WarpGateA","0","2500","TrapA","0","EnemyD","0","0","500","NONE","NONE","SpeedTerritoryA","NONE","NONE","NONE","0","1000","1029","1700"
"NONE","3500","TrapA","0","2500","AccelBoardA","0","WholeCake","0","0","500","NONE","SpeedTerritoryA","AccelBoardA","NONE","NONE","TrapA","2800","1500","1030","2000"
"NONE","3500","TrapA","0","2900","SpeedTerritoryA_NoColl","0","Balloon","0","0","350","NONE","AccelBoardA","SpeedTerritoryA_NoColl","NONE","NONE","EnemyH","3200","1200","1031","2200"
"NONE","0","NONE","0","0","EnemyA","0","AccelBoardA","0","0","700","NONE","NONE","EnemyA","NONE","NONE","NONE","0","1500","1032","3000"
"NONE","0","SpeedTerritoryA","0","3100","AccelBoardA","0","TrapA","0","0","700","NONE","NONE","EnemyA","NONE","NONE","NONE","0","1400","1033","2200"
"NONE","3500","JumpOverEnemyD","0","2500","JumpOverTrap","0","TrapA","0","0","500","NONE","SpeedTerritoryB","JumpOverEnemyC","NONE","NONE","JumpOverEnemyA","3000","1000","1034","2000"
"NONE","2700","Balloon","0","1500","EnemyD","0","JumpOverTrap","0","3100","400","NONE","TrapA_NoCall","TrapA","NONE","EnemyB_NoColl","EnemyB_NoColl","2300","800","1035","1200"
"NONE","0","NONE","0","0","SpeedTerritoryA","0","AccelBoardA","0","0","500","NONE","NONE","TrapA","NONE","NONE","NONE","0","1200","1036","2700"
"NONE","0","AccelBoardA","0","3000","AccelBoardA","0","EnemyH","0","0","500","NONE","NONE","TrapA","NONE","NONE","NONE","0","1000","1037","2000"
"NONE","3500","EnemyB","0","2700","WholeCake","0","SpeedTerritoryB","0","0","500","NONE","AccelBoardA","AccelBoardA","NONE","NONE","AccelBoardA","3000","1000","1038","2200"
"NONE","0","NONE","0","2400","TrapA","0","SpeedTerritoryA","0","0","800","NONE","NONE","WarpGateA","NONE","NONE","NONE","3100","1700","1039","2500"
"NONE","0","JumpOverEnemyA","0","1800","EnemyD","0","EnemyB","0","0","500","NONE","NONE","JumpOverEnemyA","NONE","NONE","WarpGateA","2500","1000","1040","1400"
"NONE","0","EnemyD","0","2800","TrapA","0","TrapA","0","0","1000","NONE","NONE","AccelBoardA","NONE","NONE","AccelBoardA","3300","1500","1041","2000"
"NONE","3300","WholeCake","0","1800","TrapA","0","TrapA","0","0","500","NONE","AccelBoardA","AccelBoardA","NONE","NONE","JumpOverEnemyA","2700","900","1042","1300"
"NONE","0","EnemyD","0","2200","EnemyC","0","AccelBoardA","0","0","500","NONE","NONE","AccelBoardA","NONE","NONE","TrapA","2700","1100","1043","1500"
"NONE","0","SpeedTerritoryB","0","3300","EnemyC","0","AccelBoardA","0","0","500","NONE","NONE","JumpBoard","NONE","NONE","NONE","0","1400","1044","2300"
"NONE","0","AccelBoardA","0","2700","AccelBoardA","0","EnemyB","0","0","1280","NONE","NONE","AccelBoardA","NONE","NONE","NONE","0","1900","1045","2300"
"NONE","0","EnemyB","0","2000","AccelBoardA","0","AccelBoardA","0","0","400","NONE","NONE","AccelBoardA","NONE","NONE","JumpBoard","2500","900","1046","1300"
"NONE","0","NONE","0","0","AccelBoardA","0","SpeedTerritoryB","0","0","700","NONE","NONE","WarpGateA","NONE","NONE","NONE","0","1500","1047","2400"
"NONE","0","TrapA","0","3100","AccelBoardA","0","EnemyH","0","0","550","NONE","NONE","TrapA","NONE","NONE","NONE","0","1600","1048","2500"
"NONE","3500","JumpOverTrap","0","2500","WholeCake","0","SpeedTerritoryB","0","0","500","NONE","TrapA","AccelBoardA","NONE","NONE","TrapA","3000","1000","1049","2000"
"NONE","3600","JumpOverTrap","0","2400","JumpOverTrap","0","JumpOverTrap","0","0","600","NONE","JumpOverTrap","JumpOverTrap","NONE","NONE","JumpOverTrap","3000","1200","1050","1800"
"NONE","0","JumpBoard","0","3000","JumpBoard","0","JumpBoard","0","0","500","NONE","NONE","JumpBoard","NONE","NONE","NONE","0","1300","1051","2200"
"NONE","0","SpeedTerritoryA","0","3500","JumpBoard","0","JumpBoard","0","0","300","NONE","NONE","JumpBoard","NONE","NONE","NONE","0","1200","1052","2100"
"NONE","3600","TrapA","0","2400","JumpOverTrap","0","JumpOverTrap","0","0","600","NONE","TrapA","JumpOverTrap","NONE","NONE","TrapA","3000","1200","1053","1800"
"NONE","0","NONE","0","0","NONE","0","JumpBoard","0","0","500","NONE","NONE","NONE","NONE","NONE","NONE","0","0","1054","0"
"NONE","0","EnemyB","0","3500","JumpBoard","0","JumpBoard","0","0","300","NONE","NONE","JumpBoard","NONE","NONE","NONE","0","1200","1055","2100"
"NONE","3600","JumpOverTrap","0","2400","JumpOverTrap","0","JumpOverTrap","0","0","600","NONE","TrapA","JumpOverTrap","NONE","NONE","JumpOverTrap","3000","1200","1056","1800"
"NONE","0","NONE","0","0","JumpBoard","0","JumpBoard","0","0","500","NONE","NONE","JumpBoard","NONE","NONE","NONE","0","1500","1057","2500"
"NONE","0","EnemyD","0","3500","JumpBoard","0","JumpBoard","0","0","300","NONE","NONE","JumpBoard","NONE","NONE","NONE","0","1200","1058","2100"
"NONE","3600","JumpOverTrap","0","2400","JumpOverTrap","0","JumpOverTrap","0","0","600","NONE","TrapA","JumpOverTrap","NONE","NONE","TrapA","3000","1200","1059","1800"
"NONE","0","NONE","0","0","JumpBoard","0","JumpBoard","0","0","1300","NONE","NONE","NONE","NONE","NONE","NONE","0","2500","1060","0"
"NONE","0","JumpOverEnemyB","0","3500","JumpBoard","0","JumpBoard","0","0","300","NONE","NONE","JumpBoard","NONE","NONE","NONE","0","1200","1061","2100"
"NONE","0","JumpOverTrap","0","2600","TrapA","0","EnemyH","0","0","500","NONE","NONE","AccelBoardA","NONE","NONE","JumpOverTrap","3300","1200","1062","1800"
"NONE","0","NONE","0","0","SpeedTerritoryB","0","JumpBoard","0","0","700","NONE","NONE","AccelBoardA","NONE","NONE","NONE","0","2300","1063","3300"
"NONE","2800","EnemyB","0","2000","Onigiri","0","SpeedTerritoryB","0","3200","600","NONE","EnemyI","StoneFlyingItem","NONE","StoneFlyingItem","StoneFlyingItem","2400","1200","1064","1600"
"EnemyI","2400","EnemyB","0","1600","TrapA","3200","EnemyH","3600","2800","400","EnemyI","EnemyA","Onigiri","NONE","StoneFlyingItem","StoneFlyingItem","2000","800","1065","1200"
"NONE","2800","Onigiri","0","2000","EnemyA_NoColl","3600","JumpBoard","0","3200","400","EnemyI","EnemyD","EnemyI","NONE","EnemyI","EnemyB","2400","800","1066","1600"
"NONE","3200","SpeedTerritoryA","0","2400","AccelBoardA","0","AccelBoardA","0","3600","400","NONE","EnemyB","AccelBoardA","NONE","EnemyA","Onigiri","2800","1100","1067","1800"
"NONE","0","Onigiri","0","2700","WholeCake","0","WholeCake","0","0","300","NONE","NONE","WholeCake","NONE","NONE","NONE","0","1300","1068","2000"
"NONE","0","WholeCake","0","3200","WholeCake","0","WholeCake","0","0","300","NONE","NONE","WholeCake","NONE","NONE","NONE","0","1200","1069","2200"
"NONE","0","Onigiri","0","2550","WholeCake","0","WholeCake","0","0","300","NONE","NONE","WholeCake","NONE","NONE","NONE","0","1150","1070","1850"
"NONE","0","Onigiri","0","2400","WholeCake","0","WholeCake","0","0","300","NONE","NONE","WholeCake","NONE","NONE","NONE","0","1000","1071","1700"
"NONE","0","WholeCake","0","1600","SpeedTerritoryB","0","TrapA","0","0","400","NONE","NONE","EnemyA","NONE","NONE","NONE","0","800","1072","1200"
"NONE","0","Balloon","0","1600","SpeedTerritoryB","0","TrapA","0","0","400","NONE","NONE","EnemyC","NONE","NONE","NONE","0","800","1073","1200"
"NONE","0","JumpBoard","0","1600","SpeedTerritoryB","0","TrapA","0","0","400","NONE","NONE","EnemyD","NONE","NONE","NONE","0","800","1074","1200"
"NONE","0","Onigiri","0","1600","SpeedTerritoryB","0","TrapA","0","0","400","NONE","NONE","EnemyH","NONE","NONE","NONE","0","800","1075","1200"
"NONE","3000","Onigiri","0","1800","JumpOverEnemyC","0","EnemyH","0","3600","400","NONE","StoneFlyingItem","EnemyB","NONE","EnemyI","EnemyB","2400","800","1076","1200"
"NONE","3200","Onigiri","0","2000","WholeCake","0","SpeedTerritoryA","0","3600","400","NONE","EnemyB","SpeedTerritoryA","NONE","EnemyI","EnemyD","2600","800","1077","1600"
"NONE","3600","EnemyI","0","2000","StoneFlyingItem","0","Surf","0","3600","400","NONE","EnemyI","EnemyC","NONE","NONE","JumpOverTrap","2800","800","1078","1600"
"NONE","2400","Surf","0","1600","JumpOverTrap","0","TrapA","0","2800","400","NONE","StoneFlyingItem","TrapA","NONE","EnemyC","StoneFlyingItem","2000","800","1079","1200"
"EnemyC","2000","EnemyC","0","1300","EnemyA_NoColl","2800","JumpBoard","3200","2400","400","StoneFlyingItem","Surf","TrapA_NoCall","NONE","EnemyC","EnemyD","1600","700","1080","1000"
"NONE","2800","EnemyC","0","1600","Surf","0","EnemyA","0","3600","400","NONE","TrapA","StoneFlyingItem","NONE","JumpOverTrap","EnemyC","2000","800","1081","1200"
"NONE","3200","SurfB","0","2000","StoneFlyingItem","0","SurfB","0","3600","400","NONE","EnemyC","TrapA","NONE","JumpOverTrap","EnemyC","2400","800","1082","1600"
"NONE","2600","EnemyC","0","1800","SurfB","3400","SpeedTerritoryA","0","3000","400","EnemyI","EnemyD","StoneFlyingItem","NONE","StoneFlyingItem","Surf","2000","800","1083","1100"
"NONE","2800","EnemyD","0","1800","EnemyB","0","Surf","0","3600","300","NONE","EnemyI","StoneFlyingItem","NONE","EnemyD","SurfB","2500","800","1084","1500"
"NONE","2800","EnemyD","0","1800","EnemyB","0","SurfB","0","3600","300","NONE","EnemyI","JumpOverTrap","NONE","EnemyD","SurfB","2500","800","1085","1500"
"NONE","2800","EnemyD","0","1800","EnemyB","0","Surf","0","3600","300","NONE","EnemyI","StoneFlyingItem","NONE","JumpOverTrap","SurfB","2500","800","1086","1500"
"NONE","2800","EnemyD","0","1800","EnemyB","0","Surf","0","3600","300","NONE","EnemyI","StoneFlyingItem","NONE","TrapA","SurfB","2500","800","1087","1500"
"NONE","0","NONE","0","0","NONE","0","Carpet500","0","0","400","NONE","NONE","NONE","NONE","NONE","NONE","0","0","1088","0"
"NONE","3000","JumpOverTrap","0","2100","EnemyC","0","EnemyA","0","3500","500","NONE","JumpOverTrap","TrapA","NONE","JumpOverEnemyA","AccelBoardA","2600","1000","1089","1500"
"NONE","2800","AccelBoardA","0","1900","SpeedTerritoryA","0","TrapA","0","3300","400","NONE","EnemyD","JumpOverEnemyA","NONE","TrapA","EnemyC","2300","900","1090","1500"
"NONE","0","EnemyC","0","2700","TrapA","0","WholeCake","0","0","500","NONE","NONE","EnemyA","NONE","NONE","EnemyA","3200","1500","1091","2200"
"NONE","3300","JumpOverEnemyA","0","2200","EnemyA","0","JumpOverTrap","0","0","600","NONE","TrapA","TrapA","NONE","NONE","SpeedTerritoryA","2600","1100","1092","1700"
"NONE","3400","Onigiri","0","2600","EnemyB","0","Surf","0","0","500","NONE","EnemyD","StoneFlyingItem","NONE","NONE","EnemyI","3000","900","1093","1500"
"NONE","3400","EnemyB","0","2000","JumpOverTrap","0","EnemyD","0","0","400","NONE","EnemyD","Onigiri","NONE","NONE","EnemyI","2700","800","1094","1300"
"NONE","3300","Onigiri","0","2300","WholeCake","0","TrapA","0","0","500","NONE","StoneFlyingItem","SpeedTerritoryA","NONE","NONE","EnemyD","2800","1000","1095","1900"
"NONE","3500","Onigiri","0","2500","JumpBoard","0","JumpOverEnemyA","0","0","400","NONE","EnemyD","EnemyC","NONE","NONE","StoneFlyingItem","3000","900","1096","1800"
"NONE","3000","EnemyD","0","1900","SpeedTerritoryA","0","EnemyA","0","3400","400","NONE","EnemyC","AccelBoardA","NONE","EnemyA","AccelBoardA","2200","800","1097","1400"
"NONE","3000","TrapA","0","1900","AccelBoardA","0","TrapA","0","3300","500","NONE","EnemyC","EnemyC","NONE","TrapA","EnemyD","2400","900","1098","1500"
"NONE","3000","AccelBoardA","0","1900","TrapA","0","EnemyC","0","0","400","NONE","EnemyC","EnemyD","NONE","NONE","EnemyA","2500","800","1099","1400"
"NONE","3000","SpeedTerritoryA","0","1900","TrapA","0","EnemyA","0","3400","500","NONE","TrapA","AccelBoardA","NONE","EnemyC","EnemyH","2300","900","1100","1300"
"NONE","3300","EnemyC","0","2100","TrapA","0","EnemyA","0","0","600","NONE","TrapA","SpeedTerritoryA","NONE","NONE","EnemyC","2700","1000","1101","1600"
"NONE","2700","EnemyC","0","1900","EnemyA","3400","TrapA","0","3000","500","EnemyC","TrapA","AccelBoardA","NONE","EnemyA","EnemyD","2300","900","1102","1500"
"NONE","3300","SpeedTerritoryA","0","1900","EnemyD","0","EnemyC","0","3600","600","NONE","SpeedTerritoryA","TrapA","NONE","EnemyD","EnemyC","2800","1100","1103","1500"
"NONE","2600","EnemyA","0","1800","EnemyH","3300","TrapA","0","2900","600","EnemyD","EnemyA","TrapA","NONE","SpeedTerritoryA","AccelBoardA","2200","1000","1104","1400"
"NONE","2800","EnemyA","0","1900","JumpOverEnemyD","3500","JumpOverEnemyA","0","3100","500","EnemyA","JumpOverEnemyC","EnemyD","NONE","EnemyH","EnemyH","2400","1000","1105","1500"
"NONE","3100","EnemyH","0","2000","EnemyA","0","JumpOverEnemyC","0","3500","500","NONE","EnemyH","JumpOverEnemyB","NONE","EnemyD","JumpOverEnemyB","2500","900","1106","1500"
"NONE","3400","JumpOverEnemyA","0","2300","JumpOverEnemyC","0","EnemyA","0","0","600","NONE","JumpOverEnemyB","JumpOverEnemyC","NONE","NONE","EnemyA","2800","1200","1107","1800"
"NONE","3500","JumpOverEnemyC","0","2400","EnemyH","0","JumpOverEnemyB","0","0","500","NONE","EnemyC","JumpOverEnemyA","NONE","NONE","EnemyA","2900","1000","1108","1700"
"NONE","0","EnemyI","0","2000","StoneFlyingItem","0","SurfC","0","0","700","NONE","NONE","EnemyC","NONE","NONE","EnemyI","3000","1000","8001","1300"
"NONE","0","EnemyA","0","2000","EnemyA","0","SurfC","0","0","700","NONE","NONE","EnemyB","NONE","NONE","EnemyI","3000","1000","8002","1300"
"NONE","2500","TrapA","0","1900","EnemyA","3100","SurfB","0","2800","300","AccelBoardA","SpeedTerritoryA","JumpOverEnemyA","NONE","SpeedTerritoryB","JumpOverTrap","2200","1300","8003","1600"
"NONE","3200","SpeedTerritoryA_NoColl","0","1800","JumpBoard","0","SurfB","0","0","300","NONE","WholeCake","EnemyA_NoColl","NONE","NONE","WarpGateA","2200","1300","8004","1600"
"NONE","0","SpeedTerritoryA_NoColl","0","2400","Balloon","0","SurfB","0","0","300","NONE","NONE","EnemyA_NoColl","NONE","NONE","NONE","0","1300","8005","2000"
"SurfB","1500","TrapA","0","900","EnemyA","2100","NONE","3000","1800","0","AccelBoardA","SpeedTerritoryA","JumpOverEnemyA","NONE","SpeedTerritoryB","JumpOverTrap","1200","300","8006","600"
"NONE","2200","SpeedTerritoryA_NoColl","0","800","JumpBoard","0","NONE","0","3000","0","NONE","WholeCake","EnemyA_NoColl","NONE","SurfB","WarpGateA","1200","300","8007","600"
"NONE","0","SpeedTerritoryA_NoColl","0","1300","Balloon","0","NONE","0","0","0","NONE","NONE","EnemyA_NoColl","NONE","NONE","SurfB","3000","300","8008","1000"
"NONE","0","NONE","0","1300","NONE","0","NONE","0","0","0","NONE","NONE","NONE","NONE","NONE","NONE","3000","300","8009","1000"
"NONE","0","JumpBoard","0","3100","AccelBoardA","0","AccelBoardA","0","0","500","NONE","NONE","WarpGateA","NONE","NONE","NONE","0","1000","9990","2000"
"NONE","3000","JumpOverEnemyB","0","2000","TrapA","0","AccelBoardA","0","0","500","NONE","NONE","TrapA","NONE","NONE","EnemyB","2500","800","9991","1300"
"NONE","3300","EnemyB","0","2100","EnemyD","0","AccelBoardA","0","0","500","NONE","TrapA","JumpOverEnemyB","NONE","NONE","AccelBoardA","2800","1100","9992","1400"
"NONE","3300","AccelBoardA","0","2500","JumpOverEnemyA","0","AccelBoardA","0","3600","500","NONE","EnemyA","EnemyA","NONE","EnemyA","EnemyC","3000","1200","9993","2000"
"NONE","3000","AccelBoardA","0","2000","AccelBoardA","0","WholeCake","0","0","300","NONE","AccelBoardA","AccelBoardA","NONE","NONE","AccelBoardA","2500","1000","9994","1500"
"NONE","3000","SpeedTerritoryA","0","1700","EnemyB","0","JumpOverEnemyA","0","0","500","NONE","JumpOverEnemyA","JumpOverTrap","NONE","NONE","JumpOverTrap","2600","900","9995","1400"
"NONE","0","AccelBoardA","0","2700","WarpGateA","0","JumpOverEnemyB","0","0","400","NONE","NONE","AccelBoardA","NONE","NONE","NONE","0","700","9996","1900"
"NONE","0","StoneFlyingItem","0","2700","StoneFlyingItem","0","Onigiri","0","0","400","NONE","NONE","EnemyA","NONE","NONE","StoneFlyingItem","3600","700","9997","1900"
