1f178f2d6fe4be1615d583612ab7257a5f313bda44e7af27c43cede5105d6310,01b3c2142e5b1f1bc3761e6167e2d896bfc555296174d951674c7168b8ef3860,c00108d22a7e506b9fa693429faeb9177ef590e6c0763c93b113f29858917488,62f0335873899906fc9651c5707547fc362378382117ada3933a2d6537d3f82e,a71ef4ab34fbbeb991b87dbca63935f5b4b4f552b3dfc00df688714953a7cb9e,83ad1447164975f5b42d2e1946eae5744a273b23a1934ea226ac3b3252712cf4,c2a19c6a16043aeec5114332deb2cea0acb846a892cd92442c86768bd82433bc,668cc8a762fdc54467deeacc91f5e4d3b86b47f9809e8a2497d3f91a73d17b78,ca599b573a3b6d70c29a701d301234c24c90b2f433614e66690940b0c6687fb8,e2735cc3f370c1d3ca592d8e09d56d4e811edfca23e9ac7f40b8bd5ca059c604,ecb66d2fe11b68e6da7b2f551672167b5f56e374fee3f3fb96f00d9748f43597,d0fbbd0ea3ad2264e4a129aac29850b84a22176411708edee7a869dd828c6354,25ecd73a44a35963a0ab1b0441cdcf3be81af451f153798836b67879226b2eea,9f783691d3a4c7505abaac2ee7dee366572f97cd57de833f55c58c3405656914,eb8f7f2ac91cd64ac7fe1caf4f689ce37606c0c1cc31a9930db3a8012ed5ede5,ea7132c67f29718274a7610b4b4bde253b12198eda442e0436248a504503fe0d,5852db45264d5a660743fca09bb2a90ccdef87337d1e662429d3a8377518cb87,0ebdaf415273350c893ca76c56cf38fd0ee9772962d4185cec82851dc1d703bf,a556aeec912761bbd79fd7de3e5f60d1c201e02cc20dca0fc3372091cd49970d,f39ae623fb910601efcc55530f043ac824a0f5da25383f1ced6fb95bd2fd154e,f60cff304e74ac536bdf1b5c82c0cf32c8f26e40ec1a2c58e8bf6426eea7c738
"1","2","2","3000","0","0","31018","1009","8","0","0","91002","16","6","90006","0","6","3000","0","0","85"
"1","2","2","3500","0","0","31018","1009","8","0","0","91002","18","7","90006","0","7","3500","0","0","86"
"1","2","2","4000","0","0","31018","1009","8","0","0","91002","20","8","90006","0","8","4000","0","0","87"
"1","2","2","4500","0","0","31018","1009","8","0","0","91002","25","9","90006","0","9","4500","0","0","88"
"1","2","2","5000","0","0","31018","1009","8","0","0","91002","30","10","90006","0","-1","5000","0","0","89"
"1","2","2","500","0","0","31025","1010","8","0","0","91002","5","1","90006","0","1","500","0","0","90"
"1","2","2","1000","0","0","31025","1010","8","0","0","91002","8","2","90006","0","2","1000","0","0","91"
"1","2","2","1500","0","0","31025","1010","8","0","0","91002","10","3","90006","0","3","1500","0","0","92"
"1","2","2","2000","0","0","31025","1010","8","0","0","91002","12","4","90006","0","4","2000","0","0","93"
"1","2","2","2500","0","0","31025","1010","8","0","0","91002","14","5","90006","0","5","2500","0","0","94"
"1","2","2","3000","0","0","31025","1010","8","0","0","91002","16","6","90006","0","6","3000","0","0","95"
"1","2","2","3500","0","0","31025","1010","8","0","0","91002","18","7","90006","0","7","3500","0","0","96"
"1","2","2","4000","0","0","31025","1010","8","0","0","91002","20","8","90006","0","8","4000","0","0","97"
"1","2","2","4500","0","0","31025","1010","8","0","0","91002","25","9","90006","0","9","4500","0","0","98"
"1","2","2","5000","0","0","31025","1010","8","0","0","91002","30","10","90006","0","-1","5000","0","0","99"
"1","2","2","500","0","0","31043","1011","8","0","0","91002","5","1","90006","0","1","500","0","0","100"
"1","2","2","1000","0","0","31043","1011","8","0","0","91002","8","2","90006","0","2","1000","0","0","101"
"1","2","2","1500","0","0","31043","1011","8","0","0","91002","10","3","90006","0","3","1500","0","0","102"
"1","2","2","2000","0","0","31043","1011","8","0","0","91002","12","4","90006","0","4","2000","0","0","103"
"1","2","2","2500","0","0","31043","1011","8","0","0","91002","14","5","90006","0","5","2500","0","0","104"
"1","2","2","3000","0","0","31043","1011","8","0","0","91002","16","6","90006","0","6","3000","0","0","105"
"1","2","2","3500","0","0","31043","1011","8","0","0","91002","18","7","90006","0","7","3500","0","0","106"
"1","2","2","4000","0","0","31043","1011","8","0","0","91002","20","8","90006","0","8","4000","0","0","107"
"1","2","2","4500","0","0","31043","1011","8","0","0","91002","25","9","90006","0","9","4500","0","0","108"
"1","2","2","5000","0","0","31043","1011","8","0","0","91002","30","10","90006","0","-1","5000","0","0","109"
"1","2","2","500","0","0","31022","1012","8","0","0","91002","5","1","90006","0","1","500","0","0","110"
"1","2","2","1000","0","0","31022","1012","8","0","0","91002","8","2","90006","0","2","1000","0","0","111"
"1","2","2","1500","0","0","31022","1012","8","0","0","91002","10","3","90006","0","3","1500","0","0","112"
"1","2","2","2000","0","0","31022","1012","8","0","0","91002","12","4","90006","0","4","2000","0","0","113"
"1","2","2","2500","0","0","31022","1012","8","0","0","91002","14","5","90006","0","5","2500","0","0","114"
"1","2","2","3000","0","0","31022","1012","8","0","0","91002","16","6","90006","0","6","3000","0","0","115"
"1","2","2","3500","0","0","31022","1012","8","0","0","91002","18","7","90006","0","7","3500","0","0","116"
"1","2","2","4000","0","0","31022","1012","8","0","0","91002","20","8","90006","0","8","4000","0","0","117"
"1","2","2","4500","0","0","31022","1012","8","0","0","91002","25","9","90006","0","9","4500","0","0","118"
"1","2","2","5000","0","0","31022","1012","8","0","0","91002","30","10","90006","0","-1","5000","0","0","119"
"1","2","2","500","0","0","31042","1013","8","0","0","91002","5","1","90006","0","1","500","0","0","120"
"1","2","2","1000","0","0","31042","1013","8","0","0","91002","8","2","90006","0","2","1000","0","0","121"
"1","2","2","1500","0","0","31042","1013","8","0","0","91002","10","3","90006","0","3","1500","0","0","122"
"1","2","2","2000","0","0","31042","1013","8","0","0","91002","12","4","90006","0","4","2000","0","0","123"
"1","2","2","2500","0","0","31042","1013","8","0","0","91002","14","5","90006","0","5","2500","0","0","124"
"1","2","2","3000","0","0","31042","1013","8","0","0","91002","16","6","90006","0","6","3000","0","0","125"
"1","2","2","3500","0","0","31042","1013","8","0","0","91002","18","7","90006","0","7","3500","0","0","126"
"1","2","2","4000","0","0","31042","1013","8","0","0","91002","20","8","90006","0","8","4000","0","0","127"
"1","2","2","4500","0","0","31042","1013","8","0","0","91002","25","9","90006","0","9","4500","0","0","128"
"1","2","2","5000","0","0","31042","1013","8","0","0","91002","30","10","90006","0","-1","5000","0","0","129"
"1","2","2","500","0","0","31018","1014","8","0","0","91002","5","1","90006","0","1","500","0","0","130"
"1","2","2","1000","0","0","31018","1014","8","0","0","91002","8","2","90006","0","2","1000","0","0","131"
"1","2","2","1500","0","0","31018","1014","8","0","0","91002","10","3","90006","0","3","1500","0","0","132"
"1","2","2","2000","0","0","31018","1014","8","0","0","91002","12","4","90006","0","4","2000","0","0","133"
"1","2","2","2500","0","0","31018","1014","8","0","0","91002","14","5","90006","0","5","2500","0","0","134"
"1","2","2","3000","0","0","31018","1014","8","0","0","91002","16","6","90006","0","6","3000","0","0","135"
"1","2","2","3500","0","0","31018","1014","8","0","0","91002","18","7","90006","0","7","3500","0","0","136"
"1","2","2","4000","0","0","31018","1014","8","0","0","91002","20","8","90006","0","8","4000","0","0","137"
"1","2","2","4500","0","0","31018","1014","8","0","0","91002","25","9","90006","0","9","4500","0","0","138"
"1","2","2","5000","0","0","31018","1014","8","0","0","91002","30","10","90006","0","-1","5000","0","0","139"
"1","0","0","0","0","0","0","1016","12","0","0","94002","0","1","0","0","1","10000","0","0","150"
"1","2","2","20","0","0","22003","1016","12","0","0","94002","4","2","22002","0","2","250000","0","0","151"
"1","2","2","40","0","0","22003","1016","12","0","0","94002","8","3","22002","0","3","500000","0","0","152"
"1","2","2","60","0","0","22003","1016","12","0","0","94002","12","4","22002","0","4","750000","0","0","153"
"1","2","2","80","0","0","22003","1016","12","0","0","94002","16","5","22002","0","-1","1000000","0","0","154"
"1","0","0","0","0","0","0","1019","12","0","0","94002","0","1","0","0","1","10000","0","0","157"
"1","2","2","20","0","0","22003","1019","12","0","0","94002","4","2","22002","0","2","250000","0","0","158"
"1","2","2","40","0","0","22003","1019","12","0","0","94002","8","3","22002","0","3","500000","0","0","159"
"1","2","2","60","0","0","22003","1019","12","0","0","94002","12","4","22002","0","4","750000","0","0","160"
"1","2","2","80","0","0","22003","1019","12","0","0","94002","16","5","22002","0","-1","1000000","0","0","161"
"1","0","0","0","0","0","0","1020","12","0","0","94002","0","1","0","0","1","10000","0","0","162"
"1","2","2","20","0","0","22003","1020","12","0","0","94002","4","2","22002","0","2","250000","0","0","163"
"1","2","2","40","0","0","22003","1020","12","0","0","94002","8","3","22002","0","3","500000","0","0","164"
"1","2","2","60","0","0","22003","1020","12","0","0","94002","12","4","22002","0","4","750000","0","0","165"
"1","2","2","80","0","0","22003","1020","12","0","0","94002","16","5","22002","0","-1","1000000","0","0","166"
"1","0","0","0","0","0","0","1021","12","0","0","94002","0","1","0","0","1","10000","0","0","167"
"1","2","2","20","0","0","22003","1021","12","0","0","94002","4","2","22002","0","2","250000","0","0","168"
"1","2","2","40","0","0","22003","1021","12","0","0","94002","8","3","22002","0","3","500000","0","0","169"
"1","2","2","60","0","0","22003","1021","12","0","0","94002","12","4","22002","0","4","750000","0","0","170"
"1","2","2","80","0","0","22003","1021","12","0","0","94002","16","5","22002","0","-1","1000000","0","0","171"
"1","0","0","0","0","0","0","1022","12","0","0","94002","0","1","0","0","1","10000","0","0","172"
"1","2","2","20","0","0","22003","1022","12","0","0","94002","4","2","22002","0","2","250000","0","0","173"
"1","2","2","40","0","0","22003","1022","12","0","0","94002","8","3","22002","0","3","500000","0","0","174"
"1","2","2","60","0","0","22003","1022","12","0","0","94002","12","4","22002","0","4","750000","0","0","175"
"1","2","2","80","0","0","22003","1022","12","0","0","94002","16","5","22002","0","-1","1000000","0","0","176"
"1","0","0","0","0","0","0","1023","12","0","0","94002","0","1","0","0","1","10000","0","0","177"
"1","2","2","20","0","0","22003","1023","12","0","0","94002","4","2","22002","0","2","250000","0","0","178"
"1","2","2","40","0","0","22003","1023","12","0","0","94002","8","3","22002","0","3","500000","0","0","179"
"1","2","2","60","0","0","22003","1023","12","0","0","94002","12","4","22002","0","4","750000","0","0","180"
"1","2","2","80","0","0","22003","1023","12","0","0","94002","16","5","22002","0","-1","1000000","0","0","181"
"1","0","0","0","0","0","0","1024","12","0","0","94002","0","1","0","0","1","10000","0","0","182"
"1","2","2","20","0","0","22003","1024","12","0","0","94002","4","2","22002","0","2","250000","0","0","183"
"1","2","2","40","0","0","22003","1024","12","0","0","94002","8","3","22002","0","3","500000","0","0","184"
"1","2","2","60","0","0","22003","1024","12","0","0","94002","12","4","22002","0","4","750000","0","0","185"
"1","2","2","80","0","0","22003","1024","12","0","0","94002","16","5","22002","0","-1","1000000","0","0","186"
"1","0","0","0","0","0","0","1025","12","0","0","94002","0","1","0","0","1","10000","0","0","187"
"1","2","2","20","0","0","22003","1025","12","0","0","94002","4","2","22002","0","2","250000","0","0","188"
"1","2","2","40","0","0","22003","1025","12","0","0","94002","8","3","22002","0","3","500000","0","0","189"
"1","2","2","60","0","0","22003","1025","12","0","0","94002","12","4","22002","0","4","750000","0","0","190"
"1","2","2","80","0","0","22003","1025","12","0","0","94002","16","5","22002","0","-1","1000000","0","0","191"
"1","0","0","0","0","0","0","1026","12","0","0","94002","0","1","0","0","1","10000","0","0","192"
"1","2","2","20","0","0","22003","1026","12","0","0","94002","4","2","22002","0","2","250000","0","0","193"
"1","2","2","40","0","0","22003","1026","12","0","0","94002","8","3","22002","0","3","500000","0","0","194"
"1","2","2","60","0","0","22003","1026","12","0","0","94002","12","4","22002","0","4","750000","0","0","195"
"1","2","2","80","0","0","22003","1026","12","0","0","94002","16","5","22002","0","-1","1000000","0","0","196"
"1","0","0","0","0","0","0","1027","12","0","0","94002","0","1","0","0","1","10000","0","0","197"
"1","2","2","20","0","0","22003","1027","12","0","0","94002","4","2","22002","0","2","250000","0","0","198"
"1","2","2","40","0","0","22003","1027","12","0","0","94002","8","3","22002","0","3","500000","0","0","199"
"1","2","2","60","0","0","22003","1027","12","0","0","94002","12","4","22002","0","4","750000","0","0","200"
"1","2","2","80","0","0","22003","1027","12","0","0","94002","16","5","22002","0","-1","1000000","0","0","201"
"1","0","0","0","0","0","0","1028","12","0","0","94002","0","1","0","0","1","10000","0","0","202"
"1","2","2","20","0","0","22003","1028","12","0","0","94002","4","2","22002","0","2","250000","0","0","203"
"1","2","2","40","0","0","22003","1028","12","0","0","94002","8","3","22002","0","3","500000","0","0","204"
"1","2","2","60","0","0","22003","1028","12","0","0","94002","12","4","22002","0","4","750000","0","0","205"
"1","2","2","80","0","0","22003","1028","12","0","0","94002","16","5","22002","0","-1","1000000","0","0","206"
"1","0","0","0","0","0","0","1029","12","0","0","94002","0","1","0","0","1","10000","0","0","207"
"1","2","2","20","0","0","22003","1029","12","0","0","94002","4","2","22002","0","2","250000","0","0","208"
"1","2","2","40","0","0","22003","1029","12","0","0","94002","8","3","22002","0","3","500000","0","0","209"
"1","2","2","60","0","0","22003","1029","12","0","0","94002","12","4","22002","0","4","750000","0","0","210"
"1","2","2","80","0","0","22003","1029","12","0","0","94002","16","5","22002","0","-1","1000000","0","0","211"
"1","0","0","0","0","0","0","1030","12","0","0","94002","0","1","0","0","1","10000","0","0","212"
"1","2","2","20","0","0","22003","1030","12","0","0","94002","4","2","22002","0","2","250000","0","0","213"
"1","2","2","40","0","0","22003","1030","12","0","0","94002","8","3","22002","0","3","500000","0","0","214"
"1","2","2","60","0","0","22003","1030","12","0","0","94002","12","4","22002","0","4","750000","0","0","215"
"1","2","2","80","0","0","22003","1030","12","0","0","94002","16","5","22002","0","-1","1000000","0","0","216"
"1","0","0","0","0","0","0","1031","12","0","0","94002","0","1","0","0","1","10000","0","0","217"
"1","2","2","20","0","0","22003","1031","12","0","0","94002","4","2","22002","0","2","250000","0","0","218"
"1","2","2","40","0","0","22003","1031","12","0","0","94002","8","3","22002","0","3","500000","0","0","219"
"1","2","2","60","0","0","22003","1031","12","0","0","94002","12","4","22002","0","4","750000","0","0","220"
"1","2","2","80","0","0","22003","1031","12","0","0","94002","16","5","22002","0","-1","1000000","0","0","221"
"1","0","0","0","0","0","0","1032","12","0","0","94002","0","1","0","0","1","10000","0","0","222"
"1","2","2","20","0","0","22003","1032","12","0","0","94002","4","2","22002","0","2","250000","0","0","223"
"1","2","2","40","0","0","22003","1032","12","0","0","94002","8","3","22002","0","3","500000","0","0","224"
"1","2","2","60","0","0","22003","1032","12","0","0","94002","12","4","22002","0","4","750000","0","0","225"
"1","2","2","80","0","0","22003","1032","12","0","0","94002","16","5","22002","0","-1","1000000","0","0","226"
"1","0","0","0","0","0","0","1033","12","0","0","94002","0","1","0","0","1","10000","0","0","227"
"1","2","2","20","0","0","22003","1033","12","0","0","94002","4","2","22002","0","2","250000","0","0","228"
"1","2","2","40","0","0","22003","1033","12","0","0","94002","8","3","22002","0","3","500000","0","0","229"
"1","2","2","60","0","0","22003","1033","12","0","0","94002","12","4","22002","0","4","750000","0","0","230"
"1","2","2","80","0","0","22003","1033","12","0","0","94002","16","5","22002","0","-1","1000000","0","0","231"
"1","0","0","0","0","0","0","1034","12","0","0","94002","0","1","0","0","1","10000","0","0","232"
"1","2","2","20","0","0","22003","1034","12","0","0","94002","4","2","22002","0","2","250000","0","0","233"
"1","2","2","40","0","0","22003","1034","12","0","0","94002","8","3","22002","0","3","500000","0","0","234"
"1","2","2","60","0","0","22003","1034","12","0","0","94002","12","4","22002","0","4","750000","0","0","235"
"1","2","2","80","0","0","22003","1034","12","0","0","94002","16","5","22002","0","-1","1000000","0","0","236"
"1","0","0","0","0","0","0","1035","12","0","0","94002","0","1","0","0","1","10000","0","0","237"
"1","2","2","20","0","0","22003","1035","12","0","0","94002","4","2","22002","0","2","250000","0","0","238"
"1","2","2","40","0","0","22003","1035","12","0","0","94002","8","3","22002","0","3","500000","0","0","239"
"1","2","2","60","0","0","22003","1035","12","0","0","94002","12","4","22002","0","4","750000","0","0","240"
"1","2","2","80","0","0","22003","1035","12","0","0","94002","16","5","22002","0","-1","1000000","0","0","241"
"1","0","0","0","0","0","0","1036","12","0","0","94002","0","1","0","0","1","10000","0","0","242"
"1","2","2","20","0","0","22003","1036","12","0","0","94002","4","2","22002","0","2","250000","0","0","243"
"1","2","2","40","0","0","22003","1036","12","0","0","94002","8","3","22002","0","3","500000","0","0","244"
"1","2","2","60","0","0","22003","1036","12","0","0","94002","12","4","22002","0","4","750000","0","0","245"
"1","2","2","80","0","0","22003","1036","12","0","0","94002","16","5","22002","0","-1","1000000","0","0","246"
"1","0","0","0","0","0","0","1037","12","0","0","94002","0","1","0","0","1","10000","0","0","247"
"1","2","2","20","0","0","22003","1037","12","0","0","94002","4","2","22002","0","2","250000","0","0","248"
"1","2","2","40","0","0","22003","1037","12","0","0","94002","8","3","22002","0","3","500000","0","0","249"
"1","2","2","60","0","0","22003","1037","12","0","0","94002","12","4","22002","0","4","750000","0","0","250"
"1","2","2","80","0","0","22003","1037","12","0","0","94002","16","5","22002","0","-1","1000000","0","0","251"
"1","0","0","0","0","0","0","1038","12","0","0","94002","0","1","0","0","1","10000","0","0","252"
"1","2","2","20","0","0","22003","1038","12","0","0","94002","4","2","22002","0","2","250000","0","0","253"
"1","2","2","40","0","0","22003","1038","12","0","0","94002","8","3","22002","0","3","500000","0","0","254"
"1","2","2","60","0","0","22003","1038","12","0","0","94002","12","4","22002","0","4","750000","0","0","255"
"1","2","2","80","0","0","22003","1038","12","0","0","94002","16","5","22002","0","-1","1000000","0","0","256"
"1","0","0","0","0","0","0","1039","12","0","0","94002","0","1","0","0","1","10000","0","0","257"
"1","2","2","20","0","0","22003","1039","12","0","0","94002","4","2","22002","0","2","250000","0","0","258"
"1","2","2","40","0","0","22003","1039","12","0","0","94002","8","3","22002","0","3","500000","0","0","259"
