927bbf42fe2071d9ce23485a94b7056cb5ef44dd6c291dacfd1baba7d6229b25,886923d8a470ab25fde85759f0c077282f113eee7b29a10bf16c509ecb41f531,e65e26a84ef82b9e695c854d75e58684a1ec350630937f6c7043a9fe00327353,590875c6de891c5094ffbecc4c06d083d6232c8695ae7151b7117ccdb641ea14,ca9faad531302c8cb0fc796f8951971f4923b1fe1318fa820ad88997c7cbcc7e,3f1cf7366aec0600c60e33253bac3abbe6b45e010cb27f2fbbaadcdfe96384ed,95869e31460c29d53ca2a68286f3431dd630b5de248bb07100f442ecbe553773
"01:21","還要！兩人的派～對～夜～","bgm_M161","bgm_M161","角色歌曲\n\n時間 / 01:21\n演唱　 / 忍（大坪由佳）\n　　　宮子（雨宮天）\n作詞 / 亀井博之（Cygames）\n作曲 / TAKT\n編曲 / TAKT","00:46","16"
"01:31","閃耀的冰晶","bgm_M140_juke","bgm_M140","主線冒險\n\n時間 / 01:31\n作曲 / 東大路憲太\n編曲 / 東大路憲太","00:00","17"
"02:01","Shining Future","bgm_M150","bgm_M150","角色歌曲\n\n時間 / 02:01\n演唱　 / 望（日笠陽子）\n　　　千歌（福原綾香）\n　　　紡希（木戸衣吹）\n作詞 / 莊野ジュリ\n作曲 / 武田城以\n編曲 / TAKT","01:00","18"
"01:31","向風起誓","bgm_M143","bgm_M143","角色歌曲\n\n時間 / 01:31\n演唱　 / 千歌（福原綾香）\n作詞 / 野村イクミ\n作曲 / 內海孝彰\n編曲 / 內海孝彰","00:37","19"
"01:47","因為想看到你的笑容","bgm_M144","bgm_M144","角色歌曲\n\n時間 / 01:47\n演唱　 / 望（日笠陽子）\n作詞 / Manami\n作曲 / 內海孝彰\n編曲 / 岡野裕次郎","00:54","20"
"01:34","無法坦率的心！","bgm_M148","bgm_M148","角色歌曲\n\n時間 / 01:34\n演唱　 / 紡希（木戸衣吹）\n作詞 / 磯谷佳江\n作曲 / 磯谷佳江\n編曲 / 內海孝彰","00:48","21"
"01:46","向詭譎氣氛挺身而出的鬥志","bgm_M42_juke","bgm_M42","主線冒險\n\n時間 / 01:46\n作曲 / 本田晃弘（Cygames）\n編曲 / 岡出莉菜","00:00","22"
"01:07","野豬雙胞胎","bgm_M104_juke","bgm_M104","戰隊競賽\n\n時間 / 01:07\n作曲 / 西木康智\n編曲 / 西木康智","00:00","23"
"00:54","吸血鬼獵人with伊莉亞","bgm_M106_juke","bgm_M106","故事劇情主題曲\n-「Peaceful*沖繩雜炒」編曲-\n\n時間 / 00:54\n作曲 / 小野貴光\n編曲 / 東大路憲太","00:00","24"
"03:18","加爾格","bgm_M109_juke","bgm_M109","故事劇情頭目戰\n\n時間 / 03:18\n作曲 / 東大路憲太\n編曲 / 東大路憲太","00:00","25"
"01:30","Peaceful*沖繩雜炒","bgm_M151","bgm_M151","角色歌曲\n\n時間 / 01:30\n演唱　 / 真步（内田真礼）\n　　　香織（高森奈津美）\n作詞 / 磯谷佳江\n作曲 / 小野貴光\n編曲 / 玉木千尋","00:44","26"
"01:12","天蠍毒者","bgm_M166_juke","bgm_M166","戰隊競賽\n\n時間 / 01:12\n作曲 / 東大路憲太\n編曲 / 東大路憲太","00:00","27"
"01:30","暮光破壞者","bgm_M162_juke","bgm_M162","故事劇情主題曲\n-「最強對吧，對吧？」編曲-\n\n時間 / 01:30\n作曲 / Heart's Cry\n編曲 / 多田彰文","00:00","28"
"02:02","奧拉姆","bgm_M165_juke","bgm_M165","故事劇情頭目戰\n\n時間 / 02:02\n作曲 / 東大路憲太\n編曲 / 東大路憲太","00:00","29"
"01:22","最強對吧，對吧？","bgm_M176","bgm_M176","角色歌曲\n\n時間 / 01:22\n演唱　 / 杏奈（髙野麻美）\n　　　七七香（佳村はるか）\n作詞 / Heart's Cry\n作曲 / Heart's Cry\n編曲 / Heart's Cry","00:42","30"
"02:05","冰海之地","bgm_M141_juke","bgm_M141","主線冒險\n\n時間 / 02:05\n作曲 / 東大路憲太\n編曲 / 東大路憲太","00:00","31"
"01:08","冰天雪地","bgm_M58_juke","bgm_M58","主線冒險\n\n時間 / 01:08\n作曲 / 西村真吾\n編曲 / 西村真吾","00:00","32"
"01:05","涼爽的風","bgm_M101_juke","bgm_M101","主線冒險\n\n時間 / 01:05\n作曲 / 加藤慶\n編曲 / 加藤慶","00:00","33"
"01:02","加爾基諾司","bgm_M115_juke","bgm_M115","戰隊競賽\n\n時間 / 01:02\n作曲 / 白井友規（Cygames）\n編曲 / 白井友規（Cygames）","00:00","34"
"01:05","危險的假期海岸邊的美食家公主","bgm_M112_juke","bgm_M112","故事劇情主題曲\n-「充滿笑容的家」編曲-\n\n時間 / 01:05\n作曲 / Lucas\n編曲 / 西村真吾","00:00","35"
"02:10","天塔帕斯","bgm_M116_juke","bgm_M116","故事劇情頭目戰\n\n時間 / 02:10\n作曲 / 東大路憲太\n編曲 / 東大路憲太","00:00","36"
"01:40","充滿笑容的家","bgm_M147","bgm_M147","角色歌曲\n\n時間 / 01:40\n演唱　 / 咲戀（堀江由衣）\n　　　鈴莓（悠木碧）\n作詞 / Mitsu\n作曲 / Lucas\n編曲 / Lucas","01:00","37"
"00:45","人馬座","bgm_M175_juke","bgm_M175","戰隊競賽\n\n時間 / 00:45\n作曲 / 庄司真吾（Cygames）\n編曲 / 庄司真吾（Cygames）","00:00","38"
"00:55","忘却的頌歌","bgm_M171_juke","bgm_M171","故事劇情主題曲\n-「Ding Dong Holy Night♪」編曲-\n\n時間 / 00:55\n作曲 / 馬淵直純\n編曲 / 中村早織（Cygames）","00:00","39"
"02:57","霧奇","bgm_M172_juke","bgm_M172","故事劇情頭目戰\n\n時間 / 02:57\n作曲 / 東大路憲太\n編曲 / 東大路憲太","00:00","40"
"01:28","Ding Dong Holy Night♪","bgm_M187","bgm_M187","角色歌曲\n\n時間 / 01:28\n演唱　 / 綾音（芹澤優）\n　　　胡桃（植田佳奈）\n作詞 / 磯谷佳江\n作曲 / 馬淵直純\n編曲 / 馬淵直純","00:42","41"
"00:57","險峻枯原","bgm_M93_juke","bgm_M93","主線冒險\n\n時間 / 00:57\n作曲 / 多田彰文\n編曲 / 多田彰文","00:00","42"
"01:06","奧爾獅","bgm_M119_juke","bgm_M119","戰隊競賽\n\n時間 / 01:06\n作曲 / 庄司真吾（Cygames）\n編曲 / 西村真吾","00:00","43"
"01:10","珠希和美冬的無人島0盧幣生活","bgm_M121_juke","bgm_M121","故事劇情主題曲\n-「閃亮亮☆Happiness！」編曲-\n\n時間 / 01:10\n作曲 / 齊藤裕也\n編曲 / 西村真吾","00:00","44"
"02:35","島鯨","bgm_M124_juke","bgm_M124","故事劇情頭目戰\n\n時間 / 02:35\n作曲 / 東大路憲太\n編曲 / 東大路憲太","00:00","45"
"01:20","閃亮亮☆Happiness！","bgm_M146","bgm_M146","角色歌曲\n\n時間 / 01:20\n演唱　 / 珠希（沼倉愛美）\n　　　美冬（田所あずさ）\n　　　秋乃（松嵜麗）\n　　　優花梨（今井麻美）\n作詞 / joru\n作曲 / 齊藤裕也\n編曲 / 齊藤裕也","00:42","46"
"01:20","新的出航","bgm_M179_juke","bgm_M179","主線冒險\n\n時間 / 01:20\n作曲 / 東大路憲太\n編曲 / 東大路憲太","00:00","47"
"00:58","阿爾珈提","bgm_M181_juke","bgm_M181","戰隊競賽\n\n時間 / 00:58\n作曲 / 加藤慶\n編曲 / 加藤慶","00:00","48"
"00:58","新春破曉之星大危機！","bgm_M182_juke","bgm_M182","故事劇情主題曲\n-「TwinkleStars」編曲-\n\n時間 / 00:58\n作曲 / 石濱翔（MONACA）\n編曲 / 東大路憲太","00:00","49"
"02:32","邪餅神鏡餅","bgm_M183_juke","bgm_M183","故事劇情頭目戰\n\n時間 / 02:32\n作曲 / 東大路憲太\n編曲 / 東大路憲太","00:00","50"
"01:24","TwinkleStars","bgm_M202","bgm_M202","角色歌曲\n\n時間 / 01:24\n演唱　 / 優衣（種田梨沙）\n　　　日和（東山奈央）\n　　　怜（早見沙織）\n作詞 / 野村イクミ（Cygames）\n作曲 / 石濱翔（MONACA）\n編曲 / 石濱翔（MONACA）","00:45","51"
"01:26","酷熱沙漠","bgm_M94_juke","bgm_M94","主線冒險\n\n時間 / 01:26\n作曲 / 東大路憲太\n編曲 / 東大路憲太","00:00","52"
"01:25","美杜莎","bgm_M132_juke","bgm_M132","戰隊競賽\n\n時間 / 01:25\n作曲 / 東大路憲太\n編曲 / 東大路憲太","00:00","53"
"01:29","黑鐵的亡靈（Nightmare）","bgm_M128_juke","bgm_M128","故事劇情主題曲\n-｢Aloofness Code｣編曲-\n\n時間 / 01:29\n作曲 / 小野貴光\n編曲 / 多田彰文","00:00","54"
"02:28","亡靈鎧甲","bgm_M131_juke","bgm_M131","故事劇情頭目戰\n\n時間 / 02:28\n作曲 / 東大路憲太\n編曲 / 東大路憲太","00:00","55"
"01:20","Aloofness Code","bgm_M154","bgm_M154","角色歌曲\n\n時間 / 01:20\n歌　 / 純（川澄綾子）\n　　　克莉絲提娜（たかはし智秋）\n　　　智（茅原実里）\n　　　茉莉（下田麻美）\n作詞 / a*mu\n作曲 / 小野貴光\n編曲 / 玉木千尋","00:46","56"
"01:13","Absolute Secret","bgm_M214","bgm_M214","角色歌曲\n\n時間 / 01:13\n歌　 / 凱留（立花理香）\n作詞 / corochi（Cygames）\n作曲 / 馬淵直純\n編曲 / 馬淵直純","00:44","57"
"01:00","水之里歐斯","bgm_M186_juke","bgm_M186","戰隊競賽\n\n時間 / 01:00\n作曲 / 加藤慶\n編曲 / 加藤慶","00:00","58"
"01:02","情人節之戰！正中紅心的甜蜜戰鬥","bgm_M189_juke","bgm_M189","故事劇情主題曲\n-｢SUPER CHOCOLATE｣アレンジ-\n\n時間 / 01:02\n作曲 / 山崎真吾\n編曲 / 藤原宏惠","00:00","59"
"02:24","醜陋可愛","bgm_M192_juke","bgm_M192","故事劇情頭目戰\n\n時間 / 02:24\n作曲 / 東大路憲太\n編曲 / 東大路憲太","00:00","60"
"01:15","SUPER CHOCOLATE","bgm_M200","bgm_M200","角色歌曲\n\n時間 / 01:15\n歌　 / 靜流（生天目仁美）\n　　　璃乃（阿澄佳奈）\n作詞 / 坂井龍二\n作曲 / 山崎真吾\n編曲 / 山崎真吾","00:40","61"
"01:07","砂海綠洲","bgm_M118_juke","bgm_M118","主線冒險\n\n時間 / 01:07\n作曲 / 石塚玲衣\n編曲 / 石塚玲衣","00:00","62"
"01:20","不可思議的森林","bgm_M180_juke","bgm_M180","主線冒險\n\n時間 / 01:20\n作曲 / 東大路憲太\n編曲 / 東大路憲太","00:00","63"
"01:00","托爾披頓","bgm_M205_juke","bgm_M205","戰隊競賽\n\n時間 / 01:00\n作曲 / 中村早織（Cygames）\n編曲 / 中村早織（Cygames）","00:00","64"
"00:39","王都的名偵探　嘆息的追緝者","bgm_M206_juke","bgm_M206","故事劇情主題曲\n-｢未解明的心意｣編曲-\n\n時間 / 00:39\n作曲 / 出口遼\n編曲 / 庄司真吾（Cygames）","00:00","65"
"02:09","哀嘆之女神","bgm_M209_juke","bgm_M209","故事劇情頭目戰\n\n時間 / 02:09\n作曲 / 千葉梓（Cygames）\n編曲 / 千葉梓（Cygames）","00:00","66"
"01:22","未解明的心意","bgm_M222","bgm_M222","角色歌曲\n\n時間 / 01:22\n歌　 / 真琴（小松未可子）\n　　　霞（水瀨いのり）\n作詞 / 出口遼\n作曲 / 出口遼\n編曲 / 飯田涼太","00:38","67"
"01:27","機械莉瑪來襲！王都毀滅前的倒數","bgm_M219_juke","bgm_M219","愚人節活動\n\n時間 / 01:27\n作曲 / 東大路憲太\n編曲 / 東大路憲太","00:00","68"
"01:38","機械莉瑪","bgm_M220_juke","bgm_M220","愚人節活動\n\n時間 / 01:38\n作曲 / 東大路憲太\n編曲 / 東大路憲太","00:00","69"
"01:12","機械莉瑪~終焉~","bgm_M221_juke","bgm_M221","愚人節活動\n\n時間 / 01:12\n作曲 / 東大路憲太\n編曲 / 東大路憲太","00:00","70"
"00:55","在阿斯特朗盛開的雙輪之花","bgm_M215_juke","bgm_M215","故事劇情主題曲\n-｢Crossing Destiny｣編曲-\n\n時間 / 00:55\n作曲 / 宮崎誠\n編曲 / 中村早織（Cygames）","00:00","71"
"01:45","元核‧巨靈","bgm_M218_juke","bgm_M218","故事劇情頭目戰\n\n時間 / 01:45\n作曲 / 中村博\n編曲 / 中村博","00:00","72"
"01:30","Crossing Destiny","bgm_M235","bgm_M235","角色歌曲\n\n時間 / 01:30\n歌　 / 安（日笠陽子）\n　　　古蕾婭（福原綾香）\n作詞 / 宮崎誠\n作曲 / 宮崎誠\n編曲 / 宮崎誠","00:54","73"
"00:55","潛入岩峰","bgm_M232_juke","bgm_M232","主線冒險\n\n\n\n時間 / 00:55\n作曲 / 西村真吾\n編曲 / 西村真吾","00:00","74"
"00:59","將軍道中記　白翼的武士","bgm_M223_juke","bgm_M223","故事劇情主題曲\n-「白翼的榮耀」編曲-\n\n\n\n時間 / 00:59\n作曲 / 渡部チェル\n編曲 / 中村博","00:00","75"
"01:58","惡代官","bgm_M226_juke","bgm_M226","故事劇情頭目戰\n\n時間 / 01:58\n作曲 / 東大路憲太\n編曲 / 東大路憲太","00:00","76"
"01:13","白翼的榮耀","bgm_M236","bgm_M236","角色歌曲\n\n時間 / 01:13\n歌　 / 莫妮卡（辻あゆみ）\n　　　雪（大空直美）\n　　　妮諾（佐藤聡美）\n　　　空花（長妻樹里）\n　　　步未（大関英里）\n作詞 / 磯谷佳江\n作曲 / 渡部チェル\n編曲 / 渡部チェル","00:42","77"
"1:20","火山山麓","bgm_M95_juke","bgm_M95","主線冒險\n\n時間 / 01:20\n作曲 / 伊藤翼\n編曲 / 伊藤翼","00:00","78"
"1:02","險惡荒地","bgm_M96_juke","bgm_M96","主線冒險\n\n時間 / 01:02\n作曲 / 伊藤翼\n編曲 / 伊藤翼","00:00","79"
"2:33","怠惰的狂人","bgm_M231_juke","bgm_M231","故事劇情頭目戰\n\n時間 / 02:33\n作曲 / 松尾早人\n編曲 / 松尾早人","00:00","80"
"1:08","鼓聲響動的森林","bgm_M233_juke","bgm_M233","主線冒險\n\n時間 / 01:08\n作曲 / 東大路憲太\n編曲 / 東大路憲太","00:00","81"
"0:52","鈴奈的彩虹舞臺！","bgm_M237_juke","bgm_M237","故事劇情主題曲\n-｢踮腳尖的First Kiss｣編曲-\n\n時間 / 00:52\n作曲 / 設樂哲也\n\n編曲 / 庄司真吾（Cygames）","00:00","82"
"2:47","雨神大人","bgm_M240_juke","bgm_M240","故事劇情頭目戰\n\n時間 / 02:47\n作曲 / 澤下葵\n編曲 / 東大路憲太","00:00","83"
"1:19","踮腳尖的First Kiss","bgm_M252","bgm_M252","角色歌曲\n\n時間 / 01:19\n演唱　 / 伊緒（伊藤静）\n　　　鈴奈（上坂すみれ）\n　　　美咲（久野美咲）\n作詞 / 野村イクミ&瀧沢和也（Cygames）\n作曲 / 設樂哲也\n\n編曲 / 設樂哲也\n","00:45","84"
"00:31","哥哥爭奪戰！　幫忙靜流","bgm_M199_juke","bgm_M199","小遊戲\n-｢SUPER CHOCOLATE｣編曲-\n\n時間 / 00:31\n作曲 / 山崎真吾\n編曲 / 中村早織（Cygames）","00:00","85"
"00:34","哥哥爭奪戰！　幫忙惠理子","bgm_M198_juke","bgm_M198","小遊戲\n-｢SUPER CHOCOLATE｣編曲-\n\n時間 / 00:34\n作曲 / 山崎真吾\n編曲 / 庄司真吾（Cygames）","00:00","86"
"00:57","盛夏的真步真步王國　浪花拍岸的靈魂之夏！","bgm_M245_juke","bgm_M245","故事劇情主題曲\n-｢We Are Golden｣編曲-\n\n時間 / 00:57\n作曲 / TAKU INOUE\n編曲 / 伊禮完（Cygames）","00:00","87"
"02:03","奄美魔物","bgm_M248_juke","bgm_M248","故事劇情頭目戰\n\n時間 / 02:03\n作曲 / 東大路憲太\n編曲 / 東大路憲太","00:00","88"
"01:18","We Are Golden","bgm_M263","bgm_M263","角色歌曲\n\n時間 / 01:18\n演唱　 / 真步（内田真礼）\n　　　真琴（小松未可子）\n　　　香織（高森奈津美）\n作詞 / MCTC\n作曲 / TAKU INOUE\n編曲 / TAKU INOUE","00:44","89"
"0:30","空花大迴轉","bgm_M227_juke","bgm_M227","小遊戲\n-｢白翼的榮耀｣編曲-\n\n時間 / 00:30\n作曲 / 渡部チェル\n編曲 / 中村早織（Cygames）","0:00","90"
"0:57","森林的膽小鬼與神聖學院的問題兒童","bgm_M254_juke","bgm_M254","故事劇情主題曲\n-｢好朋友新感覺｣編曲-\n\n時間 / 00:57\n作曲 / 大久保薰\n編曲 / 中村早織（Cygames）","0:00","91"
"2:45","劇毒曼德拉草","bgm_M257_juke","bgm_M257","故事劇情頭目戰\n\n時間 / 02:45\n作曲 / 澤下葵\n編曲 / 東大路憲太","0:00","92"
"01:20","好朋友新感覺","bgm_M272","bgm_M272","角色歌曲\n\n時間 / 01:20\n歌　 / 琪愛兒（佐倉綾音）\n　　　克蘿依（種﨑敦美）\n　　　優妮（小原好美）\n作詞 / 磯谷佳江\n作曲 / 大久保薰\n編曲 / 大久保薰","00:47","93"
"1:00","跨越危險之根","bgm_M260_juke","bgm_M260","主線冒險\n\n時間 / 01:00\n作曲 / 伊禮完（Cygames）\n編曲 / 伊禮完（Cygames）","0:00","94"
"0:34","香織的靈魂式空手道場","bgm_M249_juke","bgm_M249","小遊戲\n-｢We Are Golden｣編曲-\n\n時間 / 00:34\n作曲 / TAKU INOUE\n編曲 / 中村早織（Cygames）","0:00","95"
"0:52","小小勇敢的萬聖節之夜！","bgm_M265_juke","bgm_M265","故事劇情主題曲\n-｢惡作劇狂熱｣編曲-\n\n時間 / 00:52\n作曲 / 宮崎誠\n編曲 / 中村早織（Cygames）","0:00","96"
"2:50","幻影男爵","bgm_M268_juke","bgm_M268","故事劇情頭目戰\n\n時間 / 02:50\n作曲 / 千葉梓（Cygames）\n編曲 / 千葉梓（Cygames）","0:00","97"
"1:24","惡作劇狂熱","bgm_M280","bgm_M280","角色歌曲\n\n時間 / 01:24\n演唱　 / 鏡華（小倉唯）\n　　　禊（諸星すみれ）\n　　　美美（日高里菜）\n作詞 / 宮崎誠\n作曲 / 宮崎誠\n編曲 / 宮崎誠","0:46","98"
"1:14","泥濘森林的前方","bgm_M278_juke","bgm_M278","主線冒險\n\n時間 / 01:14\n作曲 / 東大路憲太\n編曲 / 東大路憲太","0:00","99"
"0:48","大激戰！龍人們的接龍競賽","bgm_M277_juke","bgm_M277","小遊戲\n-｢in flames｣編曲-\n\n時間 / 00:48\n作曲 / R・O・N\n編曲 / 東大路憲太","0:00","100"
"1:07","龍的探索者們","bgm_M273_juke","bgm_M273","故事劇情主題曲\n-｢in flames｣編曲-\n\n時間 / 01:07\n作曲 / R・O・N\n編曲 / 東大路憲太","0:00","101"
"2:29","似龍生物","bgm_M276_juke","bgm_M276","故事劇情頭目戰\n\n時間 / 02:29\n作曲 / 澤下葵\n編曲 / 東大路憲太","0:00","102"
"1:28","in flames","bgm_M291","bgm_M291","角色歌曲\n\n時間 / 01:28\n歌　 / 祈梨（藤田茜）\n　　　嘉夜（小市眞琴）\n　　　帆稀（大西沙織）\n作詞 / eNu\n作曲 / R・O・N\n編曲 / R・O・N","0:56","103"
"1:13","獲得全新力量的試煉","bgm_M259_juke","bgm_M259","解放冒險\n\n時間 / 01:13\n作曲 / 長門千晴(Cygames)\n編曲 / 長門千晴(Cygames)","0:00","104"
"0:58","禮物大恐慌！　蘭德索爾的聖誕老人們","bgm_M281_juke","bgm_M281","故事劇情主題曲\n-｢Call Me Darling！｣編曲\n\n時間 / 00:58\n作曲 / 池田健仁(Cygames)\n編曲 / 中村早織(Cygames)","0:00","105"
"1:48","復仇者馴鹿","bgm_M284_juke","bgm_M284","故事劇情頭目戰\n\n時間 / 01:48\n作曲 / 伊禮完(Cygames)\n編曲 / 伊禮完(Cygames)","0:00","106"
"1:30","Call Me Darling！","bgm_M285","bgm_M285","角色歌曲\n\n時間 / 01:30\n歌　 / 望（日笠陽子）\n　　　千歌（福原綾香）\n　　　紡希（木戸衣吹）\n作詞 / 野村イクミ(Cygames)\n作曲 / 池田健仁(Cygames)\n編曲 / 池田健仁(Cygames)","0:54","107"
"1:45","王都終末決戰","bgm_M300_juke","bgm_M300","王都終末決戰\n\n時間 / 01:45\n作曲 / 千葉梓（Cygames）\n編曲 / 千葉梓（Cygames）","0:00","108"
"2:15","與侍奉皇帝之徒的戰鬥","bgm_M301_juke","bgm_M301","王都終末決戰Boss戰\n\n時間 / 02:15\n作曲 / 千葉梓（Cygames）\n編曲 / 千葉梓（Cygames）","0:00","109"
"2:45","與神的決戰","bgm_M299_juke","bgm_M299","王都終末決戰Boss戰\n-｢Lost Princess｣「真正的皇帝」編曲-\n\n時間 / 02:45\n作曲 / 田中公平、西木康智\n編曲 / 東大路憲太","0:00","110"
"1:08","狂奔！　蘭德索爾的公會競速賽","bgm_M294_juke","bgm_M294","故事劇情主題曲\n-｢SAI＊KOU起跑衝刺｣編曲-\n\n時間 / 01:08\n作曲 / 奧井康介\n編曲 / 伊禮完（Cygames）","0:00","111"
"2:00","山神大人","bgm_M297_juke","bgm_M297","故事劇情Boss戰\n\n時間 / 02:00\n作曲 / 長門千晴（Cygames）\n編曲 / 長門千晴（Cygames）","0:00","112"
"1:25","SAI＊KOU起跑衝刺","bgm_M327","bgm_M327","角色歌曲\n\n時間 / 01:25\n演唱　 / 貪吃佩可（M‧A‧O）\n　　　凱留（立花理香）\n　　　可可蘿（伊藤美来）\n　　　鈴莓（悠木碧）\n作詞 / KOCHO\n作曲 / 奧井康介\n編曲 / 奧井康介","1:00","113"
"1:25","遙望著大海","bgm_M293_juke","bgm_M293","主線冒險\n\n時間 / 01:25\n作曲 / 長門千晴(Cygames)\n編曲 / 長門千晴(Cygames)","0:00","114"
"1:06","魔法少女　兩人是Misty&Purely","bgm_M316_juke","bgm_M316","故事劇情主題曲\n-｢枝葉流光下的蒙太奇｣編曲-\n\n時間 / 01:06\n作曲 / 渡部チェル\n編曲 / 加藤慶久(Cygames)","0:00","115"
"1:28","反逆獸","bgm_M319_juke","bgm_M319","故事劇情Boss戰\n\n時間 / 01:28\n作曲 / 中村博\n編曲 / 中村博","0:00","116"
"1:32","枝葉流光下的蒙太奇","bgm_M340","bgm_M340","角色歌曲\n\n時間 / 01:32\n演唱　 / 霞（水瀨いのり）\n　　　栞（小清水亜美）\n作詞 / 磯谷佳江\n作曲 / 渡部チェル\n編曲 / 渡部チェル","0:50","117"
"0:51","目標成為偶像！","bgm_M330_juke","bgm_M330","故事劇情主題曲\n\n時間 / 00:51\n作曲 / 中村早織(Cygames)\n編曲 / 中村早織(Cygames)","0:00","118"
"1:34","回憶的足跡","bgm_M333_juke","bgm_M333","回憶地圖\n\n時間 / 01:34\n作曲 / 東大路憲太\n編曲 / 東大路憲太","0:00","119"
"2:24","公主騎士","bgm_M57_juke","bgm_M57","主線劇情\n\n時間 / 02:24\n作曲 / 西木康智\n編曲 / 西木康智","0:00","120"
"1:07","恩賜的財團與神聖學院的問題兒童","bgm_M343_juke","bgm_M343","故事劇情主題曲\n-｢青春翻轉家｣アレンジ-\n\n時間 / 01:07\n作曲 / 睦月周平\n編曲 / 澤下葵","0:00","121"
"2:43","好朋友X","bgm_M346_juke","bgm_M346","故事劇情BOSS戰\n\n時間 / 02:43\n作曲 / 加藤慶久（Cygames）\n編曲 / 加藤慶久（Cygames）","0:00","122"
"1:20","青春翻轉家","bgm_M359","bgm_M359","角色歌曲\n\n時間 / 01:20\n演唱　 / 琪愛兒（佐倉綾音）\n　　　克蘿依（種﨑敦美）\n　　　優妮（小原好美）\n作詞 / ミズノゲンキ\n作曲 / 睦月周平\n編曲 / 睦月周平","0:51","123"
"2:00","密林暗處潛伏者","bgm_M339_juke","bgm_M339","主線冒險\n\n時間 / 02:00\n作曲 / 加藤慶久（Cygames）\n編曲 / 加藤慶久（Cygames）","0:00","124"
