6ab61ed3bb6aecbe7c95b443b64748c63bf497c249cb274e6d13b7c640710f36,c8acc9b36a83575aef3f1bf3003d87052b02cb30c1e224e39ed4b087ef7b7056,47e9933707196a4ce615e7c4b082919ebbf7019b3c682e27def3d0f0fa06f108,bf26b83940a4660c973e9d647e5aceb0b88b13667ca8bc347d7c363f7e4a2532,92bc1e59c973ff84811bd817a2e187ec544ee01a002c69ba40e236a69a600218,8619a5286550332423e9054801d9bbb8d721af194a6e10317383d84da1aa1aa8,211ebfc6b9cb5bcbcdb137ddd2b046adc7b46810d9df383f18644492f84e86b8,362b7fcf57ec41e98584ddffb66961882c8e9e4dad6e43ab7d3a0219fd1ae3f6,0b4027f752ee16f7f8ad23e24c4759a179e18c5a5de0b84cd710800ab4b88b70,983eacf908cace8b38d4527a0c45d3c82631a7e4fb0eb7de286cd10847c9b47c,f77c68db4ee2e7c71e5817eeaad04bd24c6ceb6f011bdc187f3aba19b4a7990f,03e6d18d6b06d73ac2fae07544d41fe867caa7dabbda2d5bdfcb4e5f281af9a5,9350b8d95c4e35a2b61a25ec48d0d8475a796056aead6744e2f807d5769287f2,fe8243c61062169e29e6679c0602fb19c4a4a9e3386f254237f796865608ea77,7c75977b105acab0ac4ee71057cc1480320a2a039b62b322704767b6fb860c50,2b592012aeae3bd4e61c16cb936c591b5ada05170d6d86f29e582ae29548e7e9,06883548315a1708135d379ebbb7759fcac41ef1519276262a95a5f1b9e0b1b1,57cdfa0f7c8c02bec97b492720a930a115e00acf44e33207f9a1dd494b123f94,49464bd98c07852a3fc4a975092cc2167cf4d78d8821bceb34c0bb96099ce030
"5.5","5","1.25","610025004","0","5025322","1","","0","2","10025","600","1","140","0","610025401","-50","3","5025321"
"1.5","5","1.25","610025005","0","5025323","2","","0","1","10025","0","1","140","50","0","-50","0","0"
"1.5","5","1.25","610025006","0","0","3","","0","1","10025","0","1","140","0","0","-50","0","0"
"5.5","5","1.25","610027004","0","5027322","1","","0","1","10027","600","1","145","60","0","-50","3","5027321"
"1.5","5","1.25","610027005","0","5027323","2","","0","2","10027","600","1","145","0","610027501","-50","0","0"
"1.5","5","1.25","610027006","0","0","3","","0","1","10027","0","1","145","0","0","-50","0","0"
"5.5","5","1.5","610029004","0","5029322","1","","0","2","10029","600","1","145","0","610029401","0","3","5029321"
"1.5","5","1.5","610029005","0","5029323","2","","0","1","10029","0","1","145","60","0","0","0","0"
"1.5","5","1.5","610029006","0","0","3","","0","1","10029","0","1","145","0","0","0","0","0"
"5.5","5","1.25","610031004","0","5031322","1","","0","2","10031","600","1","150","0","610031401","-50","3","5031321"
"1.5","5","1.25","610031005","0","5031323","2","","0","1","10031","0","1","150","50","0","-50","0","0"
"1.5","5","1.25","610031006","0","0","3","","0","1","10031","0","1","150","0","0","-50","0","0"
"5.5","5","1.25","610033004","0","5033322","1","","0","1","10033","600","1","150","50","0","-50","3","5033321"
"1.5","5","1.25","610033005","0","5033323","2","","0","2","10033","600","1","150","0","610033402","-50","0","0"
"1.5","5","1.25","610033006","0","0","3","","0","1","10033","0","1","150","0","0","-50","0","0"
"1.5","5","1.4","610034004","0","5011322","1","","0","1","10034","0","1","90","70","0","0","0","5011321"
"1.5","5","1.4","610034005","0","5011323","2","","0","1","10034","0","1","90","40","0","0","0","0"
"1.5","5","1.4","610034006","0","0","3","","0","1","10034","0","1","90","0","0","0","0","0"
"5.5","5","2.5","610035004","0","5035322","1","","0","2","10035","600","1","155","0","610035401","5","3","5035321"
"1.5","5","2.5","610035005","0","5035323","2","","0","2","10035","600","1","155","0","610035402","5","0","0"
"1.5","5","2.5","610035006","0","0","3","","0","1","10035","0","1","155","0","0","5","0","0"
"5.5","5","0.4","610036004","0","5036322","1","","0","1","10036","600","1","155","75","0","-50","3","5036321"
"1.5","5","0.4","610036005","0","5036323","2","","0","1","10036","600","1","155","20","0","-50","0","0"
"1.5","5","0.4","610036006","0","0","3","","0","1","10036","0","1","155","0","0","-50","0","0"
"1.5","5","1.5","610037004","0","5012321","1","","0","2","10037","600","1","90","0","610037401","-50","3","0"
"1.5","5","1.5","610037005","0","5012322","2","","0","1","10037","0","1","90","53","0","-50","0","0"
"1.5","5","1.5","610037006","0","0","3","","0","1","10037","0","1","90","0","0","-50","0","0"
"5.5","5","1.8","610038004","0","5038322","1","","0","2","10038","600","1","155","0","610038401","-20","3","5038321"
"1.5","5","2","610038005","0","5038323","2","310700_detail_idle","0","1","10038","0","1","155","55","0","-20","0","0"
"1.5","5","1.8","610038006","0","0","3","","0","1","10038","0","1","155","0","0","-20","0","0"
"1.5","5","0.9","610039004","0","5013321","1","","0","2","10039","600","1","90","0","610039401","50","3","0"
"1.5","5","1","610039005","0","5013322","2","","0","1","10039","0","1","90","50","0","84","0","0"
"1.5","5","1","610039006","0","0","3","","0","1","10039","0","1","90","0","0","84","0","0"
"5.5","5","1.5","610040004","0","5040322","1","","0","2","10040","600","1","160","0","610040401","-20","3","5040321"
"1.5","5","1.7","610040005","0","5040323","2","","0","1","10040","0","1","160","60","0","-35","0","0"
"1.5","5","1.7","610040006","0","0","3","","0","1","10040","0","1","160","0","0","-35","0","0"
"1.5","5","0.9","610041004","0","5015321","1","","0","2","10041","600","1","90","0","610041401","1","3","0"
"1.5","5","1.3","610041005","0","5015322","2","","0","1","10041","0","1","90","42","0","-50","0","0"
"1.5","5","1.3","610041006","0","0","3","","0","1","10041","0","1","90","0","0","-50","0","0"
"5.5","5","1.7","610042004","0","5042322","1","","6500000","5","10042","0","1","160","60","0","-20","0","5042321"
"1.5","5","1.61","610042005","0","5042323","2","311100_detail_idle","0","2","10042","600","1","160","0","610042402","-20","3","0"
"1.5","5","1.7","610042006","0","0","3","","0","1","10042","0","1","160","0","0","-20","0","0"
"1.5","5","1.25","610043004","0","5019322","1","","200","4","10043","0","1","90","0","610043401","-50","0","5019321"
"1.5","5","1.25","610043005","0","5019323","2","","0","1","10043","0","1","90","67","0","-50","0","0"
"1.5","5","1.25","610043006","0","0","3","","0","1","10043","0","1","90","0","0","-50","0","0"
"1.5","5","1.8","610044004","0","5044322","1","","0","1","10044","600","1","166","70","0","-54","3","5044321"
"1.5","5","1.8","610044005","0","5044323","2","","0","1","10044","0","1","166","30","0","-54","0","0"
"1.5","5","1.8","610044006","0","0","3","","0","1","10044","0","1","166","0","0","-54","0","0"
"1.5","5","1","610045004","0","5021322","1","","0","1","10045","0","1","90","65","0","0","0","5021321"
"1.5","5","1","610045005","0","5021323","2","","30","3","10045","0","1","90","0","0","0","0","0"
"1.5","5","1","610045006","0","0","3","","0","1","10045","0","1","90","0","0","0","0","0"
"5.5","5","1.7","610046004","0","5046322","1","","0","1","10046","0","1","169","30","0","-35","0","5046321"
"1.5","5","1.7","610046005","0","5046323","2","","0","2","10046","600","1","169","0","610046402","-15","3","0"
"1.5","5","1.7","610046006","0","0","3","","0","1","10046","0","1","169","0","0","-35","0","0"
"1.5","5","1.25","610047004","0","5023322","1","","0","1","10047","0","1","90","75","0","-50","0","5023321"
"1.5","5","1.25","610047005","0","5023323","2","","0","1","10047","0","1","90","40","0","-50","0","0"
"1.5","5","1.25","610047006","0","0","3","","0","1","10047","0","1","90","0","0","-50","0","0"
"5.5","5","1.25","610048004","0","5048322","1","","0","1","10048","0","1","172","35","0","-35","0","5048321"
"1.5","5","1.25","610048005","0","5048323","2","","0","2","10048","600","1","172","0","610048402","-35","3","0"
"1.5","5","1.25","610048006","0","0","3","","0","1","10048","0","1","172","0","0","-35","0","0"
"5.5","5","1.25","610049004","0","5025322","1","","0","2","10049","600","1","90","0","610049401","-50","3","5025321"
"1.5","5","1.25","610049005","0","5025323","2","","0","1","10049","0","1","90","63","0","-50","0","0"
"1.5","5","1.25","610049006","0","0","3","","0","1","10049","0","1","90","0","0","-50","0","0"
"5.5","5","1.25","610050004","0","5050322","1","","35","3","10050","0","1","175","0","610050401","-35","0","5050321"
"1.5","5","1.25","610050005","0","5050323","2","","0","1","10050","0","1","175","75","0","-35","0","0"
"1.5","5","1.25","610050006","0","0","3","","0","1","10050","0","1","175","0","0","-35","0","0"
"5.5","5","1.25","610051004","0","5027322","1","","0","1","10051","600","1","130","80","0","-50","3","5027321"
"1.5","5","1.25","610051005","0","5027323","2","","0","2","10051","600","1","130","0","610051501","-50","0","0"
"1.5","5","1.25","610051006","0","0","3","","0","1","10051","0","1","130","0","0","-50","0","0"
"5.5","5","1.7","610052004","0","5052322","1","","0","1","10052","0","1","178","79","0","-75","0","5052321"
"1.5","5","1.7","610052005","0","5052323","2","","0","1","10052","0","1","178","36","0","-75","0","0"
"1.5","5","1.7","610052006","0","0","3","","0","1","10052","0","1","178","0","0","-75","0","0"
"1.5","5","0.9","610053004","0","5017321","1","","0","2","10053","600","1","133","0","610053401","50","3","0"
"1.5","5","1","610053005","0","5017322","2","","0","1","10053","0","1","133","69","0","84","0","0"
"1.5","5","1","610053006","0","0","3","","0","1","10053","0","1","133","0","0","84","0","0"
"5.5","5","1.7","610054004","0","5054322","1","","0","1","10054","0","1","181","28","0","-75","0","5054321"
"1.5","5","1.3","610054005","0","5054323","2","","0","2","10054","600","1","181","0","610054402","-40","0","0"
"1.5","5","1.7","610054006","0","0","3","","0","1","10054","0","1","181","0","0","-75","0","0"
"5.5","5","1.5","610055004","0","5029322","1","","0","2","10055","600","1","136","0","610055401","0","3","5029321"
"1.5","5","1.5","610055005","0","5029323","2","","0","1","10055","0","1","136","73","0","0","0","0"
"1.5","5","1.5","610055006","0","0","3","","0","1","10055","0","1","136","0","0","0","0","0"
"5.5","5","2","610056004","0","5056322","1","","0","1","10056","600","1","175","80","0","-20","3","5056321"
"1.5","5","2","610056005","0","5056323","2","","0","1","10056","0","1","175","55","0","-20","0","0"
"1.5","5","2","610056006","0","0","3","","0","1","10056","0","1","175","0","0","-20","0","0"
"5.5","5","1.25","610057004","0","5031322","1","","0","2","10057","600","1","139","0","610057401","-50","3","5031321"
"1.5","5","1.25","610057005","0","5031323","2","","0","1","10057","0","1","139","60","0","-50","0","0"
"1.5","5","1.25","610057006","0","0","3","","0","1","10057","0","1","139","0","0","-50","0","0"
"5.5","5","1.75","610058004","0","5058322","1","","35","3","10058","600","1","178","0","610058401","5","3","5058321"
"1.5","5","1.75","610058005","0","5058323","2","","0","1","10058","600","1","178","68","0","5","0","0"
"1.5","5","1.75","610058006","0","0","3","","0","1","10058","0","1","178","0","0","5","0","0"
"5.5","5","1.55","610059004","0","5059322","1","","0","1","10059","600","1","178","75","0","-20","3","5059321"
"1.5","5","1.15","610059005","0","5059323","2","","0","2","10059","600","1","178","0","610059402","0","0","0"
"1.5","5","1.55","610059006","0","0","3","","0","1","10059","0","1","178","0","0","-20","0","0"
"5.5","5","1.25","610060004","0","5033322","1","","0","1","10060","600","1","142","56","0","-50","3","5033321"
"1.5","5","1.25","610060005","0","5033323","2","","0","2","10060","600","1","142","0","610060402","-50","0","0"
"1.5","5","1.25","610060006","0","0","3","","0","1","10060","0","1","142","0","0","-50","0","0"
"5.5","5","0.83","610061004","0","5061322","1","","0","2","10061","600","1","181","0","610061401","-47","3","5061321"
"1.5","5","0.83","610061005","0","5061323","2","","0","1","10061","600","1","181","80","0","-47","0","0"
"1.5","5","0.83","610061006","0","0","3","","0","1","10061","0","1","181","0","0","-47","0","0"
"5.5","5","2.5","610062004","0","5035322","1","","0","2","10062","600","1","145","0","610062401","5","3","5035321"
"1.5","5","2.5","610062005","0","5035323","2","","0","2","10062","600","1","145","0","610062402","5","0","0"
"1.5","5","2.5","610062006","0","0","3","","0","1","10062","0","1","145","0","0","5","0","0"
"5.5","5","0.4","610063004","0","5036322","1","","0","1","10063","600","1","145","73","0","-50","3","5036321"
"1.5","5","0.4","610063005","0","5036323","2","","0","1","10063","600","1","145","37","0","-50","0","0"
"1.5","5","0.4","610063006","0","0","3","","0","1","10063","0","1","145","0","0","-50","0","0"
"5.5","5","1.25","610064004","0","5064322","1","","0","1","10064","600","1","184","67","0","-50","3","5064321"
"1.5","5","1.25","610064005","0","5064323","2","","0","1","10064","600","1","184","40","0","-50","0","0"
"1.5","5","1.25","610064006","0","0","3","","0","1","10064","0","1","184","0","0","-50","0","0"
"5.5","5","1.5","610065004","0","5038322","1","","0","2","10065","600","1","148","0","610065401","-20","3","5038321"
"1.5","5","2","610065005","0","5038323","2","310700_detail_idle","0","1","10065","0","1","148","67","0","-20","0","0"
"1.5","5","1.8","610065006","0","0","3","","0","1","10065","0","1","148","0","0","-20","0","0"
"5.5","5","1","610066004","0","5066322","1","","9000000","5","10066","600","1","186","94","610066401","-50","3","5066321"
"1.5","5","1","610066005","0","5066323","2","","0","2","10066","600","1","186","0","610066402","-50","0","0"
"1.5","5","1","610066006","0","0","3","","0","1","10066","0","1","186","0","0","-50","0","0"
"5.5","5","1.5","610067004","0","5040322","1","","0","2","10067","600","1","151","0","610067401","-20","3","5040321"
"1.5","5","1.7","610067005","0","5040323","2","","0","1","10067","0","1","151","68","0","-35","0","0"
"1.5","5","1.7","610067006","0","0","3","","0","1","10067","0","1","151","0","0","-35","0","0"
"5.5","5","1.7","610068004","0","5068322","1","","0","1","10068","600","1","189","56","0","-47","3","5068321"
"1.5","5","1.5","610068005","0","5068323","2","","0","2","10068","600","1","189","0","610068402","-47","0","0"
"1.5","5","1.7","610068006","0","0","3","","0","1","10068","0","1","189","0","0","-47","0","0"
"5.5","5","1.7","610069004","0","5042322","1","","2400000","5","10069","0","1","154","72","0","-20","0","5042321"
"1.5","5","1.7","610069005","0","5042323","2","311100_detail_idle","0","2","10069","600","1","154","0","610069402","-20","3","0"
"1.5","5","1.7","610069006","0","0","3","","0","1","10069","0","1","154","0","0","-20","0","0"
"5.5","5","2","610070004","1","5070322","1","","0","2","10070","600","1","192","0","610070401","-50","3","5070321"
"1.5","5","2","610070005","1","5070323","2","","0","2","10070","600","1","192","0","610070402","-50","0","0"
"1.5","0","2","610070006","0","0","3","","0","1","10070","0","1","192","0","0","-50","0","0"
"1.5","5","1.8","610071004","0","5044322","1","","0","1","10071","600","1","157","72","0","-54","3","5044321"
"1.5","5","1.8","610071005","0","5044323","2","","0","1","10071","0","1","157","44","0","-54","0","0"
"1.5","5","1.8","610071006","0","0","3","","0","1","10071","0","1","157","0","0","-54","0","0"
"5.5","5","1.3","610072004","0","5072322","1","","30","3","10072","600","1","195","0","610072401","-120","3","5072321"
"1.5","5","1","610072005","0","5072323","2","","0","2","10072","600","1","195","0","610072402","-80","0","0"
"1.5","5","1.3","610072006","0","0","3","","0","1","10072","0","1","195","0","0","-120","0","0"
"5.5","5","1.7","610073004","0","5046322","1","","0","1","10073","0","1","160","60","0","-35","0","5046321"
"1.5","5","1.7","610073005","0","5046323","2","","0","2","10073","600","1","160","0","610073402","-15","3","0"
"1.5","5","1.7","610073006","0","0","3","","0","1","10073","0","1","160","0","0","-35","0","0"
"5.5","5","1.18","610074004","0","5074322","1","","0","2","10074","600","1","198","0","610074401","-30","3","5074321"
"1.5","5","1.55","610074005","0","5074323","2","","40","3","10074","600","1","198","0","610074402","-30","0","0"
"1.5","5","1.55","610074006","0","0","3","","0","1","10074","0","1","198","0","0","-45","0","0"
"5.5","5","1.25","610075004","0","5048322","1","","0","1","10075","0","1","163","71","0","-35","0","5048321"
"1.5","5","1.25","610075005","0","5048323","2","","0","2","10075","600","1","163","0","610075402","-35","3","0"
"1.5","5","1.25","610075006","0","0","3","","0","1","10075","0","1","163","0","0","-35","0","0"
"5.5","5","2.2","610076004","0","5076322","1","","0","2","10076","600","1","200","0","610076401","-40","3","5076321"
"1.5","5","2.4","610076005","0","5076323","2","","0","1","10076","0","1","200","97","610076402","-40","0","0"
"1.5","5","2.4","610076006","0","0","3","","0","1","10076","0","1","200","0","0","-55","0","0"
"5.5","5","1.25","610077004","0","5050322","1","","35","3","10077","0","1","166","0","610077401","-35","0","5050321"
"1.5","5","1.25","610077005","0","5050323","2","","0","1","10077","0","1","166","49","0","-35","0","0"
"1.5","5","1.25","610077006","0","0","3","","0","1","10077","0","1","166","0","0","-35","0","0"
"1.5","5","1.55","610078004","0","5078322","1","","0","1","10078","0","1","203","79","0","-45","0","5078321"
"1.5","5","1.55","610078005","0","5078323","2","","490","4","10078","0","1","203","0","0","-45","0","0"
"1.5","5","1.55","610078006","0","0","3","","0","1","10078","0","1","203","0","0","-45","0","0"
"5.5","5","1.7","610079004","0","5052322","1","","0","1","10079","0","1","169","77","0","-75","0","5052321"
"1.5","5","1.7","610079005","0","5052323","2","","0","1","10079","0","1","169","47","0","-75","0","0"
"1.5","5","1.7","610079006","0","0","3","","0","1","10079","0","1","169","0","0","-75","0","0"
"5.5","5","1.4","610080004","0","5080322","1","","0","2","10080","600","1","206","0","610080401","-70","3","5080321"
"1.5","5","1.5","610080005","0","5080323","2","","0","1","10080","0","1","206","67","610080402","-70","0","0"
"1.5","5","1.5","610080006","0","0","3","","0","1","10080","0","1","206","0","0","-70","0","0"
"5.5","5","1.7","610081004","0","5054322","1","","0","1","10081","0","1","172","48","0","-75","0","5054321"
"1.5","5","1.3","610081005","0","5054323","2","","0","2","10081","600","1","172","0","610081402","-40","0","0"
"1.5","5","1.7","610081006","0","0","3","","0","1","10081","0","1","172","0","0","-75","0","0"
"5.5","5","2","610082004","0","5082322","1","","20","3","10082","600","1","209","0","610082401","-20","3","5082321"
"1.5","5","2","610082005","0","5082323","2","","0","1","10082","0","1","209","49","0","-20","0","0"
"1.5","5","2","610082006","0","0","3","","0","1","10082","0","1","209","0","0","-20","0","0"
"5.5","5","2","610083004","0","5056322","1","","0","1","10083","600","1","172","77","0","-20","3","5056321"
"1.5","5","2","610083005","0","5056323","2","","0","1","10083","0","1","172","45","0","-20","0","0"
"1.5","5","2","610083006","0","0","3","","0","1","10083","0","1","172","0","0","-20","0","0"
"5.5","5","1.35","610084004","0","5084322","1","","0","2","10084","600","1","212","0","610084401","5","3","5084321"
"1.5","5","1.35","610084005","0","5084323","2","","10","3","10084","600","1","212","0","0","5","0","0"
"1.5","5","1.35","610084006","0","0","3","","0","1","10084","0","1","212","0","0","5","0","0"
"5.5","5","0.95","610085004","0","5085322","1","","0","2","10085","600","1","212","0","610085401","-20","3","5085321"
"1.5","5","1.2","610085005","0","5085323","2","","0","1","10085","600","1","212","75","0","-20","0","0"
"1.5","5","1.2","610085006","0","0","3","","0","1","10085","0","1","212","0","0","-20","0","0"
"5.5","5","1.75","610086004","0","5058322","1","","20","3","10086","600","1","172","0","610086401","5","3","5058321"
"1.5","5","1.75","610086005","0","5058323","2","","0","1","10086","600","1","172","70","0","5","0","0"
"1.5","5","1.75","610086006","0","0","3","","0","1","10086","0","1","172","0","0","5","0","0"
"5.5","5","1.55","610087004","0","5059322","1","","0","1","10087","600","1","172","71","0","-20","3","5059321"
"1.5","5","1.15","610087005","0","5059323","2","","0","2","10087","600","1","172","0","610087402","0","0","0"
"1.5","5","1.55","610087006","0","0","3","","0","1","10087","0","1","172","0","0","-20","0","0"
"5.5","5","1.4","610088004","0","5088322","1","","15","3","10088","600","1","215","0","610088401","-70","3","5088321"
"1.5","5","1.5","610088005","0","5088323","2","","0","1","10088","0","1","215","75","610088402","-70","0","0"
"1.5","5","1.5","610088006","0","0","3","","0","1","10088","0","1","215","0","0","-70","0","0"
"5.5","5","0.83","610089004","0","5061322","1","","0","2","10089","600","1","172","0","610089401","-47","3","5061321"
"1.5","5","0.83","610089005","0","5061323","2","","0","1","10089","600","1","172","60","0","-47","0","0"
"1.5","5","0.83","610089006","0","0","3","","0","1","10089","0","1","172","0","0","-47","0","0"
"5.5","5","1.18","610090004","0","5090322","1","","0","1","10090","600","1","218","78","0","-45","3","5090321"
"1.5","5","1.18","610090005","0","5090323","2","","550","4","10090","0","1","218","0","0","-45","0","0"
"1.5","5","1.18","610090006","0","0","3","","0","1","10090","0","1","218","0","0","-45","0","0"
"5.5","5","1.25","610091004","0","5064322","1","","0","1","10091","600","1","172","76","0","-50","3","5064321"
"1.5","5","1.25","610091005","0","5064323","2","","0","1","10091","600","1","172","50","0","-50","0","0"
"1.5","5","1.25","610091006","0","0","3","","0","1","10091","0","1","172","0","0","-50","0","0"
"5.5","5","1.4","610092004","0","5092322","1","","0","1","10092","600","1","220","60","0","-50","3","5092321"
"1.5","5","1.15","610092005","0","5092323","2","","0","2","10092","600","1","220","0","610092402","-20","0","0"
"1.5","5","1.4","610092006","0","0","3","","0","1","10092","0","1","220","0","0","-50","0","0"
"5.5","5","1","610093004","0","5066322","1","","2500000","5","10093","600","1","172","75","610093401","-50","3","5066321"
"1.5","5","1","610093005","0","5066323","2","","0","2","10093","600","1","172","0","610093402","-50","0","0"
"1.5","5","1","610093006","0","0","3","","0","1","10093","0","1","172","0","0","-50","0","0"
"5.5","5","2.2","610094004","0","5094322","1","","10","3","10094","600","1","223","0","610094401","-50","3","5094321"
"1.5","5","2.2","610094005","0","5094323","2","","0","1","10094","0","1","223","84","0","-50","0","0"
"1.5","5","2.2","610094006","0","0","3","","0","1","10094","0","1","223","0","0","-50","0","0"
"5.5","5","1.7","610095004","0","5068322","1","","0","1","10095","600","1","172","66","0","-47","3","5068321"
"1.5","5","1.5","610095005","0","5068323","2","","0","2","10095","600","1","172","0","610095402","-47","0","0"
"1.5","5","1.7","610095006","0","0","3","","0","1","10095","0","1","172","0","0","-47","0","0"
"5.5","5","1.3","610096004","0","5096322","1","","0","1","10096","600","1","226","76","0","-120","3","5096321"
"1.5","5","1","610096005","0","5096323","2","","0","2","10096","600","1","226","0","610096402","-80","0","0"
"1.5","5","1.3","610096006","0","0","3","","0","1","10096","0","1","226","0","0","-120","0","0"
"5.5","5","2","610097004","1","5070322","1","","0","2","10097","600","1","172","0","610097401","-50","3","5070321"
"1.5","5","2","610097005","1","5070323","2","","0","2","10097","600","1","172","0","610097402","-50","0","0"
"1.5","0","2","610097006","0","0","3","","0","1","10097","0","1","172","0","0","-50","0","0"
"5.5","5","1.3","610098004","0","5098322","1","","0","2","10098","600","1","229","0","610098401","-120","3","5098321"
"1.5","5","1.1","610098005","0","5098323","2","","0","2","10098","600","1","229","0","610098402","-80","0","0"
"1.5","5","1.3","610098006","0","0","3","","0","1","10098","0","1","229","0","0","-85","0","0"
"5.5","5","1.3","610099004","0","5072322","1","","25","3","10099","600","1","172","0","610099401","-100","3","5072321"
"1.5","5","1","610099005","0","5072323","2","","0","2","10099","600","1","172","0","610099402","-80","0","0"
"1.5","5","1.3","610099006","0","0","3","","0","1","10099","0","1","172","0","0","-120","0","0"
"5.5","5","1.1","610100004","0","5100322","1","","0","2","10100","600","1","232","0","610100401","-50","3","5100321"
"1.5","5","1.5","610100005","0","5100323","2","","0","1","10100","600","1","232","70","0","-70","0","0"
"1.5","5","1.5","610100006","0","0","3","","0","1","10100","0","1","232","0","610100110","-70","0","0"
"5.5","5","1.18","610101004","0","5074322","1","","0","2","10101","600","1","175","0","610101401","-30","3","5074321"
"1.5","5","1.55","610101005","0","5074323","2","","25","3","10101","600","1","175","0","610101402","-30","0","0"
"1.5","5","1.55","610101006","0","0","3","","0","1","10101","0","1","175","0","0","-45","0","0"
"5.5","5","1.25","610102004","0","5102322","1","","0","1","10102","600","1","235","32","0","-85","3","5102321"
"1.5","5","1.1","610102005","0","5102323","2","","0","2","10102","600","1","235","0","610102402","-80","0","0"
"1.5","5","1.25","610102006","0","0","3","","0","1","10102","0","1","235","0","0","-85","0","0"
"5.5","5","2.2","610103004","0","5076322","1","","0","2","10103","600","1","178","0","610103401","-40","3","5076321"
"1.5","5","2.4","610103005","0","5076323","2","","0","1","10103","0","1","178","97","610103402","-40","0","0"
