64fed9848b8a19e1ab36df5661ec5a7d003b3e90413a878380358e22b3f61631,56ec2149fbc553ab186b1c0f4bc4b4e5226bfc492cc1f9ac47846b731519f1c4,409fb9bfd5595e37bfce29d040734659471f8129a9707ee6174a32debcd5c5f7,db80b70ec4dbc09613c3e20a54590327a34fdfbddfead5f6060c34bab8af7542,fb7413c4c7366e5c2d32fb0aac00a17953cb449557577560d148f2787ae14908,b12dad971c1696ec923af37b18351d5e7020f4ee18d6ba8051aef77b1cbc2e94,ac6932e94ec109014c2213ab453ce071e07388e77002882984509970f4896fe5,53a1a45183095beb17d593d2451863ecd756306c5158e49e46bc7790ca7dad02,89da36de2ba6662b84bca2392421e0b922146405ab80fde93ad69766aad84f9b,75d71f4b0116b8e31b97a8b321463ff9a40d14070ac2765aaabd1170300564ea,7005196eea059ea1ca5eac2c245d8afdd8c03d4d0eb2a57d21cc7ea3f7dee788,a39f3e747e55f4d7eedbe004b5629e753d4a1e88eebbccbe33f3d3c0f881f41c
"30031","9006509","戰鬥開始15秒內，我方進入無敵狀態","3003","1","30031","43200","0","3","2320000000000","無敵15秒","3"
"30032","9006510","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3003","1","30032","72000","0","3","1600000000000","降低魔法攻擊90秒","3"
"30041","9006512","戰鬥開始15秒內，敵人陷入暈眩狀態","3004","1","30041","32400","0","3","3360000000000","暈眩15秒","3"
"30042","9006513","戰鬥開始90秒內，使敵人的物理防禦力下降","3004","1","30042","43200","0","3","2400000000000","降低物理防禦90秒","3"
"30051","9006516","戰鬥開始90秒內，使我方的魔法攻擊力提升","3005","2","30051","43200","0","3","10382000000000","提升魔法攻擊90秒","3"
"30061","9006519","戰鬥開始90秒內，每秒提升我方的TP","3006","3","30061","21600","0","3","7087500000000","每秒TP提升90秒","3"
"30062","9006520","戰鬥開始90秒內，使敵人的魔法防禦力下降","3006","3","30062","43200","0","3","4050000000000","降低魔法防禦90秒","3"
"30071","9006522","戰鬥開始90秒內，使我方的物理攻擊力提升。","3007","3","30071","43200","0","3","8487500000000","提升物理攻擊90秒","3"
"30072","9006523","戰鬥開始15秒內，我方進入無敵狀態","3007","3","30072","64800","0","3","2425000000000","無敵15秒","3"
"300101","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3001","1","300101","-1","36000","3","3880000000000","降低物理攻擊90秒","1"
"300102","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3001","1","300102","-1","36000","3","3720000000000","降低物理攻擊90秒","1"
"300103","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3001","1","300103","-1","36000","3","3600000000000","降低物理防禦90秒","1"
"300104","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3001","1","300104","-1","36000","3","3480000000000","降低物理攻擊90秒","1"
"300105","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3001","1","300105","-1","36000","3","3360000000000","降低物理防禦90秒","1"
"300106","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","3001","1","300106","-1","36000","3","3080000000000","降低魔法防禦90秒","1"
"300107","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3001","1","300107","-1","36000","3","2960000000000","降低物理防禦90秒","1"
"300108","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","3001","1","300108","-1","36000","3","2840000000000","降低魔法防禦90秒","1"
"300109","0","戰鬥開始90秒內，每秒恢復我方的HP","3001","1","300109","-1","36000","3","2680000000000","每秒HP恢復90秒","1"
"300110","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3001","1","300110","-1","36000","3","2560000000000","降低物理攻擊90秒","1"
"300111","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3001","1","300111","-1","36000","3","2400000000000","降低物理攻擊90秒","1"
"300112","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3001","1","300112","-1","36000","3","2280000000000","降低物理防禦90秒","1"
"300113","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3001","1","300113","-1","36000","3","2160000000000","降低物理攻擊90秒","1"
"300114","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3001","1","300114","-1","36000","3","1880000000000","降低物理防禦90秒","1"
"300115","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","3001","1","300115","-1","36000","3","1760000000000","降低魔法防禦90秒","1"
"300116","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3001","1","300116","-1","36000","3","1640000000000","降低物理防禦90秒","1"
"300117","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","3001","1","300117","-1","36000","3","1480000000000","降低魔法防禦90秒","1"
"300118","0","戰鬥開始90秒內，每秒恢復我方的HP","3001","1","300118","-1","36000","3","1360000000000","每秒HP恢復90秒","1"
"300119","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3001","1","300119","-1","36000","3","1240000000000","降低物理攻擊90秒","1"
"300120","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3001","1","300120","-1","36000","3","1080000000000","降低物理攻擊90秒","1"
"300121","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3001","1","300121","-1","36000","3","960000000000","降低物理防禦90秒","1"
"300122","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3001","1","300122","-1","36000","3","840000000000","降低物理攻擊90秒","1"
"300123","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3001","1","300123","-1","36000","3","720000000000","降低物理防禦90秒","1"
"300124","0","戰鬥開始時，我方的TP提升150","3001","1","300124","-1","36000","3","560000000000","TP提升150","1"
"300125","0","戰鬥開始15秒內，我方進入無敵狀態","3001","1","300125","-1","36000","3","440000000000","無敵15秒","1"
"300126","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3001","1","300126","-1","36000","3","320000000000","降低物理攻擊90秒","1"
"300127","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3001","1","300127","-1","36000","3","160000000000","降低物理防禦90秒","1"
"300128","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","3001","1","300128","-1","36000","3","40000000000","降低魔法防禦90秒","1"
"300201","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3002","1","300201","-1","36000","3","4656000000000","降低魔法攻擊90秒","1"
"300202","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3002","1","300202","-1","36000","3","4464000000000","降低魔法攻擊90秒","1"
"300203","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3002","1","300203","-1","36000","3","4320000000000","降低物理防禦90秒","1"
"300204","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","3002","1","300204","-1","36000","3","4176000000000","降低魔法防禦90秒","1"
"300205","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3002","1","300205","-1","36000","3","4032000000000","提升物理攻擊90秒","1"
"300206","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","3002","1","300206","-1","36000","3","3840000000000","提升魔法攻擊90秒","1"
"300207","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3002","1","300207","-1","36000","3","3552000000000","降低魔法攻擊90秒","1"
"300208","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3002","1","300208","-1","36000","3","3408000000000","提升物理攻擊90秒","1"
"300209","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","3002","1","300209","-1","36000","3","3216000000000","提升魔法攻擊90秒","1"
"300210","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3002","1","300210","-1","36000","3","3072000000000","降低魔法攻擊90秒","1"
"300211","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3002","1","300211","-1","36000","3","2880000000000","降低魔法攻擊90秒","1"
"300212","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3002","1","300212","-1","36000","3","2736000000000","降低物理防禦90秒","1"
"300213","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","3002","1","300213","-1","36000","3","2592000000000","降低魔法防禦90秒","1"
"300214","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3002","1","300214","-1","36000","3","2448000000000","提升物理攻擊90秒","1"
"300215","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","3002","1","300215","-1","36000","3","2256000000000","提升魔法攻擊90秒","1"
"300216","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3002","1","300216","-1","36000","3","1968000000000","降低魔法攻擊90秒","1"
"300217","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3002","1","300217","-1","36000","3","1776000000000","提升物理攻擊90秒","1"
"300218","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","3002","1","300218","-1","36000","3","1632000000000","提升魔法攻擊90秒","1"
"300219","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3002","1","300219","-1","36000","3","1488000000000","降低魔法攻擊90秒","1"
"300220","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3002","1","300220","-1","36000","3","1296000000000","降低魔法攻擊90秒","1"
"300221","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3002","1","300221","-1","36000","3","1152000000000","降低物理防禦90秒","1"
"300222","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","3002","1","300222","-1","36000","3","1008000000000","降低魔法防禦90秒","1"
"300223","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3002","1","300223","-1","36000","3","864000000000","降低魔法攻擊90秒","1"
"300224","0","戰鬥開始時，我方的TP提升150","3002","1","300224","-1","36000","3","672000000000","TP提升150","1"
"300225","0","戰鬥開始15秒內，我方進入無敵狀態","3002","1","300225","-1","36000","3","528000000000","無敵15秒","1"
"300226","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3002","1","300226","-1","36000","3","384000000000","降低物理防禦90秒","1"
"300227","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","3002","1","300227","-1","36000","3","192000000000","降低魔法防禦90秒","1"
"300228","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3002","1","300228","-1","36000","3","48000000000","降低魔法攻擊90秒","1"
"300301","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3003","1","300301","-1","36000","3","3880000000000","降低物理攻擊90秒","1"
"300302","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3003","1","300302","-1","36000","3","3720000000000","降低魔法攻擊90秒","1"
"300303","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3003","1","300303","-1","36000","3","3480000000000","降低魔法攻擊90秒","1"
"300304","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3003","1","300304","-1","36000","3","3360000000000","提升物理攻擊90秒","1"
"300305","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","3003","1","300305","-1","36000","3","3200000000000","提升魔法攻擊90秒","1"
"300306","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3003","1","300306","-1","36000","3","3080000000000","降低物理攻擊90秒","1"
"300307","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3003","1","300307","-1","36000","3","2960000000000","降低魔法攻擊90秒","1"
"300308","0","戰鬥開始90秒內，每秒恢復我方的HP","3003","1","300308","-1","36000","3","2840000000000","每秒HP恢復90秒","1"
"300309","0","戰鬥開始90秒內，每秒提升我方的TP","3003","1","300309","-1","36000","3","2680000000000","每秒TP提升90秒","1"
"300310","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3003","1","300310","-1","36000","3","2560000000000","降低物理攻擊90秒","1"
"300311","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3003","1","300311","-1","36000","3","2400000000000","降低魔法攻擊90秒","1"
"300312","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3003","1","300312","-1","36000","3","2160000000000","降低魔法攻擊90秒","1"
"300313","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3003","1","300313","-1","36000","3","2040000000000","提升物理攻擊90秒","1"
"300314","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","3003","1","300314","-1","36000","3","1880000000000","提升魔法攻擊90秒","1"
"300315","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3003","1","300315","-1","36000","3","1760000000000","降低物理攻擊90秒","1"
"300316","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3003","1","300316","-1","36000","3","1640000000000","降低魔法攻擊90秒","1"
"300317","0","戰鬥開始90秒內，每秒恢復我方的HP","3003","1","300317","-1","36000","3","1480000000000","每秒HP恢復90秒","1"
"300318","0","戰鬥開始90秒內，每秒提升我方的TP","3003","1","300318","-1","36000","3","1360000000000","每秒TP提升90秒","1"
"300319","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3003","1","300319","-1","36000","3","1240000000000","降低物理攻擊90秒","1"
"300320","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3003","1","300320","-1","36000","3","1080000000000","降低魔法攻擊90秒","1"
"300321","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3003","1","300321","-1","36000","3","960000000000","降低物理攻擊90秒","1"
"300322","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3003","1","300322","-1","36000","3","840000000000","降低魔法攻擊90秒","1"
"300323","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3003","1","300323","-1","36000","3","720000000000","提升物理攻擊90秒","1"
"300324","0","戰鬥開始時，我方的TP提升150","3003","1","300324","-1","36000","3","560000000000","TP提升150","1"
"300325","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3003","1","300325","-1","36000","3","440000000000","降低物理攻擊90秒","1"
"300326","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3003","1","300326","-1","36000","3","320000000000","降低魔法攻擊90秒","1"
"300327","0","戰鬥開始90秒內，每秒恢復我方的HP","3003","1","300327","-1","36000","3","160000000000","每秒HP恢復90秒","1"
"300328","0","戰鬥開始90秒內，每秒提升我方的TP","3003","1","300328","-1","36000","3","40000000000","每秒TP提升90秒","1"
"300401","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3004","1","300401","-1","36000","3","4656000000000","降低物理防禦90秒","1"
"300402","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3004","1","300402","-1","36000","3","4464000000000","降低物理防禦90秒","1"
"300403","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3004","1","300403","-1","36000","3","4320000000000","提升物理攻擊90秒","1"
"300404","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","3004","1","300404","-1","36000","3","4176000000000","提升魔法攻擊90秒","1"
"300405","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3004","1","300405","-1","36000","3","4032000000000","降低物理防禦90秒","1"
"300406","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3004","1","300406","-1","36000","3","3696000000000","提升物理攻擊90秒","1"
"300407","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","3004","1","300407","-1","36000","3","3552000000000","提升魔法攻擊90秒","1"
"300408","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3004","1","300408","-1","36000","3","3408000000000","降低物理防禦90秒","1"
"300409","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3004","1","300409","-1","36000","3","3216000000000","降低物理防禦90秒","1"
"300410","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3004","1","300410","-1","36000","3","3072000000000","降低物理防禦90秒","1"
"300411","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3004","1","300411","-1","36000","3","2880000000000","降低物理防禦90秒","1"
"300412","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3004","1","300412","-1","36000","3","2736000000000","提升物理攻擊90秒","1"
"300413","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","3004","1","300413","-1","36000","3","2592000000000","提升魔法攻擊90秒","1"
"300414","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3004","1","300414","-1","36000","3","2448000000000","降低物理防禦90秒","1"
"300415","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3004","1","300415","-1","36000","3","2112000000000","提升物理攻擊90秒","1"
"300416","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","3004","1","300416","-1","36000","3","1968000000000","提升魔法攻擊90秒","1"
"300417","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3004","1","300417","-1","36000","3","1776000000000","降低物理防禦90秒","1"
"300418","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3004","1","300418","-1","36000","3","1632000000000","降低物理防禦90秒","1"
"300419","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3004","1","300419","-1","36000","3","1488000000000","提升物理攻擊90秒","1"
"300420","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3004","1","300420","-1","36000","3","1296000000000","提升物理攻擊90秒","1"
"300421","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3004","1","300421","-1","36000","3","1152000000000","提升物理攻擊90秒","1"
"300422","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","3004","1","300422","-1","36000","3","1008000000000","提升魔法攻擊90秒","1"
"300423","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3004","1","300423","-1","36000","3","864000000000","降低物理防禦90秒","1"
"300424","0","戰鬥開始時，我方的TP提升150","3004","1","300424","-1","36000","3","672000000000","TP提升150","1"
"300425","0","戰鬥開始15秒內，我方進入無敵狀態","3004","1","300425","-1","36000","3","528000000000","無敵15秒","1"
"300426","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3004","1","300426","-1","36000","3","384000000000","提升物理攻擊90秒","1"
"300427","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3004","1","300427","-1","36000","3","192000000000","提升物理攻擊90秒","1"
"300428","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3004","1","300428","-1","36000","3","48000000000","降低物理防禦90秒","1"
"300501","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3005","1","300501","-1","36000","3","17363000000000","降低物理攻擊90秒","1"
"300502","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3005","1","300502","-1","36000","3","16647000000000","降低物理攻擊90秒","1"
"300503","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3005","1","300503","-1","36000","3","16110000000000","降低物理攻擊90秒","1"
"300504","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3005","1","300504","-1","36000","3","15573000000000","降低物理攻擊90秒","1"
"300505","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3005","1","300505","-1","36000","3","15036000000000","降低物理防禦90秒","1"
"300506","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","3005","1","300506","-1","36000","3","14320000000000","降低魔法防禦90秒","1"
"300507","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3005","1","300507","-1","36000","3","13783000000000","降低物理攻擊90秒","1"
"300508","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3005","1","300508","-1","36000","3","13246000000000","降低物理攻擊90秒","1"
"300509","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3005","1","300509","-1","36000","3","12709000000000","降低物理防禦90秒","1"
"300510","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","3005","1","300510","-1","36000","3","11993000000000","降低魔法防禦90秒","1"
"300511","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3005","1","300511","-1","36000","3","11456000000000","降低物理攻擊90秒","1"
"300512","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3005","1","300512","-1","36000","3","10740000000000","降低物理攻擊90秒","1"
"300513","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3005","1","300513","-1","36000","3","10203000000000","降低物理攻擊90秒","1"
"300514","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3005","1","300514","-1","36000","3","9666000000000","降低物理攻擊90秒","1"
"300515","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3005","1","300515","-1","36000","3","9129000000000","降低物理防禦90秒","1"
"300516","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","3005","1","300516","-1","36000","3","8413000000000","降低魔法防禦90秒","1"
"300517","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3005","1","300517","-1","36000","3","7876000000000","降低物理攻擊90秒","1"
"300518","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3005","1","300518","-1","36000","3","7339000000000","降低物理攻擊90秒","1"
"300519","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3005","1","300519","-1","36000","3","6623000000000","降低物理防禦90秒","1"
"300520","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","3005","1","300520","-1","36000","3","6086000000000","降低魔法防禦90秒","1"
"300521","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3005","1","300521","-1","36000","3","5549000000000","降低物理攻擊90秒","1"
"300522","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3005","1","300522","-1","36000","3","4833000000000","降低物理攻擊90秒","1"
"300523","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3005","1","300523","-1","36000","3","4296000000000","提升物理攻擊90秒","1"
"300524","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","3005","1","300524","-1","36000","3","3759000000000","提升魔法攻擊90秒","1"
"300525","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3005","1","300525","-1","36000","3","3222000000000","降低物理攻擊90秒","1"
"300526","0","戰鬥開始時，我方的TP提升150","3005","1","300526","-1","36000","3","2506000000000","TP提升150","1"
"300527","0","戰鬥開始15秒內，我方進入無敵狀態","3005","1","300527","-1","36000","3","1969000000000","無敵15秒","1"
"300528","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3005","1","300528","-1","36000","3","1432000000000","提升物理攻擊90秒","1"
"300529","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","3005","1","300529","-1","36000","3","716000000000","提升魔法攻擊90秒","1"
"300530","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3005","1","300530","-1","36000","3","179000000000","降低物理攻擊90秒","1"
"300601","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","3006","1","300601","-1","54000","3","7857000000000","提升魔法攻擊90秒","1"
"300602","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3006","1","300602","-1","54000","3","7290000000000","提升物理攻擊90秒","1"
"300603","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3006","1","300603","-1","54000","3","6804000000000","降低物理防禦90秒","1"
"300604","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","3006","1","300604","-1","54000","3","6237000000000","提升魔法攻擊90秒","1"
"300605","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","3006","1","300605","-1","54000","3","5751000000000","降低魔法防禦90秒","1"
"300606","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","3006","1","300606","-1","54000","3","5184000000000","提升魔法攻擊90秒","1"
"300607","0","戰鬥開始90秒內，每秒恢復我方的HP","3006","1","300607","-1","54000","3","4617000000000","每秒HP恢復90秒","1"
"300608","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","3006","1","300608","-1","54000","3","4131000000000","提升魔法攻擊90秒","1"
"300609","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3006","1","300609","-1","54000","3","3564000000000","提升物理攻擊90秒","1"
"300610","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3006","1","300610","-1","54000","3","2997000000000","降低物理防禦90秒","1"
"300611","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","3006","1","300611","-1","54000","3","2511000000000","提升魔法攻擊90秒","1"
"300612","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","3006","1","300612","-1","54000","3","2187000000000","降低魔法防禦90秒","1"
"300613","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","3006","1","300613","-1","54000","3","1701000000000","提升魔法攻擊90秒","1"
"300614","0","戰鬥開始90秒內，每秒恢復我方的HP","3006","1","300614","-1","54000","3","1134000000000","每秒HP恢復90秒","1"
"300615","0","戰鬥開始15秒內，我方進入無敵狀態","3006","1","300615","-1","54000","3","891000000000","無敵15秒","1"
"300616","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","3006","1","300616","-1","54000","3","648000000000","提升魔法攻擊90秒","1"
"300617","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3006","1","300617","-1","54000","3","324000000000","降低物理防禦90秒","1"
"300618","0","戰鬥開始90秒內，使敵人的魔法防禦力下降","3006","1","300618","-1","54000","3","81000000000","降低魔法防禦90秒","1"
"300701","0","戰鬥開始90秒內，每秒恢復我方的HP","3007","1","300701","-1","54000","3","9409000000000","每秒HP恢復90秒","1"
"300702","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3007","1","300702","-1","54000","3","8730000000000","降低物理攻擊90秒","1"
"300703","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3007","1","300703","-1","54000","3","8148000000000","降低魔法攻擊90秒","1"
"300704","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3007","1","300704","-1","54000","3","7469000000000","提升物理攻擊90秒","1"
"300705","0","戰鬥開始90秒內，使我方的魔法攻擊力提升","3007","1","300705","-1","54000","3","6887000000000","提升魔法攻擊90秒","1"
"300706","0","戰鬥開始90秒內，使敵人的物理防禦力下降","3007","1","300706","-1","54000","3","6208000000000","降低物理防禦90秒","1"
"300707","0","戰鬥開始90秒內，每秒提升我方的TP","3007","1","300707","-1","54000","3","5529000000000","每秒TP提升90秒","1"
"300708","0","戰鬥開始90秒內，每秒恢復我方的HP","3007","1","300708","-1","54000","3","4947000000000","每秒HP恢復90秒","1"
"300709","0","戰鬥開始90秒內，使敵人的物理攻擊力下降","3007","1","300709","-1","54000","3","4268000000000","降低物理攻擊90秒","1"
"300710","0","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3007","1","300710","-1","54000","3","3589000000000","降低魔法攻擊90秒","1"
"300711","0","戰鬥開始90秒內，使我方的物理攻擊力提升。","3007","1","300711","-1","54000","3","3007000000000","提升物理攻擊90秒","1"
