52b30a09024dd0b303364b212931c413325c224900c75a256df4263714cedf62,1aeaa3ba4b31f6ab3645e146f6b51b86abfac10446e970f3cd10dc2c0cf4d1d8,84baa805590aba208ca0406d8cdb9243bd2555b5b281d0afbd0962507bdfc7a7,7a61e8fb1c2638d848649b22b266fe9501965e58351e57d62d16c8565b681456,4ef7b16e3b135e66295ed88a84d51ac0e25acb5f6e2b74bd87bf911743a19019,930c0fc0bfdb5ff98f20ce20338fe9adbe27e6afdf4cffd98aa4d4b6c5e4f119,0121a812e75b4e7f65c0fb96e92d66594599249224d01d6ab3ea2ada05c2c2a8,b5506b0780f812bccd06ad1a3a550db8dd9ac569c02584c0ffe0ae2f3f4ddbd4,21535c114208a8346d46224105e6221db04f15f827b0c98dd6227f628456a8a0,e2e27416a655b9f154eef4b00ac625d5c09e9f5727eeaa48ad8b4eebef46f85b,e1527fc241127d9c472f269492f8c50da234afbee6e16feeb94901727708f821
"1","61040","0","0.2","0","3","106011","5146061","kyaru_smile_idle","kyaru_smile_in",""
"1","61041","0","0.2","0","3","1060","5146061","kyaru_smile_idle","kyaru_smile_in",""
"","61042","","","0","21","vo_apg","5146061","0","vo_apg_0103",""
"","61043","","0","0","3","201","5146061","","0103_in",""
"","61044","","","","93","5.4","5146061","","1",""
"","61045","","0","0","3","201","5146061","","0103_mid",""
"","61046","","","","92","","5146061","","",""
"","61047","","0","0","3","201","5146061","","0103_out",""
"","61048","","","","93","0.2","5146061","","0",""
"","61049","","","","37","2","5146061","","fade105_out",""
"","61050","","","","4","105811","5146061","","1",""
"","61051","","","","4","1058","5146061","","1",""
"","61052","","0.2","1","3","105811","5146061","","surprise_talk",""
"","61053","","0.2","1","3","1058","5146061","","surprise_talk",""
"","61054","","","0","21","vo_apg","5146061","0","vo_apg_0104",""
"1","61055","0","0","7","11","105811","5146061","1","……小凱留，\n不想被拍進照片嗎……？","0"
"","61056","","","","91","0","5146061","","",""
"","61057","","0.2","1","3","105811","5146061","","surprise_idle_talk1R",""
"","61058","","0.2","1","3","1058","5146061","","surprise_idle_talk1R",""
"","61059","","0.2","1","3","105911","5146061","","kokkoro_surprise_talk",""
"","61060","","0.2","1","3","1059","5146061","","kokkoro_surprise_talk",""
"","61061","","","0","21","vo_apg","5146061","0","vo_apg_0105",""
"1","61062","0","0","7","11","105911","5146061","1","是的，\n看來是這樣沒錯。","0"
"","61063","","","","91","0","5146061","","",""
"","61064","","0.2","1","3","105911","5146061","","kokkoro_idle_normal",""
"","61065","","0.2","1","3","1059","5146061","","kokkoro_idle_normal",""
"","61066","","0.2","1","3","105811","5146061","","idle_normal_talk1R",""
"","61067","","0.2","1","3","1058","5146061","","idle_normal_talk1R",""
"","61068","","","","4","105811","5146061","","0",""
"","61069","","","","4","1058","5146061","","0",""
"","61070","","","","4","106011","5146061","","1",""
"","61071","","","","4","1060","5146061","","1",""
"1","61072","0","0.2","0","3","106011","5146061","cool_talk_sing_shy","cool_in_sing_shy",""
"1","61073","0","0.2","0","3","1060","5146061","cool_talk_sing_shy","cool_in_sing_shy",""
"","61074","","","0","21","vo_apg","5146061","0","vo_apg_0106",""
"1","61075","0","0","10","11","106011","5146061","1","喂，我們快點去搭啦～\n唉～討厭討厭……呵呵呵。","0"
"","61076","","","","91","0","5146061","","",""
"","61077","","","","22","0","5146061","","0",""
"","61078","","0.2","1","3","106011","5146061","","walk_kyapi_shy",""
"","61079","","0.2","1","3","1060","5146061","","walk_kyapi_shy",""
"","61080","","0.2","1","3","105811","5146061","","walk_furimuki",""
"","61081","","0.2","1","3","1058","5146061","","walk_furimuki",""
"","61082","","0.2","1","3","105911","5146061","","kokkoro_walk_surprise",""
"","61083","","0.2","1","3","1059","5146061","","kokkoro_walk_surprise",""
"0","61084","","","-278","2","106011","5146061","2","149",""
"0","61085","","","-278","2","1060","5146061","2","149",""
"0","61086","","","-278","2","105811","5146061","2","-54",""
"0","61087","","","-278","2","1058","5146061","2","-54",""
"0","61088","","","-288","2","105911","5146061","2","-214",""
"0","61089","","","-288","2","1059","5146061","2","-214",""
"","61090","","","","93","1","5146061","","0",""
"","61091","","","","37","2","5146061","","iris_in",""
"","61092","","","","93","2","5146061","","0",""
"","61093","","","1","23","se_10055900","5146061","","se_10055900_coaster_02",""
"","61094","","","","32","10","5146061","","1",""
"","61095","","","0.5","122","30","5146061","","30",""
"","61096","","","0","21","vo_apg","5146061","0","vo_apg_0107",""
"","61097","","0","0","3","202","5146061","","0107_in",""
"","61098","","","","93","0.7","5146061","","1",""
"","61099","","0","0","3","202","5146061","","0107_mid",""
"","61100","","","","92","","5146061","","",""
"","61101","","0","0","3","202","5146061","","0107_out",""
"","61102","","","","93","0.2","5146061","","0",""
"0","61103","","","-211","2","202","5146061","0","0",""
"","61104","","","0.5","122","30","5146061","","30",""
"","61105","","","0","21","vo_apg","5146061","0","vo_apg_0108",""
"","61106","","0","0","3","203","5146061","","0108_in",""
"","61107","","","","93","0.8","5146061","","1",""
"","61108","","0","0","3","203","5146061","","0108_mid",""
"","61109","","","","92","","5146061","","",""
"","61110","","0","0","3","203","5146061","","0108_out",""
"","61111","","","","93","0.2","5146061","","0",""
"0","61112","","","16","2","201","5146061","0","315",""
"","61113","","","0.5","122","30","5146061","","30",""
"","61114","","","0","21","vo_apg","5146061","0","vo_apg_0109",""
"","61115","","0","0","3","201","5146061","","0109_in",""
"","61116","","","","93","1.1","5146061","","1",""
"","61117","","0","0","3","201","5146061","","0109_mid",""
"","61118","","","","92","","5146061","","",""
"","61119","","0","0","3","201","5146061","","0109_out",""
"","61120","","","","93","0.2","5146061","","0",""
"","61121","","","0.5","122","30","5146061","","30",""
"","61122","","","0","21","vo_apg","5146061","0","vo_apg_0110",""
"","61123","","0","0","3","202","5146061","","0107_in",""
"","61124","","0","0","3","203","5146061","","0108_in",""
"","61125","","0","0","3","201","5146061","","0109_in",""
"","61126","","","","93","1.1","5146061","","1",""
"","61127","","0","0","3","202","5146061","","0107_mid",""
"","61128","","0","0","3","203","5146061","","0108_mid",""
"","61129","","0","0","3","201","5146061","","0109_mid",""
"","61130","","","","92","","5146061","","",""
"","61131","","0","0","3","202","5146061","","0107_out",""
"","61132","","0","0","3","203","5146061","","0108_out",""
"","61133","","0","0","3","201","5146061","","0109_out",""
"","61134","","","","93","0.2","5146061","","0",""
"0","61135","","","0","2","201","5146061","0","216",""
"","61136","","","0","21","vo_apg","5146061","0","vo_apg_0111",""
"","61137","","0","0","3","201","5146061","","0111_in",""
"","61138","","","","93","1.8","5146061","","1",""
"","61139","","0","0","3","201","5146061","","0111_mid",""
"","61140","","","","92","","5146061","","",""
"","61141","","0","0","3","201","5146061","","0111_out",""
"","61142","","","","93","0.2","5146061","","0",""
"","61143","","","","22","0","5146061","","0",""
"","61144","","","","93","0.5","5146061","","",""
"","61145","","","","32","11","5146061","","1",""
"","61146","","","0","23","se_10055900","5146061","","se_10055900_camera",""
"","61147","","","","93","0.2","5146061","","0",""
"","61148","","","","32","10","5146061","","0",""
"","61149","","","","93","1.8","5146061","","0",""
"","61150","","","","24","se_10055900_coaster_02","5146061","","0.5",""
"","61151","","","","37","2","5146061","","iris_out",""
"0","61152","","","-278","2","106011","5146061","0","129",""
"0","61153","","","-278","2","1060","5146061","0","129",""
"0","61154","","","-278","2","105811","5146061","0","-34",""
"0","61155","","","-278","2","1058","5146061","0","-34",""
"0","61156","","","-288","2","105911","5146061","0","-194",""
"0","61157","","","-288","2","1059","5146061","0","-194",""
"","61158","","0.2","1","3","106011","5146061","","walk_normal_dere2",""
"","61159","","0.2","1","3","1060","5146061","","walk_normal_dere2",""
"","61160","","0.2","1","3","105811","5146061","","walk_normal_joy",""
"","61161","","0.2","1","3","1058","5146061","","walk_normal_joy",""
"","61162","","0.2","1","3","105911","5146061","","kokkoro_walk_normal_dere",""
"","61163","","0.2","1","3","1059","5146061","","kokkoro_walk_normal_dere",""
"0","61164","","","-278","2","106011","5146061","2","290",""
"0","61165","","","-278","2","1060","5146061","2","290",""
"0","61166","","","-278","2","105811","5146061","2","-225",""
"0","61167","","","-278","2","1058","5146061","2","-225",""
"0","61168","","","-288","2","105911","5146061","2","-385",""
"0","61169","","","-288","2","1059","5146061","2","-385",""
"","61170","","","","4","106011","5146061","","0",""
"","61171","","","","4","1060","5146061","","0",""
"","61172","","","","4","105811","5146061","","1",""
"","61173","","","","4","1058","5146061","","1",""
"","61174","","","","4","105911","5146061","","1",""
"","61175","","","","4","1059","5146061","","1",""
"","61176","","","","93","2","5146061","","0",""
"","61177","","","","4","106011","5146061","","1",""
"","61178","","","","4","1060","5146061","","1",""
"","61179","","","","4","105811","5146061","","0",""
"","61180","","","","4","1058","5146061","","0",""
"","61181","","","","4","105911","5146061","","0",""
"","61182","","","","4","1059","5146061","","0",""
"","61183","","0.2","1","3","106011","5146061","","joy_idle_doya_shy",""
"","61184","","0.2","1","3","1060","5146061","","joy_idle_doya_shy",""
"","61185","","0.2","1","3","105811","5146061","","idle_normal",""
"","61186","","0.2","1","3","1058","5146061","","idle_normal",""
"","61187","","0.2","1","3","105911","5146061","","kokkoro_idle_normal_joy",""
"","61188","","0.2","1","3","1059","5146061","","kokkoro_idle_normal_joy",""
"","61189","","","","93","0.3","5146061","","0",""
"1","61190","0.2","0.2","0","3","105811","5146061","guts2_talk_joy","jump_short",""
"1","61191","0.2","0.2","0","3","1058","5146061","guts2_talk_joy","jump_short",""
"","61192","","","0","21","vo_apg","5146061","0","vo_apg_0112",""
"1","61193","0","0","9","11","105811","5146061","1","哈～♪\n玩得真開心呢──☆","0"
"","61194","","","","91","0","5146061","","",""
"","61195","","0.2","1","3","105811","5146061","","idle_normal",""
"","61196","","0.2","1","3","1058","5146061","","idle_normal",""
"","61197","","0.2","1","3","105911","5146061","","kokkoro_talk_normal",""
"","61198","","0.2","1","3","1059","5146061","","kokkoro_talk_normal",""
"","61199","","","0","21","vo_apg","5146061","0","vo_apg_0113",""
"1","61200","0","0","8","11","105911","5146061","1","各位，\n照片似乎\n已經洗出來了。","0"
"","61201","","","","91","0","5146061","","",""
"","61202","","0.2","1","3","105911","5146061","","kokkoro_idle_normal_joy",""
"","61203","","0.2","1","3","1059","5146061","","kokkoro_idle_normal_joy",""
"1","61204","0","0.2","0","3","106011","5146061","armcrossed_talk_dere_shy","armcrossed_in_dere_shy",""
"1","61205","0","0.2","0","3","1060","5146061","armcrossed_talk_dere_shy","armcrossed_in_dere_shy",""
"","61206","","","0","21","vo_apg","5146061","0","vo_apg_0114",""
"1","61207","0","0","10","11","106011","5146061","1","唉～糟透了。\n……算了，我就姑且\n看一下拍得如何吧♪","0"
"","61208","","","","91","0","5146061","","",""
"","61209","","","","22","0","5146061","","0",""
"","61210","","0.2","0","3","106011","5146061","","armcrossed_idle_anger_lookup",""
"","61211","","0.2","0","3","1060","5146061","","armcrossed_idle_anger_lookup",""
"","61212","","0.2","1","3","105811","5146061","","idle_normal_lookup",""
"","61213","","0.2","1","3","1058","5146061","","idle_normal_lookup",""
"","61214","","0.2","1","3","105911","5146061","","kokkoro_wish_idle_joy_lookup",""
"","61215","","0.2","1","3","1059","5146061","","kokkoro_wish_idle_joy_lookup",""
"","61216","","0","0","3","21","5146061","","coaster_1_in",""
"","61217","","","0","23","se_10055900","5146061","","se_10055900_photo",""
"","61218","","","","93","2.3","5146061","","0",""
"","61219","","0.2","1","3","105811","5146061","","idle_normal_surprise",""
"","61220","","0.2","1","3","1058","5146061","","idle_normal_surprise",""
"","61221","","0.2","1","3","105911","5146061","","kokkoro_idle_normal_surprise",""
"","61222","","0.2","1","3","1059","5146061","","kokkoro_idle_normal_surprise",""
"1","61223","0","0.2","0","3","106011","5146061","pointing_loop_noface","pointing_in_noface",""
"1","61224","0","0.2","0","3","1060","5146061","pointing_loop_kyaru","pointing_in_kyaru",""
"","61225","","","0","21","vo_apg","5146061","0","vo_apg_0115",""
"1","61226","0","0","8","11","106011","5146061","1","呃，這是怎樣啊──！！！\n根本沒拍到我嘛！！？","0"
"","61227","","","","93","0.5","5146061","","1",""
"","61228","","","0.5","122","30","5146061","","30",""
"","61229","","","","91","61226","5146061","","",""
"","61230","","0.2","1","3","105811","5146061","","surprise_talk",""
"","61231","","0.2","1","3","1058","5146061","","surprise_talk",""
"","61232","","","0","21","vo_apg","5146061","0","vo_apg_0116",""
"1","61233","0","0","7","11","105811","5146061","1","……咦？\n小凱留其實\n很想被拍嗎？","0"
"","61234","","","","91","0","5146061","","",""
"","61235","","0.2","1","3","105811","5146061","","idle_normal_talk1R",""
"","61236","","0.2","1","3","1058","5146061","","idle_normal_talk1R",""
"","61237","","0.2","1","3","105911","5146061","","kokkoro_sad_talk",""
"","61238","","0.2","1","3","1059","5146061","","kokkoro_sad_talk",""
"","61239","","","0","21","vo_apg","5146061","0","vo_apg_0117",""
"1","61240","0","0","8","11","105911","5146061","1","在下以為凱留小姐不想被拍，\n就把您遮住了。\n看來似乎是在下多管閒事。","0"
"","61241","","","","91","0","5146061","","",""
"","61242","","0.2","1","3","105911","5146061","","kokkoro_idle_normal",""
"","61243","","0.2","1","3","1059","5146061","","kokkoro_idle_normal",""
"1","61244","0","0.2","0","3","106011","5146061","shock_loop_shy_red","shock_in_shy_red",""
"1","61245","0","0.2","0","3","1060","5146061","shock_loop_shy_red","shock_in_shy_red",""
"","61246","","","0","21","vo_apg","5146061","0","vo_apg_0118",""
"1","61247","0","0","9","11","106011","5146061","1","不……不是，\n也不是那樣的啦！！？","0"
"","61248","","","","91","0","5146061","","",""
"","61249","","0","0","3","21","5146061","","coaster_1_out",""
"","61250","0.2","0.2","1","3","105911","5146061","","kokkoro_idle_normal_joy",""
"","61251","0.2","0.2","1","3","1059","5146061","","kokkoro_idle_normal_joy",""
"","61252","0.2","0.2","1","3","105811","5146061","","joy_talk",""
"","61253","0.2","0.2","1","3","1058","5146061","","joy_talk",""
"","61254","","","0","21","vo_apg","5146061","0","vo_apg_0119",""
"1","61255","0","0","9","11","105811","5146061","1","什麼嘛♪\n那我們就再搭一次吧──♪","0"
"","61256","","","","91","0","5146061","","",""
"","61257","","0.2","1","3","105811","5146061","","joy_idle",""
"","61258","","0.2","1","3","1058","5146061","","joy_idle",""
"","61259","","0.2","1","3","105911","5146061","","kokkoro_wish_talk_normal2",""
"","61260","","0.2","1","3","1059","5146061","","kokkoro_wish_talk_normal2",""
"","61261","","","0","21","vo_apg","5146061","0","vo_apg_0120",""
"1","61262","0","0","7","11","105911","5146061","1","好的，就這麼做吧♪","0"
"","61263","","","","91","0","5146061","","",""
"","61264","","","","22","0","5146061","","0",""
"","61265","","0.2","1","3","105911","5146061","","kokkoro_wish_idle_joy",""
"","61266","","0.2","1","3","1059","5146061","","kokkoro_wish_idle_joy",""
"","61267","","0.2","1","3","106011","5146061","","anger_talk_anger2_red",""
"","61268","","0.2","1","3","1060","5146061","","anger_talk_anger2_red",""
"0","61269","0","0","2","12","106011","5146061","0","2","0"
"0","61270","0","0","2","12","105811","5146061","0","10","0"
"0","61271","0","0","2","12","105911","5146061","0","10","0"
"","61272","","","","93","2","5146061","","0",""
"","61273","","","","101","61274","5146061","","",""
"","61274","","","","22","0","5146061","","0.2",""
"-278","62001","0","1.8","103","1","1","5146062","-290","100911","idle_normal"
"-278","62002","0","1.8","104","5","3","5146062","-290","1009","idle_normal"
"-278","62003","1","1.8","100","1","1","5146062","290","131011","idle_normal"
"","62004","","","","13","100911","5146062","","203",""
"","62005","","","","13","131011","5146062","","200",""
"-174","62006","0","0.85","15","5","7","5146062","0","7","idle"
"71","62007","0","1","210","5","20","5146062","-132","20","empty"
"-42","62008","0","1","210","5","22","5146062","0","22","empty"
"153","62009","0","1","60","5","21","5146062","0","21","empty"
"1","62010","","1","0","31","1","5146062","0","1",""
"1","62011","","0","0","31","2","5146062","-57.7","2",""
"1","62012","","0","0","31","10","5146062","0","10",""
"1","62013","","0","0","31","11","5146062","0","11",""
"1","62014","","0","-290","31","14","5146062","-278","14",""
"1","62015","","1","0","31","20","5146062","0","20",""
"","62016","","","","36","20","5146062","","100911",""
"","62017","","","","36","20","5146062","","20",""
"","62018","","","","36","20","5146062","","22",""
"","62019","","","","91","0","5146062","","0",""
"","62020","","","0","102","0","5146062","","0",""
"","62021","","","","93","1","5146062","","0",""
"1","62022","0","0.2","0","3","100911","5146062","cool_talk_dere","cool_in_dere",""
"1","62023","0","0.2","0","3","1009","5146062","cool_talk_dere","cool_in_dere",""
"","62024","","","0","21","vo_apg","5146062","0","vo_apg_0201",""
"1","62025","0","0","9","11","100911","5146062","1","出發吧，前往極滅禁斷秘儀！\n好，麻煩妳帶路了！","0"
"","62026","","","","91","0","5146062","","",""
"","62027","","0.2","1","3","100911","5146062","","cool_idle",""
"","62028","","0.2","1","3","1009","5146062","","cool_idle",""
"","62029","","0.2","1","3","131011","5146062","","wish_talk_joy",""
"","62030","","","0","21","vo_apg","5146062","0","vo_apg_0202",""
"1","62031","0","0","8","11","131011","5146062","1","杏奈小姐竟然會感興趣，\n人家很高興呢～\n人家會好好為妳帶路的。","0"
"","62032","","","","91","0","5146062","","",""
"","62033","","0.2","1","3","131011","5146062","","wish_idle",""
"1","62034","0.2","0.2","0","3","100911","5146062","sad_talk","anna_armcrossed",""
"1","62035","0.2","0.2","0","3","1009","5146062","sad_talk","anna_armcrossed",""
"","62036","","","0","21","vo_apg","5146062","0","vo_apg_0203",""
"1","62037","0","0","9","11","100911","5146062","1","嗯！吉格魯特他們也\n挑戰過的這場試煉，我冥姬也……\n呃，咦？\n這莫非，是尖叫系設施……？","0"
"","62038","","","","91","0","5146062","","",""
"","62039","","0.2","1","3","100911","5146062","","sad_idle",""
"","62040","","0.2","1","3","1009","5146062","","sad_idle",""
"1","62041","0.2","0.2","0","3","131011","5146062","surprise_talk","maho_talk_normal",""
"","62042","","","0","21","vo_apg","5146062","0","vo_apg_0204",""
"1","62043","0","0","9","11","131011","5146062","1","這是這座遊樂園\n大受歡迎的遊樂設施喔～\n奇怪？怎麼了嗎？\n妳的臉色看起來不太好……","0"
"","62044","","","","91","0","5146062","","",""
"","62045","","0.2","1","3","131011","5146062","","surprise_idle",""
"","62046","","0.2","1","3","100911","5146062","","anger_talk_shy",""
"","62047","","0.2","1","3","1009","5146062","","anger_talk_shy",""
"","62048","","","0","21","vo_apg","5146062","0","vo_apg_0205",""
"1","62049","0","0","9","11","100911","5146062","1","我我我、我才不是感、感到害怕……\n徹徹底底，完全沒問題喔？","0"
"","62050","","","","91","0","5146062","","",""
"","62051","","0.2","1","3","100911","5146062","","anger_idle_shy",""
"","62052","","0.2","1","3","1009","5146062","","anger_idle_shy",""
"","62053","","0.2","1","3","131011","5146062","","worry_talk",""
"","62054","","","0","21","vo_apg","5146062","0","vo_apg_0206",""
"1","62055","0","0","9","11","131011","5146062","1","話雖如此，最好還是不要\n勉強自己比較好吧？","0"
"","62056","","","","91","0","5146062","","",""
"","62057","","0.2","1","3","131011","5146062","","wish_idle_shy",""
"","62058","","0.2","1","3","100911","5146062","","anger_talk_pain",""
"","62059","","0.2","1","3","1009","5146062","","anger_talk_pain",""
"","62060","","","0","21","vo_apg","5146062","0","vo_apg_0207",""
"1","62061","0","0","9","11","100911","5146062","1","沒事！我、我都說沒問題了！\n妳都帶我到這裡了，怎麼能退縮……\n我要上了！突擊────！","0"
"","62062","","","","91","0","5146062","","",""
"","62063","","","","22","0","5146062","","0",""
"","62064","","0.2","1","3","100911","5146062","","run_dash_anger2",""
"","62065","","0.2","1","3","1009","5146062","","run_dash_anger2",""
"","62066","","0.2","1","3","131011","5146062","","walk_surprise",""
"0","62067","","","-278","2","100911","5146062","2","-129",""
"0","62068","","","-278","2","1009","5146062","2","-129",""
"0","62069","","","-278","2","131011","5146062","2","129",""
"","62070","","","","32","14","5146062","","1",""
"","62071","","","","37","14","5146062","","left",""
"0","62072","","","-278","33","14","5146062","2","-129",""
"","62073","","","","93","1","5146062","","0",""
"","62074","","","","32","2","5146062","","1",""
"","62075","","","","93","1.5","5146062","","0",""
"","62076","","","","32","14","5146062","","0",""
"0","62077","","","-331","2","100911","5146062","0","0",""
"","62078","","","","37","20","5146062","","scale15",""
"","62079","","","1","23","se_10055900","5146062","","se_10055900_coaster_01",""
"","62080","","","0","21","vo_apg","5146062","0","vo_apg_0208",""
"","62081","","0","0","3","22","5146062","","0208_in",""
"","62082","","","","93","3.3","5146062","","1",""
"","62083","","0","0","3","22","5146062","","0208_mid",""
"","62084","","","","92","","5146062","","",""
"","62085","","0","0","3","22","5146062","","0208_out",""
"","62086","","","","93","0.2","5146062","","0",""
"","62087","","","","93","0.3","5146062","","0",""
"","62088","","","","37","20","5146062","","scale1",""
"","62089","","","","32","10","5146062","","1",""
"","62090","","","","24","se_10055900_coaster_01","5146062","","0.5",""
"","62091","","","1","23","se_10055900","5146062","","se_10055900_coaster_02",""
"0","62092","","","0","2","20","5146062","0","0",""
"","62093","","","0.5","122","30","5146062","","30",""
"","62094","","","0","21","vo_apg","5146062","0","vo_apg_0209",""
"","62095","","0","0","3","20","5146062","","0209_in",""
"","62096","","","","93","2.6","5146062","","1",""
"","62097","","0","0","3","20","5146062","","0209_mid",""
"","62098","","","","92","","5146062","","",""
"","62099","","0","0","3","20","5146062","","0209_out",""
"","62100","","","","93","0.2","5146062","","0",""
"","62101","","","1","122","30","5146062","","30",""
"","62102","","","0","21","vo_apg","5146062","0","vo_apg_0210",""
"","62103","","0","0","3","20","5146062","","0210_in",""
"","62104","","","","93","2.7","5146062","","1",""
"","62105","","0","0","3","20","5146062","","0210_mid",""
"","62106","","","","92","","5146062","","",""
"","62107","","0","0","3","20","5146062","","0210_out",""
"","62108","","","","93","0.2","5146062","","0",""
"","62109","","","","22","0","5146062","","0",""
"","62110","","0","1","3","20","5146062","","empty",""
"","62111","","","","93","1","5146062","","",""
"","62112","","","","32","11","5146062","","1",""
"","62113","","","0","23","se_10055900","5146062","","se_10055900_camera",""
"","62114","","","","93","0.2","5146062","","0",""
"","62115","","","","32","10","5146062","","0",""
"","62116","","","","93","1.8","5146062","","0",""
"","62117","","","","24","se_10055900_coaster_02","5146062","","0.5",""
"","62118","","","","37","2","5146062","","iris_out",""
"0","62119","","","-278","2","100911","5146062","0","-129",""
"0","62120","","","-278","2","1009","5146062","0","-129",""
"0","62121","","","-278","2","131011","5146062","0","129",""
"","62122","","0.2","1","3","100911","5146062","","anna_walk",""
"","62123","","0.2","1","3","1009","5146062","","anna_walk",""
"","62124","","0.2","1","3","131011","5146062","","walk_normal_joy",""
"0","62125","","","-278","2","100911","5146062","2","-290",""
"0","62126","","","-278","2","1009","5146062","2","-290",""
"0","62127","","","-278","2","131011","5146062","2","290",""
"","62128","","","","4","100911","5146062","","1",""
"","62129","","","","4","1009","5146062","","1",""
"","62130","","","","4","131011","5146062","","0",""
"","62131","","","","93","2","5146062","","0",""
"","62132","","","","4","100911","5146062","","0",""
"","62133","","","","4","1009","5146062","","0",""
"","62134","","","","4","131011","5146062","","1",""
"","62135","","0.2","1","3","100911","5146062","","anna_idle",""
"0","62136","","0.2","1","3","1009","5146062","","anna_idle",""
"","62137","","0.2","1","3","131011","5146062","","idle_normal",""
"","62138","","","","93","0.5","5146062","","0",""
"","62139","","0.2","1","3","131011","5146062","","talk_normal_surprise",""
"","62140","","","0","21","vo_apg","5146062","0","vo_apg_0211",""
"1","62141","0","0","10","11","131011","5146062","1","妳覺得如何呢？\n發出了很響亮的喊叫聲呢。","0"
"","62142","","","","91","0","5146062","","",""
"","62143","","0.2","1","3","131011","5146062","","idle_normal_surprise",""
"1","62144","0","0.2","0","3","100911","5146062","anna_kukuku_loop","anna_kukuku_in",""
"1","62145","0","0.2","0","3","1009","5146062","anna_kukuku_loop","anna_kukuku_in",""
"","62146","","","0","21","vo_apg","5146062","0","vo_apg_0212",""
"1","62147","0","20","12","11","100911","5146062","1","呵、呵呵呵……吉格魯特啊……\n我也，看得見了……時之刻！","0"
"","62148","","","","91","0","5146062","","",""
"","62149","","0","0","3","21","5146062","","coaster_2_in",""
"","62150","","","0","23","se_10055900","5146062","","se_10055900_photo",""
"","62151","","","","93","0.1","5146062","","0",""
"1","62152","0","0.2","0","3","100911","5146062","anna_ahaha_loop","anna_ahaha_in",""
"1","62153","0","0.2","0","3","1009","5146062","anna_ahaha_loop","anna_ahaha_in",""
"","62154","","","0","21","vo_apg","5146062","0","vo_apg_0213",""
"1","62155","0","-30","8","11","100911","5146062","1","此刻，冥姬\n超越了疾風！","0"
