b9b3847696f5f26bbe011610cd50d029d15131b25e70f8c63841706d242e5195,d3368bcc0a4278fcb7ed5c6e029a910caa773d0230d28e586749b002996f909c,bc2d28acf19adfdfadccd7d3935745f3562e567722a599faaf7bcad6c3ca2fa6,396ea085664ebe552ce7f0dda864c50798b4555ce3b780214e32d02edc065aff,0d57c0502055c89ef8dcf4155a0973d362b12fb53cae1bfd6c63f26607eadbd3,52c89d24cf59d791b22866024c8a4f0395e31b7209eb70038b815f2432aca11e
"97","1","1002","15","10201071","56011071"
"98","1","1003","15","10201072","56011072"
"99","50","0","8","91002","56011072"
"100","1","1001","15","10201073","56011073"
"101","1","1002","15","10201074","56011074"
"102","1","1003","15","10201075","56011075"
"103","50","0","8","91002","56011075"
"104","1","1001","15","10201076","56011076"
"105","1","1002","15","10201077","56011077"
"106","1","1003","15","10201078","56011078"
"107","50","0","8","91002","56011078"
"108","1","1001","15","10201079","56011079"
"109","1","1002","15","10201080","56011080"
"110","1","1003","15","10201081","56011081"
"111","50","0","8","91002","56011081"
"112","1","1001","15","10201082","56011082"
"113","1","1002","15","10201083","56011083"
"114","1","1003","15","10201084","56011084"
"115","50","0","8","91002","56011084"
"116","1","1001","15","10201085","56011085"
"117","1","1002","15","10201086","56011086"
"118","1","1003","15","10201087","56011087"
"119","50","0","8","91002","56011087"
"120","1","1001","15","10201088","56011088"
"121","1","1002","15","10201089","56011089"
"122","1","1003","15","10201090","56011090"
"123","50","0","8","91002","56011090"
"124","1","1001","15","10201091","56011091"
"125","1","1002","15","10201092","56011092"
"126","1","1003","15","10201093","56011093"
"127","50","0","8","91002","56011093"
"128","1","1001","15","10201094","56011094"
"129","1","1002","15","10201095","56011095"
"130","1","1003","15","10201096","56011096"
"131","50","0","8","91002","56011096"
"132","1","1001","15","10201097","56011097"
"133","1","1002","15","10201098","56011098"
"134","1","1003","15","10201099","56011099"
"135","50","0","8","91002","56011099"
"136","1","1001","15","10201100","56011100"
"137","1","1002","15","10201101","56011101"
"138","1","1003","15","10201102","56011102"
"139","50","0","8","91002","56011102"
"140","1","1001","15","10201103","56011103"
"141","1","1002","15","10201104","56011104"
"142","1","1003","15","10201105","56011105"
"143","50","0","8","91002","56011105"
"144","1","1001","15","10201106","56011106"
"145","1","1002","15","10201107","56011107"
"146","1","1003","15","10201108","56011108"
"147","50","0","8","91002","56011108"
"148","1","1001","15","10201109","56011109"
"149","1","1002","15","10201110","56011110"
"150","1","1003","15","10201111","56011111"
"151","50","0","8","91002","56011111"
"152","1","1001","15","10201112","56011112"
"153","1","1002","15","10201113","56011113"
"154","1","1003","15","10201114","56011114"
"155","50","0","8","91002","56011114"
"156","1","1001","15","10201115","56011115"
"157","1","1002","15","10201116","56011116"
"158","1","1003","15","10201117","56011117"
"159","50","0","8","91002","56011117"
"160","1","1001","15","10201118","56011118"
"161","1","1002","15","10201119","56011119"
"162","1","1003","15","10201120","56011120"
"163","50","0","8","91002","56011120"
"164","1","1001","15","10201121","56011121"
"165","1","1002","15","10201122","56011122"
"166","1","1003","15","10201123","56011123"
"167","50","0","8","91002","56011123"
"168","1","1001","15","10201124","56011124"
"169","1","1002","15","10201125","56011125"
"170","1","1003","15","10201126","56011126"
"171","50","0","8","91002","56011126"
"172","1","1001","15","10201127","56011127"
"173","1","1002","15","10201128","56011128"
"174","1","1003","15","10201129","56011129"
"175","50","0","8","91002","56011129"
"176","1","1001","15","10201130","56011130"
"177","1","1002","15","10201131","56011131"
"178","1","1003","15","10201132","56011132"
"179","50","0","8","91002","56011132"
"180","1","1001","15","10201133","56011133"
"181","1","1002","15","10201134","56011134"
"182","1","1003","15","10201135","56011135"
"183","50","0","8","91002","56011135"
"184","1","1001","15","10201136","56011136"
"185","1","1002","15","10201137","56011137"
"186","1","1003","15","10201138","56011138"
"187","50","0","8","91002","56011138"
"188","1","1001","15","10201139","56011139"
"189","1","1002","15","10201140","56011140"
"190","1","1003","15","10201141","56011141"
"191","50","0","8","91002","56011141"
"192","1","1001","15","10201142","56011142"
"193","1","1002","15","10201143","56011143"
"194","1","1003","15","10201144","56011144"
"195","50","0","8","91002","56011144"
"196","1","1001","15","10201145","56011145"
"197","1","1002","15","10201146","56011146"
"198","1","1003","15","10201147","56011147"
"199","50","0","8","91002","56011147"
"200","1","1001","15","10201148","56011148"
"201","1","1002","15","10201149","56011149"
"202","1","1003","15","10201150","56011150"
"203","50","0","8","91002","56011150"
"204","1","1001","15","10201151","56011151"
"205","1","1002","15","10201152","56011152"
"206","1","1003","15","10201153","56011153"
"207","50","0","8","91002","56011153"
"208","1","1001","15","10201154","56011154"
"209","1","1002","15","10201155","56011155"
"210","1","1003","15","10201156","56011156"
"211","50","0","8","91002","56011156"
"212","1","1001","15","10201157","56011157"
"213","1","1002","15","10201158","56011158"
"214","1","1003","15","10201159","56011159"
"215","50","0","8","91002","56011159"
"216","1","1001","15","10201160","56011160"
"217","1","1002","15","10201161","56011161"
"218","1","1003","15","10201162","56011162"
"219","50","0","8","91002","56011162"
"220","1","1001","15","10201163","56011163"
"221","1","1002","15","10201164","56011164"
"222","1","1003","15","10201165","56011165"
"223","50","0","8","91002","56011165"
"224","1","1001","15","10201166","56011166"
"225","1","1002","15","10201167","56011167"
"226","1","1003","15","10201168","56011168"
"227","50","0","8","91002","56011168"
"228","1","1001","15","10201169","56011169"
"229","1","1002","15","10201170","56011170"
"230","1","1003","15","10201171","56011171"
"231","50","0","8","91002","56011171"
"232","1","1001","15","10201172","56011172"
"233","1","1002","15","10201173","56011173"
"234","1","1003","15","10201174","56011174"
"235","50","0","8","91002","56011174"
"236","1","1001","15","10201175","56011175"
"237","1","1002","15","10201176","56011176"
"238","1","1003","15","10201177","56011177"
"239","50","0","8","91002","56011177"
"240","1","1001","15","10201178","56011178"
"241","1","1002","15","10201179","56011179"
"242","1","1003","15","10201180","56011180"
"243","50","0","8","91002","56011180"
"244","1","1001","15","10201181","56011181"
"245","1","1002","15","10201182","56011182"
"246","1","1003","15","10201183","56011183"
"247","50","0","8","91002","56011183"
"248","1","1001","15","10201184","56011184"
"249","1","1002","15","10201185","56011185"
"250","1","1003","15","10201186","56011186"
"251","50","0","8","91002","56011186"
"252","1","1001","15","10201187","56011187"
"253","1","1002","15","10201188","56011188"
"254","1","1003","15","10201189","56011189"
"255","50","0","8","91002","56011189"
"256","1","1001","15","10201190","56011190"
"257","1","1002","15","10201191","56011191"
"258","1","1003","15","10201192","56011192"
"259","50","0","8","91002","56011192"
"260","1","1001","15","10201193","56011193"
"261","1","1002","15","10201194","56011194"
"262","1","1003","15","10201195","56011195"
"263","50","0","8","91002","56011195"
"264","1","1001","15","10201196","56011196"
"265","1","1002","15","10201197","56011197"
"266","1","1003","15","10201198","56011198"
"267","50","0","8","91002","56011198"
"268","1","1001","15","10201199","56011199"
"269","1","1002","15","10201200","56011200"
"270","1","1003","15","10201201","56011201"
"271","50","0","8","91002","56011201"
"272","1","1001","15","10201202","56011202"
"273","1","1002","15","10201203","56011203"
"274","1","1003","15","10201204","56011204"
"275","50","0","8","91002","56011204"
"276","1","1001","15","10201205","56011205"
"277","1","1002","15","10201206","56011206"
"278","1","1003","15","10201207","56011207"
"279","50","0","8","91002","56011207"
"280","1","1001","15","10201208","56011208"
"281","1","1002","15","10201209","56011209"
"282","1","1003","15","10201210","56011210"
"283","50","0","8","91002","56011210"
"284","1","1001","15","10201211","56011211"
"285","1","1002","15","10201212","56011212"
"286","1","1003","15","10201213","56011213"
"287","50","0","8","91002","56011213"
"288","1","1001","15","10201214","56011214"
"289","1","1002","15","10201215","56011215"
"290","1","1003","15","10201216","56011216"
"291","50","0","8","91002","56011216"
"292","1","1001","15","10201217","56011217"
"293","1","1002","15","10201218","56011218"
"294","1","1003","15","10201219","56011219"
"295","50","0","8","91002","56011219"
"296","1","1001","15","10201220","56011220"
"297","1","1002","15","10201221","56011221"
"298","1","1003","15","10201222","56011222"
"299","50","0","8","91002","56011222"
"300","1","1001","15","10201223","56011223"
"301","1","1002","15","10201224","56011224"
"302","1","1003","15","10201225","56011225"
"303","50","0","8","91002","56011225"
"304","1","1001","15","10201226","56011226"
"305","1","1002","15","10201227","56011227"
"306","1","1003","15","10201228","56011228"
"307","50","0","8","91002","56011228"
"308","1","1001","15","10201229","56011229"
"309","1","1002","15","10201230","56011230"
"310","1","1003","15","10201231","56011231"
"311","50","0","8","91002","56011231"
"312","1","1001","15","10201232","56011232"
"313","1","1002","15","10201233","56011233"
"314","1","1003","15","10201234","56011234"
"315","50","0","8","91002","56011234"
"316","1","1003","15","10202001","56012001"
"317","1","1003","15","10202002","56012002"
"318","1","1003","15","10202003","56012003"
"319","1","1003","15","10202004","56012004"
"320","1","1003","15","10202005","56012005"
"321","1","1003","15","10202006","56012006"
"322","1","1003","15","10202007","56012007"
"323","1","1003","15","10202008","56012008"
"324","1","1003","15","10202009","56012009"
"325","1","1003","15","10202010","56012010"
"326","1","1003","15","10202011","56012011"
"327","1","1003","15","10202012","56012012"
"328","1","1003","15","10202013","56012013"
"329","1","1003","15","10202014","56012014"
"330","1","1003","15","10202015","56012015"
"447","1","1001","15","10501001","54002001"
"448","50","0","8","91002","54002001"
"449","1","1002","15","10501002","54002002"
"450","50","0","8","91002","54002002"
"451","1","1003","15","10501003","54002003"
"452","50","0","8","91002","54002003"
"453","1","1001","15","10502001","54004001"
"454","50","0","8","91002","54004001"
"455","1","1002","15","10502002","54004002"
"456","50","0","8","91002","54004002"
"457","1","1003","15","10502003","54004003"
"458","50","0","8","91002","54004003"
"459","1","1001","15","10601001","55006001"
"460","10","0","8","91002","55006001"
"461","1","1002","15","10601002","55006002"
"462","30","0","8","91002","55006002"
"463","1","1003","15","10601003","55006003"
"464","50","0","8","91002","55006003"
"465","1","1001","15","10201235","56011235"
"466","1","1002","15","10201236","56011236"
"467","1","1003","15","10201237","56011237"
"468","50","0","8","91002","56011237"
"469","1","1001","15","10201238","56011238"
"470","1","1002","15","10201239","56011239"
"471","1","1003","15","10201240","56011240"
"472","50","0","8","91002","56011240"
"473","1","1001","15","10201241","56011241"
"474","1","1002","15","10201242","56011242"
"475","1","1003","15","10201243","56011243"
"476","50","0","8","91002","56011243"
"477","1","1001","15","10201244","56011244"
"478","1","1002","15","10201245","56011245"
"479","1","1003","15","10201246","56011246"
"480","50","0","8","91002","56011246"
"481","1","1001","15","10201247","56011247"
"482","1","1002","15","10201248","56011248"
"483","1","1003","15","10201249","56011249"
"484","50","0","8","91002","56011249"
"485","1","1001","15","10201250","56011250"
"486","1","1002","15","10201251","56011251"
"487","1","1003","15","10201252","56011252"
"488","50","0","8","91002","56011252"
"489","1","1001","15","10201253","56011253"
"490","1","1002","15","10201254","56011254"
"491","1","1003","15","10201255","56011255"
"492","50","0","8","91002","56011255"
"493","1","1001","15","10201256","56011256"
"494","1","1002","15","10201257","56011257"
"495","1","1003","15","10201258","56011258"
"496","50","0","8","91002","56011258"
"497","1","1001","15","10201259","56011259"
"498","1","1002","15","10201260","56011260"
"499","1","1003","15","10201261","56011261"
"500","50","0","8","91002","56011261"
"501","1","1001","15","10201262","56011262"
"502","1","1002","15","10201263","56011263"
"503","1","1003","15","10201264","56011264"
"504","50","0","8","91002","56011264"
"505","1","1001","15","10201265","56011265"
"506","1","1002","15","10201266","56011266"
"507","1","1003","15","10201267","56011267"
"508","50","0","8","91002","56011267"
"509","1","1001","15","10201268","56011268"
"510","1","1002","15","10201269","56011269"
"511","1","1003","15","10201270","56011270"
"512","50","0","8","91002","56011270"
"513","1","1003","15","10201271","56011271"
"514","100","0","8","91002","56011271"
"515","1","1003","15","10201272","56011272"
"516","100","0","8","91002","56011272"
"517","1","1003","15","10201273","56011273"
"518","100","0","8","91002","56011273"
"519","1","1001","15","10201274","56011274"
"520","1","1002","15","10201275","56011275"
"521","1","1003","15","10201276","56011276"
"522","50","0","8","91002","56011276"
"523","1","1001","15","10201277","56011277"
"524","1","1002","15","10201278","56011278"
"525","1","1003","15","10201279","56011279"
"526","50","0","8","91002","56011279"
"527","1","1001","15","10201280","56011280"
"528","1","1002","15","10201281","56011281"
"529","1","1003","15","10201282","56011282"
"530","50","0","8","91002","56011282"
"531","1","1001","15","10201283","56011283"
"532","1","1002","15","10201284","56011284"
"533","1","1003","15","10201285","56011285"
"534","50","0","8","91002","56011285"
"535","1","1003","15","10201286","56011286"
"536","100","0","8","91002","56011286"
"537","1","1001","15","11101001","56014001"
"538","10","0","8","91002","56014001"
"539","1","1002","15","11101002","56014002"
"540","20","0","8","91002","56014002"
"541","1","1003","15","11101003","56014003"
"542","50","0","8","91002","56014003"
"543","1","1001","15","11201001","56015001"
"544","50","0","8","91002","56015001"
"545","1","1002","15","11201002","56015002"
"546","50","0","8","91002","56015002"
"547","1","1003","15","11201003","56015003"
"548","50","0","8","91002","56015003"
"549","1","1001","15","10201287","56011287"
"550","1","1002","15","10201288","56011288"
"551","1","1003","15","10201289","56011289"
"552","50","0","8","91002","56011289"
"553","1","1001","15","10201290","56011290"
"554","1","1002","15","10201291","56011291"
"555","1","1003","15","10201292","56011292"
"556","50","0","8","91002","56011292"
"557","1","1003","15","10201293","56011293"
"558","100","0","8","91002","56011293"
"559","1","1001","15","10201294","56011294"
"560","1","1002","15","10201295","56011295"
"561","1","1003","15","10201296","56011296"
"562","50","0","8","91002","56011296"
"563","1","1001","15","10201297","56011297"
"564","1","1002","15","10201298","56011298"
"565","1","1003","15","10201299","56011299"
"566","50","0","8","91002","56011299"
"567","1","1001","15","10201300","56011300"
"568","1","1002","15","10201301","56011301"
"569","1","1003","15","10201302","56011302"
"570","50","0","8","91002","56011302"
"571","1","1003","15","10201303","56011303"
"572","100","0","8","91002","56011303"
"573","1","1001","15","10201304","56011304"
"574","1","1002","15","10201305","56011305"
"575","1","1003","15","10201306","56011306"
"576","50","0","8","91002","56011306"
"577","1","1003","15","10301015","58008015"
"578","50","0","8","91002","58008015"
"579","1","1001","15","10201307","56011307"
"580","1","1002","15","10201308","56011308"
"581","1","1003","15","10201309","56011309"
"582","50","0","8","91002","56011309"
"583","1","1001","15","10201310","56011310"
"584","1","1002","15","10201311","56011311"
"585","1","1003","15","10201312","56011312"
"586","50","0","8","91002","56011312"
"587","1","1003","15","10201313","56011313"
"588","100","0","8","91002","56011313"
"589","1","1001","15","10201314","56011314"
"590","1","1002","15","10201315","56011315"
"591","1","1003","15","10201316","56011316"
"592","50","0","8","91002","56011316"
"593","1","1001","15","10201317","56011317"
"594","1","1002","15","10201318","56011318"
"595","1","1003","15","10201319","56011319"
"596","50","0","8","91002","56011319"
"597","1","1001","15","10201320","56011320"
"598","1","1002","15","10201321","56011321"
"599","1","1003","15","10201322","56011322"
"600","50","0","8","91002","56011322"
"601","1","1003","15","10201323","56011323"
"602","100","0","8","91002","56011323"
"603","1","1001","15","10201324","56011324"
"604","1","1002","15","10201325","56011325"
"605","1","1003","15","10201326","56011326"
"606","50","0","8","91002","56011326"
"607","1","1001","15","10201327","56011327"
"608","1","1002","15","10201328","56011328"
"609","1","1003","15","10201329","56011329"
"610","50","0","8","91002","56011329"
"611","1","1001","15","10201330","56011330"
"612","1","1002","15","10201331","56011331"
"613","1","1003","15","10201332","56011332"
"614","50","0","8","91002","56011332"
"615","1","1003","15","10201333","56011333"
"616","100","0","8","91002","56011333"
"617","1","1003","15","10201334","56011334"
"618","100","0","8","91002","56011334"
"619","1","1003","15","10201335","56011335"
"620","100","0","8","91002","56011335"
"621","1","1003","15","10202100","56012100"
"622","1","1001","15","10201336","56011336"
"623","1","1002","15","10201337","56011337"
"624","1","1003","15","10201338","56011338"
"625","50","0","8","91002","56011338"
"626","1","1001","15","10201339","56011339"
"627","1","1002","15","10201340","56011340"
"628","1","1003","15","10201341","56011341"
"629","50","0","8","91002","56011341"
"630","1","1003","15","10202016","56012016"
"631","1","1003","15","10201342","56011342"
"632","100","0","8","91002","56011342"
"633","1","1001","15","10201343","56011343"
"634","1","1002","15","10201344","56011344"
"635","1","1003","15","10201345","56011345"
"636","50","0","8","91002","56011345"
"637","1","1001","15","10201346","56011346"
"638","1","1002","15","10201347","56011347"
"639","1","1003","15","10201348","56011348"
"640","50","0","8","91002","56011348"
"641","1","1003","15","10201349","56011349"
"642","100","0","8","91002","56011349"
"643","1","1001","15","10603001","55008001"
"644","50","0","8","91002","55008001"
"645","1","1001","15","10603002","55008002"
"646","50","0","8","91002","55008002"
"647","1","1002","15","10603003","55008003"
"648","50","0","8","91002","55008003"
"649","1","1002","15","10603004","55008004"
"650","50","0","8","91002","55008004"
"651","1","1003","15","10603005","55008005"
"652","50","0","8","91002","55008005"
"653","1","1003","15","10603006","55008006"
"654","50","0","8","91002","55008006"
"655","1","1001","15","10201350","56011350"
"656","1","1002","15","10201351","56011351"
"657","1","1003","15","10201352","56011352"
"658","50","0","8","91002","56011352"
"659","1","1001","15","10201353","56011353"
"660","1","1002","15","10201354","56011354"
"661","1","1003","15","10201355","56011355"
"662","50","0","8","91002","56011355"
"663","1","1001","15","10201356","56011356"
"664","1","1002","15","10201357","56011357"
"665","1","1003","15","10201358","56011358"
"666","50","0","8","91002","56011358"
"667","1","1003","15","10201359","56011359"
"668","100","0","8","91002","56011359"
"669","1","1001","15","10201360","56011360"
"670","1","1002","15","10201361","56011361"
"671","1","1003","15","10201362","56011362"
"672","50","0","8","91002","56011362"
"673","1","1001","15","10201363","56011363"
"674","1","1002","15","10201364","56011364"
"675","1","1003","15","10201365","56011365"
"676","50","0","8","91002","56011365"
"677","1","1003","15","10202017","56012017"
"678","1","1001","15","10201366","56011366"
"679","1","1002","15","10201367","56011367"
"680","1","1003","15","10201368","56011368"
"681","50","0","8","91002","56011368"
"682","1","1001","15","10201369","56011369"
"683","1","1002","15","10201370","56011370"
"684","1","1003","15","10201371","56011371"
"685","50","0","8","91002","56011371"
"686","1","1003","15","10201372","56011372"
"687","100","0","8","91002","56011372"
"688","1","1001","15","10201373","56011373"
"689","1","1002","15","10201374","56011374"
"690","1","1003","15","10201375","56011375"
"691","50","0","8","91002","56011375"
"692","1","1001","15","10201376","56011376"
"693","1","1002","15","10201377","56011377"
"694","1","1003","15","10201378","56011378"
"695","50","0","8","91002","56011378"
"696","1","1001","15","10201379","56011379"
"697","1","1002","15","10201380","56011380"
"698","1","1003","15","10201381","56011381"
"699","50","0","8","91002","56011381"
"700","1","1001","15","10201382","56011382"
"701","1","1002","15","10201383","56011383"
"702","1","1003","15","10201384","56011384"
"703","50","0","8","91002","56011384"
"704","1","1003","15","10201385","56011385"
"705","100","0","8","91002","56011385"
"706","1","1001","15","10201386","56011386"
"707","1","1002","15","10201387","56011387"
"708","1","1003","15","10201388","56011388"
"709","50","0","8","91002","56011388"
"710","1","1001","15","10201389","56011389"
"711","1","1002","15","10201390","56011390"
"712","1","1003","15","10201391","56011391"
"713","50","0","8","91002","56011391"
"714","1","1001","15","10201392","56011392"
"715","1","1002","15","10201393","56011393"
"716","1","1003","15","10201394","56011394"
"717","50","0","8","91002","56011394"
"718","1","1003","15","10201395","56011395"
"719","100","0","8","91002","56011395"
"720","1","1003","15","10201396","56011396"
"721","100","0","8","91002","56011396"
"722","1","1001","15","10201397","56011397"
"723","1","1002","15","10201398","56011398"
"724","1","1003","15","10201399","56011399"
"725","50","0","8","91002","56011399"
"726","1","1001","15","10201400","56011400"
"727","1","1002","15","10201401","56011401"
"728","1","1003","15","10201402","56011402"
"729","50","0","8","91002","56011402"
"730","1","1001","15","10201403","56011403"
"731","1","1002","15","10201404","56011404"
"732","1","1003","15","10201405","56011405"
"733","50","0","8","91002","56011405"
"734","1","1003","15","10201406","56011406"
"735","100","0","8","91002","56011406"
"736","1","1001","15","10201407","56011407"
"737","1","1002","15","10201408","56011408"
"738","1","1003","15","10201409","56011409"
"739","50","0","8","91002","56011409"
"740","1","1001","15","10201410","56011410"
"741","1","1002","15","10201411","56011411"
"742","1","1003","15","10201412","56011412"
"743","50","0","8","91002","56011412"
"744","1","1003","15","10201413","56011413"
"745","100","0","8","91002","56011413"
"746","1","1001","15","10201414","56011414"
"747","1","1002","15","10201415","56011415"
"748","1","1003","15","10201416","56011416"
"749","50","0","8","91002","56011416"
"750","1","1001","15","10201417","56011417"
"751","1","1002","15","10201418","56011418"
"752","1","1003","15","10201419","56011419"
"753","50","0","8","91002","56011419"
"754","1","1001","15","10201420","56011420"
"755","1","1002","15","10201421","56011421"
"756","1","1003","15","10201422","56011422"
"757","50","0","8","91002","56011422"
"758","1","1003","15","10201423","56011423"
"759","100","0","8","91002","56011423"
"760","1","1001","15","10201424","56011424"
"761","1","1002","15","10201425","56011425"
"762","1","1003","15","10201426","56011426"
"763","50","0","8","91002","56011426"
"764","1","1001","15","10201427","56011427"
"765","1","1002","15","10201428","56011428"
"766","1","1003","15","10201429","56011429"
"767","50","0","8","91002","56011429"
"768","1","1001","15","10201430","56011430"
"769","1","1002","15","10201431","56011431"
"770","1","1003","15","10201432","56011432"
"771","50","0","8","91002","56011432"
"772","1","1001","15","10201433","56011433"
"773","1","1002","15","10201434","56011434"
"774","1","1003","15","10201435","56011435"
"775","50","0","8","91002","56011435"
"776","1","1003","15","10201436","56011436"
"777","100","0","8","91002","56011436"
"778","1","1001","15","10201437","56011437"
"779","1","1002","15","10201438","56011438"
"780","1","1003","15","10201439","56011439"
"781","50","0","8","91002","56011439"
"782","1","1001","15","10201440","56011440"
"783","1","1002","15","10201441","56011441"
"784","1","1003","15","10201442","56011442"
"785","50","0","8","91002","56011442"
"786","1","1001","15","10201443","56011443"
"787","1","1002","15","10201444","56011444"
"788","1","1003","15","10201445","56011445"
"789","50","0","8","91002","56011445"
"790","1","1003","15","10201446","56011446"
"791","100","0","8","91002","56011446"
"792","1","1001","15","10201447","56011447"
"793","1","1002","15","10201448","56011448"
"794","1","1003","15","10201449","56011449"
"795","50","0","8","91002","56011449"
"796","1","1001","15","10201450","56011450"
"797","1","1002","15","10201451","56011451"
"798","1","1003","15","10201452","56011452"
"799","50","0","8","91002","56011452"
"800","1","1001","15","10201453","56011453"
"801","1","1002","15","10201454","56011454"
"802","1","1003","15","10201455","56011455"
"803","50","0","8","91002","56011455"
"804","1","1001","15","10201456","56011456"
"805","1","1002","15","10201457","56011457"
"806","1","1003","15","10201458","56011458"
"807","50","0","8","91002","56011458"
"808","1","1001","15","10201459","56011459"
"809","1","1002","15","10201460","56011460"
"810","1","1003","15","10201461","56011461"
"811","50","0","8","91002","56011461"
"812","1","1003","15","10201462","56011462"
"813","100","0","8","91002","56011462"
"814","1","1003","15","10201463","56011463"
"815","100","0","8","91002","56011463"
"816","1","1003","15","10201464","56011464"
"817","100","0","8","91002","56011464"
"818","1","1001","15","10201465","56011465"
"819","1","1002","15","10201466","56011466"
"820","1","1003","15","10201467","56011467"
"821","50","0","8","91002","56011467"
"822","1","1001","15","10201468","56011468"
"823","1","1002","15","10201469","56011469"
"824","1","1003","15","10201470","56011470"
"825","50","0","8","91002","56011470"
"826","1","1003","15","10201471","56011471"
"827","100","0","8","91002","56011471"
"828","1","1001","15","10201472","56011472"
"829","1","1002","15","10201473","56011473"
"830","1","1003","15","10201474","56011474"
"831","50","0","8","91002","56011474"
"832","1","1001","15","10201475","56011475"
"833","1","1002","15","10201476","56011476"
"834","1","1003","15","10201477","56011477"
"835","50","0","8","91002","56011477"
"836","1","1003","15","10201484","56011484"
"837","100","0","8","91002","56011484"
"838","1","1001","15","10201485","56011485"
"839","1","1002","15","10201486","56011486"
"840","1","1003","15","10201487","56011487"
"841","50","0","8","91002","56011487"
"842","1","1001","15","10201488","56011488"
"843","1","1002","15","10201489","56011489"
"844","1","1003","15","10201490","56011490"
"845","50","0","8","91002","56011490"
"846","1","1001","15","10201491","56011491"
"847","1","1002","15","10201492","56011492"
