8382896dc09777280e62f3f8496cfc6178d2eb61d0abb55a7c1cadedc548d3f6,79b31732ec1388046dc4d27d811da3d9f717518bd0c48bb000980dc5d5007237,4b292ccf1a13f0077a30bfb9a9f74b08ea395da9982dd7a228a7052a04e963ba,2019dcd39780fdd5252434564404977d98e65ef787a1709098dbc24bfba775b1,e3e475644eb80f40b4cc2f938161ba4190abf11c3a2199ff3cf42588ec8a9c8e
"602000101","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76020001","18"
"602000102","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76020001","17"
"602000103","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76020001","boss_def_lower_limit"
"602000104","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76020001","boss_magic_def_lower_limit"
"602000105","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","76020001","9"
"602000106","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","76020001","boss_tp_down_cut"
"602000201","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76020002","18"
"602000202","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76020002","17"
"602000203","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76020002","boss_def_lower_limit"
"602000204","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76020002","boss_magic_def_lower_limit"
"602000205","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","76020002","9"
"602000206","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","76020002","boss_tp_down_cut"
"602000301","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76020003","18"
"602000302","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76020003","17"
"602000303","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76020003","boss_def_lower_limit"
"602000304","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76020003","boss_magic_def_lower_limit"
"602000305","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","76020003","9"
"602000306","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","76020003","boss_tp_down_cut"
"602000401","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76020004","18"
"602000402","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76020004","17"
"602000403","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76020004","boss_def_lower_limit"
"602000404","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76020004","boss_magic_def_lower_limit"
"602000405","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","76020004","9"
"602000406","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","76020004","boss_tp_down_cut"
"602000501","傷害值衰減","使所有怪物在一次行動中受到的傷害值衰減。傷害值上升得越高，衰減率也會隨之上升。","76020005","18"
"602000502","賦予TP上升的上限","戰鬥開始時，將全體角色ＴＰ上升的上限值提升至150。","76020005","17"
"602000503","提升物理防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的物理防禦力。此效果不會受到物理防禦力下降的影響。","76020005","boss_def_lower_limit"
"602000504","提升魔法防禦力（不可降低）","戰鬥開始時，中幅度提升所有怪物的魔法防禦力。此效果不會受到魔法防禦力下降的影響。","76020005","boss_magic_def_lower_limit"
"602000505","降低HP吸收","戰鬥開始時，特大幅度降低全體角色的HP吸收。","76020005","9"
"602000506","減少降低TP","戰鬥開始時，所有怪物的ＴＰ下降為\n減少50％的狀態。","76020005","boss_tp_down_cut"
