6cd19ddb60fc709563963a362e63f7bb41d842d32058bc0ed72201bbe92f8458,250a5c435625ce46ed4521d0b47a293b210dc9661a5b745a66820e8d9e4e3e46,06a1ad310903105471bd6b87e3cdeca3bb9880c673bcd1322e4115ad8bccc3a7,8b1bacff074263e3262c4df472c9f216cce063141a69524b5641e4d933231c54,c855949fc89bce77b0e310248b9eddf68bb1c30e2ab779c9a9f28c886845c037,9a283feba81c3b21768a178e48d71de77db3eb30d0cce4340702c7b595dae2af,fbd96c1af1b98440d5eee70a8177f1559fc94db0d3d50baa00346d151c34ef44,578cd9467bb43d83dde8f1c5f9034638c42c13fbf780538386fe3b7367ae94e9,7011f0b75d447b0075e52354939e38c341e8df7b62b2675579f5953fae9424a0,bb3e4d69ba187255eef596bd019e34d90a71da988af0eb12ea05b26cdbb4e6cb,553269911c9fd4d4dba7e1a11a3285eaf27130a9d33cf4c01f5c901890300286
"13","120","1","","-245","","0.3","3","13104","","2"
"13","-100","1","","0","","0.3","0","13105","","2"
"13","0","","","","","","0","13106","","22"
"13","1","","","","","","100","13107","","35"
"13","-100","1","","0","","0.3","100","13108","","33"
"13","0","","","","","","0.4","13109","","93"
"13","0","","","","","","100","13110","","32"
"22","1","-250","0","52","2.2","30","3","22001","surprise_idle_normal2_precia","5"
"22","1","0","0","1","0","1","1","22002","","6"
"22","0","0","0","29","1","50","0","22003","black","5"
"22","1","0","0","1","0","1","0","22004","","6"
"22","","","","","","","0","22005","","91"
"22","1","1","0","1","0.2","1","1","22006","","6"
"22","1","1","0","1","0.2","1","0","22007","","6"
"22","-20","2","","-250","","0.3","1","22008","","2"
"22","0","2","","0","","0.3","0","22009","","2"
"22","0","","","","","","0.6","22010","","93"
"22","vo_asb_0221","","","0","","0","vo_asb","22011","","21"
"22","坐墊。\n餅乾。\n吃了好多。","1","0","10","0","1","1","22012","0","11"
"22","","","","0","","0","0","22013","","91"
"22","talk_surprise_precia","","","1","0.3","","1","22014","","3"
"22","vo_asb_0222","","","0","","0","vo_asb","22015","","21"
"22","鈴莓。\n好像，\n會做各式各樣。","1","0","10","0","1","1","22016","0","11"
"22","","","","0","","0","0","22017","","91"
"22","think_idle_precia","","","1","0.3","","1","22018","","3"
"22","vo_asb_0223","","","0","","0","vo_asb","22019","","21"
"22","像是，坐墊鬆餅。\n之類的？","1","0","10","0","1","1","22020","0","11"
"22","","","","0","","0","0","22021","","91"
"22","think_idle_dere_precia","","","1","0.3","","1","22022","","3"
"22","vo_asb_0224","","","0","","0","vo_asb","22023","","21"
"22","像是，坐墊馬芬蛋糕。\n之類的？","1","0","10","0","1","1","22024","0","11"
"22","","","","0","","0","0","22025","","91"
"22","think_idle_angerR","","","1","0.3","","1","22026","","3"
"22","vo_asb_0225","","","0","","0","vo_asb","22027","","21"
"22","像是，坐墊肉包子……\n之類的……（吞口水)","1","0","10","0","1","1","22028","0","11"
"22","","","","0","","0","0","22029","","91"
"22","thinkToSpeak_precia","1","0","0","0.1","speak1_light_precia","1","22030","","3"
"22","vo_asb_0226","","","0","","0","vo_asb","22031","","21"
"22","鈴莓。\n我要挖角她。\n來幻變少女。","1","0","10","0","1","1","22032","0","11"
"22","","","","0","","0","0","22033","","91"
"22","","","","","","","22035","22034","","101"
"22","1","0","0","1","0.3","1","1","22035","","6"
"22","1","0","0","1","0.3","1","0","22036","","6"
"22","-120","1","","-250","","0.3","1","22037","","2"
"22","-100","1","","0","","0.3","0","22038","","2"
"22","0","","","","","","0","22039","","22"
"22","0","","","","","","0.4","22040","","93"
"32","1","-230","0","52","2.2","20","1","32001","riri_idle_look","5"
"32","2","-255","0","58","2.2","-140","2","32002","clear_book_read","5"
"32","3","-245","1","55","2.2","270","3","32003","joy_idle_precia","5"
"32","1","0","0","1","0","1","1","32004","","6"
"32","1","0","0","1","0","1","2","32005","","6"
"32","1","0","0","1","0","1","3","32006","","6"
"32","0","0","0","29","1","50","0","32007","black","5"
"32","1","0","0","1","0","1","0","32008","","6"
"32","","","","","","","0","32009","","91"
"32","1","1","0","1","0.2","1","1","32010","","6"
"32","1","1","0","1","0.2","1","2","32011","","6"
"32","1","1","0","1","0.2","1","3","32012","","6"
"32","1","1","0","1","0.2","1","0","32013","","6"
"32","-30","2","","-230","","0.3","1","32014","","2"
"32","-190","2","","-255","","0.3","2","32015","","2"
"32","220","2","","-245","","0.3","3","32016","","2"
"32","0","2","","0","","0.3","0","32017","","2"
"32","0","","","","","","0.6","32018","","93"
"32","clear_book_talk","","","1","0.2","","2","32019","","3"
"32","vo_asb_0321","","","0","","0","vo_asb","32020","","21"
"32","這幅牛的畫，\n未免畫得太好了吧！？","1","0","10","0","1","2","32021","0","11"
"32","","","","0","","0","0","32022","","91"
"32","clear_book_idle","","","1","0.4","","2","32023","","3"
"32","riri_talk_look","","","1","0.2","","1","32024","","3"
"32","vo_asb_0322","","","0","","0","vo_asb","32025","","21"
"32","這是普蕾西亞畫的。\n因為她是天才呢。","1","0","10","0","1","1","32026","0","11"
"32","","","","0","","0","0","32027","","91"
"32","riri_idle_look","","","1","0.2","","1","32028","","3"
"32","clear_bookToTalk2","1","0","0","0.1","clear_talk2_noShy","2","32029","","3"
"32","vo_asb_0323","","","0","","0","vo_asb","32030","","21"
"32","話說回來，我和莉莉兩人，\n一直做不好「手插腰」，\n真陽小姐為了教我們，\n苦戰一番的時候也……","1","0","10","0","1","2","32031","0","11"
"32","","","","0","","0","0","32032","","91"
"32","talk2ToIdle_talkjoy2","1","0","0","0.1","idle_talkjoy2","2","32033","","3"
"32","sad_talk_joy2R","","","1","0.2","","1","32034","","3"
"32","vo_asb_0324","","","0","","0","vo_asb","32035","","21"
"32","是，只有普蕾西亞\n一次就合格了吧。\n從我們這些外行人的眼中看來，\n也是非常完美的「手插腰」。","1","0","10","0","1","1","32036","0","11"
"32","","","","0","","0","0","32037","","91"
"32","sad_idle_normal_riri","","","1","0.2","","1","32038","","3"
"32","idle","","","1","0.2","","2","32039","","3"
"32","talk_precia","","","1","0.3","","3","32040","","3"
"32","vo_asb_0325","","","0","","0","vo_asb","32041","","21"
"32","想看嗎？","1","0","10","0","1","3","32042","0","11"
"32","","","","0","","0","0","32043","","91"
"32","joy_idle_precia","","","1","0.3","","3","32044","","3"
"32","guts2_talk_riri","","","1","0.2","","1","32045","","3"
"32","clear_hope_talk","","","1","0.2","","2","32046","","3"
"32","vo_asb_0326","","","0","","0","vo_asb","32047","","21"
"32","當然的。","1","0","10","0","1","1","32048","0","11"
"32","","","","0","","0","0","32049","","91"
"32","guts2_idle_riri","","","1","0.2","","1","32050","","3"
"32","clear_hope_idle","","","1","0.2","","2","32051","","3"
"32","cool_in","1","0","0","0.2","cool_idle","3","32052","","3"
"32","vo_asb_0327","","","0","","0","vo_asb","32053","","21"
"32","插腰。","1","0","10","0","1","3","32054","0","11"
"32","","","","0","","0","0","32055","","91"
"32","cool_idle_doya_in","1","0.1","0","0.2","cool_idle_doya","3","32056","","3"
"32","guts2_idle_joy_riri","","","1","0.2","","1","32057","","3"
"32","clear_hope_joy","","","1","0.2","","2","32058","","3"
"32","vo_asb_0328","","","0","","0","vo_asb","32059","","21"
"32","哇～♪","1","-22","10","-85","1","1","32060","0","11"
"32","","","","0","","0","0","32061","","91"
"32","","","","","","","32063","32062","","101"
"32","1","0","0","1","0.3","1","1","32063","","6"
"32","1","0","0","1","0.3","1","2","32064","","6"
"32","1","0","0","1","0.3","1","3","32065","","6"
"32","1","0","0","1","0.3","1","0","32066","","6"
"32","-130","1","","-230","","0.3","1","32067","","2"
"32","-290","1","","-255","","0.3","2","32068","","2"
"32","120","1","","-245","","0.3","3","32069","","2"
"32","-100","1","","0","","0.3","0","32070","","2"
"32","0","","","","","","0","32071","","22"
"32","0","","","","","","0.4","32072","","93"
"42","1","-250","0","52","2.2","30","2","42001","clear_wish_talk_joy_noShy","5"
"42","1","0","0","1","0","1","1","42002","","6"
"42","0","0","0","29","1","50","0","42003","black","5"
"42","1","0","0","1","0","1","0","42004","","6"
"42","","","","","","","0","42005","","91"
"42","1","1","0","1","0.2","1","1","42006","","6"
"42","1","1","0","1","0.2","1","0","42007","","6"
"42","-20","2","","-250","","0.3","1","42008","","2"
"42","0","2","","0","","0.3","0","42009","","2"
"42","0","","","","","","0.6","42010","","93"
"42","vo_asb_0421","","","0","","0","vo_asb","42011","","21"
"42","鈴小姐模仿真陽小姐，\n模仿得非常到位。","1","0","10","0","1","1","42012","0","11"
"42","","","","0","","0","0","42013","","91"
"42","clear_talk_normal","","","1","0.1","","1","42014","","3"
"42","vo_asb_0422","","","0","","0","vo_asb","42015","","21"
"42","在公會久待，\n關係深厚的成員之間，\n要像那樣子互相模仿，\n似乎也會變得容易呢……","1","0","10","0","1","1","42016","0","11"
"42","","","","0","","0","0","42017","","91"
"42","clear_kohon_in","1","0","0","0.2","clear_kohon_loop","1","42018","","3"
"42","vo_asb_0423","","","0","","0","vo_asb","42019","","21"
"42","…………\n……咳咳。","1","0","10","0","1","1","42020","0","11"
"42","","","","0","","0","0","42021","","91"
"42","clear_imitation_in","1","0","0","0.2","clear_speak2_talk","1","42022","","3"
"42","vo_asb_0424","","","0","","0","vo_asb","42023","","21"
"42","兄、兄長大人。兄長大人……？\n哥、哥，哥……哥。\n…………","1","0","10","0","1","1","42024","0","11"
"42","","","","0","","0","0","42025","","91"
"42","clear_surprise_in_red","1","0","0","0.3","clear_surprise_talk_red","1","42026","","3"
"42","vo_asb_0425","","","0","","0","vo_asb","42027","","21"
"42","……啊！\n只是要模仿公會成員而已，\n我真是的，為什麼會臉紅……！","1","0","10","0","1","1","42028","0","11"
"42","","","","0","","0","0","42029","","91"
"42","clear_wish_talk_pain_red","","","1","0.2","","1","42030","","3"
"42","vo_asb_0426","","","0","","0","vo_asb","42031","","21"
"42","從各方面來說，我都還差得遠呢……！","1","0","10","0","1","1","42032","0","11"
"42","","","","0","","0","0","42033","","91"
"42","","","","","","","42035","42034","","101"
"42","1","0","0","1","0.3","1","1","42035","","6"
"42","1","0","0","1","0.3","1","0","42036","","6"
"42","-120","1","","-250","","0.3","1","42037","","2"
"42","-100","1","","0","","0.3","0","42038","","2"
"42","0","","","","","","0","42039","","22"
"42","0","","","","","","0.4","42040","","93"
"52","1","-243","0","55","2.2","70","1","52001","dance_riri","5"
"52","2","-245","1","52","2.2","320","2","52002","dance_clear","5"
"52","3","-255","0","58","2.2","-90","3","52003","dance_precia","5"
"52","1","0","0","1","0","1","1","52004","","6"
"52","1","0","0","1","0","1","2","52005","","6"
"52","1","0","0","1","0","1","3","52006","","6"
"52","0","0","0","29","1","50","0","52007","black","5"
"52","1","0","0","1","0","1","0","52008","","6"
"52","","","","","","","0","52009","","91"
"52","dance_riri","","","0","0.1","","1","52010","","3"
"52","dance_clear","1","0","0","0.1","idle","2","52011","","3"
"52","dance_precia","1","0","0","0.1","idle_precia","3","52012","","3"
"52","1","1","0","1","0.2","1","1","52013","","6"
"52","1","1","0","1","0.2","1","2","52014","","6"
"52","1","1","0","1","0.2","1","3","52015","","6"
"52","1","1","0","1","0.2","1","0","52016","","6"
"52","-30","2","","-243","","0.3","1","52017","","2"
"52","220","2","","-245","","0.3","2","52018","","2"
"52","-190","2","","-255","","0.3","3","52019","","2"
"52","0","2","","0","","0.3","0","52020","","2"
"52","0","","","","","","0.6","52021","","93"
"52","vo_asb_0521","","","0","","0","vo_asb","52022","","21"
"52","快、快、慢。","0","0","11","0","0","3","52023","0.15","11"
"52","","","","0","","0","0","52024","","91"
"52","vo_asb_0522","","","0","","0","vo_asb","52025","","21"
"52","旋轉、停，旋轉、停，\n快、快、慢！","0","0","10","0","0","1","52026","0.75","11"
"52","","","","","","","52010","52027","","91"
"52","idle","","","1","0.1","","1","52028","","3"
"52","0","","","","","","0.2","52029","","93"
"52","smile_riri","1","0.2","0","0.1","talk_joy","1","52030","","3"
"52","vo_asb_0523","","","0","","0","vo_asb","52031","","21"
"52","……呵呵呵，有了這個口號，\n我們三人的步調，\n就很不可思議地同步了呢。","1","0","10","0","1","1","52032","0","11"
"52","","","","","","","0","52033","","91"
"52","riri_idle","","","1","0.2","","1","52034","","3"
"52","clear_talk2_noShy","","","1","0.2","","2","52035","","3"
"52","vo_asb_0524","","","0","","0","vo_asb","52036","","21"
"52","是啊。所以在那之後，\n我們也很常用這個口號呢。\n像是要合力搬起重物時，\n或是三人要一起做體操時。","1","0","10","0","1","2","52037","0","11"
"52","","","","0","","0","0","52038","","91"
"52","talk2ToIdle","1","0","0","0.2","idle","2","52039","","3"
"52","riri_talk","","","1","0.2","","1","52040","","3"
"52","vo_asb_0525","","","0","","0","vo_asb","52041","","21"
"52","其他還有，戰鬥訓練中要配合步調時，\n還有走夜路要避開魔物的時候！","1","0","10","0","1","1","52042","0","11"
"52","","","","0","","0","0","52043","","91"
"52","riri_idle_look","","","1","0.2","","1","52044","","3"
"52","idle_talkjoy2","","","1","0.2","","2","52045","","3"
"52","talk_precia","","","1","0.3","","3","52046","","3"
"52","vo_asb_0526","","","0","","0","vo_asb","52047","","21"
"52","實用性，\n太高了。","1","0","10","0","1","3","52048","0","11"
"52","","","","0","","0","0","52049","","91"
"52","","","","","","","52051","52050","","101"
"52","1","0","0","1","0.3","1","1","52051","","6"
"52","1","0","0","1","0.3","1","2","52052","","6"
"52","1","0","0","1","0.3","1","3","52053","","6"
"52","1","0","0","1","0.3","1","0","52054","","6"
"52","-130","1","","-230","","0.3","1","52055","","2"
"52","120","1","","-245","","0.3","2","52056","","2"
"52","-290","1","","-255","","0.3","3","52057","","2"
"52","-100","1","","0","","0.3","0","52058","","2"
"52","0","","","","","","0","52059","","22"
"52","0","","","","","","0.4","52060","","93"
"62","1","-250","0","52","2.2","30","1","62001","talk_joy","5"
"62","1","0","0","1","0","1","1","62002","","6"
"62","0","0","0","29","1","50","0","62003","black","5"
"62","1","0","0","1","0","1","0","62004","","6"
"62","","","","","","","0","62005","","91"
"62","1","1","0","1","0.2","1","1","62006","","6"
"62","1","1","0","1","0.2","1","0","62007","","6"
"62","-20","2","","-250","","0.3","1","62008","","2"
"62","0","2","","0","","0.3","0","62009","","2"
"62","0","","","","","","0.6","62010","","93"
"62","vo_asb_0621","","","0","","0","vo_asb","62011","","21"
"62","演唱會結束後，\n慈樂之音的成員們來拜訪了。","1","0","10","0","1","1","62012","0","11"
"62","","","","0","","0","0","62013","","91"
"62","wish_talk_joyR_riri","","","1","0.2","","1","62014","","3"
"62","vo_asb_0622","","","0","","0","vo_asb","62015","","21"
"62","她們說「絕對要再一起跳舞」，\n還把手疊在我們的手上……","1","0","10","0","1","1","62016","0","11"
"62","","","","0","","0","0","62017","","91"
"62","memoly_talk_joy","","","1","0.3","","1","62018","","3"
"62","vo_asb_0623","","","0","","0","vo_asb","62019","","21"
"62","她們三位實在是又可愛又耀眼，\n我已經是，\n頭暈目眩了……","1","0","10","0","1","1","62020","0","11"
"62","","","","0","","0","0","62021","","91"
"62","sad_talk2_dere","","","1","0.2","","1","62022","","3"
"62","vo_asb_0624","","","0","","0","vo_asb","62023","","21"
"62","其實，與她們相疊的這隻手，\n我從那天以來一次都沒有洗過。","1","0","10","0","1","1","62024","0","11"
"62","","","","0","","0","0","62025","","91"
"62","wish_talk_nervous_riri","","","1","0.3","","1","62026","","3"
"62","vo_asb_0625","","","0","","0","vo_asb","62027","","21"
"62","雖然也不是沒感覺到\n璃亞用有點傻眼的視線\n看著我……\n但至少讓我再等半天……！","1","0","10","0","1","1","62028","0","11"
"62","","","","0","","0","0","62029","","91"
"62","","","","","","","62031","62030","","101"
"62","1","0","0","1","0.3","1","1","62031","","6"
"62","1","0","0","1","0.3","1","0","62032","","6"
"62","-120","1","","-250","","0.3","1","62033","","2"
"62","-100","1","","0","","0.3","0","62034","","2"
"62","0","","","","","","0","62035","","22"
"62","0","","","","","","0.4","62036","","93"
"72","1","-250","0","52","2.2","30","2","72001","idle","5"
"72","1","0","0","1","0","1","1","72002","","6"
"72","0","0","0","29","1","50","0","72003","black","5"
"72","1","0","0","1","0","1","0","72004","","6"
"72","","","","","","","0","72005","","91"
"72","1","1","0","1","0.2","1","1","72006","","6"
"72","1","1","0","1","0.2","1","0","72007","","6"
"72","-20","2","","-250","","0.3","1","72008","","2"
"72","0","2","","0","","0.3","0","72009","","2"
"72","0","","","","","","0.6","72010","","93"
"72","clear_talk_normal","","","1","0.2","","1","72011","","3"
"72","vo_asb_0721","","","0","","0","vo_asb","72012","","21"
"72","碧小姐好像很害羞。\n但不是有這樣的說法嗎？\n有共同話題的人，\n彼此更容易敞開心扉。","1","0","10","0","1","1","72013","0","11"
"72","","","","0","","0","0","72014","","91"
"72","clear_kohon_talk_surprise","","","1","0.2","","1","72015","","3"
"72","vo_asb_0722","","","0","","0","vo_asb","72016","","21"
"72","我的直覺是對的呢。\n雖然不像碧小姐那麼了解，\n但我也喜歡花草。\n我有種感覺，能跟這個人變得很要好。","1","0","10","0","1","1","72017","0","11"
"72","","","","0","","0","0","72018","","91"
"72","clear_talk2_noShy","","","1","0.2","","1","72019","","3"
"72","vo_asb_0723","","","0","","0","vo_asb","72020","","21"
"72","所以我啊，\n鼓起勇氣說出口了！\n「能跟妳當朋友嗎？」這句話。","1","0","10","0","1","1","72021","0","11"
"72","","","","0","","0","0","72022","","91"
"72","talk2ToWish","1","0","0","0.2","clear_wish_talk_joy","1","72023","","3"
"72","vo_asb_0724","","","0","","0","vo_asb","72024","","21"
"72","然後碧小姐她，\n臉就變得紅通通的，\n「嗯嗯！」地點頭如搗蒜。\n我當時心想，成功了！","1","0","10","0","1","1","72025","0","11"
"72","","","","0","","0","0","72026","","91"
"72","clear_talk2_nervous","","","1","0.2","","1","72027","","3"
"72","vo_asb_0725","","","0","","0","vo_asb","72028","","21"
"72","……但接下來，\n她說需要一點時間心理準備。\n而她的心理準備，\n可能會花上300年左右……","1","0","10","0","1","1","72029","0","11"
"72","","","","0","","0","0","72030","","91"
"72","talk2ToKohon","1","0","0","0.2","clear_kohon_loop_shy","1","72031","","3"
"72","vo_asb_0726","","","0","","0","vo_asb","72032","","21"
"72","也是啦……\n因為我突然間太太太心急了嘛……","1","0","10","0","1","1","72033","0","11"
