6efbf240f1154f92c48a0cb0448a39e871b8b28367e371279f1974e37e4d43d4,a844a0c09f11f852b6554f80c26e3aa0a8f0a767783ca75b15e2c6462d135c80,28596a9bb46e1988502c659372ed77f7856248ede33961248c2e48642c2159f6,1b75b57659375c92c389ea99234bb3b5091b9e58c2edaa02870f788db876f98e,3ac124372c0897224a5cdd74c02e1b895a8f88ea0c99fccb892106c71f6160cd,e1beabb179d8316cfc6e16207ca9559ee05c09aac8831329e23ab63865edc020,76d6a7ed3a41505085a388789785a5c0f72e36f0d4e9e5e08ca260af6c544a6c,01d6d5c317e12bd4e90a6ebe3b9683a379ca09df6defcf42814ee425372655e8,4ebb787918cf237a3162268d14d6e8b994682fbd1f3a77325ce1d662af22d697,8c7f664e3f0ed82e2d0ccbf60401982388e3b7997a965b3a2dc1a2f0a274b8b3,e41493775cc73bf17141969ec08f35f2be218c0ebee34f7ae6c53e3da3fa92b4,83bb8d51dcdf1a2d9ec4836eab4326c073d83b3e29422891198878c192af8f9a
"5","3","1000","408","2026/07/24 04:59:59","260312047","64","閱覽劇情活動最終話（不包含復刻）","26031","1","2026/07/01 16:00:00","5214007"
"5","3","1000","301","2026/07/15 04:59:59","260312048","70","在艾爾皮斯討魔戰線通關Boss戰30次","26031","30","2026/07/10 16:00:00","0"
"5","3","2000","302","2026/07/15 04:59:59","260312049","70","在艾爾皮斯討魔戰線通關Boss戰75次","26031","75","2026/07/10 16:00:00","0"
"5","3","500","601","2026/08/01 04:59:59","260312050","71","完成3次追憶之戰域 追憶戰‧霸","26031","3","2026/07/06 16:00:00","0"
"5","3","750","602","2026/08/01 04:59:59","260312051","71","完成6次追憶之戰域 追憶戰‧霸","26031","6","2026/07/06 16:00:00","0"
"5","3","1000","603","2026/08/01 04:59:59","260312052","71","完成9次追憶之戰域 追憶戰‧霸","26031","9","2026/07/06 16:00:00","0"
"5","3","1250","604","2026/08/01 04:59:59","260312053","71","完成12次追憶之戰域 追憶戰‧霸","26031","12","2026/07/06 16:00:00","0"
"5","3","1500","605","2026/08/01 04:59:59","260312054","71","完成18次追憶之戰域 追憶戰‧霸","26031","18","2026/07/06 16:00:00","0"
"5","3","2000","606","2026/08/01 04:59:59","260312055","71","完成27次追憶之戰域 追憶戰‧霸","26031","27","2026/07/06 16:00:00","0"
"4","2","500","11","2026/08/29 04:59:59","260412001","44","登入遊戲合計5次","26041","5","2026/08/01 05:00:00","0"
"4","2","200","12","2026/08/29 04:59:59","260412002","46","消耗合計1000體力","26041","1000","2026/08/01 05:00:00","0"
"4","2","400","13","2026/08/29 04:59:59","260412003","46","消耗合計3000體力","26041","3000","2026/08/01 05:00:00","0"
"4","2","600","14","2026/08/29 04:59:59","260412004","46","消耗合計5000體力","26041","5000","2026/08/01 05:00:00","0"
"4","2","200","18","2026/08/29 04:59:59","260412005","53","在戰鬥競技場或公主競技場合計戰鬥5次","26041","5","2026/08/01 05:00:00","0"
"4","2","400","19","2026/08/29 04:59:59","260412006","53","在戰鬥競技場或公主競技場合計戰鬥10次","26041","10","2026/08/01 05:00:00","0"
"4","2","600","20","2026/08/29 04:59:59","260412007","53","在戰鬥競技場或公主競技場合計戰鬥20次","26041","20","2026/08/01 05:00:00","0"
"4","2","200","21","2026/08/29 04:59:59","260412008","50","完成50次深域冒險","26041","50","2026/08/01 05:00:00","0"
"4","2","400","22","2026/08/29 04:59:59","260412009","50","完成100次深域冒險","26041","100","2026/08/01 05:00:00","0"
"4","2","600","23","2026/08/29 04:59:59","260412010","50","完成250次深域冒險","26041","250","2026/08/01 05:00:00","0"
"4","2","500","24","2026/08/29 04:59:59","260412011","54","不使用掃蕩，通過1次黎明界迷宮","26041","1","2026/08/01 05:00:00","0"
"5","3","100","101","2026/08/10 04:59:59","260412012","59","在深淵討伐戰挑戰10次Boss","26041","10","2026/08/05 16:00:00","0"
"5","3","200","102","2026/08/10 04:59:59","260412013","59","在深淵討伐戰挑戰20次Boss","26041","20","2026/08/05 16:00:00","0"
"5","3","300","103","2026/08/10 04:59:59","260412014","59","在深淵討伐戰挑戰30次Boss","26041","30","2026/08/05 16:00:00","0"
"5","3","400","104","2026/08/10 04:59:59","260412015","59","在深淵討伐戰挑戰40次Boss","26041","40","2026/08/05 16:00:00","0"
"5","3","500","105","2026/08/10 04:59:59","260412016","59","在深淵討伐戰挑戰50次Boss","26041","50","2026/08/05 16:00:00","0"
"5","3","1000","106","2026/08/10 04:59:59","260412017","59","在深淵討伐戰挑戰60次Boss","26041","60","2026/08/05 16:00:00","0"
"5","3","100","107","2026/08/10 04:59:59","260412018","60","在深淵討伐戰獲得10億Pt","26041","1","2026/08/05 16:00:00","1000000000"
"5","3","200","108","2026/08/10 04:59:59","260412019","60","在深淵討伐戰獲得50億Pt","26041","1","2026/08/05 16:00:00","5000000000"
"5","3","300","109","2026/08/10 04:59:59","260412020","60","在深淵討伐戰獲得100億Pt","26041","1","2026/08/05 16:00:00","10000000000"
"5","3","400","110","2026/08/10 04:59:59","260412021","60","在深淵討伐戰獲得150億Pt","26041","1","2026/08/05 16:00:00","15000000000"
"5","3","500","111","2026/08/10 04:59:59","260412022","60","在深淵討伐戰獲得200億Pt","26041","1","2026/08/05 16:00:00","20000000000"
"5","3","1000","112","2026/08/10 04:59:59","260412023","60","在深淵討伐戰獲得500億Pt","26041","1","2026/08/05 16:00:00","50000000000"
"5","3","100","201","2026/09/05 15:59:59","260412024","57","在戰鬥試煉場獲得合計9個★","26051","9","2026/09/01 16:00:00","0"
"5","3","100","202","2026/09/05 15:59:59","260412025","57","在戰鬥試煉場獲得合計18個★","26051","18","2026/09/01 16:00:00","0"
"5","3","200","203","2026/09/05 15:59:59","260412026","57","在戰鬥試煉場獲得合計27個★","26051","27","2026/09/01 16:00:00","0"
"5","3","300","204","2026/09/05 15:59:59","260412027","57","在戰鬥試煉場獲得合計36個★","26051","36","2026/09/01 16:00:00","0"
"5","3","400","205","2026/09/05 15:59:59","260412028","57","在戰鬥試煉場獲得合計45個★","26051","45","2026/09/01 16:00:00","0"
"5","3","500","206","2026/09/05 15:59:59","260412029","57","在戰鬥試煉場獲得合計54個★","26051","54","2026/09/01 16:00:00","0"
"5","3","1000","301","2026/08/15 04:59:59","260412030","70","在艾爾皮斯討魔戰線通關Boss戰30次","26041","30","2026/08/10 16:00:00","0"
"5","3","2000","302","2026/08/15 04:59:59","260412031","70","在艾爾皮斯討魔戰線通關Boss戰75次","26041","75","2026/08/10 16:00:00","0"
"5","3","100","401","2026/08/24 04:59:59","260412032","61","完成合計10次活動冒險（不包含復刻）","26041","10","2026/08/01 16:00:00","0"
"5","3","200","402","2026/08/24 04:59:59","260412033","61","完成合計30次活動冒險（不包含復刻）","26041","30","2026/08/01 16:00:00","0"
"5","3","300","403","2026/08/24 04:59:59","260412034","61","完成合計50次活動冒險（不包含復刻）","26041","50","2026/08/01 16:00:00","0"
"5","3","400","404","2026/08/24 04:59:59","260412035","61","完成合計100次活動冒險（不包含復刻）","26041","100","2026/08/01 16:00:00","0"
"5","3","1000","405","2026/08/24 04:59:59","260412036","61","完成合計150次活動冒險（不包含復刻）","26041","150","2026/08/01 16:00:00","0"
"5","3","1000","406","2026/08/24 04:59:59","260412037","62","完成劇情活動的Boss戰(SCENARIO)（不包含復刻）","26041","1","2026/08/01 16:00:00","0"
"5","3","1000","407","2026/08/24 04:59:59","260412038","63","完成劇情活動的Boss戰(SPECIAL)（不包含復刻）","26041","1","2026/08/01 16:00:00","0"
"5","3","1000","408","2026/08/24 04:59:59","260412039","64","閱覽劇情活動最終話（不包含復刻）","26041","1","2026/08/01 16:00:00","5215007"
"5","3","500","501","2026/08/31 23:59:59","260412040","58","合計挑戰3次戰隊競賽","26041","3","2026/08/27 05:00:00","0"
"5","3","500","502","2026/08/31 23:59:59","260412041","58","合計挑戰6次戰隊競賽","26041","6","2026/08/27 05:00:00","0"
"5","3","500","503","2026/08/31 23:59:59","260412042","58","合計挑戰9次戰隊競賽","26041","9","2026/08/27 05:00:00","0"
"5","3","500","504","2026/08/31 23:59:59","260412043","58","合計挑戰12次戰隊競賽","26041","12","2026/08/27 05:00:00","0"
"5","3","1000","505","2026/08/31 23:59:59","260412044","58","合計挑戰15次戰隊競賽","26041","15","2026/08/27 05:00:00","0"
"5","3","500","601","2026/09/01 04:59:59","260412045","71","完成3次追憶之戰域 追憶戰‧霸","26041","3","2026/08/03 16:00:00","0"
"5","3","750","602","2026/09/01 04:59:59","260412046","71","完成6次追憶之戰域 追憶戰‧霸","26041","6","2026/08/03 16:00:00","0"
"5","3","1000","603","2026/09/01 04:59:59","260412047","71","完成9次追憶之戰域 追憶戰‧霸","26041","9","2026/08/03 16:00:00","0"
"5","3","1250","604","2026/09/01 04:59:59","260412048","71","完成12次追憶之戰域 追憶戰‧霸","26041","12","2026/08/03 16:00:00","0"
"5","3","1500","605","2026/09/01 04:59:59","260412049","71","完成18次追憶之戰域 追憶戰‧霸","26041","18","2026/08/03 16:00:00","0"
"5","3","2000","606","2026/09/01 04:59:59","260412050","71","完成27次追憶之戰域 追憶戰‧霸","26041","27","2026/08/03 16:00:00","0"
"4","2","500","11","2026/09/29 04:59:59","260512001","44","登入遊戲合計5次","26051","5","2026/09/01 05:00:00","0"
"4","2","200","12","2026/09/29 04:59:59","260512002","46","消耗合計1000體力","26051","1000","2026/09/01 05:00:00","0"
"4","2","400","13","2026/09/29 04:59:59","260512003","46","消耗合計3000體力","26051","3000","2026/09/01 05:00:00","0"
"4","2","600","14","2026/09/29 04:59:59","260512004","46","消耗合計5000體力","26051","5000","2026/09/01 05:00:00","0"
"4","2","200","18","2026/09/29 04:59:59","260512005","53","在戰鬥競技場或公主競技場合計戰鬥5次","26051","5","2026/09/01 05:00:00","0"
"4","2","400","19","2026/09/29 04:59:59","260512006","53","在戰鬥競技場或公主競技場合計戰鬥10次","26051","10","2026/09/01 05:00:00","0"
"4","2","600","20","2026/09/29 04:59:59","260512007","53","在戰鬥競技場或公主競技場合計戰鬥20次","26051","20","2026/09/01 05:00:00","0"
"4","2","200","21","2026/09/29 04:59:59","260512008","50","完成50次深域冒險","26051","50","2026/09/01 05:00:00","0"
"4","2","400","22","2026/09/29 04:59:59","260512009","50","完成100次深域冒險","26051","100","2026/09/01 05:00:00","0"
"4","2","600","23","2026/09/29 04:59:59","260512010","50","完成250次深域冒險","26051","250","2026/09/01 05:00:00","0"
"4","2","500","24","2026/09/29 04:59:59","260512011","54","不使用掃蕩，通過1次黎明界迷宮","26051","1","2026/09/01 05:00:00","0"
"5","3","100","101","2026/09/10 04:59:59","260512012","59","在深淵討伐戰挑戰10次Boss","26051","10","2026/09/05 16:00:00","0"
"5","3","200","102","2026/09/10 04:59:59","260512013","59","在深淵討伐戰挑戰20次Boss","26051","20","2026/09/05 16:00:00","0"
"5","3","300","103","2026/09/10 04:59:59","260512014","59","在深淵討伐戰挑戰30次Boss","26051","30","2026/09/05 16:00:00","0"
"5","3","400","104","2026/09/10 04:59:59","260512015","59","在深淵討伐戰挑戰40次Boss","26051","40","2026/09/05 16:00:00","0"
"5","3","500","105","2026/09/10 04:59:59","260512016","59","在深淵討伐戰挑戰50次Boss","26051","50","2026/09/05 16:00:00","0"
"5","3","1000","106","2026/09/10 04:59:59","260512017","59","在深淵討伐戰挑戰60次Boss","26051","60","2026/09/05 16:00:00","0"
"5","3","100","107","2026/09/10 04:59:59","260512018","60","在深淵討伐戰獲得10億Pt","26051","1","2026/09/05 16:00:00","1000000000"
"5","3","200","108","2026/09/10 04:59:59","260512019","60","在深淵討伐戰獲得50億Pt","26051","1","2026/09/05 16:00:00","5000000000"
"5","3","300","109","2026/09/10 04:59:59","260512020","60","在深淵討伐戰獲得100億Pt","26051","1","2026/09/05 16:00:00","10000000000"
"5","3","400","110","2026/09/10 04:59:59","260512021","60","在深淵討伐戰獲得150億Pt","26051","1","2026/09/05 16:00:00","15000000000"
"5","3","500","111","2026/09/10 04:59:59","260512022","60","在深淵討伐戰獲得200億Pt","26051","1","2026/09/05 16:00:00","20000000000"
"5","3","1000","112","2026/09/10 04:59:59","260512023","60","在深淵討伐戰獲得500億Pt","26051","1","2026/09/05 16:00:00","50000000000"
"5","3","100","401","2026/09/24 04:59:59","260512032","61","完成合計10次活動冒險（不包含復刻）","26051","10","2026/09/01 16:00:00","0"
"5","3","200","402","2026/09/24 04:59:59","260512033","61","完成合計30次活動冒險（不包含復刻）","26051","30","2026/09/01 16:00:00","0"
"5","3","300","403","2026/09/24 04:59:59","260512034","61","完成合計50次活動冒險（不包含復刻）","26051","50","2026/09/01 16:00:00","0"
"5","3","400","404","2026/09/24 04:59:59","260512035","61","完成合計100次活動冒險（不包含復刻）","26051","100","2026/09/01 16:00:00","0"
"5","3","1000","405","2026/09/24 04:59:59","260512036","61","完成合計150次活動冒險（不包含復刻）","26051","150","2026/09/01 16:00:00","0"
"5","3","1000","406","2026/09/24 04:59:59","260512037","62","完成劇情活動的Boss戰(SCENARIO)（不包含復刻）","26051","1","2026/09/01 16:00:00","0"
"5","3","1000","407","2026/09/24 04:59:59","260512038","63","完成劇情活動的Boss戰(SPECIAL)（不包含復刻）","26051","1","2026/09/01 16:00:00","0"
"5","3","1000","408","2026/09/24 04:59:59","260512039","64","閱覽劇情活動最終話（不包含復刻）","26051","1","2026/09/01 16:00:00","5216008"
"5","3","500","501","2026/09/30 23:59:59","260512040","58","合計挑戰3次戰隊競賽","26051","3","2026/09/26 05:00:00","0"
"5","3","500","502","2026/09/30 23:59:59","260512041","58","合計挑戰6次戰隊競賽","26051","6","2026/09/26 05:00:00","0"
"5","3","500","503","2026/09/30 23:59:59","260512042","58","合計挑戰9次戰隊競賽","26051","9","2026/09/26 05:00:00","0"
"5","3","500","504","2026/09/30 23:59:59","260512043","58","合計挑戰12次戰隊競賽","26051","12","2026/09/26 05:00:00","0"
"5","3","1000","505","2026/09/30 23:59:59","260512044","58","合計挑戰15次戰隊競賽","26051","15","2026/09/26 05:00:00","0"
"5","3","500","601","2026/10/01 04:59:59","260512045","71","完成3次追憶之戰域 追憶戰‧霸","26051","3","2026/09/07 16:00:00","0"
"5","3","750","602","2026/10/01 04:59:59","260512046","71","完成6次追憶之戰域 追憶戰‧霸","26051","6","2026/09/07 16:00:00","0"
"5","3","1000","603","2026/10/01 04:59:59","260512047","71","完成9次追憶之戰域 追憶戰‧霸","26051","9","2026/09/07 16:00:00","0"
"5","3","1250","604","2026/10/01 04:59:59","260512048","71","完成12次追憶之戰域 追憶戰‧霸","26051","12","2026/09/07 16:00:00","0"
"5","3","1500","605","2026/10/01 04:59:59","260512049","71","完成18次追憶之戰域 追憶戰‧霸","26051","18","2026/09/07 16:00:00","0"
"5","3","2000","606","2026/10/01 04:59:59","260512050","71","完成27次追憶之戰域 追憶戰‧霸","26051","27","2026/09/07 16:00:00","0"
