3c38bc5d63e979218caafeaf0609ede1c488db7b9d73eb55f00cc14751e61ff8,83603e7c43ea4ca10f6b2adea99c142d123c78d3e665c00242a99eb42cf1e23e,d74426f2d7296c097564f48a891981d6257685e31b6ae0405e6f3ed926a93f53,e7c122b5aa2572929be420de7f011d9919f137623258f3c0735d0e8c949557e3,d29321e727b8b8fcbc7a39adca72d229fb4ce71dab6de5633ae96c2730bb1d72,2c7a445e9ebf46a82881254d9f14ac960e2f1232e03bdebd309a76ae1425d3ef,9b7c49add9939ef166b0a34535e2c738284278c153aaf1a79252723f505b9704,41afbefe396522596047be16dae6108c81013f3802073e5a813c2f54df87eb49,558d60de00acfe8b8a219dfe1de257ae14db7eff3b7fccef38848e42b51bc2c7,40656f2b84cbe36413dd7a18e41d27ecf8f31996071cb6a699432f70cce74509,c9a8dd5dd7afdc9ca35b92e21c262b27b94d4a178454745424e099e49a8993b5,9f51a817842e13e3ac28a7d24ef880a7b67fa8892af1700f86c0d519f66e95c7,f5e46f0f76afaff0c73d1ce1c57e7d9f1a143d304870bc76594fda8d48108db8
"1016","2","bgm_M119","2020/01/23 04:59:59","2019/12/20 11:59:00","12","1","2019/12/23 05:00:00","1","2019/12/21 11:59:00","2019/12/16 12:00:00","1","1017"
"1017","2","bgm_M132","2020/02/24 04:59:59","2020/01/20 11:59:00","1","1","2020/01/23 05:00:00","1","2020/01/21 11:59:00","2020/01/16 12:00:00","2","1018"
"1018","2","bgm_M139","2020/03/25 04:59:59","2020/02/21 11:59:00","2","1","2020/02/24 05:00:00","1","2020/02/22 11:59:00","2020/02/17 12:00:00","1","1019"
"1019","2","bgm_M166","2020/04/24 04:59:59","2020/03/22 11:59:00","3","1","2020/03/25 05:00:00","1","2020/03/23 11:59:00","2020/03/18 12:00:00","2","1020"
"1020","2","bgm_M175","2020/05/25 04:59:59","2020/04/21 11:59:00","4","1","2020/04/24 05:00:00","1","2020/04/22 11:59:00","2020/04/17 12:00:00","1","1021"
"1021","2","bgm_M181","2020/06/24 04:59:59","2020/05/22 11:59:00","5","1","2020/05/25 05:00:00","1","2020/05/23 11:59:00","2020/05/18 12:00:00","2","1022"
"1022","2","bgm_M186","2020/07/25 04:59:59","2020/06/21 11:59:00","6","1","2020/06/24 05:00:00","1","2020/06/22 11:59:00","2020/06/17 12:00:00","1","1023"
"1023","2","bgm_M205","2020/08/25 04:59:59","2020/07/22 11:59:00","7","1","2020/07/25 05:00:00","1","2020/07/23 11:59:00","2020/07/18 12:00:00","2","1024"
"1024","2","bgm_M90","2020/09/25 04:59:59","2020/08/22 11:59:00","8","1","2020/08/25 05:00:00","1","2020/08/23 11:59:00","2020/08/18 12:00:00","1","1025"
"1025","2","bgm_M97","2020/10/26 04:59:59","2020/09/22 11:59:00","9","1","2020/09/25 05:00:00","1","2020/09/23 11:59:00","2020/09/18 12:00:00","2","1026"
"1026","2","bgm_M104","2020/11/26 04:59:59","2020/10/23 11:59:00","10","1","2020/10/26 05:00:00","1","2020/10/24 11:59:00","2020/10/19 12:00:00","1","1027"
"1027","2","bgm_M115","2020/12/26 04:59:59","2020/11/23 11:59:00","11","1","2020/11/26 05:00:00","1","2020/11/24 11:59:00","2020/11/19 12:00:00","2","1028"
"1028","2","bgm_M119","2021/01/26 04:59:59","2020/12/23 11:59:00","12","1","2020/12/26 05:00:00","1","2020/12/24 11:59:00","2020/12/19 12:00:00","1","1029"
"1029","2","bgm_M132","2021/02/24 04:59:59","2021/01/23 11:59:00","1","1","2021/01/26 05:00:00","1","2021/01/24 11:59:00","2021/01/19 12:00:00","2","1030"
"1030","2","bgm_M139","2021/03/26 04:59:59","2021/02/21 11:59:00","2","1","2021/02/24 05:00:00","1","2021/02/22 11:59:00","2021/02/17 12:00:00","1","1031"
"1031","2","bgm_M166","2021/04/26 04:59:59","2021/03/23 11:59:00","3","1","2021/03/26 05:00:00","1","2021/03/24 11:59:00","2021/03/19 12:00:00","2","1032"
"1032","2","bgm_M175","2021/05/27 04:59:59","2021/04/23 11:59:00","4","1","2021/04/26 05:00:00","1","2021/04/24 11:59:00","2021/04/19 12:00:00","1","1033"
"1033","2","bgm_M181","2021/06/26 04:59:59","2021/05/24 11:59:00","5","1","2021/05/27 05:00:00","1","2021/05/25 11:59:00","2021/05/20 12:00:00","2","1034"
"1034","2","bgm_M186","2021/07/27 04:59:59","2021/06/23 11:59:00","6","1","2021/06/26 05:00:00","1","2021/06/24 11:59:00","2021/06/19 12:00:00","1","1035"
"1035","2","bgm_M205","2021/08/27 04:59:59","2021/07/24 11:59:00","7","1","2021/07/27 05:00:00","1","2021/07/25 11:59:00","2021/07/20 12:00:00","2","1036"
"1036","2","bgm_M90","2021/09/26 04:59:59","2021/08/24 11:59:00","8","1","2021/08/27 05:00:00","1","2021/08/25 11:59:00","2021/08/20 12:00:00","1","1037"
"1037","2","bgm_M97","2021/10/27 04:59:59","2021/09/23 11:59:00","9","1","2021/09/26 05:00:00","1","2021/09/24 11:59:00","2021/09/19 12:00:00","2","1038"
"1038","2","bgm_M104","2021/11/26 04:59:59","2021/10/24 11:59:00","10","1","2021/10/27 05:00:00","1","2021/10/25 11:59:00","2021/10/20 12:00:00","1","1039"
"1039","2","bgm_M115","2021/12/27 04:59:59","2021/11/23 11:59:00","11","1","2021/11/26 05:00:00","1","2021/11/24 11:59:00","2021/11/19 12:00:00","2","1040"
"1040","2","bgm_M119","2022/01/27 04:59:59","2021/12/24 11:59:00","12","1","2021/12/27 05:00:00","1","2021/12/25 11:59:00","2021/12/20 12:00:00","1","1041"
"1041","2","bgm_M132","2022/02/24 04:59:59","2022/01/24 11:59:00","1","1","2022/01/27 05:00:00","1","2022/01/25 11:59:00","2022/01/20 12:00:00","2","1042"
"1042","2","bgm_M139","2022/03/27 04:59:59","2022/02/21 11:59:00","2","1","2022/02/24 05:00:00","1","2022/02/22 11:59:00","2022/02/17 12:00:00","1","1043"
"1043","2","bgm_M166","2022/04/26 04:59:59","2022/03/24 11:59:00","3","1","2022/03/27 05:00:00","1","2022/03/25 11:59:00","2022/03/20 12:00:00","2","1044"
"1044","2","bgm_M175","2022/05/27 04:59:59","2022/04/23 11:59:00","4","1","2022/04/26 05:00:00","1","2022/04/24 11:59:00","2022/04/19 12:00:00","1","1045"
"1045","2","bgm_M181","2022/06/26 04:59:59","2022/05/24 11:59:00","5","1","2022/05/27 05:00:00","1","2022/05/25 11:59:00","2022/05/20 12:00:00","2","1046"
"1046","2","bgm_M186","2022/07/27 04:59:59","2022/06/23 11:59:00","6","1","2022/06/26 05:00:00","1","2022/06/24 11:59:00","2022/06/19 12:00:00","1","1047"
"1047","2","bgm_M205","2022/08/27 04:59:59","2022/07/24 11:59:00","7","1","2022/07/27 05:00:00","1","2022/07/25 11:59:00","2022/07/20 12:00:00","2","1048"
"1048","2","bgm_M90","2022/09/26 04:59:59","2022/08/24 11:59:00","8","1","2022/08/27 05:00:00","1","2022/08/25 11:59:00","2022/08/20 12:00:00","1","1049"
"1049","2","bgm_M97","2022/10/27 04:59:59","2022/09/23 11:59:00","9","1","2022/09/26 05:00:00","1","2022/09/24 11:59:00","2022/09/19 12:00:00","2","1050"
"1050","2","bgm_M104","2022/11/26 04:59:59","2022/10/24 11:59:00","10","1","2022/10/27 05:00:00","1","2022/10/25 11:59:00","2022/10/20 12:00:00","1","1051"
"1051","2","bgm_M115","2022/12/26 04:59:59","2022/11/23 11:59:00","11","1","2022/11/26 05:00:00","1","2022/11/24 11:59:00","2022/11/19 12:00:00","2","1052"
"1052","2","bgm_M119","2023/01/27 04:59:59","2022/12/23 11:59:00","12","1","2022/12/26 05:00:00","1","2022/12/24 11:59:00","2022/12/19 12:00:00","1","1053"
"1053","2","bgm_M132","2023/02/24 04:59:59","2023/01/24 11:59:00","1","1","2023/01/27 05:00:00","1","2023/01/25 11:59:00","2023/01/20 12:00:00","2","1054"
"1054","2","bgm_M139","2023/03/27 04:59:59","2023/02/21 11:59:00","2","1","2023/02/24 05:00:00","1","2023/02/22 11:59:00","2023/02/17 12:00:00","1","1055"
"1055","2","bgm_M166","2023/04/26 04:59:59","2023/03/24 11:59:00","3","1","2023/03/27 05:00:00","1","2023/03/25 11:59:00","2023/03/20 12:00:00","2","1056"
"1056","2","bgm_M175","2023/05/27 04:59:59","2023/04/23 11:59:00","4","1","2023/04/26 05:00:00","1","2023/04/24 11:59:00","2023/04/19 12:00:00","1","1057"
"1057","2","bgm_M181","2023/06/26 04:59:59","2023/05/24 11:59:00","5","1","2023/05/27 05:00:00","1","2023/05/25 11:59:00","2023/05/20 12:00:00","2","1058"
"1058","2","bgm_M186","2023/07/27 04:59:59","2023/06/23 11:59:00","6","1","2023/06/26 05:00:00","1","2023/06/24 11:59:00","2023/06/19 12:00:00","1","1059"
"1059","2","bgm_M205","2023/08/27 04:59:59","2023/07/24 11:59:00","7","1","2023/07/27 05:00:00","1","2023/07/25 11:59:00","2023/07/20 12:00:00","2","1060"
"1060","2","bgm_M90","2023/09/26 04:59:59","2023/08/24 11:59:00","8","1","2023/08/27 05:00:00","1","2023/08/25 11:59:00","2023/08/20 12:00:00","1","1061"
"1061","2","bgm_M97","2023/10/27 04:59:59","2023/09/23 11:59:00","9","1","2023/09/26 05:00:00","1","2023/09/24 11:59:00","2023/09/19 12:00:00","2","1063"
"1063","2","bgm_M104","2023/11/26 04:59:59","2023/10/24 11:59:00","10","1","2023/10/27 05:00:00","1","2023/10/25 11:59:00","2023/10/20 12:00:00","1","1064"
"1064","2","bgm_M115","2023/12/26 04:59:59","2023/11/23 11:59:00","11","1","2023/11/26 05:00:00","1","2023/11/24 11:59:00","2023/11/19 12:00:00","2","1065"
"1065","2","bgm_M119","2024/01/27 04:59:59","2023/12/23 11:59:00","12","1","2023/12/26 05:00:00","1","2023/12/24 11:59:00","2023/12/19 12:00:00","1","1066"
"1066","2","bgm_M132","2024/02/25 04:59:59","2024/01/24 11:59:00","1","1","2024/01/27 05:00:00","1","2024/01/25 11:59:00","2024/01/20 12:00:00","2","1067"
"1067","2","bgm_M139","2024/03/27 04:59:59","2024/02/22 11:59:00","2","1","2024/02/25 05:00:00","1","2024/02/23 11:59:00","2024/02/18 12:00:00","1","1068"
"1068","2","bgm_M166","2024/04/26 04:59:59","2024/03/24 11:59:00","3","1","2024/03/27 05:00:00","1","2024/03/25 11:59:00","2024/03/20 12:00:00","2","1069"
"1069","2","bgm_M175","2024/05/27 04:59:59","2024/04/23 11:59:00","4","1","2024/04/26 05:00:00","1","2024/04/24 11:59:00","2024/04/19 12:00:00","1","1070"
"1070","2","bgm_M181","2024/06/26 04:59:59","2024/05/24 11:59:00","5","1","2024/05/27 05:00:00","1","2024/05/25 11:59:00","2024/05/20 12:00:00","2","1071"
"1071","2","bgm_M186","2024/07/27 04:59:59","2024/06/23 11:59:00","6","1","2024/06/26 05:00:00","1","2024/06/24 11:59:00","2024/06/19 12:00:00","1","1072"
"1072","2","bgm_M205","2024/08/27 04:59:59","2024/07/18 11:59:59","7","1","2024/07/27 05:00:00","1","2024/07/19 11:59:59","2024/07/14 12:00:00","2","1073"
"1073","2","bgm_M90","2024/09/26 04:59:59","2024/08/24 11:59:59","8","1","2024/08/27 05:00:00","1","2024/08/25 11:59:59","2024/08/20 12:00:00","1","1074"
"1074","2","bgm_M97","2024/10/27 04:59:59","2024/09/23 11:59:59","9","1","2024/09/26 05:00:00","1","2024/09/24 11:59:59","2024/09/19 12:00:00","2","1075"
"1075","2","bgm_M104","2024/11/26 04:59:59","2024/10/24 11:59:59","10","1","2024/10/27 05:00:00","1","2024/10/25 11:59:59","2024/10/20 12:00:00","1","1076"
"1076","2","bgm_M115","2024/12/27 04:59:59","2024/11/23 11:59:59","11","1","2024/11/26 05:00:00","1","2024/11/24 11:59:59","2024/11/19 12:00:00","2","1077"
"1077","2","bgm_M119","2025/01/27 04:59:59","2024/12/24 11:59:59","12","1","2024/12/27 05:00:00","1","2024/12/25 11:59:59","2024/12/20 12:00:00","1","1078"
"1078","2","bgm_M132","2025/02/24 04:59:59","2025/01/24 11:59:59","1","1","2025/01/27 05:00:00","1","2025/01/25 11:59:59","2025/01/20 12:00:00","2","1079"
"1079","2","bgm_M139","2025/03/27 04:59:59","2025/02/21 11:59:59","2","1","2025/02/24 05:00:00","1","2025/02/22 11:59:59","2025/02/17 12:00:00","1","1080"
"1080","2","bgm_M166","2025/04/26 04:59:59","2025/03/24 11:59:59","3","1","2025/03/27 05:00:00","1","2025/03/25 11:59:59","2025/03/20 12:00:00","2","1081"
"1081","2","bgm_M175","2025/05/27 04:59:59","2025/04/23 11:59:59","4","1","2025/04/26 05:00:00","1","2025/04/24 11:59:59","2025/04/19 12:00:00","1","1082"
