c8a027ad1d5a5061b97dc23cd708ba774149837149987b68b8edd796858ba1e1,9c90b0f473f8e23368d1fb0642bd8dddbd5e487efa694f9ca7b26ea53e285305,4c592bd107c0614dc8effb21d44203a497d292ef5d13154d146149a40e1c50a3,bdac9e2f762cc7f2937ecad8466bd19ce11ae56ae32080954537adfeb8cdbb82,b713cf7159d3f26477cd6d8d4af5b3ecb07387ac0a15ae65e569974fa9ccb601,72d65a4027dc966235baf425e6416ca1a90d3bbc468b03718c85e4afa3083a43,e23f4d227c2db5a7d66fd760ec3569d33b8d03afa4b8b254a4f55ba15686f357,8e23e11d8493c494dab75529eea1b7307beb9e402d0e33fd6d3f18240843eeee,5caa9bfea78cbf00262e15a59ed5689436316ac8d9d7c475009c9ac76c8da19e,a728fd9e0f573a293323ec73b240e6004e9d968c04315e130ae71c5baf1f9093,059bd72ad34aa6dcf796db728066a085bef65bf537b60bd2124fcf2258caba9f,19a3d7614ac246c406aa525fc6935994d712459e4f55ffe1f824429f98d3212b,fe2b6db8dc9d5731c3444a84487f49d2d58d85b2cbbeedd8426ec064d8103b7d,70d25625d72478bfadf91e54551cd34749e14765d57cada9ba98fdf868d8b1fc,738f404eff37388387337a5896678fe42e615a345e514738ea55f61a060bcab6,a8156a42de56aecc3b7c097fdbf78ad378f6c689eefa6a2de054c1123900aceb,d81ba4ae6c1fd74bc53c69eec4f26204e96a13cd21962471efc7b4faa9adef9c,73c265406539b61ac9e12dd4e941fc4c06f508f93d6f3c884d4519676c3e0671,9b4ca0e1db5d9cd975b2f9f52e8e8e2223ead498b3e13114309b6e55f3c689e3,811fabc1ed16c0343b69e0a3018a2bcf03082f3aae1405980bbfe0ccb63c44c6,0611dec38d769141e8ce9ff13d3bbc1e317744e10bea7ca51c6ba3ab8bfa3ea5,312a6fe9dc28438d75d02cdd31f0627b6bf23898ae1587a66a84382f78c6ee42,eebc3080c6c6d0eff8c94cb2eee84018ca68cdaa1e13eb7323b38c4f9928547f,d8fe2161f90c600ebc723897fd81398fb57be6c3671778338e5f71ca535d6592,78ada2e28d9f014566c20419a93d63b53e56d8e740511392c2a26b76bb68792f,98c4bc2ce4740457400e69d09ea8a30a98ecabb62a849c2ee56a2e68c3f62af6,91fa25c17238eb52d4a262cd996b144ebbfdaecdcb1e99dc46760548851db36b,4ea4fc85be3b9ff22e6f9aed54606640dffea304c7ff02139b4be96df2ea0080,f8d5e827241837a4faf2c14d856a66f4a2f8c4eef432a1e1f2049b8c6e62ebf8,4292bcd585b7893d83420a0e1a203ef63ed3e7ca34a9f813c7e8f1f099c7886b,8cfea1a777fb30f6c14e78ca2afcb9f7c2d310f786914568f3885f6a8e56f150,2fae2f69fb49946a7ac3d40b63438ce12dbd06df4bab38769a3734acbb85be52,cd0b6cc6801b62bf8747fbc182c4d0af0c07d73deb0cd9b88d4529d9296ad2c8,6b7b735145ad3bc08b3e4958ba8a5f72a0d415d42eaa0f066ddfdc0aee91b585,da00c239f91ae30232e7333914a919a42452817a91ec5367289acebadecb4cbb,b07cb3d99a2b709170c98ebebe76439983604deff4080d5759c34c82e7fe0360,c14ed0ff5751d21361b032374640ed28e5d07bf0b40e6909a9bdd5b88f862b1c,9e26de865317cf56513200f03a65eaccb01501d6e03f1c7e23cd268478499464,655d3c20a0fd5fd59805359e4528491d764f16b710f4271c40bc465e900a8131
"1008","401040491","1004210","1.8","0","10080104","1004206","1004110","1004108","401040461","1004106","1","401040501","16","2","2","1004109","1.3","401040481","1004209","710081","1","1004207","1004208","10080101","1","10080102","1.8","1004107","0.06","10080105","1001303","100000","2","401040471","1.3","-1","10080103","0"
"1009","401040541","1004205","1.3","0","10090104","1004201","1004105","1004103","401040511","1004101","1","401040551","17","1","1","1004104","1","401040531","1004204","710091","1","1004202","1004203","10090101","1","10090102","1.3","1004102","0.03","10090105","1001301","100000","1.5","401040521","1","1","10090103","0"
"1009","401040591","1004210","1.8","0","10090104","1004206","1004110","1004108","401040561","1004106","1","401040601","18","2","2","1004109","1.4","401040581","1004209","710091","1","1004207","1004208","10090101","1","10090102","1.8","1004107","0.06","10090105","1001303","100000","2","401040571","1.4","5","10090103","0"
"1009","401040641","1004205","2.5","0","10090104","1004201","1004105","1004103","401040611","1004101","1","401040651","19","2","6","1004104","2","401040631","1004204","710091","1","1004202","1004203","10090101","1","10090102","2.5","1004102","0.06","10090105","1001303","100000","3","401040621","2","-1","10090103","0"
"1010","401011004","1004210","1.3","0","10100104","1004206","1004110","1004108","401011001","1004106","1","401011005","20","1","1","1004109","1","401011003","1004209","710101","1","1004207","1004208","10100101","1","10100102","1.3","1004107","0.03","10100105","1001301","100000","1.5","401011002","1","3","10100103","0"
"1010","401021004","1004205","1.8","0","10100104","1004201","1004105","1004103","401021001","1004101","1","401021005","21","2","4","1004104","1.4","401021003","1004204","710101","1","1004202","1004203","10100101","1","10100102","1.8","1004102","0.06","10100105","1001303","100000","2","401021002","1.4","10","10100103","0"
"1010","401031004","1004210","2.5","0","10100104","1004206","1004110","1004108","401031001","1004106","1","401031005","22","2","11","1004109","2","401031003","1004209","710101","1","1004207","1004208","10100101","1","10100102","2.5","1004107","0.06","10100105","1001303","100000","3","401031002","2","-1","10100103","0"
"1011","401040691","1004205","1.3","0","10110104","1004201","1004105","1004103","401040661","1004101","1","401040701","23","1","1","1004104","1","401040681","1004204","710111","2","1004202","1004203","10110101","1","10110102","1.3","1004102","0.03","10110105","1001301","100000","1.5","401040671","1","1","10110103","0"
"1011","401040691","1004210","1.3","0","10110104","1004206","1004110","1004108","401040661","1004106","1","401040701","24","1","2","1004109","1","401040681","1004209","710111","2","1004207","1004208","10110101","1","10110102","1.3","1004107","0.03","10110105","1001303","100000","1.5","401040671","1","3","10110103","0"
"1011","401040741","1004205","1.8","0","10110104","1004201","1004105","1004103","401040711","1004101","1","401040751","25","2","4","1004104","1.4","401040731","1004204","710111","5","1004202","1004203","10110101","2","10110102","1.8","1004102","0.06","10110105","1001303","100000","2","401040721","1.4","10","10110103","0"
"1011","401040791","1004210","2.5","0","10110104","1004206","1004110","1004108","401040761","1004106","1","401040801","26","2","11","1004109","2","401040781","1004209","710111","12","1004207","1004208","10110101","3","10110102","2.5","1004107","0.06","10110105","1001303","100000","3","401040771","2","-1","10110103","0"
"1012","401040841","1004205","1.3","0","10120104","1004201","1004105","1004103","401040811","1004101","1","401040851","27","1","1","1004104","1","401040831","1004204","710121","2","1004202","1004203","10120101","1","10120102","1.3","1004102","0.03","10120105","1001301","100000","1.5","401040821","1","1","10120103","0"
"1012","401040841","1004210","1.3","0","10120104","1004206","1004110","1004108","401040811","1004106","1","401040851","28","1","2","1004109","1","401040831","1004209","710121","2","1004207","1004208","10120101","1","10120102","1.3","1004107","0.03","10120105","1001303","100000","1.5","401040821","1","3","10120103","0"
"1012","401040891","1004205","1.8","0","10120104","1004201","1004105","1004103","401040861","1004101","1","401040901","29","2","4","1004104","1.4","401040881","1004204","710121","5","1004202","1004203","10120101","2","10120102","1.8","1004102","0.06","10120105","1001303","100000","2","401040871","1.4","10","10120103","0"
"1012","401040941","1004210","2.5","0","10120104","1004206","1004110","1004108","401040911","1004106","1","401040951","30","2","11","1004109","2","401040931","1004209","710121","12","1004207","1004208","10120101","3","10120102","2.5","1004107","0.06","10120105","1001303","100000","3","401040921","2","-1","10120103","0"
"1013","401040991","1004205","1.3","0","10130104","1004201","1004105","1004103","401040961","1004101","1","401041001","31","1","1","1004104","1","401040981","1004204","710011","2","1004202","1004203","10130101","1","10130102","1.3","1004102","0.03","10130105","1001301","100000","1.5","401040971","1","1","10130103","0"
"1013","401040991","1004210","1.3","0","10130104","1004206","1004110","1004108","401040961","1004106","1","401041001","32","1","2","1004109","1","401040981","1004209","710011","2","1004207","1004208","10130101","1","10130102","1.3","1004107","0.03","10130105","1001303","100000","1.5","401040971","1","3","10130103","0"
"1013","401041041","1004205","1.8","0","10130104","1004201","1004105","1004103","401041011","1004101","1","401041051","33","2","4","1004104","1.4","401041031","1004204","710011","5","1004202","1004203","10130101","2","10130102","1.8","1004102","0.06","10130105","1001303","100000","2","401041021","1.4","10","10130103","0"
"1013","401041091","1004210","2.5","0","10130104","1004206","1004110","1004108","401041061","1004106","1","401041101","34","2","11","1004109","2","401041081","1004209","710011","12","1004207","1004208","10130101","3","10130102","2.5","1004107","0.06","10130105","1001303","100000","3","401041071","2","-1","10130103","0"
"1014","401041141","1004205","1.3","0","10140104","1004201","1004105","1004103","401041111","1004101","1","401041151","35","1","1","1004104","1","401041131","1004204","710021","2","1004202","1004203","10140101","1","10140102","1.3","1004102","0.03","10140105","1001301","100000","1.5","401041121","1","1","10140103","0"
"1014","401041141","1004210","1.3","0","10140104","1004206","1004110","1004108","401041111","1004106","1","401041151","36","1","2","1004109","1","401041131","1004209","710021","2","1004207","1004208","10140101","1","10140102","1.3","1004107","0.03","10140105","1001303","100000","1.5","401041121","1","3","10140103","0"
"1014","401041191","1004205","1.8","0","10140104","1004201","1004105","1004103","401041161","1004101","1","401041201","37","2","4","1004104","1.4","401041181","1004204","710021","5","1004202","1004203","10140101","2","10140102","1.8","1004102","0.06","10140105","1001303","100000","2","401041171","1.4","10","10140103","0"
"1014","401041241","1004210","2.5","0","10140104","1004206","1004110","1004108","401041211","1004106","1","401041251","38","2","11","1004109","2","401041231","1004209","710021","12","1004207","1004208","10140101","3","10140102","2.5","1004107","0.06","10140105","1001303","100000","3","401041221","2","-1","10140103","0"
"1015","401041291","1004205","1.3","0","10150104","1004201","1004105","1004103","401041261","1004101","1","401041301","39","1","1","1004104","1","401041281","1004204","710031","2","1004202","1004203","10150101","1","10150102","1.3","1004102","0.03","10150105","1001301","100000","1.5","401041271","1","1","10150103","0"
"1015","401041291","1004210","1.3","0","10150104","1004206","1004110","1004108","401041261","1004106","1","401041301","40","1","2","1004109","1","401041281","1004209","710031","2","1004207","1004208","10150101","1","10150102","1.3","1004107","0.03","10150105","1001303","100000","1.5","401041271","1","3","10150103","0"
"1015","401041341","1004205","1.8","0","10150104","1004201","1004105","1004103","401041311","1004101","1","401041351","41","2","4","1004104","1.4","401041331","1004204","710031","5","1004202","1004203","10150101","2","10150102","1.8","1004102","0.06","10150105","1001303","100000","2","401041321","1.4","10","10150103","0"
"1015","401041391","1004210","2.5","0","10150104","1004206","1004110","1004108","401041361","1004106","1","401041401","42","2","11","1004109","2","401041381","1004209","710031","12","1004207","1004208","10150101","3","10150102","2.5","1004107","0.06","10150105","1001303","100000","3","401041371","2","-1","10150103","0"
"1016","401041441","1004205","1.3","0","10160104","1004201","1004105","1004103","401041411","1004101","1","401041451","43","1","1","1004104","1","401041431","1004204","710041","2","1004202","1004203","10160101","1","10160102","1.3","1004102","0.03","10160105","1001301","100000","1.5","401041421","1","1","10160103","0"
"1016","401041441","1004210","1.3","0","10160104","1004206","1004110","1004108","401041411","1004106","1","401041451","44","1","2","1004109","1","401041431","1004209","710041","2","1004207","1004208","10160101","1","10160102","1.3","1004107","0.03","10160105","1001303","100000","1.5","401041421","1","3","10160103","0"
"1016","401041491","1004210","1.8","0","10160104","1004206","1004110","1004108","401041461","1004106","1","401041501","45","2","4","1004109","1.4","401041481","1004209","710041","5","1004207","1004208","10160101","2","10160102","1.8","1004107","0.06","10160105","1001303","100000","2","401041471","1.4","10","10160103","0"
"1016","401041541","1004210","2.5","0","10160104","1004206","1004110","1004108","401041511","1004106","1","401041551","46","2","11","1004109","2","401041531","1004209","710041","12","1004207","1004208","10160101","3","10160102","2.5","1004107","0.06","10160105","1001303","100000","3","401041521","2","-1","10160103","0"
"1017","401041741","1004205","1.3","0","10170104","1004201","1004105","1004103","401041711","1004101","1","401041751","47","1","1","1004104","1","401041731","1004204","710051","2","1004202","1004203","10170101","1","10170102","1.3","1004102","0.03","10170105","1001301","100000","1.5","401041721","1","1","10170103","0"
"1017","401041741","1004210","1.3","0","10170104","1004206","1004110","1004108","401041711","1004106","1","401041751","48","1","2","1004109","1","401041731","1004209","710051","2","1004207","1004208","10170101","1","10170102","1.3","1004107","0.03","10170105","1001303","100000","1.5","401041721","1","3","10170103","0"
"1017","401041791","1004210","1.8","0","10170104","1004206","1004110","1004108","401041761","1004106","1","401041801","49","2","4","1004109","1.4","401041781","1004209","710051","5","1004207","1004208","10170101","2","10170102","1.8","1004107","0.06","10170105","1001303","100000","2","401041771","1.4","10","10170103","0"
"1017","401041841","1004210","2.5","0","10170104","1004206","1004110","1004108","401041811","1004106","1","401041851","50","2","11","1004109","2","401041831","1004209","710051","12","1004207","1004208","10170101","3","10170102","2.5","1004107","0.06","10170105","1001303","100000","3","401041821","2","-1","10170103","0"
"1018","401041891","1004205","1.3","0","10180104","1004201","1004105","1004103","401041861","1004101","1","401041901","51","1","1","1004104","1","401041881","1004204","710061","2","1004202","1004203","10180101","1","10180102","1.3","1004102","0.03","10180105","1001301","100000","1.5","401041871","1","1","10180103","0"
"1018","401041891","1004210","1.3","0","10180104","1004206","1004110","1004108","401041861","1004106","1","401041901","52","1","2","1004109","1","401041881","1004209","710061","2","1004207","1004208","10180101","1","10180102","1.3","1004107","0.03","10180105","1001303","100000","1.5","401041871","1","3","10180103","0"
"1018","401041941","1004210","1.8","0","10180104","1004206","1004110","1004108","401041911","1004106","1","401041951","53","2","4","1004109","1.4","401041931","1004209","710061","5","1004207","1004208","10180101","2","10180102","1.8","1004107","0.06","10180105","1001303","100000","2","401041921","1.4","10","10180103","0"
"1018","401041991","1004210","2.5","0","10180104","1004206","1004110","1004108","401041961","1004106","1","401042001","54","2","11","1004109","2","401041981","1004209","710061","12","1004207","1004208","10180101","3","10180102","2.5","1004107","0.06","10180105","1001303","100000","3","401041971","2","-1","10180103","0"
"1019","401042191","1004205","1.3","0","10190104","1004201","1004105","1004103","401042161","1004101","1","401042201","55","1","1","1004104","1","401042181","1004204","710071","2","1004202","1004203","10190101","1","10190102","1.3","1004102","0.03","10190105","1001301","1000000","1.5","401042171","1","1","10190103","0"
"1019","401042191","1004210","1.3","0","10190104","1004206","1004110","1004108","401042161","1004106","1","401042201","56","1","2","1004109","1","401042181","1004209","710071","2","1004207","1004208","10190101","1","10190102","1.3","1004107","0.03","10190105","1001303","1000000","1.5","401042171","1","3","10190103","0"
"1019","401042241","1004210","1.8","0","10190104","1004206","1004110","1004108","401042211","1004106","1","401042251","57","2","4","1004109","1.4","401042231","1004209","710071","5","1004207","1004208","10190101","2","10190102","1.8","1004107","0.06","10190105","1001303","1000000","2","401042221","1.4","10","10190103","0"
"1019","401042291","1004210","2.5","0","10190104","1004206","1004110","1004108","401042261","1004106","1","401042301","58","2","11","1004109","2","401042281","1004209","710071","12","1004207","1004208","10190101","3","10190102","2.5","1004107","0.06","10190105","1001303","1000000","3","401042271","2","-1","10190103","0"
"1020","401042491","1004205","1.3","0","10200104","1004201","1004105","1004103","401042461","1004101","1","401042501","59","1","1","1004104","1","401042481","1004204","710081","2","1004202","1004203","10200101","1","10200102","1.3","1004102","0.03","10200105","1001301","1000000","1.5","401042471","1","1","10200103","0"
"1020","401042491","1004210","1.3","0","10200104","1004206","1004110","1004108","401042461","1004106","1","401042501","60","1","2","1004109","1","401042481","1004209","710081","2","1004207","1004208","10200101","1","10200102","1.3","1004107","0.03","10200105","1001303","1000000","1.5","401042471","1","3","10200103","0"
"1020","401042541","1004210","1.8","0","10200104","1004206","1004110","1004108","401042511","1004106","1","401042551","61","2","4","1004109","1.4","401042531","1004209","710081","5","1004207","1004208","10200101","2","10200102","1.8","1004107","0.06","10200105","1001303","1000000","2","401042521","1.4","10","10200103","0"
"1020","401042591","1004210","2.5","0","10200104","1004206","1004110","1004108","401042561","1004106","1","401042601","62","2","11","1004109","2","401042581","1004209","710081","12","1004207","1004208","10200101","3","10200102","2.5","1004107","0.06","10200105","1001303","1000000","3","401042571","2","-1","10200103","0"
"1021","401042791","1004205","1.3","0","10210104","1004201","1004105","1004103","401042761","1004101","1","401042801","63","1","1","1004104","1.2","401042781","1004204","710091","2","1004202","1004203","10210101","1","10210102","1.4","1004102","0.03","10210105","1001301","1000000","1.5","401042771","1.2","1","10210103","0"
"1021","401042791","1004210","1.3","0","10210104","1004206","1004110","1004108","401042761","1004106","1","401042801","64","1","2","1004109","1.2","401042781","1004209","710091","2","1004207","1004208","10210101","1","10210102","1.4","1004107","0.03","10210105","1001303","1000000","1.5","401042771","1.2","3","10210103","0"
"1021","401042841","1004210","1.8","0","10210104","1004206","1004110","1004108","401042811","1004106","1","401042851","65","2","4","1004109","1.6","401042831","1004209","710091","5","1004207","1004208","10210101","2","10210102","1.9","1004107","0.06","10210105","1001303","1000000","2","401042821","1.6","10","10210103","0"
"1021","401042891","1004210","2.4","0","10210104","1004206","1004110","1004108","401042861","1004106","1","401042901","66","2","11","1004109","2","401042881","1004209","710091","12","1004207","1004208","10210101","3","10210102","2.4","1004107","0.06","10210105","1001303","1000000","2.6","401042871","2","-1","10210103","0"
"1022","401043141","1004205","1.3","0","10220104","1004201","1004105","1004103","401043111","1004101","1","401043151","67","1","1","1004104","1.2","401043131","1004204","710101","2","1004202","1004203","10220101","1","10220102","1.4","1004102","0.03","10220105","1001301","1000000","1.5","401043121","1.2","1","10220103","0"
"1022","401043141","1004210","1.3","0","10220104","1004206","1004110","1004108","401043111","1004106","1","401043151","68","1","2","1004109","1.2","401043131","1004209","710101","2","1004207","1004208","10220101","1","10220102","1.4","1004107","0.03","10220105","1001303","1000000","1.5","401043121","1.2","3","10220103","0"
"1022","401043191","1004210","1.8","0","10220104","1004206","1004110","1004108","401043161","1004106","1","401043201","69","2","4","1004109","1.6","401043181","1004209","710101","5","1004207","1004208","10220101","2","10220102","1.9","1004107","0.06","10220105","1001303","1000000","2","401043171","1.6","10","10220103","0"
"1022","401043241","1004210","2.4","0","10220104","1004206","1004110","1004108","401043211","1004106","1","401043251","70","2","11","1004109","2","401043231","1004209","710101","12","1004207","1004208","10220101","3","10220102","2.4","1004107","0.06","10220105","1001303","1000000","2.6","401043221","2","-1","10220103","0"
"1023","401043491","1004205","1.3","0","10230104","1004201","1004105","1004103","401043461","1004101","1","401043501","71","1","1","1004104","1.2","401043481","1004204","710111","2","1004202","1004203","10230101","1","10230102","1.4","1004102","0.03","10230105","1001301","1000000","1.5","401043471","1.2","1","10230103","0"
"1023","401043491","1004210","1.3","0","10230104","1004206","1004110","1004108","401043461","1004106","1","401043501","72","1","2","1004109","1.2","401043481","1004209","710111","2","1004207","1004208","10230101","1","10230102","1.4","1004107","0.03","10230105","1001303","1000000","1.5","401043471","1.2","3","10230103","0"
"1023","401043541","1004210","1.8","0","10230104","1004206","1004110","1004108","401043511","1004106","1","401043551","73","2","4","1004109","1.6","401043531","1004209","710111","5","1004207","1004208","10230101","2","10230102","1.9","1004107","0.06","10230105","1001303","1000000","2","401043521","1.6","10","10230103","0"
"1023","401043591","1004210","2.4","0","10230104","1004206","1004110","1004108","401043561","1004106","1","401043601","74","2","11","1004109","2","401043581","1004209","710111","12","1004207","1004208","10230101","3","10230102","2.4","1004107","0.06","10230105","1001303","1000000","2.6","401043571","2","-1","10230103","0"
"1024","401043791","1004205","1.3","0","10240104","1004201","1004105","1004103","401043761","1004101","1","401043801","75","1","1","1004104","1.2","401043781","1004204","710121","1","1004202","1004203","10240101","1","10240102","1.4","1004102","0.03","10240105","1001301","1000000","1.5","401043771","1.2","1","10240103","0"
"1024","401043791","1004210","1.3","0","10240104","1004206","1004110","1004108","401043761","1004106","1","401043801","76","1","2","1004109","1.2","401043781","1004209","710121","1","1004207","1004208","10240101","1","10240102","1.4","1004107","0.03","10240105","1001303","1000000","1.5","401043771","1.2","3","10240103","0"
"1024","401043841","1004210","1.8","0","10240104","1004206","1004110","1004108","401043811","1004106","1","401043851","77","2","4","1004109","1.6","401043831","1004209","710121","4","1004207","1004208","10240101","2","10240102","1.9","1004107","0.06","10240105","1001303","1000000","2","401043821","1.6","10","10240103","0"
"1024","401043891","1004210","2.4","0","10240104","1004206","1004110","1004108","401043861","1004106","1","401043901","78","2","11","1004109","2","401043881","1004209","710121","11","1004207","1004208","10240101","3","10240102","2.4","1004107","0.06","10240105","1001303","1000000","2.6","401043871","2","34","10240103","0"
"1024","401043941","1004210","3.7","0","10240104","1004206","1004110","1004108","401043911","1004106","1","401043951","79","2","35","1004109","3.5","401043931","1004209","710121","35","1004207","1004208","10240101","4","10240102","3.8","1004107","0.06","10240105","1001303","1000000","4","401043921","3.5","-1","10240103","0"
