6d7cd54c6e7aca6e8bd61e565e3a4e8b75caa2651d1db0aeccb3e9081f19512c,91776cf2f29938e395b40e82b68a159de40f6d7dbab7c1acc966b3297dd74570,21ef40308d4c4e65e9d19cdfa65154494c746cae482d1bbc2ff8fb899075fcef,d92a55db880d42ec15d0462ba6238f4d707fce77973b83f9c3660d60edad9665,3403e8943ee08b9370093560313d39603f3234658247601efc4b3d2d20866724,f3f5eec4bc71287c1bedead1ce47eb03bf2df82cb3f89f0e1a434cdbed273a7c,06941f58caa94c0c63cb68558fba4b89159eaad2c4360620eae614d947a73d56,0addf0c4f45fcbd7d04a6154d9b2d28ff74dc2e54b341ceb76134df5df9ae458,d51bbee678ad9c77dc1b3b3a8d8a53059bfc645ed285672cd739b01a842cea10,eddcd92628bf86d1c143f8a628fbe4fa8a3b59eeaaa4d6d1288fe7d908d74046,49a81d6fda0d52a65df328f7bbb06f9f2cad1d979a6855677c4838f0486ecec8
"0","","","1027","3","top_luis_experiment_failer_in","","","1","1","0.2"
"","","","1028","93","0","","","2.3","1",""
"0","","","1029","3","top_luis_experiment_failer_mix","","","1","1","0.1"
"","","","1030","93","0","","","2.7","1",""
"","","","1031","32","1","","","13","1",""
"0","","","1032","3","top_luis_experiment_failer_burst","","","1","1","0.1"
"","","","1033","93","0","","","2.7","1",""
"0","","","1034","3","top_luis_experiment_failer_out","","","1","1","0.1"
"","","","1035","93","0","","","1.1","1",""
"0","1","0","1036","3","top_luis_sit_out","","idle_normal","1","1","0.2"
"-130","0","","1037","2","-100","","0.3","1","1",""
"","","","1038","93","0","","","1","1",""
"0","","","1039","3","walk_normal","","","1","1","0.2"
"-103","0","","1040","2","-216","","1","1","1",""
"","","","1041","93","0","","","1","1",""
"0","","","1042","3","idle_normal","","","1","1","0.1"
"","","","1043","93","0","","","0.8","1",""
"","","","1044","32","0","","","13","1",""
"0","1","0","1045","3","top_luis_arm_crossed_in","","top_luis_arm_crossed_idle","1","1","0.2"
"","","","1046","93","0","","","4","1",""
"0","1","0","1047","3","top_luis_approach_in","","top_luis_approach_idle","1","1","0.2"
"","","","1048","93","0","","","3.5","1",""
"1","","","1049","3","top_luis_thinking","","","1","1","0.2"
"","","","1050","93","0","","","3.5","1",""
"1","","","1051","3","top_luis_walk_think","","","1","1","0.2"
"-103","0","","1052","2","-495","","2","1","1",""
"","","","1053","93","0","","","2","1",""
"","","","1054","4","0","","","1","1",""
"-103","0","","1055","2","-216","","2","1","1",""
"","","","1056","93","0","","","2","1",""
"1","","","1057","3","top_luis_notice","","","1","1","0"
"","","","1058","93","0","","","1","1",""
"1","","","1059","3","top_luis_walk_jog","","","1","1","0.2"
"-130","0","","1060","2","-100","","0.5","1","1",""
"","","","1061","93","0","","","0.5","1",""
"","","","1062","4","1","","","1","1",""
"0","1","0","1063","3","top_luis_sit_in","","top_luis_sit_idle","1","1","0.2"
"","","","1064","93","0","","","0.1","1",""
"-140","0","","1065","2","-57","","0.4","1","1",""
"","","","1066","93","0","","","1","1",""
"0","","","1067","3","top_luis_experiment_success_in","","","1","1","0.2"
"","","","1068","93","0","","","2.3","1",""
"0","","","1069","3","top_luis_experiment_success_mix","","","1","1","0.1"
"","","","1070","93","0","","","2.7","1",""
"","","","1071","32","1","","","14","1",""
"0","","","1072","3","top_luis_experiment_success_burst","","","1","1","0.1"
"","","","1073","93","0","","","2.7","1",""
"0","","","1074","3","top_luis_experiment_success_out","","","1","1","0.1"
"","","","1075","93","0","","","1.1","1",""
"0","1","0","1076","3","top_luis_sit_out","","idle_normal","1","1","0.2"
"-130","0","","1077","2","-100","","0.3","1","1",""
"","","","1078","93","0","","","1","1",""
"0","","","1079","3","walk_normal","","","1","1","0.2"
"-103","0","","1080","2","-216","","1","1","1",""
"","","","1081","93","0","","","1","1",""
"0","","","1082","3","idle_normal","","","1","1","0.1"
"","","","1083","93","0","","","0.8","1",""
"","","","1084","32","0","","","14","1",""
"0","","","1085","101","","","0","1005","1",""
"100","-130","1","2001","5","2","top_iroha_read","400","2","2","1.43"
"101","130","1","2002","5","11","butterfly","980","11","2","1.4"
"400","1","","2003","31","11","","-130","11","2","0"
"","","","2004","91","0","","","0","2",""
"1","","","2005","3","top_iroha_read","","","2","2","0.2"
"","","","2006","93","0","","","9","2",""
"","","","2007","4","1","","","11","2",""
"130","0","","2008","2","-980","","7","11","2",""
"","","","2009","93","0","","","2.5","2",""
"0","","","2010","3","top_iroha_read_notice","","","2","2","0.2"
"","","","2011","93","0","","","0.6","2",""
"0","1","0","2012","3","top_iroha_notice_to_run","","top_iroha_run","2","2","0"
"","","","2013","93","0","","","0.4","2",""
"","","","2014","32","1","","","11","2",""
"","","","2015","37","smokeR","","","11","2",""
"-130","0","","2016","33","-980","","4.2","11","2",""
"-130","0","","2017","2","-980","","4.2","2","2",""
"","","","2018","93","0","","","4.2","2",""
"","","","2019","32","0","","","11","2",""
"","","","2020","93","0","","","1","2",""
"","","","2021","4","0","","","11","2",""
"130","0","","2022","2","980","","7","11","2",""
"","","","2023","93","0","","","1.5","2",""
"","","","2024","32","1","","","11","2",""
"","","","2025","37","smokeL","","","11","2",""
"-130","0","","2026","33","980","","5.964","11","2",""
"1","","","2027","3","top_iroha_run_joy","","","2","2","0"
"","","","2028","4","0","","","2","2",""
"-130","0","","2029","2","980","","5.964","2","2",""
"","","","2030","93","0","","","5.964","2",""
"","","","2031","32","0","","","11","2",""
"","","","2032","93","0","","","2","2",""
"1","","","2033","3","top_iroha_walk","","","2","2","0"
"","","","2034","4","1","","","2","2",""
"-130","0","","2035","2","400","","3","2","2",""
"-130","0","","2036","33","400","","3","11","2",""
"","","","2037","93","0","","","3","2",""
"0","1","0","2038","3","top_iroha_walk_out","","idle_normal","2","2","0.2"
"","","","2039","93","0","","","0.4","2",""
"0","","0.2","2040","3","top_iroha_sit_in","","","2","2","0.2"
"","","","2041","93","0","","","4","2",""
"","","","2042","101","","","","2005","2",""
"100","-130","1","3001","5","3","top_sono_readPaper","350","3","3","1.38"
"475","1","","3002","31","10","","-18","10","3","1"
"","","","3003","91","0","","","0","3",""
"1","","","3004","3","top_sono_readPaper","","","3","3","0.2"
"","","","3005","93","0","","","13.6","3",""
"0","1","0","3006","3","top_sono_sit_out","","top_sono_stretch","3","3","0.2"
"","","","3007","93","0","","","3.5","3",""
"1","","","3008","3","top_sono_drink","","","3","3","0.2"
"","","","3009","93","","","","10.5","3",""
"0","","","3010","3","top_sono_sit_in","","","3","3","0.2"
"","","","3011","93","0","","","2.6","3",""
"","","","3012","101","","","","3004","3",""
"101","-130","1","4001","5","2","top_iroha_read","400","2","4","1.43"
"100","-103","1","4002","5","1","top_luis_thinking","-216","1","4","1.4"
"102","130","1","4003","5","11","butterfly","980","11","4","1.4"
"400","1","","4004","31","11","","-130","11","4","0"
"","","","4005","91","0","","","0","4",""
"1","","","4006","3","top_luis_thinking","","","1","4","0.2"
"1","","","4007","3","top_iroha_read","","","2","4","0.2"
"","","","4008","93","0","","","9","4",""
"","","","4009","4","1","","","11","4",""
"130","0","","4010","2","-980","","7","11","4",""
"","","","4011","93","0","","","2.5","4",""
"0","","","4012","3","top_iroha_read_notice","","","2","4","0.2"
"","","","4013","93","0","","","0.6","4",""
"0","1","0","4014","3","top_iroha_notice_to_run","","top_iroha_run","2","4","0"
"","","","4015","93","0","","","0.4","4",""
"","","","4016","32","1","","","11","4",""
"","","","4017","37","smokeR","","","11","4",""
"-130","0","","4018","33","-980","","4.2","11","4",""
"-130","0","","4019","2","-980","","4.2","2","4",""
"","","","4020","93","0","","","1.9","4",""
"0","1","0","4021","3","top_luis_surprise_in","","top_luis_surprise_idle","1","4","0.2"
"","","","4022","93","0","","","2.3","4",""
"","","","4023","32","0","","","11","4",""
"","","","4024","93","0","","","1","4",""
"","","","4025","4","0","","","11","4",""
"130","0","","4026","2","980","","7","11","4",""
"","","","4027","93","0","","","1.5","4",""
"","","","4028","32","1","","","11","4",""
"","","","4029","37","smokeL","","","11","4",""
"-130","0","","4030","33","980","","5.964","11","4",""
"1","","","4031","3","top_iroha_run_joy","","","2","4","0"
"","","","4032","4","0","","","2","4",""
"-130","0","","4033","2","980","","5.964","2","4",""
"","","","4034","93","0","","","2.2","4",""
"1","","","4035","3","top_luis_surprise_look","","","1","4","0"
"","","","4036","93","0","","","3.764","4",""
"1","","","4037","3","top_luis_thinking","","","1","4","0.2"
"","","","4038","32","0","","","11","4",""
"","","","4039","93","0","","","2","4",""
"1","","","4040","3","top_iroha_walk","","","2","4","0"
"","","","4041","4","1","","","2","4",""
"-130","0","","4042","2","400","","3","2","4",""
"-130","0","","4043","33","400","","3","11","4",""
"","","","4044","93","0","","","3","4",""
"0","1","0","4045","3","top_iroha_walk_out","","idle_normal","2","4","0.2"
"","","","4046","93","0","","","0.4","4",""
"0","","0.2","4047","3","top_iroha_sit_in","","","2","4","0.2"
"","","","4048","93","0","","","4","4",""
"","","","4049","101","","","","4007","4",""
"100","-130","1","5001","5","3","top_sono_readPaper","350","3","5","1.4"
"110","-130","1","5002","5","2","top_iroha_read_loop","452","2","5","1.4"
"","","","5003","91","0","","","0","5",""
"1","","","5004","3","top_iroha_read_loop","","","2","5","0.2"
"1","","","5005","3","top_sono_readPaper","","","3","5","0.2"
"","","","5006","93","0","","","13.6","5",""
"0","1","0","5007","3","top_sono_sit_out","","top_sono_stretch","3","5","0.2"
"-130","0","","5008","2","287","","0.3","3","5",""
"","","","5009","93","0","","","3.5","5",""
"1","","","5010","3","top_sono_drink","","","3","5","0.2"
"","","","5011","93","0","","","2.6","5",""
"0","","","5012","3","top_iroha_read_look","","","2","5","0.4"
"","","","5013","93","0","","","7.9","5",""
"0","","","5014","3","top_sono_sit_in","","","3","5","0.2"
"","","","5015","93","0","","","0.1","5",""
"1","","","5016","3","top_iroha_read_loop","","","2","5","0.2"
"-130","0","","5017","2","350","","0.3","3","5",""
"","","","5018","93","0","","","2.5","5",""
"","","","5019","101","","","","5005","5",""
"100","-103","1","6001","5","1","idle_normal","-216","1","6","1.4"
"101","-130","1","6002","5","3","top_sono_readPaper_loop","350","3","6","1.38"
"475","1","","6003","31","10","","-18","10","6","1"
"56","1","","6004","31","13","","-140","13","6","0"
"56","1","","6005","31","14","","-140","14","6","0"
"","","","6006","91","0","","","0","6",""
"1","","","6007","3","top_sono_readPaper_loop","","","3","6","0.2"
"0","1","0","6008","3","top_luis_arm_crossed_in","","top_luis_arm_crossed_idle","1","6","0.2"
"","","","6009","93","0","","","4","6",""
"0","1","0","6010","3","top_luis_approach_in","","top_luis_approach_idle","1","6","0.2"
"","","","6011","93","0","","","3.5","6",""
"1","","","6012","3","top_luis_thinking","","","1","6","0.2"
"","","","6013","93","0","","","3.5","6",""
"1","","","6014","3","top_luis_walk_think","","","1","6","0.2"
"-103","0","","6015","2","-495","","2","1","6",""
"","","","6016","93","0","","","2","6",""
"","","","6017","4","0","","","1","6",""
"-103","0","","6018","2","-216","","2","1","6",""
"","","","6019","93","0","","","2","6",""
"1","","","6020","3","top_luis_notice","","","1","6","0"
"","","","6021","93","0","","","1","6",""
"1","","","6022","3","top_luis_walk_jog","","","1","6","0.2"
"-130","0","","6023","2","-100","","0.5","1","6",""
"","","","6024","93","0","","","0.5","6",""
"","","","6025","4","1","","","1","6",""
"0","1","0","6026","3","top_luis_sit_in","","top_luis_sit_idle","1","6","0.2"
"","","","6027","93","0","","","0.1","6",""
"-140","0","","6028","2","-57","","0.4","1","6",""
"","","","6029","93","0","","","0.4","6",""
"-140","0","","6030","2","-16","","0","1","6",""
"","","","6031","4","0","","","1","6",""
"","","","6032","93","0","","","0.6","6",""
"0","","","6033","3","top_luis_experiment_failer_in","","","1","6","0.2"
"","","","6034","93","0","","","2.3","6",""
"0","","","6035","3","top_luis_experiment_failer_mix","","","1","6","0.1"
"","","","6036","93","0","","","2.7","6",""
"0","1","0","6037","3","top_sono_notice_in_surprise","","top_sono_notice_loop_surprise","3","6","0.2"
"","","","6038","32","1","","","13","6",""
"0","","","6039","3","top_luis_experiment_failer_burst","","","1","6","0.1"
"","","","6040","93","0","","","2.7","6",""
"1","","","6041","3","top_sono_readPaper_loop","","","3","6","0.2"
"0","","","6042","3","top_luis_experiment_failer_out","","","1","6","0.1"
"","","","6043","93","0","","","1.1","6",""
"0","1","0","6044","3","top_luis_sit_out","","idle_normal","1","6","0.2"
"","","","6045","4","1","","","1","6",""
"-140","0","","6046","2","-57","","0","1","6",""
"-130","0","","6047","2","-100","","0.3","1","6",""
"","","","6048","93","0","","","1","6",""
"0","","","6049","3","walk_normal","","","1","6","0.2"
"-103","0","","6050","2","-216","","1","1","6",""
"","","","6051","93","0","","","1","6",""
"0","","","6052","3","idle_normal","","","1","6","0.1"
"","","","6053","93","0","","","0.8","6",""
"","","","6054","32","0","","","13","6",""
"0","1","0","6055","3","top_luis_arm_crossed_in","","top_luis_arm_crossed_idle","1","6","0.2"
"","","","6056","93","0","","","4","6",""
"0","1","0","6057","3","top_luis_approach_in","","top_luis_approach_idle","1","6","0.2"
"","","","6058","93","0","","","3.5","6",""
"1","","","6059","3","top_luis_thinking","","","1","6","0.2"
"","","","6060","93","0","","","3.5","6",""
"1","","","6061","3","top_luis_walk_think","","","1","6","0.2"
"-103","0","","6062","2","-495","","2","1","6",""
"","","","6063","93","0","","","2","6",""
"","","","6064","4","0","","","1","6",""
"-103","0","","6065","2","-216","","2","1","6",""
"","","","6066","93","0","","","2","6",""
"1","","","6067","3","top_luis_notice","","","1","6","0"
"","","","6068","93","0","","","1","6",""
"1","","","6069","3","top_luis_walk_jog","","","1","6","0.2"
"-130","0","","6070","2","-100","","0.5","1","6",""
"","","","6071","93","0","","","0.5","6",""
"","","","6072","4","1","","","1","6",""
"0","1","0","6073","3","top_luis_sit_in","","top_luis_sit_idle","1","6","0.2"
"","","","6074","93","0","","","0.1","6",""
"-140","0","","6075","2","-57","","0.4","1","6",""
"","","","6076","93","0","","","0.4","6",""
"-140","0","","6077","2","-16","","0","1","6",""
"","","","6078","4","0","","","1","6",""
"","","","6079","93","0","","","0.6","6",""
"0","","","6080","3","top_luis_experiment_success_in","","","1","6","0.2"
"","","","6081","93","0","","","2.3","6",""
"0","","","6082","3","top_luis_experiment_success_mix","","","1","6","0.1"
"","","","6083","93","0","","","2.7","6",""
"0","1","0","6084","3","top_sono_notice_in_dere","","top_sono_notice_loop_dere","3","6","0.2"
"","","","6085","32","1","","","14","6",""
"0","","","6086","3","top_luis_experiment_success_burst","","","1","6","0.1"
"","","","6087","93","0","","","2.7","6",""
"1","","","6088","3","top_sono_readPaper_loop","","","3","6","0.2"
"0","","","6089","3","top_luis_experiment_success_out","","","1","6","0.1"
"","","","6090","93","0","","","1.1","6",""
"0","1","0","6091","3","top_luis_sit_out","","idle_normal","1","6","0.2"
"","","","6092","4","1","","","1","6",""
"-140","0","","6093","2","-57","","0","1","6",""
"-130","0","","6094","2","-100","","0.3","1","6",""
"","","","6095","93","0","","","1","6",""
"0","","","6096","3","walk_normal","","","1","6","0.2"
"-103","0","","6097","2","-216","","1","1","6",""
"","","","6098","93","0","","","1","6",""
"0","","","6099","3","idle_normal","","","1","6","0.1"
"","","","6100","93","0","","","0.8","6",""
"","","","6101","32","0","","","14","6",""
"0","","","6102","101","","","0","6008","6",""
"100","-103","1","7001","5","1","idle_normal","-216","1","7","1.4"
"110","-130","1","7002","5","2","top_iroha_read_loop","452","2","7","1.43"
"101","-130","1","7003","5","3","top_sono_readPaper_loop","350","3","7","1.38"
"111","130","1","7004","5","11","butterfly","980","11","7","1.4"
"452","1","","7005","31","11","","-130","11","7","0"
"56","1","","7006","31","14","","-140","14","7","0"
"","","","7007","91","0","","","0","7",""
"1","","","7008","3","top_iroha_read_loop","","","2","7","0.2"
"1","","","7009","3","top_sono_readPaper_loop","","","3","7","0.2"
"0","1","0","7010","3","top_luis_arm_crossed_in","","top_luis_arm_crossed_idle","1","7","0.2"
"","","","7011","93","0","","","4","7",""
"0","1","0","7012","3","top_luis_approach_in","","top_luis_approach_idle","1","7","0.2"
"","","","7013","93","0","","","3.5","7",""
"1","","","7014","3","top_luis_thinking","","","1","7","0.2"
"","","","7015","93","0","","","3.5","7",""
"1","","","7016","3","top_luis_walk_think","","","1","7","0.2"
"-103","0","","7017","2","-495","","2","1","7",""
"","","","7018","93","0","","","2","7",""
"","","","7019","4","0","","","1","7",""
"-103","0","","7020","2","-216","","2","1","7",""
"","","","7021","93","0","","","2","7",""
"1","","","7022","3","top_luis_notice","","","1","7","0"
"","","","7023","93","0","","","1","7",""
"1","","","7024","3","top_luis_walk_jog","","","1","7","0.2"
"-130","0","","7025","2","-100","","0.5","1","7",""
"","","","7026","93","0","","","0.5","7",""
"","","","7027","4","1","","","1","7",""
"0","1","0","7028","3","top_luis_sit_in","","top_luis_sit_idle","1","7","0.2"
"","","","7029","93","0","","","0.1","7",""
"-140","0","","7030","2","-57","","0.4","1","7",""
"","","","7031","93","0","","","0.4","7",""
"-140","0","","7032","2","-16","","0","1","7",""
"","","","7033","4","0","","","1","7",""
"","","","7034","93","0","","","0.6","7",""
"0","","","7035","3","top_luis_experiment_success_in","","","1","7","0.2"
"","","","7036","93","0","","","2.3","7",""
"0","","","7037","3","top_luis_experiment_success_mix","","","1","7","0.1"
"","","","7038","93","0","","","2.7","7",""
"0","1","0","7039","3","top_sono_notice_in_dere","","top_sono_notice_loop_dere","3","7","0.2"
"1","","","7040","3","top_iroha_read_look_light","","","2","7","0.2"
"","","","7041","32","1","","","14","7",""
"0","","","7042","3","top_luis_experiment_success_burst","","","1","7","0.1"
"","","","7043","93","0","","","2.7","7",""
"1","","","7044","3","top_sono_readPaper_loop","","","3","7","0.2"
"1","","","7045","3","top_iroha_read","","","2","7","0.2"
"0","","","7046","3","top_luis_experiment_success_out","","","1","7","0.1"
"","","","7047","93","0","","","1.1","7",""
"0","1","0","7048","3","top_luis_sit_out","","idle_normal","1","7","0.2"
"","","","7049","4","1","","","1","7",""
"-140","0","","7050","2","-57","","0","1","7",""
"-130","0","","7051","2","-100","","0.3","1","7",""
"","","","7052","93","0","","","1","7",""
"0","","","7053","3","walk_normal","","","1","7","0.2"
"-103","0","","7054","2","-216","","1","1","7",""
"","","","7055","93","0","","","1","7",""
"0","","","7056","3","idle_normal","","","1","7","0.1"
"","","","7057","93","0","","","0.8","7",""
"","","","7058","32","0","","","14","7",""
"1","","","7059","3","top_luis_thinking","","","1","7","0.2"
"","","","7060","93","0","","","5.1","7",""
"","","","7061","4","1","","","11","7",""
"130","0","","7062","2","-980","","7","11","7",""
"","","","7063","93","0","","","2.5","7",""
"0","","","7064","3","top_iroha_read_notice","","","2","7","0.2"
"","","","7065","93","0","","","0.6","7",""
"0","1","0","7066","3","top_iroha_notice_to_run","","top_iroha_run","2","7","0"
"","","","7067","93","0","","","0.4","7",""
"","","","7068","32","1","","","11","7",""
"","","","7069","37","smokeR","","","11","7",""
"-130","0","","7070","33","-980","","4.2","11","7",""
"-130","0","","7071","2","-980","","4.2","2","7",""
"","","","7072","93","0","","","0.2","7",""
"0","1","0","7073","3","top_sono_notice_in_surprise","","top_sono_notice_loop_surprise","3","7","0.2"
"","","","7074","93","0","","","1.7","7",""
"0","1","0","7075","3","top_luis_surprise_in","","top_luis_surprise_idle","1","7","0.2"
"","","","7076","93","0","","","2.5","7",""
"","","","7077","32","0","","","11","7",""
"","","","7078","93","0","","","1","7",""
"","","","7079","4","0","","","11","7",""
"130","0","","7080","2","980","","7","11","7",""
"","","","7081","93","0","","","1.5","7",""
"","","","7082","32","1","","","11","7",""
"","","","7083","37","smokeL","","","11","7",""
"-130","0","","7084","33","980","","5.964","11","7",""
"1","","","7085","3","top_iroha_run_joy","","","2","7","0"
"","","","7086","4","0","","","2","7",""
"-130","0","","7087","2","980","","5.964","2","7",""
"","","","7088","93","0","","","2.2","7",""
"1","","","7089","3","top_luis_surprise_look","","","1","7","0"
"","","","7090","93","0","","","1.8","7",""
"1","","","7091","3","top_sono_notice_loop_look","","","3","7","0"
"","","","7092","93","0","","","1.964","7",""
"","","","7093","32","0","","","11","7",""
"","","","7094","93","0","","","0.5","7",""
"1","","","7095","3","top_luis_thinking","","","1","7","0.2"
"","","","7096","93","0","","","1.5","7",""
"1","","","7097","3","top_iroha_walk","","","2","7","0"
"","","","7098","4","1","","","2","7",""
"-130","0","","7099","2","1032","","0","2","7",""
"-130","0","","7100","33","1032","","0","11","7",""
"-130","0","","7101","2","452","","3","2","7",""
"-130","0","","7102","33","452","","3","11","7",""
"","","","7103","93","0","","","3","7",""
"0","1","0","7104","3","top_iroha_walk_out","","idle_normal","2","7","0.2"
"","","","7105","93","0","","","0.4","7",""
"0","1","0.2","7106","3","top_iroha_sit_in","","top_iroha_read_loop","2","7","0.2"
"1","","","7107","3","top_sono_readPaper","","","3","7","0.2"
"","","","7108","93","0","","","4","7",""
"","","","7109","93","0","","","9.6","7",""
"0","1","0","7110","3","top_sono_sit_out","","top_sono_stretch","3","7","0.2"
"-130","0","","7111","2","287","","0.3","3","7",""
"","","","7112","93","0","","","3.5","7",""
"1","","","7113","3","top_sono_drink","","","3","7","0.2"
"","","","7114","93","0","","","2.6","7",""
"0","","","7115","3","top_iroha_read_look","","","2","7","0.4"
"","","","7116","93","0","","","3.5","7",""
"1","","","7117","3","top_luis_thinking_look","","","1","7","0.2"
"","","","7118","93","0","","","2.9","7",""
"1","","","7119","3","top_luis_thinking","","","1","7","0.2"
"","","","7120","93","0","","","1.5","7",""
"0","","","7121","3","top_sono_sit_in","","","3","7","0.2"
"","","","7122","93","0","","","0.1","7",""
"1","","","7123","3","top_iroha_read_loop","","","2","7","0.2"
"-130","0","","7124","2","350","","0.3","3","7",""
"","","","7125","93","0","","","2.5","7",""
"1","","","7126","3","top_sono_readPaper_loop","","","3","7","0.2"
"","","","7127","93","0","","","1","7",""
"","","","7128","101","","","","7012","7",""
"100","-130","1","11001","5","3","sit_readPaper","350","3","11","1.4"
"102","-150","0","11002","5","1","empty","950","1","11","1.5"
"475","1","","11003","31","10","","-18","10","11","1"
"350","1","","11004","31","11","","-130","11","11","0"
"","","","11005","91","0","","","0","11",""
"","","","11006","93","1","","","0.5","11",""
"0","","","11007","21","vo_alces_1100","","0","vo_alces","11",""
"10","0","0","11008","11","…………\n…………","0.5","1","3","11","10"
"0","","","11009","91","","","0","0","11",""
"0","1","0","11010","3","sit_readPaperTurn","","sit_readPaper","3","11","0.2"
"","","","11011","93","1","","","1","11",""
"","","","11012","93","0","","","1","11",""
"1","","","11013","3","sit_readPaper_surprise","","","3","11","0.2"
"0","","","11014","21","vo_alces_1101","","0","vo_alces","11",""
"10","0","0","11015","11","…………\n…………","0.5","1","3","11","10"
"0","","","11016","91","","","0","0","11",""
"","","","11017","93","0","","","1","11",""
"","","","11018","23","se_alces_emotion_exQuestion","","","se_alces","11",""
"0.2","0","0","11019","12","3","","0","3","11","10"
"0","1","0","11020","3","sit_readPaper_notice_in","","sit_readPaper_notice_loop","3","11","0.1"
"","","","11021","93","0","","","1.2","11",""
"0","1","0","11022","3","sit_readPaper_kira_in","","sit_readPaper_kira_talk","3","11","0.2"
"0","","","11023","21","vo_alces_1102","","0","vo_alces","11",""
"10","0","0","11024","11","……！！\n番茄一包三顆只要150盧幣！？\n太神了吧！？","3.2","1","3","11","0"
"","","","11025","91","","","","0","11",""
"","","","11026","22","0.5","","","0","11",""
"1","","","11027","3","sit_out_readPaper_light","","","3","11","0.2"
"","","","11028","93","0","","","0.5","11",""
"1","","","11029","3","sono_walletPick_in","","","3","11","0.2"
"","","","11030","93","0","","","1.8","11",""
"0","1","0","11031","3","sono_walk_quick_R_in","","sono_walk_quick_R","3","11","0.2"
"","","","11032","32","1","","","11","11",""
"-130","0","","11033","2","1500","","3.3","3","11",""
"-130","0","","11034","33","1500","","3.3","11","11",""
"","","","11035","93","0","","","1","11",""
"0","1","0","11036","3","luis_walk_furimuki_in","","luis_walk_furimuki","1","11","0.2"
"-150","0","","11037","2","350","","4","1","11",""
"","","","11038","93","0","","","4","11",""
"0","1","0","11039","3","luis_walk_to_idle","","luis_sad_idle","1","11","0.2"
"","","","11040","23","se_alces_emotion_question","","","se_alces","11",""
"1.3","0","0","11041","12","5","","0","1","11","0"
"","","","11042","93","0","","","2.1","11",""
"1","","","11043","3","idle_normal","","","1","11","0.2"
"","","","11044","22","0","","","0","11",""
"","","","11045","93","0","","","3","11",""
"0","","","11046","101","","","0","11045","11",""
"101","-190","0","12001","5","1","luis_run_dash_pain","400","1","12","1.45"
"102","-190","0","12002","5","1001","empty","-85","10","12","1.45"
"400","1","","12003","31","11","","-190","11","12",""
"","","","12004","13","130","","","1","12",""
"102","-190","1","12005","1","105111","empty","1050","1","12","1.45"
"103","-190","1","12006","5","1002","empty","1050","10","12","1.45"
"-85","1","","12007","31","12","","-190","12","12","0"
"","","","12008","91","0","","","0","12",""
"-190","0","","12009","2","-85","","1.3","1","12",""
"-190","0","","12010","33","-85","","1.3","11","12",""
"","","","12011","32","1","","","11","12",""
"","","","12012","37","sweatR_run","","","11","12",""
"","","","12013","93","0","","","1.3","12",""
"0","1","0","12014","3","luis_run_turn","","anger_talk_Ex0001","1","12","0.2"
"0","","","12015","21","vo_alces_1200","","0","vo_alces","12",""
"10","0","0","12016","11","等等，為什麼\n那個人在追我啊！？","1","1","1","12","0"
"0","","","12017","91","","","0","0","12",""
"1","","","12018","3","sad_talk_normalR","","","1","12","0.2"
